Snowball Map,Dedupe Key,brizo_id,Name,Street,Business Type,Amenities,City/Town,State/Province Code,Zip/Postal Code,Country,First Name,Last Name,Title,Role,Contact Email,Contact Phone,Established,Phone,Most Common Email,Cuisines (Regional),Price Range,Dishes,Technology Vendors
77215,720 Main SE1C 1,f92b64e98c045169,Pink Sushi,720 Main St,Hotel/Resort; Restaurant,Groups; Wi-Fi; Wheelchair Accessible; Table Service; Alcohol; Seating; Reservations; Delivery; Credit Cards; Restroom; Parking; Online Ordering; TV; High Chairs; Catering; Debit Cards; Dine-in; Outdoor Seating; Takeout,Moncton,NB,E1C 1E4,Canada,,,,,,,,(506) 389-3338,,Japanese,$$,Smoked Salmon; Seafood; Sushi; Noodles,Skip the Dishes; Uber Eats; DoorDash
77216,240 Cook SV8V 3,b671e6fd6a956853,Sushi Jiro,240 Cook St,Restaurant,Restroom; Wheelchair Accessible; Table Service; Alcohol; Online Ordering; Fresh Ingredients; Seating; Reservations; Delivery; Credit Cards; High Chairs; Debit Cards; Dine-in; Takeout,Victoria,BC,V8V 3X3,Canada,,,,,,,,(778) 433-4490,,Japanese,$$,Seafood; Sushi; Poke; Ramen,Oracle GloriaFood; Skip the Dishes; Google Maps; DoorDash; GlobalFood; Uber Eats
77217,7398 YongeL4J 1,ac916ad407d41314,Hub Sushi,7398 Yonge St,Restaurant,Delivery; Online Ordering; Takeout,Vaughan,ON,L4J 1V8,Canada,,,,,,,,(905) 597-1112,,Korean; Japanese,$$,Soups; Smoked Salmon; Seafood; Sushi; Noodles,Skip the Dishes
77218,2219 CentrT2E,bc7dc48350f4fcf2,Calan Beef Noodle (Centre St),2219 Centre St N,Restaurant,Delivery; Online Ordering; Takeout,Calgary,AB,T2E,Canada,,,,,,,,(587) 350-0050,,Chinese,,Noodles,Skip the Dishes; Fantuan
77219,4091 ThickL1R 2,9970cec6e3ed5792,The Big Zen,4091 Thickson Rd N,Restaurant,Restroom; Groups; Wheelchair Accessible; Parking; Online Ordering; Reservations; Delivery; Credit Cards; Catering; Debit Cards; Dine-in; Takeout,Whitby,ON,L1R 2X3,Canada,,,,,,,,(905) 655-8733,,Chinese,$$,Soups; Seafood; Chicken; Noodles; French Fries,OpenStreetMap; Skip the Dishes; Uber Eats; DoorDash
77220,3828 BloorM9B 1,b9c530c407f992c6,Lucky Garden Restaurant,3828 Bloor St W,Restaurant,Online Ordering; Delivery; Takeout,Toronto,ON,M9B 1K8,Canada,,,,,,,,(416) 239-8421,,Chinese,$$,,
77221,2209 QueenM4E 1,bb0ac03b38041555,Hajime Japanese Restaurant,2209 Queen St E,Restaurant,Delivery; Online Ordering; Takeout,Toronto,ON,M4E 1E8,Canada,,,,,allrisesilverk@gmail.com,,,(416) 690-5959,allrisesilverk@gmail.com,Japanese,,Smoked Salmon; Seafood; Sushi; Chicken; Noodles,Wix Restaurants; Skip the Dishes; Uber Eats; Ritual
77222,4080 SteelL3R 4,ba4309c34f7cd37d,Fishman Wharf Seafood,4080 Steeles Ave E,Restaurant,Restroom; Groups; Wheelchair Accessible; Table Service; Parking; Alcohol; TV; Seating; Bike Parking; Reservations; High Chairs; Debit Cards; Dine-in; Takeout,Markham,ON,L3R 4C3,Canada,,,,,,,,(905) 513-6666,,Chinese,$$$,Seafood; Salads,Google Maps; Snappy
77223,31 TapscotM1B 4,bbc6f17917394e03,Express Munchies,31 Tapscott Rd,Restaurant,Delivery; Credit Cards; Online Ordering; Debit Cards; Dine-in; Takeout,Toronto,ON,M1B 4Y7,Canada,,,,,,,,(416) 855-1160,,Japanese; Chinese,,Seafood; Sushi; Chicken,Skip the Dishes; Uber Eats
77224,988 WellinK1Y 2,c107a9c26dc84554,No.1,988 Wellington St W,Restaurant,Take Away; Table Service; Online Ordering; TV; Bike Parking; Reservations; Delivery; Credit Cards; Fast Service; Catering; Debit Cards; Takeout,Ottawa,ON,K1Y 2X8,Canada,,,,,,,,(613) 722-5995,,Cantonese; Chinese,$,Soups; French Fries,Google Analytics; Google Maps; Uber Eats
77225,178 DundasK8V 1,bffec29f45c48686,Gogi Korean Grill,178 Dundas St E,Restaurant,Groups; Table Service; Alcohol; Seating; Reservations; Delivery; Credit Cards; Restroom; Parking; Online Ordering; High Chairs; Catering; Debit Cards; Dine-in; Outdoor Seating; Takeout,Quinte West,ON,K8V 1L6,Canada,,,,,,,,(613) 394-0388,,Korean; Japanese,$$,Pork; Chicken Wings; Chicken; Ramen,Skip the Dishes; Uber Eats; DoorDash
77226,3801 202 AT3M 2,c02ee2746ff1f3c8,Uncle Ben Chinese Restaurant,3801 202 Ave SE,Restaurant,Wheelchair Accessible; Parking; Online Ordering; Reservations; Credit Cards; Debit Cards; Dine-in; Delivery; Takeout,Calgary,AB,T3M 2L3,Canada,,,,,,,,(403) 271-2868,,Chinese,,,Oracle GloriaFood; WooCommerce; Skip the Dishes; Google Maps; GlobalFood
77227,6491 KnighV5P 2,ae86387d071459d9,Chu Kiang Chinese Restaurant,6491 Knight St,Restaurant,Groups; Wheelchair Accessible; Online Ordering; TV; Bike Parking; Delivery; Credit Cards; QR Codes; Catering; Debit Cards; Dine-in; Takeout,Vancouver,BC,V5P 2V9,Canada,Lany,L,,,,,,(604) 327-8835,,Chinese,$,Seafood; Noodles; French Fries,Skip the Dishes; Google Maps; Uber Eats
77228,806 CrowfoT3G 4,be8d4f35c55fd7e1,Sushi Boat,806 Crowfoot Cres NW,Restaurant,Groups; Wi-Fi; Wheelchair Accessible; Table Service; Alcohol; Seating; Reservations; Delivery; Credit Cards; Curbside Pickup; Restroom; Parking; Online Ordering; TV; Contactless Delivery; High Chairs; Debit Cards; Dine-in; Takeout,Calgary,AB,T3G 4S3,Canada,,,,,,,,(403) 239-1818,,Japanese,$$,Smoked Salmon; Seafood; Sushi; French Fries,Skip the Dishes; MenuDrive; DoorDash
77229,305 16 AveT2M 0,bee4527288798e2b,Maruju Sushi,305 16 Ave NW,Restaurant,Groups; Table Service; Alcohol; Online Ordering; TV; Fresh Ingredients; Delivery; Debit Cards; Takeout,Calgary,AB,T2M 0H9,Canada,,,,,umami688cal@gmail.com,,,(403) 454-8383,umami688cal@gmail.com,Japanese,$$,Smoked Salmon; Sushi,Uber Eats; DoorDash
77230,500 Read DC1N 5,c22c13af9e9fd4a5,King Yummy Restaurant,500 Read Dr,Restaurant,Restroom; Wheelchair Accessible; Contactless Delivery; Credit Cards; Curbside Pickup; Dine-in; Delivery; Takeout,Summerside,PE,C1N 5A9,Canada,,,,,,,,(902) 218-8256,,Chinese,,,
77231,390 SilverM1V 0,c9a3ecdf919e35a1,Daimaru Sukiyaki,390 Silver Star Blvd,Restaurant,Restroom; Groups; Wi-Fi; Wheelchair Accessible; Table Service; Alcohol; Fresh Ingredients; Reservations; Debit Cards; Dine-in; Buffet; Takeout,Toronto,ON,M1V 0G5,Canada,,,,,info@daimarusukiyaki.com,,,(647) 559-7580,info@daimarusukiyaki.com,Japanese,$$,Hot Pot,Yelp Waitlist
77232,2840 PeattV9B 3,c896f637b3b69788,Victoria Sushi,2840 Peatt Rd,Restaurant,Restroom; Wheelchair Accessible; Online Ordering; Seating; Reservations; Delivery; Contactless Delivery; Credit Cards; High Chairs; Debit Cards; Dine-in; Takeout,Langford,BC,V9B 3V4,Canada,,,,,,,,(250) 900-1956,,American; Japanese,,Smoked Salmon; Seafood; Sushi; Chicken; Noodles,Google Analytics; Skip the Dishes; Codefusion
77233,355 CharloB1P 1,c8baa4e85abc8700,Peking Restaurant,355 Charlotte St,Hotel/Resort; Restaurant,Restroom; Groups; Wheelchair Accessible; Gift Cards; Table Service; Alcohol; Seating; Reservations; Credit Cards; High Chairs; Catering; Debit Cards; Dine-in; Delivery; Takeout,Cape Breton,NS,B1P 1E1,Canada,,,,,,,,(902) 539-7775,,Chinese,$$,,
77234,4231 HazelV6X 3,ca2b4fcaa544c286,Kanae Yakiniku,4231 Hazelbridge Way,Restaurant,Wi-Fi; Table Service; Alcohol; Online Ordering; TV; Reservations; Delivery; Catering; Debit Cards; Takeout,Richmond,BC,V6X 3L7,Canada,,,,,info@kanaeyakiniku.com,,,(236) 990-0099,info@kanaeyakiniku.com,Japanese,$,Sashimi; Salads; Sushi; Tapas; French Fries,Wix Restaurants; TheFork; Fantuan; Uber Eats; DoorDash
77235,1919 SirocT3H 2,c97867c89e35c167,Signature Palace,1919 Sirocco Dr SW,Restaurant,Groups; Wheelchair Accessible; Table Service; Alcohol; Seating; Reservations; Bike Parking; Delivery; Credit Cards; Restroom; Online Ordering; TV; High Chairs; Debit Cards; Dine-in; Takeout,Calgary,AB,T3H 2Y3,Canada,,,,,,,,(403) 246-8883,,Chinese,$$,Seafood; Chicken; Noodles,Skip the Dishes; DI develop; DoorDash; Uber Eats
77236,135 King SL8N 1,ab9d8a6293a81015,Homemade Noodles,135 King St E,Hotel/Resort; Restaurant,Restroom; Wheelchair Accessible; Reservations; Delivery; Credit Cards; Debit Cards; Dine-in; Takeout,Hamilton,ON,L8N 1B1,Canada,,,,,,,,(905) 777-8877,,Chinese,,Noodles,Skip the Dishes; Fantuan; DoorDash; Uber Eats
77237,2540 Mary V3C 3,ab6e4462b8942185,Miu Japanese Cuisine,2540 Mary Hill Rd,Restaurant,Restroom; Groups; Wheelchair Accessible; Parking; Alcohol; Online Ordering; Reservations; Delivery; Credit Cards; Debit Cards; Dine-in; Takeout,Port Coquitlam,BC,V3C 3B2,Canada,,,,,,,,(604) 474-2423,,Japanese,,Smoked Salmon; Sushi; French Fries,Skip the Dishes; Google Maps; Uber Eats; DoorDash
77238,4200 No 3 V6X 2,b0e1df5139adddd1,Master Rice Roll,4200 No 3 Rd,Restaurant,Restroom; Groups; Wheelchair Accessible; Online Ordering; Delivery; Contactless Delivery; Credit Cards; Debit Cards; Dine-in; Takeout,Richmond,BC,V6X 2C2,Canada,,,,,,,,(778) 297-9709,,Chinese,$,Seafood; BBQ; Sushi,Google Analytics; Skip the Dishes; Fantuan; Google Maps; DI develop; DoorDash; Uber Eats
77239,1689 JohnsV6H 3,b10d8e93761d46db,Fuji Corner,1689 Johnston St,Restaurant,Delivery; Online Ordering; Fresh Ingredients; Takeout,Vancouver,BC,V6H 3R9,Canada,,,,,,,,(604) 685-8011,,Korean; Japanese; Vietnamese; Chinese; Thai,,Soups; Seafood; Sushi; Chicken; Ramen; French Fries,Skip the Dishes; Uber Eats
77240,5117 SheppM1S 4,b0453dad451b6a1a,The Markham Station Restaurant,5117 Sheppard Ave E,Restaurant; Quick Service; Ice Cream Shop,Groups; Wheelchair Accessible; Table Service; Alcohol; Seating; Reservations; Bike Parking; Delivery; Credit Cards; Restroom; Parking; Online Ordering; TV; Fast Service; Catering; High Chairs; Debit Cards; Dine-in; Takeout,Toronto,ON,M1S 4N8,Canada,,,,,markhamstation@rogers.com,,,(416) 299-4141,markhamstation@rogers.com,Creole; Cajun; Italian,$,Wraps; Sandwiches; Hot Dogs; Chicken; Hamburgers; French Fries; Steaks; Pasta; Sausages; Fish and Chips; Salads; BBQ; Subs; Chicken Wings,Google Analytics; Skip the Dishes; MailChimp; Uber Eats; DoorDash
77241,38037 ClevV0N 3,ac795e679cbcfe50,Dragon Terrace,38037 Cleveland Ave,Restaurant,Groups; Wi-Fi; Wheelchair Accessible; Gift Cards; Alcohol; Seating; Reservations; Credit Cards; Restroom; Parking; Digital Payments; TV; Contactless Delivery; High Chairs; Debit Cards; Dine-in; Delivery; Takeout,Squamish,BC,V0N 3G0,Canada,,,,,,,,(604) 892-3717,,Chinese,$$$,,Weebly; Square
77242,8100 AckroV6X 3,adc56b083f0250c1,Yang's Braised Handpulled Noodle Yang Ming Yu Huang Men Ji La Mian,8100 Ackroyd Rd,Restaurant,Delivery; Online Ordering; Takeout,Richmond,BC,V6X 3K2,Canada,,,,,,,,(647) 523-5555,,Chinese,$,Chicken,Uber Eats
77243,691 Main SV0K 1,ad1ca4d59ebef7e4,Lillooet Inn Restaurant,691 Main St,Hotel/Resort; Restaurant,Restroom; Groups; Wheelchair Accessible; Table Service; Parking; Alcohol; TV; Seating; Reservations; Credit Cards; High Chairs; Debit Cards; Dine-in; Takeout,Lillooet,BC,V0K 1V0,Canada,,,,,,,,(250) 256-0028,,Japanese,$$,Sushi,
77244,5888 CambiV5Z 3,b4495b6bc6710179,Samurai Sushi House,5888 Cambie St,Restaurant,Groups; Wheelchair Accessible; Parking; Online Ordering; TV; Bike Parking; Delivery; Catering; Takeout,Vancouver,BC,V5Z 3A8,Canada,,,,,,,,(604) 325-8597,,Japanese,$,Soups; Smoked Salmon; Sashimi; Sushi,Skip the Dishes; Uber Eats; DoorDash
77245,2800 E 1stV5M 4,b4b0dde26574bd7f,Fuku Ramen,2800 E 1st Ave,Restaurant,Wi-Fi; Wheelchair Accessible; Table Service; Online Ordering; Bike Parking; Reservations; Delivery; Catering; Takeout,Vancouver,BC,V5M 4P3,Canada,,,,,,,,(604) 620-0200,,Japanese,$$,Sushi; Ice Cream; Ramen; Noodles,Skip the Dishes
77246,2270 CommeV5N 4,b746b4f14a992094,B House,2270 Commercial Dr,Restaurant,Groups; Wi-Fi; Wheelchair Accessible; Table Service; Alcohol; Seating; Reservations; Bike Parking; Delivery; Credit Cards; Restroom; Eco-friendly Tableware; Parking; Online Ordering; TV; Fresh Ingredients; Contactless Delivery; High Chairs; Debit Cards; Dine-in; Outdoor Seating; Takeout,Vancouver,BC,V5N 4B5,Canada,,,,,,,,(604) 564-2468,,Canadian; Creole; Cajun,$,Seafood; Ice Cream; Chicken Wings; Chicken; French Fries,Fantuan; Skip the Dishes; Uber Eats
77247,988 DanforM4J 1,b5ffb172550c42b3,Ha Gow Dim Sum House,988 Danforth Ave,Hotel/Resort; Restaurant,Restroom; Groups; Wheelchair Accessible; Table Service; Parking; Online Ordering; Seating; Bike Parking; Delivery; Contactless Delivery; Credit Cards; Catering; Debit Cards; Dine-in; Takeout,Toronto,ON,M4J 1L9,Canada,,,,,,,,(416) 461-8294,marketing@just-eat.ca,Chinese,$,Dim Sum,DoorDash; Ritual; Uber Eats
77248,2899 DuffeM6B 3,ba6ad79810f49248,Delicacy Kitchen,2899 Dufferin St,Restaurant,Groups; Delivery; Online Ordering; Fresh Ingredients; Takeout,Toronto,ON,M6B 3S7,Canada,,,,,eat@delicacy-kitchen.com,,,(416) 551-5558,eat@delicacy-kitchen.com,Chinese,,Seafood; French Fries,Google Analytics; WooCommerce; Skip the Dishes; Menusifu; Google Maps; Uber Eats
77249,3636 SteelL3R 1,ba26ce28014c4655,Tai Ping Hsiang,3636 Steeles Ave E,Restaurant,Bike Parking; Catering; TV; Takeout,Markham,ON,L3R 1K9,Canada,,,,,,,,(905) 947-9998,,Chinese; Taiwanese,$,BBQ,
77250,217 RideauK1N 5,ba26003a12c5a261,Sushi Village,217 Rideau St,Hotel/Resort; Restaurant,Groups; Table Service; Alcohol; Online Ordering; TV; Seating; Reservations; Delivery; Debit Cards; Buffet; Takeout,Ottawa,ON,K1N 5X8,Canada,,,,,,,,(613) 680-6639,,Japanese; Chinese,$$,Dim Sum; Soups; Smoked Salmon; Seafood; Sashimi; Sushi; French Fries,Skip the Dishes; WooCommerce; Uber Eats; DoorDash
77251,78 CowichaV0R 2,b9dd3e90bd3d3093,Lakeside Sushi,78 Cowichan Lake Rd,Restaurant,Seating; Wheelchair Accessible; Table Service; Credit Cards; Debit Cards; Dine-in; Takeout,Lake Cowichan,BC,V0R 2G0,Canada,,,,,,,,(250) 932-9012,,Japanese,$$,Sushi,
77252,40 CountryT3K 5,bd4ead5f88be87b4,Dagu Rice Noodle,40 Country Hills Lndg NW,Restaurant,Restroom; Groups; Wheelchair Accessible; Parking; Online Ordering; Delivery; Credit Cards; Debit Cards; Dine-in; Takeout,Calgary,AB,T3K 5P4,Canada,,,,,,,,(403) 474-9988,,Chinese,$,Soups; Noodles,Google Analytics; WooCommerce; Fantuan; MealKeyway; Skip the Dishes; Menusifu; Google Maps; DoorDash; Uber Eats
77253,18408 64 AV3S 1,b5ea44fc793c8e18,Aka Sushi,18408 64 Ave,Restaurant,Groups; Wi-Fi; Wheelchair Accessible; Table Service; Alcohol; Seating; Reservations; Delivery; Credit Cards; Restroom; Online Ordering; TV; High Chairs; Catering; Debit Cards; Dine-in; Takeout,Surrey,BC,V3S 1E9,Canada,,,,,,,,(604) 372-3335,,Japanese,$$,Smoked Salmon; Seafood; Sushi,Google Analytics; Skip the Dishes; Codefusion
77254,5421 YongeM2N 5,b331a37d83d097b2,Yubu,5421 Yonge St,Restaurant,Delivery; Parking; Catering; Online Ordering; Takeout,Toronto,ON,M2N 5R6,Canada,,,,,,,,(416) 838-9056,,Korean; Japanese,,Sushi; Hot Dogs,Wix Restaurants; Uber Eats
77255,2405 FairvL7R 2,b836b084b5b72e7f,Pomelo Asian Cuisine,2405 Fairview St,Restaurant,Groups; Wheelchair Accessible; Alcohol; Seating; Reservations; Bike Parking; Delivery; Credit Cards; Restroom; Online Ordering; TV; Catering; High Chairs; Debit Cards; Dine-in; Takeout,Burlington,ON,L7R 2E3,Canada,,,,,,,,(905) 681-8080,,Vietnamese; Chinese; Thai,$$,Seafood; Chicken; Noodles,Google Analytics; Oracle GloriaFood; Skip the Dishes; Google Maps; Uber Eats; GlobalFood
77256,6661 LundyL2G 1,b8f992a467f74e95,East Izakaya,6661 Lundy's Ln,Restaurant,Groups; Wheelchair Accessible; Gift Cards; Table Service; Alcohol; Seating; Reservations; Delivery; Credit Cards; Buffet; Restroom; Parking; Online Ordering; Catering; High Chairs; Debit Cards; Dine-in; Outdoor Seating; Takeout,Niagara Falls,ON,L2G 1V4,Canada,,,,,east_nf@windgroupinc.com,,,(905) 358-8889,east_nf@windgroupinc.com,Japanese,$$$,Seafood; Sashimi; Sushi; Noodles,Wix Restaurants; Google Analytics; Skip the Dishes; Uber Eats; DoorDash
77257,190 Minet'L4N 4,b7ec020aa67323da,Chef Chan,190 Minet's Point Rd,Restaurant,Wheelchair Accessible; Credit Cards; Debit Cards; Dine-in; TV; Delivery; Takeout,Barrie,ON,L4N 4C3,Canada,,,,,,,,(705) 733-3322,,Chinese,$,,Google Maps
77258,356 CollegM5T 1,b7b1eb4c2ffed76d,Sue Fung's Dimsum Canteen Xiao Feng Shi Tang,356 College St,Hotel/Resort; Restaurant,Restroom; Groups; Wi-Fi; Alcohol; Online Ordering; Fresh Ingredients; Seating; Delivery; Contactless Delivery; Credit Cards; Curbside Pickup; Debit Cards; Dine-in; Takeout,Toronto,ON,M5T 1S6,Canada,,,,,,,,(416) 968-6668,,Chinese,,Dumplings; BBQ,Fantuan; Uber Eats; Ritual
77259,545 VictorV2C 2,90fff46147669adf,Oriental Gardens Restaurant,545 Victoria St,Hotel/Resort; Restaurant,Restroom; Groups; Wheelchair Accessible; Table Service; Parking; Alcohol; Seating; Reservations; Credit Cards; High Chairs; Debit Cards; Dine-in; Delivery; Takeout,Kamloops,BC,V2C 2B1,Canada,,,,,orientalgardensrestaurant@gmail.com,,,(250) 372-2344,orientalgardensrestaurant@gmail.com,Chinese,$$,Sushi,
77260,1200 HunteV8B 0,8fc53d3153dc9336,Samurai Sushi,1200 Hunter Pl,Restaurant,Restroom; Wheelchair Accessible; Gift Cards; Parking; Alcohol; Online Ordering; Credit Cards; Debit Cards; Dine-in; Delivery; Takeout,Squamish,BC,V8B 0G8,Canada,,,,,squamishsushi@gmail.com,,,(604) 567-2002,squamishsushi@gmail.com,Japanese,,Sushi; French Fries,Facebook Pixel; Google Analytics; Lightspeed POS; Google Maps
77261,22 AntaresK2E 7,aa0e6e40116b5a74,Hung Hung House,22 Antares Dr,Restaurant,Reservations; Delivery; Credit Cards; Online Ordering; Debit Cards; Dine-in; Takeout,Ottawa,ON,K2E 7Z6,Canada,,,,,,,,(613) 225-0000,,Chinese,,Dumplings; Chicken Wings; Chicken; Noodles,Skip the Dishes; Fantuan; DoorDash; Uber Eats
77262,207 KeeferL2V 4,ad7b1a0ca78f2beb,Cracker Jacks Bar & Grill,207 Keefer Rd,Restaurant; Quick Service; Drinking Place,Groups; Wheelchair Accessible; Table Service; Alcohol; Seating; Reservations; Delivery; Credit Cards; Curbside Pickup; Restroom; Parking; Online Ordering; TV; Contactless Delivery; High Chairs; Debit Cards; Dine-in; Takeout,Thorold,ON,L2V 4N3,Canada,,,,,cjsmgmt@cogeco.net,,,(905) 680-5066,cjsmgmt@cogeco.net,Southwestern; Creole; Cajun; Italian,$$,Sandwiches; Chicken; Hamburgers; French Fries; Pizza; BBQ; Poutine; Chicken Wings; Grill,Skip the Dishes; DoorDash; Uber Eats
77263,210 King SL1H 1,ae3e5714278070de,May Flower Chinese Foods,210 King St E,Restaurant,Wheelchair Accessible; Cash-Only; Catering; Delivery; Takeout,Oshawa,ON,L1H 1C4,Canada,,,,,,,,(905) 576-5555,,Chinese,$,,Google Maps
77264,3011 BathuM6B 3,c850454d43abb602,Metsuyan Sushi,3011 Bathurst St,Restaurant,Groups; Alcohol; Online Ordering; Delivery; Contactless Delivery; Credit Cards; Curbside Pickup; Catering; Dine-in; Takeout,Toronto,ON,M6B 3B5,Canada,,,,,,,,(416) 646-2277,,Japanese,,Sushi,Skip the Dishes; Google Maps; Uber Eats
77265,3106 4 St T2M 3,c7a64a085f462cea,Pad Thai,3106 4 St NW,Restaurant,Groups; Wheelchair Accessible; Table Service; Alcohol; Seating; Reservations; Bike Parking; Delivery; Credit Cards; Restroom; Parking; Online Ordering; TV; Contactless Delivery; Catering; High Chairs; Debit Cards; Dine-in; Takeout,Calgary,AB,T2M 3A4,Canada,,,,,padthaiyyc@gmail.com,,2016.0,(403) 800-0567,padthaiyyc@gmail.com,Japanese; Thai,$$,Seafood; Chicken; Ramen; Noodles,Skip the Dishes; Uber Eats; MENUU
77266,25 HawkinsP0R 1,c6d8b08cbee10171,Lucky Garden,25 Hawkins St,Restaurant,Restroom; Groups; Alcohol; Seating; Reservations; Credit Cards; High Chairs; Debit Cards; Dine-in; Buffet; Takeout,Blind River,ON,P0R 1B0,Canada,,,,,,,,(705) 356-7669,,Chinese,$$,,
77267,4770 47A SV4K 2,c1b03cb7cd244353,Ladner Ming Court,4770 47A St,Restaurant,Groups; Wheelchair Accessible; Gift Cards; Online Ordering; Seating; Reservations; Debit Cards; Delivery; Takeout,Delta,BC,V4K 2P7,Canada,,,,,,,,(604) 940-8855,,Chinese,$$$,,Wix Restaurants; Google Analytics
77268,1574 MarinV7V 1,c5062610d2049038,Bene Sushi,1574 Marine Dr,Restaurant; Ice Cream Shop,Groups; Wi-Fi; Wheelchair Accessible; Table Service; Alcohol; Seating; Reservations; Bike Parking; Delivery; Credit Cards; Restroom; Parking; Online Ordering; TV; High Chairs; Debit Cards; Dine-in; Takeout,West Vancouver,BC,V7V 1H8,Canada,,,,,,,,(604) 913-1112,,Japanese,$$,Smoked Salmon; Seafood; Sushi; Noodles,Google Analytics; Skip the Dishes; Codefusion; DoorDash; Uber Eats
77269,1605 S ParB3J 0,c30cbb5115994d60,TSUJIRI,1605 S Park St,Restaurant,Restroom; Wi-Fi; Wheelchair Accessible; Online Ordering; Fresh Ingredients; Delivery; Credit Cards; Debit Cards; Dine-in; Takeout,Halifax,NS,B3J 0J1,Canada,,,,,,,,(902) 429-9922,,Japanese,$$,,Fantuan; Uber Eats
77270,1612 CenteY1A 3,c40f15e781f6aa3e,Green Garden Restaurant,1612 Centennial St,Restaurant,Restroom; Wheelchair Accessible; Alcohol; Seating; Credit Cards; Debit Cards; Dine-in; Delivery; Takeout,Whitehorse,YT,Y1A 3Z3,Canada,,,,,,,,(867) 633-6089,,Chinese,$$,,Google Analytics; Google Maps
77271,503 CollegM6G 1,ef7170289f88766f,LoPan,503 College St,Restaurant,Restroom; Groups; Table Service; Parking; Alcohol; Sommelier; Online Ordering; TV; Fresh Ingredients; Reservations; Bike Parking; Credit Cards; Debit Cards; Dine-in; Takeout,Toronto,ON,M6G 1A5,Canada,,,,,office@dailoto.com,,,(647) 341-8882,office@dailoto.com,Chinese,$$$,Tapas,Unoapp; Google Analytics; Shopify
77272,3650 DundaL7M 4,f01c2659a496f67c,China Taste,3650 Dundas St,Restaurant,Groups; Wheelchair Accessible; Parking; Online Ordering; TV; Delivery; Credit Cards; Debit Cards; Dine-in; Takeout,Burlington,ON,L7M 4B8,Canada,,,,,,,2004.0,(905) 331-1288,,Chinese,$$,Seafood; Chicken; Noodles,Skip the Dishes; Uber Eats; DoorDash
77273,320 10 AveT0M 0,eea8e9f4cfb76c87,Hoa Mai Restaurant,320 10 Ave S,Restaurant,Restroom; Groups; Wheelchair Accessible; Online Ordering; Seating; Reservations; Credit Cards; High Chairs; Dine-in; Delivery; Takeout,Carstairs,AB,T0M 0N0,Canada,,,,,,,,(403) 337-3223,,Vietnamese; Chinese,,,Wix Restaurants
77274,2532 KingsV5R 5,f0f1f4d23598ea8f,Yue Ting Seafood Restaurant,2532 Kingsway,Restaurant,Restroom; Groups; Online Ordering; TV; Seating; Reservations; Delivery; Credit Cards; High Chairs; Dine-in; Takeout,Vancouver,BC,V5R 5H2,Canada,,,,,,,,(604) 431-0998,,Korean; Chinese,,Seafood,Fantuan; Restaurant; DI develop; Uber Eats; DoorDash
77275,324 VictorV2C 2,fd1efe5373c5c47b,Sushi Royal Tokyo,324 Victoria St,Hotel/Resort; Restaurant,Groups; Wi-Fi; Wheelchair Accessible; Table Service; Alcohol; Seating; Reservations; Delivery; Credit Cards; Buffet; Restroom; Online Ordering; Catering; High Chairs; Debit Cards; Dine-in; Outdoor Seating; Takeout,Kamloops,BC,V2C 2A5,Canada,,,,,,,,(250) 214-8675,,Japanese,$$,Smoked Salmon; Seafood; Sushi; Chicken; Noodles,Skip the Dishes; Google Maps; DoorDash
77276,5411 KingsV5H 2,fd418119ebb5fbf2,Jin Jiang Shanghai Restaurant,5411 Kingsway,Hotel/Resort; Restaurant,Groups; Wheelchair Accessible; Table Service; Alcohol; Seating; Reservations; Delivery; Credit Cards; Restroom; Parking; Online Ordering; TV; Fast Service; High Chairs; Debit Cards; Dine-in; Takeout,Burnaby,BC,V5H 2G1,Canada,,,,,,,,(604) 620-6755,,Chinese,$$,Soups; Seafood; Noodles,Fantuan; Uber Eats; DoorDash
77277,252 CarltoM5A 2,f57e189831efc50a,VEG BKK Thai Vegan,252 Carlton St,Restaurant,Delivery; Online Ordering; Takeout,Toronto,ON,M5A 2L1,Canada,,,,,,,,(416) 924-8989,,Chinese; Thai,,French Fries,Uber Eats
77278,3425 50 AvS9V 0,f9c24eadaed9edeb,Lucky Garden,3425 50 Ave,Restaurant,Restroom; Groups; Wheelchair Accessible; Seating; Reservations; Credit Cards; High Chairs; Debit Cards; Dine-in; Takeout,Lloydminster,SK,S9V 0N9,Canada,,,,,,,,(306) 825-0997,,Chinese,$$,,
77279,8 Conway ST4P 0,fbb5f88e634923d4,China House,8 Conway St,Restaurant,Groups; Delivery; Online Ordering; Takeout,Red Deer,AB,T4P 0N1,Canada,,,,,jin.chen999@gmail.com,,,(587) 273-2828,jin.chen999@gmail.com,Chinese,$,Soups; Fried Rice; Curry; Chicken; French Fries; Seafood; Chicken Wings; Noodles,Facebook Pixel; Oracle GloriaFood; Skip the Dishes; DoorDash; GlobalFood
