Check Map,Check B#,Check M#,Snowball Map,Group,brizo_id,Mapping,Name,First Seen,Street,City/Town,State/Province Code,Zip/Postal Code,Country,First Name,Last Name,Contact LinkedIn,Phone,Contact Count,Most Common Email,Cuisines (Regional),Price Range,Vitality Score,Reputation Score,Technology Vendors
-,-,-,49817,Group C,865099fa38144b59,2632 W 6th97058,Momiji Japanese & Chinese Restaurant,3/1/2020,2632 W 6th St,The Dalles,OR,97058,United States,,,,(541)769-1313,0,tdmomiji@gmail.com,Japanese; Chinese,$$,,,Google Analytics; Restaurant; BeyondMenu; Google Maps; Uber Eats; DoorDash
-,-,-,49818,Group C,8670cbde56488df7,1182 Court97501,King Wah,3/1/2020,1182 Court St,Medford,OR,97501,United States,Judy,Tse,,(541)772-1820,2,judytse90@yahoo.com,Chinese,$,,,YourAdChoices; Grubhub; inspectlet; The NAI; Google Maps; Seamless; Restaurant Guru; DoorDash; Uber Eats
-,-,-,49819,Group C,8672ae50b7ff0770,2995 Bethe27103,Arigato Japanese Steak & Seafood House,3/1/2020,2995 Bethesda Pl,Winston-Salem,NC,27103,United States,Tatsro,Maruki,,(336)765-7798,1,webmaster@arigatos.net,Japanese,$$,,,Google Analytics; Stripe; Google Maps
-,-,-,49820,Group C,8679627547ba5f29,3720 Mayfa27707,China Buffet,3/1/2020,3720 Mayfair St,Durham,NC,27707,United States,Evin,Lee,,(919)403-7878,1,,Chinese,$,,,Google Maps; Uber Eats
-,-,-,49821,Group C,868fea302f903970,1167 E Mar28150,Sumo Sushi & Hibachi,3/1/2020,1167 E Marion St,Shelby,NC,28150,United States,,,,(704)419-2117,0,sumosushile@yahoo.com,Japanese,$$,,,
-,-,-,49822,Group C,86a2103cc93dcc3a,310 N Sali28146,China Garden,3/1/2020,310 N Salisbury GQ Ave,Granite Quarry,NC,28146,United States,Toby,Helms,,(704)209-3888,1,,Chinese,$,,,BeyondMenu; Google Maps; DoorDash; Apple App Store
-,-,-,49823,Group C,86ad0094d07dd9d3,5905 NE Ha97213,Lucky House Restaurant & Lounge,3/1/2020,5905 NE Halsey St,Portland,OR,97213,United States,Bob,McDonald,,(503)288-8411,1,,Chinese,$$,,,Wix Restaurants; Grubhub; Seamless; Uber Eats; Postmates; Caviar; DoorDash
-,-,-,49824,Group C,86b75e76e3664f5d,730 Leonar28001,Little Tokyo,3/1/2020,730 Leonard Ave,Albemarle,NC,28001,United States,Hanh,T,,(704)985-2726,1,,Japanese,$$,,,Uber Eats
-,-,-,49825,Group C,86c1717004d1b510,308 West B27892,Chop Stick Buffet,3/1/2020,308 West Blvd,Williamston,NC,27892,United States,Cindy,Liu,,(252)799-4396,1,,Chinese,$,,,Google Analytics; WooCommerce; Menusifu; Google Maps; Uber Eats; MealKeyway
-,-,-,49826,Group C,86cd748abb2fa509,4200 Weste28546,Red's Crab Shack,1/17/2022,4200 Western Blvd,Jacksonville,NC,28546,United States,,,,(910)333-1317,0,red@redscrabshack.com,Cajun,$$,,,Wix Restaurants; Clover POS; Uber Eats; Postmates
-,-,-,49827,Group C,86d00e6c04c6826d,4655 SW Gr97005,Wok N Guys,3/1/2020,4655 SW Griffith Dr,Beaverton,OR,97005,United States,,,,(503)526-1123,0,,Korean; Chinese,$$,,,Grubhub; Seamless; Uber Eats; Postmates; Caviar; DoorDash
-,-,-,49828,Group C,86fc8c30acbbf468,285 Haywoo28806,Gan Shan West,3/1/2020,285 Haywood Rd,Asheville,NC,28806,United States,Patrick,O,,(828)417-7402,1,info@ganshanwest.com,Japanese,$$,,,Takeout Central; Google Maps; Culinary Agents; Bentobox; Uber Eats; Postmates
-,-,-,49829,Group C,870544dee5c9f06f,65 Bath St2908,HongKong Taste,2/12/2023,65 Bath St,Providence,RI,2908,United States,,,,(347)248-3170,0,,Chinese,$$,,,DoorDash
-,-,-,49830,Group C,870a13f7a432d483,19094 Will97068,Ying Bun Restaurant,3/1/2020,19094 Willamette Dr,West Linn,OR,97068,United States,Sam,Chan,,(503)635-4706,1,,Chinese,$,,,EatStreet; We Deliver Eats
-,-,-,49831,Group C,877a8fce55d7514e,6425 Wilki28012,"Akahana Asian Bistro, Bar, & Sushi",3/1/2020,6425 Wilkinson Blvd,Belmont,NC,28012,United States,Ian,K,,(704)829-8069,1,,Japanese,$$,,,
-,-,-,49832,Group C,877c658a337c3161,8355 SE Po97266,China Wind Restaurant,3/1/2020,8355 SE Powell Blvd,Portland,OR,97266,United States,,,,(503)200-5999,0,,Chinese,$$,,,
-,-,-,49833,Group C,87a1e2015a532c3b,11560 NC-528529,Great Wall Chinese Restaurant,3/1/2020,11560 NC-55,Grantsboro,NC,28529,United States,Peter,Liu,,(252)745-7738,1,,Chinese,$$,,,Google Analytics; Google Maps; Uber Eats
-,-,-,49834,Group C,87cf435ce3c11bdf,4230 Legio28348,China Star,3/1/2020,4230 Legion Rd,Hope Mills,NC,28348,United States,,,,(910)425-9998,0,,Chinese,$,,,DoorDash
-,-,-,49835,Group C,87d4eac5d3af02bd,11212 Prov28277,Prime Fish,3/19/2021,11212 Providence Rd W,Charlotte,NC,28277,United States,,,,(704)253-4173,0,primefishclt@gmail.com,Japanese,$$,,,Toast Marketplace; Google Analytics; Toast Online Ordering; Google Maps; Toast Gift Cards; DoorDash; Caviar
-,-,-,49836,Group C,87dc201fee914a01,744 NW Bon97703,Sora,3/1/2020,744 NW Bond St,Bend,OR,97703,United States,,,,(541)318-3838,0,,Japanese,$$,,,Google Analytics; WooCommerce; Grubhub; MealKeyway; Postmates; Seamless; Google Maps; Menusifu; DoorDash; Uber Eats; Caviar
-,-,-,49837,Group C,87eb45f937555314,706 Kirkwo58504,Ja Bomb,1/21/2023,706 Kirkwood Mall,Bismarck,ND,58504,United States,,,,(701)751-3889,0,,Japanese,$$,,,WooCommerce; Grubhub; Food Dudes Delivery; Postmates; Seamless; BeyondMenu; Google Maps; Uber Eats; DoorDash
-,-,-,49838,Group C,87fc3af6893c95f6,630 Lillin28390,Peking Wok,3/1/2020,630 Lillington Hwy,Spring Lake,NC,28390,United States,Chong,Lia,,(910)497-8884,1,,Chinese,$,,,ez order now; DoorDash; Uber Eats
-,-,-,49839,Group C,8809f48003089ec9,103 4th St97031,"Wicked Sushi, Burgers, Bowls",3/1/2020,103 4th St,Hood River,OR,97031,United States,,,,(541)436-2787,0,,Japanese,$$,,,Wix Restaurants; Culinary Agents
-,-,-,49840,Group C,88213d529f83945e,2824 W Sug28262,Super Wok I,3/1/2020,2824 W Sugar Creek Rd,Charlotte,NC,28262,United States,Tam,Truong,,(704)599-2042,1,,Chinese,$,,,
-,-,-,49841,Group C,882154aad5060e50,904 Molall97045,Golden Taste,12/13/2022,904 Molalla Ave,Oregon City,OR,97045,United States,,,,(503)655-0077,0,,Chinese,$$,,,Google Analytics; WooCommerce; Grubhub; Postmates; MealKeyway; EatStreet; Seamless; Google Maps; Menusifu; Uber Eats; DoorDash
-,-,-,49842,Group C,88247a97b61f1af7,1915 NW 9t97330,The Show Restaurant,3/1/2020,1915 NW 9th St,Corvallis,OR,97330,United States,,,,(541)207-3823,0,theshowfoods@gmail.com,Chinese,$$,,,Facebook Pixel; Wix Restaurants; Google Analytics; Square Gift Cards
-,-,-,49843,Group C,884a9f4f27e8a323,301 N Geor27530,China Taste,3/1/2020,301 N George St,Goldsboro,NC,27530,United States,,,,(919)736-8866,0,,Chinese,,,,
-,-,-,49844,Group C,886195e535c41dbd,207 W NC H27713,Shiki Sushi,3/1/2020,207 W NC Highway 54,Durham,NC,27713,United States,Tham,Nguyen,,(919)484-4108,2,shikitasu@gmail.com,Japanese,$$,,,Takeout Central; Google Analytics; Toast Online Ordering; Grubhub; Culinary Agents; Chownow; Toast Marketplace; SwipeIt.com; ezCater; Google Maps
-,-,-,49845,Group C,886a1b88f5ba4875,134 SW Bay97365,Cuisinako,6/16/2023,134 SW Bay Blvd,Newport,OR,97365,United States,,,,(541)359-1230,0,cuisinako@gmail.com,Japanese,$$,,,Wix Restaurants; TableAgent; Square
-,-,-,49846,Group C,887081f8f5957d91,9998 Monro28105,Sushi Star,3/1/2020,9998 Monroe Rd,Matthews,NC,28105,United States,,,,(980)262-3582,0,,Japanese,$,,,Facebook Pixel; Google Analytics; Google Maps; Menufy; Caviar; DoorDash; Uber Eats
-,-,-,49847,Group C,88b0f5e8cce8dd90,18925 SE M97267,Chang's Mongolian Grill,3/1/2020,18925 SE McLoughlin Blvd,Portland,OR,97267,United States,Tana,Trost,,(503)655-2323,4,,Mongolian,$$,,,Google Maps; DoorDash
-,-,-,49848,Group C,88c4f478ba37bbdf,3409 Hills27705,Japan Express,3/1/2020,3409 Hillsborough Rd,Durham,NC,27705,United States,Wan,Yeung,,(919)384-9897,1,,Japanese,$,,,Grubhub; Seamless; Uber Eats; Postmates; Caviar; DoorDash
-,-,-,49849,Group C,88ed1631874f837e,6 Equality2840,Newport Tokyo House,3/1/2020,6 Equality Park Pl,Newport,RI,2840,United States,Johnny,Wang,,(401)847-8888,1,,Japanese,$$,,,Google Analytics; WooCommerce; MealKeyway; Postmates; Google Maps; BeyondMenu; Menusifu; Uber Eats
-,-,-,49850,Group C,88f6c23662a0abcf,560 Killin2919,Red Ginger,3/1/2020,560 Killingly St,Johnston,RI,2919,United States,Kwan,Ng,,(401)861-7878,3,info@redgingerri.com,Chinese,$$,,,Grubhub; BeyondMenu; Google Maps; Uber Eats; DoorDash
-,-,-,49851,Group C,89277e758a563444,101 Black 28711,Que Sera Restaurant,3/1/2020,101 Black Mountain Ave,Black Mountain,NC,28711,United States,,,,(828)664-9472,0,queseratayloes@gmail.com,Caribbean; Cajun,$$,,,Wix Restaurants; Uber Eats
-,-,-,49852,Group C,89479aacccf84be7,701 W Main27701,Spring Rolls Durham,5/5/2022,701 W Main St,Durham,NC,27701,United States,,,,(919)251-8768,0,info@springrollsrestaurant.com,Japanese,$$,,,Wix Restaurants; Grubhub; Seamless; FoodBooking; Postmates; Uber Eats
-,-,-,49853,Group C,894bd9539181275e,6516 N Den97217,Sushi One,3/1/2020,6516 N Denver Ave,Portland,OR,97217,United States,,,,(503)954-1311,0,,Japanese,$$,,,Grubhub; Postmates; Squarespace; Google Maps; Seamless; Uber Eats; DoorDash; Caviar
-,-,-,49854,Group C,894c1a5f520ed4bf,2640 E Bar97504,Shoji's,3/1/2020,2640 E Barnett Rd,Medford,OR,97504,United States,John,Cartmill,,(541)779-6860,1,help@projecta.com,Japanese,$$,,,BigCommerce; Untappd; Google Analytics; WooCommerce; Shopify; Google Maps; MailChimp
-,-,-,49855,Group C,8958adb8ce2f8d5c,401 Center97301,Chinese Cafe,3/1/2020,401 Center St NE,Salem,OR,97301,United States,Kelly,Young,,(503)315-8669,1,,Chinese,,,,Google Analytics; Google Maps
-,-,-,49856,Group C,895902153e638eff,110 Market28117,Joel's Asian Grill,3/1/2020,110 Marketplace Ave,Mooresville,NC,28117,United States,Joel,Jose,,(704)660-1617,1,ldf220101@gmail.com,Japanese,$$,,,Grubhub; Culinary Agents; Postmates; MealKeyway; Chownow; Seamless; Google Maps; DoorDash; Uber Eats
-,-,-,49857,Group C,895d01a821ea8ba1,5504 Durha27707,Sister Liu's Kitchen,3/1/2020,5504 Durham Chapel Hill Blvd,Durham,NC,27707,United States,,,,(984)244-3973,0,sisterliuskitchen@gmail.com,Chinese,$$,,,Grubhub; Square Gift Cards; Square; Uber Eats; DoorDash
-,-,-,49858,Group C,897088ead72deae7,345 11th S58318,Shenanigans Bar,3/1/2020,345 11th St W,Bottineau,ND,58318,United States,,,,(701)228-2223,0,,Taiwanese,,,,
-,-,-,49859,Group C,8985ab45371b3f29,27100 Salm97347,Happy Dragon,8/18/2022,27100 Salmon River Hwy,Grand Ronde,OR,97347,United States,,,,(503)879-6189,0,,Chinese,,,,
-,-,-,49860,Group C,8994fc20d3ea2862,106 NW 2nd97330,Mix Asian Bistro,3/1/2020,106 NW 2nd St,Corvallis,OR,97330,United States,,,,(541)207-3549,0,mixcorvallis@gmail.com,Chinese,$$,,,Google Analytics; Grubhub; Postmates; Wix Restaurants; We Deliver Eats; EatStreet; Seamless; DoorDash; Caviar; Uber Eats
-,-,-,49861,Group C,89ec1e01c3141263,198 Main S97361,Sing Fay,3/1/2020,198 Main St W,Monmouth,OR,97361,United States,Andy,Chen,,(503)838-3723,1,singfay11@gmail.com,Chinese,$,,,EatStreet; We Deliver Eats; Google Maps
-,-,-,49862,Group C,89f067ede40cc5f7,14308 SW A97005,Ikenohana,3/1/2020,14308 SW Allen Blvd,Beaverton,OR,97005,United States,Takao,Nagayama,,(503)646-1267,1,,Japanese,$$,,,
-,-,-,49863,Group C,8a09608aee746bd5,3529 Dr Ma28562,East Cuisine Asian Restaurant,3/1/2020,3529 Dr Martin Luther King Jr Blvd,New Bern,NC,28562,United States,,,,(252)634-3444,0,eastcuisineasianrestaurant@gmail.com,Japanese,$$,,,Chownow; DoorDash
-,-,-,49864,Group C,8a288c5081f050ae,110 Willia2840,China Star III,3/1/2020,110 William St,Newport,RI,2840,United States,Keidi,Ghang,,(401)841-5556,1,,Szechuan; Chinese,$,,,Google Maps; DoorDash
-,-,-,49865,Group C,8a3707e2521e20cd,1410 Ashev28791,New China Garden,3/1/2020,1410 Asheville Hwy,Hendersonville,NC,28791,United States,,,,(828)692-8087,0,,Chinese,$,,,
-,-,-,49866,Group C,8a5247bce30f5d0b,10117 SE S97015,Soy,3/1/2020,10117 SE Sunnyside Rd,Clackamas,OR,97015,United States,Sunny,Yi,,(503)607-0688,1,,Japanese,$,,,DoorDash
-,-,-,49867,Group C,8a53ba6e49920f3c,1619 S JK 28472,Tokyo Japanese Restaurant,3/1/2020,1619 S JK Powell Blvd,Whiteville,NC,28472,United States,,,,(910)641-0774,0,,Japanese,$$,,,
-,-,-,49868,Group C,8a79cc543cee57c7,619 Friend27408,US Sushi,3/1/2020,619 Friendly Center Rd,Greensboro,NC,27408,United States,John,Park,,(336)854-7854,2,ussushi@gmail.com,Japanese,$$,,,TheFork; WooCommerce; Google Maps; Culinary Agents
-,-,-,49869,Group C,8a9130f4a8f38aa8,1915 NW 9t97330,The Show Chinese Restaurant,5/13/2021,1915 NW 9th St,Corvallis,OR,97330,United States,,,,(541)207-3823,0,,Chinese,$$,,,DoorDash
-,-,-,49870,Group C,8a94401ea64b5090,424 32nd A58801,Sakura Japanese Steakhouse,3/1/2020,424 32nd Ave W,Williston,ND,58801,United States,,,,(701)572-3888,0,,Japanese,$$,,,ez order now; Culinary Agents; DoorDash
-,-,-,49871,Group C,8a994d807310e7c5,368 Jackso28546,China Max,9/5/2022,368 Jacksonville Mall,Jacksonville,NC,28546,United States,,,,(347)420-5574,0,,Chinese,$$,,,Uber Eats
-,-,-,49872,Group C,8a9b9286567613d5,366 Walmar28779,Kobe In Sylva,3/13/2022,366 Walmart Plz,Sylva,NC,28779,United States,,,,(828)586-0999,0,,Japanese,$,,,
-,-,-,49873,Group C,8ac0db509e3fc740,2030 SE Ha97214,The One Chinese BBQ Restaurant,9/7/2023,2030 SE Hawthorne Blvd,Portland,OR,97214,United States,,,,(503)327-8739,0,,Chinese,,,,Uber Eats; Postmates
-,-,-,49874,Group C,8ad0eb262492b0b0,4434 NE Sa97213,Dara Thai & Teriyaki,5/10/2023,4434 NE Sandy Blvd,Portland,OR,97213,United States,,,,(503)281-1136,0,,Japanese; Thai,$$,,,Facebook Pixel; Google Analytics; Grubhub; Square Gift Cards; Square; Apple Pay; Google Maps; Menufy; Uber Eats; DoorDash
-,-,-,49875,Group C,8b1e2f3794f803a2,3611 Sprin27616,Crazy Fire Mongolian Grill,3/1/2020,3611 Spring Forest Rd,Raleigh,NC,27616,United States,Chan,Ho,,(919)872-3575,1,,Japanese,$$,,,Uber Eats
-,-,-,49876,Group C,8b212a1f9e17343e,461 Wester28546,Sake Asian Fusion,3/1/2020,461 Western Blvd,Jacksonville,NC,28546,United States,Henry,W,,(910)938-9666,1,,Japanese,$$,,,Google Maps
-,-,-,49877,Group C,8b22464a2b6a89c0,N Hill Rd27379,Great Wall,3/1/2020,N Hill Rd,Yanceyville,NC,27379,United States,,,,(336)694-1061,0,,Chinese,,,,
-,-,-,49878,Group C,8b3d2a7aed771d4d,733 Kingst2879,Dragon Palace of Wakefield,3/1/2020,733 Kingstown Rd,Wakefield,RI,2879,United States,Deborah,Mansbach,,(401)789-2308,1,,Chinese,$$,,,Google Maps; Culinary Agents
-,-,-,49879,Group C,8b4a042ae5ec8ea2,1223 Burke28655,Tokyo diner,3/1/2020,1223 Burkemont Ave,Morganton,NC,28655,United States,Hiep,Bo,,(828)438-8358,1,,Japanese,$,,,Uber Eats
-,-,-,49880,Group C,8b881d4e4be67a0e,309 State 27408,Mizumi Hibachi and Sushi,3/1/2020,309 State St,Greensboro,NC,27408,United States,Jim,Lin,,(336)230-2266,1,,Japanese,$$,,,Grubhub; Culinary Agents; Postmates; Seamless; BeyondMenu; Google Maps; Menufy; Uber Eats; Caviar; DoorDash
-,-,-,49881,Group C,8b99778a74a82a60,1776 Crans2920,Hong Kong Buffet,3/1/2020,1776 Cranston St,Cranston,RI,2920,United States,Wai,Chan,,(401)942-8888,1,,Chinese,$$,,,ezCater; DoorDash
-,-,-,49882,Group C,8ba1e828bd587907,3921 US-7428174,Tokyo Bistro,3/1/2020,3921 US-74,Wingate,NC,28174,United States,,,,(704)233-0378,0,,Japanese,$,,,
-,-,-,49883,Group C,8ba98ecdd9aeb102,9009 SW Ha97223,Sushi Hana,3/1/2020,9009 SW Hall Blvd,Tigard,OR,97223,United States,Justin,Lim,,(503)598-8083,1,,Japanese,$,,,Google Maps; DoorDash; Uber Eats
-,-,-,49884,Group C,8bc898668aa68f2b,148 N Main27239,Tokyo,3/1/2020,148 N Main St,Denton,NC,27239,United States,,,,(336)859-8150,0,,Japanese,$,,,BeyondMenu; Google Maps; Uber Eats
-,-,-,49885,Group C,8be65d0bc26de48d,222 E Blan28203,Futo Buta,3/1/2020,222 E Bland St,Charlotte,NC,28203,United States,Michael,Shortino,,(704)376-8400,1,michael@futobuta.com,Japanese,$$,,,Toast Marketplace; Toast Online Ordering; Toast Gift Cards; Culinary Agents; Squarespace
-,-,-,49886,Group C,8be7bd391f21918f,3620 US-1097439,Chens Family Dish,3/1/2020,3620 US-101,Florence,OR,97439,United States,Michael,Chen,,(541)902-2020,2,,Chinese,$$,,,Google Maps
-,-,-,49887,Group C,8beb935154af6f0e,12544 SE D97236,Ok Noodle,7/30/2023,12544 SE Division St,Portland,OR,97236,United States,,,,(503)206-5089,0,,Japanese,$$,,,Google Analytics; WooCommerce; Grubhub; Yelp Waitlist; MealKeyway; Yelp Reservation; Seamless; Google Maps; Menusifu; DoorDash
-,-,-,49888,Group C,8bf403dccfbe1e21,120 Morris27560,Bali Hai,1/17/2022,120 Morrisville Square Way,Morrisville,NC,27560,United States,,,,(919)234-6162,0,,Mongolian,,,,Wix Restaurants
-,-,-,49889,Group C,8c2c9414df3a0eb1,412 Dougla2908,Yoo Sushi,3/1/2020,412 Douglas Ave,Providence,RI,2908,United States,,,,(401)331-8088,0,,Japanese,$$,,,Grubhub; MenuPages; Postmates; EatStreet; Seamless; Google Maps; BeyondMenu; Uber Eats; Caviar; DoorDash
-,-,-,49890,Group C,8c2da702eb40c1a8,2469 US Hi27530,Chen's Kitchen,3/1/2020,2469 US Highway 117 S,Goldsboro,NC,27530,United States,Qiu,Chen,,(919)581-9722,1,,Chinese,$,,,Uber Eats
-,-,-,49891,Group C,8c2f6bd7c55ace2b,2200 Thrif28208,Sun's Kitchen,3/1/2020,2200 Thrift Rd,Charlotte,NC,28208,United States,,,,(704)218-9691,0,,Chinese,$$,,,Wix Restaurants; Toast Marketplace; Toast Online Ordering; Caviar; Postmates; Uber Eats; DoorDash
-,-,-,49892,Group C,8c43a892f2ec6d39,West St28337,Golden Run,3/1/2020,West St,Elizabethtown,NC,28337,United States,,,,(910)862-6030,0,info@goldenrunnc.com,Mandarin,$$,,,Google Analytics; Apple Pay; Google Maps; MailChimp; Opencart; Chinese Menu Online; Squarespace
-,-,-,49893,Group C,8c4a5f7da36932d0,710 W Vern28501,H.O.W. II,3/1/2020,710 W Vernon Ave,Kinston,NC,28501,United States,,,,(252)686-8882,0,tylerhollishow2@gmail.com,Chinese,$$,,,Uber Eats
-,-,-,49894,Group C,8c539d1a28f276c2,1820 Miner2904,Best Eastern Chinese Restaurant,3/1/2020,1820 Mineral Spring Ave,North Providence,RI,2904,United States,Yow,Chen,,(401)354-6088,1,,Japanese; Chinese,$$,,,DoorDash; Caviar
-,-,-,49895,Group C,8c604b4eff75ad68,1125 SE Gr97214,Ginger Bowls (Healthy Asian Bowls),3/31/2021,1125 SE Grand Ave,Portland,OR,97214,United States,,,,(323)736-5531,0,,Chinese,$$,,,DoorDash
-,-,-,49896,Group C,8c9c39e16b628c9e,4434 NE Sa97213,Teriyaki Town,3/1/2020,4434 NE Sandy Blvd,Portland,OR,97213,United States,Jane,Kong,,(503)281-1136,1,,Japanese,$,,,Grubhub; Uber Eats
-,-,-,49897,Group C,8cbe061fad387951,7028 Marke28411,Hibachi To Go,4/23/2021,7028 Market St,Wilmington,NC,28411,United States,,,,(910)791-7800,0,,Japanese,$,,,Chownow; Takeout Central; DoorDash
-,-,-,49898,Group C,8cd692ee12c0c76a,212 N Polk28134,Curry Carnival Court,11/20/2023,212 N Polk St,Pineville,NC,28134,United States,,,,(914)217-1965,0,,Indian; Chinese,,,,Uber Eats
-,-,-,49899,Group C,8ce0e28f42a5d51a,5910 Dural27612,Waraji Japanese Restaurant,3/1/2020,5910 Duraleigh Rd,Raleigh,NC,27612,United States,Masatoshi,Tsujimura,,(919)783-1883,3,waraji5910@gmail.com,Japanese,$$,,,Clover POS; Culinary Agents; OpenTable
-,-,-,49900,Group C,8cf7cfadf2807dda,9211 N Try28262,Binki Cafe,3/1/2020,9211 N Tryon St,Charlotte,NC,28262,United States,,,,(980)859-2002,0,,Filipino; Japanese,$,,,Menufy
-,-,-,49901,Group C,8d0a21c5213dfcf9,1856 NC Hi28607,Phan's Japanese Express,3/1/2020,1856 NC Highway 105 Byp,Boone,NC,28607,United States,,,,(828)719-6079,0,,Japanese,$,,,
-,-,-,49902,Group C,8d43202a01c66b5d,16937 SW 697035,Sushi Hana,3/1/2020,16937 SW 65th Ave,Lake Oswego,OR,97035,United States,,,,(503)639-7625,0,jsquaredkim@gmail.com,Japanese,$$,,,Facebook Pixel; Google Analytics; Bing Maps; Grubhub; Postmates; We Deliver Eats; EatStreet; Seamless; Google Maps; DoorDash; Uber Eats; Caviar
-,-,-,49903,Group C,8d8eee11a6d31f4f,2200 Beatt28216,A & C Chinese Fast Food,3/1/2020,2200 Beatties Ford Rd,Charlotte,NC,28216,United States,Kathy,Kao,,(704)398-2009,1,,Chinese,$,,,
-,-,-,49904,Group C,8da2a33235a7d861,100 Maynar27513,Goji Bistro,3/1/2020,100 Maynard Crossing Ct,Cary,NC,27513,United States,,,,(919)466-8888,0,gojibistro@gmail.com,Japanese,$$,,,Takeout Central; Toast Marketplace; Toast Online Ordering; OpenStreetMap; ezCater; Google Maps; MailChimp
-,-,-,49905,Group C,8dc020c8698ff4bc,2124 Blowi28607,Makoto's Japanese Steak House & Sushi Bar,3/1/2020,2124 Blowing Rock Rd,Boone,NC,28607,United States,Gwen,D,https://www.linkedin.com/in/gwen-dhing-b767674,(828)264-7976,1,gwen@makotos-boone.com,Japanese,$$,,,Google Maps; Bentobox; Uber Eats
-,-,-,49906,Group C,8dca307308cb9764,224 W Broa28677,Peking Chinese Kitchen,3/1/2020,224 W Broad St,Statesville,NC,28677,United States,Ken,We,,(704)881-0881,1,,Chinese,$,,,Google Maps; DoorDash
-,-,-,49907,Group C,8decd3b677c53ed6,500 Main A97141,Lin's Restaurant,3/1/2020,500 Main Ave N,Tillamook,OR,97141,United States,Jian,Tan,,(503)842-1588,1,,Chinese,$$,,,
-,-,-,49908,Group C,8e1521306651b543,20465 Char28031,Noboru Japanese Steakhouse & Sushi Bar,6/16/2023,20465 Chartwell Center Dr,Cornelius,NC,28031,United States,,,,(704)897-7978,0,,Japanese,,,,
-,-,-,49909,Group C,8e2b4243dd8bb573,3000 Gatew97477,Rice Village,7/8/2020,3000 Gateway St,Springfield,OR,97477,United States,,,,(541)744-7058,0,,Chinese,,,,
-,-,-,49910,Group C,8e5f22e0a206ab74,304 E Wash28551,Jin Jin Chinese Restaurant,3/1/2020,304 E Washington St,La Grange,NC,28551,United States,Jerry,Bonj,,(252)566-8828,1,,Chinese,$,,,
-,-,-,49911,Group C,8e71966e19c84a2e,2414 Stant27834,Hibachi Xpress,3/1/2020,2414 Stantonsburg Rd,Greenville,NC,27834,United States,Richard,Lin,,(252)752-7558,1,,Japanese,$,,,
-,-,-,49912,Group C,8e8d87c0eef7f2d4,3418 S New28056,Jia Asian Fusion & Sushi Bar,3/1/2020,3418 S New Hope Rd,Gastonia,NC,28056,United States,,,,(704)879-9344,0,,Japanese,$$,,,Chownow; OpenStreetMap; Google Maps
-,-,-,49913,Group C,8eb811a24cfc599b,335 W Plaz28117,Shiki Japanese Restaurant,3/1/2020,335 W Plaza Dr,Mooresville,NC,28117,United States,Nick,Tran,,(704)799-2122,1,,Japanese; Vietnamese,$,,,Chownow; Grubhub; Seamless; Uber Eats; Postmates; DoorDash
-,-,-,49914,Group C,8ece4528e7048773,278 NC-2428557,Chopstix,3/1/2020,278 NC-24,Morehead City,NC,28557,United States,,,,(252)648-8133,0,,Japanese; Chinese; Thai,$$,,,Grubhub; Seamless; Google Maps; Uber Eats; Postmates; Caviar; DoorDash
-,-,-,49915,Group C,8ed4dbe331c224f1,222 Glenwo27603,Sushi O,3/1/2020,222 Glenwood Ave,Raleigh,NC,27603,United States,John,Tang,,(919)838-8868,1,info@sushioraleighnc.com,Japanese; Chinese; Thai,$$,,,Skytab; Google Analytics; OpenTable; Postmates; Google Maps; Zomato; Uber Eats; Groupon
-,-,-,49916,Group C,8ed8be4343845248,425 W Foun2903,Y Noodle & Bar,3/1/2020,425 W Fountain St,Providence,RI,2903,United States,,,,(401)661-9666,0,ynoodleandbar@gmail.com,Chinese,$$,,,Wix Restaurants; Grubhub; Seamless; Uber Eats; Postmates; Caviar; DoorDash
-,-,-,49917,Group C,8ee25829e5f0f075,3434 Coope27828,China 1,3/1/2020,3434 Cooperative Way,Farmville,NC,27828,United States,,,,(252)753-6888,0,,Chinese,$$,,,
-,-,-,49918,Group C,8ef979534db44d22,150 S Equi27577,Live Crawfish & Seafood,3/1/2020,150 S Equity Dr,Smithfield,NC,27577,United States,,,,(919)938-8028,0,,Creole; Cajun,,,,Google Analytics; Google Maps
-,-,-,49919,Group C,8f019a75cb018ac9,18422 SE M97267,Oh Teriyaki,3/1/2020,18422 SE McLoughlin Blvd,Portland,OR,97267,United States,Cathy,O,,(503)305-7473,1,jjoh21@gmail.com,Korean; Japanese,$,,,Weebly; Grubhub; Square; Postmates; Square Gift Cards; Seamless; Google Maps; Caviar; DoorDash; Uber Eats
-,-,-,49920,Group C,8f233336cc317aec,1099 Chamb97402,Wonder Wok,10/30/2020,1099 Chambers St,Eugene,OR,97402,United States,,,,(541)505-8469,0,,Chinese,$$,,,Google Analytics; WooCommerce; Grubhub; MealKeyway; We Deliver Eats; Seamless; Menusifu; Google Maps; DoorDash; Uber Eats
-,-,-,49921,Group C,8f29a15d42fffe8f,2945 Hope 28306,Kobi's Sushi,3/1/2020,2945 Hope Mills Rd,Fayetteville,NC,28306,United States,,,,(910)429-9015,0,,Japanese,,,,
-,-,-,49922,Group C,8f428c1ca278a4f6,485 Branch2904,Golden House,3/26/2022,485 Branch Ave,Providence,RI,2904,United States,,,,(401)450-0009,0,,Chinese,,,,WooCommerce; Google Maps
