Restaurant ID,Account Name,Account: Business Phone,Mobile - Primary,Billing Street,Billing Zip/Postal Code,Billing State/Province (text only)
R86112,Liu's Garden R86112,(732) 335-0003,(646) 508-8233,78 BETHANY RD,7730,NJ
R86102,Miyako Japanese R86102,(516) 470-9547,(917) 415-1769,550 S Broadway,11801,NY
R86106,Zheng's Garden R86106,(516) 594-8088,(917) 660-2533,2780 Long Beach Rd,11572,NY
R86226,En Lai R86226,(914) 476-0647,(917) 828-3613,85 Tibbetts Road,10705,NY
R86103,LOTUS DYNASTY R86103,(631) 981-3660,(516) 388-1888,338 Union Avenue,11741,NY
R86123,CHINA MOON R86123,(860) 886-6663,(860) 237-2156,500 NORWICH AVE,6380,CT
R86116,China Cafe R86116,(315) 682-1999,(315) 350-6615,240 W SENECA ST,13104,NY
R86132,Sakura Sushi & Habachi Bellmawr R86132,(856) 998-1688,(646) 705-6063,239 W Browning Rd,8031,NY
R86111,Ymmy Yummy R86111,(718) 848-0808,(917) 783-3885,135-132 Cross Bay Boulevard,11417,NY
R86128,Mandarin House R86128,(718) 338-9700,(646) 269-8933,2348 Flatbush Avenue,11234,NY
R86113,China Gate R86113,(626) 856-1628,(626) 297-1179,4000 LA RICA AVE C,91706,CA
R86778,Chopstix Express R86778,(610) 882-5801,(917) 361-9286,"2910 Easton Ave,",18017,PA
R86127,Kanji Sushi Hibachi R86127,(718) 366-7888,(646) 797-6456,6419 Myrtle Ave,11385,NY
R86119,NEW GOLDEN CITY R86119,(201) 941-8855,(917) 488-7051,698 ANDERSON AVE,7010,NJ
R86122,NO. 1 HOUSE R86122,(215) 722-2310,(215) 688-3402,7530 CASTOR AVE,19152,PA
R86135,Golden Dragon Palace R86135,(905) 356-8668,(905) 358-1389,7000 McLeod Road,L2G 7K3,ON
R86126,Spring Garden R86126,(973) 773-0756,(862) 666-0225,787 Van Houten Ave,7013,NJ
R86171,Dragon King Restaurant R86171,(818) 887-7682,(319) 243-0578,21415 Vanowen Street,91303,CA
R86133,China Hall R86133,(757) 479-1368,(347) 725-8888,1920 Centerville Turnpike,23464,VA
R86137,HONG KONG EXPRESS R86137,(301) 766-9278,(301) 302-6273,1423 DUAL HWY #16A,21740,MD
R86166,sushi tokyo R86166,"51,859,901,415,185,900,000",(917) 622-3083,265 Osborne Rd,12211,AL
R86225,CHINA TOWN R86225,(561) 737-2121,(917) 588-8108,534 E. Woolbright Rd.,33435,FL
R86151,Jade Spoon Asian Cuisine R86151,(914) 723-2088,(917) 420-4717,1473 Weaver Street,10583,NY
R86138,China Dragon R86138,(318) 868-8882,(318) 349-0222,4420 YOUREE DR,71105,LA
R86157,lee's kitchen R86157,"90,873,550,109,087,300,000",(646) 642-3114,42 Old Highway No. 22,8809,NJ
R86156,Chinese Delite R86156,(732) 257-2010,(917) 239-8927,59 MAIN ST,8872,NJ
R86215,Asia Cafe R86215,(207) 384-2800,(347) 849-2626,233 Main Street,3908,ME
R86139,CHINA MOON R86139,(757) 934-1800,(917) 833-4382,938 N MAIN ST,23434,VA
R86155,Panda Garden R86155,(330) 821-8499,(330) 596-9036,526 S UNION AVE,44601,OH
R86379,GREAT SHANGHAI R86379,(215) 736-8890,(917) 822-7887,229 Plaza Boulevard,19067,PA
R86202,WONG'S RESTAURANT R86202,(954) 755-5575,(954) 918-0598,10300 W SAMPLE RD,33065,FL
R86161,BEI JING R86161,(317) 895-9355,(317) 626-1271,8144 E 21st St,46219,IN
R86758,NO.1 CHINESE RESTAURANT R86758,(845) 486-9913,(845) 705-9729,44 PLAZA #12,12603,NY
R86315,Ichiban Japanese Cuisine R86315,(615) 645-5607,(917) 376-8933,5515 Charlotte Pike,37209,TN
R86152,Super Wok R86152,(757) 399-8801,(347) 536-0841,3210 High Street,23707,VA
R86183,FU SING R86183,(419) 547-8666,(917) 517-6780,504 North Main St,43410,OH
R86158,Peking R86158,(518) 843-8888,(518) 698-1091,169 Market Street,12010,NY
R86216,HONG KONG R86216,(845) 657-6711,(304) 777-6750,4123 Rt 28,12412,NY
R86167,MING HOUSE YL R86167,(334) 501-8888,(334) 332-6158,2021 S COLLEGE ST SUITE C,36832,AL
R86162,TSAO'S CUISINE R86162,(937) 429-5899,(646) 321-2345,3989 COLONEL GLENN HWY,45324,OH
R86179,Montclair Chinese Cuisine R86179,(703) 878-9444,(703) 887-6722,4389 Kevin Walker Dr,22025,VA
R86173,Temple Star R86173,(215) 236-8990,(215) 989-3420,1412 West Diamond street,19121,PA
R86168,New China Cafe R86168,(361) 814-6888,(361) 658-5161,4110 S Port Ave,78415,TX
R86163,CHINA CHINA PALACE R86163,(905) 238-3663,(647) 854-5385,1897 Rathburn Road West #9,L5C 4E4,ON
R86165,Man Hing R86165,(410) 687-2010,(917) 566-3665,204 Eastern Boulevard,21221,MD
R86531,Hunan Chinese Restaurant R86531,(225) 291-6868,(909) 506-9186,"4215 S Sherwood Forest Blvd, Ste 6",70816,LA
R86172,Great Wall R86172,(904) 262-9107,(718) 312-9610,12200 San Jose Blvd,32223,FL
R86518,Wing Wah Chinese Restaurant R86518,(215) 946-6667,16465754563,4526 New Falls Road,19056,PA
R86169,NO. 1 R86169,(718) 604-8300,(646) 575-6220,661 NOSTRAND AVE,11216,NY
R86177,Super China R86177,(757) 591-8111,(646) 673-3998,11710 JEFFERSON AVE # E,23606,VA
R86399,TAICHI BUBBLETEA R86399,(917) 783-2777,(917) 783-2777,2485 Eastchester Road,10469,NY
R86175,NEW CHINA HOUSE R86175,-,(443) 653-4377,2051 East Joppa Road,21234,MD
R86176,China King R86176,(302) 730-1510,(917) 292-8371,760 Walker Rd,19904,DE
R86185,New China 1 R86185,(727) 849-1149,(347) 721-5717,5049 US HIGHWAY 19,34652,FL
R86326,CHINA LANE RESTAURANT R86326,(954) 961-5454，9549611025,(954) 242-5683,4508 HOLLYWOOD BLVD,33021,FL
R86327,New Asia Buffet R86327,(337) 460-2004,(646) 413-8059,904 N Pine St,70634,LA
R86336,NEW GREAT WALL R86336,(608) 269-6868,(605) 359-2620,516 West Wisconsin Street,54656,WI
R86331,chopstick R86331,"85,099,488,288,509,900,000",(347) 557-4234,5646 Woodbine Road,32571,FL
R86363,Imperial Pho R86363,(366) 377-6380,(832) 503-0453,6037 North Fry Road,77449,TX
R86351,Happy Panda R86351,(770) 426-9188,(478) 335-6628,4430 Wade Green Road,30144,GA
R86333,Firey Crab 2421 R86333,(318) 321-1718,(405) 430-8786,2421 South Macarthur Drive,71301,LA
R86356,King Yen R86356,(413) 786-6288,(347) 751-8289,340 Springfield Street,1001,MA
R86388,Main St. Crispy Burger R86388,(646) 663-1588,(917) 755-9423,3617 Main St CU8,11354,NY
R86335,China East R86335,(757) 471-2828,(757) 285-4628,3545 BUCKNER BLVD,23453,VA
R86339,Eastern R86339,(718) 479-8004,(347) 425-4407,20809 Jamaica Ave,11428,NY
R86707,CHINA １ R86707,(912) 756-7887,(917) 282-9409,4110 US-17,31324,GA
R86338,China City R86338,(517) 789-8899,(917) 868-1527,1690 Spring Arbor Road,49203,MI
R87068,Mt Fuji Sushi & Hibachi R87068,(970) 673-8800,(307) 797-5289,2077 Greeley Mall,80631,CO
R86375,WOK IN RESTAURANT R86375,(506) 214-3888,(506) 898-1658,391 Lancaster Avenue,E2M 2L3,NB
R86362,Peking R86362,(717) 266-5536,(917) 502-1929,4165 N George Street Extension,17345,PA
R86187,China Village R86187,(209) 465-2323,(209) 715-7602,935 North Yosemite Street,95203,CA
R86212,Fire Wok R86212,-,(309) 235-2108,221 N Main St,61462,IL
R86199,Blue Sky R86199,(570) 462-9898,(917) 242-7755,18 S MAIN ST,17976,PA
R86189,Dragon 88 R86189,(917) 388-2317,(917) 361-0786,1680 First Ave,10128,NY
R86182,China King R86182,(419) 878-9088,(917) 724-3512,1083 Pray Blvd D,43566,OH
R86186,NEW DRAGON PALACE R86186,(336) 993-6888,(336) 775-6699,821A S MAIN ST,27284,NC
R86188,Ming River R86188,(401) 461-6686,(401) 659-7283,680 Elmwood Avenue,2907,RI
R86321,Hunan Express R86321,(330) 792-0188,(646) 510-0768,1810 Mahoning Avenue,44509,OH
R86192,Golden Bowl R86192,(843) 216-8866,(646) 359-1186,2700 North Highway 17 #190L,29466,SC
R86986,New Hong Kong Kitchen R86986,(401) 942-0888,(401) 489-4389,287 Plainfield St,2909,RI
R86195,DANNY'S WOK R86195,(215) 471-9020,(267) 432-6020,5750 BALTIMORE AVE,19143,PA
R86197,Osaka Express R86197,(706) 376-8323,(803) 546-2764,960 E Franklin St,30643,GA
R86726,China Express R86726,(281) 741-0642,(626) 689-8897,12280 Westheimer Road,77077,TX
R86207,CHENGTU CHINESE FOOD R86207,(314) 463-5885,(315) 416-0886,6430 Kirkville Road,13057,NY
R86265,HAPPY DRAGON R86265,(317) 838-0615,(317) 966-6055,134 Perry Rd,46168,IN
R86206,Jacky Chan R86206,(301) 630-0001,(347) 694-0602,3225 Brinkley Road,20748,MD
R86522,Jiu Thai Asian Cafe R86522,-,(419) 788-0492,787 Bethel Rd,43214,OH
R86201,New China Super Buffet R86201,(270) 830-9438,(917) 691-7261,2606 Zion Road J-2,42420,KY
R86205,Golden Kitchen R86205,(516) 872-9013,(917) 348-9396,425 Hendrickson Avenue,11580,NY
R86203,King Dragon R86203,(972) 606-0708,(972) 552-0792,5145 Lake Ridge Parkway Ste.103,75052,TX
R86866,NEW BLUE SKY R86866,(973) 340-3999,(973) 615-3832,100 JEWELL ST,7026,NJ
R86218,New China R86218,(817) 581-9966,(914) 439-0415,8420 Denton Highway,76148,TX
R86209,Hunan Empress R86209,(314) 878-8828,(636) 266-9918,164 Four Seasons Shopping Center,63017,MO
R86208,HAPPY WOK II R86208,(610) 328-3663,(646) 595-7520,182 SAXER AVE,19064,PA
R86217,D&D FireArt R86217,(714) 777-6839,(626) 548-1025,"20501 Yorba Linda Blvd, SPC D3",92886,CA
R86211,Shun Xing II R86211,(252) 333-1817,(646) 226-2639,1313 North Road Street,27909,NC
R86676,NO 1 KITCHEN R86676,(315) 682-6868,(315) 682-9626,119 W SENECA ST #7,13104,NY
R86808,Asian Fun R86808,(732) 970-6110,(917) 208-8332,745 New Jersey 34,7747,NJ
R86213,China1 R86213,(831) 296-7361,(917) 379-2216,5066 North U.S. Highway 41,33572,FL
R86258,ms.林 annie R86258,(610) 983-3800,(646) 577-3451,278 Schuylkill Road,19460,PA
R86267,Great Wok R86267,(407) 201-3339,(929) 341-8924,2605 Simpson Rd,34744,FL
R86235,Nice Chinese Restaurant R86235,(860) 585-5152,(646) 262-6965,298 Middle St,6010,CT
R86222,PAGODA CHINESE RESTAURANT R86222,(843) 875-4400,(917) 526-1898,1704 OLD TROLLEY RD,29485,SC
R86223,CHINA HOUSE R86223,(850) 973-2532,(917) 864-1049,721 W BASE ST,32340,FL
R86227,New Fon Garden R86227,(732) 388-1122,(732) 632-7888,1540 Irving Street,7065,NJ
R86295,China Star R86295,(440) 934-1720,(917) 863-1333,5194 Detroit RD,44035,OH
R86232,Panda Restaurant R86232,(270) 906-2888,(917) 856-8812,315 W 5TH ST #400,42025,KY
R86233,China Chef R86233,(302) 436-3666,(302) 212-7207,36666 W BLUEWATER RUN,19975,DE
R86269,China Chef R86269,(215) 396-3868,(646) 436-2901,1069 2ND ST PIKE,18954,PA
R86239,FU KING R86239,(386) 752-6044,(256) 577-6940,649 SW MAIN BLVD,32025,FL
R86236,Charley's Seafood R86236,(337) 234-7054,(337) 254-6434,1204 Moss St,70501,LA
R86237,China Moon R86237,(484) 661-5758,(917) 868-7097,7751 GLENLIVET DR W,18051,PA
R86296,New China Sea R86296,(516) 766-1959,(516) 849-7588,536 Lakeview Avenue,11570,NY
R86273,Tokyo Chick R86273,(646) 460-8005,(217) 590-5014,231 East Colorado Boulevard,91101,CA
R86253,Conyers China Star R86253,(770) 761-2999,(917) 365-0615,2870 GA-212,30094,GA
R86252,Lin garden R86252,(717) 838-1653,(917) 399-6871,106 Northside Common Palmyra,17078,PA
R86256,JPCHINESE R86256,(732) 583-2888,(917) 607-2351,25 Morristown Road,7747,NJ
R86238,Henry's Chinese Cafe R86238,(970) 926-3050,(970) 306-2410,175 Main St C101,81632,CO
R86262,CHINA MOON R86262,(610) 522-5622,(267) 518-7319,521 MACDADE BLVD,19023,PA
R87121,Station Master R87121,(678) 765-8025,(770) 568-8561,125 Celebration Dr,30024,GA
R86277,Amerasia R86277,(419) 662-8566,(646) 812-2013,311 SUPERIOR ST,43460,OH
R86255,DRAGON KING 1078 R86255,7188380555，(718) 856-3888,(917) 306-2993,1078 NOSTRAND AVE,11225,NY
R86257,ORIENTAL PALACE R86257,(914) 739-8333,(917) 969-5577,"1099 Hampton Oaks,Shopping Center North Division Street",10566,NY
R86622,NEW CHINA R86622,(205) 338-2361,(205) 362-1601,1025 MARTIN ST S,35128,AL
R86323,No.1 R86323,(718) 333-2166,(347) 592-7148,8506 21st Ave,11214,NY
R86769,Lucky Chow R86769,(901) 763-8788,(901) 378-3888,4412 Elvis Presley Blvd,38116,TN
R86271,Dynasty Restaurant - Newnan R86271,(770) 251-5418,(678) 588-6385,34 Bullsboro Dr,30263,GA
R86282,Best wok R86282,"50,439,438,895,043,900,000",(917) 817-3003,601 Behrman Highway,70056,LA
R86266,GREAT WALL II R86266,-,(917) 519-0059,6690 Black Horse Pike,8234,NJ
R86385,Garden Dynasty R86385,(845) 381-5658,(917) 288-8515,81 Wickham Ave,10940,NY
R86268,Lin's Wok R86268,(518) 930-2006/280-5089,(917) 378-7588,629 Plank Road,12065,NY
R86275,WingSide R86275,(601) 708-5199,(917) 913-9979,113 U.S. 80,39056,MS
R86291,New China Kitchen R86291,(908) 354-0555,(347) 588-9438,701 Spring Street,7201,NJ
R86309,Happy Garden R86309,(860) 229-8518,(860) 518-3333,202 New Britain Rd,6037,CT
R86278,Mizuki Fusion R86278,(507) 323-8111,(718) 552-7899,609 4th St NW,55021,MN
R86289,Pandahouse R86289,90875262992,(917) 977-0327,340 Hamilton Blvd,7080,NJ
R86368,Teriyaki Wok R86368,(803) 773-0291,(803) 464-8118,"1160 Old W Liberty St, Ste 2",29150,SC
R86293,Obento R86293,(904) 672-7771,(917) 420-5698,6334 103rd Street,32210,FL
R86285,Lucky Bamboo Chinese Restaurant R86285,(513) 360-0388,(513) 551-8586,3241 Heritage Green Drive,45050,OH
R86279,HUA'S GARDEN RESTAURANT R86279,(239) 997-7100,(347) 410-0589,4150 HANCOCK BRIDGE PKWY #9,33903,FL
R86287,Taste of China R86287,(540) 785-6688,(703) 868-3837,5030 Plank Road,22407,VA
R86286,SPRING GARDEN R86286,(704) 639-9988,(980) 234-2208,303 Salisbury Avenue,28159,NC
R86288,CHINA HOUSE R86288,(415) 897-9630,(415) 889-9237,1222 GRANT AVE,94945,CA
R86306,FRUITVALE KITCHEN R86306,(250) 367-9388,(236) 335-1033,1930 Main Street,V0G 1L0,BC
R86308,Wok N Roll R86308,(904) 543-7666,(904) 887-4980,3787 Palm Vly Rd,32082,FL
R86302,Qing Mu R86302,(610) 536-6588,(917) 250-3368,1009 W Chester Pike,19083,PA
R86292,Peacock Restaurant R86292,(860) 887-3018,(917) 603-5360,107 CT-32,6254,CT
R86297,Sesame Garden R86297,(309) 833-5858,(309) 255-3410,112 N Scotland St,61455,IL
R86322,China 1 R86322,(941) 493-2299,(941) 275-4093,12189 Mercado Dr,34293,FL
R86298,CHINA CITY R86298,(985) 867-3700,(626) 861-7782,812 S TYLER ST Suite A,70433,LA
R86303,Golden Dragon R86303,(914) 693-7578,(917) 856-1663,17 CEDAR ST # B,10522,NY
R86328,Hibachi Sushi R86328,(469) 868-6002,(646) 704-8794,103 N Cedar Ridge Dr,75116,TX
R86299,DRAGON KING 11509 R86299,"71,860,338,883,479,200,000",(917) 306-2993,11509 Rockaway Beach Blvd,11694,NY
R86307,Panda R86307,(518) 692-8000,(917) 257-5562,1251 Main Street,12834,NY
R86312,GOOD FRIENDS R86312,(856) 692-6232,(917) 399-7772,762 N.DELSEA DRIVE,360,NJ
R86311,china a gogo 6720 R86311,(702) 839-1151,(702) 768-3881,6720 North Hualapai Way,89149,NV
R86318,China King R86318,(718) 983-8866,(646) 244-8308,14 Bradley Ave Staten Island,10314,NY
R86515,King's Kitchen R86515,(718) 919-8919,(646) 943-4577,158 Lewis Avenue,11221,NY
R86317,Panda Garden R86317,(973) 372-1000,(917) 341-3190,505 IRVINGTON AVE,7106,NJ
R86316,NEW WORLD R86316,(646) 852-8228,(646) 852-8228,440 South Broadway,10705,NY
R86325,Empire Kitchen R86325,(860) 812-0200,(917) 213-6202,664 CENTER ST,6040,CT
R86381,DRUMMING CRABS R86381,(518) 991-0999,(347) 315-2018,13 N Broaway,12305,NY
R86352,Lin's Garden R86352,-,(614) 371-3368,5752 Churchland Boulevard,23703,VA
R86358,QQ China R86358,(708) 388-6688,(312) 823-2942,13803 S Cicero Ave,60418,IL
R86353,Fried Crispy Chicken R86353,(908) 349-8122,(912) 224-4977,1302 Stuyvesant Ave,7083,NJ
R86359,Jade Dragon R86359,(201) 599-0962,(201) 888-3923,297 KINDERKAMACK RD #102,7649,NJ
R86357,Wok King R86357,(914) 235-4857,(646) 339-3659,367 A North Avenue,10801,NY
R86369,Joy Kitchen R86369,(718) 965-2874,(917) 224-7983,497 7TH AVE,11215,NY
R87035,China King R87035,(919) 772-7040,(646) 309-7751,5176 US NC-42 # J,27529,NC
R86371,Happy Panda R86371,(973) 694-0828,(347) 536-8078,209 Berdan Avenue,7470,NJ
R86361,Uncle Poon R86361,(864) 542-0048,(864) 326-8189,140 Fernwood Dr. Suite 2,29307,SC
R86916,Number 1 Chop Suey R86916,(708) 687-8598,(630) 639-9869,15833 Central Avenue,60452,IL
R86586,China One R86586,(812) 951-1199,(812) 399-2111,1064 Copperfield Drive,47122,IN
R86366,Star Wok R86366,(504) 885-8698,(917) 833-1672,4931 West Esplanade Avenue,70006,LA
R86638,Yummy Taco R86638,(718) 591-5521,(646) 384-1799,17709 Union Turnpike,11366,NY
R86373,BAMBOO CREEK RESTAURANT R86373,(386) 446-9888,(347) 885-9707,800 BELLE TERRE PKWY #214,32164,FL
R86367,Great Wall Chinese Restaurant R86367,"718,478,643,371,847,000,000,000,000,000",(646) 338-0030,87-12 Astoria Boulevard,11369,NY
R86372,China One R86372,(770) 229-9886,(678) 588-2286,800 South Hill,30224,GA
R86376,NEW FOUR SEASON R86376,(410) 558-1010,(443) 683-6453,240 N LUZERNE AVE,21224,MD
R86378,New Peking R86378,(304) 263-6544,(862) 812-9932,139 S Queen St,25401,WV
R86377,CHINA A GOGO 9340 (John) R86377,(702) 405-0203,(702) 858-1318,9340 West Flamingo Road,89147,NV
R86506,Yong Hing Garden R86506,(732) 651-8833,(917) 689-2262,4500 Bordentown Ave #8,8872,NJ
R86383,Mr. Teriyaki Express R86383,(718) 385-2223,(917) 251-0111,9605 Church Ave,11212,NY
R86503,ASIAN HOUSE R86503,(501) 943-7598,(501) 213-7666,612 Office Park Drive,72022,AR
R86387,Grand Wok R86387,(281) 578-6665,(346) 332-8887,3010 North Fry Road,77449,TX
R86578,New Baily R86578,(586) 421-1818,(248) 635-2329,21483 Twenty One Mile Rd.,48044,AL
R86391,Mr. Rice R86391,(215) 221-6490,(917) 912-6622,1413 West Erie Avenue,19140,PA
R86392,Hibachi & Wings R86392,(856) 881-6300,(856) 383-6909,325 Mullica Hill Road(Rt.322)By Rowan University,8028,NJ
R86393,NUMBER 1 CHINA R86393,(810) 794-9967,(917) 324-7728,2610 Pointe Tremble Road,48001,MI
R86502,Fortune Cooky R86502,(410) 313-8818,(646) 932-3448,10039 BALTIMORE NATIONAL,21042,MD
R86396,Linden Kitchen Chinese Restaurant R86396,(908) 925-8888,(803) 565-5380,424 Roselle Street,7036,NJ
R86397,Great Wall R86397,(518) 943-3184,(646) 915-7709,20 Grandview Avenue,12414,NY
R86551,New China R86551,(914) 833-2345,(929) 299-9493,152 Larchmont Ave.,10538,NJ
R86509,Asian Garden R86509,(732) 985-8863,(732) 778-9950,145 Woodbridge Avenue,8904,NJ
R86519,New Crownery R86519,(302) 239-3825,(610) 357-9843,228 LANTANA DR,19707,DE
R86507,Fuji Japanese Steakhouse R86507,(440) 205-1888,(440) 264-3629,7850 Mentor Avenue,44060,OH
R86398,Hibachi Express R86398,-,(646) 255-5210,1900 Grant Avenue,19115,PA
R86512,To Kai Japanese Restaurant R86512,(215) 676-0708,(917) 513-0875,1699 Grant Avenue,19115,PA
R86508,Mr. Ginger R86508,-,(920) 390-0185,1017 Main Ave,54115,WI
R86538,TAI-PAN R86538,(440) 632-0654,(646) 591-2303,15412 W HIGH ST,44062,OH
R86505,No 1 Chinese Food R86505,(732) 830-8901,(646) 645-8918,4030 NJ-37 E,8751,NJ
R86693,China Club R86693,(734) 654-9926,(586) 675-3988,12527 Grafton Rd,48117,MI
R86637,DRAGON CAFE R86637,(402) 597-6169,(402) 813-3666,8078 S 84TH ST,68128,NE
R86928,Great Wall R86928,-,(917) 528-8292,2 E Main St #140,61832,IL
R86699,GREAT WOK R86699,(760) 439-8939,(626) 215-0978,4635 Frazee Road,92057,CA
R86733,Lee's Kitchen R86733,(508) 520-1228,(646) 321-9816,389 West Central Street (Route 140),2038,MA
R86572,Asia Cafe R86572,(815) 235-1588,(347) 985-6503,2725 IL. Rt26 S #B,61032,IL
R86523,Allen's Chinese Restaurant R86523,(804) 403-3336,(804) 658-9588,3430 Anderson Highway,23139,VA
R86513,Best of China R86513,(803) 926-5858,(917) 969-1199,1602 Airport Boulevard,29169,SC
R86516,Ocean Dragon R86516,-,(646) 327-1601,216 BUFFALO PLAZA,16055,PA
R86517,Green Lake R86517,(440) 354-8008,(309) 530-7475,141 Richmond Street,44077,OH
R86521,CHEN'S GARDEN RESTAURANT R86521,(601) 923-8668,(601) 622-1457,4884 Highway 18 West,39209,MS
R86686,CHINA WOK R86686,(352) 473-1998,(646) 379-7199,7380 SR 100 #9,32656,FL
R86527,GREAT WALL R86527,(850) 576-4884,(850) 228-2248,4220 West Tennessee Street,32304,FL
R86528,China Dragon Restaurant R86528,(301) 772-6688,(646) 407-8192,Landover Road,,MD
R86723,ORIENTAL EXPRESS R86723,(856) 853-1838,(917) 388-6533,1692 Clements Bridge Road,8096,NJ
R86525,Asian House R86525,(330) 534-8886,(740) 516-7218,27 N MAIN ST,44425,OH
R86526,NO.1 CHINA R86526,(919) 362-6887,(917) 975-5538,764 W WILLIAMS ST,27502,NC
R86529,GOLDEN CHINA RESTAURANT R86529,(941) 627-8888,(917) 704-6666,24123 PEACHLAND BLVD A1,33954,FL
R86552,Chen Xing R86552,(330) 652-7277,(646) 410-5730,2020 NORTH RD SE,44484,OH
R86561,Taste of Asia R86561,(303) 388-8982,(720) 695-1382,7505 East 35th Avenue,80266,CO
R86532,Hunan Kitchen Restaurant R86532,(631) 226-1220,(929) 553-4138,74 West Montauk Highway,11757,NY
R86536,Koto Sushi R86536,(336) 602-1560,(336) 761-9881,3619 Rd,27012,NC
R86555,Chan's Chinese Restaurant R86555,(804) 768-6928,(804) 300-6700,7060 Commons Plz,23832,VA
R86539,Lotus Restaurant R86539,(419) 496-0012,(330) 243-3008,1616 Claremont Ave,44805,OH
R86556,CHINA DELIGHT R86556,(540) 899-6406,(646) 246-6047,300 CHATHAM HEIGHTS RD,22405,VA
R86553,China Wok R86553,(410) 321-8614,(301) 768-5530,714 YORK RD,21204,MD
R86605,China Gate R86605,(813) 908-7988,(813) 468-2866,12049 Anderson Road,33624,FL
R86737,East Lake R86737,(215) 743-8882,(646) 821-5357,6228 BUSTLETON AVE #3431,19149,PA
R86559,Bamboo Garden R86559,(734) 728-1166,(917) 291-2229,124 MERRIMAN RD,48186,MI
R86558,JADE GARDEN ASIAN CUISINE R86558,(919) 594-1813,(919) 332-3245,1207 HILLSBOROUGH ST,27603,NC
R86557,Panasian Chinese Food Japanese Hibachi R86557,(270) 852-5288,(917) 915-6348,2656 Frederica Street,42301,KY
R86803,LEE SUN R86803,(518) 674-8126,(929) 291-8269,43 Mall Way,12196,NY
R86569,Mr. Chef's Restaurant R86569,(781) 341-8838,(617) 905-9347,490 Washington Street,2072,MA
R86562,Ling's Asian Cuisine R86562,(402) 894-1733,(646) 705-7855,6909 South 157th Street,68136,NE
R86656,PANDA HOUSE R86656,(718) 277-7700,(347) 307-6183,530 South Conduit Boulevard,11208,NY
R86573,Great Dragon R86573,(419) 289-1688,(567) 203-8201,108 HEDSTROM DR,44805,OH
R86568,CHINA WOK R86568,(972) 939-9809,(469) 465-7880,1025 W HEBRON PKWY,75010,TX
R86665,Kublai Khan Crazy Mongolian Stir Fry & Sushi Bar R86665,(512) 251-8886,(626) 586-7340,12901 N Interstate Hwy 35,78753,TX
R86566,CHINA ONE R86566,(317) 241-6888,(917) 399-5091,3379 KENTUCKY AVE,46221,IN
R86563,CHINA 1 R86563,(518) 235-9988,(917) 605-1342,103 Saratoga Street,12047,NY
R86677,Chow N Joy R86677,(617) 623-4378,(857) 939-9330,626 SOMERVILLE AVE,2143,MA
R86712,king wah R86712,"22,846,717,202,284,600,000",(228) 344-0121,295 US-90,39520,MS
R86689,KING PALACE R86689,(386) 597-2186,(917) 667-0001,515 PALM COAST PKWY SW STE 19,32137,FL
R86593,OSAKA JAPANESE EXPRESS R86593,(434) 385-0182,(434) 420-7570,4901 Fort Avenue,24502,VA
R86575,Asian Kitchen R86575,(630) 882-9590,(216) 502-5249,934 North Bridge Street,60560,IL
R86892,Umami Express R86892,(302) 294-6477,(302) 357-4829,7 Chesmar Plaza,19713,DE
R86713,Golden Grill R86713,(615) 624-7327,(347) 506-9789,2898 South Church Street,37128,TN
R86576,Yang's Kitchen Takara R86576,(843) 974-5343,(843) 288-9888,223 1st St,29461,SC
R86618,Lin Sheng R86618,(215) 386-8666,(215) 833-7286,4006 MARKET ST,19104,PA
R86597,Wings & Seafood R86597,17183662121,(347) 658-9236,785 Fairview Avenue,11385,NY
R86577,Lion King R86577,(914) 961-1100,(917) 658-2669,1785 Central Park Avenue,10710,NY
R87066,Yummy House R87066,(910) 363-4053,(910) 294-1998,1616 North Howe Street,28461,NC
R86755,Rice House R86755,(610) 409-7979,(267) 490-9191,201 2nd Ave,19426,PA
R86581,CHINA 8 R86581,(352) 735-2300,(201) 275-5938,16892 US HIGHWAY 441,32757,FL
R86589,PEKING RESTAURANT R86589,(216) 226-7800,(347) 562-8029,18198 SLOANE AVE,44107,OH
R86585,Quick Grill Japan R86585,(718) 873-3664,(646) 286-5336,1267 Forest Avenue,10302,NY
R86583,Yummy kitchen R86583,(508) 434-7727,(917) 655-2236,42 Boston Post Road East(Rt. 20 East),1752,MA
R86582,LI'S GARDEN R86582,(804) 343-9737,(804) 399-7578,1237 N LABURNUM AVE,23223,VA
R86862,Cajun Seafood R86862,(407) 757-0629,(910) 554-0245,827 Good Homes Rd,32818,FL
R86859,TERIYAKI BENTO HOLLYWOOD R86859,(754) 263-2725,(917) 833-7353,1937 PEMBROKE RD,33020,FL
R86691,Little Chili R86691,(405) 242-2191,(405) 410-6256,13801 N BRYANT AVE,73013,OK
R86613,Fuji Sushi R86613,(904) 619-3899,(904) 304-2171,1950 SAN MARCO BLVD STE 1,32207,FL
R86588,Quick Grill Japan R86588,(718) 682-1786,(646) 286-5336,1445 Richmond Avenue,10314,NY
R86591,Fujisan R86591,(571) 407-7105,(646) 226-1178,10698 Fairfax Blvd,22030,VA
R86587,HAPPY HOUSE R86587,(316) 776-7888,(316) 670-3883,202 E SILKNITTER ST #9426,67133,KS
R86603,Golden China R86603,(919) 284-1318,(917) 385-2072,406 South Church Street,27542,NC
R86592,SAKURA JAPAN R86592,(908) 354-0015,(646) 286-5336,25 South Broad Street,7202,NJ
