EXNAME,ENNAME,ADDRESS1,STATE,FORWARDEDPHONE,CONTACTPHONE2,BUSINESS_PHONE__C,STATUS,Found in List (Y/N),Matching Address?,Updated Address,Business Phone
R85837,*^GOLDEN WOK OF BLOOMINGTON^*,617 W. 98th St.,MN,9528880833,7184045716,(952) 888-0833,open,Y,no,617 W 98th St,(952) 888-0833
R85838,*CHINA KITCHEN*,"7091 Collins Road,",FL,9047231117,3472855306,(904) 723-1117,open,Y,no,7091 Collins Rd,(904) 723-1117
R85839,*TASTY OF CHINA*,1056 S Black Horse Pike,NJ,8567401212,8563613000,(856) 740-1212/(856) 740-1202,new,Y,yes,1056 S Black Horse Pike,(856) 740-1212
R85851,*HONG KONG*,10 N. Main Street,NY,5852375500,9172264304,(585) 237-5500,open,Y,no,10 Main St N,(585) 237-5500
R85852,*CHINA ONE*,3218 US Highway 27 South,FL,8633148889,9178387797,(863) 314-8889,open,Y,no,3218 US Highway 27 S,(352)666-7898
R85853,*CHINA WOK*,14361 Spring Hill Dr,FL,3526667898,9172144678,(352) 666-7898,open,Y,yes,14361 Spring Hill Dr,(352)666-7898
R85855,*CHINA SAIL*,65 Manton Ave.,RI,4015532000,3478227852,(401) 553-2000,open,Y,no,65 Manton Ave,(401) 553-2000
R85856,*^KING PHOENIX^*,103 Washington Ave,NJ,6099658789,9173612533,(609) 965-8789,open,Y,yes,103 Washington Ave,(609) 965-8789
R85857,*OCEAN PEARL*,441 W. Victory Way,CO,9708248888,9293169995,(970) 824-8888,open,Y,no,441 W Victory Way,(970) 824-8888
R85858,*CHINA HOUSE*,240 Social St.,RI,4013561443,6462360407,(401) 356-1443,open,Y,no,240 Social St,(401) 356-1443
R85859,*^EDDY'S^*,10216 Lake Arbor Way,MD,3018086666,2404234707,(301) 808-6666,open,Y,yes,10216 Lake Arbor Way,(301) 808-6666
R85861,^*FANCY TASTE OF CHINA*^,#1160 137 Ave. SE,AB,4032785566,4036898335,(401) 278-5566,new,Y,no,1160 137 Ave SE,(403) 278-5566
R81276,NEW STAR,605 Avenue Z,NY,7188916868,,,reject,Y,N,605 Avenue Z,(718)891-6868
R85862,*CHINA STAR*,"550 E. North Ave., (439 Road)",NJ,9083550575,6463182903,(908) 355-0575,open,Y,no,550 North Ave,(908) 355-0575
R85863,*^CHONG QING HOUSE^*,402 E Green St,IL,2173281888,6464208953,(217) 328-1888,suspended,Y,yes,402 E Green St,(217) 328-1888
R85865,*JIN JIN CHINESE RESTAURANT*,115 Pearl St.,SC,8433932355,8432069773,(843) 393-2355,open,Y,no,115 Pearl St,(843) 393-2355
R85866,ASIAN STAR,5613 Old Troy Pike,OH,9372331111,9175872407,(937) 233-1111,open,Y,no,1607 Montford Dr,(937) 233-1111
R85867,*^ASIAN CUISINE^*,4019 Highway 66S,TN,4235001188,9175178661,(423) 500-1188,open,N,no
R85868,*TASTE DELICIOUS*,630 W Ridge Rd,NY,5856211230,3472657588,(585) 621-1230,open,Y,no,630 Ridge Rd W,(585)621-1230
R85869,*CHINA WONG*,601 Oriskany Blvd,NY,3157686688,2123807728,(315) 768-6688,open,Y,yes,601 Oriskany Blvd,(315) 768-6688
R81253,*CHINA EXPRESS*,26-28 Eastern Point Rd,CT,0,,,reject,N
R85871,*KING CHEF*,1833 N. Pine Island Road,FL,9545778778,9547369179,(954) 577-8778,new,Y,no,1833 N Pine Island Rd,(954) 577-8778
R99993,SKT TECHNOLOGIES,33-01 Queens Blvd,NY,1885551111,1885553333,,test,N
R85872,*^FIERY CRAB CHALMETTE^*,8402 W Judge Perez Dr,LA,5049001442,6466888695,(504) 900-1442,open,Y,yes,8402 W Judge Perez Dr,(504)900-1442
R85873,*HUNAN GARDEN*,"N. 12th & Liberty St, Liberty Part",PA,6104323509,7189020537,(610) 432-3509,new,Y,no,1224 W Liberty St,(610) 432-3509
R85875,*GOOD FRIEND*,170 Bloomfield Ave.,NJ,9734854196,9174859882,(973) 485-4196,open,Y,no,170 Bloomfield Ave,(973)485-4196
585-326-0518,*SALES TESTING*,1610 Crosby Ave,NY,5853260518,,,test,N
R85876,*PRECIOUS CHINESE RESTAURANT *,2005 State Route 104,NY,3153331199,9178067255,(315) 333-1199,open,Y,yes,2005 State Route 104,(315)333-1199
R85877,*NO.1*,7 Juliustow Road,NJ,6098938868,6093465322,(609) 893-8868,open,Y,no,7 Juliustown Rd,(609) 893-8868
R85878,^CITY DRAGON^,5700 W Market St,NC,3362942388,3362943688,(336) 294-2388,open,Y,yes,5700 W Market St,(336) 294-2388
R85879,*#1 KITCHEN*,2030 Nickerson Blvd.,VA,7578513388,7575287493,(757) 851-3388,open,Y,no,2030 Nickerson Blvd,(757) 851-3388
R85881,*KINGDOM BUFFET*,2312 Crest View Dr,WI,7153770300,6123096126,(715) 377-0300,open,Y,yes,2312 Crest View Dr,(715) 377-0300
R85882,*CHINA STAR*,107 Main St,MA,9783884384,9293018334,(978) 388-4384,open,Y,yes,107 Main St,(978) 388-4384
R85883,*^SEAFOOD GRILLE^*,1580 W Government St,MS,7692415228,6012609378,(769) 241-5228,open,Y,yes,1580 W Government St,(769) 241-5228
R85885,*^TERRYIN^*,358 Snyder Ave.,PA,2152182888,9172241104,(215) 218-2888,open,Y,no,358 Snyder Ave,(215) 218-2888
R85886,*^JOHN HOLLY'S ASIAN BISTRO^*,9232 Park Meadows Drive,CO,3037689088,9703082410,(303) 768-9088,new,Y,no,9232 Park Meadows Dr,(303) 768-9088
R85887,*CHINESE CHEF*,850 College Street,GA,4783740809,6787095228,(478) 374-0809,new,Y,no,850 College St,(478)374-0809
R85888,*HIBACHI CHINESE*,4666 S. Packard Ave.,WI,4144818863,4144818863,(414) 481-8863,open,Y,no,4666 S Packard Ave,(414) 481-8863
R85889,*^JIN LONG^*,370 S Walnut St,PA,6108376288,9175285695,(610) 837-6288,open,Y,yes,370 S Walnut St,(610) 837-6288
R85891,*GREAT WALL*,1591 E Bridge St,CO,3036598286,3472499341,(303) 659-8286,open,Y,yes,1591 E Bridge St,(303) 659-8286
R81185,PANDA PAVILION,60 Access Rd,CT,2033753730,,,reject,Y,N,60 Access Rd,(203) 375-3730
R81231,DRAGON CHINA,8 E State St,OH,0,,,reject,N
R85892,*^CHINA STAR^*,436 Prospect St.,MA,9786830702,9789738828,(978) 683-0702,open,Y,no,436 Prospect St,(978) 683-0702
R85895,*^GOLDEN LEAF^*,9208 W Alameda Ave,CO,3039873360,6265053666,(303) 987-3360,open,N,no
R85896,^SWEET BAMBOO^,146-12 Hillside Ave,NY,7182869510,5857655265,(718) 286-9510,open,Y,yes,146-12 Hillside Ave,(718)286-9510
R85897,*PEKING GOURMET*,907 N Main Rd,NJ,8566910088,8569743442,(856) 691-0088,open,Y,yes,907 N Main Rd,(856) 691-0088
R85898,*^OEC JAPANESE EXPRESS^*,2326 McFarland Blvd. E,AL,2054623381,9042260254,(205) 462-3381,open,Y,no,2300 McFarland Blvd E,(205) 462-3381
R81222,CHAR KOON,1152 Mae Street,PA,7173121616,7173121626,,reject,Y,Y,1152 Mae St,(717)312-1616
R85899,*NEW CHINA*,2218 W Main St,MS,6628448488,9173612099,(662) 844-8488,open,Y,yes,2218 W Main St,(662) 844-8488
R81221,*WONTON CHINESE RESTAURANT*,135 Highway 23 West,MN,3209688886,,,reject,Y,Y,135 Highway 23 W,(320)968-8886
R81217,U LIKE,2151 Lemoine Avenue,NJ,2019443333,,,reject,Y,Y,2151 Lemoine Ave,(201)944-3333
R85901,*LEE'S ASIAN BISTRO*,1408 Handlir Dr,MD,4102737981,6463619140,(410) 273-7981,new,Y,yes,1408 Handlir Dr,(410) 273-7981
R81216,FU HING,874 Broadway,NJ,2014367775,,,reject,Y,N,874 Broadway,(201) 436-7775
R85902,*^RED CRAB DELRAY^*,4979 W Atlantic Ave,FL,5617742997,6262427878,(561) 774-2997,new,Y,yes,4979 W Atlantic Ave,(561)774-2997
R85903,*GREEN GARDEN*,949 Teaneck Rd,NJ,2018629998,2016475852,(201) 862-9998,new,Y,no,"949 Teaneck Rd,",(201)862-9998
R85905,*BLESSINGS II GO*,2586 Whitney Ave,CT,2032302726,2036067471,(203) 230-2726,open,Y,yes,2586 Whitney Ave,(203) 230-2726
R85906,*^EDO HIBACHI^*,10120 Two Notch Rd,SC,8034621500,9174428815,(803) 462-1500,open,Y,yes,10120 Two Notch Rd,(803) 462-1500
R85907,*CHINA KITCHEN*,3001 Johnson St,FL,9549610766,7186889488,(954) 961-0766,open,Y,yes,3001 Johnson St,(954)961-0766
R85908,*HONG KONG*,107 South College Ave,IL,3095823390,9179815232,(309) 582-3390,open,Y,no,107 S College Ave,(309) 582-3390
R85909,*BEST WOK*,11231 Old Highway 63,MS,6019478600,9178556221,(601) 947-8600,open,Y,no,11231 Old 63 N,(601)947-8600
R81209,LING LING,2758 Elmwood Ave,NY,0,,,reject,Y,N,2758 Elmwood Ave,(716)877-6802
R85911,*^DUO MODERN JAPANESE CUISINE^*,175 S Broadway,NY,5185808881,5185387806,(518) 580-8881,open,Y,yes,175 S Broadway,(518) 580-8881
R85912,*CHINA WOK*,2485 N. Columbia St,GA,4782952013,7708289496,(478) 295-2013,new,Y,no,2485 N Columbia St,(323) 312-9917
R85913,*OSMAY HOUSE*,9543 East Fowler Ave.,FL,8139866142,9178280055,(813) 986-6142,new,Y,no,9543 E Fowler Ave,(813) 317-9184
R81301,*NEW CHINA BUFFET*,2719 Brodhead Rd,PA,0,,,reject,N,N
R85915,*HOT WOK*,6765 Dunn Ave,FL,9047648887,9172913222,(904) 764-8887,new,Y,yes,6765 Dunn Ave,(904) 764-8887
R85916,*NO. 1*,1119 W. Michigan Ave.,MI,2692730006,9172383065,(269) 273-0006,new,N,no
R85917,*CHINA UNO*,90 W. Hickpochee Ave.,FL,8636120888,6813859373,(863) 612-0888,new,Y,no,90 W Hickpochee Ave,(863)612-0888
R85918,^GOLDEN CITY^,2601 Monticello Ave,VA,7576225858,7202994230,(757) 622-5858,open,Y,yes,2601 Monticello Ave,(757) 622-5858
R85919,*WAH WAH*,8243 Hull St. Road,VA,8042769368,8048686999,(804) 276-9368,open,Y,no,8243 Hull Street Rd,(804) 276-9368
R85921,*CHINA ONE*,1393 Big Bend Rd.,MO,6368251666,6363758293,(636) 825-1666,new,Y,no,1393 Big Bend Rd,(636) 825-1666
R99999,**WONDERS**,3301 Queens Blvd,NY,9172852220,,,open,N,no
R85922,*CHINA ONE*,3209 S. Franklin Street,IN,2198727722,6465494349,(219) 872-7722,new,Y,no,3209 Franklin St,(219) 872-7722
R85923,^*LUCKY DRAGON*^,318 Broadway,MA,7815923600,6174078860,(781) 592-3600,open,Y,yes,318 Broadway,(781) 595-8008
R85925,*CHINA KITCHEN*,935 N Beneva Rd,FL,9419536885,6463211978,(941) 953-6885,open,Y,yes,935 N Beneva Rd,(941) 702-8360
R85926,*HAPPY CHINA*,2458 Limestone Pkwy,GA,7702871882,9292945224,(770) 287-1882,open,Y,yes,2458 Limestone Pkwy,(770) 287-1882
R85927,*CHINA STAR*,630-1 Mastic Rd.,NY,6317728800,9179771111,(631) 772-8800,open,Y,no,630 Mastic Rd,(631) 772-8800
R81198,CHINA WOK,23004 Sandalfoot Plaza Dr.,FL,5614887388,,,reject,N,N
N,,4 West 66th Street,MN,6128611555,,,reject,N,N
R81192,*MAIN MOON*,909-E. West Vernon Avenue,NC,0,2527750277,,reject,N,N
R85928,*KING HOUSE*,201 N. 5th,KS,9136827661,9137753448,(913) 682-7661,open,Y,no,201 N 5th St,(913) 682-7661
R81187,*MANDARIN CAFE*,4B Wethersfield Rd.,MA,5086518771,,,closed,Y,Y,4 Wethersfield Rd,(508)651-8771
R81189,PEKIN 2,3640 N.W. 7th Street,FL,3056493555,3058909743,,reject,N,N
R81188,MR. RICE,328 Saint Georges Avenue,NJ,7323888001,,,reject,Y,Y,328 Saint Georges Ave,(732)388-8001
R85929,*TUNG HING KITCHEN*,4057 Asbury Ave,NJ,7329188989,9176096623,(732) 918-8989,new,Y,yes,4057 Asbury Ave,(732) 918-8989
R85931,*MAIN GARDEN 2*,17 S. Washington Ave.,NJ,2013856878,9737278298,(973) 798-6250,new,Y,no,17 S Washington Ave,(201) 385-6878
R85932,*^WINGS & SEAFOOD^*,1204 Reisterstown Rd,MD,4435013180,9175159390,(443) 501-3180,new,Y,yes,1204 Reisterstown Rd,(443)501-3180
R85933,*EMPIRE SZECHUAN*,341 North Orange Ave.,FL,4078391236,9175177735,(407) 839-1236,open,Y,no,341 N Orange Ave,(407) 839-1236
R85935,*^DRAGON'S SPRING^*,2642 Pleasant Hill Rd.,CA,9252878899,7186661301,(925) 287-8899,open,Y,no,2642 Pleasant Hill Rd,(925) 287-8899
R85936,*MR SZE*,3010 Hwy 80 E,GA,9127488485,9173028626,(912) 748-8485,open,Y,no,3010 US Highway 80,(912) 748-8485
R81175,*SZECHUAN WOK*,126 E. Byers Avenue,PA,7249258189,,,closed,Y,N,"126 E Byers Ave,",(724)925-8189
R85937,*HONG KONG III*,45315 Alton Ln.,MD,3018621398,3014758855,(301) 862-1398,open,Y,no,45315 Alton Ln,(301) 862-1398
R81176,*CHINA CHEF EXPRESS*,980 South Peoria St,CO,0,,,reject,Y,Y,"980 S Peoria St,",(303)363-1111
R85938,*FOLIAGE*,43-45 7th Ave.,PA,5702822225,9172166937,(570) 282-2225,open,Y,no,43 7th Ave,(570)282-2888
R81169,KING'S KITCHEN,818 Clinton Ave.,NJ,9733999393,,,reject,N,N
R85939,*CHINA WOK*,5109-A Wrightsboro Road,GA,7068691888,9173533038,(706) 869-1888,new,Y,no,5109 Wrightsboro Rd,(706) 869-1888
R85951,*BEIJING KITCHEN*,342 State St. SE,MI,6164588383,6168225615,(616) 458-8383,open,Y,no,342 State St SE,(616)458-8383
R85952,*FOOD ZONE*,7023 Dexter Ann Arbor Rd,MI,7344263410,7343530518,(734) 426-3410,open,Y,yes,7023 Dexter Ann Arbor Rd,(734) 426-3410
R81165,*WONDERFUL*,518 E. 240th St,NY,0,,,reject,Y,N,518 E 240th St,(718) 325-2800
R85953,*ASIAN BAMBOO*,906 Marlton Pike West,NJ,8562162333,9179728626,(856) 216-2333,new,Y,no,906 Marlton Pike W,(856) 216-2333
R85955,*FIRST WOK*,5370 Broadway,IN,2199851838,9179072019,(219) 985-1838,new,Y,yes,5370 Broadway,(219) 985-1838
R85956,*CHINA 88*,5370 Campbellton Fairburn Rd,GA,7709648288,6785595533,(770) 964-8288,open,Y,no,5370 Highway 92,(770) 964-8288
R85957,*^SAPPORO^*,1028 Pearson Dr,WI,7153812999,6467120143,(715) 381-2999,new,Y,yes,1028 Pearson Dr,(715)381-2999
R81153,HUNG WAH,7063 W. Waters Ave.,FL,8138811666,8138121188,,reject,Y,N,7063 W Waters Ave,(813)881-1666
R85958,*^CHINA STAR^*,1256 Norman Eskridge Hwy,DE,3029905085,3027271149,(302) 990-5085,open,Y,yes,1256 Norman Eskridge Hwy,(302) 990-5085
R85959,*GOLDEN DRAGON*,173 Holly Rd.,PA,6103695550,2159398841,(610) 369-5550,new,Y,no,173 Holly Rd,(610) 369-5550
R85961,*^EASTERN KITCHEN & SUSHI^*,5226 4th St N,FL,7279146161,8135685064,(727) 914-6161,new,Y,yes,5226 4th St N,(727) 914-6161
R85962,*JASMINE ASIAN CAFE*,2171 S Grape St.,CO,3038588833,3036692562,(720) 618-1887,new,Y,no,2171 S Grape St,(720) 415-0937
R85963,*XING WANG*,2B Pennichuck Square,NH,6038804499,9174028677,(603) 880-4499,new,N,no
R85965,*CHINA HOUSE*,255 Rivertown Shops Drive,FL,9043422478,7185367630,(904) 342-2478,new,N,no
R81138,*SHANGHAI II*,248 Union Ave,NJ,0,,,reject,N,N
R81137,WAH KING,79-15 Atlantic Ave,NY,0,,,reject,N,N
R85966,*CHINA EIGHT*,523 E. Main St.,NC,9104282898,9176690176,(910) 428-2898,open,Y,no,523 E Main St,(910) 428-2898
R85967,*CHINA GARDEN*,900 Kinderkamack Rd,NJ,2012628866,2013678803,(201) 262-8866,new,Y,yes,900 Kinderkamack Rd,(201) 262-8866
R85968,*AMAZING WOK*,267 Lark Street,NY,5184343946,5184308190,(518) 434-3946,open,Y,no,267 Lark St,(518) 434-3946
R81131,*FAR EAST*,5527 South 78 St,FL,0,,,reject,N,N
R85969,*ASIAN CUISINE*,1A - 800 Central Ave.,SK,3064777783,6399980901,(306) 477-7783,new,Y,no,800 Central Ave,(306) 477-7783
R85971,*^HAPPY CHINA^*,11355 Tara Blvd,GA,7704716388,3473691567,(770) 471-6388,new,Y,yes,11355 Tara Blvd,(770) 471-6388
R85972,*CHINA PALACE*,1581 S. Sumter Blvd,FL,9414291780,7188012826,(941) 429-1780,new,Y,no,1581 S Sumter Blvd,(941) 429-1780
R85973,*GREAT WALL*,988 N. Sherman Ct.,PA,5704557395,3476715334,(570) 455-7395,new,Y,no,988 N Sherman Ct,(570)455-7395
R81129,*NEW LEE'S*,9220 Ashton Rd,PA,0,,,reject,Y,N,9220 Ashton Rd,(215)677-6466
R81126,*KING HOUSE*,15 W Main St,NJ,0,6463884343,,reject,Y,N,15 W Main St,(856) 779-1881
R81123,*HUNAN MANOR*,217 N 7th St,MO,0,,,reject,N,N
R85975,*ORIENTAL GOURMET*,3614 Route 378,PA,6108683333,9175187292,(610) 868-3333,new,Y,no,3614 PA-378,(610) 868-3333
R85976,*HONG KONG II*,2525 S. Monroe St. #26,FL,8508779930,6464729365,(850) 877-9930,new,Y,no,2525 S Monroe St,(850)877-9930
R85977,*^CLASSIC ASIA^*,611 Station Ave.,NJ,8563238207,8563984225,(856) 323-8207,new,Y,no,611 Station Ave,(856) 323-8207
R85978,*NO 1 CHINA*,505 N. Main St.,SC,8642354250,6462405253,(864) 235-4250,new,Y,no,505 N Main St,(864) 235-4250
R81118,^CHINA GARDEN^,2021 S. Ridgewood Ave,FL,3868989008,9092444517,,closed,N,N
R85979,*EAST CHINA*,2108 Kimball Ave.,IA,3192263333,3194335756,(319) 226-3333,new,Y,no,2108 Kimball Ave,(319) 226-3333
R85981,TENG DRAGON,2923 8th AVE,NY,6469983270,3474222107,,new,Y,yes,2923 8th Ave,(646) 998-3270
R81115,*IMPERIAL WOK*,90 14th Street SW Suite 700,MN,0,,,reject,N,N
R81113,*FUN WOK*,7400 Belair Rd,MD,0,,,reject,Y,N,"7400 Belair Rd,",(410)668-0001
R85982,*FLYING DRAGON*,368 N Broad St,OH,9378799999,9174557568,(937) 879-9999,new,Y,yes,368 N Broad St,(937) 879-9999
R85983,*^AB FISH MARKET^*,1878 3rd Ave.,NY,6465967878,7189255578,(646) 596-7878,new,Y,no,1878 3rd Ave,(646) 596-7878
R81108,EMPEROR'S CHOICE,10125 US Highway 70 West,NC,0,,,reject,Y,Y,10125 US Highway 70 W,(919)359-2288
R85985,*HOUSE DYNASTY*,7550 Telegraph Rd.,VA,7039225210,2028348211,(703) 922-5210,new,Y,no,7550 Telegraph Rd,(703) 922-5210
R81106,ASIAN TASTE 2,1715 Taylor Ave,MD,4106683223,,,closed,Y,N,1715 Taylor Ave,(410) 668-4471
R81097,*UMAI SUSHI*,21-11 21st Ave,NY,0,,,reject,N,N
R85986,*^GOLDEN 1^*,4201 Neshaminy Blvd,PA,2159538887,9174966556,(215) 953-8887,new,Y,yes,4201 Neshaminy Blvd,(215) 953-8888
R81105,KING CHEF,4644 Capital Blvd,NC,9198765859,,,reject,Y,N,4644 Capital Blvd,(919) 876-5859
R81102,CHEN'S KITCHEN,556 W. Schrock Rd,OH,0,,,reject,Y,N,556 W Schrock Rd,(614) 890-2436
R85987,*CHINA 1*,411 West Agency,IA,3197523888,3194571991,(319) 752-3888,new,Y,no,411 W Agency Rd,(319) 752-3888
R85988,*NEW YUNG HONG*,271 W. Kingsbridge Rd,NY,7185490030,9178878308,(718) 549-0030,new,Y,no,271 W Kingsbridge Rd,(718) 549-0030
R85989,*WOK EXPRESS*,12209 Dorsett Road,MO,3142916821,3147573996,(314) 291-6821,new,Y,no,12209 Dorsett Rd,(314)291-6821
R85991,*JADE GARDEN*,1735 Reed,NC,9103830880,9103868036,(910) 383-0880,new,Y,no,1735 Reed Rd NE,(910)383-0880
R81089,*WAH FU*,15210  Bagley Rd,OH,0,,,reject,Y,N,15210 Bagley Rd,(440)886-3456
R85992,*DRAGON HOUSE*,87 N. Main Street,NY,5855937576,6463883623,(585) 593-7576,new,Y,no,87 N Main St,(585) 593-7576
R81093,*DRAGON PHOENIX*,191 Broad Street,CT,0,,,reject,Y,Y,191 Broad St,(203) 634-8884
R85993,*BIN HAI*,757 Pfingsten Road,IL,8472911660,8478735560,(847) 291-1660,new,Y,no,757 Pfingsten Rd,(847) 291-1660
R81092,*DYNASTY*,"1116 Forest Ave, #A",CA,0,,,reject,N
R85995,*PICK UP SIX*,221 West 230 St.,NY,7186011388,9172917885,(718) 601-1388,new,Y,no,221 W 230th St,(718) 601-1388
R85996,*GREAT WALL*,4553 New Linden Hill Rd.,DE,3022928982,3025938982,(302) 292-8982,new,Y,no,4553 New Linden Hill Rd,(302)292-8982
R85997,*WEN XUAN HOUSE*,287 Van Brunt Street,NY,7185227246,9172166117,(718) 522-7246,new,Y,no,287 Van Brunt St,(718) 522-7246
R81085,*PANDA PALACE*,1111 N Washington St.,KS,0,,,reject,N,N
R81082,KING TASTE,352 Main St,NJ,9736741642,,,reject,Y,N,352 Main St,(973) 674-1642
R81077,*HONG KONG*,2510 Broadway,NY,0,,,reject,N,N
R81083,CHINA DRAGON,2513 W. Hillsborough Avenue,FL,8138768866,,,reject,N,N
R81079,*LUCKY 7 CUISINE*,738 N Broadway,NY,0,,,reject,N,N
R85998,*MOON STAR*,768 N. Main St.,WI,6088351828,9175159908,(608) 835-1828,new,Y,no,768 N Main St,(608) 835-1828
R81078,*CHOP STIX*,419 Central Ave,NY,5184621133,,,closed,Y,N,419 Central Ave,(518) 462-1133
R85999,*LAN'S WOK*,302 W. Main St.,PA,7173881936,5706512939,(717) 388-1936,new,Y,no,302 W Main St,(717) 388-1936
R86001,*^OSAKA HIBACHI & SUSHI^*,2343 Crawfordville Hwy,FL,8503184888,3477591808,(850) 318-4888,new,N,no
R86002,*CHINA WOK*,1859B N. US 1 Hwy,FL,7724687333,7729792509,(772) 468-7333,new,Y,no,1859 N US Highway 1,(772) 468-7333
R81071,KING CHEF,697 Main St,NY,0,,,reject,Y,N,697 Main St,(845) 452-8899
R86003,*^JING'S SUSHI HOUSE Burlington Area^*,"Mt Holly Road,",NJ,6095316684,6098455684,(609) 531-6684,new,N,no
R81069,ASIAN 1,28 Wanaque Ave,NJ,0,,,reject,N,N
R81062,CHINA DRAGON,2001 South Lumpkin Road,GA,0,,,reject,Y,Y,2001 S Lumpkin Rd,(706) 682-8800
R86005,*^FUJI JAPAN FLYER^*,14314 Layhill Rd.,MD,2406589898,3016137586,(240) 658-9898,new,Y,no,14314 Layhill Rd,(240)658-9898
R86006,*CHINA WOK*,5900 E Va Beach Blvd.,VA,7574611883,3475756806,(757) 461-1883,new,Y,no,5900 E Virginia Beach Blvd,(757)461-1883
R81066,*WAH CHUN*,218 Grand Ave,CT,2037851957,3472641781,,closed,Y,N,218 Grand Ave,(203) 785-1957
R86007,*^EVER SPRING^*,1786 Merritt Blvd.,MD,4102842020,2677090371,(410) 284-2020,new,Y,no,1786 Merritt Blvd,(410) 284-2020
R86008,*CHINA WOK*,4437 Summit Bridge Rd.,DE,3023765288,6467259308,(302) 376-5288,new,Y,no,4437 Summit Bridge Rd,(302) 376-5288
R81059,NEW CHINESE CHEF,403-A North Ridge rd,VA,0,,,reject,N,N
R81061,*ORIENTAL DELIGHT*,3093 S Highway 14,SC,8642884668,8643158308,,closed,Y,Y,3093 SC-14,(864)288-4668
R86009,*SPRING GARDEN*,4916 Wisconsin Ave NW.,DC,2023631698,3016588698,(202) 363-9024,new,Y,no,4916 Wisconsin Ave NW,(202) 363-1698
R86011,*^OEC JAPANESE EXPRESS SOUTHVIEW^*,1105 Southview Ln,AL,2053314775,9042260254,(205) 331-4775,new,Y,yes,1105 Southview Ln,(205) 331-4775
R81056,*YUMMY KITCHEN*,29655 County Route 50,NY,3157778082,,,closed,N,N
R86012,*^GINGER RESTAURANT^*,2381 Patterson Rd,CO,9702457731,9702345318,(970) 245-7731,new,Y,yes,2381 Patterson Rd,(970)245-7731
R86013,*CHINA 8*,1246 Goderich St,ON,5198323131,6479602288,(519) 832-3131,new,N,no
R86015,*PANDA GARDEN*,4400 Brownsville Rd.,GA,6785675056,9179728686,(678) 567-5056,new,N,no
R86016,*NO 1*,3710 Manchester Rd,OH,3302453333,2163947241,(330) 245-3333,new,Y,yes,3710 Manchester Rd,(330) 245-3333
R81038,*JUPITER CHINA*,2040 E President George Bush Highway,TX,0,,,reject,Y,Y,2040 E President George Bush Hwy,(972) 881-0118
R81039,*CALIFORNIA WOK*,16656 Ventura Blvd,CA,8183860561,,,reject,N,N
R86017,*^JD WINGS^*,"3507 Macon Rd.,",GA,7062216575,9173615319,(706) 221-6575,new,Y,no,3507 Macon Rd,(706)221-6575
R86018,*CHINA*,108 North Main St.,KS,7852126188,6207570118,(785) 212-6188,new,Y,no,108 Main St N,(651)342-0285
R81036,ZOU'S GARDEN,2846 Main st,PA,6109130633,,,reject,Y,N,2846 Main St,(610) 913-0633
R81032,ROYAL CHEF,1400 Parkway Avenue,NJ,6098821067,,,reject,Y,Y,1400 Parkway Ave,(609) 836-9888
R86019,*CHENG'S GOURMET*,311 West Broadway,OH,7403429988,7404082431,(740) 342-9988,new,Y,no,311 W Broadway St,(740) 342-9988
R86021,*CHINA EXPRESS*,1214 Huntsville Hwy,TN,9312975062,9178562773,(931) 297-5062,new,Y,yes,1214 Huntsville Hwy,(931)297-5062
R86022,*WOK' N GRILLE*,5311 S Miami Blvd,NC,9194748100,9196999760,(919) 474-8100,new,Y,yes,5311 S Miami Blvd,(919) 474-8100
R81027,RU YI EXPRESS,54 Coliseum Crossing,VA,0,,,reject,Y,Y,54 Coliseum Xing,(757) 896-0034
R86023,*PANDA*,590 W Pike St,PA,7247467076,4125688117,(724) 746-7076,new,Y,yes,590 W Pike St,(724) 746-7076
R86025,*FORTUNE RESTAURANT*,2908 N State Rd,FL,9547308988,5136682221,(954) 730-8988,new,Y,no,2908 SR-7,(954) 730-8988
R86026,*PANDA CHINA*,1735 St Georges Ave,NJ,7323886868,3479098158,(732) 388-6868,new,Y,yes,1735 St Georges Ave,(732) 388-6868
R81025,GOLDEN CHINA,2960 Middletown Road,NY,0,,,reject,N,N
R86027,*^SUSHI KINGDOM^*,148 Rt 73 North,NJ,8569861211,9176574855,(856) 983-1211,new,Y,no,148 Route 73 N,(856) 983-1211
R86028,*MISTER WOK*,110 Airport Rd,PA,6103836877,9175171063,(610) 383-6877,new,Y,yes,110 Airport Rd,(610) 383-6877
R86029,*^MAY FLOWER^*,3066 Mount Pleasant St. Nw,DC,2022999502,3473358931,(202) 299-9502,new,N,no
R86031,^JOY FOOD ONE^,4910 Morse Rd.,OH,6147759069,6148938057,(614) 775-9069,new,Y,no,4910 Morse Rd,(614)775-9069
R81017,*WING & CHINESE*,4300 Chapel Hill Rd #300,GA,0,,,reject,Y,Y,4300 Chapel Hill Rd,(770) 949-6666
R86032,PACIFIC ASIAN CUISINE,63 Cumberland St.,RI,4015340100,9176716036,(917) 671-6036,new,Y,no,63 Cumberland St,(401) 534-0100
R81012,*NEW CHINA SPRING*,9119 Merrill Road #10,FL,0,,,reject,Y,Y,9119 Merrill Rd,(904) 744-6228
R86033,*CHINA GARDEN*,1332 Hilltop Rd,MI,2699827828,6466512905,(269) 982-7828,new,Y,yes,1332 Hilltop Rd,(269) 982-7828
