Snowball Map,Dedupe Key,brizo_id,Name,Street,City/Town,State/Province Code,Zip/Postal Code,Country,First Name,Last Name,Title,Role,Contact Email,Contact Phone,Established,Phone,Most Common Email,Cuisines (Regional),Price Range,Dishes
44950,5430 South22407,5426d8a15775a271,Golden China,5430 Southpoint Plaza Way,Fredericksburg,VA,22407,United States,Wendy,Wang,Owner,Owner,,,1994.0,(540) 891-2898,,Japanese; Chinese,$,Smoked Salmon; Sushi; Chicken Wings
44979,520 W 21st23517,51b467bd191e7f0e,Katana,520 W 21st St,Norfolk,VA,23517,United States,,,,,,,,(757) 640-8898,,Japanese,$$,Smoked Salmon; Sushi; Steaks
44980,3107 Mecha23223,577832ba4241c85d,Hunan Gourmet,3107 Mechanicsville Tpke,Richmond,VA,23223,United States,Paul,Cheng,Owner,Owner,,,1993.0,(804) 644-8135,,Chinese,$,
44981,9570 Burke22015,5748e181e82c6fe4,Duk Wo,9570 Burke Rd,Burke,VA,22015,United States,Alex,C,Business Owner,Owner,,,1985.0,(703) 323-1800,info@dukwo.com,Japanese,$$,Smoked Salmon; Fried Rice; Sushi; Noodles
45017,130 E Main22960,6ac570e6482c3c58,Happy Garden,130 E Main St,Orange,VA,22960,United States,Jimmy,Shi,Owner,Owner,,,1993.0,(540) 672-1044,,Chinese,$,Seafood; Fried Rice; Chicken; Noodles; French Fries
45018,6408 Lands22315,6c5fa127ac957c8a,Matsui Sushi,6408 Landsdowne Ctr,Alexandria,VA,22315,United States,Kathy,Wand,Owner,Owner,,,2007.0,(703) 550-6100,lozano33@yahoo.com,Japanese,$$,Sushi
45023,13840 Brad20121,7228157505b7b15d,RaRaRamen,13840 Braddock Rd,Centreville,VA,20121,United States,,,,,,,,(571) 404-4080,,Japanese,$$,Ramen
45049,36099 Good22508,6714ddb067316084,Tokyo Restaurant,36099 Goodwin Dr,Locust Grove,VA,22508,United States,,,,,,,2010.0,(540) 972-2442,,Japanese,$$,Sushi
45055,191 W Ocea23503,6a60cbace67bd385,Osaka,191 W Ocean View Ave,Norfolk,VA,23503,United States,,,,,,,,(757) 480-5320,,Japanese,$$,Sushi; Chicken Wings; French Fries
45057,7505 Leesb22043,666ded2e87022176,Bing & Bao,7505 Leesburg Pike,Falls Church,VA,22043,United States,,,,,info@bingandbao.com,,,(703) 734-0846,info@bingandbao.com,Chinese,$,Noodles
45089,5101 Jeffe23605,92cf4f92f664dc24,Chinatown Restaurant,5101 Jefferson Ave,Newport News,VA,23605,United States,Kun,Zheng,,,,,2007.0,(757) 380-8877,,Chinese,$,
45100,1409 N Mai24060,90b1d2333e21b941,authentic Chinese food,1409 N Main St,Blacksburg,VA,24060,United States,,,,,,,,(540) 200-9387,,Chinese,,Chicken
45101,1640 Richm23185,8f73455b06f83aaf,Ramen time,1640 Richmond Rd,Williamsburg,VA,23185,United States,,,,,kc164022@gmail.com,,,(917) 655-0872,kc164022@gmail.com,Japanese,,Smoked Salmon; Sushi; Ramen
45117,3440 Semin22911,8d624f81de9ed923,Oriental Express,3440 Seminole Trl,Charlottesville,VA,22911,United States,Hai,Lin,Owner,Owner,,,2000.0,(434) 974-9988,,Chinese,$,
45144,4334 Dale 22193,9495df20af8d5806,Top China,4334 Dale Blvd,Woodbridge,VA,22193,United States,Tony,Lin,,,,,2001.0,(703) 897-7678,ren@topchinatravel.com,Chinese,$,
45151,200 Lake F23117,9613673b1871aacc,Asian Cafe,200 Lake Front Dr,Mineral,VA,23117,United States,,,,,,,2011.0,(540) 894-9899,,Japanese,$$,Smoked Salmon; Salads; Sushi
45155,2597 New K23141,99e51c9cdcdeb49f,Panda Garden,2597 New Kent Hwy,Quinton,VA,23141,United States,Yueyun,Zheng,Owner,Owner,,,2009.0,(804) 932-8007,nkpandagarden@gmail.com,Cantonese; Chinese,$,
45158,7387 Peppe24141,8ac4e505fd4df411,King Buffet,7387 Peppers Ferry Blvd,Radford,VA,24141,United States,Dong,Lu,Owner,Owner,,,2002.0,(540) 633-5065,,Chinese,$,Seafood; Salads
45176,1040 Memor24301,c4bd5ecda21fbece,Chang Hua Chinese Restaurant,1040 Memorial Dr,Pulaski,VA,24301,United States,,,,,,,,(540) 980-6363,,Chinese,$,
45201,6438 Tradi20169,bca196de991b2af8,East Ocean,6438 Trading Sq,Haymarket,VA,20169,United States,,,,,,,,(703) 753-1201,,Cantonese,$$,Soups; Curry; Chicken; French Fries; Salads; Seafood; Chicken Wings; Noodles
45208,1202 N Mai23434,b9d59f1cb4744414,Sakura Express,1202 N Main St,Suffolk,VA,23434,United States,,,,,sakurasuffolk@gmail.com,,,(757) 935-5988,sakurasuffolk@gmail.com,Japanese,$,Soups; Smoked Salmon; Salads; Sushi
45227,16 W Old S23803,bb98adda4ce0463b,Konran,16 W Old St,Petersburg,VA,23803,United States,Wilton,B,Business Owner,Owner,,,2019.0,(804) 722-3342,konran@outlook.com,Creole; Cajun,$$,Soups; Seafood; Salads; Chicken; French Fries; Steaks
45251,14027 Lee 20151,cba4c1a9fdd7869d,Pink Panda (14027 Lee Jackson Memorial Hwy),14027 Lee Jackson Memorial Hwy,Chantilly,VA,20151,United States,,,,,,,,(914) 217-1965,,Chinese; Nepalese,$,Noodles
45253,7100 Mecha23111,cbab0236598d2722,Peking Restaurant,7100 Mechanicsville Tpke,Mechanicsville,VA,23111,United States,Philip,Chen,President,General,,,1994.0,(804) 730-9898,,Chinese,$$,
45256,3325 Taylo23321,ce21d2deb5bcb76e,Number One Chinese Restaurant,3325 Taylor Rd,Chesapeake,VA,23321,United States,L. I.,Peilian,Owner,Owner,,,,(757) 638-2526,,Chinese,$,French Fries
45275,4540 Plank22407,e2033138db4570e5,"Sakura Japanese Steak, Seafood House & Sushi Bar",4540 Plank Rd,Fredericksburg,VA,22407,United States,Marc,Ha,,,,,1997.0,(540) 786-8100,,Japanese,$$,Seafood; Sushi; Steaks
45302,850 Statle24401,f53b72de8916560b,Great Wall,850 Statler Blvd,Staunton,VA,24401,United States,Lin,Zhang,Owner,Owner,,,1990.0,(540) 885-2043,,Chinese,$,Noodles; French Fries
45303,6769 Wilso22044,ffbe868948c4001d,Izaka donburi,6769 Wilson Blvd,Falls Church,VA,22044,United States,,,,,,,,(551) 221-4795,,Japanese,$$,Bento Box
45316,22 Towne C23666,fde35edea44c4ea7,Peking Restaurant,22 Towne Centre Way,Hampton,VA,23666,United States,,,,,,,,(757) 826-4333,,Chinese,$,Soups; Curry; Chicken; French Fries; Steaks; Salads; Seafood; Chicken Wings; Grill; Noodles
45327,11000 Kent23117,0280bab7651c5971,Chef Lee Chinese Restaurant,11000 Kentucky Springs Rd,Mineral,VA,23117,United States,,,,,,,2011.0,(540) 894-8181,,Chinese,$$,
45345,8004 Bufor23235,02d06b070d530f9f,China City,8004 Buford Ct,Richmond,VA,23235,United States,Qiyou,Suang,Owner,Owner,,,2005.0,(804) 330-5618,,Chinese,$,Soups; Seafood; Fried Rice; Chicken; Noodles; French Fries
45373,10474 Bris20136,137659d052dcee75,Aka Sushi,10474 Bristow Center Dr,Bristow,VA,20136,United States,,,,,akasushibristow@gmail.com,,2010.0,(571) 379-5422,akasushibristow@gmail.com,Japanese,$$,Smoked Salmon; Sashimi; Salads; Sushi; Noodles
45382,1027 Richm24401,1f3d27fca36cf6b6,Massaki,1027 Richmond Ave,Staunton,VA,24401,United States,Nathan,Landes,Busser,Front of the House,,,2010.0,(540) 886-9191,comments@massakisteakhouse.com,Japanese,$$,Smoked Salmon; Sushi
45385,1770 Timbe22911,20bd4d062746dc03,Shum Xing Chinese Restaurant,1770 Timberwood Blvd,Charlottesville,VA,22911,United States,Georgia,Derrico,,,,,2005.0,(434) 974-9888,,Chinese,$,
45388,5708 North23455,19ebf4dfdb7cfba9,Fuji Hana Sushi,5708 Northampton Blvd,Virginia Beach,VA,23455,United States,,,,,fujihanainc@gmail.com,,,(757) 222-1860,fujihanainc@gmail.com,Japanese,$$,Sushi
45398,2424 Wilso22201,1d60c2bba359449a,Takeshi Sushi,2424 Wilson Blvd,Arlington,VA,22201,United States,,,,,takeshius828@gmail.com,,,(703) 253-3126,takeshius828@gmail.com,Japanese,$$,Smoked Salmon; Sushi; Ramen
45399,324 T B St24055,1de5e913cfa3b954,Shun Xing,324 T B Stanley Hwy,Bassett,VA,24055,United States,Tommy,Chen,,,,,2007.0,(276) 629-9919,,Chinese,$,Seafood; French Fries
45402,183 Main S23109,09ca06787fad2ed5,Shun Xing Restaurant,183 Main St,Mathews,VA,23109,United States,Feng,Zheng,Owner,Owner,,,2006.0,(804) 725-4682,,Chinese,$,Seafood
45411,6808 Bland22150,113f17dfc36be188,Ding How Carry Out,6808 Bland St,Springfield,VA,22150,United States,Joe,Huie,Owner,Owner,,,1963.0,(703) 451-4325,,Chinese,$,Noodles; French Fries
45413,17 Hidenwo23606,11cb5b92767763f8,Poke Surf,17 Hidenwood Shopping Ctr,Newport News,VA,23606,United States,,,,,info@pokesurfnewportnews.com,,2019.0,(757) 327-0041,pokesurf17@gmail.com,Hawaiian; Japanese,$,Seafood; Salads; Sushi; Poke; French Fries
45416,8052 W Bro23294,19e3bcaad7ce491f,Kabuto Japanese House of Steak,8052 W Broad St,Henrico,VA,23294,United States,Yoshi,Tanaka,Owner,Owner,,,1980.0,(804) 747-9573,sushi@kabutowestend.com,Japanese,$$,Smoked Salmon; Seafood; Sushi; Steaks
45421,890 E Main24266,1916794ee9b509a3,Tokyo Japanese Steakhouse Lebanon,890 E Main St,Lebanon,VA,24266,United States,Lee,Wei,President,General,,,2008.0,(276) 889-4988,,Japanese,$$,
45441,7531 Midlo23225,55aa09dab555242d,Live Crawfish & Seafood,7531 Midlothian Tpke,Richmond,VA,23225,United States,,,,,livecrawfishmd@gmail.com,,2021.0,(804) 562-2895,livecrawfishseafoodrva@gmail.com,Creole; Cajun,$$$,Seafood; French Fries
45447,171 Semino22901,50e303046c3aefc6,Sushi King,171 Seminole Ct,Charlottesville,VA,22901,United States,,,,,,,,(434) 978-1199,,Japanese,$$,Smoked Salmon; Seafood; Salads; Sushi; French Fries
45467,9726 Midlo23235,53936e9809593b65,A kitchen,9726 Midlothian Tpke,Richmond,VA,23235,United States,,,,,akitchenasianfood@gmail.com,,,(804) 525-4340,akitchenasianfood@gmail.com,Japanese; Chinese,$,Dumplings; Curry; Ramen; Noodles
45472,15781 WC M23113,4f136a90dddca513,Takara Ramen Westchester,15781 WC Main St,Midlothian,VA,23113,United States,,,,,takarawestchester@gmail.com,,2019.0,(804) 893-4672,takarawestchester@gmail.com,Japanese,$$,Soups; Ramen; French Fries; BBQ; Salads; Sushi; Chicken Wings; Grill; Noodles
45477,11820 Merc23606,586bd44d26c0eac8,Hayashi Sushi & Grill,11820 Merchants Walk,Newport News,VA,23606,United States,Lenny,S,Owner,Owner,,,1995.0,(757) 223-5783,,Japanese,$$,Soups; Sushi
45487,40 Riverto22630,5b86c9adc626f094,China City Buffet,40 Riverton Commons Plz,Front Royal,VA,22630,United States,,,,,karena.zhang@yahoo.com,,2009.0,(540) 636-8889,,Japanese; Chinese,$$,Seafood; Sushi; Noodles
45493,111 W Taze23510,5f2f662333c22a27,Norfolk Seafood Company & Oyster Bar,111 W Tazewell St,Norfolk,VA,23510,United States,Rachel,Morgan,Private party contact,,,,2008.0,(757) 227-6222,manager@norfolkseafoodco.com,Creole; Cajun,$$,Seafood; French Fries
45499,116 S Inde23462,4d2b099628e2a9e9,Sumo Japanese Steak House,116 S Independence Blvd,Virginia Beach,VA,23462,United States,Chong,Yi,Owner,Owner,,,1997.0,(757) 497-6420,,Japanese,$$,Sushi; Steaks
45515,13466 Benn23430,5cce18a99ee323d6,Tokyo & Thai,13466 Benns Church Blvd,Smithfield,VA,23430,United States,Andy,Wei,,,,,2009.0,(757) 365-9988,tokyothaiasian@gmail.com,Japanese; Thai,$$,Hibachi; Smoked Salmon; Seafood; Sushi; Grill; French Fries
45520,13840 Brad20121,782569964cc56b1f,Kazone,13840 Braddock Rd,Centreville,VA,20121,United States,,,,,,,,(571) 404-4080,,Japanese,$$,Donburi; French Fries
45523,133 Colleg24060,6f280b7b7eb7d683,Happy Wok,133 College Ave,Blacksburg,VA,24060,United States,,,,,,,,(540) 552-3186,,Chinese,$,
45527,514 S Van 22304,6b29eb6091d9a4aa,Peking Express,514 S Van Dorn St,Alexandria,VA,22304,United States,,,,,,,1990.0,(703) 823-2828,,Chinese,$$,Soups; Seafood; Chicken; Noodles; French Fries
45535,2388 Plank22401,786904d46ba4663c,Feast Buffet,2388 Plank Rd,Fredericksburg,VA,22401,United States,,,,,,,,(540) 374-1322,,Japanese; Chinese,$$,Salads; Sushi
45560,1860 Laski23454,73f861a447657c64,Mizuno Japanese Restaurant,1860 Laskin Rd,Virginia Beach,VA,23454,United States,Ashley,Wyche,Sushi Chef,Back of the House,,,1995.0,(757) 422-1200,,Japanese,$,Sushi
45563,12515 Jeff23602,75ca4a2f6cf2746f,Volcano hibachi,12515 Jefferson Ave,Newport News,VA,23602,United States,,,,,ezmenu123@gmail.com,,,(757) 968-5180,ezmenu123@gmail.com,Japanese,$$,Hibachi; Smoked Salmon; Sashimi; Sushi; Grill
45583,207 N Kent22601,6d641248bd8bf23e,Chop Stick Cafe,207 N Kent St,Winchester,VA,22601,United States,Tom,Frerotte,Owner,Owner,tjfrerotte@gmail.com,,2009.0,(540) 450-8691,tjfrerotte@gmail.com,Japanese,$$,Smoked Salmon; Sashimi; Sushi; Hamburgers; French Fries
45593,449 S Lynn23452,7106076a9476504c,Ming's Chinese Restaurant,449 S Lynnhaven Rd,Virginia Beach,VA,23452,United States,Alex,Lee,Owner,Owner,,,1984.0,(757) 498-4422,,Chinese,$,
45595,525 E Mark20176,7b1c1dc0361f972b,Red Bar Sushi & Best Thai Kitchen,525 E Market St,Leesburg,VA,20176,United States,,,,,,,,(571) 719-4124,,Japanese,$$,Smoked Salmon; Sushi
45597,1761 Parkv23320,7b4fc948dadf184e,New City Chinese Restaurant,1761 Parkview Dr,Chesapeake,VA,23320,United States,Chen,Ming,Manager,General,,,2004.0,(757) 366-8898,,Chinese,$,Pork; Soups; Seafood; Chicken; Noodles; French Fries; Shrimp
45601,1434 Sams 23320,7aec2bab88e039b0,Judy's Sichuan Cuisine,1434 Sams Dr,Chesapeake,VA,23320,United States,,,,,judyscuisine@yahoo.com,,,(757) 410-5822,judyscuisine@yahoo.com,Chinese,$$,
45613,5960 Kings22315,321fc91e8b92ab0d,Four Seasons Cafe,5960 Kingstowne Towne Ctr,Alexandria,VA,22315,United States,Chun Lin,Zhou,,,,,2008.0,(703) 922-8888,info@fourseasonscafealexandria.com,Chinese,$,Soups; Seafood; Chicken; Noodles; French Fries; Steaks
45626,9127 W Bro23294,2f2eaadf6b33396e,Chao Tian Fu Spicy Hot Pot,9127 W Broad St,Henrico,VA,23294,United States,,,,,,,,(804) 839-8264,,Chinese,$$,Seafood; Hot Pot
45640,15309 Mont22701,21e4d410f425bddd,China Inn,15309 Montanus Dr,Culpeper,VA,22701,United States,,,,,,,,(540) 727-9618,,Chinese,$$,Soups; French Fries
45642,98 N Stone22968,250b19f7761b6292,East Gourmet,98 N Stoneridge Dr,Ruckersville,VA,22968,United States,,,,,,,,(434) 985-2218,,Chinese,$,Seafood; French Fries
45647,6681 Backl22150,2a4e916853f243e6,Hunan Express,6681 Backlick Rd,Springfield,VA,22150,United States,Chieng,Wong,,,,,1993.0,(703) 451-3442,,Japanese; Chinese,$,Soups; Chicken; French Fries; Steaks; Salads; Seafood; Chicken Wings; Grill; Noodles
45648,3081 Nutle22031,26ba4ca199c925f9,California Shabu Shabu,3081 Nutley St,Fairfax,VA,22031,United States,Duke,N,Business Owner,Owner,,,2016.0,(571) 210-2252,californiashabu@gmail.com,Japanese; Chinese,$$,Shabu-Shabu; Soups; Sushi; Hot Pot
45652,371 Indepe23462,396f9ca7083a4e5a,Kanpai Sushi,371 Independence Blvd,Virginia Beach,VA,23462,United States,Bruce,Yi,Owner,Owner,,,1988.0,(757) 499-4448,,Japanese,$$,Sushi
45654,4496 John 23185,3606e2f4b0b874d8,China Wok,4496 John Tyler Hwy,Williamsburg,VA,23185,United States,,,,,,,2009.0,(757) 220-1001,,Chinese,$,
45657,3251 Old L22030,4008236470ace645,Mama Chang,3251 Old Lee Hwy,Fairfax,VA,22030,United States,,,,,,,,(703) 268-5556,,Chinese,$$,
45658,3364 Princ23456,410492d488aefc6c,Peter Chang,3364 Princess Anne Rd,Virginia Beach,VA,23456,United States,,,,,info@peterchangvb.com,,2010.0,(757) 468-2222,info@mysite.com,Chinese,$$,Dim Sum; Soups
45673,811 Villag24210,3d62aa5c64d179f7,Tokyo Japanese Steak House,811 Village Blvd,Abingdon,VA,24210,United States,Sarah,Lam,,,,,2003.0,(276) 676-3209,,Japanese,$$,Steaks
45677,1080 Millw22602,2a0aaeda1a4050dd,Hibachi Grill & Supreme Buffet,1080 Millwood Pike,Winchester,VA,22602,United States,John,Chen,,,,,2011.0,(540) 545-7880,,Chinese,$,Salads; Sushi
45695,135 Spring20170,3292a9f10a0d0f4a,Chopsticks,135 Spring St,Herndon,VA,20170,United States,Sam,Zheng,Manager,General,,,2006.0,(703) 668-9454,,Chinese,$$,Soups; Smoked Salmon; Seafood; Sushi
45700,265 Turkey22963,2425b11c84297f70,Asian Cafe,265 Turkeysag Trl,Palmyra,VA,22963,United States,Feng,di Huang,,,,,2010.0,(434) 591-6640,lu52555930@gmail.com,Japanese; Chinese,$$,Sushi
45705,6601 Midlo23225,219270da5994fc47,Yan Jing,6601 Midlothian Tpke,Richmond,VA,23225,United States,Qq,F,Business Owner,Owner,,,1981.0,(804) 276-7430,contact@yanjingrva.com,Chinese,$$,Seafood; French Fries
45706,9443 Lorto22079,2328c565035ecf6e,Tokyo One,9443 Lorton Market St,Lorton,VA,22079,United States,Robert,Zheng,Manager,General,,,2006.0,(703) 372-1599,,Japanese,$$,Smoked Salmon; Sushi; Steaks
45710,1434 Sams 23320,0d3a15572cdcc78f,Tapioca Go,1434 Sams Dr,Chesapeake,VA,23320,United States,Sarah,C,Business Owner,Owner,,,,(757) 410-3836,tapiocagochesapeake@gmail.com,Taiwanese,$,Smoothies; Cookies
45736,36 Kingsto24083,45e4adbbd843b650,Yo Mian,36 Kingston Dr,Daleville,VA,24083,United States,,,,,,,,(540) 591-5356,,Chinese,$,Noodles
45760,262 Cedar 22180,4cad19732651bc2f,Sushi Koji,262 Cedar Ln SE,Vienna,VA,22180,United States,,,,,joon.spaxel@gmail.com,,,(571) 378-1912,joon.spaxel@gmail.com,Japanese,$$,Sashimi; Sushi
45766,812 E Main24523,44b046883d24970a,Bedford Columns,812 E Main St,Bedford,VA,24523,United States,,,,,info@thebedfordcolumns.com,,,(434) 933-3300,info@thebedfordcolumns.com,Japanese,,
45782,6719 Curra22101,8b112e12aa092d81,Miyagi,6719 Curran St,McLean,VA,22101,United States,Myeong,Dawon,Owner,Owner,,,1988.0,(703) 893-0116,,Japanese,$$,Sushi
45795,3086 Stony23235,81fc8a3cebfd0fa2,Ting's Chinese Restaurant,3086 Stony Point Rd,Richmond,VA,23235,United States,,,,,info@tingsrichmond.com,,,(804) 272-6677,info@tingsrichmond.com,Chinese,$$,Soups; Seafood
45807,10414 Main22030,87977158c7bc6fad,East Wind,10414 Main St,Fairfax,VA,22030,United States,Dong,Dang,,,,,2011.0,(703) 865-6989,eastwindfairfax@gmail.com,Vietnamese; Chinese,$$,Soups; Seafood; Salads; Fried Rice; Pho; Chicken; Noodles
45816,3108 Weste23321,8caa9a21cbc3d96a,Great Wall Chinese Restaurant,3108 Western Branch Blvd,Chesapeake,VA,23321,United States,,,,,,,,(757) 686-9566,,Chinese,$,Soups; Seafood; Fried Rice; French Fries
45828,29 Banks F22406,8c90e95423d669c1,China King,29 Banks Ford Pkwy,Fredericksburg,VA,22406,United States,,,,,,,,(540) 286-0833,,Chinese,$$,
45830,5314 Chamb23227,8e97daa452d0fe26,Flying Dragon,5314 Chamberlayne Rd,Richmond,VA,23227,United States,Faxi,Zaang,Owner,Owner,,,1997.0,(804) 553-1888,info@flyingdragonva.com,Chinese,$,French Fries
45836,721 W 21st23517,9cf47d149ddd32dd,Kotobuki Japanese Restaurant,721 W 21st St,Norfolk,VA,23517,United States,Kinue,Basnight,President,General,,,1999.0,(757) 628-1025,,Japanese,$$,Sushi
45837,450 W Broa22046,9df673bc33524f84,Koi Koi,450 W Broad St,Falls Church,VA,22046,United States,Jackie,Kim,Manager,General,,,2007.0,(703) 237-0101,koikoisushiva@gmail.com,Japanese,$$,Smoked Salmon; Sushi; French Fries
45863,3456 Laude23233,a1739fadc0cdbd16,Hibachi House,3456 Lauderdale Dr,Henrico,VA,23233,United States,,,,,,,,(804) 877-1586,,Japanese,$$,Hibachi; Seafood; Teppanyaki; Grill
45887,5250 Port 22151,b4974270479bb485,Hong Kong Express,5250 Port Royal Rd,Springfield,VA,22151,United States,L. I.,Eddie,Owner,Owner,,,2010.0,(703) 321-8889,,Chinese,$,Seafood; Chicken Wings; French Fries
45911,729 N Main23434,ad8b9925863e9e71,Sapporo,729 N Main St,Suffolk,VA,23434,United States,David,Chent,Owner,Owner,,,2007.0,(757) 539-9968,info@kasaiscottsdale.com,Japanese,$$,Sushi; Steaks
45913,2985 Distr22031,a27d240a6269f903,Sushi Snob,2985 District Ave,Fairfax,VA,22031,United States,,,,,,,,,,Japanese,$$,Sushi
45917,801 Univer24060,a70860756592b339,Sushi Factory,801 University City Blvd,Blacksburg,VA,24060,United States,Seung,Park,,,,,2006.0,(540) 951-2380,,Korean; Japanese,$$,Smoothies; Smoked Salmon; Sashimi; Sushi
45939,1085 Millw22602,8dc47b88cea0eab2,Chinatown Restaurant,1085 Millwood Pike,Winchester,VA,22602,United States,Mo,Chan,Owner,Owner,,,1983.0,(540) 662-0700,info@chinatownwinchester.com,Chinese,$$,Sushi
45943,84 Westlak24101,bec1a03617e0526b,Teriyaki House,84 Westlake Rd,Hardy,VA,24101,United States,,,,,teriyakihousewestlake@gmail.com,,,(540) 719-1141,teriyakihousewestlake@gmail.com,Japanese,$,French Fries
45964,1203 Richm23185,bce79d2fe536b7d8,Peter Chang,1203 Richmond Rd,Williamsburg,VA,23185,United States,,,,,,,2012.0,(757) 345-5829,,Chinese,$$,Seafood
45980,1600 Premi23502,a167bc79196a4dfb,Umi Teriyaki & Sushi,1600 Premium Outlets Blvd,Norfolk,VA,23502,United States,,,,,,,,(757) 447-9487,,Japanese,$,Smoked Salmon; Sushi
45982,2509 Memor24501,a6ecab6792e91948,King House,2509 Memorial Ave,Lynchburg,VA,24501,United States,,,,,,,,(434) 847-8828,,Cantonese; Chinese,$,Soups; Curry; Chicken; French Fries; Steaks; Salads; Seafood; Chicken Wings; Grill; Noodles
45987,109 Volvo 23320,8f2baf54dce3c214,Yama Sushi,109 Volvo Pkwy,Chesapeake,VA,23320,United States,,,,,,,,(757) 410-4000,,Japanese,$$,Sushi
46013,6715 Lowel22101,b4b104877449ca99,Tachibana Japanese Restaurant,6715 Lowell Ave,McLean,VA,22101,United States,Hideo,Yahashi,Owner,Owner,,,1982.0,(703) 847-1771,,Japanese,$$,Seafood; Sushi
46016,409 Old Tu24061,c0ab75649088a6b0,Origami,409 Old Turner St,Blacksburg,VA,24061,United States,,,,,,,,(540) 231-0090,,Japanese,,
46020,839 Greenv24401,bcbfe00640775260,Sakura Japanese,839 Greenville Ave,Staunton,VA,24401,United States,Shou,Lin,,,,,2012.0,(540) 886-3333,,Japanese,$$,Hibachi; Grill; Noodles
46025,3912 Lenox22901,c3a3058af7c0b141,Akira level sushi & ramen,3912 Lenox Ave,Charlottesville,VA,22901,United States,,,,,,,,(434) 422-8982,,Japanese,$$,Smoked Salmon; Seafood; Sushi; Ramen; Noodles; Steaks
46028,3412 Water24502,c2c11ec38015139d,Oishii,3412 Waterlick Rd,Lynchburg,VA,24502,United States,,,,,,,,(434) 239-8828,oishiihibachiandsushi@gmail.com,Japanese,$$,Sushi; Grill
46035,8365 Leesb22182,eb2032751ef8a080,Kusshi Ko,8365 Leesburg Pike,Vienna,VA,22182,United States,,,,,,,,(571) 777-1997,manager@kusshisushi.com,Japanese,$$,Soups; Smoked Salmon; Seafood; Sushi; Curry; Chicken
46036,14067 Nobl22193,ec14bb1cae3995c3,Bon Mange Cuisine,14067 Noblewood Plz,Woodbridge,VA,22193,United States,,,,,bmcgoodeats@gmail.com,,2010.0,(202) 525-7338,bmcgoodeats@gmail.com,Creole; Cajun,$$$,
46060,671 Potoma20176,ee0bbb00e5e894f2,Lin's James Cafe,671 Potomac Station Dr NE,Leesburg,VA,20176,United States,,,,,info@linsjamescafeva.com,,,(703) 669-1526,info@linsjamescafeva.com,Chinese,$,Pork; Soups; Seafood; Chicken; Noodles; French Fries
46087,1901 Carl 22401,e8f62fd8d3999003,Oishi Japanese Cuisine,1901 Carl D Silver Pkwy,Fredericksburg,VA,22401,United States,,,,,ivyz1113@yahoo.com,,,(540) 786-2333,ivyz1113@yahoo.com,Japanese,$$,Soups; Sashimi; French Fries; Hibachi; Salads; Smoked Salmon; Sushi; Grill
46092,400 Newtow23462,cb395c8f7119a8ac,Kyushu Japanese Restaurant,400 Newtown Rd,Virginia Beach,VA,23462,United States,Mitsunori,Ebigasako,Owner,Owner,,,1990.0,(757) 490-1177,kyushujap@gmail.com,Japanese,$$,Soups; Seafood; Salads; Sushi; Chicken
46099,701 E Fran23219,c77123af6c9c4695,Kat's Breakfast & Lunch,701 E Franklin St,Richmond,VA,23219,United States,,,,,,,,(804) 225-8400,,Creole; Cajun,$,Sandwiches; Grill
46104,50 Foresto22554,da5d2738e4889854,Shunxing Chinese Restaurant,50 Foreston Woods Dr,Stafford,VA,22554,United States,,,,,,,,(540) 657-2600,,Chinese,$,Soups; Seafood; Chicken; Noodles; French Fries
46131,7803 Timbe24502,cb7f2ab747b6cc85,Tokyo Japanese Express,7803 Timberlake Rd,Lynchburg,VA,24502,United States,,,,,,,,(434) 832-8088,,Japanese,$,Soups; Hibachi; Fried Rice; Sushi; Grill; Noodles
46134,201 N Main24060,ca138fcf06458c29,Ridiculous Chicken,201 N Main St,Blacksburg,VA,24060,United States,,,,,,,,(540) 739-3562,,Korean; Japanese,$$,Salads; Chicken Wings; Chicken; Ramen; French Fries
46135,5524 Willi24012,c59677cc8768a0bd,Ike's Kitchen,5524 Williamson Rd,Roanoke,VA,24012,United States,,,,,,,,(540) 595-9265,,Japanese,,
46171,979 Provid23464,f5c4fb3520fcf70d,Stir Fry Chinese Restaurant,979 Providence Sq Shopping Ctr,Virginia Beach,VA,23464,United States,,,,,info@stirfrychineseva.com,,2011.0,(757) 467-7700,info@stirfrychineseva.com,Chinese,$,Pork; Soups; Seafood; Chicken; French Fries
46185,9662 Liber20110,dd57d42682ea4bef,Hunan Cafe,9662 Liberia Ave,Manassas,VA,20110,United States,,,,,info@hunancafemanassasva.com,,,(571) 364-8790,info@hunancafemanassasva.com,Chinese,$,
46190,14517 Boyd23841,dd55e876c2d9307c,Kin's Wok,14517 Boydton Plank Rd,Dinwiddie,VA,23841,United States,Linda,James,Owner,Owner,,,2010.0,(804) 469-4188,,Chinese,$,
46200,1400 Kemps23320,f461250be0ca6bfc,Ninja Sushi Bar & Japanese Restaurant,1400 Kempsville Rd,Chesapeake,VA,23320,United States,Andy,C,Business Owner,Owner,,,2011.0,(757) 548-7778,34229605x@gmail.com,Japanese,$$,Smoked Salmon; Sushi
46212,4200 Ports23321,d4f1190b6d28ae60,Chinese Gourmet Express,4200 Portsmouth Blvd,Chesapeake,VA,23321,United States,Pou,Suan,Site Manager,Operations,,,1997.0,(757) 465-5607,,Chinese,$,Seafood; Chicken
