Created Date,Lead Source,Mobile - Primary,Business Phone,Street,Zip/Postal Code,State/Province (text only),Company / Account,Lead Status,Lead Owner,Unqualified Reason,Converted Date,Opportunity Name,Oppt Close Date,Oppt Close Date
3/22/2023,Telemarketer,,(310) 217-1268,15486 S Western Ave,90249,CA,Northern Cafe,SDR Complete,Unqualified Lead Queue,Duplicate
3/22/2023,Telemarketer,,(562) 861-2520,104 Stonewood St,90241,CA,Chinese Gourmet Express,SDR Complete,Unqualified Lead Queue,Not a Restaurant
3/22/2023,Telemarketer,,(562) 806-4646,888 Bicycle Casino Dr,90201,CA,Phoenix CafÃÂ©,SDR Complete,Unqualified Lead Queue,Duplicate
3/22/2023,Marketing Inbound,,(310) 999-0403,8909 Sunset Blvd,90069,CA,Warrior Event Space,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
3/22/2023,Telemarketer,,(424) 382-1234,"10250 Santa Monica Blvd, Ste 2610",90067,CA,Haidilao Hot Pot Century City,SDR Complete,Unqualified Lead Queue,Lead Does Not Have Phone Ordering Business
3/22/2023,Telemarketer,,(310) 390-7849,4135 S Centinela Ave,90066,CA,New Flavors,SDR Complete,Unqualified Lead Queue,Duplicate
3/22/2023,Telemarketer,,(323) 655-6115,8386 Beverly Blvd,90048,CA,Mandarette Chinese Cafe,SDR Complete,Unqualified Lead Queue,Duplicate
3/22/2023,Telemarketer,,(323) 450-9037,"8000 W Sunset Blvd, Ste A110",90046,CA,Wokcano,SDR Complete,Unqualified Lead Queue,Duplicate
3/22/2023,Telemarketer,,(323) 838-5442,4838 Seastern Ave,90040,CA,Thailicious- Commerce,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
3/22/2023,Telemarketer,,(310) 571-3229,"11870 Santa Monica Blvd, Ste 107",90025,CA,Greenview Thai,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
3/22/2023,Telemarketer,,(213) 797-5770,"777 Alameda St, Bldg 1 Ste 114",90021,CA,Kato,SDR Complete,Unqualified Lead Queue,Lead Does Not Have Phone Ordering Business
3/22/2023,Telemarketer,,(213) 628-6996,"338 S Western Ave, Ste D",90020,CA,Odumak,SDR Complete,Unqualified Lead Queue,Duplicate
3/22/2023,Telemarketer,,(323) 332-6176,5263 W Adams Blvd,90016,CA,MIAN | Ã¦Â»â¹Ã¥âÂ³Ã¥Â°ÂÃ©ÂÂ¢,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
3/22/2023,Telemarketer,,(213) 935-8300,"750 N Hill St, Ste F",90012,CA,East Garden Restaurant,SDR Complete,Unqualified Lead Queue,Duplicate
3/22/2023,Telemarketer,,(213) 878-9818,"640 N Broadway, Ste 1",90012,CA,Golden Tree Restaurant,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
3/22/2023,Telemarketer,,(213) 687-7368,937 N Hill St,90012,CA,Ru Chun,SDR Complete,Unqualified Lead Queue,Not a Restaurant
3/22/2023,Telemarketer,,(213) 687-7215,"727 N Broadway, Ste 103",90012,CA,Kim Chuy Restaurant,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
3/22/2023,Telemarketer,,(213) 625-1688,859 N Broadway,90012,CA,Ocean Pacific Restaurant-Permanently closed,SDR Complete,Unqualified Lead Queue,Not a Restaurant
3/22/2023,Telemarketer,,(213) 385-7991,1051 S Alvarado St,90006,CA,Howard's Cafe - closed,SDR Complete,Unqualified Lead Queue,Not a Restaurant
3/22/2023,Telemarketer,,(775) 827-5233,"960 W Moana Ln, Reno",89509,NV,Palais De Jade,SDR Complete,Unqualified Lead Queue,Duplicate
3/22/2023,Telemarketer,,(775) 463-7112,415 N Main St Yerington,89447,NV,China Chef,SDR Complete,Unqualified Lead Queue,Current Client
3/22/2023,Telemarketer,,(775) 428-5858,2183 W Williams Ave,89406,NV,Vn Pho,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
3/22/2023,Telemarketer,,(702) 915-7988,1263 E Silverado Ranch Blvd,89183,NV,Kogi Korean BBQ & Seafood Hotpot,SDR Complete,Unqualified Lead Queue,Lead Does Not Have Phone Ordering Business
3/22/2023,Telemarketer,,(702) 888-3666,"6000 Spring Mountain Rd, Ste 2B",89146,NV,Xiang Wei Xuan,AE Assigned,Unqualified Lead Queue,Cannot Service Cuisine/Menu
3/22/2023,Telemarketer,,(702) 476-4222,"5845 Spring Mountain Rd, Ste 114",89146,NV,U Shabu,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
3/22/2023,Telemarketer,,(702) 445-6665,"5808 Spring Mountain Rd, Ste 103",89146,NV,Chanko Shabu & Izakaya,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
3/22/2023,Telemarketer,,(702) 640-0944,7045 W Ann Rd Ste 110 Las Vegas,89130,NV,Peinto Thai Kitchen,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
3/22/2023,Telemarketer,(917) 981-5937,(646) 945-5000,"66 E San Francisco St, Ste 10",87501,NM,Dumpling Tea & Dim Sum,SDR Complete,Unqualified Lead Queue,Duplicate
3/22/2023,Telemarketer,,(480) 812-2230,"1085 W Queen Creek Rd, Ste 1",85248,AZ,Pei Wei Asian Kitchen,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
3/22/2023,Telemarketer,,(435) 623-1888,1200 N Main St,84648,UT,Oriental Garden,SDR Complete,Unqualified Lead Queue,Current Client
3/22/2023,Telemarketer,,(800) 400-7849,776 N Terminal Dr,84122,UT,Pick Up Stix,SDR Complete,Unqualified Lead Queue,Not a Restaurant
3/22/2023,Telemarketer,,(801) 419-0456,1158 S State St,84111,UT,Royal Hot Pot and BBQ - Permanently closed,SDR Complete,Unqualified Lead Queue,Lead Does Not Have Phone Ordering Business
3/22/2023,Telemarketer,,(801) 363-1977,329 S State St,84111,UT,Red Lotus Bistro,SDR Complete,Unqualified Lead Queue,Duplicate
3/22/2023,Telemarketer,,(801) 531-7010,565 W 200th S,84101,UT,Hong Kong Tea House,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
3/22/2023,Telemarketer,,(801) 657-7719,10622 S Riverfront Pkwy,84095,UT,Oh Shabu Shabu & BBQ,SDR Complete,Unqualified Lead Queue,Not a Restaurant
3/22/2023,Telemarketer,,(385) 416-9978,55 N Fort Ln,84041,UT,Kitty's Family Dumpling,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
3/22/2023,Telemarketer,,(208) 642-9988,"107 N Main St, Payette\\",83661,ID,Jimbo Restaurant - Permanently closed,SDR Complete,Unqualified Lead Queue,Not a Restaurant
3/22/2023,Telemarketer,,(970) 878-3216,1030 Market St,81641,CO,California Wok-Permanently closed,SDR Complete,Unqualified Lead Queue,Not a Restaurant
3/22/2023,Telemarketer,,(970) 926-3050,175 Main St,81632,CO,Henry's Chinese Cafe,SDR Complete,Unqualified Lead Queue,Duplicate
3/22/2023,Telemarketer,,(719) 738-4878,520 Walsen Ave,81089,CO,New Century Chinese Restaurant,SDR Complete,Unqualified Lead Queue,Not a Restaurant
3/22/2023,Telemarketer,,(719) 574-8336,1625 N Union Blvd,80909,CO,New Panda II,SDR Complete,Unqualified Lead Queue,Current Client
3/22/2023,Telemarketer,,(719) 495-8894,7647 McLaughlin Rd,80831,CO,China Recipe R86767,SDR Complete,Unqualified Lead Queue,Not a Restaurant
3/22/2023,Telemarketer,,(720) 552-8420,"1100 Ken Pratt Blvd D, Longmont",80501,CO,P.F. Chang's To Go,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
3/22/2023,Telemarketer,,(303) 342-2000,"8500 PeÃÂ±a Blvd, Concourse C",80249,CO,Big Bowl-机场,SDR Complete,Unqualified Lead Queue,Not a Restaurant
3/22/2023,Telemarketer,,(303) 975-2497,"945 S Federal Blvd, Ste D",80219,CO,Lao Wang Noodle House,SDR Complete,Unqualified Lead Queue,Lead Does Not Have Phone Ordering Business
3/22/2023,Telemarketer,,(303) 831-1313,757 E 20th Ave,80205,CO,Fusion City,SDR Complete,Unqualified Lead Queue,Duplicate
3/22/2023,Telemarketer,,(719) 481-1936,"481 Hwy 105, Ste 201",80132,CO,Columbine Gardens,SDR Complete,Unqualified Lead Queue,Current Client
3/22/2023,Telemarketer,,(303) 346-4329,9352 S Colorado Blvd Littleton,80126,CO,Pei Wei Asian Kitchen,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
3/22/2023,Telemarketer,,(303) 972-6488,"8100 W Crestline Ave, Unit A9",80123,CO,Crazy Pho You,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
3/22/2023,Telemarketer,,(860) 647-7368,575 Main Street,6040,CT,Panda King - Duplicate - LIVE DO NOT CALL - R83557,SDR Complete,Unqualified Lead Queue,Current Client
3/22/2023,Telemarketer,,(720) 927-6688,"300 Nickel St, Ste 1",80020,CO,Truly Asia Broomfield,SDR Complete,Unqualified Lead Queue,Duplicate
3/22/2023,Telemarketer,,(720) 638-3193,"12201 E Mississippi Ave, Ste 125",80012,CO,Aki Asian Hot Pot,SDR Complete,Unqualified Lead Queue,Lead Does Not Have Phone Ordering Business
3/22/2023,Telemarketer,,(303) 750-0059,"1555 S Havana St, Unit C",80012,CO,人间烟火 U&I BBQ,SDR Complete,Unqualified Lead Queue,Duplicate
3/22/2023,Telemarketer,(626) 425-3608,(915) 300-0039,2301 N Zaragoza Rd,79938,TX,Grill Noodles Bar,AE Assigned,Unqualified Lead Queue,Lead Does Not Have Phone Ordering Business
3/22/2023,Telemarketer,,(915) 852-0188,"125 N Kenazo Ave, Ste G",79928,TX,Chinese Gourmet 88 - Permanently closed,SDR Complete,Unqualified Lead Queue,Not a Restaurant
3/22/2023,Telemarketer,,(432) 685-1243,607 N Colorado St,79701,TX,Mister ChipÃ¢â¬â¢s Kitchen & Bar,SDR Complete,Unqualified Lead Queue,Cannot Service Geography
3/22/2023,Telemarketer,,(806) 799-3113,"5510 4th St, Ste 250 Lubbock",79416,TX,China Express,SDR Complete,Unqualified Lead Queue,Current Client
3/22/2023,Telemarketer,,(806) 367-6015,"5641 E Blvd, Ste 300",79107,TX,Asian Spicy,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
3/22/2023,Telemarketer,,(512) 243-8627,"11331 N Lamar Blvd, Ste F",78753,TX,Pho Ha Noi Cuisine,SDR Complete,Unqualified Lead Queue,Agent Language Limitation
3/22/2023,Telemarketer,,(512) 441-9398,"2800 W William Cannon Dr, Ste B Austin",78745,TX,China Hill Restaurant,SDR Complete,Unqualified Lead Queue,Current Client
3/22/2023,Telemarketer,,(678) 687-1167,907 W 24th St,78705,TX,Chef Hong,SDR Complete,Unqualified Lead Queue,Duplicate
3/22/2023,Telemarketer,,(956) 686-2929,1100 S Jackson Rd,78503,TX,Tai Tung Express-Permanently closed,SDR Complete,Unqualified Lead Queue,Not a Restaurant
3/22/2023,Telemarketer,,(361) 814-6888,4110 S Port Ave,78415,TX,New China Cafe,SDR Complete,Unqualified Lead Queue,Duplicate
3/22/2023,Telemarketer,,(361) 500-4455,5506 Saratoga Blvd,78413,TX,Kyoto Sushi & Seafood-Permanently closed,SDR Complete,Unqualified Lead Queue,Not a Restaurant
3/22/2023,Telemarketer,,(361) 655-2282,1220 N Arm Strong,78363,TX,Hot N Spicy Asian Fusion by Spice Station,SDR Complete,Unqualified Lead Queue,Not a Restaurant
3/22/2023,Telemarketer,,(210) 520-0023,8181 Tezel Rd,78250,TX,Lee's Kitchen,SDR Complete,Unqualified Lead Queue,Current Client
3/22/2023,Telemarketer,,(210) 731-2917,"12830 Silicon Dr, Ste 102",78249,TX,Pho Win,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
3/22/2023,Telemarketer,,(210) 462-1388,"6362 De Zavala Rd, Ste 108",78249,TX,Artea,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
3/22/2023,Telemarketer,,(210) 647-5426,"8603 Texas 151 Access Rd, Ste 109",78245,TX,Genghis Grill-Temporarily closed,SDR Complete,Unqualified Lead Queue,Not a Restaurant
3/22/2023,Telemarketer,,(210) 377-4220,5203 Fredericksburg Rd,78229,TX,Beijing Express Restaurant,SDR Complete,Unqualified Lead Queue,Current Client
3/22/2023,Telemarketer,,(210) 599-2200,10606 Perrin Beitel Rd,78217,TX,Lee's Kitchen,SDR Complete,Unqualified Lead Queue,Duplicate
3/22/2023,Telemarketer,,(830) 895-2055,"881 Junction Hwy, River Oaks Shopping Kerrville",78028,TX,China Inn - Permanently closed,SDR Complete,Unqualified Lead Queue,Not a Restaurant
3/22/2023,Telemarketer,,(713) 436-3840,11302 Broadway St Pearland,77584,TX,Pei Wei Asian Kitchen,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
3/22/2023,Telemarketer,,(832) 539-6098,"4899 Hwy 6, Ste 101C",77459,TX,Asia Blue,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
3/22/2023,Telemarketer,,(281) 499-3597,"3340 Fm 1092 Rd, Ste 190",77459,TX,Orient Cafe - Duplicate,SDR Complete,Unqualified Lead Queue,Duplicate
3/22/2023,Telemarketer,,(281) 208-7705,4707 Highway 6,77459,TX,TangraÃ¢â¬â¢s Daughter,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
3/22/2023,Telemarketer,,(281) 717-4134,6356 S Peek Rd,77450,TX,San Eatery,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
3/22/2023,Telemarketer,,(281) 395-9255,532 S Mason Rd,77450,TX,Cafe Asian,SDR Complete,Unqualified Lead Queue,Current Client
3/22/2023,Telemarketer,,(281) 758-0799,12640 Telge Rd,77429,TX,Asian And Mini's Seafood,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
3/22/2023,Telemarketer,,(281) 651-5464,"5200 Fm 2920, Ste 190",77388,TX,Rakuu,SDR Complete,Unqualified Lead Queue,Agent Language Limitation
3/22/2023,Telemarketer,,(281) 855-5700,"8100 Highway 6 N, Ste C",77095,TX,Tao's Kitchen China Inn - Permanently closed,SDR Complete,Unqualified Lead Queue,Current Client
3/22/2023,Telemarketer,,(832) 427-6522,5567 Hwy 6 N,77084,TX,Shin Jin-Permanently closed,SDR Complete,Unqualified Lead Queue,Not a Restaurant
3/22/2023,Telemarketer,,(713) 697-1415,206 W Little York Rd,77076,TX,Timmy Chan Chicken & Rice,SDR Complete,Unqualified Lead Queue,Current Client
3/22/2023,Telemarketer,,(281) 447-4042,"306 W Little York Rd, Food Town Center",77076,TX,China One,SDR Complete,Unqualified Lead Queue,Duplicate
3/22/2023,Telemarketer,,(346) 342-1866,5840 W Sam Houston Pkwy S #140,77072,TX,Shabu Squared,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
3/22/2023,Telemarketer,(832) 607-1375,(832) 252-1888,9013 Westheimer Rd,77063,TX,I Sushi,AE Assigned,Unqualified Lead Queue,Lead Does Not Have Phone Ordering Business
3/22/2023,Telemarketer,,(832) 426-4017,6439 Westheimer Rd,77057,TX,The Monk's,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
3/22/2023,Telemarketer,,(713) 622-3263,5015 Westheimer Rd,77056,TX,China Max - Permanently Closed,SDR Complete,Unqualified Lead Queue,Not a Restaurant
3/22/2023,Telemarketer,,(346) 319-4719,5015 Westheimer Rd,77056,TX,Yong Kang Street - Permanently closed,SDR Complete,Unqualified Lead Queue,Not a Restaurant
3/22/2023,Telemarketer,,(713) 932-6988,1041 Blalock Rd,77055,TX,Golden Oolong Tea - Permanently closed,SDR Complete,Unqualified Lead Queue,Not a Restaurant
3/22/2023,Telemarketer,,(346) 444-5337,1302 Blalock Rd,77055,TX,Shan Hu Chinese Restaurant,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
3/22/2023,Telemarketer,,(713) 973-0044,"10226 Hammerly Blvd, Ste A",77043,TX,Mothers Korean Restaurant,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
3/22/2023,Telemarketer,,(832) 388-6789,6348 Corporate,77036,TX,TJ Food,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
3/22/2023,Telemarketer,,(713) 995-8919,"9600 Bellaire Blvd, Suite 105 Houston",77036,TX,China Gourmet 福州风味小吃,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
3/22/2023,Telemarketer,,(713) 988-9908,9398 Bellaire Blvd,77036,TX,Tan DO Restaurant - Permanently closed,SDR Complete,Unqualified Lead Queue,Not a Restaurant
3/22/2023,Telemarketer,,(713) 484-8085,"9889 Bellaire Blvd, Ste 109",77036,TX,Juice Box,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
3/22/2023,Telemarketer,,(713) 239-0929,"9889 Bellaire Blvd, Ste C-309",77036,TX,Liuyishou Hot Pot,SDR Complete,Unqualified Lead Queue,Lead Does Not Have Phone Ordering Business
3/22/2023,Telemarketer,,(713) 729-3641,12306 Fondren Rd,77035,TX,Wahoo Fish & Wing's,SDR Complete,Unqualified Lead Queue,Not a Restaurant
3/22/2023,Telemarketer,,(832) 767-5402,"600 N Shepherd Dr, Ste 453",77007,TX,Mala Sichuan Bistro,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
3/22/2023,Telemarketer,,(817) 238-7797,6324 Lake Worth Blvd,76135,TX,New Skillman Wok,SDR Complete,Unqualified Lead Queue,Current Client
3/22/2023,Telemarketer,,(409) 283-3888,104 N Magnolia St Woodville,75979,TX,China Cafe,SDR Complete,Unqualified Lead Queue,Not a Restaurant
3/22/2023,Telemarketer,,(903) 330-4122,552 W Main St,75790,TX,不是餐馆,SDR Complete,Unqualified Lead Queue,Not a Restaurant
3/22/2023,Telemarketer,,(469) 580-6838,"12300 Inwood Rd, Ste 180",75244,TX,Onesan Dim Sum & Sushi,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
3/22/2023,Telemarketer,,(972) 231-5088,9780 Walnut St,75243,TX,Hong Kong Che,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
3/22/2023,Telemarketer,,(214) 324-0020,9540 Garland Rd Dallas,75218,TX,Pei Wei Asian Kitchen,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
3/22/2023,Telemarketer,,(214) 339-1900,"1515 N Cockrell Hill Rd, Ste 110",75211,TX,Lucky Rice,SDR Complete,Unqualified Lead Queue,Current Client
3/22/2023,Telemarketer,,(972) 972-8808,"1301 Custer Rd, Ste 450",75075,TX,Tai Zong SI Chuan,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
2/13/2023,Telemarketer,(626) 872-9894,(469) 661-9888,"2901 N Central Expy, Ste 109",75075,TX,ChongQing House,AE Assigned,Unqualified Lead Queue,Agent Language Limitation
3/22/2023,Telemarketer,,(469) 599-0030,"5941 High Point Dr Ste 110, Irving",75038,TX,P.F. Chang's To Go,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
3/22/2023,Telemarketer,,(972) 424-5578,820 W Spring Creek Pkwy,75023,TX,Jade Palace,SDR Complete,Unqualified Lead Queue,Current Client
3/22/2023,Telemarketer,,(469) 678-2200,"1008 Mac Arthur Dr, Ste 110",75007,TX,Manna Shabu,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
3/22/2023,Telemarketer,,(405) 382-1160,1713 N Milt Phillips Ave,74868,OK,Seminole Maple Garden,SDR Complete,Unqualified Lead Queue,Current Client
3/22/2023,Telemarketer,,(918) 497-1015,5954 S Yale Ave Tulsa,74135,OK,Pei Wei Asian Kitchen,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
3/22/2023,Telemarketer,,(917) 833-1178,"7021 S Memorial Dr, Ste 264D",74133,OK,Ruby Thai Kitchen-不是餐馆,SDR Complete,Unqualified Lead Queue,Not a Restaurant
3/22/2023,Telemarketer,,(918) 968-1800,421 W Main St Stroud,74079,OK,Lin Cuisine,SDR Complete,Unqualified Lead Queue,Current Client
3/22/2023,Telemarketer,,(918) 335-1633,1350 SE Washington Blvd,74006,OK,Hunan Chinese Restaurant,SDR Complete,Unqualified Lead Queue,Current Client
3/22/2023,Telemarketer,,(405) 799-7909,"1244 N Martin Luthr Kng Ave, # A",73117,OK,Kit's Chinese Restaurant - Permanently Closed,SDR Complete,Unqualified Lead Queue,Not a Restaurant
3/22/2023,Telemarketer,,(405) 793-0401,805 NW 12th St,73106,OK,Happy House Chinese Restaurant,SDR Complete,Unqualified Lead Queue,Current Client
3/22/2023,Telemarketer,,(405) 509-6677,1042 East 2nd St,73034,OK,Muu Shabu-Temporarily closed,SDR Complete,Unqualified Lead Queue,Not a Restaurant
3/22/2023,Telemarketer,,(870) 203-6188,2304 E Johnson Ave Jonesboro,72401,AR,Chin Chin Express,SDR Complete,Unqualified Lead Queue,Current Client
3/22/2023,Telemarketer,,(870) 675-0089,1255 Cash Rd SW,71701,AR,Hachi Hachi,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
3/22/2023,Telemarketer,,(318) 631-2551,2732 W 70th St,71108,LA,New China,SDR Complete,Unqualified Lead Queue,Current Client
3/22/2023,Telemarketer,,(225) 751-1628,13180 Coursey Blvd Baton Rouge,70816,LA,China House Restaurant,SDR Complete,Unqualified Lead Queue,Current Client
3/22/2023,Telemarketer,,(225) 928-1866,"9387 Cortana Pl, Ste A",70815,LA,Mandarin Express,SDR Complete,Unqualified Lead Queue,Not a Restaurant
3/22/2023,Telemarketer,,(337) 406-0850,"4807 Johnston St, Ste K",70503,LA,Mae Sone Noodle House,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
3/22/2023,Telemarketer,,(985) 867-1318,"109 Crestwood Dr, Ste G",70433,LA,Golden China Chinese Restaurant,SDR Complete,Unqualified Lead Queue,Current Client
3/22/2023,Telemarketer,,(504) 582-9060,1300 Magazine St,70130,LA,Blue Giant,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
3/22/2023,Telemarketer,,(504) 533-9166,802 Nashville Ave,70115,LA,Wishing Town Bakery Cafe,SDR Complete,Unqualified Lead Queue,Not a Restaurant
3/22/2023,Telemarketer,,(308) 237-0168,"5011 2nd Ave, Ste 56",68847,NE,Imperial Palace Express - Permanently Closed,SDR Complete,Unqualified Lead Queue,Not a Restaurant
3/22/2023,Telemarketer,,(402) 465-0333,"3255 Cornhusker Hwy, Ste B6",68504,NE,Mr Hui's,SDR Complete,Unqualified Lead Queue,Current Client
3/22/2023,Telemarketer,,(785) 738-4288,502 E Hwy 24 Beloit,67420,KS,China House,SDR Complete,Unqualified Lead Queue,Not a Restaurant
4/4/2023,Telemarketer,9054155782x782 comp ph: 1-888-612-7551,(201) 288-3713,8 Teterboro Landing Dr Suite A-6,7608,NJ,Sarku Japan,AE Assigned,Unqualified Lead Queue,Lead Does Not Have Phone Ordering Business
4/4/2023,Telemarketer,,(201) 267-0527,"1400 Anderson Ave, Ste 2",7024,NJ,Star Cuisine,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
4/4/2023,Telemarketer,,(201) 267-0222,200 Greene St,7302,NJ,DOMODOMO Jersey City,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
4/4/2023,Telemarketer,,(201) 266-6252,33 Riveredge Rd,7670,NJ,Miso Teriyaki,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
4/4/2023,Marketing Inbound,(314) 440-2794,,9626 olive blvd.,,MO,Tai ke shabu shabu-没做餐馆了,SDR Complete,Unqualified Lead Queue,Not a Restaurant
4/3/2023,Enterprise AE,,(608) 253-0775,110 N Wisconson Dells Pkwy,53940,WI,HuHot Mongolian Grill,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
3/31/2023,AE Sourced,(603) 986-8450,(603) 752-2260,30 Mechanic St,3570,NH,Golden Pizza House,AE Assigned,Unqualified Lead Queue,Cannot Service Cuisine/Menu
3/30/2023,Enterprise AE,,(214) 915-8858,4080 Belt Line Rd,75001,TX,Red Crab Juicy Seafood,SDR Complete,Unqualified Lead Queue,Duplicate
3/30/2023,Enterprise AE,,(302) 533-7424,1000 Churchmans Rd,19713,DE,Crab Du Jour - Newark,SDR Complete,Unqualified Lead Queue,Lead Does Not Have Phone Ordering Business
3/30/2023,Enterprise AE,,(718) 996-8888,3015 Stillwell Ave,11224,NY,Crab Du Jour - Coney Island - Permanently closed,SDR Complete,Unqualified Lead Queue,Duplicate
3/30/2023,Enterprise AE,,(718) 484-7568,1126 Broadway,11221,NY,Juicy King Crab Express,SDR Complete,Unqualified Lead Queue,Current Client
3/30/2023,Enterprise AE,,(210) 888-1598,4987 NW Lp 410,78229,TX,Hook & Reel Cajun Seafood & Bar,SDR Complete,Unqualified Lead Queue,Duplicate
3/30/2023,Enterprise AE,,(713) 943-7742,11013 Fuqua St,77089,TX,7Spice,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
3/27/2023,Marketing Inbound,(914) 602-8571,(203) 939-9988,120 Washington st,6854,CT,Enchanted Szechuan,SDR Complete,Unqualified Lead Queue,Duplicate
3/24/2023,CSM Referral,(718) 887-1350,(609) 266-9900,3628 Brigantine Blvd #1026,8203,NJ,"Yuki Hana R85519 - duplicated, DO NOT CALL",AE Assigned,Unqualified Lead Queue,Current Client
3/22/2023,Telemarketer,,(707) 434-8808,"1305 Gateway Blvd, Ste E7",94533,CA,Noodle House,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
3/22/2023,Telemarketer,,(707) 429-1181,219 Texas St,94533,CA,Mandarin Restaurant & Lounge,SDR Complete,Unqualified Lead Queue,Duplicate
3/22/2023,Telemarketer,,(925) 287-8899,2642 Rd,94523,CA,Dragon's Spring Restaurant,AE Assigned,Unqualified Lead Queue,Duplicate
3/22/2023,Telemarketer,,(925) 390-5779,"5421 Lone Tree Way, Ste 103",94513,CA,88 Bao Bao,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
3/22/2023,Telemarketer,,(650) 336-1888,111 E 4th Ave,94401,CA,Dough Zone - San Mateo,SDR Complete,Unqualified Lead Queue,Lead Does Not Have Phone Ordering Business
3/22/2023,Telemarketer,,(650) 853-1238,2710 Middlefield Rd,94306,CA,Indochine,SDR Complete,Unqualified Lead Queue,Duplicate
3/22/2023,Telemarketer,,(650) 849-2000,3781 El Camino Real,94306,CA,Da Sichuan Bistro,SDR Complete,Unqualified Lead Queue,Duplicate
3/22/2023,Telemarketer,,(650) 251-9062,3691 El Camino Real,94306,CA,Hong Kong Restaurant,SDR Complete,Unqualified Lead Queue,Duplicate
3/22/2023,Telemarketer,,(415) 989-2038,684 Broadway,94133,CA,Broadway Dim Sum Cafe,SDR Complete,Unqualified Lead Queue,Duplicate
3/22/2023,Telemarketer,,(415) 982-6020,1300 Stockton St,94133,CA,Yuet Lee,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
3/22/2023,Telemarketer,,(415) 982-2400,845 Jackson St,94133,CA,Chinese Hospital Cafeteria-医院,SDR Complete,Unqualified Lead Queue,Not a Restaurant
3/22/2023,Telemarketer,,(415) 834-9388,648 Pacific Ave,94133,CA,Yin Du Wonton Noodle,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
3/22/2023,Telemarketer,,(415) 757-0120,615 Jackson St,94133,CA,Begoni Bistro,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
3/22/2023,Telemarketer,,(415) 433-5571,1125 Stockton Street,94133,CA,Wing Sing Dim Sum,SDR Complete,Unqualified Lead Queue,Not a Restaurant
