Created Date,Lead Source,Company / Account,Business Phone,Mobile - Primary,Street,Zip/Postal Code,State/Province (text only),Lead Status,Lead Owner,Unqualified Reason,Converted Date,Opportunity Name,Oppt Close Date
4/4/2023,Telemarketer,Kobe Teppanyaki,(801) 476-8889,,6024 S 1550th E,84405,UT,SDR Complete,Unqualified Lead Queue,Cannot Service Geography
4/4/2023,Telemarketer,Gohei,(347) 584-4579,,934 3rd Ave,11232,NY,SDR Complete,Unqualified Lead Queue,Duplicate
4/4/2023,Telemarketer,Umi Sushi And Lounge,(347) 542-4759,,"4508 Parsons Blvd, Fl 1",11355,NY,SDR Complete,Unqualified Lead Queue,Lead Does Not Have Phone Ordering Business
4/4/2023,Telemarketer,Nurlan Uyghur Restaurant,(347) 542-3324,,43-39 Main St,11355,NY,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
4/4/2023,Telemarketer,Lifting Noodles,(346) 867-6405,,2503 Bagby St Houston,77006,TX,SDR Complete,Unqualified Lead Queue,Duplicate
4/4/2023,Telemarketer,Blue Sushi Sake Grill,(346) 816-2583,,600 North Shepherd Dr,77007,TX,SDR Complete,Unqualified Lead Queue,Cannot Service Geography
4/4/2023,Telemarketer,Hibachi Bros,(346) 732-8303,,4501 Almeda Rd,77044,TX,SDR Complete,Unqualified Lead Queue,Cannot Service Geography
4/4/2023,Telemarketer,SushiBoxx,(337) 602-1096,,"4720 Nelson Rd, Ste130",70605,LA,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
4/4/2023,Telemarketer,Red Apple - Permanently closed,(337) 476-8558,,120 Benoit Ln,70663,LA,SDR Complete,Unqualified Lead Queue,Not a Restaurant
4/4/2023,Telemarketer,Asia-Casino,(337) 395-7430,,"777 Ave LAuberge, Lauberge Casino Hotel",70601,LA,SDR Complete,Unqualified Lead Queue,Not a Restaurant
4/4/2023,Telemarketer,Midori III,(336) 992-0229,,428-F N Main St,27284,NC,SDR Complete,Unqualified Lead Queue,Duplicate
4/4/2023,Telemarketer,Chiang Mai Thai,(336) 815-8018,,4613 Yadkinville Rd,27040,NC,SDR Complete,Unqualified Lead Queue,Duplicate
4/4/2023,Telemarketer,Okoku,(336) 612-5437,,1110 S Scales St,27320,NC,SDR Complete,Unqualified Lead Queue,Not a Restaurant
4/4/2023,Telemarketer,Little Ari's Japanese Kitchen,(336) 542-0156,,4129 Spring Garden St Greensboro,27407,NC,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
4/4/2023,Telemarketer,Poke Bowl Sushi Burritos & Boba - Fairhope,(334) 830-7506,,74 Plantation Pointe Rd,36532,AL,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
4/4/2023,Telemarketer,Hanamaru,(801) 395-0329,,357E 37th St,84405,UT,SDR Complete,Unqualified Lead Queue,Lead Does Not Have Phone Ordering Business
4/4/2023,Telemarketer,Zao Asian Cafe - phone machine,(801) 331-8779,,"1249 E Main St, Ste 100",84043,UT,SDR Complete,Unqualified Lead Queue,Not a Restaurant
4/4/2023,Telemarketer,Zao Asian Cafe,(801) 290-2797,,5263 S State St,84107,UT,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
4/4/2023,Telemarketer,The Happy Sumo,(801) 225-9100,,"4801 N University Ave, Provo",84605,UT,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
4/4/2023,Telemarketer,Quickway Japanese Hibachi,(800) 996-3587,,905 Washington Blvd,20707,MD,SDR Complete,Unqualified Lead Queue,Duplicate
4/4/2023,Telemarketer,Lucky Wins,(800) 843-4753,,100 Ave,70669,LA,SDR Complete,Unqualified Lead Queue,Not a Restaurant
4/4/2023,Telemarketer,Pacific Grill,(800) 822-9466,,12223 New York Ranch Rd Jackson Rancheria Casini Resort Jackson,95642,CA,SDR Complete,Unqualified Lead Queue,Not a Restaurant
4/4/2023,Telemarketer,Krispy Rice,(800) 746-2884,,385 NE 79th St,33138,FL,SDR Complete,Unqualified Lead Queue,Not a Restaurant
4/4/2023,Telemarketer,Krispy Rice,(800) 746-2884,,1324 SW 1st Ave,33130,FL,SDR Complete,Unqualified Lead Queue,Duplicate
4/4/2023,Telemarketer,Sushiato,(800) 667-0781,,385 NE 79th St,33138,FL,SDR Complete,Unqualified Lead Queue,Duplicate
4/4/2023,Telemarketer,Yaamava' Resort & Casino,(800) 359-2464,,"777 San Manuel Blvd, Level 1, ""Yaamava Resort & Casino""",92346,CA,SDR Complete,Unqualified Lead Queue,Not a Restaurant
4/4/2023,Telemarketer,OMAKAI sushi,(786) 786-2456,(206) 331-7126,18831 Biscayne Blvd,33180,FL,SDR Complete,Unqualified Lead Queue,Not a Restaurant
4/4/2023,Telemarketer,KOA Poke,(786) 766-9993,,10728 NW 74th St,33178,FL,SDR Complete,Unqualified Lead Queue,Lead Does Not Have Phone Ordering Business
4/4/2023,Telemarketer,Sushi Runner,(786) 713-5284,,17331 South Dixie Highway,33157,FL,SDR Complete,Unqualified Lead Queue,Not a Restaurant
4/4/2023,Telemarketer,Sushi Club 305,(786) 614-5859,,2626 NE 2nd Ave,33137,FL,SDR Complete,Unqualified Lead Queue,Duplicate
4/4/2023,Telemarketer,Bunny Sushi Gastro Bar,(786) 448-6641,,"10505 NW 112th Ave, Ste 8",33178,FL,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
4/4/2023,Telemarketer,MOMI Ramen,(786) 391-2392,,5 SW 11th St,33130,FL,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
4/4/2023,Telemarketer,SUGARCANE raw bar grill,(786) 369-0353,,3252 NE 1st Ave,33137,FL,SDR Complete,Unqualified Lead Queue,Cannot Service Geography
4/4/2023,Telemarketer,Ramen Guys,(786) 360-4001,,2611 N Ave,33137,FL,SDR Complete,Unqualified Lead Queue,Duplicate
4/4/2023,Telemarketer,Sushi MAS - Wynwood,(786) 360-4001,,2611 N Ave,33127,FL,SDR Complete,Unqualified Lead Queue,Duplicate
4/4/2023,Telemarketer,Azabu Miami Beach,(786) 276-0520,,"161 Ocean Dr, Inside Azabu",33139,FL,SDR Complete,Unqualified Lead Queue,Duplicate
4/4/2023,Telemarketer,Mikata Japanese Steak House & Sushi Bar,(334) 673-9966,,4600 Montgomery Hwy,36303,AL,SDR Complete,Unqualified Lead Queue,Lead Does Not Have Phone Ordering Business
4/4/2023,Telemarketer,Sashimi Express,(332) 259-2762,,226 E 78th St,10075,NY,SDR Complete,Unqualified Lead Queue,Duplicate
4/4/2023,Telemarketer,Project Sushi,(330) 661-0117,,3579 Rd,44256,OH,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
4/4/2023,Telemarketer,Hibachi Xpress Brown,(330) 615-7221,,935 Brown St,44311,OH,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
4/4/2023,Telemarketer,Osaka Japan Grille,(330) 339-1915,,"400 Mill Ave SE, Ste 601",44663,OH,SDR Complete,Unqualified Lead Queue,Cannot Service Geography
4/4/2023,Telemarketer,Thai Market,(325) 695-3830,,5815 Texas Ave,79605,TX,SDR Complete,Unqualified Lead Queue,Cannot Service Geography
4/4/2023,Telemarketer,Pao Pak Noodle Bar,(323) 988-5668,,5445 Hollywood Blvd Unit A Los Angeles,90027,CA,SDR Complete,Unqualified Lead Queue,Cannot Service Geography
4/4/2023,Telemarketer,Chibiscus Asian Cafe,(323) 977-9877,,7361 W Sunset Blvd,90046,CA,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
4/4/2023,Telemarketer,Ra-Ra-Ramen,(323) 874-4692,,1655 N La Brea Ave,90028,CA,SDR Complete,Unqualified Lead Queue,Duplicate
4/4/2023,Telemarketer,Poke Me,(323) 815-1566,,1244 Westwood Blvd,90024,CA,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
4/4/2023,Telemarketer,The Izaka-Ya by Katsu-Ya West Hollywood-YOGA,(323) 782-9536,,8420 W.3rd St. Los Angeles,90048,CA,SDR Complete,Unqualified Lead Queue,Not a Restaurant
4/4/2023,Telemarketer,Oji Sushi & Sake Bar,(323) 728-6000,,800 W Beverly Blvd,90640,CA,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
4/4/2023,Telemarketer,Nori Sushi,(781) 843-1600,,South Shore Plaza Food Court,2184,MA,SDR Complete,Unqualified Lead Queue,Lead Does Not Have Phone Ordering Business
4/4/2023,Telemarketer,Sakura Japanese Restaurant,(781) 721-4608,,910 Main St,1890,MA,SDR Complete,Unqualified Lead Queue,Duplicate
4/4/2023,Telemarketer,El Jefe's Cantina,(775) 786-5700,,"500 N Sierra St, Fl 2 Reno",89503,NV,SDR Complete,Unqualified Lead Queue,Not a Restaurant
4/4/2023,Telemarketer,Sushi Sake,(775) 786-5700,,345 N Virginia St,89501,NV,SDR Complete,Unqualified Lead Queue,Duplicate
4/4/2023,Telemarketer,Oishi Sushi,(775) 515-4375,,111 E Telegraph St,89701,NV,SDR Complete,Unqualified Lead Queue,Lead Does Not Have Phone Ordering Business
4/4/2023,Telemarketer,Ten Yen Restaurant-Temporarily closed,(774) 209-3160,,"56 Main St, Unit A",2653,MA,SDR Complete,Unqualified Lead Queue,Not a Restaurant
4/4/2023,Telemarketer,YATAI Asian Street Food,(773) 961-8000,,6230 N Broadway St,60660,IL,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
4/4/2023,Telemarketer,Pokiology,(773) 961-7624,,"4600 N Magnolia Ave, Ste C",60640,IL,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
4/4/2023,Telemarketer,Hotto Bento,(323) 524-5955,,"11419 Santa Monica Blvd, Until 20",90025,CA,SDR Complete,Unqualified Lead Queue,Duplicate
4/4/2023,Telemarketer,Susuru Ramen Bar,(323) 522-3652,,5179 Hollywood Blvd,90027,CA,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
4/4/2023,Telemarketer,Pagoda Bar at Yamashiro Hollywood,(323) 466-5125,,"1999 N Sycamore Ave, Los Angeles",90068,CA,SDR Complete,Unqualified Lead Queue,Duplicate
4/4/2023,Telemarketer,Kaiyo Roll,(323) 433-7115,,707 N Stanley Ave,90046,CA,SDR Complete,Unqualified Lead Queue,Duplicate
4/4/2023,Telemarketer,Ken's Ramen,(323) 426-9988,,775 N Virgil Ave,90029,CA,SDR Complete,Unqualified Lead Queue,Not a Restaurant
4/4/2023,Telemarketer,Omakase Osen,(323) 426-9455,,3503 Sunset Blvd,90026,CA,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
4/4/2023,Telemarketer,Crazy Rich Asian Foods,(323) 402-0877,,1842 W Washington Blvd,90007,CA,SDR Complete,Unqualified Lead Queue,Duplicate
4/4/2023,Telemarketer,Fiish Sushi-Temporarily closed,(323) 272-2262,,"8820 Washington Blvd, Shop 101",90232,CA,SDR Complete,Unqualified Lead Queue,Not a Restaurant
4/4/2023,Telemarketer,Thai Thai Sushi Bar - Cocoa,(321) 631-8228,,100 Harrison St,32922,FL,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
4/4/2023,Telemarketer,Tai Ho Japanese Steak Seafood & Sushi,(321) 453-8013,,125 E Cswy,32952,FL,SDR Complete,Unqualified Lead Queue,Not a Restaurant
4/4/2023,Telemarketer,Kura Revolving Sushi Bar,(321) 401-6777,,11579 Regency Village Dr,32821,FL,SDR Complete,Unqualified Lead Queue,Lead Does Not Have Phone Ordering Business
4/4/2023,Telemarketer,TK Sushi,(320) 282-8033,,4101 W Division St,56387,MN,SDR Complete,Unqualified Lead Queue,Not a Restaurant
4/4/2023,Telemarketer,Teriyaki Madness-Permanently closed,(319) 753-2695,,"1035 Lawrence Dr, Ste 108",52601,IA,SDR Complete,Unqualified Lead Queue,Not a Restaurant
4/4/2023,Telemarketer,Ramen Belly,(319) 569-1057,,1010 Martin St,52245,IA,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
4/4/2023,Telemarketer,MIX Sushi & Kitchen - Marion,(319) 200-1028,,1138 7th Ave,52302,IA,SDR Complete,Unqualified Lead Queue,Duplicate
4/4/2023,Telemarketer,Hana,(318) 797-1668,,Gator Ave,71105,LA,SDR Complete,Unqualified Lead Queue,Duplicate
4/4/2023,Telemarketer,Sushi Payce,(773) 687-9394,,1417 West Fullerton Avenue,60614,IL,SDR Complete,Unqualified Lead Queue,Lead Does Not Have Phone Ordering Business
4/4/2023,Telemarketer,Kraken Sushi & Beyond,(773) 681-0292,,4022 N Western Ave,60618,IL,SDR Complete,Unqualified Lead Queue,Lead Does Not Have Phone Ordering Business
4/4/2023,Telemarketer,Samunprai Thai and Sushi Bar - Permanently Closed,(772) 429-7729,,4903 S US Hwy 1,34945,FL,SDR Complete,Unqualified Lead Queue,Not a Restaurant
4/4/2023,Telemarketer,Kork,(772) 245-8182,,11970 SE Dixie Hwy,33455,FL,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
4/4/2023,Telemarketer,Suk Kho Thai,(772) 207-7850,,742 SW Bayshore Blvd Port St,34983,FL,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
4/4/2023,Telemarketer,Sushi Hayakawa,(770) 986-0010,,"5979 Buford Hwy, Ste A-10",30340,GA,SDR Complete,Unqualified Lead Queue,Lead Does Not Have Phone Ordering Business
4/4/2023,Telemarketer,L.A Sushi,(770) 888-8030,,"4090 Johns Creek Pkwy, Ste B",30024,GA,SDR Complete,Unqualified Lead Queue,Duplicate
4/4/2023,Telemarketer,AZN Sandwich Bar,(770) 703-7748,,790 Glynn St S,30214,GA,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
4/4/2023,Telemarketer,The Bowl,(770) 702-1129,,369 Cobb Pkwy S,30062,GA,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
4/4/2023,Telemarketer,Avinya Indian Cuisine,(770) 702-0796,,"4290 Bells Ferry Rd, Ste 122",30144,GA,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
4/4/2023,Telemarketer,Atami Grill & Sushi,(770) 693-8260,,"3600 Dallas Hwy, Ste 140",30064,GA,SDR Complete,Unqualified Lead Queue,Current Client
4/4/2023,Telemarketer,JINYA Ramen Bar - Alpharetta,(770) 609-8238,,401 S Broad St Space 4A,30009,GA,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
4/4/2023,Telemarketer,Daruma Japanese Steakhouse,(770) 489-1285,,9300 The Landing Dr,30135,GA,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
4/4/2023,Telemarketer,Hissho Sushi,(770) 423-6000,,1000 Chastain Rd,30144,GA,SDR Complete,Unqualified Lead Queue,Lead Does Not Have Phone Ordering Business
4/4/2023,Telemarketer,Rock n Roll Sushi,(770) 407-8496,,"794 GA-96, Ste 102",31005,GA,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
4/4/2023,Telemarketer,Rice n' Pie,(770) 302-0320,,"3980 Peachtree Industrial Blvd, Ste 800",30096,GA,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
4/4/2023,Telemarketer,Ceviche Seafood House,(763) 898-3008,,"3500 Vicksburg Ln N, Ste 500",55447,MN,SDR Complete,Unqualified Lead Queue,Not a Restaurant
4/4/2023,Telemarketer,Lemon Grass Thai Cuisine-Permanently closed,(763) 494-8809,,8600 Edinburgh Center Dr,55443,MN,SDR Complete,Unqualified Lead Queue,Not a Restaurant
4/4/2023,Telemarketer,Ichiddo Ramen - Coon Rapids,(763) 205-6910,,"12465 Riverdale Blvd NW, Ste A",55433,MN,SDR Complete,Unqualified Lead Queue,Lead Does Not Have Phone Ordering Business
4/4/2023,Telemarketer,Choice Superfood Bar & Juicery - Carlsbad,(760) 994-0013,,430 Village Dr,92008,CA,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
4/4/2023,Telemarketer,Kyoto Gift and Food-Japanese grocery store,(760) 757-5456,,"559 Greenbrier Dr, Ste A",92054,CA,SDR Complete,Unqualified Lead Queue,Not a Restaurant
4/4/2023,Telemarketer,Mikko Sushi - Permanently closed,(760) 730-0088,,1025 Village Dr,92008,CA,SDR Complete,Unqualified Lead Queue,Not a Restaurant
4/4/2023,Telemarketer,Thai One On,(760) 487-5225,,7750 Rancho Sante Fe,92009,CA,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
4/4/2023,Telemarketer,Kona Jacks Fish Market & Sushi Bar,(317) 843-1609,,9419 N Meridian St,46260,IN,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
4/4/2023,Telemarketer,Daddy Jack's Restaurant & Bar,(317) 843-1609,,9419 N Meridian St,46260,IN,SDR Complete,Unqualified Lead Queue,Duplicate
4/4/2023,Telemarketer,One World Market of Indiana-Market,(317) 842-3442,,8466 Castleton Corner Dr,46250,IN,SDR Complete,Unqualified Lead Queue,Not a Restaurant
4/4/2023,Telemarketer,Queen Eggroll,(317) 286-7049,,"773 E Main St, Ste 3",46112,IN,SDR Complete,Unqualified Lead Queue,Not a Restaurant
4/4/2023,Telemarketer,Glaze Teriyaki Grill,(415) 942-8304,,390 El Camino Real,94002,CA,SDR Complete,Unqualified Lead Queue,Duplicate
4/4/2023,Telemarketer,Tonton Restaurant,(415) 874-9664,,422 Geary St,94102,CA,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
4/4/2023,Telemarketer,Sato Omakase,(415) 851-8830,,1122 Post St,94109,CA,SDR Complete,Unqualified Lead Queue,Duplicate
4/4/2023,Telemarketer,Sushi Ez,(415) 812-0722,,6903 Geary Blvd,94121,CA,SDR Complete,Unqualified Lead Queue,Not a Restaurant
4/4/2023,Telemarketer,Kurotaka Ramen,(415) 800-1097,,"5730 NFirst St, Ste114",93710,CA,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
4/4/2023,Telemarketer,The Grubbies,(415) 757-0887,,123 2nd St San Francisco,94105,CA,SDR Complete,Unqualified Lead Queue,Duplicate
4/4/2023,Telemarketer,Cho Cho San,(818) 981-4664,,4928 Balboa Blvd,91316,CA,SDR Complete,Unqualified Lead Queue,Agent Language Limitation
4/4/2023,Telemarketer,Menya Tatsujin - Permanently closed,(818) 956-5550,,"1023 E Colorado St, Ste D",91205,CA,SDR Complete,Unqualified Lead Queue,Not a Restaurant
4/4/2023,Telemarketer,Sushi Story,(818) 945-5478,,120 S Brand Blvd,91204,CA,SDR Complete,Unqualified Lead Queue,Not a Restaurant
4/4/2023,Telemarketer,Rice Balls of Fire,(818) 900-8589,,( N0 ADDRESS ),91403,CA,SDR Complete,Unqualified Lead Queue,Duplicate
4/4/2023,Telemarketer,Hungry Crowd,(818) 853-7858,,10140 Riverside Dr,91602,CA,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
4/4/2023,Telemarketer,Kuru Kuru Sushi,(818) 848-3355,,521 N Hollywood Way,91505,CA,SDR Complete,Unqualified Lead Queue,Agent Language Limitation
4/4/2023,Telemarketer,Kai Ramen North Hollywood,(818) 821-3776,,5200 Lankershim Blvd,91601,CA,SDR Complete,Unqualified Lead Queue,Not a Restaurant
4/4/2023,Telemarketer,TAP The Asian Project,(818) 736-5037,,"1001 N San Fernando Blvd, Unit 130",91504,CA,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
4/4/2023,Telemarketer,Yogis Grill,(818) 710-1641,,4904 Topanga Canyon Blvd,91364,CA,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
4/4/2023,Telemarketer,Sansei,(818) 709-2168,,"9301 Tampa Ave, Unit Fc2",91324,CA,SDR Complete,Unqualified Lead Queue,Not a Restaurant
4/4/2023,Telemarketer,Sushi-Bar,(818) 646-6506,,"16101 Ventura Blvd, Ste 242",91436,CA,SDR Complete,Unqualified Lead Queue,Duplicate
4/4/2023,Telemarketer,Gokoku Vegetarian Ramen Shop,(818) 505-8113,,4147 Lankershim Blvd,91602,CA,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
4/4/2023,Telemarketer,Kahuna Tiki Tu,(818) 452-9600,,12600 Riverside Dr,91607,CA,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
4/4/2023,Telemarketer,J.F.C Japanese Fried Chicken,(415) 741-7993,,3760 S Centinela Ave,90066,CA,SDR Complete,Unqualified Lead Queue,Duplicate
4/4/2023,Telemarketer,Eat JFC,(415) 741-7993,,635 N Broadway Los Angeles,90012,CA,SDR Complete,Unqualified Lead Queue,Duplicate
4/4/2023,Telemarketer,Sancha Sushi,(415) 640-8789,,1224 Grant Ave,94133,CA,SDR Complete,Unqualified Lead Queue,Not a Restaurant
4/4/2023,Telemarketer,Benihana,(415) 563-4844,,1737 Post St,94115,CA,SDR Complete,Unqualified Lead Queue,Duplicate
4/4/2023,Telemarketer,O-Toro Sushi,(415) 553-3986,,205 Oak St,94102,CA,SDR Complete,Unqualified Lead Queue,Duplicate
4/4/2023,Telemarketer,HRD,(415) 543-2355,,521A 3rd St,94107,CA,SDR Complete,Unqualified Lead Queue,Not a Restaurant
4/4/2023,Telemarketer,Crazy Curry,(415) 483-2691,,407 Old County Rd,94002,CA,SDR Complete,Unqualified Lead Queue,Not a Restaurant
4/4/2023,Telemarketer,Pokeworks,(415) 432-8898,,"50 Fremont St, Ste R2A",94105,CA,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
4/4/2023,Telemarketer,Blue Fin Sushi & Lounge,(415) 387-2441,,1814 Clement St,94121,CA,SDR Complete,Unqualified Lead Queue,Duplicate
4/4/2023,Telemarketer,Kunugi Noodle,(415) 349-9680,,1010 Metro Center Blvd,94404,CA,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
4/4/2023,Telemarketer,Kunugi Noodle,(415) 349-9680,,524 37th Ave,94116,CA,SDR Complete,Unqualified Lead Queue,Duplicate
4/4/2023,Telemarketer,Kunugi Noodle,(415) 349-9680,,11 Old County Rd,94005,CA,SDR Complete,Unqualified Lead Queue,Duplicate
4/4/2023,Telemarketer,Artisan Ramen,(414) 888-8800,,530 E Mason St,53202,WI,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
4/4/2023,Telemarketer,Thainamite Brady,(414) 837-6280,,932 E Brady St,53202,WI,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
4/4/2023,Telemarketer,Modern Maki,(414) 737-1191,,636 S 6th St,53204,WI,SDR Complete,Unqualified Lead Queue,Not a Restaurant
4/4/2023,Telemarketer,Veterans Canteen Service,(414) 384-2000,,5000 W National Ave,53295,WI,SDR Complete,Unqualified Lead Queue,Not a Restaurant
4/4/2023,Telemarketer,An Ox Cafe,(414) 336-0064,,7411 W Hampton Ave,53218,WI,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
4/4/2023,Telemarketer,ToriYen Sushi Ramen Japanese Restaurant,(818) 352-5515,,7406 Foothill Blvd,91042,CA,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
4/4/2023,Telemarketer,JOEY Woodland Hills,(818) 340-5639,,"6344 Topanga Canyon Blvd, Ste 1010",91367,CA,SDR Complete,Unqualified Lead Queue,Cannot Service Geography
4/4/2023,Telemarketer,Sweetfin,(818) 308-1900,,4001 W Riverside Dr,91505,CA,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
4/4/2023,Telemarketer,AJ Noodles,(818) 248-2488,,4121 Pennsylvania Ave,91214,CA,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
4/4/2023,Telemarketer,Kopan Sushi & Ramen Bar - Glendale,(818) 242-0505,,126 N Brand Blvd,91203,CA,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
4/4/2023,Telemarketer,PokiTomik,(818) 210-0202,,12902 Victory Blvd,91601,CA,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
4/4/2023,Telemarketer,Hibachi Master,(817) 899-0009,,640 N Preston,75078,TX,SDR Complete,Unqualified Lead Queue,Agent Language Limitation
4/4/2023,Telemarketer,Nagoya Japanese Restaurant,(817) 466-3688,,1155 W Arbrook Blvd,76015,TX,SDR Complete,Unqualified Lead Queue,Duplicate
4/4/2023,Telemarketer,F&F Japanese Grill,(817) 386-2604,,9617 N Fwy,76177,TX,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
4/4/2023,Telemarketer,BIBIBOP Asian Grill,(816) 621-1874,,505 W 75th St,64114,MO,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
4/4/2023,Telemarketer,Hy-Vee Market Grille,(816) 358-9940,,9400 E State Rte 350,64133,MO,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
4/4/2023,Telemarketer,Kansai Japanese Steakhouse,(815) 933-9897,,"1600 N State Route 50, Ste 654",60914,IL,SDR Complete,Unqualified Lead Queue,Duplicate
4/4/2023,Telemarketer,Blanchard Cafe,(413) 538-2522,,"50 College St, Mount Holyoke College",1075,MA,SDR Complete,Unqualified Lead Queue,Lead Does Not Have Phone Ordering Business
4/4/2023,Telemarketer,Jae's at the Hilton Garden Inn,(413) 464-8791,,"1032 South St, The Hilton Garden Inn",1201,MA,SDR Complete,Unqualified Lead Queue,Not a Restaurant
4/4/2023,Telemarketer,EA - Teriyaki Japanese Grill,(413) 322-0760,,"50 St, Mall",1040,MA,SDR Complete,Unqualified Lead Queue,Lead Does Not Have Phone Ordering Business
4/4/2023,Telemarketer,Daily Operation,(413) 203-1541,,"116 Pleasant St, Ste 13",1027,MA,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
4/4/2023,Telemarketer,Ramen Bar,(412) 521-5138,,5860 Forbes Ave,15217,PA,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
4/4/2023,Telemarketer,Genji Sushi Bars Pittsburgh,(412) 441-7960,,"5880 Centre Ave, Whole Foods Market",15206,PA,SDR Complete,Unqualified Lead Queue,Not a Restaurant
4/4/2023,Telemarketer,Umi,(412) 362-6198,,5849 Ellsworth Ave,15232,PA,SDR Complete,Unqualified Lead Queue,Cannot Service Geography
4/4/2023,Telemarketer,Soba,(412) 362-5656,,5847 Ellsworth Ave,15232,PA,SDR Complete,Unqualified Lead Queue,Cannot Service Geography
4/4/2023,Telemarketer,Sushi Fuku,(412) 251-0541,,417 S Craig St,15213,PA,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
4/4/2023,Telemarketer,Penn Cove Eatery,(412) 201-5888,,245 7th St,15222,PA,SDR Complete,Unqualified Lead Queue,Duplicate
4/4/2023,Telemarketer,Curry & Pie - Elkridge,(410) 907-2120,,"6500 Washington Blvd, Ste 104",21075,MD,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
4/4/2023,Telemarketer,Kawasaki Japanese Seafood Restaurant,(410) 659-7600,,413 N Charles St,21201,MD,SDR Complete,Unqualified Lead Queue,Not a Restaurant
4/4/2023,Telemarketer,Kyoto Steak House,(410) 552-1599,,1213 Liberty Rd,21784,MD,SDR Complete,Unqualified Lead Queue,Duplicate
4/4/2023,Telemarketer,Dougie's,(410) 486-0060,,"600 Reisterstown Rd, Pikesville Plaza Building",21208,MD,SDR Complete,Unqualified Lead Queue,Cannot Service Geography
4/4/2023,Telemarketer,Au Rang,(410) 461-9471,,"8801 Baltimore National Pike, Lotte Plaza Market",21043,MD,SDR Complete,Unqualified Lead Queue,Duplicate
4/4/2023,Telemarketer,Tai Chi Bubble Tea,(410) 432-2948,,572A Ritchie Hwy,21146,MD,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
