ZIP_CODE,NUMBERS_OF_CLIENTS,NUMBER_OF_CHINESE_CLIENTS,NUMBER_OF_JAPANESE_CLIENTS,NUMBER_OF_CHINESE_JAPANESE_CLIENTS,NUMBER_OF_ADVANCED_CLIENTS,NUMBER_OF_UNKNOWN_CLIENTS,NUMBERS_OF_GMV_LEVEL_3,NUMBERS_OF_GMV_LEVEL_LOW,NUMBERS_OF_GMV_LEVEL_2,NUMBERS_OF_GMV_LEVEL_VIP,NUMBERS_OF_GMV_LEVEL_1,NUMBERS_OF_GMV_LEVEL_UNKNOWN
14607,1,0,0,0,0,1,0,0,1,0,0,0
15656,1,1,0,0,0,0,0,0,1,0,0,0
37013,1,0,1,0,0,0,0,1,0,0,0,0
07201,1,1,0,0,0,0,1,0,0,0,0,0
53188,1,1,0,0,0,0,1,0,0,0,0,0
77077,1,1,0,0,0,0,0,1,0,0,0,0
78148,1,1,0,0,0,0,1,0,0,0,0,0
43235,1,0,0,0,1,0,0,1,0,0,0,0
74403,1,0,0,0,0,1,0,1,0,0,0,0
35404,1,0,1,0,0,0,1,0,0,0,0,0
20747,1,0,0,0,1,0,0,0,1,0,0,0
08205,1,0,0,0,0,1,0,0,1,0,0,0
40342,1,1,0,0,0,0,1,0,0,0,0,0
36303,1,0,0,0,1,0,0,1,0,0,0,0
45459,1,0,0,0,0,1,1,0,0,0,0,0
67060,1,1,0,0,0,0,1,0,0,0,0,0
28584,1,1,0,0,0,0,1,0,0,0,0,0
29301,1,1,0,0,0,0,0,0,1,0,0,0
55419,1,1,0,0,0,0,0,0,1,0,0,0
28352,1,1,0,0,0,0,0,0,0,0,1,0
29601,1,1,0,0,0,0,1,0,0,0,0,0
43125,1,0,0,0,0,1,1,0,0,0,0,0
19460,1,1,0,0,0,0,1,0,0,0,0,0
82009,1,1,0,0,0,0,1,0,0,0,0,0
29470,1,1,0,0,0,0,1,0,0,0,0,0
18947,1,1,0,0,0,0,1,0,0,0,0,0
06095,1,1,0,0,0,0,0,0,1,0,0,0
48043,1,0,0,0,0,1,1,0,0,0,0,0
60542,1,0,0,0,0,1,0,1,0,0,0,0
32835,1,0,0,0,1,0,0,1,0,0,0,0
28625,1,1,0,0,0,0,1,0,0,0,0,0
48429,1,1,0,0,0,0,1,0,0,0,0,0
89012,1,1,0,0,0,0,1,0,0,0,0,0
26554,1,1,0,0,0,0,0,0,1,0,0,0
07403,1,1,0,0,0,0,0,0,0,0,0,1
33032,1,1,0,0,0,0,0,0,0,0,1,0
76034,1,0,0,0,1,0,0,1,0,0,0,0
29440,1,1,0,0,0,0,1,0,0,0,0,0
17545,1,1,0,0,0,0,0,0,1,0,0,0
19148,1,0,0,1,0,0,0,1,0,0,0,0
19151,1,1,0,0,0,0,0,0,1,0,0,0
04084,1,1,0,0,0,0,1,0,0,0,0,0
94103,1,0,0,0,1,0,0,1,0,0,0,0
47122,1,1,0,0,0,0,0,0,1,0,0,0
19462,1,0,0,1,0,0,1,0,0,0,0,0
53121,1,0,0,0,0,1,0,0,0,0,1,0
78727,1,0,0,0,1,0,0,1,0,0,0,0
07849,1,1,0,0,0,0,0,0,1,0,0,0
32340,1,1,0,0,0,0,0,0,1,0,0,0
77089,1,0,0,1,0,0,0,1,0,0,0,0
70517,1,0,0,0,1,0,0,0,1,0,0,0
48034,1,0,0,0,0,1,1,0,0,0,0,0
11726,1,0,0,0,0,1,0,0,1,0,0,0
30075,1,1,0,0,0,0,1,0,0,0,0,0
37914,1,1,0,0,0,0,1,0,0,0,0,0
28518,1,1,0,0,0,0,0,0,1,0,0,0
27882,1,1,0,0,0,0,1,0,0,0,0,0
37416,1,0,0,1,0,0,1,0,0,0,0,0
84651,1,0,0,0,0,1,0,1,0,0,0,0
75116,1,0,1,0,0,0,0,1,0,0,0,0
16101,1,1,0,0,0,0,0,1,0,0,0,0
98312,1,0,0,0,1,0,1,0,0,0,0,0
21037,1,0,0,0,0,1,0,0,1,0,0,0
20111,1,0,0,0,0,1,1,0,0,0,0,0
74012,1,1,0,0,0,0,0,1,0,0,0,0
30052,1,1,0,0,0,0,1,0,0,0,0,0
90504,1,0,0,0,1,0,1,0,0,0,0,0
27571,1,1,0,0,0,0,1,0,0,0,0,0
33445,1,0,0,0,1,0,1,0,0,0,0,0
81521,1,0,0,0,1,0,0,1,0,0,0,0
13202,1,1,0,0,0,0,0,0,0,0,1,0
18954,1,1,0,0,0,0,1,0,0,0,0,0
06110,1,1,0,0,0,0,0,0,1,0,0,0
75077,1,1,0,0,0,0,1,0,0,0,0,0
10306,1,0,0,0,1,0,0,0,0,0,0,1
53821,1,1,0,0,0,0,0,0,0,0,0,1
02364,1,0,0,0,1,0,0,1,0,0,0,0
93230,1,0,0,0,1,0,1,0,0,0,0,0
86403,1,1,0,0,0,0,1,0,0,0,0,0
57702,1,1,0,0,0,0,0,0,0,0,1,0
80222,1,1,0,0,0,0,0,1,0,0,0,0
44125,1,0,0,1,0,0,0,0,0,0,0,1
37075,1,1,0,0,0,0,1,0,0,0,0,0
10019,1,1,0,0,0,0,1,0,0,0,0,0
46322,1,0,0,1,0,0,1,0,0,0,0,0
L2G 7K3,1,0,0,0,1,0,1,0,0,0,0,0
63021,1,1,0,0,0,0,1,0,0,0,0,0
46307,1,1,0,0,0,0,0,0,1,0,0,0
49085,1,1,0,0,0,0,0,0,0,0,1,0
37076,1,1,0,0,0,0,1,0,0,0,0,0
27527,1,1,0,0,0,0,1,0,0,0,0,0
45406,1,0,0,0,0,1,1,0,0,0,0,0
92869,1,1,0,0,0,0,1,0,0,0,0,0
28273,1,0,0,0,0,1,1,0,0,0,0,0
08203,1,0,0,1,0,0,0,0,1,0,0,0
33880,1,1,0,0,0,0,1,0,0,0,0,0
10455,1,0,0,0,0,1,0,0,0,0,1,0
35215,1,0,0,0,0,1,0,1,0,0,0,0
7735,1,0,1,0,0,0,1,0,0,0,0,0
T2J 6T6,1,0,0,0,1,0,1,0,0,0,0,0
39452,1,1,0,0,0,0,1,0,0,0,0,0
29127,1,0,0,0,0,1,1,0,0,0,0,0
15317,1,1,0,0,0,0,0,1,0,0,0,0
23225,1,1,0,0,0,0,1,0,0,0,0,0
08008,1,0,0,1,0,0,0,0,0,0,0,1
26330,1,1,0,0,0,0,1,0,0,0,0,0
02889,1,0,0,0,0,1,1,0,0,0,0,0
23707,1,0,0,0,1,0,1,0,0,0,0,0
50311,1,0,0,0,0,1,1,0,0,0,0,0
29455,1,1,0,0,0,0,0,0,1,0,0,0
32901,1,0,0,1,0,0,0,1,0,0,0,0
40165,1,1,0,0,0,0,0,0,1,0,0,0
20164,1,1,0,0,0,0,1,0,0,0,0,0
35757,1,1,0,0,0,0,1,0,0,0,0,0
42003,1,0,0,0,1,0,1,0,0,0,0,0
25404,1,0,1,0,0,0,1,0,0,0,0,0
53012,1,1,0,0,0,0,1,0,0,0,0,0
78250,1,1,0,0,0,0,0,1,0,0,0,0
41008,1,1,0,0,0,0,0,0,1,0,0,0
45140,1,0,0,0,0,1,0,1,0,0,0,0
06759,1,1,0,0,0,0,0,1,0,0,0,0
32164,1,1,0,0,0,0,0,0,1,0,0,0
08004,1,0,0,0,0,1,0,0,0,0,0,1
28460,1,1,0,0,0,0,0,0,1,0,0,0
98406,1,0,0,0,1,0,0,1,0,0,0,0
80301,1,0,0,1,0,0,1,0,0,0,0,0
16301,1,1,0,0,0,0,0,0,1,0,0,0
75225,1,1,0,0,0,0,1,0,0,0,0,0
49321,1,1,0,0,0,0,0,1,0,0,0,0
49507,1,0,0,0,1,0,0,0,0,0,0,1
07114,1,1,0,0,0,0,1,0,0,0,0,0
08234,1,1,0,0,0,0,0,0,1,0,0,0
63043,1,1,0,0,0,0,1,0,0,0,0,0
19154,1,0,0,0,0,1,0,0,1,0,0,0
33592,1,1,0,0,0,0,1,0,0,0,0,0
N3W IB9,1,1,0,0,0,0,1,0,0,0,0,0
36582,1,0,0,0,1,0,0,1,0,0,0,0
80127,1,0,0,0,0,1,1,0,0,0,0,0
21229,1,1,0,0,0,0,1,0,0,0,0,0
29841,1,1,0,0,0,0,1,0,0,0,0,0
55318,1,0,0,0,0,1,0,0,1,0,0,0
29511,1,1,0,0,0,0,1,0,0,0,0,0
89106,1,1,0,0,0,0,1,0,0,0,0,0
29048,1,0,0,0,0,1,0,0,1,0,0,0
21042,1,1,0,0,0,0,0,0,1,0,0,0
43611,1,1,0,0,0,0,0,0,1,0,0,0
19076,1,1,0,0,0,0,1,0,0,0,0,0
11768,1,1,0,0,0,0,0,0,1,0,0,0
45403,1,0,0,0,0,1,0,0,0,0,1,0
82604,1,0,1,0,0,0,0,1,0,0,0,0
60137,1,0,1,0,0,0,1,0,0,0,0,0
48223,1,1,0,0,0,0,0,0,1,0,0,0
28403,1,1,0,0,0,0,0,0,1,0,0,0
48152,1,1,0,0,0,0,1,0,0,0,0,0
98204,1,1,0,0,0,0,0,0,0,0,0,1
44134,1,1,0,0,0,0,0,1,0,0,0,0
17043,1,1,0,0,0,0,1,0,0,0,0,0
68510,1,1,0,0,0,0,0,0,0,0,0,1
62024,1,1,0,0,0,0,0,0,0,0,1,0
11795,1,0,0,1,0,0,0,0,0,0,1,0
95901,1,0,0,0,1,0,1,0,0,0,0,0
45503,1,1,0,0,0,0,0,0,1,0,0,0
06062,1,1,0,0,0,0,0,1,0,0,0,0
28117,1,1,0,0,0,0,1,0,0,0,0,0
07205,1,1,0,0,0,0,0,0,1,0,0,0
53548,1,1,0,0,0,0,0,0,1,0,0,0
98037,1,0,0,0,1,0,0,1,0,0,0,0
27896,1,0,1,0,0,0,0,0,1,0,0,0
55398,1,1,0,0,0,0,1,0,0,0,0,0
82930,1,1,0,0,0,0,1,0,0,0,0,0
06071,1,1,0,0,0,0,1,0,0,0,0,0
49685,1,1,0,0,0,0,1,0,0,0,0,0
37064,1,1,0,0,0,0,0,1,0,0,0,0
94519,1,1,0,0,0,0,0,0,0,0,0,1
53073,1,0,0,0,0,1,1,0,0,0,0,0
16137,1,1,0,0,0,0,1,0,0,0,0,0
27455,1,1,0,0,0,0,0,1,0,0,0,0
03470,1,0,0,0,1,0,0,0,0,0,1,0
22939,1,0,0,0,0,1,1,0,0,0,0,0
32822,1,1,0,0,0,0,0,1,0,0,0,0
19044,1,0,0,0,0,1,1,0,0,0,0,0
80631,1,0,1,0,0,0,0,1,0,0,0,0
54474,1,1,0,0,0,0,0,1,0,0,0,0
31605,1,0,0,0,0,1,1,0,0,0,0,0
70461,1,0,0,0,0,1,1,0,0,0,0,0
33905,1,1,0,0,0,0,1,0,0,0,0,0
67203,1,0,0,0,1,0,0,0,1,0,0,0
66062,1,0,0,0,0,1,0,0,1,0,0,0
33305,1,0,0,1,0,0,0,1,0,0,0,0
34221,1,0,1,0,0,0,1,0,0,0,0,0
40361,1,0,0,0,0,1,1,0,0,0,0,0
31210,1,1,0,0,0,0,1,0,0,0,0,0
83709,1,0,0,0,1,0,1,0,0,0,0,0
15601,1,1,0,0,0,0,0,0,1,0,0,0
44004,1,0,0,0,0,1,1,0,0,0,0,0
89183,1,1,0,0,0,0,1,0,0,0,0,0
08848,1,1,0,0,0,0,0,1,0,0,0,0
30188,1,0,0,0,0,1,0,1,0,0,0,0
27521,1,1,0,0,0,0,1,0,0,0,0,0
53172,1,0,0,0,0,1,1,0,0,0,0,0
33179,1,1,0,0,0,0,0,0,1,0,0,0
46176,1,1,0,0,0,0,1,0,0,0,0,0
44601,1,1,0,0,0,0,1,0,0,0,0,0
53132,1,0,0,0,0,1,1,0,0,0,0,0
30024,1,0,0,1,0,0,0,1,0,0,0,0
04530,1,0,0,0,0,1,1,0,0,0,0,0
32955,1,1,0,0,0,0,1,0,0,0,0,0
90046,1,0,0,1,0,0,0,0,0,0,0,1
45030,1,1,0,0,0,0,0,1,0,0,0,0
E2V 2H1,1,1,0,0,0,0,1,0,0,0,0,0
49423,1,0,0,0,0,1,1,0,0,0,0,0
56329,1,0,0,0,0,1,1,0,0,0,0,0
17345,1,1,0,0,0,0,0,0,1,0,0,0
94803,1,0,0,1,0,0,0,1,0,0,0,0
30014,1,1,0,0,0,0,0,0,1,0,0,0
94523,1,0,0,0,1,0,1,0,0,0,0,0
84106,1,1,0,0,0,0,0,0,0,0,1,0
70546,1,1,0,0,0,0,0,0,0,0,0,1
07605,1,1,0,0,0,0,1,0,0,0,0,0
48623,1,1,0,0,0,0,1,0,0,0,0,0
23456,1,1,0,0,0,0,1,0,0,0,0,0
07505,1,1,0,0,0,0,1,0,0,0,0,0
66046,1,0,0,1,0,0,0,1,0,0,0,0
11946,1,0,0,1,0,0,1,0,0,0,0,0
47401,1,1,0,0,0,0,1,0,0,0,0,0
17701,1,0,0,0,0,1,1,0,0,0,0,0
05443,1,0,0,0,1,0,1,0,0,0,0,0
27217,1,0,0,1,0,0,0,0,1,0,0,0
40223,1,1,0,0,0,0,1,0,0,0,0,0
28208,1,1,0,0,0,0,1,0,0,0,0,0
37209,1,0,1,0,0,0,0,1,0,0,0,0
53177,1,1,0,0,0,0,1,0,0,0,0,0
33013,1,0,0,0,0,1,0,0,1,0,0,0
92054,1,0,0,0,1,0,0,1,0,0,0,0
24450,1,0,0,0,0,1,1,0,0,0,0,0
67211,1,1,0,0,0,0,1,0,0,0,0,0
10030,1,1,0,0,0,0,1,0,0,0,0,0
44811,1,0,0,0,0,1,1,0,0,0,0,0
44067,1,0,0,0,0,1,1,0,0,0,0,0
08550,1,0,0,0,1,0,1,0,0,0,0,0
19106,1,0,0,1,0,0,0,1,0,0,0,0
91741,1,1,0,0,0,0,0,0,1,0,0,0
16735,1,0,0,0,0,1,1,0,0,0,0,0
98584,1,1,0,0,0,0,0,1,0,0,0,0
42066,1,1,0,0,0,0,0,1,0,0,0,0
89048,1,1,0,0,0,0,0,0,1,0,0,0
32308,1,0,0,0,0,1,1,0,0,0,0,0
33708,1,1,0,0,0,0,1,0,0,0,0,0
24502,1,0,1,0,0,0,1,0,0,0,0,0
44612,1,0,0,0,0,1,1,0,0,0,0,0
12528,1,1,0,0,0,0,1,0,0,0,0,0
14068,1,0,0,0,1,0,1,0,0,0,0,0
19143,1,0,0,0,1,0,0,0,0,1,0,0
14613,1,1,0,0,0,0,0,0,0,0,1,0
22408,1,0,0,0,0,1,1,0,0,0,0,0
89044,1,0,0,0,1,0,1,0,0,0,0,0
30012,1,0,1,0,0,0,1,0,0,0,0,0
34209,1,0,1,0,0,0,0,1,0,0,0,0
22902,1,1,0,0,0,0,1,0,0,0,0,0
65202,1,1,0,0,0,0,0,0,1,0,0,0
29018,1,0,0,0,0,1,0,0,1,0,0,0
48204,1,0,0,0,0,1,0,0,1,0,0,0
20783,1,0,0,0,1,0,1,0,0,0,0,0
14605,1,1,0,0,0,0,1,0,0,0,0,0
28037,1,0,0,1,0,0,1,0,0,0,0,0
36345,1,1,0,0,0,0,0,0,1,0,0,0
35160,1,0,0,1,0,0,0,0,0,0,0,1
10509,1,1,0,0,0,0,0,0,1,0,0,0
45238,1,1,0,0,0,0,1,0,0,0,0,0
81321,1,1,0,0,0,0,1,0,0,0,0,0
46123,1,1,0,0,0,0,0,0,1,0,0,0
60187,1,0,0,0,0,1,1,0,0,0,0,0
45701,1,1,0,0,0,0,1,0,0,0,0,0
33064,1,0,0,0,0,1,1,0,0,0,0,0
92886,1,1,0,0,0,0,1,0,0,0,0,0
35210,1,1,0,0,0,0,1,0,0,0,0,0
43140,1,1,0,0,0,0,0,0,0,0,1,0
37211,1,1,0,0,0,0,1,0,0,0,0,0
29323,1,0,0,1,0,0,0,0,1,0,0,0
33428,1,0,0,0,0,1,0,1,0,0,0,0
24592,1,1,0,0,0,0,0,0,0,0,1,0
45505,1,0,1,0,0,0,0,1,0,0,0,0
76135,1,1,0,0,0,0,1,0,0,0,0,0
11791,1,1,0,0,0,0,1,0,0,0,0,0
10474,1,0,0,0,0,1,1,0,0,0,0,0
01608,1,0,0,0,1,0,0,0,0,0,0,1
20745,1,1,0,0,0,0,1,0,0,0,0,0
22572,1,1,0,0,0,0,0,0,1,0,0,0
31023,1,1,0,0,0,0,1,0,0,0,0,0
78251,1,1,0,0,0,0,1,0,0,0,0,0
77461,1,1,0,0,0,0,0,1,0,0,0,0
19057,1,1,0,0,0,0,1,0,0,0,0,0
77018,1,0,0,0,0,1,1,0,0,0,0,0
19094,1,0,0,0,0,1,0,0,0,0,1,0
33162,1,1,0,0,0,0,0,1,0,0,0,0
35040,1,0,0,1,0,0,1,0,0,0,0,0
89166,1,1,0,0,0,0,1,0,0,0,0,0
17976,1,0,0,0,0,1,0,0,1,0,0,0
28333,1,0,0,0,1,0,1,0,0,0,0,0
33496,1,1,0,0,0,0,1,0,0,0,0,0
77339,1,1,0,0,0,0,1,0,0,0,0,0
62522,1,1,0,0,0,0,0,0,0,0,1,0
27288,1,0,1,0,0,0,1,0,0,0,0,0
67003,1,1,0,0,0,0,1,0,0,0,0,0
43068,1,0,0,1,0,0,1,0,0,0,0,0
20774,1,0,0,0,0,1,0,0,1,0,0,0
28112,1,1,0,0,0,0,0,0,1,0,0,0
80513,1,1,0,0,0,0,0,0,1,0,0,0
47804,1,1,0,0,0,0,0,0,0,0,0,1
19064,1,1,0,0,0,0,1,0,0,0,0,0
36607,1,0,0,0,0,1,0,0,1,0,0,0
45405,1,0,0,0,0,1,0,0,1,0,0,0
08105,1,1,0,0,0,0,0,0,1,0,0,0
44077,1,1,0,0,0,0,1,0,0,0,0,0
66061,1,1,0,0,0,0,1,0,0,0,0,0
37334,1,1,0,0,0,0,1,0,0,0,0,0
20657,1,1,0,0,0,0,0,0,1,0,0,0
34731,1,1,0,0,0,0,1,0,0,0,0,0
15370,1,1,0,0,0,0,1,0,0,0,0,0
66064,1,1,0,0,0,0,1,0,0,0,0,0
24426,1,0,1,0,0,0,0,1,0,0,0,0
19406,1,1,0,0,0,0,0,0,0,0,0,1
18032,1,0,0,0,0,1,0,0,1,0,0,0
98118,1,1,0,0,0,0,0,1,0,0,0,0
02886,1,0,0,0,0,1,1,0,0,0,0,0
61455,1,0,0,1,0,0,0,0,0,0,1,0
53037,1,1,0,0,0,0,0,1,0,0,0,0
20010,1,0,0,0,1,0,0,0,0,0,1,0
08904,1,1,0,0,0,0,0,1,0,0,0,0
78238,1,1,0,0,0,0,0,1,0,0,0,0
73162,1,0,0,0,0,1,1,0,0,0,0,0
53549,1,0,0,0,0,1,1,0,0,0,0,0
L6B1N8,1,0,1,0,0,0,0,1,0,0,0,0
30236,1,1,0,0,0,0,0,0,1,0,0,0
46142,1,0,0,0,0,1,1,0,0,0,0,0
44408,1,0,0,0,0,1,1,0,0,0,0,0
28025,1,0,0,0,0,1,1,0,0,0,0,0
80022,1,0,0,0,0,1,1,0,0,0,0,0
48144,1,1,0,0,0,0,1,0,0,0,0,0
72022,1,0,0,1,0,0,0,1,0,0,0,0
32177,1,1,0,0,0,0,0,0,1,0,0,0
12571,1,1,0,0,0,0,0,1,0,0,0,0
48185,1,1,0,0,0,0,1,0,0,0,0,0
01105,1,0,0,0,0,1,0,1,0,0,0,0
77061,1,1,0,0,0,0,0,1,0,0,0,0
30224,1,1,0,0,0,0,1,0,0,0,0,0
63044,1,0,0,0,1,0,0,1,0,0,0,0
02904,1,0,0,0,1,0,0,0,0,0,1,0
80246,1,1,0,0,0,0,1,0,0,0,0,0
M5N 1B1,1,0,0,1,0,0,1,0,0,0,0,0
48603,1,0,1,0,0,0,0,1,0,0,0,0
07522,1,0,0,0,0,1,0,0,1,0,0,0
32219,1,1,0,0,0,0,0,1,0,0,0,0
85304,1,1,0,0,0,0,1,0,0,0,0,0
08204,1,1,0,0,0,0,0,0,0,0,1,0
21202,1,0,0,0,0,1,1,0,0,0,0,0
29449,1,1,0,0,0,0,0,0,1,0,0,0
80504,1,1,0,0,0,0,1,0,0,0,0,0
64133,1,1,0,0,0,0,0,0,1,0,0,0
31548,1,0,0,0,0,1,1,0,0,0,0,0
46368,1,1,0,0,0,0,0,0,1,0,0,0
08077,1,0,0,0,0,1,1,0,0,0,0,0
70122,1,1,0,0,0,0,1,0,0,0,0,0
24482,1,0,0,0,0,1,1,0,0,0,0,0
47803,1,1,0,0,0,0,1,0,0,0,0,0
20007,1,0,0,0,0,1,1,0,0,0,0,0
07753,1,1,0,0,0,0,1,0,0,0,0,0
05661,1,1,0,0,0,0,0,0,1,0,0,0
54403,1,1,0,0,0,0,1,0,0,0,0,0
10952,1,0,0,0,0,1,1,0,0,0,0,0
25143,1,1,0,0,0,0,1,0,0,0,0,0
11730,1,1,0,0,0,0,1,0,0,0,0,0
49464,1,1,0,0,0,0,1,0,0,0,0,0
23139,1,1,0,0,0,0,0,1,0,0,0,0
27205,1,1,0,0,0,0,1,0,0,0,0,0
36611,1,1,0,0,0,0,1,0,0,0,0,0
73003,1,1,0,0,0,0,1,0,0,0,0,0
27209,1,1,0,0,0,0,1,0,0,0,0,0
80210,1,0,1,0,0,0,0,1,0,0,0,0
34472,1,1,0,0,0,0,0,0,1,0,0,0
06066,1,0,0,1,0,0,0,0,1,0,0,0
30548,1,1,0,0,0,0,1,0,0,0,0,0
43222,1,1,0,0,0,0,0,0,1,0,0,0
19602,1,1,0,0,0,0,0,0,0,0,1,0
20171,1,1,0,0,0,0,0,1,0,0,0,0
60418,1,1,0,0,0,0,0,0,1,0,0,0
13323,1,1,0,0,0,0,1,0,0,0,0,0
28806,1,0,0,0,0,1,1,0,0,0,0,0
94565,1,1,0,0,0,0,0,0,1,0,0,0
33771,1,1,0,0,0,0,1,0,0,0,0,0
12804,1,1,0,0,0,0,0,0,0,0,1,0
70601,1,0,0,0,1,0,0,0,1,0,0,0
33146,1,0,0,0,0,1,1,0,0,0,0,0
54636,1,0,0,0,0,1,1,0,0,0,0,0
15650,1,1,0,0,0,0,1,0,0,0,0,0
92880,1,0,1,0,0,0,1,0,0,0,0,0
39272,1,0,0,0,0,1,0,0,1,0,0,0
36542,1,0,0,0,0,1,1,0,0,0,0,0
63383,1,1,0,0,0,0,0,1,0,0,0,0
07702,1,1,0,0,0,0,1,0,0,0,0,0
53220,1,0,0,1,0,0,0,0,1,0,0,0
95969,1,0,0,1,0,0,0,1,0,0,0,0
55411,1,0,0,0,0,1,0,0,0,0,1,0
01760,1,0,0,0,0,1,0,1,0,0,0,0
29016,1,1,0,0,0,0,1,0,0,0,0,0
20740,1,1,0,0,0,0,0,0,1,0,0,0
73127,1,1,0,0,0,0,0,1,0,0,0,0
95818,1,0,1,0,0,0,0,1,0,0,0,0
11104,1,0,1,0,0,0,0,1,0,0,0,0
01610,1,1,0,0,0,0,1,0,0,0,0,0
48336,1,0,0,0,0,1,0,1,0,0,0,0
04101,1,0,1,0,0,0,0,1,0,0,0,0
47348,1,1,0,0,0,0,1,0,0,0,0,0
19055,1,1,0,0,0,0,0,0,0,0,1,0
43205,1,1,0,0,0,0,0,1,0,0,0,0
46077,1,1,0,0,0,0,1,0,0,0,0,0
15904,1,0,0,0,0,1,1,0,0,0,0,0
61550,1,1,0,0,0,0,1,0,0,0,0,0
49254,1,1,0,0,0,0,0,0,1,0,0,0
62439,1,1,0,0,0,0,0,1,0,0,0,0
60459,1,0,0,1,0,0,0,0,0,0,1,0
33309,1,1,0,0,0,0,1,0,0,0,0,0
02072,1,0,0,0,1,0,0,1,0,0,0,0
67235,1,1,0,0,0,0,0,1,0,0,0,0
17401,1,1,0,0,0,0,0,0,1,0,0,0
33169,1,1,0,0,0,0,1,0,0,0,0,0
27012,1,0,1,0,0,0,0,1,0,0,0,0
66048,1,1,0,0,0,0,0,0,1,0,0,0
12412,1,1,0,0,0,0,1,0,0,0,0,0
80487,1,0,0,1,0,0,0,1,0,0,0,0
76248,1,0,0,0,0,1,0,1,0,0,0,0
18042,1,0,1,0,0,0,0,1,0,0,0,0
46321,1,1,0,0,0,0,1,0,0,0,0,0
75428,1,0,0,0,0,1,1,0,0,0,0,0
64086,1,0,0,0,0,1,0,0,1,0,0,0
27504,1,1,0,0,0,0,1,0,0,0,0,0
01749,1,0,0,0,0,1,0,0,0,0,0,1
28458,1,0,0,0,0,1,0,0,1,0,0,0
11229,1,1,0,0,0,0,0,0,0,0,0,1
47371,1,1,0,0,0,0,1,0,0,0,0,0
33615,1,1,0,0,0,0,1,0,0,0,0,0
20721,1,0,0,0,1,0,0,0,0,0,1,0
08751,1,1,0,0,0,0,0,1,0,0,0,0
33068,1,1,0,0,0,0,0,0,0,0,1,0
07064,1,1,0,0,0,0,1,0,0,0,0,0
10707,1,0,1,0,0,0,0,1,0,0,0,0
45504,1,1,0,0,0,0,1,0,0,0,0,0
84648,1,1,0,0,0,0,1,0,0,0,0,0
37217,1,1,0,0,0,0,1,0,0,0,0,0
22827,1,1,0,0,0,0,1,0,0,0,0,0
65203,1,1,0,0,0,0,0,0,1,0,0,0
11228,1,1,0,0,0,0,0,1,0,0,0,0
45377,1,0,0,0,0,1,0,1,0,0,0,0
29142,1,0,0,0,0,1,1,0,0,0,0,0
48042,1,0,0,0,0,1,0,0,1,0,0,0
46733,1,1,0,0,0,0,1,0,0,0,0,0
30813,1,1,0,0,0,0,0,0,0,0,1,0
44109,1,1,0,0,0,0,0,0,1,0,0,0
35125,1,0,0,1,0,0,0,1,0,0,0,0
45216,1,0,0,0,0,1,1,0,0,0,0,0
52807,1,0,0,0,0,1,1,0,0,0,0,0
45177,1,1,0,0,0,0,1,0,0,0,0,0
84041,1,1,0,0,0,0,1,0,0,0,0,0
36801,1,0,0,1,0,0,1,0,0,0,0,0
29483,1,1,0,0,0,0,0,0,0,0,1,0
52544,1,1,0,0,0,0,0,1,0,0,0,0
10598,1,0,1,0,0,0,0,1,0,0,0,0
34112,1,1,0,0,0,0,0,0,1,0,0,0
05461,1,1,0,0,0,0,0,0,1,0,0,0
13208,1,1,0,0,0,0,0,0,0,0,0,1
45402,1,0,0,0,0,1,0,1,0,0,0,0
35226,1,1,0,0,0,0,0,0,0,0,1,0
68788,1,1,0,0,0,0,1,0,0,0,0,0
11106,1,0,0,0,0,1,1,0,0,0,0,0
18252,1,0,0,1,0,0,0,0,0,0,1,0
07024,1,0,0,0,0,1,0,0,1,0,0,0
10024,1,1,0,0,0,0,1,0,0,0,0,0
50702,1,1,0,0,0,0,0,0,1,0,0,0
84401,1,1,0,0,0,0,0,1,0,0,0,0
50208,1,1,0,0,0,0,1,0,0,0,0,0
80915,1,0,0,0,0,1,1,0,0,0,0,0
14072,1,1,0,0,0,0,1,0,0,0,0,0
44012,1,1,0,0,0,0,1,0,0,0,0,0
62010,1,0,0,0,0,1,0,0,1,0,0,0
01109,1,0,0,0,0,1,0,0,1,0,0,0
32233,1,1,0,0,0,0,1,0,0,0,0,0
64114,1,1,0,0,0,0,0,1,0,0,0,0
20002,1,0,0,0,1,0,0,0,0,0,0,1
34479,1,0,0,0,0,1,1,0,0,0,0,0
63389,1,1,0,0,0,0,1,0,0,0,0,0
21601,1,0,0,0,0,1,1,0,0,0,0,0
10460,1,0,0,0,0,1,1,0,0,0,0,0
60458,1,0,0,1,0,0,1,0,0,0,0,0
48915,1,1,0,0,0,0,1,0,0,0,0,0
12563,1,1,0,0,0,0,1,0,0,0,0,0
53575,1,1,0,0,0,0,1,0,0,0,0,0
30114,1,1,0,0,0,0,0,0,0,0,1,0
47404,1,1,0,0,0,0,1,0,0,0,0,0
17551,1,0,0,0,0,1,0,0,1,0,0,0
64070,1,1,0,0,0,0,1,0,0,0,0,0
23502,1,1,0,0,0,0,1,0,0,0,0,0
60185,1,1,0,0,0,0,0,1,0,0,0,0
44104,1,0,0,0,0,1,1,0,0,0,0,0
27944,1,1,0,0,0,0,0,0,1,0,0,0
18976,1,0,0,1,0,0,0,1,0,0,0,0
36110,1,1,0,0,0,0,1,0,0,0,0,0
