Snowball Map,List Source,Restaurant Name,Mailing Address,City Name,State,TELEPHONENUMBER,Zip Code,Contact First Name,Contact Last Name,Employee Count Est.,Small Business Entrepreneur Indicator,Year Established,Ethnic Code Desc
68469,Yelp Greendot (Q42022),THAI'S NOODLES,4101 GRACE PARK DR,MORRISVILLE,NC,(919) 481-3038,27560-7370,,,3,Y,,Japanese
68470,Yelp Greendot (Q42022),THAICOON MARIETTA,34 MILL ST NE,MARIETTA,GA,(678) 766-0641,30060-1967,MANA,COM,4,Y,,Japanese
68471,Yelp Greendot (Q42022),THAIJINDESU,2180 WILLIAM STYRON SQ S,NEWPORT NEWS,VA,(757) 595-8410,23606-2690,,,,,,Japanese
68472,Yelp Greendot (Q42022),THAILICIOUS- COMMERCE,4838 SEASTERN AVE,COMMERCE,CA,(323) 838-5442,90040,,,,,,Chinese
68473,Yelp Greendot (Q42022),THAINAMITE,400 N WATER ST MILWAUKEE PUBLIC MARKET,MILWAUKEE,WI,(414) 277-8555,53202-5513,VICKI,ASIMAKOPOULOS,7,Y,,Japanese
68474,Google API (Q42022),THAIPALACECUISINE CO,18 WINTONBURY MALL,BLOOMFIELD,CT,(860) 242-6363,06002-2412,WILLIAM,WU,9,Y,,Chinese
68475,Yelp Greendot (Q42022),THANG'S FAMILY RAMEN,25 GRANT ST,BUFFALO,NY,(716) 715-5053,14213-1902,,,,,,Japanese
68476,Google API (Q42022),Thanh Restaurant,10618 CLAY RD,HOUSTON,TX,(713) 466-5544,77041-8754,JOANNA,TAN,4,N,,Chinese
68477,Yelp Greendot (Q42022),THAT CAJUN PLACE,805 N WILDCAT DR,WINK,TX,(432) 527-3305,79789,,,,,,Cajun Seafood
68478,Yelp Greendot (Q42022),THAT ONE PLACE,3333 ATASCOCITA RD,HUMBLE,TX,(281) 852-6261,77396-3524,A,BURWELL,8,Y,,Cajun Seafood
68479,Yelp Greendot (Q42022),THE 219 RESTAURANT,219 KING ST,ALEXANDRIA,VA,(703) 549-1141,22314-3209,BETTY,FADELEY,69,N,,Cajun Seafood
68480,Yelp Greendot (Q42022),THE 5TH QUARTER,3360 S FAIRWAY ST,VISALIA,CA,(559) 741-0111,93277-8109,,,11,Y,,Japanese
68481,Yelp Greendot (Q42022),THE 9TH MONARCH,634 STATE RD UNIT G,DARTMOUTH,MA,(774) 202-6080,02747-1818,MIGUEL,RUIZ,4,Y,,Japanese
68482,Yelp Greendot (Q42022),THE AMERICAN SECTOR,1035 NEW ORLEANS MAGAZINE ST,NEW ORLEANS,LA,(504) 528-1940,70130,,,,,,Cajun Seafood
68483,Yelp Greendot (Q42022),THE ANGRY CRAB,5665 N LINCOLN AVE,CHICAGO,IL,(773) 784-6848,60659-4957,BILJANA,STOJKOVIC,17,Y,,Cajun Seafood
68484,Yelp Greendot (Q42022),THE BALCONY,13550 W MAIN ST,LAROSE,LA,(985) 693-3368,70373-3093,BRAD,BAB,9,Y,,Cajun Seafood
68485,Yelp Greendot (Q42022),THE BAMBOO HOUSE,13440 SPRINGFIELD BLVD,SPRINGFIELD GARDENS,NY,(718) 528-8288,11413-1403,HAI,CHEN,8,Y,,Chinese
68486,Yelp Greendot (Q42022),THE BANK AT GAMBIT,2031 W SUNSET RD,HENDERSON,NV,(702) 984-7277,89014-2026,,,,,,Cajun Seafood
68487,Yelp Greendot (Q42022),THE BASIL LEAF SUSHI & THAI,2766 NC-68 STE 111,HIGH POINT,NC,(336) 807-1314,27265,,,,,,Japanese
68488,Yelp Greendot (Q42022),THE BASIL LEAF THAI & SUSHI RESTAURANT,690 SAINT GEORGE SQUARE CT,WINSTON SALEM,NC,(336) 283-9133,27103-1364,WARAPORN,RATTANAPASOPCHO,10,Y,,Japanese
68489,Yelp Greendot (Q42022),THE BAYOU,1500 CLEVELAND DR,CHEEKTOWAGA,NY,(716) 276-3347,14225-1847,,,,,,Cajun Seafood
68490,Yelp Greendot (Q42022),THE BAYOU AFFECT,670 ONEAL LN STE H,BATON ROUGE,LA,(225) 250-5254,70816-1899,,,,,,Cajun Seafood
68491,Yelp Greendot (Q42022),THE BAYOU CAFE,1255 N MAJOR DR,BEAUMONT,TX,(409) 861-1133,77706-4060,TOD,STARK,11,Y,,Cajun Seafood
68492,Yelp Greendot (Q42022),THE BEIGNET TRUCK,7782 SAN FERNANDO RD,SUN VALLEY,CA,(888) 765-5503,91352-4352,,,,,,Cajun Seafood
68493,Yelp Greendot (Q42022),THE BENTO GUYS,398 7TH ST,SAN FRANCISCO,CA,(415) 839-0007,94103-4030,,,,,,Japanese
68494,Yelp Greendot (Q42022),THE BIG EASY OF DANVILLE,310 BRYAN AVE,DANVILLE,IL,(217) 213-6372,61832-6712,,,,,,Cajun Seafood
68495,Yelp Greendot (Q42022),THE BIG EASY SANDWICH,2120 PORTER FIELD WAY,UPLAND,CA,(909) 736-9000,91786-2111,,,,,,Cajun Seafood
68496,Yelp Greendot (Q42022),THE BISTRO,310 14TH ST,OAKLAND,CA,(510) 472-9152,94612-3907,JULIAN,FABIAN,4,N,,Cajun Seafood
68497,Yelp Greendot (Q42022),THE BLU MOON BISTRO,125 S JAMES ST,LUDINGTON,MI,(231) 843-2001,49431-2101,JEFF,PATTERSON,13,Y,,Japanese
68498,Yelp Greendot (Q42022),THE BLUE FISH GALLERIA DALLAS,13270 DALLAS PKWY STE 1165,DALLAS,TX,(972) 250-3474,75240-1567,M,UK,14,N,,Japanese
68499,Yelp Greendot (Q42022),THE BLUFF,535 S HIGHLAND ST,MEMPHIS,TN,(901) 454-7771,38111-4301,,,11,Y,,Cajun Seafood
68500,Yelp Greendot (Q42022),THE BOAT,10931 STONELAKE BLVD,AUSTIN,TX,(512) 956-0040,78759-5749,STEPHEN,DAVID,7,Y,,Cajun Seafood
68501,Yelp Greendot (Q42022),THE BOATHOUSE,349 MAIN ST,LAKEVILLE,CT,(860) 435-2111,6039,KEVIN,HOHLA,20,Y,,Japanese
68502,Yelp Greendot (Q42022),THE BOBA TRUCK,8323 RESEDA BLVD,NORTHRIDGE,CA,(818) 626-9800,91324-4649,VERONICA,PALAFOX,17,Y,,Chinese
68503,Yelp Greendot (Q42022),THE BOIL,17 WAVERLY PL,NEW YORK,NY,(646) 833-7110,10003-6760,,,7,Y,,Cajun Seafood
68504,Yelp Greendot (Q42022),THE BOIL,4011 30TH AVE,ASTORIA,NY,(347) 935-3015,11103-3307,,,,,,Cajun Seafood
68505,Yelp Greendot (Q42022),THE BOIL SHACK,59 WOLF RD STE 2,ALBANY,NY,(518) 621-1888,12205-2616,,,7,Y,,Cajun Seafood
68506,Yelp Greendot (Q42022),THE BOILER 65,6410 DETROIT AVE,CLEVELAND,OH,(216) 862-5893,44102-3012,SIMANY,SUON,10,Y,,Cajun Seafood
68507,Yelp Greendot (Q42022),THE BOILER SEAFOOD AND CRAB BOIL ATLANTA,2425 PIEDMONT RD NE,ATLANTA,GA,(404) 254-1428,30324-3323,CHAD,DILLON,5,Y,,Cajun Seafood
68508,Yelp Greendot (Q42022),THE BOILING CRAB,96 WINTHROP ST,CAMBRIDGE,MA,(617) 300-0299,02138-4930,,,,,,Cajun Seafood
68509,Yelp Greendot (Q42022),THE BOILING CRAB,400 H ST NE,WASHINGTON,DC,(202) 793-4204,20002-4336,,,,,,Cajun Seafood
68510,Yelp Greendot (Q42022),THE BOILING CRAB,1517 N CENTRAL EXPY,PLANO,TX,(972) 769-5940,75075-7022,,,3,Y,,Cajun Seafood
68511,Yelp Greendot (Q42022),THE BOILING CRAB,4025 S DECATUR BLVD,LAS VEGAS,NV,(702) 386-0808,89103-5809,JAY,MANALO,23,N,,Cajun Seafood
68512,Yelp Greendot (Q42022),THE BOILING CRAB,23397 MULHOLLAND DR,WOODLAND HILLS,CA,(747) 900-8353,91364-2734,,,,,,Cajun Seafood
68513,Yelp Greendot (Q42022),THE BOILING CRAB,140 E PALM AVE STE 210,BURBANK,CA,(747) 201-3346,91502-1833,,,,,,Cajun Seafood
68514,Yelp Greendot (Q42022),THE BOILING CRAB,3514 ROSEMEAD BLVD,ROSEMEAD,CA,(626) 407-3773,91770-2073,KIN,HUA,10,Y,,Cajun Seafood
68515,Yelp Greendot (Q42022),THE BOILING CRAB,9015 MIRA MESA BLVD STE A,SAN DIEGO,CA,(858) 695-9025,92126-2785,TIFFANY,HOANG,2,Y,,Cajun Seafood
68516,Yelp Greendot (Q42022),THE BOILING CRAB,1500 W MACARTHUR BLVD,SANTA ANA,CA,(714) 979-2722,92704-7323,,,27,N,,Cajun Seafood
68517,Yelp Greendot (Q42022),THE BOILING CRAB,13892 BROOKHURST ST,GARDEN GROVE,CA,(714) 636-4885,92843-3173,RAYMOND,ZHENG,10,N,,Cajun Seafood
68518,Yelp Greendot (Q42022),THE BOILING CRAB,1631 E CAPITOL EXPY STE 101,SAN JOSE,CA,(408) 532-6147,95121-1826,LUIS,ROJO,14,N,,Cajun Seafood
68519,Yelp Greendot (Q42022),THE BOILING CRAB,1000 K ST STE 100,SACRAMENTO,CA,(916) 281-0291,95814-3831,JOEY,UY,11,N,,Cajun Seafood
68520,Yelp Greendot (Q42022),THE BOONDOCKS FISHERY,1 WHARF AVE,RED BANK,NJ,(732) 747-7177,07701-1829,,,,,,Cajun Seafood
68521,Yelp Greendot (Q42022),THE BOUJIE CRAB,1002 E SOUTH ST,LONG BEACH,CA,(562) 612-3311,90805-4130,KAROLINA,MAURCER,3,Y,,Cajun Seafood
68522,Yelp Greendot (Q42022),THE BOWL,225 GREENWICH ST,NEW YORK CITY,NY,(347) 987-8830,10007,,,,,,Japanese
68523,Yelp Greendot (Q42022),THE BRAZILIAN BBQ,2422 RHAWN ST,PHILADELPHIA,PA,(215) 360-0232,19152-3326,,,,,,Japanese
68524,Yelp Greendot (Q42022),THE BRONZE EMPIRE,1591 S COLORADO BLVD,DENVER,CO,(720) 599-8888,80222-3704,PIAN,XIA,16,Y,,Chinese
68525,Yelp Greendot (Q42022),THE BYWATER,532 N SANTA CRUZ AVE,LOS GATOS,CA,(408) 560-9639,95030-4365,SINEAD,KILGALLON,11,Y,,Cajun Seafood
68526,Yelp Greendot (Q42022),THE CAJUN HUT,2909 SONOMA BLVD,VALLEJO,CA,(510) 776-0789,94590-3844,,,,,,Cajun Seafood
68527,Yelp Greendot (Q42022),THE CAJUN MARKET & CAFE,5409 COLLEYVILLE BLVD,COLLEYVILLE,TX,(817) 527-2175,76034-5834,DEBORAH,MCDANIEL,19,Y,,Cajun Seafood
68528,Yelp Greendot (Q42022),THE CAJUN OAKS,215 S GIBSON ST,HUNTINGTON,TX,(936) 422-3262,75949-9146,,,,,,Cajun Seafood
68529,Yelp Greendot (Q42022),THE CAJUN POT,353 SUGAR RIDGE RD,ENNIS,TX,(972) 921-5261,75119-0183,,,5,Y,,Cajun Seafood
68530,Yelp Greendot (Q42022),THE CAJUN SPOT,3242 W GRANT LINE RD,TRACY,CA,(209) 229-1375,95304-8427,,,,,,Cajun Seafood
68531,Yelp Greendot (Q42022),THE CAJUN SPOT,283 W LOUISE AVE,MANTECA,CA,(209) 239-1588,95336-3446,LINH,HA,9,Y,,Cajun Seafood
68532,Yelp Greendot (Q42022),THE CAMP SEAFOOD MARKET & PATIO,40529 SYCAMORE AVE,GONZALES,LA,(225) 622-9101,70737-6790,,,,,,Cajun Seafood
68533,Yelp Greendot (Q42022),THE CAPTAIN CRAB,10310 SOUTH TACOMA WAY STE H,LAKEWOOD,WA,(253) 539-8888,98499-5414,,,,,,Cajun Seafood
68534,Yelp Greendot (Q42022),THE CAPTAIN KRAB,2801 E MARKET ST STE G7,YORK,PA,(717) 900-6421,17402-2406,,,,,,Cajun Seafood
68535,Yelp Greendot (Q42022),THE CAPTAIN'S BOIL,1521 COUNTY ROAD 220,FLEMING ISLAND,FL,(904) 269-6900,32003-7926,JASON,WILCZEK,45,N,,Cajun Seafood
68536,Yelp Greendot (Q42022),THE CATCH,1841 BELLE ISLE BLVD STE E,OKLAHOMA CITY,OK,(405) 767-9771,73118-4229,,,6,Y,,Cajun Seafood
68537,Yelp Greendot (Q42022),THE CATCH,2127 W MEMORIAL RD,OKLAHOMA CITY,OK,(405) 849-4300,73134-8013,JASON,COURSEY,7,Y,,Cajun Seafood
68538,Yelp Greendot (Q42022),THE CATCH,724 W MAIN ST STE 500,LEWISVILLE,TX,(214) 222-4711,75067-3582,,,,,,Cajun Seafood
68539,Yelp Greendot (Q42022),THE CATCH,3312 4TH ST,LONGVIEW,TX,(903) 663-2940,75605-7954,,,7,Y,,Cajun Seafood
68540,Yelp Greendot (Q42022),THE CATCH,1714 S BECKHAM AVE,TYLER,TX,(903) 596-8226,75701-4435,,,11,Y,,Cajun Seafood
68541,Yelp Greendot (Q42022),THE CATCH,4415 S MEDFORD DR,LUFKIN,TX,(936) 227-4498,75901-5639,,,,,,Cajun Seafood
68542,Yelp Greendot (Q42022),THE CATCH,1200 LOWES BLVD STE 206,KILLEEN,TX,(254) 432-4538,76542-5203,,,,,,Cajun Seafood
68543,Yelp Greendot (Q42022),THE CATCH - BURLESON,1505 SW WILSHIRE BLVD,BURLESON,TX,(817) 447-4302,76028-8725,,,7,Y,,Cajun Seafood
68544,Yelp Greendot (Q42022),THE CD CAFE,14350 SOLOMONS ISLAND RD S,SOLOMONS,MD,(410) 326-3877,20688,,,,,,Cajun Seafood
68545,Yelp Greendot (Q42022),THE CHATROOM RESTAURANT,25005 S HIGHWAY 66,CLAREMORE,OK,(918) 739-5071,74019-2478,,,,,,Japanese
68546,Yelp Greendot (Q42022),THE CHEF'S TABLE AT SORRENTO'S,140 AZALEA CIR,BANNER ELK,NC,(828) 898-5214,28604-7386,NICOLE,PALAZZO,9,Y,,Japanese
68547,Yelp Greendot (Q42022),THE CHEMISTRY ROOM,130 W 47TH ST,NEW YORK,NY,(212) 514-6000,10036-1501,,,7,Y,,Japanese
68548,Yelp Greendot (Q42022),THE CHILI HOUSE,5784 MAIN ST,PENNINGTON,AL,(205) 654-2300,36916-7215,,,,,,Cajun Seafood
68549,Yelp Greendot (Q42022),THE CHINA GARDEN,3947 ERDMAN AVE,BALTIMORE,MD,(410) 558-1288,21213-2004,XING,WANG,6,Y,,Chinese
68550,Google API (Q42022),THE CHINESE KITCHEN,3426 CLAYTON RD,CONCORD,CA,(925) -68-1825,94519-2422,YUEHEUNG,YU,4,Y,,Chinese
68551,Yelp Greendot (Q42022),THE CHLOE,4125 SAINT CHARLES AVE,NEW ORLEANS,LA,(504) 541-5500,70115-4754,CHLOE,HOTEL,3,N,,Cajun Seafood
68552,Yelp Greendot (Q42022),THE CLAM AND CHOWDER HOUSE AT SALIVARS DOCK,470 W LAKE DR,MONTAUK,NY,(631) 668-6252,11954-5126,ROBBY,DEVLIN,27,Y,,Japanese
68553,Yelp Greendot (Q42022),THE CLARKE COOKE HOUSE,24 BANNISTERS WHARF,NEWPORT,RI,(401) 849-2900,02840-3003,STEPHAN,BONEU,21,Y,,Japanese
68554,Yelp Greendot (Q42022),THE CLEARWATER,15347 SUQUAMISH WAY NE,SUQUAMISH,WA,(360) 598-8700,98392-9649,KRISTINA,ZOOK,800,Y,,Japanese
68555,Yelp Greendot (Q42022),THE COFFEE DEPOT,902 SAINT MARY ST,SCOTT,LA,(337) 704-2280,70583-5278,JEFFERY,LAUGHLIN,9,Y,,Cajun Seafood
68556,Yelp Greendot (Q42022),THE CORNER GRILLE,3823 MAIN ST,COLLEGE PARK,GA,(404) 767-1135,30337-3655,,,6,Y,,Cajun Seafood
68557,Yelp Greendot (Q42022),THE CRAB BARRACK SOUTHSIDE,1108 20TH ST S,BIRMINGHAM,AL,(205) 202-3779,35205-2612,,,,,,Japanese
68558,Yelp Greendot (Q42022),THE CRAB BOIL ATLANTA,4829 OLD NATIONAL HWY,ATLANTA,GA,(678) 705-1341,30337-6234,CRYSTAL,BURTON,10,Y,,Cajun Seafood
68559,Yelp Greendot (Q42022),THE CRAB CRACKER,8640 UNIVERSITY CITY BLVD STE A1,CHARLOTTE,NC,(980) 335-0366,28213-3504,JIM,ELLIS,1,Y,,Cajun Seafood
68560,Yelp Greendot (Q42022),THE CRAB SHACK,300 E HIGH ST,LEBANON,TN,(615) 547-4360,37087-4689,,,,,,Cajun Seafood
68561,Yelp Greendot (Q42022),THE CRAB SHACK,1451 W ARTESIA BLVD STE 1,GARDENA,CA,(424) 329-3080,90248-3232,,,3,Y,,Cajun Seafood
68562,Yelp Greendot (Q42022),THE CRAB SHACK,5735 LINCOLN AVE,CYPRESS,CA,(714) 947-0027,90630-3332,,,,,,Cajun Seafood
68563,Yelp Greendot (Q42022),THE CRAB SHACK,1367 W WHITTIER BLVD,LA HABRA,CA,(562) 448-3394,90631-3612,,,,,,Cajun Seafood
68564,Yelp Greendot (Q42022),THE CRAB SHACK,552 E CARSON ST STE 101,CARSON,CA,(424) 342-9813,90745-2897,,,7,Y,,Cajun Seafood
68565,Yelp Greendot (Q42022),THE CRAB SHACK,601 E BROADWAY,LONG BEACH,CA,(562) 912-4448,90802-5125,GINA,WHALEY,8,Y,,Cajun Seafood
68566,Yelp Greendot (Q42022),THE CRAB SHACK EXPRESS,325 THE PROMENADE N,LONG BEACH,CA,(562) 266-6748,90802-2479,,,,,,Cajun Seafood
68567,Yelp Greendot (Q42022),THE CRAB SHED,1332 S PLANO RD STE 670,RICHARDSON,TX,(972) 479-0002,75081-5959,,,4,Y,,Cajun Seafood
68568,Yelp Greendot (Q42022),THE CRAB STATION - ARLINGTON,1101 E PIONEER PKWY,ARLINGTON,TX,(682) 238-3099,76010-5866,,,,,,Cajun Seafood
68569,Yelp Greendot (Q42022),THE CRAB STATION - DALLAS,9780 WALNUT ST STE 270,DALLAS,TX,(972) 889-3888,75243-2356,TRANG,NGUYEN,6,Y,,Cajun Seafood
68570,Yelp Greendot (Q42022),THE CRAB STATION - FORT WORTH,2701 BELLO HILL LN STE 131,FORT WORTH,TX,(682) 708-5521,76177-2092,,,,,,Cajun Seafood
68571,Yelp Greendot (Q42022),THE CRABBY CRAB,4457 VAN NUYS BLVD,SHERMAN OAKS,CA,(818) 789-2722,91403-2911,ROB,LEOVY,7,Y,,Cajun Seafood
68572,Yelp Greendot (Q42022),THE CRABMAN SEAFOOD BOIL,341 FRANKLIN ST,BUFFALO,NY,(716) 322-6001,14202-1702,,,,,,Cajun Seafood
68573,Yelp Greendot (Q42022),THE CRAWFISH,13213 GLADSTONE AVE,SYLMAR,CA,(818) 367-5209,91342-3116,,,,,,Cajun Seafood
68574,Yelp Greendot (Q42022),THE CRAWFISH CARTEL,140 SMIRL DR,ROCKWALL,TX,(972) 978-7884,75032-2080,,,,,,Cajun Seafood
68575,Yelp Greendot (Q42022),THE CRAWFISH CARTEL,401 W HAWKINS PKWY,LONGVIEW,TX,(903) 806-2228,75605-1710,,,,,,Cajun Seafood
68576,Yelp Greendot (Q42022),THE CRAWFISH CO,1860 FM 359 RD PMB 167,RICHMOND,TX,(281) 905-4421,77406-1296,,,,,,Cajun Seafood
68577,Yelp Greendot (Q42022),THE CRAWFISH KING,1055 HIGHWAY 49 S STE E,RICHLAND,MS,(769) 251-0723,39218-7517,JOHN,KELLUM,4,Y,,Cajun Seafood
68578,Yelp Greendot (Q42022),THE CRAWFISH POT NORMAN,3025 WILLIAM PEREIRA,NORMAN,OK,(405) 310-3878,73072-4831,,,6,Y,,Cajun Seafood
68579,Yelp Greendot (Q42022),THE CRAWFISH TRAP,2825 S SERVICE RD W,RUSTON,LA,(318) 224-9199,71270-3185,,,5,Y,,Cajun Seafood
68580,Yelp Greendot (Q42022),THE CRAZY CRAB CHICAGO,9204 S WESTERN AVE,EVERGREEN PARK,IL,(708) 422-8000,60805-2502,CAROLYN,SPECTOR,30,Y,,Cajun Seafood
68581,Yelp Greendot (Q42022),THE CREOLE GIRLS CAFE,14 CENTER ST,EUREKA SPRINGS,AR,(479) 981-3306,72632-3302,,,,,,Cajun Seafood
68582,Yelp Greendot (Q42022),THE DANCING CRAB CAJUN SEAFOOD & OYSTER BAR,884 W STATE ROAD 436,ALTAMONTE SPRINGS,FL,(407) 636-8033,32714-3006,,,,,,Cajun Seafood
68583,Yelp Greendot (Q42022),THE DEPOT,124 BOBBY BARE BLVD,IRONTON,OH,(740) 533-3999,45638-1690,,,5,Y,,Japanese
68584,Yelp Greendot (Q42022),THE DOCK,1829 LAKE ST,LAKE PROVIDENCE,LA,(318) 559-3625,71254-5211,LEE,TONEY,9,Y,,Cajun Seafood
68585,Yelp Greendot (Q42022),THE DRUNK MUNK,7133 E STETSON DR STE 1,SCOTTSDALE,AZ,(480) 699-8454,85251-3229,,,1,Y,,Japanese
68586,Yelp Greendot (Q42022),THE DRUNKEN CRAB,13350 SHERMAN WAY,NORTH HOLLYWOOD,CA,(818) 982-9001,91605-4441,YARITZA,BETANCOURT,29,Y,,Cajun Seafood
68587,Yelp Greendot (Q42022),THE EASTERN PEAK - NORTH GULCH,133 12TH AVE N,NASHVILLE,TN,(615) 674-1411,37203-3627,,,10,Y,,Japanese
68588,Yelp Greendot (Q42022),THE EATERY BY FABIO VIVIANI,210 RACETRACK RD,WASHINGTON,PA,(877) 824-5050,15301-8966,,,,,,Chinese
68589,Yelp Greendot (Q42022),THE FATTY CRAB,2000 NW 87TH AVE STE 7,DORAL,FL,(786) 618-5183,33172-2655,,,,,,Cajun Seafood
68590,Yelp Greendot (Q42022),THE FEATHERED FOX,550 W MOUNT PLEASANT AVE STE 1608,LIVINGSTON,NJ,(973) 994-4900,07039-1608,,,,,,Japanese
68591,Yelp Greendot (Q42022),THE FILLING STATION,970 US ROUTE 2,MIDDLESEX,VT,(802) 225-6232,05602-8865,ANDREA,QUARLES,1,Y,,Japanese
68592,Yelp Greendot (Q42022),THE FLAME BROILER,11182 LOS ALAMITOS BLVD,LOS ALAMITOS,CA,(562) 296-5573,90720-3621,JIMMY,NGHIEM,31,N,,Chinese
68593,Yelp Greendot (Q42022),THE FLAME BROILER,1599 W REDLANDS BLVD,REDLANDS,CA,(909) 793-9222,92373-8023,BRIAN,KANG,38,N,,Japanese
68594,Yelp Greendot (Q42022),THE FLAME BROILER,109 E BALL RD,ANAHEIM,CA,(714) 905-5446,92805-6308,,,7,Y,,Japanese
68595,Yelp Greendot (Q42022),THE FLAME BROILER,1117 N HARBOR BLVD,FULLERTON,CA,(714) 578-5099,92832-1312,MARK,ASAMI,7,Y,,Japanese
68596,Yelp Greendot (Q42022),THE FLAME BROILER,1000 W COMMONWEALTH AVE,FULLERTON,CA,(714) 870-1589,92833-2718,SANTIAGO,ROMO,10,Y,,Japanese
68597,Yelp Greendot (Q42022),THE FLAVOR OF CREOLE,12136 VENTURA BLVD,STUDIO CITY,CA,(310) 502-1690,91604-2514,,,,,,Cajun Seafood
68598,Yelp Greendot (Q42022),THE FOOD SHOPPE,123 LUCKIE ST NW STE B,ATLANTA,GA,(404) 600-8443,30303-2151,,,2,Y,,Cajun Seafood
68599,Yelp Greendot (Q42022),THE FREEHOUSE,701 WASHINGTON AVE N STE 101,MINNEAPOLIS,MN,(612) 339-7011,55401-2820,,,,,,Cajun Seafood
68600,Yelp Greendot (Q42022),THE FRENCH QUARTER,109 ONE ST,JOHNSON CITY,TN,(423) 283-4014,37615-4051,,,,,,Cajun Seafood
68601,Yelp Greendot (Q42022),THE FULL MOON OYSTER BAR - JAMESTOWN,103 W MAIN ST,JAMESTOWN,NC,(336) 307-2887,27282-9555,KRISTINE,VALKOS,1,N,,Cajun Seafood
68602,Yelp Greendot (Q42022),THE GARDEN GRILLE AND BAR,601 JAMES WAY,PISMO BEACH,CA,(805) 773-6020,93449-3502,KENDI,ROOT,29,N,,Japanese
68603,Yelp Greendot (Q42022),THE GASLIGHT,3 N UNION ST,NANTUCKET,MA,(508) 228-6464,02554-6104,,,,,,Japanese
68604,Yelp Greendot (Q42022),THE GEAUX KITCHEN,1010 S PEARL EXPY,DALLAS,TX,(214) 500-4196,75201-6022,,,,,,Cajun Seafood
68605,Yelp Greendot (Q42022),THE GOLDEN COAST,6101 HWY 16 S,DENVER,NC,(704) 483-4567,28037,,,,,,Chinese
68606,Yelp Greendot (Q42022),THE GOLDEN WALL,3201 FERN VALLEY RD STE 111,LOUISVILLE,KY,(502) 968-9717,40213-3569,CHAY,TRAN,4,Y,,Chinese
68607,Yelp Greendot (Q42022),THE GRATEFUL CROW,420 N MAIN ST STE 100,CHELSEA,MI,(734) 562-2903,48118-1299,,,,,,Japanese
68608,Yelp Greendot (Q42022),THE GREASY SPOON,636 CYPRESS STATION DR STE A,HOUSTON,TX,(281) 781-7116,77090-1504,,,7,Y,,Cajun Seafood
68609,Yelp Greendot (Q42022),THE GREAT BAY OYSTER HOUSE,109 E POINSETT ST,GREER,SC,(864) 879-1030,29651-3405,STAN,CHRISTOFFERSON,15,Y,,Japanese
68610,Yelp Greendot (Q42022),THE GREAT WALL RESTAURANT,207 STANLEY K TANGER BLVD,LOCUST GROVE,GA,(678) 432-2434,30248-3640,,,,,,Chinese
68611,Yelp Greendot (Q42022),THE GREAT WALL RESTAURANT,50525 GALAXY DR,GRANGER,IN,(574) 277-0304,46530-8695,,,,,,Chinese
68612,Yelp Greendot (Q42022),THE GREEN GATOR,340 LAS COLINAS BLVD W STE 100,IRVING,TX,(469) 706-6190,75039-5687,,,,,,Cajun Seafood
68613,Yelp Greendot (Q42022),THE GRUMPY MONK,1317 CELEBRITY CIR,MYRTLE BEACH,SC,(843) 712-8020,29577-7445,,,,,,Japanese
68614,Yelp Greendot (Q42022),THE HALF SHELL ON THE BAYOU,2517 BAYOU RD,NEW ORLEANS,LA,(504) 558-4403,70119-2302,,,7,Y,,Cajun Seafood
68615,Yelp Greendot (Q42022),THE HARBOUR GRILL,9415 HARDING AVE,SURFSIDE,FL,(305) 861-0787,33154-2803,GABRIEL,HUNTER,10,Y,,Japanese
68616,Yelp Greendot (Q42022),THE HART,321 HART ST,NASHVILLE,TN,(629) 231-4006,37210-4171,,,,,,Japanese
68617,Yelp Greendot (Q42022),THE HEN HOUSE LOUISIANA FRIED CHICKEN,8692 SKILLMAN ST,DALLAS,TX,(469) 930-8099,75243-9268,FRANK,RICE,3,Y,,Cajun Seafood
68618,Yelp Greendot (Q42022),THE HIBACHI SPOT,17770 VALLEY BLVD,BLOOMINGTON,CA,(909) 892-8009,92316-1949,,,,,,Japanese
68619,Yelp Greendot (Q42022),THE HIBISCUS,8344 W OAKLAND PARK BLVD,SUNRISE,FL,(954) 587-1238,33351-7308,JAYSON,BABOOLAL,4,Y,,Chinese
68620,Yelp Greendot (Q42022),THE HUDSON,PO BOX 270,WHITE PLAINS,NY,(646) 663-5886,10605-0270,,,,,,Japanese
68621,Yelp Greendot (Q42022),THE IZAKA-YA BY KATSU-YA WEST HOLLYWOOD,8420 W 3RD ST,LOS ANGELES,CA,(323) 782-9536,90048-4112,CHISATO,KISHIDA,1,N,,Japanese
68622,Yelp Greendot (Q42022),THE JAMBALAYA SHOPPE,150 BELLE TERRE BLVD STE G,LA PLACE,LA,(985) 359-5747,70068-3352,JORDAN,DOGAN,22,N,,Cajun Seafood
68623,Yelp Greendot (Q42022),THE JAMBALAYA SHOPPE,2108 W THOMAS ST STE A,HAMMOND,LA,(985) 345-8914,70401-2864,MIKE,DICKSON,9,N,,Cajun Seafood
68624,Yelp Greendot (Q42022),THE JAMBALAYA SHOPPE,7755 MAGNOLIA BEACH RD STE E,DENHAM SPRINGS,LA,(225) 243-7001,70726-8970,,,,,,Cajun Seafood
68625,Yelp Greendot (Q42022),THE JAMBALAYA SHOPPE,3265 HWY 1 S STE C,PORT ALLEN,LA,(225) 256-0737,70767-5999,,,,,,Cajun Seafood
