Snowball Map,Dupe (Y/N),Match Brizo 1,Match Brizo 2,Match Print 1,Name,CBE Contact Last Name,CBE Contact First Name,Price,Category,Phone Number,Street,City,State,Zip,CBE Location Employment Size Description,CBE Vendor Ethnicity Description
100613,FALSE,-,-,-,Sushi Tomi,,,null,Japanese,(604) 559-0288,555 12th Ave W Suite 33,Vancouver,BC,V5Z 3X7,5-9,Unknown
100614,FALSE,-,-,-,Sizzling Wok,HU,JIALI,$,Chinese,(604) 872-8837,555 12th Avenue W,Vancouver,BC,V5Z 3X7,1-4,Chinese
100615,FALSE,-,-,-,Hiro Sushi,,,$,Japanese,(),"City Square Shopping Centre, 555 West 12th",Vancouver,BC,V5Z 3X7,,
,TRUE,555 W 12th Ave,-,-,King's Wok,HU,JIALI,null,Chinese,(),555 W 12th Ave,Vancouver,BC,V5Z 3X7,1-4,Chinese
100616,FALSE,-,-,-,Kamei on Broadway,,,null,Japanese,(604) 876-3388,601 Broadway W Unit 12,Vancouver,BC,V5Z 4C2,,
100617,FALSE,-,-,-,Dynasty Seafood Restaurant,,,$$,Chinese,(604) 876-8388,777 Broadway W Ste 108,Vancouver,BC,V5Z 4J7,,
,TRUE,2425 Cambie St,-,-,Seaport City Seafood Restaurant,,,null,Chinese,(604) 222-7288,2425 Cambie St,Vancouver,BC,V5Z 4M5,,
100618,FALSE,-,-,-,Bao Down OG,,,null,Cajun Seafood,(604) 620-8141,12 Powell St,Vancouver,BC,V6A 1E7,,
100619,FALSE,-,-,-,The Diamond,,,$$,Japanese,(),6 Powell St 2nd Floor,Vancouver,BC,V6A 1E7,5-9,Unknown
100620,FALSE,-,-,-,Dosanko,LOWEY,NATHAN,$$,Japanese,(604) 251-2020,566 Powell St,Vancouver,BC,V6A 1G9,5-9,English
100621,FALSE,-,-,-,Pink Pearl Chinese Restaurant,ZHENG,ALVIN,$$,Chinese,(604) 253-4316,1132 Hastings St E,Vancouver,BC,V6A 1S2,50-99,Chinese
100622,FALSE,-,-,-,Chinatown BBQ,,,$$,Chinese,(604) 428-2626,130 Pender St E,Vancouver,BC,V6A 1T3,,
100623,FALSE,-,-,-,Daisy Garden Kitchen,,,null,Chinese,(),142 Pender St E,Vancouver,BC,V6A 1T3,,
100624,FALSE,-,-,-,New Town Bakery & Restaurant,NG,SUSANNA,$,Chinese,(604) 681-1828,148 Pender St E,Vancouver,BC,V6A 1T3,20-49,Chinese
100625,FALSE,-,-,-,Sai Woo,,,$$,Cajun Seafood,(604) 568-1117,158 Pender St E,Vancouver,BC,V6A 1T3,5-9,Unknown
100626,FALSE,-,-,-,Pizza Coming Soon,,,null,Japanese,(604) 558-4900,179 E Pender St,Vancouver,BC,V6A 1T5,,
100627,FALSE,-,-,-,Jade Dynasty Restaurant,WONG,CHUNG,$$,Chinese,(604) 683-8816,137 Pender St E Chinatown,Vancouver,BC,V6A 1T6,5-9,Chinese
100628,FALSE,-,-,-,Dollar Meat Store,WONG,JOEY,$$,Chinese,(604) 681-1052,266 Pender St E,Vancouver,BC,V6A 1T7,20-49,Chinese
100629,FALSE,-,-,-,Manpuku Bento,,,null,Japanese,(604) 687-0849,288 Pender St E,Vancouver,BC,V6A 1T7,,
100630,FALSE,-,-,-,Kam Wai Dim Sum,LIU,WILLIAM,$,Chinese,(604) 683-2333,249 Pender St E,Vancouver,BC,V6A 1T8,100-249,Chinese
100631,FALSE,-,-,-,Kissa Tanto,,,$$$$,Japanese,(778) 379-8078,263 Pender St E,Vancouver,BC,V6A 1T8,5-9,Unknown
,TRUE,163 Keefer St,-,-,Bao Bei Chinese Brasserie,,,$$$,Chinese,(604) 688-0876,163 Keefer St,Vancouver,BC,V6A 1X3,5-9,Unknown
100632,FALSE,-,-,-,Ming Fong Fast Food,GAM,WAHMING,null,Chinese,(604) 687-8223,180 Keefer Street,Vancouver,BC,V6A 1X4,1-4,Korean
100633,FALSE,-,-,-,Fast Food,,,null,Chinese,(604) 687-8223,618 Quebec Street,Vancouver,BC,V6A 1X4,,
100634,FALSE,-,-,-,Gain Wah Restaurant,LEUNG,ANDREW,$,Chinese,(604) 684-1740,218 Keefer St,Vancouver,BC,V6A 1X5,1-4,Chinese
,TRUE,232 Keefer St,-,-,Kent's Kitchen,WOO,KELVIN,$,Chinese,(604) 669-2237,232 Keefer St,Vancouver,BC,V6A 1X5,10-19,Korean
,TRUE,253 Keefer St,-,-,Sing Chong Food Centre,WONG,JOEY,$,Chinese,(604) 684-0253,253 Keefer St,Vancouver,BC,V6A 1X6,5-9,Chinese
100635,FALSE,-,-,-,Maxim's Restaurant,NG,RAYMOND,$$,Chinese,(604) 687-0949,257 Keefer St,Vancouver,BC,V6A 1X6,5-9,Chinese
100636,FALSE,-,-,-,The Ramen Butcher,,,$$,Japanese,(604) 806-4646,223 Georgia St E,Vancouver,BC,V6A 1Z6,,
,TRUE,219 Union St,-,-,The Darkside,,,null,Cajun Seafood,(604) 428-8660,219 Union St,Vancouver,BC,V6A 2B2,,
,TRUE,532 Main St,-,-,The Boss Bakery & Restaurant,CHENG,CHRIS,$$,Chinese,(604) 683-3860,532 Main St,Vancouver,BC,V6A 2T9,5-9,Chinese
100637,FALSE,-,-,-,Torafuku,KO,ERICA,$$,Japanese,(778) 903-2006,958 Main St,Vancouver,BC,V6A 2W1,,Chinese
100638,FALSE,-,-,-,Sushi Bok,,,null,Japanese,(236) 335-6563,"180 Keefer Street, Keefer Place Mall",Vancouver,BC,V6A 3V8,,
100639,FALSE,-,-,-,Ekki Sushi,,,null,Japanese,(604) 643-9175,146-1150 Station St,Vancouver,BC,V6A 4C7,,
100640,FALSE,-,-,-,Floata Seafood Restaurant,CHAN,ALICE,$$,Chinese,(604) 602-0368,180 Keefer Street,Vancouver,BC,V6A 4E9,5-9,Chinese
100641,FALSE,-,-,-,Des Cosina Enterprises,,,$$,Chinese,(604) 681-5522,180 Keefer Street,Vancouver,BC,V6A 4E9,5-9,Chinese
100642,FALSE,-,-,-,Katsuya,,,$$,Japanese,(),1471 Robson St,Vancouver,BC,V6G 1C1,,
,TRUE,1479 Robson St,-,-,Menya Itto,,,$$,Japanese,(604) 568-6898,1479 Robson St,Vancouver,BC,V6G 1C1,,
100643,FALSE,-,-,-,The Captain's Boil,,,null,Cajun Seafood,(604) 620-3099,1487 Robson St,Vancouver,BC,V6G 1C1,,
100644,FALSE,-,-,-,Liuyishou Hotpot,,,$$,Chinese,(778) 379-3977,1542 Robson St,Vancouver,BC,V6G 1C2,,
100645,FALSE,-,-,-,Saku,,,$$,Japanese,(778) 379-5872,1588 Robson St,Vancouver,BC,V6G 1C2,,
100646,FALSE,-,-,-,Red Flame ?? Teppan + Hot Pot,,,null,Chinese,(),1610 Robson St Unit 203,Vancouver,BC,V6G 1C7,,
100647,FALSE,-,-,-,Nine Dumplings,,,null,Chinese,(778) 246-1199,204-1610 Robson St,Vancouver,BC,V6G 1C7,,Unknown
100648,FALSE,-,-,-,BookKyung Ban Jeoum Korean,KIN,MIN SUK,$$,Chinese,(604) 629-8822,1638 Robson St,Vancouver,BC,V6G 1C7,10-19,Chinese
100649,FALSE,-,-,-,Michi Craft Kitchen,,,null,Chinese,(604) 558-1966,1680 Robson St,Vancouver,BC,V6G 1C7,,
100650,FALSE,-,-,-,Hokkaido Ramen Santouka,HADA,BEN,$$,Japanese,(604) 681-8121,1690 Robson St,Vancouver,BC,V6G 1C7,20-49,Japanese
100651,FALSE,-,-,-,Guu with Garlic,NAKAJO,KAZUHIKO,$$,Japanese,(604) 685-8678,1698 Robson St,Vancouver,BC,V6G 1C7,20-49,Japanese
100652,FALSE,-,-,-,Kitanoya Guu Garlic,NAKAJO,KAZUHIKO,$$,Japanese,(604) 685-8678,1698 Robson St,Vancouver,BC,V6G 1C7,20-49,Japanese
100653,FALSE,-,-,-,Dinesty Dumpling House,,,$$,Chinese,(604) 669-7769,1719 Robson St,Vancouver,BC,V6G 1C9,,
100654,FALSE,-,-,-,Kaneko Hannosuke,,,$$,Japanese,(604) 423-4020,1-1725 Robson St,Vancouver,BC,V6G 1C9,,
100655,FALSE,-,-,-,Noodle Arts,,,$$,Chinese,(604) 673-5688,1739 Robson St,Vancouver,BC,V6G 1C9,,
100656,FALSE,-,-,-,Flower And Horse In Spring,,,$$,Chinese,(778) 379-6198,1741 Robson St,Vancouver,BC,V6G 1C9,,
,TRUE,780 Bidwell St,-,-,Maruhachi Ra-men,,,$$,Japanese,(),780 Bidwell St,Vancouver,BC,V6G 2J6,,
100657,FALSE,-,-,-,Momo Sushi House,KIM,JUNG J,$,Japanese,(604) 569-2001,833 Bidwell St,Vancouver,BC,V6G 2J7,1-4,Korean
100658,FALSE,-,-,-,Tonkotsu Ramen Tsukiya,,,null,Japanese,(604) 609-0310,740 Denman St,Vancouver,BC,V6G 2L5,,
100659,FALSE,-,-,-,Jingle Bao,KONG,SHERMAN,$$,Chinese,(604) 428-7722,774 Denman St,Vancouver,BC,V6G 2L5,5-9,Chinese
100660,FALSE,-,-,-,Kintaro Ramen,MAPSUVARA,DAIJI,$$,Japanese,(604) 682-7568,788 Denman St,Vancouver,BC,V6G 2L5,10-19,Unknown
100661,FALSE,-,-,-,Tetsu Sushi Bar,,,$$$$,Japanese,(604) 428-5775,775 Denman St,Vancouver,BC,V6G 2L6,5-9,Unknown
100662,FALSE,-,-,-,Zakkushi on Denman,WAKABAYASHI,MASAMI,$$$,Japanese,(604) 685-1136,823 Denman St,Vancouver,BC,V6G 2L7,10-19,Japanese
,TRUE,836 Denman St,(604) 559-0266,-,Dan Dan Noodle,,,null,Chinese,(604) 559-0266,836 Denman St,Vancouver,BC,V6G 2L8,,
,TRUE,854 Denman St,(604) 559-6404,-,Izakaya Gon's,,,null,Japanese,(604) 559-6404,854 Denman St,Vancouver,BC,V6G 2L8,,
100663,FALSE,-,-,-,Kingyo,HAYASHI,YASUHIRO,$$,Japanese,(604) 608-1677,871 Denman St,Vancouver,BC,V6G 2L9,20-49,Japanese
,TRUE,1047 Denman St,-,-,Sushi Aboard,,,null,Japanese,(604) 423-9797,1047 Denman St,Vancouver,BC,V6G 2M4,,
100664,FALSE,-,-,-,Akira Sushi,,,$$,Japanese,(604) 806-6321,1069 Denman St,Vancouver,BC,V6G 2M7,,
100665,FALSE,-,-,-,Big Bang Sushi,,,null,Japanese,(604) 336-9622,1103 Denman St,Vancouver,BC,V6G 2M7,5-9,Unknown
100666,FALSE,-,-,-,Legendary Noodle House,LIE,BROCK,$$,Chinese,(604) 669-8551,1074 Denman St,Vancouver,BC,V6G 2M8,5-9,Norwegian
100667,FALSE,-,-,-,?? J&P Kitchen Asian Restaurant,,,null,Chinese,(604) 564-2888,1096 Denman St,Vancouver,BC,V6G 2M8,,
100668,FALSE,-,-,-,Lobster Foods,,,null,Japanese,(604) 609-9999,202-1184 Denman St,Vancouver,BC,V6G 2M9,,
100669,FALSE,-,-,-,Won More Szechuan Cuisine,SU,WYANG,$$,Chinese,(604) 688-8856,1184 Denman Street,Vancouver,BC,V6G 2M9,5-9,Chinese
100670,FALSE,-,-,-,Tojo's,HIDEKAZU,TOJO,$$$$,Japanese,(604) 872-8050,1133 Broadway W,Vancouver,BC,V6H 1G1,20-49,Unknown
100671,FALSE,-,-,-,Tomokazu,CHAN,JACKIE,$$,Japanese,(604) 677-0434,1128 W Broadway,Vancouver,BC,V6H 1G5,20-49,Chinese
100672,FALSE,-,-,-,Broadway Chinese Restaurant,LI,JIAXUN,$$,Chinese,(604) 731-0488,1410 Broadway W,Vancouver,BC,V6H 1H4,1-4,Chinese
100673,FALSE,-,-,-,Masa Japanese Restaurant,,,$$,Japanese,(604) 732-0112,1418 W Broadway,Vancouver,BC,V6H 1H4,5-9,Unknown
,TRUE,3093 Oak St,-,-,Joon's Kitchen,,,null,Japanese,(604) 428-0846,3093 Oak St,Vancouver,BC,V6H 2K8,,
100674,FALSE,-,-,-,Sun Garden Chinese Restaurant,,,$$,Chinese,(604) 733-3922,3832 Oak St,Vancouver,BC,V6H 2M5,5-9,Unknown
,TRUE,2566 Granville St,-,-,Sushi Van,KIM,KWANG H,$$,Japanese,(604) 446-0148,2566 Granville St,Vancouver,BC,V6H 3G8,5-9,Korean
,TRUE,2993 Granville St,-,-,Niu Niu BBQ Restaurant,,,null,Japanese,(604) 428-5158,2993 Granville St,Vancouver,BC,V6H 3J6,,
100675,FALSE,-,-,-,The Sandbar Seafood Restaurant,HAWKINS,JOHN,$$$,Japanese,(604) 669-9030,1535 Johnston St Ste 102,Vancouver,BC,V6H 3R9,50-99,English
,TRUE,1689 Johnston St,-,-,Gourmet Wok,,,null,Chinese,(604) 688-5581,1689 Johnston St,Vancouver,BC,V6H 3R9,5-9,Unknown
,TRUE,1689 Johnston St,-,-,Omi Japan,DINH,JENNIFER,null,Japanese,(604) 685-8011,1689 Johnston St,Vancouver,BC,V6H 3R9,5-9,Unknown
100676,FALSE,-,-,-,Omi Teriyaki & Sushi,,,$$,Japanese,(),"Granville Island Public Market, 1661 Duranleau Street",Vancouver,BC,V6H 3Y2,,
100677,FALSE,-,-,-,Minato Sushi Restaurant,LAO,LAINA,$$,Japanese,(604) 732-6554,102-1001 Broadway W,Vancouver,BC,V6H 4B1,5-9,Chinese
100678,FALSE,-,-,-,Shizenya on Broadway,,,$$,Japanese,(604) 569-3721,1333 Broadway W Ste 160,Vancouver,BC,V6H 4C1,,Unknown
,TRUE,1833 Anderson St,-,-,Sushigo Restaurant,,,$$,Japanese,(604) 731-9990,1833 Anderson St,Vancouver,BC,V6H 4E5,,
100679,FALSE,-,-,-,COFU Pressed Sushi,,,null,Japanese,(604) 730-7999,103-1833 Anderson St,Vancouver,BC,V6H 4E5,,
,TRUE,1941 Cornwall Ave,-,-,Moltan Roll Bar + Sake,,,null,Japanese,(604) 423-5677,1941 Cornwall Ave,Vancouver,BC,V6J 1C8,,
100680,FALSE,-,-,-,Octopus Garden,HOSHIKA,SADA,$$$,Japanese,(604) 734-8971,1995 Cornwall Ave,Vancouver,BC,V6J 1C9,10-19,Japanese
100681,FALSE,-,-,-,Sushi Hanabi,,,null,Japanese,(604) 423-3151,1542 2nd Ave W,Vancouver,BC,V6J 1H2,,
100682,FALSE,-,-,-,Ajiya Sushi Bar,ZAHN,SHUO,$,Japanese,(604) 737-3999,1822 4th Ave W,Vancouver,BC,V6J 1M3,1-4,Chinese
100683,FALSE,-,-,-,Ramen Danbo,,,$$,Japanese,(),1833 W 4th Avenue,Vancouver,BC,V6J 1M4,,
100684,FALSE,-,-,-,Mars Japanese Bistro,,,$$,Japanese,(),1833 W 4th Avenue,Vancouver,BC,V6J 1M4,,
100685,FALSE,-,-,-,RedBeef Noodle Kitchen,,,$$,Chinese,(604) 558-1237,1947 W 4th Avenue,Vancouver,BC,V6J 1M7,,
100686,FALSE,-,-,-,Cixi wonton,,,null,Chinese,(),2004 4th Ave W,Vancouver,BC,V6J 1M9,,
100687,FALSE,-,-,-,Sushi Nova,,,null,Japanese,(604) 734-4990,2059 4th Ave W,Vancouver,BC,V6J 1N3,,
100688,FALSE,-,-,-,The Farmer's Apprentice,GUNAWAN,DAVID,$$$,Cajun Seafood,(604) 620-2070,1535 6th Ave W,Vancouver,BC,V6J 1R1,5-9,Indonesian
100689,FALSE,-,-,-,Sushi Master,WONG,ANDY,null,Japanese,(604) 423-2782,1509 Broadway W,Vancouver,BC,V6J 1W6,5-9,Chinese
100690,FALSE,-,-,-,Lin Chinese Cuisine And Tea House,,,$$,Chinese,(604) 733-9696,1537 Broadway W,Vancouver,BC,V6J 1W6,10-19,Unknown
100691,FALSE,-,-,-,Old Beijing Roast Duck,SUN,DANNI,$$$$,Chinese,(604) 559-8556,1643 Broadway W,Vancouver,BC,V6J 1W9,5-9,Chinese
100692,FALSE,-,-,-,Suika,,,$$,Japanese,(604) 730-1678,1626 Broadway W,Vancouver,BC,V6J 1X6,,
100693,FALSE,-,-,-,QQ Sushi,WANG,BONAN,$,Japanese,(604) 568-9018,1640 Broadway W,Vancouver,BC,V6J 1X6,1-4,Chinese
100694,FALSE,-,-,-,Sumire Sushi,,,null,Japanese,(604) 568-9018,1640 Broadway W,Vancouver,BC,V6J 1X6,,
100695,FALSE,-,-,-,Feel City BBQ,,,null,Chinese,(604) 620-8333,1668 Broadway W Unit 205,Vancouver,BC,V6J 1X6,,Unknown
100696,FALSE,-,-,-,Osaka Teppanyaki Steak & Seafood House,,,$$$,Japanese,(604) 733-8258,1788 Broadway W Unit 103,Vancouver,BC,V6J 1Y1,,
,TRUE,1788 W Broadway,-,-,Happy Lamb Hot Pot,,,$$,Chinese,(604) 563-4868,1788 W Broadway,Vancouver,BC,V6J 1Y1,,
100697,FALSE,-,-,-,Sushi Flamingo,,,null,Japanese,(604) 566-6007,1-1855 Burrard St,Vancouver,BC,V6J 3G9,,
,TRUE,2355 Burrard St,-,-,Mazuya Sushi,WANG,JUMIKO,$$,Japanese,(604) 733-3838,2355 Burrard St,Vancouver,BC,V6J 3J2,1-4,Chinese
,TRUE,2365 Burrard St,-,2365 Burrard St,Timkee Kitchen,KEE,TIM,$$,Chinese,(604) 738-8628,2365 Burrard St,Vancouver,BC,V6J 3J2,5-9,Irish
100698,FALSE,-,-,-,Yogi-Yo Korean Restaurant,,,null,Japanese,(604) 558-4871,2568 Arbutus St,Vancouver,BC,V6J 3Y2,,
100699,FALSE,-,-,-,Don at Kitsilano,,,null,Cajun Seafood,(),2186 4th Ave W,Vancouver,BC,V6K 1N6,,
100700,FALSE,-,-,-,Connie's Cook House,SU,CONNIE,$$,Chinese,(604) 738-0980,2135 4th Ave W,Vancouver,BC,V6K 1N7,5-9,Chinese
100701,FALSE,-,-,-,Hi-Nippon Japanese Restaurant,,,$$,Japanese,(604) 736-1766,2274 4th Ave W,Vancouver,BC,V6K 1N8,,
100702,FALSE,-,-,-,Raisu,,,$$,Japanese,(604) 620-1564,2340 4th Ave W,Vancouver,BC,V6K 1P1,,
100703,FALSE,-,-,-,Peaceful Restaurant,,,$$,Chinese,(604) 559-9533,2394 4th Ave W,Vancouver,BC,V6K 1P1,5-9,Unknown
100704,FALSE,-,-,-,Healthy Noodle House,LO,COLIN,$,Chinese,(778) 371-8371,2716 4th Ave W,Vancouver,BC,V6K 1R1,1-4,Chinese
100705,FALSE,-,-,-,Nishi Sushi,IOHA,MIEUNGKUN,$$,Japanese,(604) 734-3881,2953 4th Ave W Suite 1,Vancouver,BC,V6K 1R3,5-9,Unknown
100706,FALSE,-,-,-,Little Bird Dim Sum,,,$$,Chinese,(604) 325-8132,2958 4th Ave W,Vancouver,BC,V6K 1R4,,Unknown
100707,FALSE,-,-,-,Gyo Para Gyoza & Ramen Bar,,,$$,Japanese,(604) 288-2941,2120 Broadway W,Vancouver,BC,V6K 2C8,10-19,Unknown
100708,FALSE,-,-,-,Z&W Shanghai,,,null,Chinese,(604) 423-2999,2126 Broadway W,Vancouver,BC,V6K 2C8,,
100709,FALSE,-,-,-,Temaki Sushi,NGUY,ANGIE,$$,Japanese,(604) 738-4321,2156 Broadway W Suite 2,Vancouver,BC,V6K 2C8,10-19,Vietnamese
100710,FALSE,-,-,-,Ah Long Sushi,,,null,Japanese,(604) 730-9229,2697 Broadway W,Vancouver,BC,V6K 2G2,,
100711,FALSE,-,-,-,Iki Japanese Restaurant,KITO,MAX,$$,Japanese,(604) 731-4771,2756 Broadway W,Vancouver,BC,V6K 2G4,10-19,Japanese
100712,FALSE,-,-,-,The Corner Hotpot,,,null,Chinese,(),2893 Broadway W,Vancouver,BC,V6K 2G6,,
100713,FALSE,-,-,-,Great Wall Mongolian BBQ,KIM,KIMBERLY,$$,Chinese,(604) 739-4888,2897 Broadway W,Vancouver,BC,V6K 2G6,5-9,Korean
100714,FALSE,-,-,-,Hu Tong,SUN,YU,$$,Chinese,(604) 559-6622,2942 Broadway W,Vancouver,BC,V6K 2G8,1-4,Chinese
100715,FALSE,-,-,-,Kitstaya Sushi,PAN,CAROLYN,$,Japanese,(604) 737-0181,3105 Broadway W,Vancouver,BC,V6K 2H2,10-19,Chinese
100716,FALSE,-,-,-,Koi Ramen & Eatery,,,$$,Japanese,(604) 620-9722,3132 Broadway W,Vancouver,BC,V6K 2H3,,
,TRUE,-,(604) 336-9633,-,Uncle Pu's Sichuan Taste,,,null,Chinese,(604) 336-9633,3132 Broadway W,Vancouver,BC,V6K 2H3,,
100717,FALSE,-,-,-,Haidilao - Vancouver,,,null,Chinese,(604) 336-2588,3204 Broadway W,Vancouver,BC,V6K 2H4,,
,TRUE,-,(604) 558-3217,-,LanZhou Beef Noodle,,,null,Chinese,(604) 558-3217,3217 Broadway W,Vancouver,BC,V6K 2H5,,
,TRUE,-,(604) 731-9378,-,Yuwa Japanese Cuisine,,,$$$,Japanese,(604) 731-9378,2775 16th Ave W,Vancouver,BC,V6K 3C3,5-9,Unknown
100718,FALSE,-,-,-,Mi Mary's Noodle and Liquor Bar,,,$$,Chinese,(604) 282-1285,3188 MacDonald St,Vancouver,BC,V6K 4W7,,
,TRUE,4009 MacDonald St,-,-,Ridge Garden Restaurant,WO,JIMMY,null,Chinese,(604) 736-5231,4009 MacDonald St,Vancouver,BC,V6L 2N8,5-9,Chinese
100719,FALSE,-,-,-,Kerrisdale Nakamura,KERRIS,DALE,$$,Japanese,(604) 266-4200,2055 41st Ave W,Vancouver,BC,V6M 1Y7,5-9,Lithuanian
100720,FALSE,-,-,-,Chef Hung Taiwanese Beef Noodle,CHAN,ANDY,$$,Chinese,(778) 379-8865,2028 41st Ave W,Vancouver,BC,V6M 1Y8,5-9,Chinese
100721,FALSE,-,-,-,New Chongqing Restaurant,ZHANG,MEI,$$,Chinese,(604) 266-9988,2044 41st Ave W,Vancouver,BC,V6M 1Y8,10-19,Chinese
100722,FALSE,-,-,-,Golden Ocean Seafood Restaurant,TONG,KITTY,$$,Chinese,(604) 263-8886,2046 41st Ave W,Vancouver,BC,V6M 1Y8,20-49,Chinese
100723,FALSE,-,-,-,Asa Sushi,,,$$,Japanese,(604) 267-0077,2178 41st Ave W,Vancouver,BC,V6M 1Z1,,
100724,FALSE,-,-,-,ZUBU,,,null,Japanese,(778) 379-8889,2129 41st Ave W,Vancouver,BC,V6M 1Z6,,
100725,FALSE,-,-,-,Nana's Green Tea,,,$$,Japanese,(604) 263-5054,2135 41st Ave W,Vancouver,BC,V6M 1Z6,,
100726,FALSE,-,-,-,Jess' Restaurant,,,$$$,Cajun Seafood,(604) 269-0103,2179 41st Ave W,Vancouver,BC,V6M 1Z6,,
100727,FALSE,-,-,-,Irashai Sushi,LI,KAPIK,$$,Japanese,(604) 266-9332,2260 41st Ave W,Vancouver,BC,V6M 1Z8,5-9,Chinese
100728,FALSE,-,-,-,Sip Bowl La Mian,,,$$,Chinese,(778) 737-3999,2255 41st Ave W,Vancouver,BC,V6M 2A3,1-4,Unknown
100729,FALSE,-,-,-,Orange Corner,TAI,SHUFEN,$,Chinese,(604) 266-7388,2257 41st Ave W,Vancouver,BC,V6M 2A3,5-9,Chinese
100730,FALSE,-,-,-,41 Noodle & Rice Pot House,,,$$,Chinese,(778) 371-2376,2279 41st Ave W,Vancouver,BC,V6M 2A3,,
100731,FALSE,-,-,-,Kokoro Tokyo Mazesoba,,,null,Japanese,(604) 559-8872,2285 41st Ave W,Vancouver,BC,V6M 2A3,,
100732,FALSE,-,-,-,Lok's Chinese Restaurant,LOK,MING KON,$$,Chinese,(604) 266-0788,2436 41st Ave W,Vancouver,BC,V6M 2A7,5-9,Chinese
100733,FALSE,-,-,-,Sushi Bar Ajisai,,,$$,Japanese,(604) 266-1428,2081 42nd Ave W,Vancouver,BC,V6M 2B4,,
,TRUE,6485 Oak St,-,-,Sushi Mura,NOH,JOON,$$,Japanese,(604) 428-1145,6485 Oak St,Vancouver,BC,V6M 2W7,10-19,Korean
100734,FALSE,-,-,-,World Malatang,,,null,Chinese,(),4320 West 47th Avenue,Vancouver,BC,V6M 3V7,,
100735,FALSE,-,-,-,China Lan Beef Noodle,,,$$,Japanese,(604) 559-9488,5555 West Boulevard,Vancouver,BC,V6M 3W6,,
100736,FALSE,-,-,-,Me + Crepe,,,null,Chinese,(604) 263-9596,5971 West Boulevard,Vancouver,BC,V6M 3X1,,
100737,FALSE,-,-,-,BBT Cafe,LIU,JIM,$$,Chinese,(604) 266-2195,5979 West Boulevard,Vancouver,BC,V6M 3X1,10-19,Chinese
100738,FALSE,-,-,-,Chi Noodle Bar,,,null,Chinese,(604) 428-8631,6019 West Boulevard,Vancouver,BC,V6M 3X2,,
100739,FALSE,-,-,-,Southern Delicacy,,,null,Chinese,(604) 559-3939,6055 West Boulevard,Vancouver,BC,V6M 3X2,5-9,Unknown
,TRUE,5688 Yew St,-,-,Shota Sushi and Grill,,,null,Japanese,(604) 263-8068,5688 Yew St,Vancouver,BC,V6M 3Y3,,
,TRUE,5707 Balsam St,-,-,Jiu Jiang Japanese Restaurant,,,$$,Chinese,(778) 379-8858,5707 Balsam St,Vancouver,BC,V6M 4B8,5-9,Unknown
100740,FALSE,-,-,-,Hikari Cafe,,,$$,Japanese,(604) 269-3682,5701 Granville St Suite 103,Vancouver,BC,V6M 4J7,,
100741,FALSE,-,-,-,TaoÆs Kitchen,,,null,Chinese,(),5701 Granville St Suite 110,Vancouver,BC,V6M 4J7,10-19,Unknown
100742,FALSE,-,-,-,Kyuzo Japanese Restaurant,FENG,WILL,$$,Japanese,(604) 620-9979,5701 Granville St Suite 112,Vancouver,BC,V6M 4J7,5-9,Chinese
100743,FALSE,-,-,-,Grand Honour Restaurant,CHAN,LAWRENCE,$$,Chinese,(604) 263-3983,5701 Granville Street,Vancouver,BC,V6M 4J7,10-19,Chinese
100744,FALSE,-,-,-,Red Tuna,,,$$,Japanese,(604) 266-7355,3592 41st Ave W,Vancouver,BC,V6N 3E6,5-9,Unknown
100745,FALSE,-,-,-,Land & Sea Restaurant & Bar,,,$$$,Japanese,(604) 263-0155,1864 57th Ave W,Vancouver,BC,V6P 1T7,,
100746,FALSE,-,-,-,Bespoke & Sushi,,,null,Japanese,(604) 689-8808,1306 73rd Ave W,Vancouver,BC,V6P 3E7,,
100747,FALSE,-,-,-,Cafe de l'Orangerie,TAKAHASHI,YAMATO,$$,Japanese,(604) 266-0066,1320 73rd Ave W,Vancouver,BC,V6P 3E7,1-4,Japanese
100748,FALSE,-,-,-,Chikara Fusion Food,,,null,Japanese,(),8855 Laurel St Suite 107,Vancouver,BC,V6P 3V9,,
,TRUE,8269 Oak St,(604) 263-8968,-,Applause Japanese Restaurant,YEH,TERRY,$$,Japanese,(604) 263-8968,8269 Oak St,Vancouver,BC,V6P 4A8,5-9,Chinese
,TRUE,8329 Oak St,-,8329 Oak St,Chuan Yue,,,null,Chinese,(604) 336-6238,8329 Oak St,Vancouver,BC,V6P 4A9,,
,TRUE,7994 Granville St,-,-,The Meat Up,,,$$,Chinese,(604) 428-9656,7994 Granville St,Vancouver,BC,V6P 4Z2,5-9,Unknown
,TRUE,8012 Granville St,-,-,Tai Tung Chinese Seafood Restaurant,SUGN,GARRY,$$,Chinese,(604) 261-6328,8012 Granville St,Vancouver,BC,V6P 4Z4,10-19,Unknown
100749,FALSE,-,-,-,Sushi King House,TRINS,TONY,$,Japanese,(604) 269-3555,8176 Granville St,Vancouver,BC,V6P 4Z4,1-4,Unknown
,TRUE,8298 Granville St,-,-,Red Star Seafood Restaurant,GONG,DANIEL,$$$,Chinese,(604) 261-8389,8298 Granville St,Vancouver,BC,V6P 4Z4,20-49,Chinese
100750,FALSE,-,-,-,Sushi Bar Shu,,,$$$$,Japanese,(604) 428-1868,8099 Granville St,Vancouver,BC,V6P 4Z5,,
,TRUE,8185 Granville St,-,-,Bing and Noodles World,,,null,Chinese,(604) 264-7873,8185 Granville St,Vancouver,BC,V6P 4Z6,,
