UID,FT/PT,Q4'21,Q1'22,Q2'22,Q3'22,Q4'22,Q1'23,Q2'23,Q3'23,Q4'23,Q1'24,Q2'24,Q3'24,Q4'24
R88708,FT,"47,029","48,054","43,061","41,912","35,046","41,175","40,315","38,390","33,394","36,314","33,104","27,736","26,095"
R88709,PT,"22,305","19,217","31,269","26,224","33,989","26,595","34,599","35,312","35,002","36,786","36,800","36,819","33,017"
R88719,PT,"11,858","2,400","7,554","7,742","27,530","2,400","2,400","6,224","6,459","2,400","2,400","2,400","4,759"
R88721,FT,"11,433","9,547","10,776","8,267","9,404","8,050","9,096","8,330","12,862","12,625","12,526","13,210","13,579"
R88723,FT,"7,669","12,657","12,428","11,546","12,255","13,314","13,101","13,661","11,826","13,554","15,008","11,902","9,474"
R88725,FT,"21,669","22,318","18,919","15,863","12,248","16,890","16,553","15,201","21,540","14,458","20,304","13,569","11,519"
R88728,FT,"24,666","18,352","18,770","17,139","19,034","17,837","18,019","17,594","23,127","22,981","22,971","21,515","27,824"
R88729,FT,"37,402","39,400","31,763","32,569","27,394","31,904","27,300","28,506","28,009","28,052","28,615","25,988","26,063"
R88731,FT,"74,137","70,279","73,998","71,823","74,143","71,457","66,639","67,257","70,481","70,975","71,921","73,427","71,110"
R88735,FT,"26,317","26,536","23,468","22,086","23,313",0,0,0,0,0,0,0,0
R88737,PT,"19,895","14,830","15,306","14,621","14,707","13,346","12,358","12,583","15,233","12,530","13,211","12,385","11,563"
R88751,FT,"18,855","19,578","17,019","16,031","16,664","16,614","17,464","18,225","17,303","18,126","18,485","18,476","16,714"
R88752,FT,"49,294","36,747","32,392","34,516","43,027","36,619","32,035","29,087","30,887","28,501","25,428","24,688","27,922"
R88753,FT,"33,366","37,837","29,835","33,240","25,567","35,526","29,167","28,876","25,159","27,338","21,265","21,316","18,333"
R88757,FT,"20,406","25,305","18,658","18,874","14,195","16,998","16,112","22,832","24,190","32,897","44,134","47,379","54,798"
R88761,FT,"22,479","24,617","23,556","19,908","16,911","20,937","20,867","20,865","18,822","20,183","20,917","21,222","18,892"
R88762,FT,"39,007","25,938","24,991","27,613","32,437","31,035","27,674","27,853","39,413","27,111","23,541","25,750","22,470"
R88765,FT,"31,376","34,941","30,885","31,355","27,283","32,743","33,830","35,690","29,498","31,428","29,637","28,879","25,659"
R88768,FT,"12,326","13,526","13,119","13,448","12,480","12,787","13,346","12,338","12,084","11,177","13,191","11,337",648
R88769,FT,"26,811","28,430","27,305","27,243","23,311","27,068","23,592","27,791","26,500","29,928","25,159","28,262","26,205"
R88772,FT,0,0,0,0,0,0,0,0,"13,041","12,174","13,441","11,511","11,631"
R88773,FT,"13,703","9,719","13,507","10,975","12,623","11,397","11,569","12,113","12,780","10,343","12,137","12,297","11,366"
R88775,FT,"23,716","22,369","25,076","22,215","19,247","22,131","22,396","21,683","21,576","22,009","24,829","22,919","23,590"
R88776,FT,"32,050","35,608","40,398","38,744","32,574","38,876","42,756","32,544","45,932","39,047","38,217","2,245",0
R88779,FT,"20,684","18,964","18,323","17,179","17,536","15,428","21,389","18,777","22,459","23,152","19,372","13,750","29,137"
R88782,FT,"23,207","22,832","21,019","21,005","22,046","25,630","26,469","21,343","20,143","23,965","22,487","22,389","22,498"
R88783,PT,"26,190","22,548","21,019",324,327,"2,400","2,400","2,400",653,653,653,648,648
R88786,FT,"20,836","22,900","21,857","19,557","16,672","19,762","20,033","21,298","19,740","21,078","21,489","22,351",0
R88787,FT,"38,165","28,178","32,270","29,707","31,699","36,666","36,096","39,729","43,281","38,162","38,423","39,560","38,240"
R88789,FT,0,0,"27,162","32,993","31,563","32,862","37,642","38,850","40,818","46,450","40,373","38,708","47,585"
R88791,PT,"31,595","33,854","30,801","28,413","23,394","27,699","23,788","24,423","23,709","28,429","24,810","23,441","22,789"
R88793,FT,"20,900","15,972","13,266","12,965","7,466","12,183",653,0,0,0,0,0,0
R88795,FT,"13,013","14,999","12,446","13,390","9,162","7,906","12,238","12,003","9,158","10,601","8,269","7,269",0
R88796,FT,"14,725","13,943","16,747","16,013","15,258","13,529","16,622","18,225","16,432","16,142","21,406","21,151","13,677"
R88797,FT,"36,949","40,252","43,542","39,555","34,380","38,677","41,024","47,539","43,727","48,560","50,361","52,203","46,444"
R88798,FT,"23,022","26,851","23,066","18,328","20,447","18,216","20,622","20,645","19,747","21,115","20,216","18,542","20,929"
R88799,FT,"19,248","19,524","17,636","14,445","15,513","18,519","15,205","17,627","17,565","20,013","17,080","10,748","13,097"
R88801,FT,"26,793","23,892","24,341","26,655","24,838","23,589","13,953","11,994","14,153","16,506","10,803","12,151","11,795"
R88803,FT,"45,714","38,700","40,798","36,267","36,791","30,179","27,172","30,566","30,810","29,697","27,293","24,855","26,901"
R88805,FT,"58,704","58,722","58,146","58,533","54,585","55,697","60,605","67,565","57,960","59,920","54,630","53,603","45,208"
R88806,FT,"15,815","14,141","11,820","11,088","11,867","11,102","10,260","10,097","11,497","10,372","11,054","10,112","10,961"
R88807,FT,"30,361","33,784","31,140","27,811","29,092","30,192","27,983","29,922","37,646","27,574","25,957","25,752","25,982"
R88808,FT,"17,991","18,583","16,464","14,407","12,980","14,525","13,694","14,553","13,008","13,820","16,491","16,945","14,858"
R88811,FT,"43,351","43,899","43,257","40,610","33,993","36,253","38,573","40,253","39,232","46,815","37,037","43,366","36,133"
R88812,FT,"22,788","20,822","22,559","21,613","22,250","20,844","22,156","22,799","23,037","24,980","28,337","33,321","39,980"
R88813,PT,"58,007","54,235","47,728","46,529","57,254","47,507","41,633","42,222","59,321","43,548","2,558","2,898","11,721"
R88816,PT,59,"27,063","16,270","17,385","16,226","16,649","16,864","19,493","19,138","19,119","9,138",648,"10,958"
R88817,FT,"36,463","45,209","43,247","41,880","35,347","44,424","43,681","45,390","40,995","44,833","45,426","35,564","36,617"
R88818,FT,"16,797","10,581","12,066","11,375","13,927","10,265","11,325","12,112","20,465","13,240","14,336","13,979","16,425"
R88821,FT,"47,440","45,323","43,644","43,771","49,418","50,795","50,910","52,952","49,155","51,728","52,580","54,519","51,986"
R88822,FT,"14,578","10,988","12,156","10,015","10,714","11,253","9,896","9,343","14,579","10,809","12,422","7,973","9,242"
R88823,FT,"16,890","16,924","15,039","16,326","13,977","14,414","11,088","13,032","9,233","10,081",0,0,0
R88825,FT,"29,331","27,929","25,922","24,688","20,882","25,160","24,104","23,382","23,328","26,982","27,314","20,919","19,291"
R88826,FT,"52,920","43,888","39,641","43,189","46,933","42,972","38,931","40,290","40,049","37,403","40,472","38,264","40,509"
R88831,FT,"21,801","21,950","22,314","16,002","13,761","15,760","16,139","15,414","17,285","15,471","15,952","14,920","15,590"
R88832,FT,"73,530","60,473","59,599","60,263","72,371","58,513","67,316","68,449","83,964","64,023","60,618","61,862","68,894"
R88833,FT,"35,548","30,407","34,189","37,200","31,188","32,111","35,594","31,791","34,517","28,527","30,634","30,601","33,538"
R88839,FT,"50,611","53,599","60,738","55,915","45,427","38,884","22,145","16,395","39,885","52,131","55,381","34,086","45,216"
R88851,FT,"42,946","38,702","33,860","32,113","31,868","30,136","26,079","25,466","23,194","24,794","24,749","22,320","27,073"
R88852,FT,"58,162","60,545","58,990","57,248","53,866","51,508","54,087","59,259","51,298","54,939","62,284","63,857","65,963"
R88856,FT,"27,484","27,778","26,372","23,362","16,692","15,395","24,832","11,853","14,982","10,167","9,330","7,256","8,287"
R88857,FT,"39,890","36,658","39,283","36,588","40,669","39,495","36,167","34,887","36,458","41,086","39,824","38,813","38,199"
R88861,FT,"22,593","26,931","28,517","31,643","29,083","33,425","31,126","31,859","31,089","32,859","35,273","32,348","28,247"
R88863,FT,"19,380","20,727","15,230","16,756","16,089","19,010","17,999","16,981","14,801","16,245","15,564","16,191","13,238"
R88866,FT,"22,030","18,560","16,527","16,522","19,966","19,336","17,085","19,653","18,094","19,928","22,025","16,062","8,773"
R88873,FT,"36,176","45,889","39,379","41,750","34,141","42,817","39,906","40,423","34,494","39,270","42,072","35,244","32,361"
R88877,FT,"30,593","25,187","25,332","24,655","24,335","28,205","24,669","24,829","23,091","26,896","24,913","25,221","24,130"
R88878,FT,"49,156","48,412","49,306","44,632","40,532","45,559","43,047","46,226","42,435","42,180","42,462","40,092","45,743"
R88879,FT,"40,273","42,765","43,859","43,745","43,633","44,586","47,102","49,133","39,458","42,069","42,633","21,196","19,183"
R88882,FT,"18,450","20,131","16,463","25,570","24,693","23,151","23,233","20,724","34,888","19,531","20,288","14,461","18,759"
R88883,FT,"23,022","27,279","25,630","25,617","23,084","25,181","28,848","28,351","25,276","29,978","29,604","28,492","22,207"
R88885,FT,"13,407","10,102","11,233","10,488","2,751",0,0,0,"4,065","7,398","7,916","10,792","8,993"
R88887,FT,"43,032","47,822","57,650","54,363","48,573","51,455","51,340","52,120","52,630","51,704","48,996","46,821","44,927"
R88892,FT,"18,253","13,399","12,767","11,347","13,987","12,286","11,663","10,451","16,963","11,166","9,819","8,920","9,509"
R88893,FT,"29,861","31,683","28,255","27,981","27,777","29,205","25,452","24,423","22,779","26,723","30,195","19,912","21,238"
R88895,FT,"16,927","15,946","14,304","18,150","17,158","18,157","17,926","20,204","18,695","19,996","19,795","17,413","15,222"
R88897,FT,"11,408","10,442","11,257","10,845","8,908","8,373","9,258","7,970","8,475",0,0,0,0
R88898,FT,"21,122","15,905","15,082","17,066","17,505","15,618","14,861","13,461","15,655","13,637","12,916","13,959","14,667"
R88899,FT,"24,850","19,657","17,760","19,941","19,995","16,069","15,563","18,454","22,783","14,960","20,612","16,109","18,878"
R88901,FT,"38,280","42,252","39,180","35,648","33,835","39,130","37,520","35,514","36,110","41,291","38,721","39,247","40,128"
R88902,FT,"11,940","12,105","14,116","11,578","12,579","9,983","8,090","9,076","7,704","7,860","9,684","5,988",0
R88903,FT,"18,536","8,908","9,177","11,012","14,160","14,442","15,467","15,199","16,096","19,331","20,377","16,329","16,833"
R88906,FT,"35,553","38,729","35,943","31,924","32,901","38,723","35,101","32,022","31,002","37,142","40,663","38,356","39,034"
R88907,FT,"19,285","20,453","21,262","18,288","19,619","19,081","18,014","18,089","17,834","19,509","18,074","17,052","16,815"
R88911,FT,"44,184","34,712","29,688","32,009","36,135","30,314","28,831","27,482","29,816","30,197","27,978","26,844","29,094"
R88912,FT,"43,966","53,293","53,562","49,839","39,116","52,292","48,288","45,817","52,414","47,142","49,718","46,522","43,794"
R88913,FT,"32,004","40,225","37,585","41,609","35,192","42,793","41,405","38,959","36,870","40,444","41,109","36,043","28,607"
R88915,FT,"39,637","24,769","22,676","24,611","30,747","24,238","24,025","27,153","39,337","24,605","22,026","25,154","28,635"
R88916,FT,"36,862","30,334","31,112","28,312","31,422","30,460","31,012","27,996","28,777","26,609","26,443","25,297","25,164"
R88917,FT,"21,426","26,323","27,138","27,525","24,846","27,571","28,720","31,084","26,886","36,315","32,436","38,716","36,174"
R88919,FT,"43,326","49,724","42,102","45,827","40,818","50,730","50,891","53,291","50,448","61,905","55,789","61,112","54,785"
R88921,FT,"33,908","35,822","33,162","32,232","38,132","37,064","29,202","30,485","42,901","31,015","28,642","31,096","33,621"
R88923,FT,"52,678","50,301","41,422","45,291","44,915","44,507","40,989","44,131","53,445","44,313","46,409","43,282","42,276"
R88926,FT,"33,682","32,569","33,955","35,238","29,886","38,747","45,363","45,440","41,947","43,897","45,778","45,699","41,278"
R88927,FT,"33,798","31,395","35,305","30,048","28,376","31,170","28,365","30,826","31,083","31,829","32,589","32,554","27,703"
R88928,FT,"32,175","43,425","40,818","40,861","31,394","42,549","43,860","45,884","41,045","42,593","40,999","36,635",768
R88929,FT,"47,029","44,310","39,060","34,117","36,287","25,110","26,898","25,737","36,085","21,092","20,772","20,769","17,287"
R88931,FT,"11,401","10,115","8,746","9,457","11,104","9,136","9,133","8,491","9,683","7,606","7,491","8,327","8,806"
R88932,FT,"14,993","14,275","13,240","14,056","13,536","11,066","12,348","10,229","11,770","11,491","14,976","14,651","13,576"
R88933,FT,"11,090","9,571","9,359","6,383","6,439","5,401","5,738","3,802","2,995","2,967","2,290",648,648
R88935,FT,"30,246","29,895","30,303","28,515","25,099","29,091","30,243","30,253","26,792","27,740","27,823","27,593","28,001"
R88938,FT,"15,470","14,266","13,728","14,651","12,082","13,312","12,794","13,850","14,317","13,970","13,029","14,004","13,450"
R88939,FT,"20,766","22,082","18,586","23,601","22,505","20,863","22,205","20,688","24,641","21,973","21,511","10,160","3,736"
R88951,FT,"17,445","15,161","14,678","14,878","17,245","16,384","15,709","15,245","15,523","15,993","13,778","15,310","15,287"
R88953,FT,"15,837","15,915","15,355","14,530","14,042","15,574","17,350","16,201","19,078","19,585","18,407","18,540","15,751"
R88955,FT,"31,618","34,272","31,808","30,645","24,665","29,510","30,504","32,211","31,256","31,889","30,811","29,005","27,772"
R88956,FT,"70,060","55,852","48,260","29,287","34,194","35,583","30,432","31,254","40,869","43,195","41,765","41,595","43,745"
R88957,FT,"15,072","20,724","18,959","17,020","13,720","17,604","17,509","11,898","15,094","16,841","11,805","11,060","10,698"
R88961,FT,"28,765","26,252","25,251","25,836","35,679","24,071","23,340","20,617","26,098","28,507","22,773","23,043","21,989"
R88962,FT,"17,281","15,651","14,872","15,400","15,652","11,710","12,484","12,907","12,398","15,050","22,682","12,909","16,149"
R88963,FT,"27,717","23,304","23,644","25,697","23,099","23,516","21,693","22,131","36,351","18,779","21,305","16,932","18,853"
R88965,FT,"21,269","29,381","22,234","22,825","19,119","24,616","18,474","21,818","23,075","21,738","20,308","18,531","17,019"
R88966,FT,"21,948","22,460","22,389","22,761","21,064","22,421","24,906","26,557",0,0,0,0,0
R88967,FT,"20,971","17,148","14,467","16,367","20,760","16,279","15,907","15,443","15,395","18,944","18,229","16,554","17,914"
R88968,FT,"33,820","32,379","35,398","35,504","36,306","35,853","34,132","34,570","31,764","37,856","31,711","33,193","33,027"
R88969,FT,"146,573","127,094","106,025","106,891","126,190","101,938","98,710","94,323","107,333","106,992","110,810","5,317","139,572"
R88971,FT,"10,427","8,293","10,422","9,857","8,967","8,711","9,650","8,613","8,348","8,582","8,245","8,033","7,523"
R88972,FT,"36,239","34,030","34,607","33,370","32,556","31,723","37,075","34,681","31,655","30,665","31,497","32,771","32,984"
R88976,FT,"16,324","18,367","20,395","21,559","14,992",0,0,0,0,0,0,0,0
R88977,FT,"14,505","14,741","16,330","14,459","11,498","12,704","13,742","13,253","11,397","11,120","12,347","9,403","10,115"
R88978,FT,"28,345","25,127","25,127","22,561","22,493","20,879","20,797","17,932","24,062","19,379","17,733","18,365","16,640"
R88979,FT,"20,218","17,836","16,914","18,447","16,042","17,171","16,056","18,666","16,187","17,504","17,604","18,389","18,323"
R88982,FT,0,0,0,"67,806","68,012","60,561","30,743","10,359","8,120","5,831",0,0,0
R88987,FT,"14,318","13,119","14,753","13,984","12,706","10,964","10,890","11,531","9,686","11,227","11,689","11,062","9,152"
R88989,FT,"12,370","12,926","14,720","13,711","14,789","14,362","12,541","14,115","11,776","13,812","13,657","15,164","11,790"
R88995,FT,0,0,0,0,"20,502","18,274","20,187","18,710","22,006","13,045","18,963","15,932","18,078"
R88998,FT,"22,061","14,313","13,496","12,210","17,808","17,549","15,117","15,795","21,448","15,998","15,782","17,337","18,187"
(blank),#N/A,0,0,0,0,0,0,0,0,0,0,0,0,0
R88211,#N/A,"74,352","85,219","89,391",0,0,0,0,0,0,0,0,0,0
R88129,#N/A,"13,773","14,310",0,0,0,0,0,0,0,0,0,0,0
R88522,#N/A,"39,122","27,586",0,0,0,0,0,0,0,0,0,0,0
R88601,#N/A,"8,611","9,648","9,789",0,0,0,0,0,0,0,0,0,0
R88668,#N/A,"8,273","10,118","8,714","8,285",322,0,0,0,0,0,0,0,0
R88718,#N/A,"15,625","16,691",666,0,0,0,0,0,0,0,0,0,0
R88722,#N/A,"11,162","9,129","8,171",120,120,0,0,0,0,0,0,0,0
R88763,#N/A,"16,621","15,368",653,0,0,0,0,0,0,0,0,0,0
R88612,#N/A,"36,162","45,631","23,655",0,0,0,0,0,0,0,0,0,0
R88855,#N/A,"17,680","18,198","14,787",0,0,0,0,0,0,0,0,0,0
R88908,#N/A,"26,762",0,0,0,0,0,0,0,0,0,0,0,0
R88936,#N/A,"14,135","13,840",653,648,0,0,0,0,0,0,0,0,0
R88983,#N/A,"5,127","4,795",0,0,0,0,0,0,0,0,0,0,0
R88958,#N/A,"15,187",0,0,0,0,0,0,0,0,0,0,0,0
R88785,#N/A,"9,307","10,555","13,430",0,0,0,0,0,0,0,0,0,0
R81036,#N/A,"11,388","9,531","9,771",0,0,0,0,0,0,0,0,0,0
R81105,#N/A,"6,187","8,676","2,400",0,0,0,0,0,0,0,0,0,0
R81188,FT,"12,223","12,372",0,0,0,0,0,0,0,0,"18,469","12,414","10,944"
R81198,#N/A,"10,889","7,354",0,0,0,0,0,0,0,0,0,0,0
R81216,#N/A,"10,129","10,001","10,672",0,0,0,0,0,0,0,0,0,0
R81221,#N/A,"13,592",0,0,0,0,0,0,0,0,0,0,0,0
R81217,#N/A,"31,554",0,0,0,0,0,0,0,0,0,0,0,0
R81313,#N/A,"15,096","7,381",653,648,653,0,0,0,0,0,0,0,0
R81276,#N/A,"9,549","9,059",0,0,0,0,0,0,0,0,0,0,0
R81365,#N/A,"12,206",0,0,0,0,0,0,0,0,0,0,0,0
R81368,#N/A,"10,710","8,552","4,262",0,0,0,0,0,0,0,0,0,0
R81506,#N/A,"18,322","11,372","10,537","5,185",183,0,0,0,0,0,0,0,0
R81398,#N/A,"33,988","34,545","29,186","28,674",0,0,0,0,0,0,0,0,0
R81513,#N/A,"7,543","8,605","6,782","8,765","7,077",0,0,0,0,0,0,0,0
R81563,#N/A,"26,524","19,876","22,994","18,441",0,0,0,0,0,0,0,0,0
R81572,#N/A,"9,055",0,0,0,0,0,0,0,0,0,0,0,0
R81576,FT,"54,614","57,309","59,077",0,0,0,0,0,0,0,0,"70,478","63,507"
R81571,#N/A,521,0,0,0,0,0,0,0,0,0,0,0,0
R81603,#N/A,"9,382","6,832",0,0,0,0,0,0,0,0,0,0,0
R81619,#N/A,"25,444",0,0,0,0,0,0,0,0,0,0,0,0
R81637,#N/A,"26,190","10,905","23,856","24,578",697,0,0,0,0,0,0,0,0
R81661,#N/A,"38,232","31,580","33,784","33,104","6,398",0,0,0,0,0,0,0,0
R81686,#N/A,"15,934","15,900",0,0,0,0,0,0,0,0,0,0,0
R81688,#N/A,"6,307","3,797","1,744","1,691","1,200",0,0,0,0,0,0,0,0
R81731,#N/A,"5,074",0,0,0,0,0,0,0,0,0,0,0,0
R81752,#N/A,"11,748","10,710",0,0,0,0,0,0,0,0,0,0,0
R81766,#N/A,"13,704","5,061","4,803","5,415","2,262",0,327,327,327,0,0,0,0
R81773,#N/A,"26,380","23,529",0,0,0,0,0,0,0,0,0,0,0
R81765,#N/A,"18,204","14,131","13,430",0,0,0,0,0,0,0,0,0,0
R81782,#N/A,"15,477",0,0,0,0,0,0,0,0,0,0,0,0
R81851,#N/A,"4,239","4,363","4,123","4,936","2,400",0,0,0,0,0,0,0,0
R81789,#N/A,"15,432","2,400",653,"1,404",0,0,0,0,0,0,0,0,0
R81799,#N/A,"21,563","13,855","12,893","12,838",0,0,0,0,0,0,0,0,0
R81855,#N/A,"22,161",0,0,0,0,0,0,0,0,0,0,0,0
R81862,#N/A,"9,061","15,446","4,086","16,623",0,0,0,0,0,0,0,0,0
R81869,#N/A,"4,554","4,564","3,356","4,787",0,0,0,0,0,0,0,0,0
R81879,FT,"37,093","32,461","33,486","33,028",653,0,0,0,0,0,"28,028","28,330",648
R81882,#N/A,"39,488","42,362","46,752",0,0,0,0,0,0,0,0,0,0
R81886,#N/A,"24,145","18,194","7,659","6,236",653,0,0,0,0,0,0,0,0
R81883,#N/A,"2,400",653,0,0,0,0,0,0,0,0,0,0,0
R81906,#N/A,"9,928","4,876","7,947","5,618",0,0,0,0,0,0,0,0,0
R81926,#N/A,"17,779","18,330",0,0,0,0,0,0,0,0,0,0,0
R81973,#N/A,"48,465","2,400","2,400",0,0,0,0,0,0,0,0,0,0
R81952,#N/A,"37,431","2,520","2,520",120,120,0,0,0,0,0,0,0,0
R81785,#N/A,"9,152","9,848","6,749",0,0,0,0,0,0,0,0,0,0
R81989,#N/A,"10,490","8,776",0,0,0,0,0,0,0,0,0,0,0
R82027,#N/A,"13,812","10,888","12,146","6,342",0,0,0,0,0,0,0,0,0
R82038,#N/A,"29,889",0,0,0,0,0,0,653,653,653,653,648,"1,620"
R82085,#N/A,"7,168","9,850","6,777",0,0,0,0,0,0,0,0,0,0
R82067,#N/A,"9,656","6,217",479,0,0,0,0,0,0,0,0,0,0
R82107,#N/A,"7,412","2,855",0,0,0,0,0,0,0,0,0,0,0
R82087,#N/A,"6,497","1,019",0,0,0,0,0,0,0,0,0,0,0
R82102,#N/A,"17,055",0,0,0,0,0,0,0,0,0,0,0,0
R82208,#N/A,"2,400","13,433","10,430","2,400",653,0,653,653,653,653,653,648,648
R82106,#N/A,"15,920","13,852",0,0,0,0,0,0,0,0,0,0,0
R82316,#N/A,"3,403",0,0,0,0,0,0,0,0,0,0,0,0
R82355,#N/A,"2,674",927,"2,674",924,927,0,0,0,0,0,0,0,0
R81723,#N/A,"9,916","10,332",0,0,0,0,0,0,0,0,0,0,0
R82386,#N/A,"18,830","19,627","12,310",0,0,0,0,0,0,0,0,0,0
R82307,#N/A,"11,861","4,486","6,348","5,934","2,491",0,0,0,0,0,0,0,0
R82397,#N/A,"12,463",0,0,0,0,0,0,0,0,0,0,0,0
R82333,#N/A,"2,597",0,0,0,0,0,0,0,0,0,0,0,0
R82517,#N/A,246,496,0,0,0,0,0,0,0,0,0,0,0
R82538,#N/A,"5,111","3,936","3,801","4,013",91,0,0,0,0,0,0,0,0
R82522,#N/A,"4,379",0,0,0,0,0,0,0,0,0,0,0,0
R82562,#N/A,"14,923","17,090",0,0,0,0,0,0,0,0,0,0,0
R82108,#N/A,"14,608","10,050",418,240,240,0,0,0,0,0,0,0,"15,583"
R82515,#N/A,"11,684","12,909","8,493","10,508",0,0,0,0,0,0,0,0,0
R82551,#N/A,"13,497","15,029",0,0,0,0,0,0,0,0,0,0,0
R82509,#N/A,169,0,0,0,0,0,0,0,0,0,0,0,0
R82578,#N/A,436,814,745,744,745,0,745,0,0,0,0,0,0
R82571,#N/A,"4,374","15,905","7,171",0,0,0,0,0,0,0,0,0,0
R82596,#N/A,"9,931","4,699","9,209",0,0,0,0,0,0,0,0,0,0
R82536,#N/A,478,0,0,0,0,0,0,0,0,0,0,0,0
R88755,#N/A,"1,746","24,137",447,324,327,0,327,327,327,327,327,324,324
R82627,#N/A,"1,128",0,0,0,0,0,0,0,0,0,0,0,0
R82579,#N/A,"7,299",0,0,0,0,0,0,0,0,0,0,0,0
R82626,#N/A,"16,916","11,499","14,175",0,0,0,0,0,0,0,0,0,0
R82609,#N/A,"1,084","6,892","6,226",0,0,0,0,0,0,0,0,0,0
R82633,#N/A,91,"21,947","1,931",744,745,0,91,0,0,0,0,0,0
R82651,#N/A,"13,464","12,991","1,051",0,0,0,0,0,0,0,0,0,0
R82631,#N/A,"36,566",0,0,0,0,0,0,0,0,0,0,0,0
R82632,#N/A,"4,615","5,865","1,152","1,620",418,0,0,0,0,0,0,0,0
R82657,#N/A,105,0,0,0,0,0,0,0,0,0,0,0,0
R82676,#N/A,"5,861","1,668",65,0,0,0,0,0,0,0,0,0,0
R82658,#N/A,0,0,0,0,0,0,0,0,0,0,0,0,0
R82057,#N/A,0,0,0,0,0,0,0,0,0,0,0,0,0
R82699,#N/A,0,0,0,0,0,0,0,0,0,0,0,0,0
R82691,#N/A,0,"18,811",0,0,0,0,0,0,0,0,0,0,0
R82721,#N/A,0,0,0,0,0,0,0,0,0,0,0,0,0
R82735,#N/A,0,"37,040","35,164",96,91,0,91,91,91,91,91,96,96
R82739,#N/A,0,"59,951",0,0,0,0,0,0,0,0,0,0,0
R82728,#N/A,0,"5,939",745,744,745,0,745,0,0,0,0,0,0
R82732,#N/A,0,"8,211","5,599","2,580",509,0,509,0,0,0,0,0,0
R82766,#N/A,0,"13,843",0,0,0,0,0,0,0,0,0,0,0
R82755,#N/A,0,"17,463","12,990","18,468",0,0,0,0,0,0,0,0,0
R82783,#N/A,0,"16,290",836,840,836,0,836,836,836,836,836,828,828
R82786,#N/A,0,"14,226","6,483","3,985",745,0,745,745,745,745,745,744,744
R82787,#N/A,0,"17,522",0,0,0,0,0,0,0,0,0,0,0
R82796,#N/A,0,"9,394",0,0,0,0,0,0,0,0,0,0,0
R82799,#N/A,0,"32,573","30,242",0,0,0,0,0,0,0,0,0,0
R82812,#N/A,0,"1,815",91,0,0,0,0,0,0,0,0,0,0
R82785,#N/A,0,0,0,0,0,0,0,0,0,0,0,0,0
R82818,#N/A,0,"2,259",0,0,0,0,0,0,0,0,0,0,0
R82833,#N/A,0,"10,082",0,0,0,0,0,0,0,0,0,0,0
R82851,#N/A,0,"6,984",0,0,0,0,0,0,0,0,0,0,0
R82856,#N/A,0,"15,641",0,0,0,0,0,0,0,0,0,0,0
R82823,#N/A,0,"13,357",327,324,0,0,0,0,0,0,0,0,0
R82866,#N/A,0,"19,199",0,0,0,0,0,0,0,0,0,0,0
R82819,#N/A,0,"7,191","5,933","2,400","2,400","2,400","2,400","2,400","2,400","2,400",0,0,0
R82913,#N/A,0,852,"2,400","2,400",0,0,0,0,0,0,0,0,0
R82917,#N/A,0,542,0,0,0,0,0,653,653,653,653,648,648
R82931,#N/A,0,556,"5,550",0,0,0,0,0,0,0,0,0,0
R81857,#N/A,0,"1,663","12,127",0,0,0,0,0,0,0,0,0,0
R82103,#N/A,0,0,"1,600","10,957",0,0,0,0,0,0,0,0,0
R82935,#N/A,0,0,0,0,0,0,0,0,0,0,0,0,0
R82957,#N/A,0,0,653,0,0,0,0,0,0,0,0,0,0
R82963,#N/A,0,0,"8,533","8,044","8,785",0,0,0,0,0,0,0,0
R82978,#N/A,0,0,"14,020","13,491","14,150",0,653,0,0,0,0,0,0
R82938,#N/A,0,0,"3,391","3,546",0,0,0,0,0,0,0,0,0
R82995,#N/A,0,0,"6,918",0,0,0,0,0,0,0,0,0,0
R82932,#N/A,0,0,653,"4,600",0,0,0,0,0,0,0,0,0
R83017,#N/A,0,0,"10,584","8,508","12,881",0,0,0,0,0,0,0,0
R83023,#N/A,0,0,"5,888","6,018","2,841",0,0,0,0,0,0,0,0
R83026,#N/A,0,0,"19,082","23,067","18,907",0,0,0,0,0,0,0,0
R83021,#N/A,0,0,120,"1,884",773,240,773,773,773,773,773,0,0
R83037,#N/A,0,0,0,0,0,0,0,0,0,0,0,0,0
R83065,#N/A,0,0,"18,806",0,91,0,0,0,0,0,0,0,0
R83073,#N/A,0,0,720,0,0,0,0,0,0,0,0,0,0
R83085,#N/A,0,0,210,0,0,0,0,0,0,0,0,0,0
R83111,#N/A,0,0,"14,860","9,247",653,0,0,0,0,0,0,0,0
R83152,#N/A,0,0,"53,747",0,0,0,0,0,0,0,0,0,0
R83135,#N/A,0,0,"1,040","2,400","2,400","2,400",0,0,0,0,0,0,0
R83165,#N/A,0,0,"34,234",648,506,0,0,0,0,0,0,0,0
R83153,#N/A,0,0,0,"15,195","6,223",0,0,0,0,0,0,0,0
R83197,#N/A,0,0,0,"6,239",0,0,0,0,0,0,0,0,0
R83189,#N/A,0,0,0,"6,562","7,888",0,0,0,0,0,0,0,0
R83221,#N/A,0,0,0,0,0,0,0,0,0,0,0,0,0
R83239,#N/A,0,0,0,"13,079",0,0,0,0,0,0,0,0,0
R83173,#N/A,0,0,0,"38,406",0,0,0,0,0,0,0,0,0
R83251,#N/A,0,0,0,744,745,0,0,0,0,0,0,0,0
