Date,Extension Channel,Channel Collected,Campaign Sent,Campaign_by_Month,Campaign_Tags,Extension Number,Phone,Lead Status,Rejected Reason,Unqualified Reason,SDR,Owner Name,Restaurant Name,Restaurant Number,Cuisine Type,"Pickup/
Delivery",State,前台情况,SF Link
2023-11-14,DM,DM,Mkt_DM_Snowflake_AirfryerEnvelope,nov-drop1,nov-drop1env,,,Inbound Qualified,NA,NA,Kelvin,,Z'S CHINESE CUISINE,,中餐,Delivery,AZ,"老板名字： 陈老板
联系方式： (602) 245-7960
回拨时间：NOW (有3个小时时差）
餐类型： 中餐，外卖
电话订单：一天大概10-20单，没仔细算
前台情况：有请人，周末会比较忙
送餐情况： 都让Doordash,Grubhub,Ubereat送
客户来源： Inbound
促销活动： 没说
note: 想让经理去到餐馆面谈，说了公司在纽约，可能有点困难。老板想知道收费，有没有合约。让经理回电通知老板",https://wondersco.lightning.force.com/lightning/r/Lead/00Q8b00001xKLWAEA4/view
2023-11-14,DM,NA,Mkt_DM_Snowflake_Airfryer,nov-drop1,nov-drop1tridfold,,,Rejected,No interest to talk to sales,NA,Sean,,NA,,NA,NA,NA,打进来找jessica，说之前有联系过他 也了解过他的餐馆情况了。（已经联系jessica让他跟进）,NA
2023-11-14,DM,DM 送餐/接单,Mkt_DM_Snowflake_AirfryerEnvelope,nov-drop1,nov-drop1env,,,Inbound Qualified,NA,NA,Sean,,NA,,美式中餐,NA,colorado,"老板名字：Ricky
联系方式：   7203018888
回拨时间：明天下午2.30-3.30 colorado
餐类型：美式中餐
电话订单：10-20单
前台情况：
送餐情况：
客户来源：Inbound
促销活动：DM 送餐/接单
Notes (痛点等）：会准备开新餐馆，做pizza的 会比较忙。想先了解我们服务看看如要准备什么。老板有说他的区在比较偏移 之前做过送餐 2-3小时都没有driver，想知道我们如何解决这个问题",https://wondersco.lightning.force.com/lightning/r/Lead/00QUo000000xap3MAA/view
2023-11-14,DM,NA,Mkt_DM_Snowflake_AirfryerEnvelope,nov-drop1,nov-drop1env,,,Abandoned,NA,NA,Kelvin,,NA,,NA,NA,NA,老板娘说他没有联系过我们。刚刚也有收到电话说他打给别人，应该是电话号码被盗用了。,NA
2023-11-14,DM,DM,Mkt_DM_Snowflake_AirfryerEnvelope,nov-drop1,nov-drop1env,,,Rejected,No interest to talk to sales,NA,Kelvin,,CHINA HOUSE,,中餐,Delivery,NA,"老板娘说他收到广告，送餐（doordash,grubhub), 想要知道收费多少，说在忙再联系就挂了",https://wondersco.lightning.force.com/lightning/r/Lead/00QUo000000xcm1MAA/view
2023-11-13,DM,client refer,Mkt_DM_Snowflake_Airfryer,nov-drop1,nov-drop1tridfold,,,Inbound Qualified,NA,NA,Eelin,,NA,,NA,Delivery,NA,"老板名字：李老板
回拨时间： 现在 (location: 佛州)
联系方式： (941) 328-2810， WeChat： L9413282810
餐类型：中餐
电话订单：2-3w 订单
前台情况：自己接，  也请一个员工
送餐情况： 来取+送餐
客户来源：Inbound
促销活动：30 days free trial
NOTE：老板目前其实有个老外员工，可是整天缺席，导致老板手忙脚乱，朋友介绍skt可以解决这个问题。 老板说如果打给他，没接可以信息或微信他，有时陌生电话他不接
SFDC LINK: https://wondersco.lightning.force.com/lightning/r/Lead/00QUo000000t6RPMAY/view",NA
2023-11-13,DM,NA,Mkt_DM_Snowflake_AirfryerV6,nov-drop1,nov-drop2,,,Unqualified,NA,Current Client,Eelin,,R83391,,NA,NA,NA,customer want cancel account and check how to withdraw her balance， pass to csm chloe wong,NA
2023-11-13,DM,DM,Mkt_DM_Snowflake_Airfryer,nov-drop1,nov-drop1tridfold,,,Inbound Qualified,NA,NA,Kelvin,,GOLDEN CHINA,,中餐,Pickup,FL,"老板名字： 郑老板
联系方式： 9177046666
回拨时间：9点这样
餐类型： 中餐，来取
电话订单：-
前台情况：有请pt帮忙
送餐情况： -
客户来源： Inbound
促销活动： 30 Days Free Trial
note: 老板一直问收费，说了大概6-7%，简单介绍我们的服务，强调要客人到餐馆付款不要我们代刷，目前电话来得及接，介绍了pt服务可以挑忙的时间帮忙，有问到还有什么优惠吗，让经理回电通知",https://wondersco.lightning.force.com/lightning/r/Lead/00Q8b00001xKE75EAG/view
2023-11-13,DM,DM,Mkt_DM_Snowflake_AirfryerEnvelope,nov-drop1,nov-drop1env,,,Rejected,No interest to talk to sales,NA,kiera,,NA,,中餐,Delivery,NA,现在是100%自己送餐，3-5mile之间；一定要了解是怎么收费，要经理回电话了解情况才能提供，老板就想知道是按单收费或者是抽成，不要经理谈然后挂断了,NA
2023-11-12,DM,NA,Mkt_DM_Snowflake_AirfryerEnvelope,nov-drop1,nov-drop1env,,,Unqualified,NA,Current Client,Eelin,,R88393,,NA,NA,NA,"ASK FOR DE , PASS TO ACCOUNT CSM AIDEN",NA
2023-11-12,DM,NA,Mkt_SMS_Internal_General,nov-drop1,NA,,,Inbound Qualified,NA,NA,Eelin,,NA,,美式中餐,Pickup,NA,"老板名字：董小姐
回拨时间： 现在
联系方式：(601) 622-1457
餐类型：美式中餐
电话订单：5w
前台情况：员工
送餐情况： 来取
客户来源：Inbound
促销活动：30 days free trial
NOTE：有时需要请pt员工，想问skt服务， 看看可以帮助减轻负担和成本
SFDC LINK:https://wondersco.lightning.force.com/lightning/r/Lead/00Q8b00001xKNvWEAW/view",NA
2023-11-11,DM,DM,DM,nov-drop1,NA,,,Inbound Qualified,NA,NA,Yannie,,Golden Chopstick,,中餐,Pickup,PA,"老板名字：林老板娘-林老板娘
联系方式：7178849603
回拨时间：现在
餐类型：中餐
电话订单：3-4w营业额
前台情况：自己接
送餐情况：来取｜ 第三方平台 -ubereat,doordash,grubhub
客户来源：Inbound
促销活动：30天免费试用/送餐
Notes (痛点等）：收到宣传单有接电话和外送的服务，简单咨询操作流程，早上午餐也没有什么客人，晚餐时间会比较忙，有时候可以自己接，想从part time开始先，餐馆是老店想说和我们合作可以增长营业额。想先了解收费看价格那个比较实惠再看看怎么合作。",https://wondersco.lightning.force.com/lightning/r/Lead/00Q8b00001xKOESEA4/view
2023-11-11,DM,DM,Mkt_General_All_migration,nov-drop1,NA,,,Inbound Qualified,NA,NA,Yannie,,NA,,美式中餐,Pickup,NA,"老板名字：陈老板
联系方式：4702028806
回拨时间：现在
餐类型：美式中餐
电话订单：-
前台情况：-
送餐情况：来取， 有送餐 - 自己送&司机送｜ 第三方平台 - ubereat,doordash
客户来源：Inbound
促销活动：30天免费试用/送餐
Notes (痛点等）：收到广告接电话和送餐的服务，简单咨询操作流程,老板说先了解先再提供餐馆情况，不然提供了没合作也没用。
1）送餐速度快不快？需要多少时间？ 2）送餐客人可以付现金吗？ 只是收信用卡？想了解收费。",https://wondersco.lightning.force.com/lightning/r/Lead/00QUo000000oNMQMA2/view
2023-11-11,SMS,DM,Mkt_SMS_Internal_General,nov-drop1,NA,,,Rejected,No interest to talk to sales,NA,Sean,,NA,,NA,NA,NA,收到广告，想了解送餐服务 解释了需要和接电话绑定 也不是平台，老板说需要想一下 只要送餐 不用接电话 如果想要会再打进来,NA
2023-11-11,SMS,DM,Mkt_SMS_Internal_General,nov-drop1,NA,,,Unqualified,NA,Current Client,Sean,,R81109,,NA,NA,NA,现有客户 想了解送餐服务费率 已经解释不是平台 需要和代接电话绑定,NA
2023-11-11,DM,NA,Mkt_DM_Snowflake_Airfryer,nov-drop1,nov-drop1tridfold,,,Rejected,No interest to talk to sales,NA,Yannie,,NA,,NA,NA,NA,老板说收到广告接电话和送擦的优惠，想了解送餐的收费，我说让业务经理给他解释他说在忙，稍后再联系就挂了,NA
2023-11-11,DM,DM,Mkt_DM_Snowflake_Airfryer,nov-drop1,nov-drop1tridfold,,,Inbound Qualified,NA,NA,Sean,,NA,,NA,NA,Canada,"老板名字：吴老板
联系方式：4374885088
回拨时间：明天下午2-3PM Canada
餐类型：
电话订单：一天10-20单一定有
前台情况：目前自己接 忙不过来
送餐情况：有 - 请司机｜ 第三方平台 - 没有
客户来源：Inbound
促销活动：DM
Notes (痛点等）：老板说粤语 不太会说中文。收到DM 想了解 已简单介绍了接电话服务，想知道收费怎么样。",https://wondersco.lightning.force.com/lightning/r/Lead/00QUo000000oxzNMAQ/view
2023-11-10,DM,DM,Mkt_General_All_migration,nov-drop1,NA,,,Rejected,No interest to talk to sales,NA,Kelvin,,NA,,日餐,Delivery,NY,"何老板娘，DM,日餐外卖(doordash,ubereat,grubhub,menustaff,beyond),简单介绍我们的服务，电话订单很少，前台也有请人，以为我们是online order, 他完全对我们接电话的服务没兴趣，说了有送餐服务不过需要搭配接电话，说了收费需要看平均单和送餐距离，解释了其他餐馆的痛点，接电话大概7%，不需要我们的服务",https://wondersco.lightning.force.com/lightning/r/Lead/00QUo000000kpIsMAI/view
2023-11-10,SMS,DM/SMS,SMS,nov-drop1,NA,,,Inbound Qualified,NA,NA,Yannie,,China Club,,美式中餐,Pickup,MI,"老板名字: Carmen
联系方式：5866753988/7346549926（餐馆号码）
回拨时间：现在
餐类型：美式中餐
电话订单：一天40-50单
前台情况：自己接
送餐情况：来取｜没做外卖
客户来源：Inbound
促销活动：30天免费试用/送餐
Notes (痛点等）：收到我们的广告/短信想了解我们的服务，简单咨询如何操作，想了解收费。",https://wondersco.lightning.force.com/lightning/r/Lead/00Q8b00001xKFNKEA4/view
2023-11-10,DM,DM,Mkt_General_All_migration,nov-drop1,NA,,,Inbound Qualified,NA,NA,Yannie,,NA,,中餐,Pickup,NA,"老板名字： 吴老板
联系方式：7048580346
回拨时间：11/12 周日 10am
餐类型： 中餐
电话订单：老板不知道
前台情况：-
送餐情况：来取
客户来源： Inbound
促销活动：送餐
note: 老板收到卡片想了解送餐服务，目前餐馆没有做送餐，已告知老板送餐的话需要搭配接电话的服务，大概讲解接电话和送餐的流程，询问前台情况不愿意多说，老板说要知道了价格了才继续说。",https://wondersco.lightning.force.com/lightning/r/Lead/00QUo000000lCfFMAU/view
2023-11-10,DM,DM,DM,nov-drop1,NA,,,Inbound Qualified,NA,NA,kiera,,NA,,中餐,Delivery,FL,"老板名字：陈老板
联系方式：7577771777
回拨时间：现在
餐类型：中餐外卖
电话订单：-
前台情况：自己人接
送餐情况： 自己送餐
客户来源：Inbound - DM
促销活动：-
Notes (痛点等）：1. 前台自己接，最近生意不如以前，自己也做着送餐 2. 想了解少了单子怎么赔付，问接电话等待忙音平均是多久 3.问老板餐馆电话不愿意透露，一直说打手机，在FL Orlando 4. 要求先看协议，老板感觉很多中餐馆/公司只是口头讲",https://wondersco.lightning.force.com/lightning/r/Lead/00QUo000000lOy9MAE/view
2023-11-10,DM,DM,DM,nov-drop1,NA,,,Inbound Qualified,NA,NA,Yannie,,NA,,英式中餐,Pickup,TX,"老板名字：Annie
联系方式：4695796062/9724366653（餐馆号码）
回拨时间：现在
餐类型：英式中餐
电话订单：一天大概20多单
前台情况：有前台
送餐情况：来取｜ 第三方平台 - doordash/ubereat
客户来源：Inbound
促销活动：送餐
Notes (痛点等）：收到关于送餐的广告，大概讲解了接电话和送餐的流程，想了解收费。",https://wondersco.lightning.force.com/lightning/r/Lead/00Q8b00001xKIGsEAO/view
2023-11-09,DM,DM,DM,nov-drop1,NA,,,Rejected,No interest to talk to sales,NA,Sean,,NA,,NA,NA,NA,以为是平台的那种，解释了我们是代接前台电话 老板娘说如果是代接前台电话不需要,NA
2023-11-09,DM,DM,DM,nov-drop1,NA,,,Inbound Qualified,NA,NA,Sean,,NA,,NA,Delivery,NA,"老板名字：Mr黄
联系方式：7274605083
回拨时间：ASAP
餐类型：中餐 送餐
电话订单：不一定 有时候多 有时候少 多的时候忙不多来
前台情况：3个电话
送餐情况：｜  有 - 请司机｜ doordash ubereat
客户来源：Inbound或Outbound？
促销活动：DM 送餐服务
Notes (痛点等）：打过来想了解 送餐和接电话是怎么收费的(已经知道是绑定一起的)，因为打算不用自己司机 用我们送餐服务",https://wondersco.lightning.force.com/lightning/r/Lead/00QUo000000glJbMAI/view
2023-11-09,DM,Telemarketer,DM,nov-drop1,NA,,,Inbound Qualified,NA,NA,Kelvin,,No.1 China,,中餐,Delivery,IL,"老板名字： 黄老板娘
联系方式： (847) 414-0638
回拨时间：Anytime, ASAP
餐类型： 中餐，外卖
电话订单：没算，不过周五，周末时间比较忙
前台情况： 老板娘自己接
送餐情况： 自己送，忙的时间就不送了
客户来源： Inbound
促销活动： 没说
note: 老板娘说之前有人联系过她，现在才方便。简单介绍我们的操作，说了也有送餐服务，说了收费根据平均单和距离，具体需要经理回电通知收费。自己送餐，不过忙的时候就不送了",https://wondersco.lightning.force.com/lightning/r/Lead/00Q8b00001xKO0ZEAW/view
2023-11-09,DM,DM,Mkt_General_All_migration,nov-drop1,NA,,,Inbound Qualified,NA,NA,Sean,,NA,,日餐,NA,NA,"老板名字：Jacky
联系方式：2125355798
回拨时间：ASAP
餐类型：日餐
电话订单：平时100单 礼拜五150单
前台情况：请了一个人，自己也有接。忙起来2-3个人接
送餐情况：第三方平台 - doordash ubereat
客户来源：Inbound
促销活动：DM 送餐服务
Notes (痛点等）：老板想了解送餐服务和怎么操作，已经解释需要绑定电话服务一起。想知道接电话和送餐怎么收费，如果没接 老板说先发短信介绍自己是谁 他会call back 因为陌生电话很多",https://wondersco.lightning.force.com/lightning/r/Lead/00Q8b000021p6rqEAA/view
2023-11-09,Influencer,DM,Influencer,nov-drop1,NA,,,Inbound Qualified,NA,NA,Sean,,NA,,中日餐,Pickup,NA,"老板名字：Ms alice
联系方式：2125355798
回拨时间：半小时后
餐类型：中日餐
电话订单：一天几单
前台情况：
送餐情况： 第三方平台 - doordash ubereat online order
客户来源：Inbound
促销活动：DM 送餐服务
Notes (痛点等）：老板想知道送餐服务，基本都是online order，已经解释需要和电话服务绑定 而且餐馆电话单比较少的话可能我们不太服务到她 。老板娘说如果方便的话 他想了解一下送餐费用",https://wondersco.lightning.force.com/lightning/r/Account/001Uo000000cWTZIA2/view
2023-11-09,DM,ORGANIC DIRECT,Mkt_General_All_migration,nov-drop1,NA,,,Inbound Qualified,NA,NA,Eelin,,NA,,中餐,Delivery,NA,"老板名字：林老板
回拨时间： 现在
联系方式：(646) 520-6508
餐类型：中餐
电话订单：40-50
前台情况：自己接
送餐情况： 有人送
客户来源：INBOUND
促销活动：30 DAYS FREE TRIAL
NOTE：林老板打进来要了解送餐费用，解释给老板懂，送餐必须和我们接电话服务一起使用，老板了解，只要求我们回电解释价钱
SFDC LINK: https://wondersco.lightning.force.com/lightning/r/Lead/00QUo000000hNB4MAM/view",SFDC LINK: https://wondersco.lightning.force.com/lightning/r/Lead/00QUo000000hNB4MAM/view
2023-11-09,DM,DM,Mkt_General_All_migration,nov-drop1,NA,,,Rejected,No interest to talk to sales,NA,Eelin,,NA,,中餐,Pickup,NA,"老板名字：CHINA WONG, 田老板
回拨时间： 不要回拨
联系方式：(917) 399-5091
餐类型：中餐
电话订单：30-50
前台情况：自己接
送餐情况： 来取
客户来源：inbound
促销活动：30 days free trial
NOTE：电话量提高， 来不及接, 老板说他朋友的哪里用skt，可是抽成5点多而已，告诉老板，我们最低价会到6 点多而已，老板可以提供朋友餐馆资料让业务经理确认
SFDC LINK: https://wondersco.lightning.force.com/lightning/r/Lead/00QUo000000hLsRMAU/view",NA
2023-11-08,SMS,DM,SMS,nov-drop1,NA,,,Inbound Qualified,NA,NA,Kelvin,,Fuji Japanese Steakhouse,,日餐,Delivery,OH,"Inbound Qualified
老板名字： Amy老板娘
联系方式： 4402643629
回拨时间：ASAP/Anytime
餐类型： 日餐铁板，外卖
电话订单：一天$500-600
前台情况： 前台自己接，电话开始忙起来了，接不来
送餐情况： Doordash,ubereat送
客户来源： Inbound
促销活动： 30 days free trial + Delivery
note: 老板娘收到送餐的广告，简单介绍了我们的服务和如何操作，说了会提供打印机，下单了以后找送餐员到餐馆取餐送到给客人，收费看平均单和距离，今天可以随时联系他，手机号可以加微信，要求发价格表
SFDC LINK: https://wondersco.lightning.force.com/lightning/r/Lead/00Q8b000021p9tdEAA/view",https://wondersco.lightning.force.com/lightning/r/Lead/00Q8b000021p9tdEAA/view
2023-11-08,DM,DM,DM,nov-drop1,NA,,,Inbound Qualified,NA,NA,Kelvin,,Rishun Happy Diner,,中餐,Delivery,CANADA,"老板名字： 乐老板娘
联系方式： 7804874927（餐馆号码，他不给手机号，要求打回去就好）
回拨时间：now
餐类型： 中餐，外卖
电话订单：-
前台情况： 自己和2个人帮忙，忙的时候接不来
送餐情况： 都让Skip,Ubereat送
客户来源： Inbound
促销活动： 没提
note: 老板娘说广东话，国语也行，简单介绍了我们的操作，餐馆有堂吃，有问到如何处理online order的电话，说了可以设置让老板娘自己接，老板娘可能对着一方面还有疑惑，经理可以解释，想要了解收费",https://wondersco.lightning.force.com/lightning/r/Lead/00QUo000000dcgXMAQ/view
2023-11-08,WeChat - Ads,DM → WeChat - Ads,WeChat - Ads,nov-drop1,NA,,,Inbound Qualified,NA,NA,Sean,,NA,,日餐,Pickup,NA,"Inbound Qualified
老板名字：林老板娘
联系方式：9174428884
回拨时间：明天下午1-2pm
餐类型：-日餐 来取 堂吃
电话订单：- 一个月几千块钱
前台情况：-
送餐情况：- doordash ubereat
客户来源：Inbound
促销活动：DM 送餐服务/打广告
Notes (痛点等）：想了解送餐服务费率， 已经解释是和代接电话绑定。还有怎么打广告的",https://wondersco.lightning.force.com/lightning/r/Lead/00QUo000000dM8nMAE/view
2023-11-07,SMS,"DM,SMS",SMS,nov-drop1,NA,,,Inbound Qualified,NA,NA,Yannie,,No 1 Chinese Food,,中餐,Pickup,NA,"老板名字：林老板
联系方式：6466458918
回拨时间：11/8 (3pm-4pm)
餐类型:：中餐
电话订单：40-50单
前台情况：有一位FT前台
送餐情况：来取，外送是第三方平台 - doordash/ubereat
客户来源：Inbound
促销活动：30天免费试用/送餐的服务
Notes (痛点等）：老板时常收到我们的广告和短信，听说我们有送餐服务，有告知老板说接电话和送餐要一起使用，老板说偶尔也会自己送餐，因为客人想省运费，但是一时忙不过来。老板说要了解如果一起使用的话收费是否会比较便宜。",https://wondersco.lightning.force.com/lightning/r/Lead/00Q8b00001xKIwBEAW/view
2023-11-07,DM,DM,DM,nov-drop1,NA,,,Inbound Qualified,NA,NA,Kelvin,,-,,中餐,Delivery,FL,"老板名字： 卢女士
联系方式： (646) 379-7199
回拨时间：ASAP
餐类型： 中餐外卖
电话订单：6-7W
前台情况： -
送餐情况： -
客户来源： Inbound
促销活动： 30 Days Free Trial
note: 收到免费试用DM, 刚接手餐馆，餐馆在FL, 简单介绍了我们的操作，一个月营业额大概6-7W，亲戚朋友有的说好，也有说不好用，说了有反馈是好的也是为了让我们进步，一直催问收费，说了收费大概6-7%左右, 隔壁有一个女人蛮吵的，感觉是他的女儿，他说自己不是老板娘",https://wondersco.lightning.force.com/lightning/r/Lead/00QUo000000Yt5KMAS/view
2023-11-06,DM,NA,DM,nov-drop1,NA,,,Rejected,No interest to talk to sales,NA,Eelin,,NA,,NA,Pickup,NA,老板一直不回答问题，一直要问送餐价钱，再问时就盖了电话,NA
2023-11-06,DM,NA,DM,nov-drop1,NA,,,Unqualified,NA,Not a Restaurant,Kelvin,,NA,,NA,NA,NA,"missed call, 打了回去说是在招工客服部门，给了2220的号码",NA
2023-11-04,Google SEM,DM,Google,oct-drop2,NA,,,Inbound Qualified,NA,NA,Sean,,NA,,中餐外卖,Delivery,NA,"Inbound Qualified
老板名字：Mr，Kelvin
联系方式：6464911769
回拨时间：ASAP
餐类型：中餐 外卖
电话订单： 20-30单
前台情况： 有个PT 不知道稳不稳定
送餐情况： 有 - 自己请司机｜ 第三方平台 - doordash
客户来源：Inbound
促销活动：30天免费试用
Notes (痛点等）：因为前台是PT 担心不稳定。加上老板说他的餐馆是以前的那种形式 厨房和前台离得比较远 做打包的没办法兼顾接电话 所以打来问看看费率。有问可不可以只做时间段3个小时这样(已经解释需要最近4.5小时) 。想了解费率",https://wondersco.lightning.force.com/lightning/r/Lead/00Q8b000025pPFBEA2/view
2023-11-02,DM,NA,Mkt_DM_Snowflake_Migration,oct-drop2,NA,,,Abandoned,NA,NA,Eelin,,NA,,NA,NA,NA,"call back, voicemail",NA
2023-11-01,DM,Client Referral,Mkt_DM_Snowflake_OctoberFreeTrial,oct-drop2,oct_freetrail,,,Inbound Qualified,NA,NA,Yannie,,NA,,中餐,Pickup,NA,"老板名字：刘老板
联系方式：9177751177
回拨时间：ASAP
餐类型：中餐
电话订单：一天大概有50-60单
前台情况：目前没有前台，老板自己接前台电话
送餐情况：来取而已，没做送餐
客户来源：Inbound
促销活动: 30天免费试用
Notes: 朋友介绍，前台自己在接，所以想找我们合作帮忙接前台电话，老板想要知道收费是多少",https://wondersco.lightning.force.com/lightning/r/Lead/00Q8b000025okR0EAI/view
2023-11-01,DM,DM,Mkt_DM_Snowflake_OctoberFreeTrial,oct-drop2,oct_freetrail,,,Inbound Qualified,NA,NA,Kelvin,,IMPERIAL DELIGHT,,中餐,Delivery,CA,"老板名字： Evonne
联系方式： 5102772018
回拨时间：周五5pm PDT (可以加微信再约时间）
餐类型： 中餐，外卖
电话订单：有堂吃，不过外卖电话比较多
前台情况： 目前前台有2个人接电话，员工有时拿假忙的时间就接不来，也会占线
送餐情况： -
客户来源： Inbound
促销活动： 没说
note:  收到DM, 有3个小时的时差，餐馆9.30打样，说了周五，周末最迟可以接到9.30pm（12.30am EST), 简单介绍我们的操作，大概熟悉了我们如何打单子，说了我们会提供打印机，可以放前台和后厨，餐馆目前已经有2台，日结单可以看app,要知道收费，也要app的截图sample",https://wondersco.lightning.force.com/lightning/r/Lead/00Q8b00001xKHjaEAG/view
2023-10-27,SMS,SMS/DM,Mkt_SMS_Internal_General,oct-drop2,NA,,,Inbound Qualified,NA,NA,Kiera,,Bamboo Creek Restaurant,,中餐,Pickup,FL,"- 收到30免费试用SMS&DM；店里有两条电话线，问可不可以只让我们接一条线路，可不可以上午他们自己接，下午一个时间之后交给我们接
- 全部中餐，都是客人来取；同时有Beyond也有自己网站/online order
- 确认30天试用期间有没有费用，机器要不要付钱，解释了打印机免租，未提及押金
- 咨询是按照电话线还是菜单怎么收费，简单解释收费方式，告知需要业务经理聊%
- 最后咨询什么时候寄机器，大概多久能用，解释要具体看之后跟经理和技术人员沟通情况",https://wondersco.lightning.force.com/lightning/r/Lead/00Q8b00001xKDCjEAO/view
2023-10-27,-,DM,Campaign Name,oct-drop2,NA,,,Inbound Qualified,NA,NA,Sean,,NA,,中餐,NA,GA,收到免费试用DM，打过来想询问怎么收费和怎么操作。一天电话单大概有1000块，现在回电,https://wondersco.lightning.force.com/lightning/r/Lead/00Q8b00001xKOccEAG/view
2023-10-26,SMS,Client Referral/DM,Mkt_SMS_Internal_General,oct-drop2,NA,,,Inbound Qualified,NA,NA,Yannie,,NA,,中餐,Delivery,NA,"生意额大概有2w5,经常收到我们短信/广告知道有免费试用的活动；老板朋友的餐馆打算卖掉问他要不要接手，餐馆的人手不够，以前老板是做厨房的，前台没有做过所以有想到食客通就联系我们咨询收费多少，我和老板说需要看菜单，老板要知道大概多少，有告知收到大概在7%左右，有咨询怎么付费给我们，现在回电",https://wondersco.lightning.force.com/lightning/r/Lead/00Q8b000025JwzWEAS/view
2023-10-26,DM,NA,Mkt_DM_Snowflake_OctoberFreeTrial,oct-drop2,oct_freetrail,,,Inbound Qualified,NA,NA,Eelin,,NEW CHINA,,NA,NA,NA,老板娘要了解收费和优惠，可是老板娘说不大会听普通话，要求讲福州话的联系她,https://wondersco.lightning.force.com/lightning/r/Lead/00Q8b00001xKDROEA4/view
2023-10-24,DM,SMS,Mkt_DM_Snowflake_OctoberFreeTrial,oct-drop2,oct_freetrail,,,Inbound Qualified,NA,NA,Eelin,,HUNAN EXPRESS,,中餐,Delivery,NJ,平常日50多单，周末大概80多单，老板提到，繁忙时间都是晚餐，要了解pt/ft. 老板询问关于送餐服务和价钱。,NA
2023-10-24,DM,DM,Mkt_DM_Snowflake_OctoberFreeTrial,oct-drop2,oct_freetrail,,,Rejected,No interest to talk to sales,NA,Sean,,NA,,中餐/点心,Pickup,NA,以为是想ubereat doordash那样的平台，电话单不是很多，都是online。介绍了免费试用 告知了费率大概7% 需要先考虑一下,https://wondersco.lightning.force.com/lightning/r/Lead/00Q8b000025JOrPEAW/view
2023-10-24,DM,NA,Mkt_DM_Snowflake_OctoberFreeTrial,oct-drop2,oct_freetrail,,,Unqualified,NA,Null,Eelin,,NA,,NA,NA,NA,"AFTER GREETING, LINE CUT OFF, CALL BACK TWICE GO TO VOICEMAIL",NA
2023-10-23,DM,DM,Mkt_DM_Snowflake_OctoberFreeTrial,oct-drop2,oct_freetrail,,,Inbound Qualified,NA,NA,Eelin,,WOK IN,,中餐,Pickup,CA,收到广告免费试用30天， 有兴趣了解，和想知道细节， 要求业务经理回电,https://wondersco.lightning.force.com/lightning/r/Lead/00Q8b000025J1FuEAK/view
2023-10-23,SMS,DM,Mkt_SMS_Internal_General,oct-drop2,NA,,,Inbound Qualified,NA,NA,Eelin,,NA,,日餐,Pickup,东区,"大概30-40 单， 多数来取， 两间日本餐， 两位老板一起打进来问，问了很多技术性的问题。比如有老顾客要找老板聊天我们怎样处理， 有遇到顾客要换menu的东西怎样处理， pos system, 等等。",NA
2023-10-23,DM,Dm,Mkt_DM_Snowflake_OctoberFreeTrial,oct-drop2,oct_freetrail,,,Inbound Qualified,NA,NA,Sean,,NA,,日餐,NA,加拿大,收到免费试用DM，电话单不多 ，老板想着前台不用请专门接电话的 请个打包的就可以，简单介绍了我们如何接电话，打来想问看是怎么收费和怎么操作。现在回电,https://wondersco.lightning.force.com/lightning/r/Lead/00Q8b000025J7asEAC/view
2023-10-20,DM,DM,Mkt_DM_Snowflake_OctoberFreeTrial,oct-drop2,oct_freetrail,,,Inbound Qualified,NA,NA,Kelvin,,Hunan Chinese Restaurant,,中餐,Delivery,LA,"老板娘叫Linda, 6265601934， 人很好有礼貌，之前经理联系的是他的老公姓曹，他回国了，现在一个人打理，中餐，有外卖,也有堂吃，看到免费试用的广告，想试试看，简单介绍我们的操作，餐馆已经40年了，餐馆很大有7000squareft, 可能需要多的打印机，说了很多餐馆也用着我们的服务，反应也很热烈，现在可以联系",https://wondersco.lightning.force.com/lightning/r/Account/0018b00002WZdx3AAD/view
2023-10-20,DM,client refer,Mkt_DM_Snowflake_OctoberFreeTrial,oct-drop2,oct_freetrail,,,Inbound Qualified,NA,NA,Sean,,NA,,NA,Pickup,NA,打算开新的餐馆 打过来咨询怎么收费，收费标准是怎么样的，有没有送餐服务。还有因为有些可能打过来可能说要换东西 加个1-2块钱，这种情况怎么处理。现在回电,https://wondersco.lightning.force.com/lightning/r/Lead/00Q8b000025IPvNEAW/view
2023-10-19,Google SEM,DM/SMS,Mkt_PaidSearch_Google_AllCampaigns,oct-drop2,NA,,,Inbound Qualified,NA,NA,NA,,China Lane Restaurant,,中餐,Delivery,FL,"打来咨询免费试用，收到30天试用的DM和SMS，餐馆生意比较好想问之后怎么收费(没有透露抽成，告知需了解平均单营业额等)；
80%自己来取，20%是有请人送餐；餐馆前台原先请了一个FT和PT，但是后来PT不做了，想用我们PT来试用一下；咨询问比如今天几小时，明天全天这种可不可以，解释PT时间段可以协商，临时需要建议提前沟通；
想了解每个月怎么收费，说如果费率太高也会吃不消；建议先试用，过后才能了解那种方案合适他；最后咨询给我们付款的话怎么报税。现在回电",https://wondersco.lightning.force.com/lightning/r/Lead/00Q8b00001xKDSIEA4/view
