Snowball Map,List Source,Restaurant Name,Address,City,State,Phone,Zipcode,First Name,Last Name,Employee Count Est.,Small Business Entrepreneur Indicator,Year Established,Ethnic Code Desc
91673,Yelp Greendot (Q42022),RED POT,2090 WARM SPRINGS CT STE 124,FREMONT,CA,5105733965,94539-6786,NA,NA,NA,NA,NA,Chinese
91674,Yelp Greendot (Q42022),RED RED WINE BAR,189 MAIN ST STE B,ANNAPOLIS,MD,4109901144,21401-2073,BRIAN,BOLTER,13,Y,NA,Cajun Seafood
91675,Yelp Greendot (Q42022),RED SAKE,8410 REA RD STE 100,CHARLOTTE,NC,9804981578,28277-1210,NA,NA,NA,NA,NA,Japanese
91676,Yelp Greendot (Q42022),RED SEA ETHIOPIAN & MEDITERRANEAN RESTAURANT,22 GREEN SPRINGS HWY,HOMEWOOD,AL,2058485154,35209-4902,NA,NA,NA,NA,NA,Cajun Seafood
91677,Yelp Greendot (Q42022),RED SHELL FOODS,825 BALDWIN PARK BLVD,CITY OF INDUSTRY,CA,6269376501,91746-1205,HIRO,WATANABE,10,Y,NA,Japanese
91678,Google API (Q42022),RED STAR,13944 MICHIGAN AVE,DEARBORN,MI,3135811451,48126-3523,FENG CHU,HE,4,Y,NA,Chinese
91679,Yelp Greendot (Q42022),RED TAILZ,19705 STATE HWY 124,BEAUMONT,TX,4097671395,77705,NA,NA,NA,NA,NA,Cajun Seafood
91680,Google API (Q42022),Red Tea Garden,202 S MEADOW RD UNIT 1,PLYMOUTH,MA,5088301888,02360-4795,KAN,SO,19,N,NA,Chinese
91681,Yelp Greendot (Q42022),RED THAI AND SUSHI BY YAYA,1907 HOLLYWOOD BLVD,HOLLYWOOD,FL,9549211988,33020-4508,JONAH,RAMOS,13,Y,NA,Japanese
91682,Yelp Greendot (Q42022),RED TIGER DUMPLING HOUSE,1320 STONY BROOK RD STE 21,STONY BROOK,NY,6316756899,11790-2215,NA,NA,NA,NA,NA,Chinese
91683,Google API (Q42022),Red Wok,10883 LOS ALAMITOS BLVD,LOS ALAMITOS,CA,5624932685,90720-2329,HENG,YUAN,4,Y,NA,Chinese
91684,Yelp Greendot (Q42022),RED WOK BUFFET,3434 E THOMAS RD,PHOENIX,AZ,6029558889,85018-7424,NA,NA,NA,NA,NA,Chinese
91685,Yelp Greendot (Q42022),RED WOK KITCHEN,39 W 100 N,MOAB,UT,4352208625,84532-2322,NA,NA,6,Y,NA,Chinese
91686,Google API (Q42022),Redbowl Asian Bistro,2020 BOULDERSTONE WAY,CARY,NC,9193889977,27519-8408,TIAN,ZHANG,19,N,NA,Chinese
91687,Yelp Greendot (Q42022),REDFARM,529 HUDSON ST,NEW YORK,NY,2127929700,10014-6125,BYUNG,KIM,2,Y,NA,Chinese
91688,Yelp Greendot (Q42022),REDHOOK CAJUN SEAFOOD & BAR,3295 POPLAR AVE STE 101,MEMPHIS,TN,9015297356,38111-4690,ALLEN,RADER,7,Y,NA,Cajun Seafood
91689,Yelp Greendot (Q42022),REDHOOK CAJUN SEAFOOD & BAR,6759 NW LOOP 410,SAN ANTONIO,TX,2105921017,78238-4504,NA,NA,NA,NA,NA,Cajun Seafood
91690,Yelp Greendot (Q42022),REDLANDS RAMEN,605 N EUREKA ST,REDLANDS,CA,9096740133,92374-3127,NA,NA,NA,NA,NA,Japanese
91691,Yelp Greendot (Q42022),REDSAND KITCHEN,14699 MASADA DR,EL PASO,TX,9158037289,79938-9570,NA,NA,NA,NA,NA,Japanese
91692,Google API (Q42022),Redwood Chinese Restaurant,2019 FORT CAMPBELL BLVD STE F,CLARKSVILLE,TN,9319060388,37042-8064,ERIC,HE,9,Y,NA,Chinese
91693,Yelp Greendot (Q42022),REEL SEAFOOD & WINGS,5425 HIGHWAY 6 STE B400,MISSOURI CITY,TX,8329871492,77459-4394,NA,NA,8,Y,NA,Cajun Seafood
91694,Google API (Q42022),Regent Bakery & Cafe,15159 NE 24TH ST,REDMOND,WA,NA,98052-5544,TERESA,LOH,9,N,NA,Chinese
91695,Yelp Greendot (Q42022),REGINA'S CAJUN KITCHEN,209 CONGRESS DR,WESTWEGO,LA,9017300384,70094-2420,CLARENCE,ROBINSON,10,Y,NA,Cajun Seafood
91696,Yelp Greendot (Q42022),REIKINA,1712 W DALLAS ST STE 200,HOUSTON,TX,7133058799,77019-4582,NA,NA,NA,NA,NA,Japanese
91697,Yelp Greendot (Q42022),RELLA CAFE,400 RELLA BLVD STE 171,MONTEBELLO,NY,8456185800,10901-4256,NA,NA,NA,NA,NA,Japanese
91698,Yelp Greendot (Q42022),REMOULADE,309 BOURBON ST,NEW ORLEANS,LA,5045230377,70130-2212,ARCHIE,CAZBERIAN,40,N,NA,Cajun Seafood
91699,Yelp Greendot (Q42022),RENDEZ-VOUS CREOLE RESTAURANT,3042 GENERAL COLLINS AVE,NEW ORLEANS,LA,5042814834,70114-6850,NA,NA,NA,NA,NA,Cajun Seafood
91700,Yelp Greendot (Q42022),RENEGADE RESTAURANT,1610 ELK ST,ROCK SPRINGS,WY,3073623052,82901-4021,DAVID,LEW,12,Y,NA,Chinese
91701,Yelp Greendot (Q42022),RENO SUSHI BURRITOS,1350 STARDUST ST STE A3,RENO,NV,7753006822,89503-4264,NA,NA,NA,NA,NA,Japanese
91702,Yelp Greendot (Q42022),REOS NEW ORLEANS KITCHEN,47170 US HWY 69,MOUNT SELMAN,TX,9038946350,75757,NA,NA,NA,NA,NA,Cajun Seafood
91703,Yelp Greendot (Q42022),REPUBLIC RAMEN + NOODLES,1301 E UNIVERSITY DR STE 114,TEMPE,AZ,4803883686,85288-8424,DEBORAH,PINSONNEAULT,9,Y,NA,Japanese
91704,Yelp Greendot (Q42022),RESTAURANT BEATRICE,1111 N BECKLEY AVE,DALLAS,TX,4699622173,75203-1303,NA,NA,NA,NA,NA,Cajun Seafood
91705,Yelp Greendot (Q42022),RESTAURANT IRON,22 N PALAFOX ST,PENSACOLA,FL,8504767776,32502-5626,NA,NA,NA,NA,NA,Cajun Seafood
91706,Yelp Greendot (Q42022),RESTAURANT R'EVOLUTION,777 BIENVILLE ST,NEW ORLEANS,LA,5045532277,70130-2210,GAYLE,BAILEYGRAY,8,Y,NA,Cajun Seafood
91707,Yelp Greendot (Q42022),RESTAURANT SILLA,1802 HENDERSON RD,COLUMBUS,OH,6144595990,43220-2502,KIMBERLY,KIM,8,Y,NA,Japanese
91708,Yelp Greendot (Q42022),REVELRY,1270 BOYLSTON ST,BOSTON,MA,8576008414,02215-4401,NA,NA,NA,NA,NA,Cajun Seafood
91709,Google API (Q42022),Ri Le's,4932 E 91ST ST STE 102,TULSA,OK,9184962126,74137-3568,RI,LE,9,Y,NA,Chinese
91710,Yelp Greendot (Q42022),RIB & CHOP HOUSE,1677 S CONVENTION CENTER DR,SAINT GEORGE,UT,4356741900,84790-6753,ELICIA,BRANTLEY,11,Y,NA,Cajun Seafood
91711,Yelp Greendot (Q42022),RIB ROOM,621 SAINT LOUIS ST,NEW ORLEANS,LA,5045297045,70130-2119,NA,NA,NA,NA,NA,Cajun Seafood
91712,Yelp Greendot (Q42022),RICE & NOODLES,7501 W STOCKTON BLVD STE 110,SACRAMENTO,CA,9163855183,95823-5445,NA,NA,NA,NA,NA,Chinese
91713,Yelp Greendot (Q42022),RICE & PHO,10810 HUGHES RD,HOUSTON,TX,2814648888,77089-4532,TUNG,NGUYEN,9,Y,NA,Chinese
91714,Yelp Greendot (Q42022),RICE & SPICE,11625 SHELDON RD,TAMPA,FL,8134756955,33626-4306,NA,NA,NA,NA,NA,Japanese
91715,Yelp Greendot (Q42022),RICE 2 GO,225 E CHIHUAHUA ST,LA VERNIA,TX,8303917423,78121-5838,NA,NA,NA,NA,NA,Chinese
91716,Google API (Q42022),Rice Bistro,5922 S HOLLY ST,GREENWOOD VLG,CO,3032211430,80111-4221,DANIEL,WONG,49,N,NA,Chinese
91717,Google API (Q42022),Rice Bistro,3751 CLYDE MORRIS BLVD,PORT ORANGE,FL,3862389885,32129-2356,AI Y,LIANG,9,N,2017,Chinese
91718,Google API (Q42022),RICE BISTRO RESTAURANT,3751 CLYDE MORRIS BLVD,PORT ORANGE,FL,3863103069,32129-2356,AI Y,LIANG,9,N,2017,Chinese
91719,Google API (Q42022),Rice Bowl,2110 N NC 16 BUSINESS HWY,DENVER,NC,7044899787,28037-8055,DONG,QI,4,Y,NA,Chinese
91720,Google API (Q42022),RICE BOWL,1119 18TH ST,BAKERSFIELD,CA,661322901,93301-4690,ALLEN,KONG,49,N,1948,Chinese
91721,Yelp Greendot (Q42022),RICE BOWL CHINESE CAFE,7592 HIGHWAY 2,COMMERCE CITY,CO,3032882288,80022-1658,KAI,AUYEUNG,4,Y,NA,Chinese
91722,Google API (Q42022),RICE BOWL CHINESE RESTAURANT,14360 BELLAIRE BLVD STE 118,HOUSTON,TX,2819889912,77083-7516,SOENTONO,JIE,4,Y,NA,Chinese
91723,Google API (Q42022),RICE BOWL CHINESE RESTAURANT,11324 FONDREN RD,HOUSTON,TX,7137219660,77035-2010,SOENTONO,JIE,4,Y,NA,Chinese
91724,Yelp Greendot (Q42022),RICE BOWL CHINESE RESTAURANT,107 4TH AVE NW,MANDAN,ND,7016631960,58554-3133,SUE,CAI,6,Y,NA,Chinese
91725,Yelp Greendot (Q42022),RICE BOWL EXPRESS,915 E SEMINARY DR,FORT WORTH,TX,8179232421,76115-2733,SON,NYGUN,9,Y,NA,Chinese
91726,Google API (Q42022),RICE BOWL RESTAURANT,2300 S HIGH ST,COLUMBUS,OH,6144458828,43207-2432,MAN,LEUNG,19,N,NA,Chinese
91727,Yelp Greendot (Q42022),RICE BOX,3600 HIXSON PIKE STE 104,CHATTANOOGA,TN,4233050206,37415-3596,YONG,DONG,3,Y,NA,Chinese
91728,Yelp Greendot (Q42022),RICE BOX,320 S MAIN ST STE A,JONESBORO,AR,8705800010,72401-2909,NA,NA,NA,NA,NA,Japanese
91729,Yelp Greendot (Q42022),RICE BOX KITCHEN,555 S VIRGINIA ST STE 103,RENO,NV,7753843401,89501-2264,NA,NA,NA,NA,NA,Chinese
91730,Google API (Q42022),RICE CHINA,1230 S HAIRSTON RD STE 1B,STONE MTN,GA,4042941933,30088-2712,KENNY,CHEN,9,Y,1994,Chinese
91731,Google API (Q42022),RICE EXPRESS,4550 N LARK ELLEN AVE STE 101,COVINA,CA,626965006,91722-3147,YONG,SON,9,N,NA,Chinese
91732,Yelp Greendot (Q42022),RICE GARDEN,7051 S DESERT BLVD,CANUTILLO,TX,9158775003,79835-8557,GRIZALDA,ORTEGA,8,N,NA,Chinese
91733,Yelp Greendot (Q42022),RICE HOUSE CHINESE RESTAURANT,711 W KEARNEY ST,SPRINGFIELD,MO,4178691718,65803-1229,MING,YOU,14,Y,NA,Chinese
91734,Yelp Greendot (Q42022),RICE INC - CHINESE CUISINE,127 N TRYON ST STE 250,CHARLOTTE,NC,7048879720,28202-2180,NA,NA,NA,NA,NA,Chinese
91735,Yelp Greendot (Q42022),RICE KING CHINESE RESTAURANT,47 STEVENS ST,NORWALK,CT,2038389218,06850-3579,JONNY,CHEUNG,4,Y,NA,Chinese
91736,Google API (Q42022),Rice King Express,3644 W 9800 S,SOUTH JORDAN,UT,8012802566,84009-3260,JING,LIANG,4,Y,NA,Chinese
91737,Yelp Greendot (Q42022),RICE KING RESTAURANT,930 W BROADWAY RD STE 11,TEMPE,AZ,4809687909,85282-1269,NA,NA,NA,NA,NA,Chinese
91738,Yelp Greendot (Q42022),RICE KITCHEN,206 VILLAGE SQUARE DR STE 206A,LOUDON,TN,8656579474,37774-2807,NA,NA,NA,NA,NA,Japanese
91739,Google API (Q42022),Rice N Roll,19243 N DALE MABRY HWY,LUTZ,FL,8139492155,33548-5067,JACK,YIP,4,N,2010,Chinese
91740,Yelp Greendot (Q42022),RICE N SHINE,1395 N TELEGRAPH RD,MONROE,MI,7342643888,48162-3359,NA,NA,NA,NA,NA,Chinese
91741,Yelp Greendot (Q42022),RICE N SPICE THAI SUSHI,"12990 SR 9, STE 102",ALPHARETTA,GA,7706804545,30004,NA,NA,NA,NA,NA,Japanese
91742,Yelp Greendot (Q42022),RICE PALACE,2015 RICE CAPITAL PKWY,CROWLEY,LA,3377833001,70526-3172,TORI,HANKS,80,Y,NA,Cajun Seafood
91743,Yelp Greendot (Q42022),RICE TO MEET YOU,9888 BELLAIRE BLVD STE 138,HOUSTON,TX,7137778838,77036-3430,SHUNNIEN,TSAI,3,Y,NA,Chinese
91744,Yelp Greendot (Q42022),RICE VILLAGE,1300 N MAIN ST,LOGAN,UT,4357522318,84341-6899,NA,NA,NA,NA,NA,Chinese
91745,Google API (Q42022),RICE WOK CHINESE RESTAURANT,3150 PLAINFIELD AVE NE STE G,GRAND RAPIDS,MI,6163617077,49525-3273,YILONG,YANG,4,Y,NA,Chinese
91746,Yelp Greendot (Q42022),RICE-N-TEA,7700 QUEENS BLVD,ELMHURST,NY,7182050181,11373-3742,XIAO,WU,200,Y,NA,Chinese
91747,Yelp Greendot (Q42022),RICE'N WINGS,1175B PEACH ORCHARD RD,SUMTER,SC,8034943933,29154-1360,WING,RICEN,7,Y,NA,Chinese
91748,Yelp Greendot (Q42022),RICEBOX,541 S SPRING ST STE 131,LOS ANGELES,CA,2139887395,90013-1976,NA,NA,10,Y,NA,Chinese
91749,Yelp Greendot (Q42022),RICELAND EXPRESS,4605 COLLEYVILLE BLVD,NORTH RICHLAND HILLS,TX,8175148233,76180,NA,NA,NA,NA,NA,Chinese
91750,Yelp Greendot (Q42022),RICH VILLAGE RESTAURANT,6009 7TH AVE,BROOKLYN,NY,7182388628,11220-4104,HOWARD,FRANKFORT,9,Y,NA,Chinese
91751,Yelp Greendot (Q42022),RICHARD'S SEAFOOD TOO,901 CHARITY ST,ABBEVILLE,LA,3373852328,70510-5301,NA,NA,8,Y,NA,Cajun Seafood
91752,Yelp Greendot (Q42022),RICHTER CORK AND KEG FLY AWAY,153 S MAIN ST,BOERNE,TX,8303312675,78006-2476,NA,NA,NA,NA,NA,Japanese
91753,Yelp Greendot (Q42022),RICK'S WHITE LIGHT DINER,114 BRIDGE ST,FRANKFORT,KY,5026969104,40601-2657,RICHARD,PAUL,11,Y,NA,Cajun Seafood
91754,Yelp Greendot (Q42022),RICKSHAW CHINESE RESTAURANT,1560 FITZGERALD DR,PINOLE,CA,5102226677,94564-2229,NA,NA,NA,NA,NA,Chinese
91755,Google API (Q42022),Ricky's Hardee Inc,429 MOTHER GASTON BLVD,BROOKLYN,NY,7184848896,11212-7600,XIAO,ZHANG,4,Y,2015,Chinese
91756,Yelp Greendot (Q42022),RICKY'S SUSHI,8220 NE DAVIS ST # 17,PORTLAND,OR,5032587810,97220-6029,NA,NA,NA,NA,NA,Japanese
91757,Yelp Greendot (Q42022),RICO RICO RESTAURANT,7708 BERGENLINE AVE,NORTH BERGEN,NJ,2016628383,07047-4953,JORGE,FRANCO,16,Y,NA,Chinese
91758,Yelp Greendot (Q42022),RICO'S HIBACHI & WINGS,805 LANIER AVE W STE A,FAYETTEVILLE,GA,7707310335,30214-7656,RENE,TAPIA,8,Y,NA,Japanese
91759,Yelp Greendot (Q42022),RICO'S POLLO FUSSION,109 COMMON ST,LAWRENCE,MA,9782587540,01840-1604,NA,NA,NA,NA,NA,Chinese
91760,Yelp Greendot (Q42022),RICOGÇÖS HIBACHI & WINGS,6655 TARA BLVD STE 401,JONESBORO,GA,7707034504,30236-6759,NA,NA,NA,NA,NA,Japanese
91761,Yelp Greendot (Q42022),RIDGEWOOD CHINA KING,PO BOX 8234,PARAMUS,NJ,2018578888,07653-8234,HOLLIS,WINFIELD,11,Y,NA,Chinese
91762,Yelp Greendot (Q42022),RIEKI HIBACHI & SUSHI,410 SHERWOOD AVE STE 3,MENA,AR,8704900351,71953-3369,NA,NA,NA,NA,NA,Japanese
91763,Yelp Greendot (Q42022),RIKENJAKS BREWING COMPANY,3716 RYAN ST,LAKE CHARLES,LA,3376026635,70605-2814,NA,NA,3,Y,NA,Cajun Seafood
91764,Yelp Greendot (Q42022),RIKYU JAPANESE RESTAURANT,3647 W HILLSBOROUGH AVE,TAMPA,FL,8138789986,33614-5713,NA,NA,NA,NA,NA,Japanese
91765,Yelp Greendot (Q42022),RIN CONNECTION,13440 SW 120TH ST,MIAMI,FL,3059694588,33186-7399,SINAD,NEDTRANON,14,Y,NA,Japanese
91766,Yelp Greendot (Q42022),RINGO,1441 W FULLERTON AVE,CHICAGO,IL,7736978733,60614-2030,NA,NA,NA,NA,NA,Japanese
91767,Yelp Greendot (Q42022),RINOO,3455 PEACHTREE INDUSTRIAL BLVD STE 230,DULUTH,GA,6782428363,30096-9102,NA,NA,NA,NA,NA,Japanese
91768,Yelp Greendot (Q42022),RIP CITY CREOLE,8079 SE 13TH AVE,PORTLAND,OR,5032065168,97202-6663,WILLIAM,WADHAMS,2,Y,NA,Cajun Seafood
91769,Google API (Q42022),Rise Asian Sushi,6063 SW 18TH ST STE 108,BOCA RATON,FL,5613928808,33433-7118,VIVIAN,TSANG,9,Y,2015,Chinese
91770,Google API (Q42022),Rising Dragon Chinese Restaurant,2939 ALTA VIEW DR STE FG,SAN DIEGO,CA,6194708885,92139-3394,KEN,FOO,4,N,1997,Chinese
91771,Google API (Q42022),RISING STAR CHINESE EATERY,7001 SAN ANTONIO DR NE,ALBUQUERQUE,NM,5058216595,87109-4873,IKE,SUNG,9,Y,NA,Chinese
91772,Google API (Q42022),Rising Sun Chinese Food,26761 PORTOLA PKWY STE 2G,FOOTHILL RNCH,CA,NA,92610-1759,PETER,ZHANG,4,Y,NA,Chinese
91773,Google API (Q42022),Rising Sun Of The Peotone,908 W WILMINGTON RD,PEOTONE,IL,7082586628,60468-8986,CHUNYI,MEI,4,Y,1981,Chinese
91774,Yelp Greendot (Q42022),RISING SUN TERIYAKI GRILL,1710 SW 9TH AVE STE 114,BATTLE GROUND,WA,3606662339,98604-3267,OKCHA,CHONG,10,Y,NA,Chinese
91775,Yelp Greendot (Q42022),RISTEGIO'S,641 MEDFORD AVE,PATCHOGUE,NY,6317313663,11772,JOSEPH,LANZA,9,Y,NA,Japanese
91776,Yelp Greendot (Q42022),RITA'S CREOLE FAMILY KITCHEN,620 BIG LAKE ST,LAKE CHARLES,LA,3379051084,70607-8816,NA,NA,NA,NA,NA,Cajun Seafood
91777,Yelp Greendot (Q42022),RITTER'S STEAM KETTLE COOKING,1421 W MACARTHUR BLVD STE G,SANTA ANA,CA,7148501380,92704-7318,LIEN,PHUNG,25,Y,NA,Cajun Seafood
91778,Yelp Greendot (Q42022),RIVER CITY CREOLE GRILL,2150 VETERANS BLVD,KENNER,LA,5044673111,70062,APRIL,WILEY,59,N,NA,Cajun Seafood
91779,Yelp Greendot (Q42022),RIVER GRILLE,950 N US HIGHWAY 1,ORMOND BEACH,FL,3866152004,32174-4531,RAY,BARSHAY,27,Y,NA,Cajun Seafood
91780,Yelp Greendot (Q42022),RIVER ROCK RESTAURANT & MARINA BAR,1600 ROUTE 70,BRICK,NJ,7328401110,08724-1862,BRYAN,ARCHIBALD,50,Y,NA,Japanese
91781,Yelp Greendot (Q42022),RIVER SUSHI,144 TYLER RD N STE 4,RED WING,MN,6513018814,55066-1889,NA,NA,NA,NA,NA,Japanese
91782,Google API (Q42022),RIVER THAI FOOD,24 HILLIARD AVE,EDGEWATER,NJ,2014960475,07020-1257,TUN,WIN,4,Y,NA,Chinese
91783,Yelp Greendot (Q42022),RIVERS EDGE RESTAURANT,114 W US HIGHWAY 18,PICKSTOWN,SD,6054876118,57367,NA,NA,NA,NA,NA,Chinese
91784,Yelp Greendot (Q42022),RIVERSIDE SEAFOOD RESTAURANT,1201 VICENTE ST,SAN FRANCISCO,CA,4157598828,94116-3045,RAMON,LOAN,1,Y,NA,Chinese
91785,Yelp Greendot (Q42022),RJ CAJUN FUSION SEAFOOD,7140 DE SOTO AVE,CANOGA PARK,CA,7472637024,91303-2208,NA,NA,NA,NA,NA,Cajun Seafood
91786,Yelp Greendot (Q42022),RJ HARRISON TAX SERVICE,419 MCKINLEY ST STE B,VALPARAISO,IN,2194650075,46383-3633,R,HARRISON,3,Y,NA,Japanese
91787,Yelp Greendot (Q42022),RJ'S CRAWFISH SHACK,6221 AR-5,BRYANT,AR,5014675118,72022,NA,NA,NA,NA,NA,Cajun Seafood
91788,Yelp Greendot (Q42022),ROAST AND RICE KITCHEN,30990 RUSSELL RANCH RD STE A,WESTLAKE VILLAGE,CA,8186996369,91362-7381,NA,NA,NA,NA,NA,Japanese
91789,Yelp Greendot (Q42022),ROBALO,2870 UNIVERSITY AVE,RIVERSIDE,CA,7604422595,92507-4238,NA,NA,NA,NA,NA,Japanese
91790,Yelp Greendot (Q42022),ROBATA WASA,926 SPECTRUM CENTER DR STE 926,IRVINE,CA,9495365064,92618-4958,ANDY,CHANG,7,Y,NA,Japanese
91791,Yelp Greendot (Q42022),ROBBIE G'S RESTAURANT,5859 JACKSON ST,ALEXANDRIA,LA,3184438621,71303-2046,GEORGE,SIMMS,11,Y,NA,Cajun Seafood
91792,Yelp Greendot (Q42022),ROBERT'S SEAFOOD & HOT TO GO KITCHEN,7722 MERRILL RD,JACKSONVILLE,FL,9047440200,32277-3715,RAHBAR,TALEBLI,4,Y,NA,Cajun Seafood
91793,Yelp Greendot (Q42022),ROBERTO'S RIVER ROAD RESTAURANT,1985 HIGHWAY 75,SUNSHINE,LA,2256425999,70780-3414,NA,NA,NA,NA,NA,Cajun Seafood
91794,Yelp Greendot (Q42022),ROBOTO TOKYO GRILL,122 PAFFORD RD,LAMONT,FL,8509972655,32336-7188,NA,NA,NA,NA,NA,Japanese
91795,Yelp Greendot (Q42022),ROC CITY RAMEN,"215 ALEXANDER ST ROCHESTER NY 14607 USA, STE 1",ROCHESTER,NY,5854345551,14607,NA,NA,NA,NA,NA,Japanese
91796,Yelp Greendot (Q42022),ROC CITY RAMEN,215 ALEXANDER ST,ROCHESTER,NY,5854345551,14607-4007,NA,NA,NA,NA,NA,Japanese
91797,Yelp Greendot (Q42022),ROC'S CREOLE SEAFOOD,16951 FOOTHILL BLVD STE B,FONTANA,CA,9092753360,92335-3504,RAHMAN,THOMPSON,7,Y,NA,Cajun Seafood
91798,Yelp Greendot (Q42022),ROCK 'N RAW,"5223 ORIENT RD, SEMINOLE HARD ROCK CASINO",TAMPA,FL,8136277603,33610-4114,NA,NA,NA,NA,NA,Japanese
91799,Yelp Greendot (Q42022),ROCK 'N ROLL SUSHI,3002 HARDY ST STE 110,HATTIESBURG,MS,7693907957,39401-7050,NA,NA,NA,NA,NA,Japanese
91800,Yelp Greendot (Q42022),ROCK & TOSS CRAB HOUSE,15500 ANNAPOLIS RD STE 115,BOWIE,MD,3016788788,20715-3039,NA,NA,11,Y,NA,Cajun Seafood
91801,Yelp Greendot (Q42022),ROCK & TOSS CRAB HOUSE,908 LARGO CENTER DR,UPPER MARLBORO,MD,2407163775,20774-3704,NA,NA,NA,NA,NA,Cajun Seafood
91802,Yelp Greendot (Q42022),ROCK AND TOSS CRAB HOUSE,2928 FESTIVAL WAY,WALDORF,MD,3016388899,20601-2957,NA,NA,NA,NA,NA,Cajun Seafood
91803,Yelp Greendot (Q42022),ROCK LOBSTER,2475 W QUEEN CREEK RD,CHANDLER,AZ,4808219000,85248-2808,ASHLEY,STANDARD,6,Y,NA,Japanese
91804,Yelp Greendot (Q42022),ROCK N ROLL HIBACHI & SUSHI,514 W MLK JR BLVD,FAYETTEVILLE,AR,4792597851,72701-6403,NA,NA,NA,NA,NA,Japanese
91805,Yelp Greendot (Q42022),ROCK N ROLL SUSHI,3140 MAIN ST,DULUTH,GA,6786948612,30096-3220,NA,NA,NA,NA,NA,Japanese
91806,Yelp Greendot (Q42022),ROCK N ROLL SUSHI,4858 BILL GARDNER PKWY,LOCUST GROVE,GA,7704078749,30248-3643,NA,NA,NA,NA,NA,Japanese
91807,Yelp Greendot (Q42022),ROCK N ROLL SUSHI,"794 GA-96, STE 102",BONAIRE,GA,7704078496,31005,NA,NA,NA,NA,NA,Japanese
91808,Yelp Greendot (Q42022),ROCK N ROLL SUSHI,3010 WATSON BLVD,WARNER ROBINS,GA,7704076570,31093-8500,NA,NA,NA,NA,NA,Japanese
91809,Yelp Greendot (Q42022),ROCK N ROLL SUSHI,5801 ZEBULON RD,MACON,GA,4708781881,31210-2378,NA,NA,NA,NA,NA,Japanese
91810,Yelp Greendot (Q42022),ROCK N ROLL SUSHI,222 S MAGNOLIA DR STE 101,TALLAHASSEE,FL,8509669966,32301-2991,NA,NA,NA,NA,NA,Japanese
91811,Yelp Greendot (Q42022),ROCK N ROLL SUSHI,1415 TIMBERLANE RD STE 305,TALLAHASSEE,FL,8509991748,32312-1731,NA,NA,NA,NA,NA,Japanese
91812,Yelp Greendot (Q42022),ROCK N ROLL SUSHI,1531 E NINE MILE RD,PENSACOLA,FL,8507602455,32514-6289,CHRISSY,STACKHOUSE,7,Y,NA,Japanese
91813,Yelp Greendot (Q42022),ROCK N ROLL SUSHI,13005 SW 1ST RD STE 137,NEWBERRY,FL,3522253087,32669-3265,NA,NA,NA,NA,NA,Japanese
91814,Yelp Greendot (Q42022),ROCK N ROLL SUSHI,9056 MEMORIAL PKWY SW,HUNTSVILLE,AL,2562101333,35802-3072,NA,NA,NA,NA,NA,Japanese
91815,Yelp Greendot (Q42022),ROCK N ROLL SUSHI,6850 US HIGHWAY 90 STE 7A,DAPHNE,AL,2517534367,36526-9555,HEATHER,STOKELY,8,Y,NA,Japanese
91816,Yelp Greendot (Q42022),ROCK N ROLL SUSHI,273 S MCGREGOR AVE,MOBILE,AL,2512870445,36608-2340,LANCE,HALLMARK,15,Y,NA,Japanese
91817,Yelp Greendot (Q42022),ROCK N ROLL SUSHI,5167 RANGELINE SERVICE RD N UNIT 102,MOBILE,AL,2512197259,36619-9572,NA,NA,NA,NA,NA,Japanese
91818,Yelp Greendot (Q42022),ROCK N ROLL SUSHI,2154 ALDABRA CT,MOBILE,AL,9856494051,36695-7496,NA,NA,NA,NA,NA,Japanese
91819,Yelp Greendot (Q42022),ROCK N ROLL SUSHI,733 LAKE HARBOUR DR STE K,RIDGELAND,MS,7693001911,39157-4367,NA,NA,NA,NA,NA,Japanese
91820,Yelp Greendot (Q42022),ROCK N ROLL SUSHI,500 PORT OF NEW ORLEANS PL STE 280,NEW ORLEANS,LA,5042814844,70130-8316,NA,NA,NA,NA,NA,Japanese
91821,Yelp Greendot (Q42022),ROCK N ROLL SUSHI,3627 PERKINS RD BLDG 2,BATON ROUGE,LA,2259607779,70808-2946,NA,NA,NA,NA,NA,Japanese
91822,Yelp Greendot (Q42022),ROCK N ROLL SUSHI,119 N MARKET ST,BENTON,AR,5017946049,72015-3768,NA,NA,NA,NA,NA,Japanese
91823,Yelp Greendot (Q42022),ROCK N ROLL SUSHI,1224 MAIN ST,LITTLE ROCK,AR,5019007625,72202-5032,NA,NA,NA,NA,NA,Japanese
91824,Yelp Greendot (Q42022),ROCK N ROLL SUSHI,12800 CHENAL PKWY,LITTLE ROCK,AR,5013134241,72211-3358,ROBERT,JONES,1,Y,NA,Japanese
91825,Yelp Greendot (Q42022),ROCK N ROLL SUSHI - BEULAH,8714 BEULAH RD UNIT A-8,PENSACOLA,FL,8505427865,32526-5326,NA,NA,NA,NA,NA,Japanese
91826,Yelp Greendot (Q42022),ROCK N ROLL SUSHI - CANTON,1548 RIVERSTONE PKWY,CANTON,GA,6788806450,30114-2817,NA,NA,NA,NA,NA,Japanese
91827,Yelp Greendot (Q42022),ROCK N ROLL SUSHI - CULLMAN,1900 MARKET PLATZ CTR SW,CULLMAN,AL,2568415123,35055-7506,SARA,SANDERS,6,Y,NA,Japanese
