Snowball Map,Mapping Correction,Name,Business Type,Amenities,Street,City/Town,State/Province Code,Zip/Postal Code,Country,First Name,Last Name,Title,Role,Contact Email,Contact Phone,URL,Established,Estimated Employees,Phone,Contact Count,Most Common Email,Vitality Score,Reputation Score,Cuisines (Regional),Price Range,Website Technology Vendors,Ordering Solutions
55623,52966,Gong Kee Bbq Noodle House,Restaurant,Groups; Online Ordering; TV; Seating; Reservations; Delivery; Catering; High Chairs; Debit Cards; Dine-in; Takeout,4527 8 Ave SE,Calgary,AB,T2A 0A7,Canada,L. I.,Marvin,President,General,,,gongkeebbq.com,,,(403) 235-1993,1,,39,78,Vietnamese; Chinese,$,Google Analytics; Skip the Dishes,
55622,,Cafe Asia,Restaurant,Groups; Wi-Fi; Parking; Online Ordering; TV; Reservations; Bike Parking; Delivery; Contactless Delivery; Catering; Debit Cards; Dine-in; Takeout,1828 Avenue du Mont-Royal E,Montréal,QC,H2H 1J1,Canada,Jingcan,Ruan,Proprietor,Owner,,,cafeasia.ca,1963,,(514) 522-3811,1,cafeasiamtl1828@gmail.com,23,81,Canadian; Japanese; Chinese,$$,DoorDash; Skip the Dishes; TouchBistro; TouchBistro Dine; TouchBistro Reservations; Uber Eats,TouchBistro
55621,49389,Hong Kong Chinese Food Takeout,Restaurant,Delivery; Fast Service; Online Ordering; Debit Cards; Takeout,800 Hunt Club Rd,Ottawa,ON,K1V 1C3,Canada,Jiong,Hong,Partner,Owner,,,http://hongkongottawa.com,,,(613) 521-1230,1,,57,68,Chinese; Thai,$$,Facebook Pixel; Google Analytics; Menu.ca; Skip the Dishes; Uber Eats,Menu.ca
55620,54949,Momo Sushi,Restaurant,Groups; Table Service; Parking; Online Ordering; Seating; Bike Parking; Reservations; Delivery; Debit Cards; Dine-in; Takeout,375 Water St,Vancouver,BC,V6B 5C6,Canada,Sejun,Kim,Proprietor,Owner,,,momogastown.ca,,,(604) 683-7632,1,,45,86,Korean; Japanese,$,DoorDash; Skip the Dishes; Uber Eats,
55619,51310,Kachiguda Junction,Restaurant,Delivery; Catering; Online Ordering; Debit Cards; Dine-in; Takeout,505 Danforth Ave,Toronto,ON,M4K 1P5,Canada,,,,,,,kachigudajunction.ca,,,(416) 466-1555,0,,49,89,Indian; Chinese,,Google Analytics; Skip the Dishes; TikMe; Uber Eats,TikMe
55618,,Wasabi Boisbriand,Restaurant,Groups; Wi-Fi; Wheelchair Accessible; Table Service; Parking; Online Ordering; Seating; Reservations; Delivery; Catering; High Chairs; Debit Cards; Dine-in; Outdoor Seating; Takeout,3335 Avenue des Grandes Tourelles,Boisbriand,QC,J7H 0A7,Canada,Dan,Wasabi,Proprietor,Owner,,,wasabisushi.ca,,,(450) 818-1607,1,,37,87,Japanese; Vietnamese,$$,DoorDash; Skip the Dishes; Uber Eats,
55617,55269,Shogun,Restaurant,Groups; Wi-Fi; Wheelchair Accessible; Online Ordering; TV; Debit Cards; Dine-in; Delivery; Takeout,5300 No 3 Rd,Richmond,BC,V6X 2X9,Canada,Tony,Cheung,President,General,,,,,,(604) 278-3354,1,,17,48,Japanese,$,,
55616,48251,Au gout tropical,Restaurant; Quick Service,Delivery; Online Ordering; Dine-in; Takeout,8720 Rue Hochelaga,Montréal,QC,H1L 2M7,Canada,,,,,,,,,,(514) 493-8720,0,,17,82,Creole; Caribbean; Cajun,$,Skip the Dishes; Uber Eats,
55615,50365,Moteru Sushi,Restaurant,Delivery; Contactless Delivery; Catering; Online Ordering; Debit Cards; Takeout,1177 Central Pkwy W,Mississauga,ON,L5C 4P3,Canada,,,,,,,moterusushi.com,,,(905) 897-2276,0,,23,92,Japanese,,Ritual; Skip the Dishes; Uber Eats,
55614,49606,Ming's Garden,Restaurant,Groups; Reservations; Delivery; Online Ordering; Debit Cards; Dine-in; Fresh Ingredients; Takeout,4630 Victoria Ave,Lincoln,ON,L0R 2E0,Canada,,,,,info@mingsgardenvineland.com,,mingsgardenvineland.com,,,(905) 562-6888,0,info@mingsgardenvineland.com,83,80,Chinese,$,Chinese Menu Online; EHungry; Google Analytics; MailChimp; Opencart; Skip the Dishes; Squarespace; Uber Eats; YourAdChoices,Chinese Menu Online; EHungry; Opencart
55613,55762,Sushi Centre,Restaurant,Groups; Wi-Fi; Wheelchair Accessible; Table Service; TV; Seating; Bike Parking; Reservations; High Chairs; Debit Cards; Dine-in; Takeout,2401 Cliffe Ave,Courtenay,BC,V9N 2L5,Canada,,,,,,,sushicentre.ca,,,(250) 871-7181,0,,36,86,Japanese,$$,,
55612,53561,Bourbon Street Grill,Restaurant,Delivery; Online Ordering; Takeout,5015 111 St NW,Edmonton,AB,T6H 4M6,Canada,,,,,,,,,,(587) 581-8566,0,,3,95,Chinese,,Skip the Dishes; Uber Eats,
55611,50956,Xiao Fang Yang Shao Kao Xiaofangyang BBQ,Restaurant,Delivery; Online Ordering; Takeout,36 Silver Star Blvd,Toronto,ON,M1V 0E3,Canada,,,,,,,,,,(647) 808-0566,0,,8,,Chinese,,Uber Eats,
55610,,Zenbu Sushi,Restaurant,Groups; Table Service; Online Ordering; Seating; Reservations; Catering; Debit Cards; Dine-in; Outdoor Seating; Delivery; Takeout,5751 Boulevard Gouin O,Montréal,QC,H4J 1E2,Canada,Vinh Thuy,Nguyen,Proprietor,Owner,,,zenbusushi.com,2012,,(514) 903-2929,2,info.zenbu@gmail.com,37,91,Japanese; Vietnamese,$$,,
55609,54556,Hon Sushi,Restaurant; Quick Service,Groups; Wi-Fi; Wheelchair Accessible; Table Service; Seating; Reservations; Bike Parking; Delivery; QR Codes; Parking; Online Ordering; TV; Contactless Delivery; Fast Service; High Chairs; Debit Cards; Dine-in; Takeout,4361 Kingsway,Burnaby,BC,V5H 1Z9,Canada,,,,,honsushiburnaby@gmail.com,,honsushi.ca,,,(604) 800-9909,0,honsushiburnaby@gmail.com,36,83,Korean; Japanese,$$,Skip the Dishes; Uber Eats; WooCommerce,
55608,49589,Kaisei Sushi,Restaurant,Wi-Fi; Online Ordering; Seating; Reservations; Curbside Pickup; High Chairs; Debit Cards; Dine-in; Outdoor Seating; Takeout,34 Queen St N,New Tecumseth,ON,L0G 1W0,Canada,,,,,,,kaiseisushi.com,,,(905) 936-2288,0,,33,93,Japanese,,Wix Restaurants,Wix Restaurants
55607,55091,Ridge Garden Restaurant,Restaurant,Groups; Wheelchair Accessible; TV; Reservations; Debit Cards; Dine-in; Delivery; Takeout,4009 MacDonald St,Vancouver,BC,V6L 2N8,Canada,,,,,ridgegardenrestaurant@gmail.com,,ridgegardenrestaurant.ca,,,(604) 736-5231,0,ridgegardenrestaurant@gmail.com,59,81,Chinese,$$,Google Analytics; Weebly,
55606,55535,Westview Oriental Restaurant,Restaurant,Groups; Wheelchair Accessible; Table Service; Online Ordering; TV; Seating; Bike Parking; Reservations; High Chairs; Debit Cards; Dine-in; Delivery; Takeout,2609 Westview Dr,North Vancouver,BC,V7N 4M2,Canada,Queenie,Chan,Proprietor,Owner,,,westviewchinese.com,,,(604) 987-2343,1,,43,60,Chinese,$$,Google Analytics; Qooway; Weebly,Qooway
55605,52745,Wasabi Express Sushi & Teriyaki House,Restaurant,Wheelchair Accessible; Online Ordering; Seating; High Chairs; Debit Cards; Dine-in; Delivery; Takeout,4350 Albert St,Regina,SK,S4S 3R9,Canada,,,,,,,southwasabi.ca,,,(306) 543-9272,0,,33,84,Japanese,$,Square; Weebly,Square
55604,49474,Dumpling Dumpling,Restaurant,Groups; Online Ordering; Reservations; Delivery; Contactless Delivery; Debit Cards; Dine-in; Takeout,382 Bank St,Ottawa,ON,K2P 1Y4,Canada,,,,,,,http://dumplingdumpling.ca,,,(613) 422-0888,0,,49,91,Chinese,$,Skip the Dishes; Uber Eats; Wix Restaurants,Wix Restaurants
55603,54933,Kishu Japanese Restaurant,Restaurant,Debit Cards; Takeout,542 Robson St,Vancouver,BC,V6B 2B7,Canada,,,,,,,,,,(604) 683-2633,0,,9,26,Japanese,$$,,
55602,53443,Midnight Sun Restaurant,Restaurant,Groups; Wheelchair Accessible; Table Service; Online Ordering; TV; Seating; Reservations; Bike Parking; Delivery; Contactless Delivery; Curbside Pickup; High Chairs; Debit Cards; Dine-in; Takeout,11003 124 St NW,Edmonton,AB,T5M 0J5,Canada,Amy,Tu,Proprietor,Owner,,,,,,(780) 452-2282,1,,23,82,Chinese,$$,DoorDash,
55601,49898,Baijia Old Soup - Northwestern Chinese Cuisine,Restaurant,Wheelchair Accessible; Table Service; Online Ordering; TV; Bike Parking; Reservations; Delivery; Debit Cards; Takeout,8333 Kennedy Rd,Markham,ON,L3R 4P8,Canada,,,,,,,http://baijialaotang.com,1994,,(905) 604-6601,0,,40,67,Chinese,$$,The NAI,
55600,49697,Lee's Xpress,Restaurant,Groups; Wheelchair Accessible; Online Ordering; Seating; High Chairs; Dine-in; Delivery; Takeout,1267 Garrison Rd,Fort Erie,ON,L2A 1P2,Canada,,,,,,,leechinesefood.com,,,(905) 994-0333,0,,60,77,Chinese,$$,,
55599,55640,Kung Pao Wok,Restaurant,Delivery; Wheelchair Accessible; Online Ordering; Debit Cards; Dine-in; Takeout,1644 Hillside Ave,Victoria,BC,V8T 2C5,Canada,,,,,,,kungpaowokvictoria.com,,,(778) 433-8806,0,,45,73,Chinese,,DoorDash; Google Analytics; Skip the Dishes,
55598,54504,Ramen Gaoh,Restaurant,Groups; Wheelchair Accessible; Table Service; Parking; Online Ordering; TV; Seating; Delivery; High Chairs; Debit Cards; Dine-in; Outdoor Seating; Takeout,4518 Hastings St,Burnaby,BC,V5C 2K4,Canada,,,,,,,ramengaoh.com,,,(604) 299-5407,0,,26,85,Japanese,$$,CloudWaitress; Deliverect; DoorDash; Google Analytics; Skip the Dishes; Uber Eats,CloudWaitress; Deliverect
55597,48759,Jardin Iwaki,Restaurant,Seating; Reservations; Table Service; Debit Cards; Dine-in; Outdoor Seating; Takeout,5887 Rue Sherbrooke O,Montréal,QC,H4A 1X6,Canada,Tadayuki,Endo,President,General,,,,,,(514) 482-1283,1,,26,90,Japanese,$,,
55596,49432,Sea King Seafood Restaurant,Restaurant,Groups; Wi-Fi; Online Ordering; Seating; Reservations; Delivery; Curbside Pickup; Catering; High Chairs; Debit Cards; Dine-in; Takeout,1558 Merivale Rd,Ottawa,ON,K2G 3J9,Canada,,,,,seakingottawa@gmail.com,,seakingrestaurant.com,,,(613) 228-8819,0,seakingottawa@gmail.com,47,76,Chinese,$$,Uber Eats,
55595,52046,Itamae AYCE Sushi,Restaurant,Groups; Reservations; Bike Parking; Table Service; Debit Cards; TV; Takeout,253 King St N,Waterloo,ON,N2J 2Y8,Canada,Qiu,Jiank,General Manager,Operations,,,http://www.itamaesushi.ca,,,(519) 886-8688,1,,23,38,Japanese,$$,,
55594,54660,brEAThe Kitchen,Restaurant,Delivery; Online Ordering; Takeout,1507 Powell St,Vancouver,BC,V5L 5C3,Canada,,,,,,,,,,(604) 368-1158,0,,10,,Japanese,,Uber Eats,
55593,50257,Top Wok,Restaurant,Wheelchair Accessible; Debit Cards; Dine-in; Delivery; Takeout,490 Mapleview Dr W,Barrie,ON,L4N 6C3,Canada,,,,,,,http://www.topwok.ca,,,(705) 722-1188,0,,47,74,Chinese,,,
55592,48285,Poissonerie la fontaine bleue,Restaurant,Delivery; Online Ordering; Takeout,6122 Rue Jean-Talon E,Montréal,QC,H1S 1M7,Canada,,,,,,,,,,(514) 706-4972,0,,4,,Japanese,,Uber Eats,
55591,52122,Grand Chow Mein House & Tavern,Restaurant,Dine-in; Takeout,22 Argyle St N,Haldimand,ON,N3W 1B6,Canada,Mary,Wong,President and Member of the Board of Directors,Owner,,,,,,(905) 765-4464,1,,16,34,Chinese,$,,
55590,52776,Chatime,Restaurant; Mobile Food,Groups; Delivery; Wheelchair Accessible; Online Ordering; Debit Cards; Dine-in; Takeout,1701 8th St E,Saskatoon,SK,S7H 0T4,Canada,,,,,,,http://www.ichatime.com,,,(306) 952-2918,0,,31,86,Chinese,$,DoorDash; Facebook Pixel; Skip the Dishes; WooCommerce,
55589,54858,Alley 16 (Shi Liu Tang ),Restaurant,Wi-Fi; Wheelchair Accessible; Table Service; Eco-friendly Tableware; Online Ordering; Fresh Ingredients; Reservations; Bike Parking; Delivery; Corkage Fee; Debit Cards; Dine-in; Takeout,3190 Cambie St,Vancouver,BC,V5Z 2W2,Canada,,,,,info@alley16.com,,alley16.com,,,(604) 710-5039,0,info@alley16.com,79,86,Japanese,,Uber Eats; WooCommerce,
55588,51178,Mr. Fish Chinese Restaurant (North York) Yu Xiao Er Suan Cai Yu,Restaurant,Groups; Wi-Fi; Online Ordering; Delivery; Contactless Delivery; Debit Cards; Dine-in; Takeout,5321 Yonge St,Toronto,ON,M2N 5R4,Canada,,,,,,,,,,(416) 551-8533,0,,19,91,Chinese,$$,DoorDash; Ritual; Uber Eats,
55587,53553,Rae Mi Hyang,Restaurant,Groups; Wi-Fi; Wheelchair Accessible; Table Service; Online Ordering; TV; Seating; Bike Parking; Reservations; Delivery; High Chairs; Debit Cards; Dine-in; Takeout,10625 51 Ave NW,Edmonton,AB,T6H 0K8,Canada,,,,,,,,,,(780) 705-3966,0,,21,89,Korean; Chinese,$$,Skip the Dishes; Uber Eats,
55586,49833,QJD Peking Duck (Markham)Restaurant,Restaurant,Groups; Wi-Fi; Wheelchair Accessible; Table Service; Online Ordering; Fresh Ingredients; Seating; Reservations; Delivery; Contactless Delivery; Catering; High Chairs; Debit Cards; Dine-in; Takeout,7095 Woodbine Ave,Markham,ON,L3R 1A3,Canada,,,,,qjdkycanada@gmail.com,,qjd.ca,,,(905) 604-7798,0,qjdkycanada@gmail.com,29,72,Chinese,$$$$,Snappy; Uber Eats,Snappy
55585,51262,Sandy's Restaurant,Restaurant,Groups; Wi-Fi; Wheelchair Accessible; Online Ordering; TV; Seating; Bike Parking; Delivery; High Chairs; Debit Cards; Dine-in; Takeout,2093 Danforth Ave,Toronto,ON,M4C 1K1,Canada,Hik,Chow,Proprietor,Owner,,,sandysrestaurant.ca,,,(416) 699-8812,1,,36,80,Chinese,$,Uber Eats,
55584,53887,Kaya Sushi + Grill,Restaurant,Groups; Wi-Fi; Wheelchair Accessible; Table Service; Online Ordering; TV; Seating; Reservations; High Chairs; Debit Cards; Dine-in; Delivery; Takeout,1730 Pier Mac Way,Kelowna,BC,V1V 3E7,Canada,,,,,kayasushiandgrill@hotmail.com,,kayasushiandgrill.ca,,,(778) 753-7090,0,kayasushiandgrill@hotmail.com,50,89,Japanese,$$,,
55582,54846,YuShang Hot Pot,Restaurant,Groups; Wi-Fi; Wheelchair Accessible; Table Service; Online Ordering; TV; Seating; Bike Parking; Reservations; Delivery; High Chairs; Debit Cards; Dine-in; Takeout,950 W Broadway,Vancouver,BC,V5Z 1K7,Canada,,,,,,,yushang.ca,,,(604) 564-6686,0,,32,88,Chinese,$$$,Google Analytics; Uber Eats,
55581,51017,Canton Kitchen,Restaurant,Delivery; Takeout,633 Silver Star Blvd,Toronto,ON,M1V 5N1,Canada,Simon S.,Lam,Proprietor,Owner,,,,,,(416) 609-8368,1,,22,67,Cantonese; Chinese,$,,
55580,48000,Li's Wok & Grill,Restaurant,Groups; Wheelchair Accessible; Table Service; Seating; Reservations; Curbside Pickup; High Chairs; Debit Cards; Dine-in; Takeout,112 Front St,Wolfville,NS,B4P 1A4,Canada,Liqun,Sui,Principal,Owner,,,,,,(902) 542-4097,1,,19,85,Chinese,$$,,
55579,,Bon Gout Creole Restaurant,Restaurant,Wi-Fi; Wheelchair Accessible; Table Service; Online Ordering; TV; Seating; Bike Parking; Reservations; Delivery; Contactless Delivery; Catering; Debit Cards; Dine-in; Takeout,2564 St Joseph Blvd,Ottawa,ON,K1C 1G3,Canada,,,,,info@bongoutcreole.com,,bongoutcreole.ca,2019,,(613) 837-2005,0,,26,82,Caribbean; Cajun,$,DoorDash; Uber Eats,
55578,54083,Lee's Kitchen (Maple Ridge),Restaurant,Delivery; Online Ordering; Takeout,22242 Dewdney Trunk Rd,Maple Ridge,BC,V2X 3H9,Canada,,,,,,,,,,(604) 463-3555,0,,5,,Chinese,,Uber Eats,
55577,52795,Bon Temps Cafe,Restaurant,Groups; Wi-Fi; Wheelchair Accessible; Table Service; Parking; Online Ordering; TV; Seating; Bike Parking; Reservations; Debit Cards; Takeout,223 2nd Ave S,Saskatoon,SK,S7K 1K8,Canada,,,,,bontempscafe@gmail.com,,http://www.bontempscafe.ca,,,(306) 242-6617,0,bontempscafe@gmail.com,64,72,Creole; Cajun,$$,Wix Restaurants,Wix Restaurants
55576,54568,Fung May Chinese Cuisine,Restaurant,Reservations; Delivery; Wheelchair Accessible; Contactless Delivery; Online Ordering; Dine-in; Takeout,4500 Kingsway,Burnaby,BC,V5H 2A9,Canada,,,,,,,,,,(604) 433-6520,0,,11,74,Chinese,$,Uber Eats,
55575,50260,Diamond Sushi,Restaurant,Groups; Wi-Fi; Wheelchair Accessible; Table Service; Online Ordering; Seating; Reservations; Bike Parking; Delivery; Catering; High Chairs; Debit Cards; Dine-in; Takeout,516 Bryne Dr,Barrie,ON,L4N 9P6,Canada,Kaven,Diamond,Proprietor,Owner,,,diamond-sushi.com,2008,,(705) 739-0888,2,diamondsushi8@gmail.com,42,75,Japanese,$$,Google Analytics; Skip the Dishes; Uber Eats; WooCommerce,
55574,54435,Akasaka Japanese Restaurant,Restaurant,Groups; Wi-Fi; Wheelchair Accessible; Online Ordering; TV; Seating; Bike Parking; Reservations; Delivery; High Chairs; Debit Cards; Dine-in; Takeout,15988 Fraser Hwy,Surrey,BC,V4N 0X8,Canada,,,,,,,,,,(604) 588-1244,0,,10,83,Korean; Japanese,$$,Skip the Dishes,
55573,47846,Naru Sushi,Restaurant,Groups; Wi-Fi; Wheelchair Accessible; Table Service; Parking; Digital Payments; Seating; Reservations; Catering; High Chairs; Debit Cards; Dine-in; Outdoor Seating; Delivery; Takeout,216 Bentinck St,Cape Breton,NS,B1P 1G8,Canada,Sung,S,,,,,,2016,,(902) 270-8800,1,narusushisydney@gmail.com,20,89,Japanese,$$,,
55572,,MAEDA Kanazawa Sashimi Bowl,Restaurant,Delivery; Online Ordering; Takeout,1626 W Broadway,Vancouver,BC,V6J 1X6,Canada,,,,,,,,,,(604) 730-1678,0,,8,90,Japanese,$$,Uber Eats,
55571,53671,Golden Star Restaurant,Restaurant,Groups; Wheelchair Accessible; Table Service; Seating; Reservations; Contactless Delivery; Curbside Pickup; High Chairs; Debit Cards; Dine-in; Delivery; Takeout,10112 101 Ave,Grande Prairie,AB,T8V 0Y2,Canada,Jack,Wong,President and Member of the Board of Directors,Owner,,,http://goldenstarrestaurant.net,,,(780) 532-7546,3,goldenstargp@hotmail.com,51,79,Chinese,$$,,
55570,50462,Pine Tree Garden Restaurant,Restaurant,Groups; Bike Parking; Delivery; Online Ordering; Dine-in; TV; Takeout,10 Bur Oak Ave,Markham,ON,L6C 0A2,Canada,,,,,,,,,,(905) 887-9922,0,,25,62,Chinese,$,Uber Eats,
55569,51835,"Hakka Heaven (The House of Chilli Chicken),(Halal)",Restaurant,Wi-Fi; Wheelchair Accessible; Online Ordering; Seating; Reservations; Delivery; Catering; Debit Cards; Dine-in; Takeout,2865 Dundas St W,Toronto,ON,M6P 1Y9,Canada,,,,,,,hakka-heaven.ca,,,(416) 604-1111,0,,25,85,Indian; Chinese,$$,DoorDash; Skip the Dishes; Uber Eats,
55568,51033,He Shun Bao Zi Fan Harmony Restaurant,Restaurant,Groups; Reservations; Delivery; Online Ordering; Debit Cards; Dine-in; Takeout,668 Silver Star Blvd,Toronto,ON,M1V 5N1,Canada,,,,,,,,,,(416) 916-8383,0,,26,78,Chinese,$,Uber Eats,
55567,48385,Sushi 4 Saisons,Restaurant,Reservations; Delivery; Catering; Online Ordering; Debit Cards; Dine-in; Takeout,1104 Rue Ontario E,Montréal,QC,H2L 1R1,Canada,,,,,,,sushi4saisons.ca,,,(514) 524-8808,0,,34,71,Japanese,$$,Skip the Dishes; Uber Eats,
55566,54260,Fresh Sushi Roll,Retail Store; Restaurant,Groups; Wi-Fi; Wheelchair Accessible; Table Service; Online Ordering; TV; Bike Parking; Reservations; Delivery; Catering; Debit Cards; Outdoor Seating; Takeout,610 6th St,New Westminster,BC,V3L 3C2,Canada,,,,,,,,2014,,(604) 528-6688,0,,13,64,Japanese,$,DoorDash; Skip the Dishes; Uber Eats,
55565,49732,China Garden,Restaurant,Wheelchair Accessible; Parking; Online Ordering; TV; Seating; Bike Parking; Delivery; Debit Cards; Takeout,400 Scott St,St Catharines,ON,L2M 3W4,Canada,Winnie,Fung,Proprietor,Owner,,,,,,(905) 935-6666,1,,19,88,Chinese,$,DoorDash; Skip the Dishes,
55564,53097,GREAT TASTE CHINESE CUISINE LTD,Restaurant,Groups; Wi-Fi; Wheelchair Accessible; Online Ordering; Seating; Reservations; Delivery; High Chairs; Debit Cards; Dine-in; Takeout,594 64 Ave NE,Calgary,AB,T2K 6H2,Canada,,,,,,,greattastecalgary.com,,,(403) 275-6577,0,,48,81,Chinese,$$,DoorDash; Google Analytics; Skip the Dishes,
55563,50277,Touhenboku Ramen,Restaurant,Groups; Wi-Fi; Wheelchair Accessible; Table Service; Online Ordering; Seating; Bike Parking; Reservations; Delivery; High Chairs; Debit Cards; Dine-in; Takeout,1070 Major MacKenzie Dr E,Richmond Hill,ON,L4S 1P3,Canada,,,,,,,touhenboku.ca,,,(905) 237-6660,0,,62,78,Japanese,$$,DoorDash; Skip the Dishes; Uber Eats; Yelp Waitlist,
55562,49509,Sunflower Chinese Restaurant,Restaurant,Groups; Wheelchair Accessible; Table Service; Fresh Ingredients; Seating; Reservations; Catering; High Chairs; Debit Cards; Dine-in; Delivery; Takeout,41 Montreal St,Kingston,ON,K7K 3E7,Canada,,,,,sunflower2688@outlook.com,,sunflowerrestaurant.ca,,,(613) 507-2688,0,sunflower2688@outlook.com,42,85,Chinese,$,SinglePlatform; Yelp Waitlist,
55561,51238,Leng Keng Bar & Lounge,Restaurant; Drinking Place,Groups; Wi-Fi; Online Ordering; Seating; Reservations; Delivery; Contactless Delivery; Curbside Pickup; Catering; High Chairs; Debit Cards; Dine-in; Takeout,3585 Keele St,Toronto,ON,M3J 3H5,Canada,,,,,info@lengkengbar.com,,lengkengbar.com,,,(416) 832-5421,0,lengkenginc@gmail.com,40,76,Chinese,$$,DoorDash; Skip the Dishes,
55560,54086,Silver House Restaurant,Restaurant; Quick Service,Groups; Wheelchair Accessible; Online Ordering; Seating; Delivery; Fast Service; High Chairs; Debit Cards; Dine-in; Takeout,22378 Dewdney Trunk Rd,Maple Ridge,BC,V2X 3J2,Canada,,,,,,,silverhouserestaurant.ca,,,(604) 467-5454,0,,40,72,Chinese,$$,DoorDash; Skip the Dishes; Uber Eats,
55559,50396,Summit Garden Chinese Cuisine,Restaurant,Groups; Wheelchair Accessible; Table Service; Parking; Online Ordering; TV; Seating; Reservations; Delivery; Contactless Delivery; Catering; High Chairs; Debit Cards; Dine-in; Takeout,3015 Winston Churchill Blvd,Mississauga,ON,L5L 2V8,Canada,Ken,Choi,Proprietor,Owner,,,summitgarden.com,1998,,(905) 828-6686,1,summitgarden@yahoo.com,52,78,Chinese,$$,DoorDash; PayPal; Stripe,
55558,54605,Jin Jiang Shanghai Restaurant,Restaurant,Groups; Wheelchair Accessible; Table Service; Online Ordering; TV; Seating; Reservations; Delivery; Contactless Delivery; Fast Service; High Chairs; Debit Cards; Dine-in; Takeout,5411 Kingsway,Burnaby,BC,V5H 2G1,Canada,,,,,,,,,,(604) 620-6755,0,,20,75,Chinese,$$,DoorDash; Uber Eats,
55557,55444,Chang 'An,Restaurant; Grocery Store,Groups; Wi-Fi; Wheelchair Accessible; Table Service; Parking; Online Ordering; Non-Smoking; Seating; Reservations; Bike Parking; Delivery; Corkage Fee; Debit Cards; Outdoor Seating; Takeout,1661 Granville St,Vancouver,BC,V6Z 1N3,Canada,Leo,Wang,Executive Chef,Back of the House,,,tastechangan.com,2013,,(604) 681-1313,2,media@tastechangan.com,59,85,Chinese,$$$$,,
55556,54379,Wei Dao Zhong Qing Don Asian Kitchen,Restaurant,Groups; Wheelchair Accessible; Online Ordering; TV; Seating; Reservations; Bike Parking; Delivery; QR Codes; High Chairs; Debit Cards; Dine-in; Outdoor Seating; Takeout,2181 160 St,Surrey,BC,V3Z 9N6,Canada,,,,,,,donasian.com,,,(604) 531-7767,0,,32,78,Chinese,$$,Clover POS,
55555,53596,Yummy Kitchen,Restaurant,Delivery; Contactless Delivery; Online Ordering; Debit Cards; Dine-in; Fresh Ingredients; Takeout,20032 Lessard Rd NW,Edmonton,AB,T6M 0T9,Canada,,,,,858874355li@gmail.com,,yummykitchenedmonton.com,,,(780) 250-9888,0,858874355li@gmail.com,32,92,Chinese,$$,Chinese Menu Online; DoorDash; EHungry; Google Analytics; MailChimp; Opencart; Skip the Dishes; Squarespace; Uber Eats; YourAdChoices,Chinese Menu Online; EHungry; Opencart
55554,,Ikkoyo Ramen & Don,Restaurant,Delivery; Online Ordering; Takeout,5535 Boulevard Décarie,Montréal,QC,H3W 3C7,Canada,,,,,,,,,,(514) 343-3998,0,,4,,Japanese,,Skip the Dishes; Uber Eats,
55553,53707,McRay's Roadhouse Grill,Restaurant,Groups; Wi-Fi; Wheelchair Accessible; Online Ordering; Seating; Reservations; Delivery; Contactless Delivery; Curbside Pickup; Fast Service; High Chairs; Catering; Debit Cards; Dine-in; Takeout,385 Gregoire Dr,Wood Buffalo,AB,T9H 4K7,Canada,,,,,,,,,,(780) 790-1688,0,,18,82,Canadian; American; Creole; Cajun,$$,DoorDash; Skip the Dishes,
55552,48070,Sushi Blossom,Restaurant,Delivery; Wheelchair Accessible; Online Ordering; Dine-in; Takeout,174 Hampton Rd,Quispamsis,NB,E2E 4J8,Canada,,,,,,,sushi-blossom.business.site,,,(506) 848-3377,0,,42,89,Japanese,,Skip the Dishes,
55551,53469,Leng's Chinese Food,Restaurant,Groups; Wheelchair Accessible; Online Ordering; Delivery; Fast Service; Debit Cards; Dine-in; Takeout,18212 89 Ave NW,Edmonton,AB,T5T 2K6,Canada,Ur,Wong,Proprietor,Owner,,,lengs.ca,,,(780) 487-6322,1,,29,84,Vietnamese; Chinese; Thai,$,DoorDash; Facebook Pixel; Flipdish; Google Analytics; Intercom; Skip the Dishes; Uber Eats,Flipdish
55550,50071,Ju Long Xuan The ONE Fusion Cuisine,Restaurant,Groups; Wi-Fi; Wheelchair Accessible; Table Service; Online Ordering; TV; Seating; Reservations; Delivery; Catering; High Chairs; Debit Cards; Dine-in; Outdoor Seating; Takeout,9019 Bayview Ave,Richmond Hill,ON,L4B 3M6,Canada,,,,,info.theonefusioncuisine@gmail.com,,theonefusioncuisine.ca,,,(905) 882-9388,0,info.theonefusioncuisine@gmail.com,38,76,Cantonese,$$,Uber Eats,
55549,55285,Myth Szechuan Cuisine Ma Liu,Restaurant,Delivery; Online Ordering; Takeout,8100 Ackroyd Rd,Richmond,BC,V6X 3K2,Canada,,,,,,,,,,(778) 297-5678,0,,12,,Szechuan; Chinese,$,Uber Eats,
55548,48537,Chez Philip & Jackie,Restaurant,Delivery; Online Ordering; Takeout,285 Rue Notre-Dame O,Montréal,QC,H2Y 1T8,Canada,,,,,,,,,,(514) 663-5885,0,,2,93,Chinese,$,Uber Eats,
55547,52978,Pebble Street Restaurant,Restaurant,Groups; Wheelchair Accessible; Table Service; Online Ordering; TV; Seating; Bike Parking; Delivery; Catering; High Chairs; Debit Cards; Dine-in; Takeout,999 36 St NE,Calgary,AB,T2A 7X6,Canada,Jessica,Wong,President,General,,,,,,(403) 204-1616,1,,22,64,Chinese,$$,Skip the Dishes; Uber Eats,
