Snowball_ID,Name,Last_Name,First_Name,Gender,Contact_Title,Category,phone_number,Address,Street,City,State,Zip_Code,Sales_Volume,Employment_Size,Small_Business_Indicator,Vendor_Ethnicity_Description,Franchise,Country
74589,Parker Place Aberdeen Meat & B.B.Q,,,,,Chinese,(604) 233-1138,"['1020 - 4380 No 3 Rd', 'Richmond, BC V6X 3V7', 'Canada']",1020-4380 No. 3 Rd,Richmond,BC,V6X 3V7,,,,,,Canada
74590,Good Food,,,,,Chinese,(604) 231-0510,"['4380 No 3 Road', 'Unit 1055', 'Richmond, BC V6X 3V7', 'Canada']",4380 No. 3 Rd Unit 1055,Richmond,BC,V6X 3V7,$1-2.5 MILLION,9-May,N,Unknown,,Canada
74591,Parker Good Food,KINKUNG,LI,F,OWNER,Chinese,(604) 821-1897,"['4380 No 3 Road', 'Suite 1105', 'Richmond, BC V6X 3V7', 'Canada']",4380 No. 3 Rd Suite 1105,Richmond,BC,V6X 3V7,"LESS THAN $500,000",4-Jan,Y,Chinese,,Canada
74592,Kung Fu Noodle,,,,,Chinese,() ,"['1150-4380 No 3 Road', 'Richmond, BC V6X 3V7', 'Canada']",1150-4380 No. 3 Rd,Richmond,BC,V6X 3V7,,,,,,Canada
74593,Tak Fook Noodle & Congee Shop,KI,ALAN,M,OWNER,Chinese,(604) 231-0893,"['1232-4380 Number 3 Road', 'Suite 1232', 'Richmond, BC V6X 2C2', 'Canada']",4380 No. 3 Rd Suite 1232,Richmond,BC,V6X 3V7,"LESS THAN $500,000",4-Jan,Y,Japanese,,Canada
74594,Yummy Yummy,,,,,Chinese,(604) 270-8830,"['4380 Number 3 Road', 'Suite 1238', 'Richmond, BC V6X 2C4', 'Canada']",4380 No. 3 Rd Suite 1238,Richmond,BC,V6X 3V7,"LESS THAN $500,000",9-May,N,Unknown,,Canada
74595,JL Spicy To High Chinese Xinjiang Cuisine,,,,,Chinese,(778) 895-0219,"['1377-4380 No.3 Road', 'Richmond, BC V6X 2T2', 'Canada']",1377-4380 No. 3 Rd,Richmond,BC,V6X 3V7,,,,,,Canada
74596,Szechuan Cuisine,,,,,Chinese,(604) 370-3919,"['4380 No. 3 Road', 'Unit 1380', 'Richmond, BC V6X 3V7', 'Canada']",4380 No. 3 Rd Unit 1380,Richmond,BC,V6X 3V7,"LESS THAN $500,000",9-May,N,Unknown,,Canada
74597,Shun Feng Seafood Restaurant,,,,,Chinese,(604) 304-6088,"['4380 No 3 Road', 'Unit 1425', 'Richmond, BC V6X 3V7', 'Canada']",4380 No. 3 Rd Unit 1425,Richmond,BC,V6X 3V7,,,,,,Canada
74598,Steam King,,,,,Chinese,(604) 232-1227,"['4380 No. 3 Road', 'Parker Place', 'Richmond, BC V6X 3V7', 'Canada']","4380 No. 3 Road, Parker Place",Richmond,BC,V6X 3V7,,,,,,Canada
74599,K Squared Mansion,,,,,Chinese,(236) 991-1199,"['1200-4540 No. 3 Road', 'Richmond, BC V6X 3V7', 'Canada']",1200-4540 No. 3 Road,Richmond,BC,V6X 3V7,,,,,,Canada
74600,Manzo Japanese Itamae,LAI,ANDREW,M,MANAGER,Japanese,(604) 821-9834,"['9020 Capstan Way', 'Suite 120', 'Richmond, BC V6X 1R4', 'Canada']",9020 Capstan Way Suite 120,Richmond,BC,V6X 3V9,$1-2.5 MILLION,20-49,N,Chinese,,Canada
74601,Van Tea Cafe,,,,,Chinese,(604) 370-0956,"['150-9020 Capstan Way', 'Richmond, BC V6X 2X9', 'Canada']",150-9020 Capstan Way,Richmond,BC,V6X 3V9,,,,,,Canada
74602,Capstan Wok Restaurant,,,,,Chinese,(604) 278-0077,"['9020 Capstan Way', 'Suite 150', 'Richmond, BC V6X 3V9', 'Canada']",9020 Capstan Way Suite 150,Richmond,BC,V6X 3V9,,,,,,Canada
74603,Lollipot,,,,,Chinese,(778) 297-6600,"['160-9020 Capstan Way', 'Richmond, BC V6X 3V9', 'Canada']",160-9020 Capstan Way,Richmond,BC,V6X 3V9,,,,,,Canada
74604,Manzo Japanese Restaurant,,,,,Japanese,(604) 276-2882,"['8391 Alexandra Rd', 'Richmond, BC V6X 3W5', 'Canada']",8391 Alexandra Rd,Richmond,BC,V6X 3W5,"LESS THAN $500,000",9-May,N,Unknown,,Canada
74605,Mui Kee Chicken Pot,,,,,Chinese,(604) 370-4833,"['8391 Alexandra Road', 'Unit 1120', 'Richmond, BC V6X 1C3', 'Canada']",8391 Alexandra Rd Unit 1120,Richmond,BC,V6X 3W5,"LESS THAN $500,000",9-May,N,Unknown,,Canada
74606,G-men Ramen,,,,,Japanese,(604) 276-8391,"['8391 Alexandra Road', 'Suite 1160', 'Richmond, BC V6X 1C3', 'Canada']",8391 Alexandra Rd Suite 1160,Richmond,BC,V6X 3W5,,,,,,Canada
74607,The Fish Man,,,,,Chinese,(604) 284-5393,"['1170-8391 Alexandra Road', 'Richmond, BC V6X 1C3', 'Canada']",1170-8391 Alexandra Rd,Richmond,BC,V6X 3W5,"$500,000-1 MILLION",4-Jan,N,Unknown,,Canada
74608,Wang Shun Ge Restaurant,,,,,Chinese,(604) 303-1192,"['1180-8391 Alexandra Road', 'Richmond, BC V6X 1C3', 'Canada']",1180-8391 Alexandra Rd,Richmond,BC,V6X 3W5,,,,,,Canada
74609,Fujiwara Tofu Shop,,,,,Chinese,() ,"['2110 - 8391 Alexandra Road', 'Richmond, BC V6X 2V7', 'Canada']",2110-8391 Alexandra Rd,Richmond,BC,V6X 3W5,,,,,,Canada
74610,T Elements,,,,,Chinese,(778) 297-1810,"['2110-8391 Alexandra Road', 'Richmond, BC V6X 3W5', 'Canada']",2110-8391 Alexandra Rd,Richmond,BC,V6X 3W5,$2.5-5 MILLION,9-May,N,Unknown,,Canada
74611,Miss Fu In Cheng Du,,,,,Chinese,(604) 370-5667,"['2130-8391 Alexandra Road', 'Richmond, BC V6X 1C3', 'Canada']",2130-8391 Alexandra Rd,Richmond,BC,V6X 3W5,,,,,,Canada
74612,Mala 1 Pot,,,,,Chinese,(604) 285-0789,"['2130-8391 Alexandra Road', 'Richmond, BC V6X 3W5', 'Canada']",2130-8391 Alexandra Rd,Richmond,BC,V6X 3W5,,,,,,Canada
74613,Cheung's Chiu Chow Restaurant,,,,,Chinese,(778) 898-8428,"['8391 Alexandra Rodd', 'Suite 2150', 'Richmond, BC V6X 1C3', 'Canada']",8391 Alexandra Rd Suite 2150,Richmond,BC,V6X 3W5,,,,,,Canada
74614,Delizia Fusion Cuisine,,,,,Cajun Seafood,(778) 297-7381,"['2150-8391 Alexandra Rd', 'Richmond, BC V6X 1C3', 'Canada']",2150-8391 Alexandra Rd,Richmond,BC,V6X 3W5,,,,,,Canada
74615,Pak Tak Chiu Chow Restaurant,MAH,JIM,M,OWNER,Chinese,(604) 231-9096,"['3700 No 3 Rd', 'Richmond, BC V6X 3X2', 'Canada']",3700 NO 3 Rd,Richmond,BC,V6X 3X2,"LESS THAN $500,000",4-Jan,Y,Chinese,,Canada
74616,Chun Hing,,,,,Chinese,(604) 278-3055,"['3700 No 3 Road', 'Richmond, BC V6X 3X2', 'Canada']",3700 NO 3 Road,Richmond,BC,V6X 3X2,"LESS THAN $500,000",9-May,N,Unknown,,Canada
74617,Golden Rice Bowl,,,,,Chinese,(604) 244-8082,"['3700 No 3 Road', 'Richmond, BC V6X 3X2', 'Canada']",3700 NO 3 Road,Richmond,BC,V6X 3X2,"LESS THAN $500,000",9-May,N,Unknown,,Canada
74618,Great Grain Food,,,,,Chinese,() ,"['3700 Number 3 Road', 'Unit 1035', 'Richmond, BC V6X 2C1', 'Canada']",3700 No. 3 Rd Unit 1035,Richmond,BC,V6X 3X2,,,,,,Canada
74619,Datang BBQ Express,,,,,Chinese,(604) 231-9673,"['1090 - 3700 Number 3 Road', 'Richmond, BC V6X 2C1', 'Canada']",1090-3700 No. 3 Rd,Richmond,BC,V6X 3X2,,,,,,Canada
74620,Red Star Seafood Restaurant,CHOUI,HERMAN,M,OWNER,Chinese,(604) 270-3003,"['8181 Cambie Road', 'Suite 2200', 'Richmond, BC V6X 3X9', 'Canada']",8181 Cambie Rd Suite 2200,Richmond,BC,V6X 3X9,$1-2.5 MILLION,20-49,N,Unknown,,Canada
74621,Red Lantern,,,,,Chinese,(778) 829-8009,"['8181 Cambie Road', 'Suite 2265', 'Richmond, BC V6X 3X9', 'Canada']",8181 Cambie Rd Suite 2265,Richmond,BC,V6X 3X9,,,,,,Canada
74622,Ji Xiang Vegetarian Cuisine,,,,,Chinese,() ,"['8181 Cambie Road', 'Suite 2275', 'Richmond, BC V6X 3X9', 'Canada']",8181 Cambie Rd Suite 2275,Richmond,BC,V6X 3X9,,,,,,Canada
74623,O'Tray Noodle,,,,,Chinese,(778) 829-7519,"['2285-8181 Cambie Road', 'Richmond, BC V6X 3X9', 'Canada']",2285-8181 Cambie Rd,Richmond,BC,V6X 3X9,,,,,,Canada
74624,Yung Ho Soy Drink,,,,,Chinese,(604) 304-3634,"['8181 Cambie Road', 'Richmond, BC V6X 3X9', 'Canada']",8181 Cambie Road,Richmond,BC,V6X 3X9,,,N,Unknown,,Canada
74625,Chef Cong Cong,,,,,Chinese,(604) 358-5608,"['8181 Cambie Road', 'Richmond, BC V6X 3X9', 'Canada']",8181 Cambie Road,Richmond,BC,V6X 3X9,,,N,Unknown,,Canada
74626,Little Shan Dong Knife Cut Noodles,,,,,Chinese,() ,"['8181 Cambie Road', 'Richmond, BC V6X 3X9', 'Canada']",8181 Cambie Road,Richmond,BC,V6X 3X9,,,N,Unknown,,Canada
74627,Sichuan Xiao Deng,,,,,Chinese,() ,"['8181 Cambie Road', 'Vancouver, BC V6X 3X9', 'Canada']",8181 Cambie Road,Vancouver,BC,V6X 3X9,,,,,,Canada
74628,Wonder Wok,,,,,Chinese,(604) 231-8177,"['8260 Westminster Highway', 'Richmond, BC V6X 3Y2', 'Canada']",8260 Westminster Highway,Richmond,BC,V6X 3Y2,,,,,,Canada
74629,Wu Han Spicy Duck,XIAO,KITTY,F,MANAGER,Chinese,(604) 447-8686,"['7-8260 Westminster Highway', 'Richmond, BC V6X 3Y2', 'Canada']",7-8260 Westminster Highway,Richmond,BC,V6X 3Y2,"LESS THAN $500,000",4-Jan,N,Chinese,,Canada
74630,Clubone Cafe,,,,,Chinese,(604) 370-7055,"['1450-8260 Westminster Hwy', 'Richmond, BC V6X 3Y2', 'Canada']",1450-8260 Westminster Hwy,Richmond,BC,V6X 3Y2,,9-May,N,Unknown,,Canada
74631,Eggette House,,,,,Chinese,() ,"['1680-8260 Westminster Highway', 'Richmond, BC V6X 3Y2', 'Canada']",1680-8260 Westminster Hwy,Richmond,BC,V6X 3Y2,,,,,,Canada
74632,Jie Dao Ban,,,,,Chinese,(604) 821-1888,"['1880-8260 Westminster Highway', 'Richmond Public Market', 'Richmond, BC V6X 1A7', 'Canada']",1880-8260 Westminster Hwy Public Market,Richmond,BC,V6X 3Y2,,,,,,Canada
74633,Tony's Chinese Cuisine,,,,,Chinese,(604) 285-8118,"['2100-8260 Westminster Highway', 'Richmond, BC V6X 1A7', 'Canada']",2100-8260 Westminster Hwy,Richmond,BC,V6X 3Y2,,,,,,Canada
74634,Xi'an Cuisine,,,,,Chinese,(604) 279-9727,"['8260 Westminster Highway', 'Suite 2370', 'Richmond, BC V6X 1A6', 'Canada']",8260 Westminster Hwy Suite 2370,Richmond,BC,V6X 3Y2,,,,,,Canada
74635,Hei Hei Rice Roll,,,,,Chinese,(604) 370-9090,"['2430-8260 Westminster Highway', 'Richmond, BC V6X 1A7', 'Canada']",2430-8260 Westminster Hwy,Richmond,BC,V6X 3Y2,,,,,,Canada
74636,KungFu Dumpling,,,,,Chinese,() ,"['7771 Westminster Highway', 'Richmond, BC V6X 3Y5', 'Canada']",7771 Westminster Highway,Richmond,BC,V6X 3Y5,,,,,,Canada
74637,Kiyo Sushi,KOMATSU,DAI,M,OWNER,Japanese,(604) 214-1388,"['11590 Cambie Road', 'Suite 110', 'Richmond, BC V6X 3Z5', 'Canada']",11590 Cambie Rd Suite 110,Richmond,BC,V6X 3Z5,"$500,000-1 MILLION",19-Oct,N,Japanese,,Canada
74638,Swan Kitchen,,,,,Chinese,(604) 723-7926,"['Taikoo Plaza', '8888 Odlin Crescent,  2nd Fl', 'Richmond, BC V6X 3Z8', 'Canada']","Taikoo Plaza, 8888 Odlin Crescent, 2nd Fl",Richmond,BC,V6X 3Z8,,,,,,Canada
74639,Mountain Top Beef House,,,,,Chinese,(604) 283-1666,"['1030-8888 Odlin Crescent', 'Richmond, BC V6X 3Z8', 'Canada']",1030-8888 Odlin Cres,Richmond,BC,V6X 3Z8,,,,,,Canada
74640,Big Chef Kitchen,,,,,Chinese,(604) 370-7177,"['2195 - 8888 Odlin Crescent', 'Richmond, BC V6X 3Z8', 'Canada']",2195-8888 Odlin Cres,Richmond,BC,V6X 3Z8,,,,,,Canada
74641,Snack King Eatery,,,,,Chinese,(604) 362-4442,"['2280-8888 Odlin Cresent', 'Richmond, BC V6X 3Z8', 'Canada']",2280-8888 Odlin Cres,Richmond,BC,V6X 3Z8,"LESS THAN $500,000",,N,Unknown,,Canada
74642,Taikoo Yummy Food,PAI,TRACY,F,OWNER,Chinese,(604) 232-0138,"['8888 Odlin Crescent', 'Richmond, BC V6X 3Z8', 'Canada']",8888 Odlin Crescent,Richmond,BC,V6X 3Z8,"LESS THAN $500,000",4-Jan,Y,Chinese,,Canada
74643,Hometown Food,,,F,OWNER,Chinese,(604) 354-5858,"['8888 Odlin Crescent', 'Richmond, BC V6X 3Z8', 'Canada']",8888 Odlin Crescent,Richmond,BC,V6X 3Z8,"LESS THAN $500,000",4-Jan,Y,Chinese,,Canada
74644,Sushi Hachi Japanese Restaurant,,,,,Japanese,(604) 207-2882,"['8888 Odlin Crescent', 'Suite 1278', 'Richmond, BC V6X 3Z8', 'Canada']","8888 Odlin Crescent, Suite 1278",Richmond,BC,V6X 3Z8,,,,,,Canada
74645,Greenday Vegetarian,,,,,Chinese,(778) 863-6923,"['Pacific Plaza Food Court', '2nd Floor', 'Richmond, BC V6X 3Z8', 'Canada']","Pacific Plaza Food Court, 2nd Floor",Richmond,BC,V6X 3Z8,,,,,,Canada
74646,Xin Qiao Feng Noodles,CHEN,YINJUN,F,PRESIDENT,Chinese,(604) 207-8708,"['3779 Sexsmith Rd', 'Richmond, BC V6X 3Z9', 'Canada']",3779 Sexsmith Rd,Richmond,BC,V6X 3Z9,"$500,000-1 MILLION",4-Jan,Y,Chinese,,Canada
74647,Uncle Lu,,,,,Chinese,(604) 370-0250,"['1101 - 3779 Sexsmith Road', 'Richmond, BC V6X 1J8', 'Canada']",1101-3779 Sexsmith Rd,Richmond,BC,V6X 3Z9,,,,,,Canada
74648,Lamb Hot Pot,,,,,Chinese,(604) 285-8058,"['3779 Sexsmith Road', 'Suite 1103', 'Richmond, BC V6X 2H6', 'Canada']",3779 Sexsmith Rd Suite 1103,Richmond,BC,V6X 3Z9,"LESS THAN $500,000",9-May,N,Unknown,,Canada
74649,Hot Oden,,,,,Japanese,(604) 330-7700,"['3779 Sexsmith Rd', 'Ste 1116', 'Richmond, BC V6X 3Z9', 'Canada']",3779 Sexsmith Rd Ste 1116,Richmond,BC,V6X 3Z9,,,,,,Canada
74650,Yuu Japanese Tapas,LAI,JASON,M,MANAGER,Japanese,(604) 214-7722,"['1118 - 3779 Sexsmith Road', 'Richmond, BC V6X 3Z9', 'Canada']",1118-3779 Sexsmith Rd,Richmond,BC,V6X 3Z9,"LESS THAN $500,000",9-May,N,Chinese,,Canada
74651,Pearl Castle CafΘ,CHAN,JIMMY,M,OWNER,Chinese,(604) 270-3939,"['3779 Sexsmith Road', 'Suite 1128', 'Richmond, BC V6X 3Z9', 'Canada']",3779 Sexsmith Rd Suite 1128,Richmond,BC,V6X 3Z9,"$500,000-1 MILLION",19-Oct,N,Chinese,,Canada
74652,Dinesty Dumpling House,LIN,JENNIFER,F,MANAGER,Chinese,(604) 279-9927,"['3779 Sexsmith Road', 'Suite 1168', 'Richmond, BC V6X 1J8', 'Canada']",3779 Sexsmith Rd Suite 1168,Richmond,BC,V6X 3Z9,"LESS THAN $500,000",4-Jan,N,Chinese,,Canada
74653,Chiu Hot Pot,,,,,Chinese,(604) 207-8900,"['3779 Sexsmith Road', 'Suite 2116', 'Richmond, BC V6X 3Z9', 'Canada']",3779 Sexsmith Rd Suite 2116,Richmond,BC,V6X 3Z9,,,,,,Canada
74654,Sing Yee Chinese Restaurant,,,,,Chinese,(604) 232-1328,"['3779 Sexsmith Road', 'Suite 2118', 'Richmond, BC V6X 3Z9', 'Canada']",3779 Sexsmith Rd Suite 2118,Richmond,BC,V6X 3Z9,,,,,,Canada
74655,Gokudo Shabu Shabu Restaurant,,,,,Chinese,(604) 232-9078,"['2133 - 3779 Sexsmith Road', 'Unit 2133', 'Richmond, BC V6X 3Z9', 'Canada']",3779 Sexsmith Rd Unit 2133,Richmond,BC,V6X 3Z9,,,,,,Canada
74656,Sushi House,UEMA,NAO,F,OWNER,Japanese,(604) 233-1015,"['3779 Sexsmith Road', 'Suite 2182', 'Richmond, BC V6X 3Z9', 'Canada']",3779 Sexsmith Rd Suite 2182,Richmond,BC,V6X 3Z9,"LESS THAN $500,000",4-Jan,Y,Vietnamese,,Canada
74657,0755 Lounge,,,,,Cajun Seafood,(604) 273-0755,"['3779 Sexsmith Road', 'Suite 2188', 'Richmond, BC V6X 3Z9', 'Canada']",3779 Sexsmith Rd Suite 2188,Richmond,BC,V6X 3Z9,,,,,,Canada
74658,Old Xian's Food,,,,,Chinese,(604) 285-9002,"['3779 Sexsmith Road', 'Richmond, BC V6X 3Z9', 'Canada']",3779 Sexsmith Road,Richmond,BC,V6X 3Z9,$1-2.5 MILLION,9-May,N,Unknown,,Canada
74659,Happy Man Noodles,,,,,Chinese,(604) 565-8121,"['Richmond Night Market', '8700 McKim Way', 'Richmond, BC V6X 4A5', 'Canada']","Night Market, 8700 McKim Way",Richmond,BC,V6X 4A5,,,,,,Canada
74660,Kam Ho Noodle Express,,,,,Chinese,(778) 954-8898,"['2083-8700 McKim Way', 'Richmond, BC V6X 3Z7', 'Canada']",2083-8700 McKim Way,Richmond,BC,V6X 4A5,,,,,,Canada
74661,Joyful Congee Noodle Cafe,CHAN,JOHNNY,M,MANAGER,Chinese,(604) 238-6888,"['2093-8700 McKim Way', 'Richmond, BC V6X 4A5', 'Canada']",2093-8700 McKim Way,Richmond,BC,V6X 4A5,"LESS THAN $500,000",4-Jan,N,Chinese,,Canada
74662,Dim Sum Now,,,,,Chinese,(236) 863-2728,"['8700 McKim Way', 'Unit 2103', 'Richmond, BC V6X 4A5', 'Canada']",8700 McKim Way Unit 2103,Richmond,BC,V6X 4A5,,,,,,Canada
74663,Hana Cafe,,,,,Japanese,() ,"['2118-8700 McKim Way', 'Richmond, BC V6X 4A5', 'Canada']",2118-8700 McKim Way,Richmond,BC,V6X 4A5,,,,,,Canada
74664,Rice Holic,,,,,Chinese,() ,"['8700 McKim Way', 'Suite 2178', 'Richmond, BC V6X 2H8', 'Canada']",8700 McKim Way Suite 2178,Richmond,BC,V6X 4A5,,,,,,Canada
74665,Auntie Polly's Kitchen,,,,,Chinese,(778) 681-1868,"['2188-8700 Mckim Way', 'Richmond, BC V6X 3Z7', 'Canada']",2188-8700 McKim Way,Richmond,BC,V6X 4A5,"LESS THAN $500,000",,N,Unknown,,Canada
74666,M & W Food Kitchen,,,,,Chinese,(604) 233-1162,"['2188 - 8700 McKim Way', 'Richmond, BC V6X 3Z7', 'Canada']",2188-8700 McKim Way,Richmond,BC,V6X 4A5,,,,,,Canada
74667,Deer Garden Signatures,,,,,Chinese,(604) 278-3779,"['8388 Capstan Way', 'Richmond, BC V6X 4A7', 'Canada']",8388 Capstan Way,Richmond,BC,V6X 4A7,,,,,,Canada
74668,Yah Yah Ya Ramen,,,,,Japanese,(604) 285-5113,"['8388 Capstan Way', 'Suite  1423', 'Richmond, BC V6X 4A7', 'Canada']",8388 Capstan Way Suite 1423,Richmond,BC,V6X 4A7,,,,,,Canada
74669,Cantonese BBQ Restaurant,LIN,CHIEN NENG,M,OWNER,Chinese,(604) 278-4998,"['8388 Capstan Way', 'Suite1438', 'Richmond, BC V6X 4A7', 'Canada']",8388 Capstan Way Suite 1438,Richmond,BC,V6X 4A7,$2.5-5 MILLION,9-May,Y,Chinese,,Canada
74670,Grandma Liu Hot Pot,,,,,Chinese,(604) 370-5015,"['1463-8388 Capstan Way', 'Richmond, BC V6X 4A7', 'Canada']",1463-8388 Capstan Way,Richmond,BC,V6X 4A7,,,,,,Canada
74671,Richmond Ninkazu Sushi,,,,,Japanese,(604) 207-7799,"['8388 Capstan Way', 'Ste 1488', 'Union Square Shopping Centre', 'Richmond, BC V6X 4A7', 'Canada']",8388 Capstan Way Ste 1488 Union Square Shopping Centre,Richmond,BC,V6X 4A7,,,,,,Canada
74672,Super Stars Cafe,,,,,Chinese,(604) 248-1293,"['8080 Lesile Road', 'Suite 110', 'Richmond, BC V6X 4A8', 'Canada']",8080 Leslie Rd Suite 110,Richmond,BC,V6X 4A8,"LESS THAN $500,000",9-May,N,Unknown,,Canada
74673,Happy Valley Village Restaurant,YAN,JOJI,M,MANAGER,Chinese,(604) 285-6815,"['8080 Leslie Road', 'Richmond, BC V6X 4A8', 'Canada']",8080 Leslie Road,Richmond,BC,V6X 4A8,$1-2.5 MILLION,20-49,N,Japanese,,Canada
74674,Memory Corner,,,,,Chinese,(604) 284-5434,"['1110-4651 Garden City Rd', 'Richmond, BC V6X 4A9', 'Canada']",1110-4651 Garden City Rd,Richmond,BC,V6X 4A9,,,,,,Canada
74675,Peaches,WANG,MAY,F,OWNER,Chinese,(604) 285-3311,"['8580 Alexandra Road', 'Unit 1020', 'Richmond, BC V6X 4B3', 'Canada']",8580 Alexandra Rd Unit 1020,Richmond,BC,V6X 4B3,"LESS THAN $500,000",4-Jan,Y,Chinese,,Canada
74676,Spice World Hotpot Restaurant,,,,,Chinese,(604) 370-3386,"['8580 Alexandra Road', 'Unit 1060', 'Richmond, BC V6X 4B3', 'Canada']",8580 Alexandra Rd Unit 1060,Richmond,BC,V6X 4B3,,,,,,Canada
74677,Big Chef Restaurant,,,,,Chinese,(604) 207-0386,"['1060-8580 Alexandra Rd', 'Richmond, BC V6X 1C3', 'Canada']",1060-8580 Alexandra Rd,Richmond,BC,V6X 4B3,,,,,,Canada
74678,Yami Chang-An Restaurant,,,,,Chinese,(604) 370-0981,"['8580 Alexandra Rd', 'Suite 1075 - 1080', 'Richmond, BC V6X 4B3', 'Canada']",8580 Alexandra Rd Suite 1075-1080,Richmond,BC,V6X 4B3,,,,,,Canada
74679,Meetrice Noodle,,,,,Chinese,(604) 370-0981,"['8580 Alexandra Road', 'Unit 1080', 'Richmond, BC V6X 4B3', 'Canada']",8580 Alexandra Rd Unit 1080,Richmond,BC,V6X 4B3,,,,,,Canada
74680,Little Buddy Kitchen,,,,,Chinese,(604) 285-1085,"['1085-8580 Alexandra Road', 'Richmond, BC V6X 4B3', 'Canada']",1085-8580 Alexandra Rd,Richmond,BC,V6X 4B3,,,,,,Canada
74681,Taiwan Taipei Original Pot,,,,,Chinese,(778) 297-9777,"['8580 Alexandra Road', 'Suite 1160', 'Richmond, BC V6X 4B3', 'Canada']",8580 Alexandra Rd Suite 1160,Richmond,BC,V6X 4B3,,,,,,Canada
74682,Qian Dao Hot Pot,,,,,Chinese,(604) 782-2599,"['1185-8580 Alexandra Road', 'Richmond, BC V6X 4B3', 'Canada']",1185-8580 Alexandra Rd,Richmond,BC,V6X 4B3,,,,,,Canada
74683,Deer Garden Signatures,,,,,Chinese,(604) 278-9229,"['8580 Alexandra Road', 'Suite 2015', 'Richmond, BC V6X 1C3', 'Canada']",8580 Alexandra Rd Suite 2015,Richmond,BC,V6X 4B3,"LESS THAN $500,000",9-May,N,Unknown,,Canada
74684,East Kitchen,,,,,Chinese,(778) 297-3928,"['1213-8300 Capstan Way', 'Richmond, BC V6X 4B5', 'Canada']",1213-8300 Capstan Way,Richmond,BC,V6X 4B5,,,,,,Canada
74685,Geng Shi Ji,,,,,Chinese,(604) 370-6899,"['8338 Capstan Way', 'Richmond, BC V6X 4B5', 'Canada']",8338 Capstan Way,Richmond,BC,V6X 4B5,,,,,,Canada
74686,The Captain's Boil,,,,,Cajun Seafood,(604) 279-0158,"['1226-8338 Capstan Way', 'Richmond, BC V6X 4B5', 'Canada']",1226-8338 Capstan Way,Richmond,BC,V6X 4B5,,,,,,Canada
74687,Lion Eatery,,,,,Chinese,() ,"['8328 Capstan Way', 'Unit 1118', 'Richmond, BC V6X 4B6', 'Canada']",8328 Capstan Way Unit 1118,Richmond,BC,V6X 4B6,,,,,,Canada
74688,Hanppy Tofu Pot House,,,,,Chinese,(604) 247-1079,"['1138-8328 Capstan Way', 'Richmond, BC V6X 1R3', 'Canada']",1138-8328 Capstan Way,Richmond,BC,V6X 4B6,,,,,,Canada
74689,That Year China,,,,,Chinese,(604) 370-8963,"['8328 Capstan Way', 'Unit 1161', 'Richmond, BC V6X 4B6', 'Canada']",8328 Capstan Way Unit 1161,Richmond,BC,V6X 4B6,,,,,,Canada
74690,NB Class Luchuan,,,,,Chinese,(604) 605-8868,"['1161-8328 Capstan Way', 'Richmond, BC V6X 4B6', 'Canada']",1161-8328 Capstan Way,Richmond,BC,V6X 4B6,,,,,,Canada
74691,Hanju Tofu Hotpot,,,,,Chinese,(604) 247-1079,"['8328 Capstan Wy', 'Richmond, BC V6X 4B6', 'Canada']",8328 Capstan Wy,Richmond,BC,V6X 4B6,,,,,,Canada
74692,Remix Restaurant & Bar,,,,,Chinese,(604) 370-6868,"['8300 Capstan Way', 'Unit 1008', 'Richmond, BC V6X 4B7', 'Canada']",8300 Capstan Way Unit 1008,Richmond,BC,V6X 4B7,,,,,,Canada
74693,Kyabia Japanese Restaurant,,,,,Japanese,(604) 285-8882,"['1028-8300 Capstan Way', 'Richmond, BC V6X 4B7', 'Canada']",1028-8300 Capstan Way,Richmond,BC,V6X 4B7,"LESS THAN $500,000",9-May,N,Unknown,,Canada
74694,Shine Valley Lamb Soup,YANG,TIGER,M,PRESIDENT,Chinese,(778) 877-3733,"['2215-4653 Garden City Road', 'Richmond, BC V6X 2K4', 'Canada']",2215-4653 Garden City Rd,Richmond,BC,V6X 4B8,"LESS THAN $500,000",9-May,Y,Chinese,,Canada
74695,Fujiya,HIRARI,S,M,OWNER,Japanese,(604) 270-3715,"['3086 St Edwards Drive', 'Suite 113', 'Richmond, BC V6X 4C4', 'Canada']",3086 St. Edwards Dr Suite 113,Richmond,BC,V6X 4C4,"LESS THAN $500,000",4-Jan,Y,Japanese,,Canada
74696,Kitcho Izakaya,,,,,Japanese,(604) 207-1188,"['8788 McKim Way', 'Unit 1180', 'Cosmo Plaza', 'Richmond, BC V6X 4E2', 'Canada']",8788 McKim Way Unit 1180 Cosmo Plaza,Richmond,BC,V6X 4E2,,,,,,Canada
74697,Garden City Hot Pot,CHUNG,QUINCY,M,GENERAL MGR,Chinese,(604) 303-0909,"['1205 - 8788 McKim Way', 'Richmond, BC V6X 4E2', 'Canada']",1205-8788 McKim Way,Richmond,BC,V6X 4E2,$1-2.5 MILLION,20-49,N,Chinese,,Canada
74698,Ninty Nine Foods,,,,,Chinese,(604) 273-5656,"['1290-8788 McKim Way', 'Richmond, BC V6X 4E2', 'Canada']",1290-8788 McKim Way,Richmond,BC,V6X 4E2,,,,,,Canada
74699,Sin Fung Cast Iron Skillet,,,,,Chinese,(778) 589-6789,"['4540 No. 3 Road', 'Richmond, BC V6X 4E4', 'Canada']",4540 No. 3 Road,Richmond,BC,V6X 4E4,,,,,,Canada
