OPPORTUNITY_ID,ACCOUNT_NAME,RESTAURANT_UNIQUE_CODE,STATUS,ONBOARDED_DATE,GMV_LEVEL_VOICE_PLATFORM,TOTAL_GMV_MONTHLY_AVERAGE_VOICE_PLATFORM_USD,TOTAL_GMV_ONLINE_USD,TOTAL_GMV_VOICE_PLATFORM_USD,TOTAL_ORDER_COUNT_ONLINE,TOTAL_ORDER_COUNT_VOICE_PLATFORM,TOTAL_MIN_MONTHLY_SALES_USD,LEAD_CREATED_DATE,STAGE_NAME,CLOSE_DATE,LIVE_DATE,CLOSED_WON_DATE,LEAD_SOURCE,BILLING_STATE,PROMOTIONS,LATEST_ACTIVATION_DATE,CUISINE_TYPE
006Uo0000058gNOIAY,Dragon Buffet R86797,R86797,active,2024-01-16,"level_low (< $10,000)",4382,0,54051,0,2037,10000,2022-11-01,Onboarded,2024-01-13,2024-01-13,2024-01-04,DM;Client Referral - Unknown,OH,Printer Promotion;30 days Free Trial - VO;1 Year SMS - Free;$1500 Statement Credit,2024-01-12,chinese
006Uo00000RKm0vIAD,Golden Chopsticks R87978,R87978,active,2024-12-11,"level_2 ($30,000 to $49,999)",40044,0,44048,0,1428,10000,2024-12-05,Onboarded,2024-12-11,2024-12-11,2024-12-05,SMS;Client Referral - Marketing,OH,Printer Promotion;30 days Free Trial - VO;1 Year SMS - Free;Dec '24 - Apple Airpods SQL Promo,2024-12-10,chinese
006Uo000006wI5xIAE,China House R86891,R86891,active,2024-02-06,"level_3 ($10,000 to $29,999)",19557,0,198177,0,5872,10000,2024-01-25,Onboarded,2024-02-04,2024-02-04,2024-01-25,SMS,IL,30 days Free Trial - VO;1 Year SMS - Free;$1500 Statement Credit,2024-02-03,chinese
006Uo000008KHZiIAO,Gourmet House R86998,R86998,active,2024-03-17,"level_3 ($10,000 to $29,999)",18759,0,167578,0,4567,10000,2024-02-16,Onboarded,2024-03-14,2024-03-14,2024-02-19,DM,NE,30 days Free Trial - VO;Feb 2024 SQL - Massager,2024-03-14,chinese
006Uo00000LD5nNIAT,CHOWTIME R87723,R87723,active,2024-09-20,"level_low (< $10,000)",7119,0,24441,0,1276,10000,,Onboarded,2024-09-20,2024-09-20,2024-09-08,WeChat - Blog,NY,Printer Promotion;30 days Free Trial - VO;30 days Free Trial - DE;1 Year SMS - Free;In-store DE material;Sept'24 - $100 Giftcard,2024-09-19,chinese
006Uo00000201m2IAA,LI'S GARDEN R86582,R86582,active,2023-12-11,"level_2 ($30,000 to $49,999)",43809,0,365072,0,14517,0,2022-11-01,Onboarded,2023-12-08,2023-12-08,2023-11-27,DM;Telemarketer,VA,Printer Promotion;30 days Free Trial - VO,2023-12-07,chinese
006Uo000004HocUIAS,LO'S CHINESE RESTAURANT R86727,R86727,active,2024-01-01,"level_3 ($10,000 to $29,999)",16881,0,185125,0,8125,0,2022-11-01,Onboarded,2023-12-29,2023-12-29,2023-12-20,DM,PA,Printer Promotion;30 days Free Trial - VO,2023-12-28,chinese
006Uo000006iy8HIAQ,Tokyo Mandarin R86873,R86873,active,2024-02-09,"level_2 ($30,000 to $49,999)",37687,0,425866,0,11219,10000,2024-01-09,Onboarded,2024-02-08,2024-02-08,2024-01-22,SMS,NJ,30 days Free Trial - VO;1 Year SMS - Free;Flight Ticket - Jan 2024,2024-02-07,chinese_japanese
006Uo00000K8b8XIAR,LONG RIVER RESTAURANT R87661,R87661,active,2024-08-26,"level_low (< $10,000)",4300,0,143,0,8,0,2024-08-20,Onboarded,2024-08-26,2024-08-26,2024-08-20,SMS,VA,30 days Free Trial - VO;1 Year SMS - Free;August'24 SQL Promo - $300 Gift Card,2024-08-25,chinese
006Uo00000Pmm80IAB,I Dumpling R87902,R87902,active,2024-11-21,"level_low (< $10,000)",6781,0,10849,0,242,10000,2024-02-22,Onboarded,2024-11-21,2024-11-21,2024-11-14,SMS,CA,Printer Promotion;30 days Free Trial - VO;1 Year SMS - Free;Nov’24 - iPhone CW Promo,2024-11-20,advanced
006Uo00000IuAs0IAF,Asian Cuisine R87603,R87603,active,2024-08-13,"level_low (< $10,000)",8154,0,37238,0,1317,10000,2024-08-01,Onboarded,2024-08-13,2024-08-13,2024-08-05,Google,PA,Printer Promotion;30 days Free Trial - VO;1 Year SMS - Free,2024-08-12,advanced
006Uo000007pFVfIAM,C & Y DRAGON R86976,R86976,active,2024-02-27,"level_3 ($10,000 to $29,999)",13234,0,107636,0,3616,10000,2024-02-08,Onboarded,2024-02-27,2024-02-27,2024-02-12,DM,WI,Printer Promotion;30 days Free Trial - VO;Feb 2024 CW - Macbook Air,2024-02-26,chinese
0068b00001SOiHuAAL,New No. 1 R85931,R85931,active,2023-10-09,"level_3 ($10,000 to $29,999)",15343,0,206618,0,8123,10000,2023-08-04,Onboarded,2023-10-05,2023-10-05,2023-08-04,Client Referral - Unknown,NJ,Client Referral (Referrer $300);50%/25%/10% 3 Month FT Discount,2023-10-04,unknown
006Uo00000C3DY6IAN,Naru Ramen R87198,R87198,active,2024-06-11,"level_low (< $10,000)",5928,0,42287,0,1283,10000,2023-04-05,Onboarded,2024-06-10,2024-06-10,2024-04-24,SMS;Google;DM,NY,Printer Promotion;1 Year SMS - Free;April 2024 CW Promo - Cleaning Robot,2024-06-10,japanese
006Uo00000RuyunIAB,CHINA BOYS R87992,R87992,active,2024-12-17,"level_3 ($10,000 to $29,999)",25012,0,25012,0,1156,10000,2024-12-12,Onboarded,2024-12-17,2024-12-17,2024-12-12,WeChat - Ads,NJ,Printer Promotion;30 days Free Trial - VO;1 Year SMS - Free;Dec '24 - Apple Airpods SQL Promo,2024-12-16,chinese
006Uo000000lRnyIAE,Hibachi Express R86398,R86398,active,2023-11-21,"level_low (< $10,000)",3045,0,35626,0,1665,10000,2023-11-06,Onboarded,2023-11-19,2023-11-19,2023-11-09,Google,PA,30 days Free Trial - VO,2023-11-18,japanese
006Uo0000083tJiIAI,STEAMING SEAFOOD RESTAURANT R86979,R86979,active,2024-03-01,"level_3 ($10,000 to $29,999)",15917,0,149087,0,3209,0,2024-02-12,Onboarded,2024-02-27,2024-02-27,2024-02-13,WeChat - Ads,CA,30 days Free Trial - VO;1 Year SMS - Free;Feb 2024 SQL - Massager,2024-02-26,advanced
0068b00001T1ekDAAR,Eastern R86339,R86339,active,2023-11-02,"level_3 ($10,000 to $29,999)",25435,0,377285,0,17970,15000,2022-11-01,Onboarded,2023-11-01,2023-11-01,2023-10-23,Client Referral - Unknown,NY,Printer Promotion;30 days Free Trial - VO,2023-11-01,chinese
006Uo00000Jy9ezIAB,Beijing Restaurant R87665,R87665,active,2024-08-25,"level_3 ($10,000 to $29,999)",19590,0,38526,0,1195,0,2024-08-18,Onboarded,2024-08-25,2024-08-25,2024-08-21,Google,VA,Printer Promotion;30 days Free Trial - VO;1 Year SMS - Free;August'24 SQL Promo - $300 Gift Card,2024-08-25,advanced
006Uo000007K11MIAS,Chang's China R86927,R86927,active,2024-02-13,"level_3 ($10,000 to $29,999)",22183,0,214438,0,8124,15000,2024-01-29,Onboarded,2024-02-10,2024-02-10,2024-01-31,SMS,NJ,30 days Free Trial - VO;1 Year SMS - Free;$1500 Statement Credit,2024-02-09,chinese
006Uo00000AVPArIAP,GOLDEN PHOENIX R87098,R87098,active,2024-04-05,"level_3 ($10,000 to $29,999)",20967,0,60805,0,2156,0,2024-03-24,Onboarded,2024-04-04,2024-04-04,2024-03-25,DM;Client Referral - Unknown,FL,30 days Free Trial - VO;1 Year SMS - Free;March24 SQL - Humidifier,2024-04-03,chinese
006Uo000007EhHDIA0,CHINA SUN R86918,R86918,active,2024-02-13,"level_2 ($30,000 to $49,999)",42492,0,488658,0,20489,15000,2024-01-30,Onboarded,2024-02-09,2024-02-09,2024-01-30,SMS;Google,PA,30 days Free Trial - VO;1 Year SMS - Free;$1500 Statement Credit,2024-02-08,chinese
006Uo000000buG9IAI,Fortune Cooky R86502,R86502,active,2023-12-01,"level_2 ($30,000 to $49,999)",48679,0,610116,0,21885,15000,2022-11-01,Onboarded,2023-11-30,2023-11-30,2023-11-09,SMS,MD,Printer Promotion;30 days Free Trial - VO,2023-11-29,chinese_japanese
006Uo00000DG030IAD,Samato Japanese Steakhouse R87393,R87393,active,2024-07-12,"level_1 ($50,000 to $99,999)",50683,0,271996,0,9175,10000,2023-04-05,Onboarded,2024-07-12,2024-07-12,2024-07-05,Redbook,AL,Printer Promotion;30 days Free Trial - VO;High GMV - the 12th Month Free;1 Year SMS - Free;July 2024 CW - Gold Yuanbao,2024-07-17,japanese
006Uo000000zovzIAA,CHEN'S GARDEN RESTAURANT R86521,R86521,active,2023-11-28,"level_1 ($50,000 to $99,999)",52044,0,716471,0,38726,10000,2022-11-01,Onboarded,2023-11-24,2023-11-24,2023-11-13,Hiring Post,MS,Printer Promotion;30 days Free Trial - VO,2023-11-22,chinese
006Uo00000KbjHDIAZ,Tokyo Grill R87697,R87697,active,2024-09-04,"level_low (< $10,000)",7600,0,32682,0,1137,10000,2024-08-27,Onboarded,2024-09-04,2024-09-04,2024-08-28,DM,VA,Printer Promotion;30 days Free Trial - VO;1 Year SMS - Free;August'24 SQL Promo - $300 Gift Card,2024-09-04,japanese
006Uo0000074zKHIAY,ORIENTAL EXPRESS R86903,R86903,active,2024-02-09,"level_3 ($10,000 to $29,999)",12499,0,124156,0,3761,10000,2022-11-01,Onboarded,2024-02-08,2024-02-08,2024-01-28,SMS,NJ,30 days Free Trial - VO;30 days Free Trial - DE;1 Year SMS - Free;$1500 Statement Credit,2024-02-07,chinese
006Uo00000IiBBvIAN,Pho Lover R89003,R89003,active,,"level_low (< $10,000)",3953,0,3426,0,98,10000,2024-07-29,Closed Lost,2024-11-11,,,Douyin,IL,30 days Free Trial - VO;1 Year SMS - Free;Nov’24 - iPhone CW Promo,2024-12-19,advanced
006Uo000008BllOIAS,Mizu Ramen R87011,R87011,active,2024-03-11,"level_low (< $10,000)",2429,0,22511,0,861,0,2024-02-13,Onboarded,2024-03-10,2024-03-10,2024-02-21,WeChat - Other,AL,Printer Promotion;30 days Free Trial - VO,2024-03-09,japanese
0068b00001T2GjzAAF,Yummy Taco R86638,R86638,active,2024-01-19,"level_3 ($10,000 to $29,999)",10961,0,113625,0,3807,10000,2023-10-20,Onboarded,2024-01-16,2024-01-16,2023-12-06,SMS,NY,Printer Promotion;30 days Free Trial - VO;30 days Free Trial - DE;1 Year SMS - Free,2024-01-15,advanced
006Uo00000CAjeUIAT,Family Garden R87268,R87268,active,2024-06-05,"level_3 ($10,000 to $29,999)",15993,0,103956,0,3892,0,2022-11-01,Onboarded,2024-06-04,2024-06-04,2024-05-22,Previous Clients,NJ,Printer Promotion,2024-06-04,chinese
006Uo000001Us43IAC,Mr. Chef's Restaurant R86569,R86569,active,2023-12-11,"level_low (< $10,000)",8220,0,106584,0,2160,10000,2023-11-20,Onboarded,2023-12-08,2023-12-08,2023-11-22,DM,MA,Printer Promotion;30 days Free Trial - VO;30 days Free Trial - DE,2023-12-07,advanced
006Uo000002BHHLIA4,Asian Kitchen R86575,R86575,active,,"level_3 ($10,000 to $29,999)",24652,0,289249,0,7379,15000,,Closed Lost,2023-12-20,2023-12-01,,,IL,,2023-12-03,chinese_japanese
006Uo00000BOtcwIAD,Grand China R87175,R87175,active,2024-06-05,"level_3 ($10,000 to $29,999)",15040,0,98760,0,3882,10000,2024-04-09,Onboarded,2024-06-03,2024-06-03,2024-04-17,Telemarketer,FL,1 Year SMS - Free,2024-06-03,chinese
006Uo00000LnLSFIA3,Pete's Pizza Woodland R87879,R87879,active,2024-09-09,"level_1 ($50,000 to $99,999)",79555,0,357996,0,15048,0,2024-09-16,Onboarded,2024-09-09,2024-09-09,2024-09-08,Organic - Direct,PA,,2024-09-17,unknown
006Uo00000BoWWFIA3,B.B's Wings R87176,R87176,active,2024-06-30,"level_low (< $10,000)",5743,0,9954,0,447,0,2024-04-16,Onboarded,2024-06-30,2024-06-30,2024-04-17,WeChat - Ads,GA,1 Year SMS - Free,2024-06-23,advanced
006Uo00000KumknIAB,Imperial House R87708,R87708,active,2024-09-11,"level_3 ($10,000 to $29,999)",25049,0,95187,0,3040,15000,2022-11-01,Onboarded,2024-09-11,2024-09-11,2024-09-04,Google;SEO_Chinese;Redbook,PA,Printer Promotion;30 days Free Trial - VO;1 Year SMS - Free;Sept'24 - $100 Giftcard,2024-09-11,chinese
006Uo00000DB1FwIAL,Wing Station R87283,R87283,active,2024-06-07,"level_low (< $10,000)",8703,0,41776,0,1655,10000,2024-05-09,Onboarded,2024-06-06,2024-06-06,2024-05-29,Redbook,PA,May 2024 Promo - 24in TV,2024-09-25,advanced
006Uo0000072MLNIA2,Hung Lung R87051,R87051,active,,"level_3 ($10,000 to $29,999)",29362,0,119407,0,3979,0,2022-11-01,Closed Lost,2024-02-12,,,Client Referral - Unknown,OH,,2024-03-11,chinese
006Uo00000IcuziIAB,China Wok R87577,R87577,active,2024-08-13,"level_2 ($30,000 to $49,999)",37960,0,172087,0,7008,10000,2024-07-29,Onboarded,2024-08-13,2024-08-13,2024-07-29,Google,NC,30 days Free Trial - VO;1 Year SMS - Free;July 2024 CW - Gold Yuanbao,2024-08-13,chinese
006Uo000006icZDIAY,Great Wall R89018,R89018,active,2024-12-27,"level_3 ($10,000 to $29,999)",19254,0,16045,0,660,15000,2024-01-06,Onboarded,2024-12-27,2024-12-27,2024-12-23,DM,NC,Printer Promotion;30 days Free Trial - VO;1 Year SMS - Free;Dec '24 - Apple Airpods SQL Promo,2024-12-26,advanced
006Uo00000LCndbIAD,Mufu Habachi R87819,R87819,active,2024-10-18,"level_low (< $10,000)",2925,0,6143,0,245,10000,2024-09-07,Onboarded,2024-10-18,2024-10-18,2024-10-12,DM,NY,Printer Promotion;1 Year SMS - Free;45 Day Free Trial,2024-10-17,japanese
006Uo000001TcZiIAK,JADE GARDEN ASIAN CUISINE R86558,R86558,active,2023-12-09,"level_low (< $10,000)",4074,0,55274,0,2556,5000,2022-11-01,Onboarded,2023-12-06,2023-12-06,2023-11-20,DM,NC,Printer Promotion;30 days Free Trial - VO,2023-12-06,chinese
0068b00001T9yrYAAR,Hunan Express R86321,R86321,active,2023-11-01,"level_3 ($10,000 to $29,999)",12287,0,37681,0,1570,0,2023-08-29,Onboarded,2023-10-31,2023-10-31,2023-10-18,DM,OH,Client Referral (Referrer $300);Printer Promotion;50%/25%/10% 3 Month FT Discount;30 days Free Trial - VO,2023-10-30,chinese
006Uo000002V35KIAS,Hong Kong City R87096,R87096,active,2024-04-05,"level_3 ($10,000 to $29,999)",19188,0,157340,0,6237,15000,2022-11-01,Onboarded,2024-04-05,2024-04-05,2024-03-24,SMS;Client Referral - Unknown,GA,Printer Promotion;30 days Free Trial - VO;1 Year SMS - Free,2024-04-05,advanced
006Uo0000072FrlIAE,Panda Garden R87701,R87701,active,,"level_3 ($10,000 to $29,999)",26986,0,77361,0,2292,10000,2024-01-26,Closed Lost,2024-02-29,,,Google;Client Referral - Unknown;Douyin,IA,Client Referral (Referrer $300);Printer Promotion;30 days Free Trial - VO;1 Year SMS - Free;$1500 Statement Credit,2024-09-05,chinese
006Uo00000HlkK9IAJ,Hunan R87617,R87617,active,2024-08-17,"level_3 ($10,000 to $29,999)",15921,0,68462,0,2428,15000,2022-11-01,Onboarded,2024-08-17,2024-08-17,2024-08-11,SMS;Google,SC,Printer Promotion;30 days Free Trial - VO;1 Year SMS - Free;August'24 SQL Promo - $100 Gift Card,2024-08-17,chinese
006Uo000006GobjIAC,Blue Bay R86838,R86838,active,2024-01-29,"level_3 ($10,000 to $29,999)",17401,0,204753,0,5581,10000,2024-01-16,Onboarded,2024-01-28,2024-01-28,2024-01-16,Client Referral - Unknown,CO,Client Referral (Referrer $300);30 days Free Trial - VO;1 Year SMS - Free;Flight Ticket - Jan 2024,2024-01-28,chinese
006Uo00000NILDdIAP,63rd Street Pizza R87818,R87818,active,2024-10-22,"level_1 ($50,000 to $99,999)",64227,0,192681,0,7514,0,2024-10-07,Onboarded,2024-10-22,2024-10-22,2024-10-11,SEO_English,PA,Printer Promotion;1 Year SMS - Free,2024-10-22,unknown
006Uo000001WrbiIAC,PANDA HOUSE R86656,R86656,active,2023-12-20,"level_3 ($10,000 to $29,999)",20824,0,185335,0,9107,0,2022-11-01,Onboarded,2023-12-17,2023-12-17,2023-12-08,DM;Field Trip,NY,30 days Free Trial - VO,2023-12-16,chinese
006Uo00000RIa0gIAD,Golden Phoenix R87981,R87981,active,2024-12-13,"level_3 ($10,000 to $29,999)",16786,0,21822,0,707,15000,2022-11-01,Onboarded,2024-12-13,2024-12-13,2024-12-06,SMS,MA,Printer Promotion;30 days Free Trial - VO;1 Year SMS - Free,2024-12-13,chinese
006Uo000004h7NJIAY,I Wok R86756,R86756,active,2024-01-06,"level_3 ($10,000 to $29,999)",21235,0,228626,0,8215,10000,2022-11-01,Onboarded,2024-01-03,2024-01-03,2023-12-26,Client Referral - Unknown,IL,Client Referral (Referrer $300);Printer Promotion;30 days Free Trial - VO,2024-01-02,chinese
006Uo00000QWsUXIA1,Great Wall R87951,R87951,active,2024-11-30,"level_3 ($10,000 to $29,999)",11772,0,17658,0,716,15000,2022-11-01,Onboarded,2024-11-30,2024-11-30,2024-11-24,DM;Redbook,KS,Printer Promotion;30 days Free Trial - VO;1 Year SMS - Free;Nov’24 - iPhone CW Promo,2024-11-29,chinese
006Uo00000I21TtIAJ,Little Rice R87557,R87557,active,2024-07-27,"level_low (< $10,000)",8025,0,42532,0,1174,10000,2024-07-22,Onboarded,2024-07-27,2024-07-27,2024-07-22,WeChat - Blog,IL,Printer Promotion;30 days Free Trial - VO;1 Year SMS - Free;July' 24 - $666 Statement Credit,2024-07-26,chinese_japanese
006Uo00000JCI4gIAH,Halal Fusion Chinese Restaurant R87662,R87662,active,2024-09-10,"level_3 ($10,000 to $29,999)",12569,0,46926,0,1733,10000,2022-11-01,Onboarded,2024-09-10,2024-09-10,2024-08-21,Google,PA,30 days Free Trial - VO;30 days Free Trial - DE;In-store DE material;August'24 SQL Promo - $100 Gift Card,2024-09-09,chinese
006Uo00000FzF2sIAF,1 Walnut R87355,R87355,active,2024-06-28,"level_3 ($10,000 to $29,999)",16815,0,57730,0,1869,15000,2024-06-22,Onboarded,2024-06-28,2024-06-30,2024-06-22,SMS,NJ,Printer Promotion;30 days Free Trial - VO;Jun 2024 SQL - Mini Fridge,2024-11-18,chinese
006Uo000001tV0zIAE,Dragon Phoenix R86579,R86579,active,2023-12-09,"level_3 ($10,000 to $29,999)",12441,0,167129,0,5723,10000,,Onboarded,2023-12-07,2023-12-07,2023-11-26,DM,FL,30 days Free Trial - VO;30 days Free Trial - DE,2023-12-07,chinese
006Uo000000Uy5BIAS,Crazy Stone R87761,R87761,active,,"level_3 ($10,000 to $29,999)",14308,0,954,0,16,10000,2023-10-27,Closed Lost,2023-11-13,,,SMS,MA,,2024-10-02,japanese
0068b00001T2jgTAAR,ASIAN HOUSE R86503,R86503,active,2023-11-28,"level_low (< $10,000)",8529,0,101210,0,3740,10000,2023-11-01,Onboarded,2023-11-27,2023-11-27,2023-11-09,WeChat - Ads,AR,30 days Free Trial - VO,2023-11-26,chinese_japanese
006Uo000009gjTOIAY,CHINA CHEN'S R87071,R87071,active,2024-03-25,"level_3 ($10,000 to $29,999)",18147,0,155461,0,6490,10000,2022-11-01,Onboarded,2024-03-25,2024-03-25,2024-03-12,SMS,FL,30 days Free Trial - VO;1 Year SMS - Free,2024-03-24,chinese
006Uo00000D4KRxIAN,Chop Stix Restaurant R87235,R87235,active,2024-05-20,"level_2 ($30,000 to $49,999)",35814,0,84759,0,3645,0,2024-05-08,Onboarded,2024-05-16,2024-05-16,2024-05-08,DM,NY,,2024-05-15,chinese
006Uo000001Lc6cIAC,Lotus Restaurant R86539,R86539,active,2023-12-01,"level_low (< $10,000)",8048,0,93092,0,3012,10000,2023-11-14,Onboarded,2023-11-30,2023-11-30,2023-11-18,DM,OH,30 days Free Trial - VO;30 days Free Trial - DE,2023-11-30,chinese_japanese
006Uo00000SbH3cIAF,X Sushi Express R87059,R87059,active,2024-12-26,"level_low (< $10,000)",5207,0,5380,0,164,10000,2023-03-23,Onboarded,2024-12-26,2024-12-26,2024-12-19,Telemarketer,NY,Printer Promotion;30 days Free Trial - VO;1 Year SMS - Free;In-store DE material;Dec '24 - Apple Airpods SQL Promo,2024-12-23,japanese
006Uo00000Bi7pOIAR,China Gourmet R87195,R87195,active,2024-05-01,"level_3 ($10,000 to $29,999)",16170,0,121275,0,4714,10000,2022-11-01,Onboarded,2024-04-30,2024-04-30,2024-04-23,Google,TN,Printer Promotion;1 Year SMS - Free;April 2024 CW Promo - Cleaning Robot,2024-04-29,chinese
006Uo00000SmCYGIA3,Jin Jin R89017,R89017,active,2024-12-27,"level_2 ($30,000 to $49,999)",30309,0,21216,0,732,15000,2022-11-01,Onboarded,2024-12-27,2024-12-27,2024-12-22,Google,FL,Printer Promotion;30 days Free Trial - VO;Dec '24 - Apple Airpods SQL Promo,2024-12-26,chinese
006Uo000005UIvuIAG,NO.1 SZECHUAN CHINESE RESTAURANT 歡盛 R86801,R86801,active,2024-01-19,"level_3 ($10,000 to $29,999)",17007,0,176301,0,4457,10000,2024-01-05,Onboarded,2024-01-17,2024-01-17,2024-01-06,DM,PA,30 days Free Trial - VO;Flight Ticket - Jan 2024,2024-01-16,chinese
006Uo00000E6mpHIAR,China Sea R87277,R87277,active,2024-06-12,"level_3 ($10,000 to $29,999)",21512,0,137678,0,5324,10000,2024-05-25,Onboarded,2024-06-11,2024-06-11,2024-05-24,SMS;Google;DM,IN,Printer Promotion;1 Year SMS - Free,2024-06-10,chinese
006Uo00000PKB8zIAH,888 Chinese Restaurants R87962,R87962,active,2024-12-09,"level_3 ($10,000 to $29,999)",11929,0,16700,0,454,10000,2024-11-03,Onboarded,2024-12-09,2024-12-09,2024-11-27,WeChat - Ads,TX,Printer Promotion;30 days Free Trial - VO;1 Year SMS - Free;Nov’24 - iPhone CW Promo,2024-12-08,chinese
006Uo000000rFNVIA2,China Club R86693,R86693,active,,"level_2 ($30,000 to $49,999)",46822,0,157633,0,4780,0,2022-11-01,Closed Lost,2023-11-17,,,SMS;DM,MI,,2023-12-30,chinese
006Uo000006tfzyIAA,Wing Station R87055,R87055,active,2024-03-20,"level_1 ($50,000 to $99,999)",84059,0,736914,0,31221,10000,2022-11-01,Onboarded,2024-03-19,2024-03-19,2024-03-04,SMS;DM,FL,Printer Promotion;30 days Free Trial - VO;1 Year SMS - Free;March24 SQL - Humidifier,2024-03-19,advanced
006Uo000002j7diIAA,CHINA GOURMET R86632,R86632,active,2023-12-20,"level_3 ($10,000 to $29,999)",20329,0,107066,0,3663,0,2022-11-01,Onboarded,2023-12-15,2023-12-15,2023-12-06,DM;Client Referral - Unknown,MI,30 days Free Trial - VO,2023-12-14,chinese
006Uo000003QpGTIA0,Oishi Sushi R86825,R86825,active,2024-02-06,"level_low (< $10,000)",3755,0,19654,0,657,0,2022-11-01,Onboarded,2024-02-02,2024-02-02,2024-01-15,WeChat - Ads,IL,30 days Free Trial - VO;30 days Free Trial - DE;1 Year SMS - Free;$1500 Statement Credit,2024-01-30,chinese_japanese
006Uo00000G7kZZIAZ,King Chef R87522,R87522,active,2024-07-22,"level_3 ($10,000 to $29,999)",22652,0,95140,0,4041,0,2024-06-24,Onboarded,2024-07-22,2024-07-22,2024-07-15,Client Referral - Unknown,NC,30 days Free Trial - VO;1 Year SMS - Free;July 2024 CW - Gold Yuanbao,2024-07-21,chinese
006Uo000004OyqLIAS,Wings N More R86837,R86837,active,2024-02-02,"level_low (< $10,000)",8962,0,46006,0,1525,0,2023-03-23,Onboarded,2024-02-01,2024-02-01,2024-01-16,DM,MO,Printer Promotion;30 days Free Trial - VO,2024-01-30,advanced
006Uo000000hzGQIAY,Asian Garden R86509,R86509,active,2023-11-21,"level_low (< $10,000)",5352,0,58690,0,2196,0,2022-11-01,Onboarded,2023-11-19,2023-11-19,2023-11-11,WeChat - Ads,NJ,Printer Promotion;30 days Free Trial - VO;30 days Free Trial - DE,2024-04-30,chinese
006Uo00000FofNWIAZ,China House of Twain Harte R87731,R87731,active,2024-09-18,"level_2 ($30,000 to $49,999)",31017,0,103391,0,2095,10000,2024-06-19,Onboarded,2024-09-18,2024-09-18,2024-09-12,Redbook;WeChat - Blog,CA,Printer Promotion;30 days Free Trial - VO;1 Year SMS - Free,2024-09-17,chinese
006Uo00000LSXszIAH,Kam Bo Kitchen R87736,R87736,active,2024-09-18,"level_3 ($10,000 to $29,999)",22468,0,77889,0,2545,15000,2022-11-01,Onboarded,2024-09-18,2024-09-18,2024-09-13,DM,NJ,Printer Promotion;30 days Free Trial - VO;1 Year SMS - Free;Sept'24 - $100 Giftcard,2024-09-18,chinese
006Uo00000LD07lIAD,Golden Chicken Inn R87721,R87721,active,2024-09-14,"level_low (< $10,000)",1225,0,2368,0,115,10000,2024-04-09,Onboarded,2024-09-14,2024-09-14,2024-09-06,DM;Raw Data Upload,CA,Printer Promotion;1 Year SMS - Free;July'24 CW Promo - 50% off 2 months;Sept'24 - Mooncake,2024-09-13,chinese
006Uo000009TgQCIA0,Wasabi34 R87129,R87129,active,2024-05-03,"level_3 ($10,000 to $29,999)",12188,0,60532,0,1016,15000,2024-03-04,Onboarded,2024-05-03,2024-05-03,2024-04-01,Google;Client Referral - Unknown,NJ,50%/25%/10% 3 Month FT Discount;30 days Free Trial - VO;1 Year SMS - Free,2024-04-29,japanese
006Uo000001UXAEIA4,LEE SUN R86803,R86803,active,2024-01-19,"level_2 ($30,000 to $49,999)",47286,0,501232,0,14280,10000,2023-11-20,Onboarded,2024-01-17,2024-01-17,2024-01-07,Organic - Direct,NY,30 days Free Trial - VO,2024-01-16,chinese
006Uo000008gIAQIA2,Tryyaki R87013,R87013,active,2024-03-11,"level_low (< $10,000)",6448,0,58894,0,2193,10000,2024-02-22,Onboarded,2024-03-07,2024-03-07,2024-02-22,DM,KS,30 days Free Trial - VO;30 days Free Trial - DE;Feb 2024 SQL - Massager,2024-03-06,chinese_japanese
006Uo00000QEQTVIA5,Golden Dragon R87921,R87921,active,2024-11-23,"level_3 ($10,000 to $29,999)",16582,0,27084,0,751,15000,2022-11-03,Onboarded,2024-11-23,2024-11-23,2024-11-19,SMS,IL,Printer Promotion;30 days Free Trial - VO;1 Year SMS - Free;Nov’24 - iPhone CW Promo,2024-11-23,chinese
006Uo00000U6fIXIAZ,Long Feng R89051,R89051,active,2025-01-17,"level_low (< $10,000)",9725,0,1297,0,52,,2025-01-12,Onboarded,2025-01-17,2025-01-17,2025-01-13,SEO_Chinese,NY,Printer Promotion;30 days Free Trial - VO;January '25 - $88 Red Envelope SQL Promo,2025-01-16,chinese
006Uo00000JKLxfIAH,August Moon R87609,R87609,active,2024-08-15,"level_low (< $10,000)",2714,0,12573,0,436,10000,2022-11-01,Onboarded,2024-08-15,2024-08-15,2024-08-07,DM,OR,30 days Free Trial - VO;1 Year SMS - Free;August'24 SQL Promo - $300 Gift Card,2024-08-14,chinese
006Uo00000DWbpnIAD,GOLDEN STAR RESTAURANT R87529,R87529,active,2024-07-30,"level_3 ($10,000 to $29,999)",23160,0,105763,0,3540,0,2022-11-01,Onboarded,2024-07-30,2024-07-30,2024-07-17,WeChat - Blog,FL,Printer Promotion;30 days Free Trial - VO;1 Year SMS - Free,2024-07-29,chinese
006Uo00000JofTIIAZ,Jumbo Chinese Kitchen R87652,R87652,active,2024-08-26,"level_3 ($10,000 to $29,999)",21590,0,89958,0,4160,15000,2024-08-15,Onboarded,2024-08-26,2024-08-26,2024-08-16,WeChat - Blog,NY,Printer Promotion;30 days Free Trial - VO;1 Year SMS - Free;August'24 SQL Promo - $200 Gift Card,2024-08-25,chinese
