Restaurants Unique Code,Restaurants GMV Level,Restaurants Phone number,Restaurants Status,Restaurants Address,Restaurants City,Restaurants Country,Restaurants Region,Restaurants State,Restaurants Zip Code,Restaurants Type of Cuisine,Restaurant churn risk scores Churn Risk Probablity,Restaurants Opearting Timezone,Restaurants Is Coupon Available,Restaurants Client Level,Restaurants Database Status,Restaurants Is Delivery Platform Service Enabled,Restaurants Is DE SMS Opted In,Restaurants Is GreenDot Enabled,Restaurants Is SMS Opted In,Restaurants Is SMS to Customer Enabled,Restaurants Is Wonders Pay Feature Enabled,Restaurants Promotions,Restaurants GMV Voice Platform Sales,Restaurants GMV Online Sales,Restaurants Number of Orders Voice Platform Sales,Restaurants Number of Orders Online Sales,Restaurants Number of Restaurants
R86852,"level_low (< $10,000)",8642236442,active,234 Bypass 72 NW,Greenwood,United States,Southeast,SC,29649,chinese,0.04,ET,TRUE,level_5,open,TRUE,NA,FALSE,NA,FALSE,FALSE,30 days Free Trial - VO,30773,0,1431,0,1
R86951,"level_3 ($10,000 to $29,999)",7024766667,active,9750 West Skye Canyon Park Drive,Las Vegas,United States,West,NV,89166,chinese,0.34,PT,FALSE,level_5,open,TRUE,NA,FALSE,NA,FALSE,FALSE,None,30619,0,907,0,1
R83905,"level_low (< $10,000)",5172799088,canceled,373 North Willowbrook Rd,Coldwater,United States,Midwest,MI,49036,chinese,0.74,ET,FALSE,level_5,reject,FALSE,NA,FALSE,NA,FALSE,FALSE,Printer Promotion;5 Months Full Time Discount,30593,0,880,0,1
R86716,"level_low (< $10,000)",4438933387,active,2329 Rolling Rd,Windsor Mill,United States,Northeast,MD,21244,advanced,0.35,ET,FALSE,level_5,open,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,30 days Free Trial - VO;30 days Free Trial - DE,30574,0,1207,0,1
R86638,"level_low (< $10,000)",7185915521,active,17709 Union Tpke,Fresh Meadows,United States,Northeast,NY,11366,advanced,0.06,ET,FALSE,level_5,open,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Printer Promotion;30 days Free Trial - VO;30 days Free Trial - DE;1 Year SMS - Free,30496,0,1070,0,1
R86805,"level_low (< $10,000)",9724423545,active,7340 Hwy 78,Sachse,United States,Southwest,TX,75048,chinese,0.17,CT,FALSE,level_5,open,FALSE,NA,FALSE,NA,FALSE,FALSE,30 days Free Trial - VO;1 Year SMS - Free;Flight Ticket - Jan 2024,30489,0,1006,0,1
R85652,"level_low (< $10,000)",2048888668,active,1530 Regent Ave W,Winnipeg,Canada,Praries,MB,R2C 4J5,japanese,0.11,CT,FALSE,level_5,open,FALSE,NA,FALSE,NA,FALSE,FALSE,Apple Promotion,30306,0,724,0,1
R88501,"level_low (< $10,000)",0000000000,canceled,1306 Clinton Ave,Irvington,United States,Northeast,NJ,07111,unknown,0.89,ET,TRUE,level_5,reject,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,30276,0,1907,0,1
R86219,"level_3 ($10,000 to $29,999)",4073218811,canceled,605 Courtland Blvd,Deltona,United States,Southeast,FL,32738,advanced,0.87,ET,FALSE,level_1,closed,FALSE,NA,FALSE,NA,FALSE,FALSE,Printer Promotion;30 days Free Trial - VO,30212,0,1113,0,1
R81017,"level_low (< $10,000)",0000000000,canceled,4300 Chapel Hill Rd #300,Douglasville,United States,Southeast,GA,30135,unknown,0.82,ET,FALSE,level_5,reject,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,29893,0,1712,0,1
R86082,"level_3 ($10,000 to $29,999)",2156798688,suspended,440 Pottstown Ave,Pennsburg,United States,Northeast,PA,18073,chinese,0.82,ET,FALSE,level_1,suspended,FALSE,NA,FALSE,NA,FALSE,FALSE,Printer Promotion;30 days Free Trial - VO,29884,0,1139,0,1
R86198,"level_low (< $10,000)",2623753388,suspended,7825 State Rd 60,Cedarburg,United States,Midwest,WI,53012,chinese,0.91,CT,FALSE,level_5,suspended,FALSE,NA,FALSE,NA,FALSE,FALSE,Printer Promotion;30 days Free Trial - VO,29848,0,888,0,1
R83636,"level_low (< $10,000)",9737844918,canceled,490 E Main Street,Denville,United States,Northeast,NJ,07834,japanese,0.23,ET,FALSE,level_5,closed,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,29704,0,631,0,1
R86602,"level_low (< $10,000)",7047815420,active,1776 W Main St,Locust,United States,Southeast,NC,28097,chinese,0.18,ET,FALSE,level_5,open,FALSE,NA,FALSE,NA,FALSE,FALSE,30 days Free Trial - VO,29554,0,1026,0,1
R82856,"level_low (< $10,000)",3864457188,canceled,1220 Palm Coast Pkwy,Palm Coast,United States,Southeast,FL,32137,chinese,0.42,ET,TRUE,level_5,reject,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,29538,0,1050,0,1
R86672,"level_low (< $10,000)",5136880081,active,454 Ohio Pike,Cincinnati,United States,Midwest,OH,45255,chinese,0.43,ET,FALSE,level_5,open,FALSE,NA,FALSE,NA,FALSE,FALSE,30 days Free Trial - VO,29288,0,1334,0,1
R87037,"level_3 ($10,000 to $29,999)",9057650088,active,68 Argyle St N,Caledonia,Canada,Ontario,ON,N3W IB9,chinese,0.18,ET,FALSE,level_1,open,FALSE,NA,FALSE,NA,FALSE,FALSE,30 days Free Trial - VO,29213,0,512,0,1
R88628,"level_low (< $10,000)",0000000000,canceled,5670 Mayfield Rd,Lyndhurst,United States,Midwest,OH,44124,unknown,0.97,ET,TRUE,level_5,reject,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,29204,0,1203,0,1
R87083,"level_3 ($10,000 to $29,999)",9106464888,active,112 E Old U.S Hwy 74 & 76,Lake Waccamaw,United States,Southeast,NC,28450,chinese,0.19,ET,FALSE,level_1,open,FALSE,NA,FALSE,NA,FALSE,FALSE,30 days Free Trial - VO;1 Year SMS - Free;March24 SQL - Humidifier,29202,0,1359,0,1
R83716,"level_3 ($10,000 to $29,999)",2038389218,canceled,47 Stevens Street,Norwalk,United States,Northeast,CT,06850,chinese,0.91,ET,FALSE,level_1,closed,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,29190,0,1300,0,1
R87007,"level_3 ($10,000 to $29,999)",2343340032,active,3200 Greenwich Rd,Norton,United States,Midwest,OH,44203,chinese,0.13,ET,FALSE,level_1,open,FALSE,NA,FALSE,NA,FALSE,FALSE,30 days Free Trial - VO;1 Year SMS - Free;Feb 2024 CW - Macbook Air,29184,0,1143,0,1
R88876,"level_low (< $10,000)",0000000000,canceled,3115 W. Harmon Hwy,Peoria,United States,Midwest,IL,61604,unknown,0.97,CT,TRUE,level_5,reject,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,29157,0,1297,0,1
R83003,"level_low (< $10,000)",3478844193,suspended,86 Ridgedale Ave,Cedar Knolls,United States,Northeast,NJ,07927,chinese,0.91,ET,FALSE,level_5,suspended,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,29010,0,960,0,1
R86583,"level_low (< $10,000)",5084347727,suspended,42 Boston Post Rd E,Marlborough,United States,Northeast,MA,01752,chinese,0.95,ET,FALSE,level_5,suspended,FALSE,NA,FALSE,NA,FALSE,FALSE,Printer Promotion;30 days Free Trial - VO;30 days Free Trial - DE,28980,0,768,0,1
R86881,"level_low (< $10,000)",2153798199,active,578 Cottman Avenue,Cheltenham,United States,Northeast,PA,19012,advanced,0.55,ET,FALSE,level_5,open,FALSE,NA,FALSE,NA,FALSE,FALSE,30 days Free Trial - VO;1 Year SMS - Free;$1500 Statement Credit,28960,0,1104,0,1
R85052,"level_low (< $10,000)",2173306170,suspended,927 S,Forsyth,United States,Midwest,IL,62535,advanced,0.79,CT,FALSE,level_5,suspended,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Client Referral (Referrer $300);Printer Promotion;5 Months Full Time Discount,28946,0,1300,0,1
R86563,"level_low (< $10,000)",5182359988,active,103 Saratoga St,Cohoes,United States,Northeast,NY,12047,chinese,0.23,ET,TRUE,level_5,open,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Printer Promotion;30 days Free Trial - VO;Flight Ticket - Jan 2024,28860,0,1056,0,1
R82902,"level_low (< $10,000)",6468691888,active,578 9th Ave,New York,United States,Northeast,NY,10036,chinese,0.04,ET,FALSE,level_5,open,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,28838,0,1370,0,1
R86979,"level_low (< $10,000)",5307491368,active,1665 N Beale Rd,Marysville,United States,West,CA,95901,advanced,0.25,PT,FALSE,level_5,open,TRUE,NA,FALSE,NA,FALSE,FALSE,30 days Free Trial - VO;1 Year SMS - Free;Feb 2024 SQL - Massager,28789,0,637,0,1
R86132,"level_low (< $10,000)",8563128690,active,239 W Browning Rd,Bellmawr,United States,Northeast,NJ,08031,japanese,0.11,ET,FALSE,level_5,open,FALSE,NA,FALSE,NA,FALSE,FALSE,Client Referral (Referrer $300);30 days Free Trial - VO,28610,0,950,0,1
R86739,"level_3 ($10,000 to $29,999)",8607271850,active,2393 Main St,Hartford,United States,Northeast,CT,06120,chinese,0.18,ET,FALSE,level_1,open,FALSE,NA,FALSE,NA,FALSE,FALSE,Printer Promotion;30 days Free Trial - VO,28385,0,1223,0,1
R85318,"level_3 ($10,000 to $29,999)",8158363555,canceled,16537 W 159th St,Lockport,United States,Midwest,IL,60441,chinese_japanese,0.92,CT,FALSE,level_1,closed,FALSE,NA,FALSE,NA,FALSE,FALSE,Printer Promotion;50%/25%/10% 3 Month FT Discount,28260,0,790,0,1
R85938,"level_3 ($10,000 to $29,999)",5702822225,canceled,43-45 7th Ave.,Carbondale,United States,Northeast,PA,18407,chinese,0.94,ET,FALSE,level_1,closed,FALSE,NA,FALSE,NA,FALSE,FALSE,Printer Promotion;30 days Free Trial - VO,28074,0,1117,0,1
R86581,"level_3 ($10,000 to $29,999)",3527352300,suspended,16892 U.S. Hwy 441,Mount Dora,United States,Southeast,FL,32757,chinese,0.97,ET,FALSE,level_1,suspended,FALSE,NA,FALSE,NA,FALSE,FALSE,30 days Free Trial - VO,28062,0,897,0,1
R86912,"level_low (< $10,000)",8638662903,active,39859 US Highway 27,Davenport,United States,Southeast,FL,33837,advanced,0.25,ET,FALSE,level_5,open,TRUE,NA,FALSE,NA,FALSE,FALSE,Client Referral (Referrer $300);Printer Promotion;30 days Free Trial - VO;1 Year SMS - Free;$1500 Statement Credit,27924,0,1050,0,1
R86916,"level_low (< $10,000)",7086878598,active,15833 South Central Avenue,Oak Forest,United States,Midwest,IL,60452,advanced,0.61,CT,FALSE,level_5,open,TRUE,NA,FALSE,NA,FALSE,FALSE,30 days Free Trial - VO;30 days Free Trial - DE;Flight Ticket - Jan 2024,27912,0,921,0,1
R83971,"level_3 ($10,000 to $29,999)",7062162017,suspended,837 Highway 400 S,Dawsonville,United States,Southeast,GA,30534,chinese,0.76,ET,FALSE,level_1,suspended,FALSE,NA,FALSE,NA,FALSE,FALSE,5 Months Full Time Discount,27816,0,702,0,1
R87009,"level_3 ($10,000 to $29,999)",6085635299,active,1015 Kellogg Ave,Janesville,United States,Midwest,WI,53546,chinese,0.4,CT,FALSE,level_1,open,FALSE,NA,FALSE,NA,FALSE,FALSE,Client Referral (Referrer $300);Printer Promotion;30 days Free Trial - VO;1 Year SMS - Free,27737,0,908,0,1
R85935,"level_low (< $10,000)",9252878899,canceled,2642 Pleasant Hill Rd.,Pleasant Hill,United States,West,CA,94523,advanced,0.89,PT,TRUE,level_5,closed,FALSE,NA,FALSE,NA,FALSE,FALSE,30 days Free Trial - VO,27582,0,616,0,1
R85752,"level_low (< $10,000)",7276697688,suspended,1550 McMullen Booth Rd,Clearwater,United States,Southeast,FL,33759,chinese,0.88,ET,FALSE,level_5,suspended,FALSE,NA,FALSE,NA,FALSE,FALSE,Printer Promotion,27482,0,1025,0,1
R86879,"level_low (< $10,000)",7344348806,active,2339 Ellsworth Rd,Ypsilanti,United States,Midwest,MI,48197,chinese,0.1,ET,FALSE,level_5,open,TRUE,NA,FALSE,NA,FALSE,FALSE,Printer Promotion;30 days Free Trial - VO;30 days Free Trial - DE;1 Year SMS - Free;$1500 Statement Credit,27122,0,1286,0,1
R86355,"level_low (< $10,000)",8592317788,active,130 W Tiverton Way,Lexington,United States,Southeast,KY,40503,japanese,0.05,ET,FALSE,level_5,open,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Printer Promotion;30 days Free Trial - VO,27001,0,1082,0,1
R85919,"level_3 ($10,000 to $29,999)",8042769368,suspended,8243 Hull St. Road,North Chesterfield,United States,Southeast,VA,23235,chinese,0.89,ET,FALSE,level_1,suspended,FALSE,NA,FALSE,NA,FALSE,FALSE,Printer Promotion;30 days Free Trial - VO,26970,0,1173,0,1
R81258,"level_low (< $10,000)",9127298765,canceled,1390 East Boone Ave,Kingsland,United States,Southeast,GA,31548,unknown,0.96,ET,TRUE,level_5,closed,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,26962,0,1191,0,1
R86239,"level_3 ($10,000 to $29,999)",3867526044,suspended,649 SW Main Blvd,Lake City,United States,Southeast,FL,32025,chinese,0.87,ET,FALSE,level_1,suspended,FALSE,NA,FALSE,NA,FALSE,FALSE,30 days Free Trial - VO,26698,0,1269,0,1
R83917,"level_low (< $10,000)",4808316685,active,939 E. Guadalupe Rd,Tempe,United States,Southwest,AZ,85283,chinese,0.13,PT,TRUE,level_5,open,FALSE,NA,FALSE,NA,FALSE,FALSE,Printer Promotion;4 Months Part Time Discount,26677,0,786,0,1
R86172,"level_3 ($10,000 to $29,999)",9042629107,suspended,12200 San Jose Blvd,Jacksonville,United States,Southeast,FL,32223,chinese,0.87,ET,FALSE,level_1,suspended,FALSE,NA,FALSE,NA,FALSE,FALSE,Client Referral (Referrer $300);Printer Promotion;30 days Free Trial - VO,26584,0,951,0,1
R86585,"level_low (< $10,000)",7188733664,active,1267 Forest Ave,Staten Island,United States,Northeast,NY,10302,japanese,0.03,ET,FALSE,level_5,open,TRUE,NA,FALSE,NA,FALSE,FALSE,Free SMS;30 days Free Trial - VO,26553,0,1187,0,1
R87098,"level_3 ($10,000 to $29,999)",5615722368,active,1025 Gateway Boulevard,Boynton Beach,United States,Southeast,FL,33426,chinese,0.09,ET,FALSE,level_1,open,FALSE,NA,FALSE,NA,FALSE,FALSE,30 days Free Trial - VO;1 Year SMS - Free;March24 SQL - Humidifier,26529,0,885,0,1
R86265,"level_low (< $10,000)",3178380615,active,134 North Perry Rd.,Plainfield,United States,Midwest,IN,46168,chinese,0.15,ET,FALSE,level_5,open,FALSE,NA,FALSE,NA,FALSE,FALSE,Printer Promotion;30 days Free Trial - VO,26425,0,972,0,1
R87006,"level_3 ($10,000 to $29,999)",7328181388,active,43 Route 37 E,Toms River,United States,Northeast,NJ,08753,advanced,0.16,ET,FALSE,level_1,open,FALSE,NA,FALSE,NA,FALSE,FALSE,30 days Free Trial - VO,26376,0,813,0,1
R82398,"level_low (< $10,000)",7186932688,canceled,2018 Bedford Ave,Brooklyn,United States,Northeast,NY,11226,chinese,0.8,ET,FALSE,level_5,reject,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,26290,0,1869,0,1
R85032,"level_low (< $10,000)",3365849990,canceled,1441 G University Dr.,Burlington,United States,Southeast,NC,27215,advanced,0.85,ET,FALSE,level_5,closed,FALSE,NA,FALSE,NA,FALSE,FALSE,Printer Promotion;5 Months Full Time Discount,26228,0,1162,0,1
R82866,"level_3 ($10,000 to $29,999)",5183740874,canceled,1122-1124 State Street,Schenectady,United States,Northeast,NY,12304,chinese,0.98,ET,FALSE,level_1,closed,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,26139,0,979,0,1
R86378,"level_low (< $10,000)",3042636544,active,139-141 South Queen Street,Martinsburg,United States,Southeast,WV,25401,chinese,0.06,ET,FALSE,level_5,open,FALSE,NA,FALSE,NA,FALSE,FALSE,Printer Promotion;30 days Free Trial - VO,26098,0,1014,0,1
R86998,"level_3 ($10,000 to $29,999)",3089956980,active,1503 Burlington Street,Holdrege,United States,Midwest,NE,68949,chinese,0.16,CT,FALSE,level_5,open,FALSE,NA,FALSE,NA,FALSE,FALSE,30 days Free Trial - VO;Feb 2024 SQL - Massager,26090,0,715,0,1
R83197,"level_low (< $10,000)",4053821160,canceled,1713 N Milt Philips Ave,Seminole,United States,Southwest,OK,74868,chinese,0.83,CT,FALSE,level_5,reject,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,26065,0,1008,0,1
R87017,"level_3 ($10,000 to $29,999)",8508786668,active,6668 Thomasville Rd #17,Tallahassee,United States,Southeast,FL,32312,chinese,0.09,ET,FALSE,level_1,open,TRUE,NA,FALSE,NA,FALSE,FALSE,30 days Free Trial - VO;30 days Free Trial - DE,25990,0,761,0,1
R86009,"level_low (< $10,000)",2023631698,canceled,4916 Wisconsin Ave NW.,Washington,United States,Southeast,DC,20016,chinese,0.65,ET,FALSE,level_5,closed,FALSE,NA,FALSE,NA,FALSE,FALSE,30 days Free Trial - VO,25832,0,798,0,1
R86835,"level_low (< $10,000)",8035937771,active,4395 Jefferson Davis Hwy,Beech Island,United States,Southeast,SC,29842,advanced,0.03,ET,FALSE,level_5,open,FALSE,NA,FALSE,NA,FALSE,FALSE,Client Referral (Referrer $300);Printer Promotion;30 days Free Trial - VO,25791,0,1212,0,1
R86823,"level_low (< $10,000)",3173900688,active,1221 S Girls School Rd,Indianapolis,United States,Midwest,IN,46231,chinese,0.01,ET,FALSE,level_5,open,FALSE,NA,FALSE,NA,FALSE,FALSE,30 days Free Trial - VO;30 days Free Trial - DE,25667,0,1236,0,1
R83219,"level_3 ($10,000 to $29,999)",7183638383,canceled,880 Nostrand Ave,Brooklyn,United States,Northeast,NY,11225,chinese,0.97,ET,TRUE,level_1,closed,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,25640,0,1575,0,1
R86832,"level_low (< $10,000)",4106723970,active,1215 Annapolis Rd,Odenton,United States,Northeast,MD,21113,chinese,0.01,ET,TRUE,level_5,open,TRUE,NA,FALSE,NA,FALSE,FALSE,NA,25588,0,904,0,1
R86525,"level_low (< $10,000)",3305348886,suspended,27 N. Main Street,Hubbard,United States,Midwest,OH,44425,chinese,0.84,ET,FALSE,level_5,suspended,TRUE,NA,FALSE,NA,FALSE,FALSE,Client Referral (Referrer $300);Printer Promotion;30 days Free Trial - VO;30 days Free Trial - DE,25515,0,890,0,1
R86989,"level_3 ($10,000 to $29,999)",7024564444,active,8431 Farm Road,Las Vegas,United States,West,NV,89131,chinese,0.03,PT,FALSE,level_1,open,TRUE,NA,FALSE,NA,FALSE,FALSE,None,25498,0,768,0,1
R86963,"level_low (< $10,000)",9857925022,active,70325 Hwy 1077,Covington,United States,Southeast,LA,70433,chinese,0.05,CT,FALSE,level_5,open,TRUE,NA,FALSE,NA,FALSE,FALSE,Printer Promotion;30 days Free Trial - VO;30 days Free Trial - DE;1 Year SMS - Free;Feb 2024 CW - Macbook Air,25469,0,775,0,1
R83703,"level_3 ($10,000 to $29,999)",2013436080,canceled,214 Essex Street,Hackensack,United States,Northeast,NJ,07601,chinese,0.95,ET,TRUE,level_5,reject,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,25461,0,1147,0,1
R86571,"level_low (< $10,000)",3052232827,active,11459 Southwest 40th Street,Miami,United States,Southeast,FL,33165,advanced,0.05,ET,TRUE,level_5,open,TRUE,NA,FALSE,NA,FALSE,FALSE,Printer Promotion;30 days Free Trial - VO,25244,0,753,0,1
R87018,"level_3 ($10,000 to $29,999)",6364479996,active,2649 Muegge Rd,St Charles,United States,Midwest,MO,63303,chinese,0.26,CT,FALSE,level_1,open,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Client Referral (Referrer $300);Printer Promotion;30 days Free Trial - VO,25122,0,982,0,1
R82823,"level_low (< $10,000)",3029075999,canceled,38661 Sussex Hwy,Delmar,United States,Northeast,DE,19940,chinese_japanese,0.89,ET,FALSE,level_5,reject,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,25113,0,964,0,1
R86517,"level_low (< $10,000)",4403548008,active,141 Richmond Street,Painesville,United States,Midwest,OH,44077,chinese,0.2,ET,FALSE,level_5,open,FALSE,NA,FALSE,NA,FALSE,FALSE,Printer Promotion;30 days Free Trial - VO,25058,0,862,0,1
R83609,"level_low (< $10,000)",5409897947,suspended,5207 Bernard Dr.,Roanoke,United States,Southeast,VA,24018,chinese_japanese,0.89,ET,TRUE,level_5,suspended,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,24953,0,734,0,1
R86976,"level_low (< $10,000)",6086551388,active,514 Plaza Dr,Marshall,United States,Midwest,WI,53559,chinese,0.05,CT,FALSE,level_5,open,FALSE,NA,FALSE,NA,FALSE,FALSE,Printer Promotion;30 days Free Trial - VO;Feb 2024 CW - Macbook Air,24902,0,866,0,1
R85157,"level_3 ($10,000 to $29,999)",2162896886,canceled,22316 Lakeshore Blvd,Euclid,United States,Midwest,OH,44123,chinese,0.84,ET,FALSE,level_5,closed,FALSE,NA,FALSE,NA,FALSE,FALSE,Printer Promotion;Client Referral (Referee $500兔年);50%/25%/10% 3 Month FT Discount,24856,0,1197,0,1
R83892,"level_low (< $10,000)",5168373728,canceled,252 Merrick Rd,Lynbrook,United States,Northeast,NY,11563,advanced,0.38,ET,FALSE,level_5,closed,FALSE,NA,FALSE,NA,FALSE,FALSE,Printer Promotion;4 Months Part Time Discount,24785,0,938,0,1
R88376,"level_low (< $10,000)",0000000000,canceled,6843 New Hampshire Ave,Takoma Park,United States,Northeast,MD,20912,unknown,0.97,ET,FALSE,level_5,reject,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,24769,0,1321,0,1
R82538,"level_low (< $10,000)",2105200023,canceled,8181 Tezel Rd,San Antonio,United States,Southwest,TX,78250,chinese,0.85,CT,FALSE,level_5,reject,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,24625,0,952,0,1
R86321,"level_low (< $10,000)",3307920188,active,1810 Mahoning Avenue,Youngstown,United States,Midwest,OH,44509,chinese,0.18,ET,FALSE,level_5,open,FALSE,NA,FALSE,NA,FALSE,FALSE,Client Referral (Referrer $300);Printer Promotion;50%/25%/10% 3 Month FT Discount;30 days Free Trial - VO,24473,0,1033,0,1
R86906,"level_low (< $10,000)",6102803555,active,311 E Lincoln Hwy,Exton,United States,Northeast,PA,19341,chinese,0.32,ET,FALSE,level_5,open,TRUE,NA,FALSE,NA,FALSE,FALSE,Client Referral (Referrer $300);30 days Free Trial - VO;1 Year SMS - Free;$1500 Statement Credit,24455,0,870,0,1
R86615,"level_3 ($10,000 to $29,999)",4019413360,suspended,1850 Broad Street,Cranston,United States,Northeast,RI,02905,chinese,0.97,ET,FALSE,level_1,suspended,FALSE,NA,FALSE,NA,FALSE,FALSE,Client Referral (Referrer $300);Printer Promotion;30 days Free Trial - VO,24427,0,923,0,1
R87081,"level_3 ($10,000 to $29,999)",2524789989,active,605 E Nash St,Spring Hope,United States,Southeast,NC,27882,chinese,0.04,ET,FALSE,level_1,open,FALSE,NA,FALSE,NA,FALSE,FALSE,Printer Promotion;30 days Free Trial - VO;1 Year SMS - Free,24366,0,1135,0,1
R82833,"level_low (< $10,000)",4409336006,canceled,375H Lear Rd,Avon Lake,United States,Midwest,OH,44012,chinese,0.75,ET,TRUE,level_5,closed,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,24276,0,1164,0,1
R83588,"level_low (< $10,000)",9739120262,suspended,229 Millburn Ave,Millburn,United States,Northeast,NJ,07041,chinese,0.96,ET,FALSE,level_5,suspended,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,24199,0,600,0,1
R88609,"level_low (< $10,000)",0000000000,canceled,120 E Main Stree,Sun Prairie,United States,Midwest,WI,53590,unknown,0.65,CT,TRUE,level_1,reject,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,24191,0,1164,0,1
R87077,"level_3 ($10,000 to $29,999)",8608287990,active,127 Webster Square Road,Berlin,United States,Northeast,CT,06037,chinese,0.17,ET,FALSE,level_1,open,TRUE,NA,FALSE,NA,FALSE,FALSE,Printer Promotion;30 days Free Trial - VO;1 Year SMS - Free;March24 SQL - Humidifier,24170,0,795,0,1
R87093,"level_3 ($10,000 to $29,999)",2037203000,active,56 Bridge St.,Naugatuck,United States,Northeast,CT,06770,chinese,0.1,ET,TRUE,level_1,open,FALSE,NA,FALSE,NA,FALSE,FALSE,Printer Promotion;30 days Free Trial - VO;1 Year SMS - Free;March24 SQL - Humidifier,24119,0,945,0,1
R87061,"level_3 ($10,000 to $29,999)",7187393377,active,107-56 Sutphin Blvd,Jamaica,United States,Northeast,NY,11435,chinese,0.22,ET,TRUE,level_1,open,FALSE,NA,FALSE,NA,FALSE,TRUE,30 days Free Trial - VO,23963,0,1181,0,1
R86987,"level_low (< $10,000)",3016822520,canceled,6944 Crestwood Blvd,Frederick,United States,Northeast,MD,21703,chinese,0.96,ET,FALSE,level_5,closed,FALSE,NA,FALSE,NA,FALSE,FALSE,30 days Free Trial - VO;1 Year SMS - Free;Feb 2024 CW - Macbook Air,23958,0,805,0,1
R86968,"level_low (< $10,000)",2624561875,active,8020 Durand Avenue,Sturtevant,United States,Midwest,WI,53177,chinese,0.07,CT,FALSE,level_5,open,FALSE,NA,FALSE,NA,FALSE,FALSE,Printer Promotion;Apple Promotion;30 days Free Trial - VO;1 Year SMS - Free,23957,0,861,0,1
R88621,"level_low (< $10,000)",0000000000,canceled,921 Bedford St,Stamford,United States,Northeast,CT,06905,unknown,0.96,ET,FALSE,level_5,reject,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,23823,0,1478,0,1
R86709,"level_low (< $10,000)",2152451999,active,2066 Street Rd,Bensalem,United States,Northeast,PA,19020,chinese,0.05,ET,TRUE,level_5,open,FALSE,NA,FALSE,NA,FALSE,FALSE,Printer Promotion;30 days Free Trial - VO;30 days Free Trial - DE;1 Year SMS - Free,23801,0,1104,0,1
R86023,"level_low (< $10,000)",7247467076,active,590 W. Pike St.,Canonsburg,United States,Northeast,PA,15317,chinese,0.39,ET,FALSE,level_5,open,FALSE,NA,FALSE,NA,FALSE,FALSE,Printer Promotion;30 days Free Trial - VO,23800,0,785,0,1
R83713,"level_low (< $10,000)",5617918858,canceled,9940 Belvedere Rd,Royal Palm Beach,United States,Southeast,FL,33411,chinese,0.93,ET,FALSE,level_5,reject,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,23683,0,945,0,1
R82676,"level_low (< $10,000)",9734233773,suspended,1103 Goffle Rd,Hawthorne,United States,Northeast,NJ,07506,chinese,0.97,ET,FALSE,level_5,suspended,FALSE,NA,FALSE,NA,FALSE,FALSE,Client Referral (Referrer $300);30 days Free Trial - VO;1 Year SMS - Free;$1500 Statement Credit,23677,0,710,0,1
R86995,"level_low (< $10,000)",3042913412,active,162 High Street,Morgantown,United States,Southeast,WV,26505,chinese,0.08,ET,FALSE,level_5,open,FALSE,NA,FALSE,NA,FALSE,FALSE,30 days Free Trial - VO,23497,0,1118,0,1
R83583,"level_low (< $10,000)",4198822700,canceled,5834 Monroe Street,Sylvania,United States,Midwest,OH,43560,chinese,0.92,ET,FALSE,level_5,reject,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,23339,0,801,0,1
R83901,"level_3 ($10,000 to $29,999)",2819720066,suspended,13500 W. Airport Blvd.,Sugar Land,United States,Southwest,TX,77498,chinese_japanese,0.91,CT,TRUE,level_1,suspended,FALSE,NA,FALSE,NA,FALSE,FALSE,0.2% discount for every 50K processing;5 Months Full Time Discount,23320,0,749,0,1
R86592,"level_low (< $10,000)",9083540015,active,25 S Broad St,Elizabeth,United States,Northeast,NJ,07202,japanese,0.06,ET,FALSE,level_5,open,TRUE,NA,FALSE,NA,FALSE,FALSE,30 days Free Trial - VO;1 Year SMS - Free,23170,0,1023,0,1
