Exclusion Check,Snowball Map,ID,Name,Business Type,Chain,Street,City/Town,State/Province Code,Zip/Postal Code,Country,First Name,Last Name,Title,Role,Contact Email,Contact Phone,Established,Estimated Employees,Phone,Contact Count,Most Common Email,Cuisines (Regional),Price Range,Website Technology Vendors,Ordering Solutions,Cloud Point of Sale System
,64836,6810b37e2aa868fb,Bear Sushi,Restaurant,,300 Taylor Rd,Niagara-on-the-Lake,ON,L0S 1J0,Canada,,,,,r.neil@ychubs.com,,,,(905) 324-7047,0,,Japanese,$,DoorDash; Skip the Dishes; Uber Eats,,
,64837,6998d134458d17fc,Pind Punjab,Restaurant,,3815 34 St NW,Edmonton,AB,T6T 1N2,Canada,Suringer,Kumar,Proprietor,Owner,,,,,(780) 461-5551,1,pindpunjab34@yahoo.com,Indian; Chinese,$$,DoorDash; Skip the Dishes; Uber Eats,,
,64838,645080a947cb30ad,Canton Kitchen,Restaurant,,5212 48 St,Red Deer,AB,T4N 7C3,Canada,Alex,Tse,President,General,,,,,(403) 340-8888,1,,Chinese,$$$,,,
,64839,799cb48fef2317cc,Kings BBQ & Chinese Food,Restaurant,,92 Capital Dr,Charlottetown,PE,C1E 1E7,Canada,Anna,Zeng,Business Owner,Owner,,,2010,,(902) 370-3868,1,anna416zeng@gmail.com,Chinese,$$,DoorDash; FoodBooking; GlobalFood; Google Analytics; Oracle GloriaFood; Skip the Dishes,FoodBooking; GlobalFood; Oracle GloriaFood,
,64840,6950a0f88f81a5ed,Oriental Bowl,Restaurant,,179 Osborne St,Winnipeg,MB,R3L 1Z2,Canada,,,,,,,,,(204) 474-1453,0,,Chinese,$,,,
,64841,66b5a8416e948bf6,Shanghai 360,Restaurant,,1800 Sheppard Ave E,Toronto,ON,M2J 5A7,Canada,,,,,,,,,(416) 491-9222,0,,Chinese,$$,Skip the Dishes; Uber Eats,,
,64842,64796c3d0ca541ae,Tenon Vegetarian Cuisine,Restaurant,,8362 Kennedy Rd,Markham,ON,L3R 9W5,Canada,Tony,H,Business Owner,Owner,,,2013,,(905) 415-9988,1,,Japanese,$$,DoorDash; MailChimp; Skip the Dishes; Uber Eats; WooCommerce,,
,64843,6ca6274ec9f1ba8a,Sushi Nami Royale,Restaurant,,1458 Queen St,Halifax,NS,B3J 2H7,Canada,John,Sam,Business Owner,Owner,,,2007,,(902) 422-1636,1,bedfordhwy@sushinami.ca,Japanese,$$,SinglePlatform; Skip the Dishes,,
,64844,659a2a0b0d64325d,Sun Luck Restaurant,Restaurant,,92 Main St,Stephenville,NL,A2N 1J3,Canada,,,,,,,,,(709) 643-3022,0,,Chinese,$,,,
,64845,607861ec415bfc30,Conney's Bar & Chinese Food,Restaurant,,305 Railway Ave,Colonsay,SK,S0K 0Z0,Canada,,,,,,,,,(306) 255-9994,0,,Chinese,,,,
,64846,633476afba377493,Khalil's + International Cuisine,Restaurant,,240 Big Bay Point Rd,Barrie,ON,L4N 0B8,Canada,,,,,,,,,(705) 726-7373,0,,American; Chinese,,Socialstream; Wix Restaurants,Wix Restaurants,
,64847,63b2fc5f154f3e70,Leo Fu's Szechwan & Mandarin Restaurant,Restaurant,,511 70 Ave SW,Calgary,AB,T2V 0P5,Canada,Aaron,Koo,President,General,,,,,(403) 255-2528,1,,Chinese,$$,DoorDash; GlobalFood; Google Analytics; Oracle GloriaFood; Skip the Dishes; Uber Eats; WooCommerce,GlobalFood; Oracle GloriaFood,
,64848,769b1a1dec0ad549,Meet Boil,Restaurant,,1900 Fowler Dr,Mississauga,ON,L5K 0A1,Canada,,,,,,,,,(905) 916-8666,0,,Japanese,$$,DoorDash; Skip the Dishes; Uber Eats,,
,64849,67857090f3883968,Shen Sushi,Restaurant,,4218 Hastings St,Burnaby,BC,V5C 2J6,Canada,,,,,,,,,     ,0,,Korean; Japanese; Vietnamese; Chinese; Thai,,Skip the Dishes,,
,64850,6a1b2c00471cdbc7,Silver Grill Restaurant,Restaurant,,246 24 St,Fort Macleod,AB,T0L 0Z0,Canada,,,,,jack_silvergrill@hotmail.com,,,,(403) 553-3888,0,jack_silvergrill@hotmail.com,Chinese,$$$,Google Analytics; Weebly,,
,64851,547e5fcf14139cda,Noodles Express,Restaurant,,15 Commonwealth Ave,Mt Pearl,NL,A1N 1W4,Canada,,,,,,,,,(709) 368-6666,0,,Chinese,,Wix Restaurants,Wix Restaurants,
,64852,57b72204384ceec4,New Red Lantern,Restaurant,,1702 Alexandra Ave,Saskatoon,SK,S7K 3C5,Canada,Vanessa,Chan,Proprietor,Owner,,,,,(306) 665-7335,1,,Vietnamese; Chinese,$,Skip the Dishes; Uber Eats,,
,64853,57b5ef28629aa37b,Hawkwood Palace Restaurant,Restaurant,,555 Hawkwood Blvd NW,Calgary,AB,T3G 3K2,Canada,Peter,Wong,Proprietor,Owner,,,,,(403) 241-1888,1,,Chinese,$$,,,
,64854,579229aecd867c52,Gojima,Restaurant,,3345 Bloor St W,Toronto,ON,M8X 1E9,Canada,Bong Won,Kang,President and Member of the Board of Directors,Owner,,,,,(416) 231-7963,1,,Japanese,$$,Google Analytics; Ritual; Skip the Dishes,,
,64855,6b3ef8c80cbde241,Saigon Hut,Restaurant,,5728 75 St NW,Edmonton,AB,T6E 5X6,Canada,Yamina,Ortynski,General Manager,Operations,,,,,(780) 757-9888,1,saigonhut2020@gmail.com,Japanese; Vietnamese,$,DI develop; DoorDash; Skip the Dishes; Uber Eats,DI develop,
,64856,6778753038598d27,Golden City Restaurant,Restaurant,,721 Fisgard St,Victoria,BC,V8W 1R8,Canada,Derek,Chui,President and Member of the Board of Directors,Owner,,,,,(250) 590-0226,4,tonyandvicky168@yahoo.ca,Chinese,$$,DI develop; DoorDash; Skip the Dishes; Uber Eats,DI develop,
,64857,6048d93066e7b393,Lucky Rice Noodle,Restaurant,,3636 Steeles Ave E,Markham,ON,L3R 1K9,Canada,,,,,,,,,(416) 561-8583,0,,Chinese,$,Skip the Dishes; Uber Eats,,
,64858,5ffabe4fc8bebedc,Joy Noodle Cafe Le Xin Can Ting,Restaurant,,5195 Yonge St,Toronto,ON,M2N 5P7,Canada,,,,,,,,,(416) 519-8520,0,,Chinese,$,Uber Eats,,
,64859,5c48a9c4af9bba7e,Taste of Heaven Chinese Cuisine,Restaurant,,2551 Pharmacy Ave,Toronto,ON,M1W 2K2,Canada,Tian Fang,Xie,Proprietor,Owner,,,,,(416) 490-8869,1,,Chinese,,,,
,64860,76ae8d9ab0e4c784,123 Restaurant,Restaurant; Quick Service,,441 King St E,Cobourg,ON,K9A 1M5,Canada,,,,,,,,,(905) 377-8369,0,,Chinese,$$,Google Analytics,,
,64861,7c1669c95314386f,Morning Cafe,Restaurant,,3300 Midland Ave,Toronto,ON,M1V 4W6,Canada,,,,,,,,,(416) 335-6161,0,,Chinese,,Skip the Dishes,,
,64862,7a549595cb8a1a2d,Big Trio Wonton Noodle,Restaurant,,28 S Unionville Ave,Markham,ON,L3R 4P9,Canada,,,,,,,,,(905) 604-4366,0,,Chinese,$,Uber Eats; Wix Restaurants,Wix Restaurants,
,64863,7815abfbefc419ba,Westcoast Poke,Restaurant,,463 W 8th Ave,Vancouver,BC,V5Y 3Z5,Canada,,,,,info@westcoastpoke.com,,2016,,(778) 379-5344,0,info@westcoastpoke.com,Japanese,$$,DoorDash Storefront; Facebook Pixel; Google Analytics; Revel Systems; Ritual; Skip the Dishes; Squarespace; Uber Eats,DoorDash Storefront; Revel Systems,Revel Systems
,64864,68440ec7dd9d3b32,Magic Sushi Main Street,Restaurant,,2539 Main St,Winnipeg,MB,R2V 4G4,Canada,,,,,,,,,(204) 698-3812,0,,Japanese,,Uber Eats,,
,64865,6ab5dac6c565e102,Sushi Ai,Restaurant,,1110 Panatella Blvd NW,Calgary,AB,T3K 0S6,Canada,Changgeon,Kim,Manager,General,,,,,(403) 457-3802,1,,Japanese,$$,Skip the Dishes,,
,64866,7981aba5d06954d9,Kibo Sushi,Restaurant,,2317 37 St SW,Calgary,AB,T3E 3C8,Canada,,,,,,,,,     ,0,,Japanese,,Skip the Dishes,,
,64867,6b82dcc7702de458,Oceania Inn,Restaurant,,3929 8th St E,Saskatoon,SK,S7H 5M2,Canada,Paul,Pang,President,General,,,1983,,(306) 955-3900,1,,American; Chinese,$,Skip the Dishes; Uber Eats,,
,64868,740886603c8de436,Lee Ga,Restaurant,,1902 Robertson Rd,Ottawa,ON,K2H 5B8,Canada,,,,,soowonchae007@gmail.com,,,,(613) 680-2121,0,soowonchae007@gmail.com,Japanese,$$,DI develop; Libro; Skip the Dishes,DI develop,
,64869,713dd8ef91398d8e,Nishiki Sushi Bar,Restaurant; Drinking Place,,6501 Victoria Dr,Vancouver,BC,V5P 3X8,Canada,Daniel,Chien,Proprietor,Owner,,,,,(604) 323-0002,1,,Japanese,$$,BC Restaurants; DoorDash; Skip the Dishes; Uber Eats,,
,64870,7629c4ae1f426bb0,Asia Wok,Restaurant,,20 Bell Farm Rd,Barrie,ON,L4M 6E4,Canada,,,,,,,,,(705) 734-1689,0,,Chinese,$,Wix Restaurants,Wix Restaurants,
,64871,73c4456cd0d0d832,Taal Fine Indian Cuisine,Restaurant,,578 Colborne St,Brantford,ON,N3S 3P6,Canada,Lakhi,Dosanjh,Proprietor,Owner,,,,,(519) 752-3788,1,,Indian; Chinese,$$,Skip the Dishes; Uber Eats,,
,64872,7a134b74e2b0a048,Kitano Japanese Cuisine,Restaurant,,415 Exmouth St,Sarnia,ON,N7T 8A4,Canada,Robin,Chang,,,,,,,(519) 491-2588,1,kitanosushi@gmail.com,Japanese,$$,Skip the Dishes,,
,64873,7b08cf0d93743dc2,Sushi Matsuri,Restaurant,,239 Menzies St,Victoria,BC,V8V 2G6,Canada,Jinsoo,Kim,Business Owner,Owner,,,2011,,(250) 590-8110,1,,Japanese,$$,Uber Eats,,
,64874,6c31febd387f67f3,Moment's Cafe,Restaurant,,12 Cedar St,Summerside,PE,C1N 3P4,Canada,,,,,,,,,(902) 724-2888,0,,Chinese,$$,,,
,64875,79a757f7da7fdadf,Chao Shou Wang,Restaurant,,4500 Kingsway,Burnaby,BC,V5H 2A9,Canada,,,,,,,,,(778) 371-5033,0,,Chinese,$,,,
,64876,757d2b347115cdc6,Matsuda Japanese Cuisine,Restaurant,,1300 Don Mills Rd,Toronto,ON,M3B 2W6,Canada,,,,,matsudacuisine@gmail.com,,,,(416) 391-9188,0,matsudacuisine@gmail.com,Japanese,$$,Uber Eats,,
,64877,757833c76a8dceae,Tokyo Joe's,Restaurant,,955 Helmcken St,Vancouver,BC,V6Z 2S5,Canada,In,Se,President,General,,,,,(604) 689-0073,1,,Japanese,$$,DoorDash; GlobalFood; Oracle GloriaFood; Skip the Dishes; Uber Eats,GlobalFood; Oracle GloriaFood,
,64878,78f1e7853960c5fe,Bento Box,Restaurant,,2405 Fairview St,Burlington,ON,L7R 2E3,Canada,Hyunok,Lee,Partner,Owner,,,1999,,(905) 631-1780,2,,Korean; Japanese,$$,Skip the Dishes,,
,64879,6aa4c6a4fd9d0904,Ding Ding Restaurant,Restaurant,,682 Seymour St,Vancouver,BC,V6B 3K4,Canada,,,,,,,,,(604) 688-0199,0,,Chinese,,DI develop; Skip the Dishes; Uber Eats,DI develop,
,64880,6bc966b3ad7177b1,Xing Yun,Restaurant,,5507 Airport Way,Kelowna,BC,V1V 3C3,Canada,,,,,,,,,(250) 765-0430,0,,Chinese; Thai,,Facebook Pixel; Skip the Dishes; Square; Weebly,Square,Square
,64881,708d5f4ad44dc682,Golphis Steak & Lobster,Restaurant,,2409 St Johns St,Port Moody,BC,V3H 2B2,Canada,Randy,Sekhon,Proprietor,Owner,,,,,(604) 931-4541,1,,Canadian; American; Creole; Cajun,$$,DoorDash; Skip the Dishes; Uber Eats; WooCommerce,,
,64882,6f22c968ebea4f51,Co Do Hue,Restaurant,,12819 140 Ave NW,Edmonton,AB,T6V 1P1,Canada,Hai,van Nguyen,Proprietor,Owner,,,,,(780) 475-2660,1,,Japanese; Vietnamese; Chinese,$$,Skip the Dishes,,
,64883,747e41b514dc64c8,Sushi Kuni,Restaurant,,2869 Oak St,North Cowichan,BC,V0R 1K1,Canada,,,,,,,,,(250) 246-2290,0,,Japanese,$$,,,
,64884,79808a77acad96b0,T-Bay Bistro,Restaurant,,8636 Granville St,Vancouver,BC,V6P 5A1,Canada,,,,,,,,,(604) 423-2666,0,,Korean; Japanese; Vietnamese; Chinese; Thai,,Skip the Dishes,,
,64885,6b770ff79e818322,Hunan Restaurant,Restaurant,,474 Yonge St,Toronto,ON,M4Y 1X5,Canada,,,,,,,,,(416) 413-9802,0,,Chinese,,Google Analytics; Menusifu; WooCommerce,Menusifu,Menusifu
,64886,781cea2d266d1573,East Court & Mike's BBQ,Restaurant,,4400 Sheppard Ave E,Toronto,ON,M1S 5J5,Canada,Jack,T,Business Owner,Owner,,,2002,,(416) 609-2388,1,,Chinese,$,Uber Eats,,
,64887,78dca165d4d3835d,Lobster Noodle House,Restaurant,,947 Somerset St W,Ottawa,ON,K1R 6R8,Canada,,,,,adam.kam86@gmail.com,,,,(613) 233-1275,0,adam.kam86@gmail.com,Vietnamese; Chinese; Thai,$$$,,,
,64888,6f22ab709206e106,Lai's Restaurant,Restaurant,,27 Broadway Ave,Wawa,ON,P0S 1K0,Canada,Laile,Wu,Proprietor,Owner,,,,,(705) 856-4592,1,,Chinese,,,,
,64889,75fc890947a94ec3,Thong La's Restaurant,Restaurant,,16 Riverside Dr,Kapuskasing,ON,P5N 1A3,Canada,,,,,,,,,(705) 335-8588,0,,Chinese,$$,,,
,64890,7b7051530ed467ef,Man Ling Restaurant,Restaurant,,28 Main St W,Smiths Falls,ON,K7A 1M6,Canada,Matthew,Liu,President and Member of the Board of Directors,Owner,,,,,(613) 284-2626,2,biz@manlingrestaurant.com,Chinese,$$,,,
,64891,7dc9740ebca79cad,Zaika The Indian Delicacy,Restaurant,,30 Market Blvd SE,Airdrie,AB,T4A 0V4,Canada,,,,,,,,,(587) 360-0202,0,,Indian; Chinese,,Skip the Dishes,,
,64892,71be580a1f9c56ba,Kozy Sushi,Restaurant,,17830 Leslie St,Newmarket,ON,L3Y 3E5,Canada,,,,,,,,,(289) 366-3012,0,,Japanese,,Skip the Dishes; Wix Restaurants,Wix Restaurants,
,64893,729fab829c5f94b0,Kung Fu Noodle,Restaurant,,3229 HWY-7,Markham,ON,L3R 3P9,Canada,Qiang,Z,Business Owner,Owner,,,2016,,(416) 900-0592,1,kungfunoodlecanada@gmail.com,Chinese,$,,,
,64894,725ca276b9755a1e,Iron Chef,Restaurant,,495 York Rd,Niagara-on-the-Lake,ON,L0S 1J0,Canada,,,,,,,,,(905) 935-8080,0,junqing.gu@ironchefexpress.ca,Japanese,$,,,
,64895,812ffac8bc4468db,Dragon Garden Restaurant,Restaurant,,33 Harvest Hills Dr NE,Calgary,AB,T3K 4R2,Canada,Barry,McGuire,Proprietor,Owner,,,,,(403) 226-3883,1,,Chinese,$$,Google Analytics; MenuDrive; Skip the Dishes; Uber Eats; Weebly,MenuDrive,
,64896,7854a33ca91daeab,Chen's Chinese Food Take Out,Restaurant,,377 Main St,Stonewall,MB,R0C 2Z0,Canada,,,,,,,,,(204) 467-7444,0,,Chinese,$$,,,
,64897,68bd7f66bdd28496,The Label Authentic Asian Cuisine,Restaurant,,5003 52 Ave,Beaumont,AB,T4X 1E5,Canada,,,,,,,,,(780) 929-6111,0,,Chinese,$,Uber Eats,,
,64898,7b642f6ad07b8782,Hakka Lin's Garden,Restaurant,,1295 Highbury Ave N,London,ON,N5Y 5L3,Canada,,,,,,,,,(519) 601-7377,0,,Chinese,,Uber Eats,,
,64899,81a6b9815f3e0364,Makirrito,Restaurant,,7333 Woodbine Ave,Markham,ON,L3R 1A7,Canada,,,,,,,,,(905) 604-9089,0,,Japanese,$$,DoorDash; Google Analytics; Uber Eats; WooCommerce,,
,64900,811202c790dc15d7,Ramen Time,Restaurant,,340 Victoria St,Kamloops,BC,V2C 2A5,Canada,,,,,ramentimekamloops@gmail.com,,,,(250) 371-2031,0,ramentimekamloops@gmail.com,Japanese,,Skip the Dishes; Uber Eats,,
,64901,80bbd178c91c01c1,Jinya Ramen Bar,Restaurant,,541 Robson St,Vancouver,BC,V6B 1A6,Canada,,,,,contact@jinyaholdings.com,,,,(604) 699-9377,0,contact@jinyaholdings.com,Japanese,$$,Aloha; Apple App Store; DoorDash; Facebook Pixel; Google Analytics; Ritual; SevenRooms; Skip the Dishes; Uber Eats; Yelp Reservation; Yelp Waitlist,Aloha,Aloha
,64902,77ebb2d87c16cfc2,Charlie's Caribbean Cuisine,Restaurant; Quick Service; Ice Cream Shop,,3055 Hurontario St,Mississauga,ON,L5A 2G9,Canada,Derek,Budhoo,Proprietor,Owner,,,,,(905) 949-0663,1,charliescaribbeancuisine@hotmail.com,Indian; Chinese,$,DoorDash; Skip the Dishes; Uber Eats,,
,64903,7d93d54a4c107311,Vegan Shoku,Restaurant,,2260 W 41st Ave,Vancouver,BC,V6M 1Z8,Canada,,,,,,,,,(604) 566-6556,0,,Japanese,,Skip the Dishes,,
,64904,86979643d89347b3,Asian Gourmet,Restaurant,,6228 Yonge St,Toronto,ON,M2M 3X4,Canada,Robert,Park,Principal,Owner,,,,,(416) 222-1691,1,,Chinese,$,DoorDash; Uber Eats,,
,64905,8704cc527d5b1840,New China Kitchen,Restaurant,,446 St Anne's Rd,Winnipeg,MB,R2M 3C8,Canada,Linda,Tam,Manager,General,,,,,(204) 253-0713,1,newchinawpg@gmail.com,Chinese,$$,DI develop; DoorDash; Skip the Dishes; Uber Eats,DI develop,
,64906,8a9a9bc2bab084f5,Golden Inn Restaurant,Restaurant,,155 Picton Main St,Prince Edward,ON,K0K 2T0,Canada,Sunny,Liang,Proprietor,Owner,,,,,(613) 476-7056,1,,Chinese,$$,Google Analytics,,
,64907,7ae3dee0a565e7be,Morning Time-Chinese Brunch Yi Pin Fan Tuan Zao Dian Pu,Restaurant,,895 Bay St,Toronto,ON,M5S 3K6,Canada,,,,,,,,,(416) 925-3388,0,,Chinese,,Uber Eats,,
,64908,7dc3dcdd15d745e9,Northwestern Chinese Cuisine,Restaurant,,160 University Ave W,Waterloo,ON,N2L 3E9,Canada,,,,,,,,,(519) 746-0057,0,,Chinese,,,,
,64909,8829801b749d5c52,The Orient Chinese Cuisine,Restaurant,,227 Bedford Hwy,Halifax,NS,B3M 2J9,Canada,,,,,theorientns@gmail.com,,,,(902) 443-3288,0,theorientns@gmail.com,Chinese,$$,Square,Square,Square
,64910,75917cf93f88f990,Momo Hut & Gardens,Restaurant,,401 Danforth Ave,Toronto,ON,M4K 1P1,Canada,,,,,tnangsetsang66@gmail.com,,,,(416) 363-8580,0,tnangsetsang66@gmail.com,Chinese,$$,DoorDash; Ritual; Skip the Dishes; Uber Eats,,
,64911,7516d57cc41a266b,Rose Garden,Restaurant,,2037 Park St,Regina,SK,S4N 6S2,Canada,,,,,,,,,(306) 525-3988,0,,American; Chinese,$$,DoorDash; Skip the Dishes; Uber Eats; Wix Restaurants,Wix Restaurants,
,64912,7daa1cd1ef93fa7b,Viphalay,Restaurant,,10523 99 Ave NW,Edmonton,AB,T5K 0E7,Canada,Ivy,Wong,Director,General,,,,,(780) 756-8188,1,,Chinese; Thai,$$,DoorDash; Facebook Pixel; FoodBooking; GlobalFood; Oracle GloriaFood; Skip the Dishes; Uber Eats,FoodBooking; GlobalFood; Oracle GloriaFood,
,64913,7454ac2e3e3c139b,Tenko Sushi,Restaurant,,4450 Walker Rd,Windsor,ON,N8W 3T5,Canada,Mu,Fu,President,General,,,,,(519) 966-2888,1,tenkosushi168@gmail.com,Japanese,$$,DoorDash; Skip the Dishes; Uber Eats; Wix Restaurants,Wix Restaurants,
,64914,7ee06bcac066e3a0,Migu Forest,Restaurant; Mobile Food,,2065 Wyandotte St W,Windsor,ON,N9B 1J8,Canada,,,,,,,,,(226) 922-1922,0,,Chinese,$,,,
,64915,713369d677154b1a,Sushi Sakura,Restaurant,,770 Oliver St,Williams Lake,BC,V2G 1N1,Canada,,,,,,,2008,,(250) 305-0035,0,,Japanese,$$,Codefusion; Google Analytics,Codefusion,
,64916,8672363f569308b6,Golden City Chinese Restaurant,Restaurant,,509 Commissioners Rd W,London,ON,N6J 1Y5,Canada,Frankie,Kiang,General Manager,Operations,,,,,(519) 473-8898,1,dongdong345@hotmail.com,Chinese,$,,,
,64917,83d137907f2128cb,Dragon Bowl,Restaurant,,1168 Alberni St,Vancouver,BC,V6E 1A5,Canada,,,,,,,,,(236) 666-6688,0,,Chinese,$,Ritual; Skip the Dishes; Uber Eats,,
,64918,833ec4fbb5edf6d8,Poke Page,Restaurant,,1901 Highland Blvd,Nanaimo,BC,V9S 3N3,Canada,,,,,,,,,(250) 585-8088,0,,American; Japanese,,Wix Restaurants,Wix Restaurants,
,64919,70ca93457d81aea9,Mizu All You Can Eat,Restaurant,,212 Chain Lake Dr,Halifax,NS,B3S 1C5,Canada,,,,,,,,,(902) 876-6666,0,,Japanese,$$,Skip the Dishes; Uber Eats,,
,64920,805aa8bb62a9f3cf,Momo Mantra,Restaurant,,7 Simcoe St S,Oshawa,ON,L1H 4G1,Canada,,,,,,,,,(905) 728-9133,0,,Chinese,,Skip the Dishes; Uber Eats,,
,64921,81f73025cb5f7173,Restaurant L'Oriental,Restaurant,,370 St Pierre Blvd W,Caraquet,NB,E1W 1A3,Canada,Phuong,Truong,President,General,,,,,(506) 726-9000,1,,Chinese,$$$,Wix Restaurants,Wix Restaurants,
,64922,7b22f9d87ec2d452,Wok Express,Restaurant,,1500 Riverside Dr,Timmins,ON,P4R 1A1,Canada,,,,,,,,,(705) 268-1877,0,,Chinese,$$,DoorDash; Skip the Dishes,,
,64923,7310824ef03acfae,DaDeO,Restaurant,,10548 82 Ave NW,Edmonton,AB,T6E 2A4,Canada,Brent,Lueck,Proprietor,Owner,,,,,(780) 433-0930,1,,Southern; Cajun,$$,Google Analytics; Uber Eats,,
,64924,802889a826730df6,Takumi Japanese Restaurant,Restaurant,,4422 W 10th Ave,Vancouver,BC,V6R 2H9,Canada,Cathy,Akaike,Director,General,,,,,(604) 730-0330,1,,Japanese,$$,,,
,64925,804ce6c3d36c8157,Sushi 251,Restaurant,,251 2nd St S,Kenora,ON,P9N 1G1,Canada,Xuying,Liang,Proprietor,Owner,,,,,(807) 468-8000,1,,Japanese,$,,,
,64926,79bc9e43488269a3,J & T Family Restaurant,Restaurant,,129 Centre St,Vulcan,AB,T0L 2B0,Canada,,,,,,,,,(403) 485-2289,0,,Chinese,,,,
,64927,703f01d004c79991,Jade Garden Restaurant,Restaurant,,4906 50 St,Onoway,AB,T0E 1V0,Canada,M. A.,Alan,Proprietor,Owner,,,,,(780) 967-2288,1,,Chinese,$$,,,
,64928,71bf9daced72848e,Jian Hong Yuen BBQ House,Restaurant,,1661 Denison St,Markham,ON,L3R 6E4,Canada,,,,,,,,,(905) 513-2688,0,,Chinese,,,,
,64929,70c1313f793b1ab8,Sizzling Wok,Restaurant,,1150 Douglas St,Victoria,BC,V8W 2C8,Canada,Kwan,Chew,Manager,General,,,,,(250) 383-8927,1,,Chinese,,,,
,64930,7eccf57f453a7ebc,Sizzling Wok,Restaurant,,110 Little Ave,Barrie,ON,L4N 4K8,Canada,Kenny,Kong,Proprietor,Owner,,,,,(705) 727-9998,1,,Chinese,$$,DoorDash; Skip the Dishes; Uber Eats,,
,64931,828eaf81bc531c24,Sushi Bok,Restaurant,,180 Keefer St,Vancouver,BC,V6A 1X4,Canada,,,,,,,,,(236) 335-6563,0,,Korean; Japanese,,Skip the Dishes,,
,64932,856deaa0264df84f,House of Mein,Restaurant,,5015 101 Ave NW,Edmonton,AB,T6A 0G7,Canada,,,,,,,,,     ,0,,Chinese,,Skip the Dishes,,
,64933,874eba38de75c584,Sushi By Yuji,Restaurant,,2252 Kingsway,Vancouver,BC,V5N 2T7,Canada,Yuji,Nagaya,,,,,,,(604) 434-0003,1,,Japanese,$$,,,
,64934,85ec353425a2aa86,Taste of Mumbai,Restaurant,,1570 Midland Ave,Toronto,ON,M1P 3C3,Canada,,,,,,,,,(416) 609-2552,0,,Indian; Chinese,$$,DoorDash; Skip the Dishes; Uber Eats,,
,64935,85b4787d8705efa7,KarachiXpress (Lebovic Ave),Restaurant,,69 Lebovic Ave,Toronto,ON,M1L 0H2,Canada,,,,,scarborough@karachixpress.com,,,,(647) 459-4329,0,scarborough@karachixpress.com,Indian; Chinese,$$,OrderUp!; Skip the Dishes; Square; Square Gift Cards; Square Loyalty; Square Market; Square Messages; Square Online Order; Uber Eats,OrderUp!; Square; Square Online Order,Square
,64936,8364464dd409e274,Raku Rice & Noodle Bar,Restaurant; Liquor Store,,3318 30th Ave,Vernon,BC,V1T 2C8,Canada,,,,,,,,,(236) 426-1212,0,,American; Japanese,$$,Google Analytics; Skip the Dishes,,
,64937,88ccdc35913919ec,Nari Sushi,Restaurant,,257 King St E,Toronto,ON,M5A 1K2,Canada,,,,,,,,,(647) 347-0322,0,,Japanese,$,DoorDash; Ritual; Skip the Dishes; Uber Eats,,
,64938,8acb02205ebdbd49,Tian Fu Chinese Restaurant,Restaurant,,5728 75 St NW,Edmonton,AB,T6E 5X6,Canada,,,,,,,,,(780) 757-9888,0,,Chinese,,,,
,64939,85ca548b551544bf,Dragon Gate Restaurant,Restaurant,,489 Highbury Ave N,London,ON,N5W 4K2,Canada,Ming,Lee,President,General,,,,,(519) 455-6511,1,,Chinese,$,,,
,64940,7e85afc6b7a20ec9,The Taj Indian Cuisine,Restaurant,,420 Great Northern Rd,Sault Ste Marie,ON,P6B 4Z9,Canada,,,,,,,,,(705) 253-4444,0,info@thetajindiancuisine.ca,Indian; Chinese,$$,DoorDash; SinglePlatform; Skip the Dishes; Uber Eats,,
,64941,86f7f6900c2ab320,Prince Food - Chinese Restaurant,Restaurant,,1661 Denison St,Markham,ON,L3R 6E4,Canada,,,,,,,,,(905) 604-8817,0,,Chinese,,,,
,64942,83f245116923ccc5,golden palace,Restaurant,,2828 Kingsway Dr,Oakville,ON,L6J 7M2,Canada,Joshua,Lebofsky,Proprietor,Owner,,,,,(905) 829-8688,1,,Chinese; Thai,$,Google Analytics; Skip the Dishes; Uber Eats,,
,64943,7fa5f4c2aaee98df,Chopstick House,Restaurant,,1780 Markham Rd,Toronto,ON,M1B 2W2,Canada,,,,,,,,,(416) 293-9990,0,,Chinese,$$,DoorDash; Google Analytics; Skip the Dishes; Uber Eats,,
,64944,8344704bd68c12c5,Hwanggane Food,Restaurant,,7040 Yonge St,Vaughan,ON,L4J 1V7,Canada,,,,,,,,,(647) 699-9387,0,,Korean; Japanese,$,DoorDash; Skip the Dishes,,
,64945,8aa5dcabc018f013,Kam Han,Restaurant,,12445 Lake Fraser Dr SE,Calgary,AB,T2J 7A4,Canada,John,Fung,President,General,,,,,(403) 278-1211,1,,Chinese,$$,Chownow; GoDaddy Sites; Skip the Dishes; WooCommerce,Chownow,
,64946,873897433e7cb37f,Damso Izakaya,Restaurant,,10352 82 Ave NW,Edmonton,AB,T6E 1Z8,Canada,So Dam,Han,Manager,General,,,,,(587) 523-2108,1,,American; Japanese; Chinese,,Skip the Dishes; Uber Eats; Wix Restaurants,Wix Restaurants,
,64947,89a19025c6821db7,Japan Go,Restaurant,,687 Main St,Moncton,NB,E1C 1E3,Canada,Eiri,Ota,General Manager,Operations,,,,,(506) 854-3600,2,japango687@gmail.com,Japanese,$$,DoorDash; Facebook Pixel; Google Analytics; Skip the Dishes; Stripe; Uber Eats; WooCommerce,,
