Snowball Map,Map Correction,Last Activity Date,Mobile - Primary,Business Phone,Company / Account,First Name,Last Name,Email,Street,Zip/Postal Code,City,State/Province,Country
62648,45801,1/30/2023,,(571) 758-8636,XING WANG GARDEN RESTAURANT,,XING WANG GARDEN RESTAURANT,,839 55TH ST FL 1,11220,BROOKLYN,NY,USA
62647,45791,4/12/2023,,(718) 530-3073,New Champion Wok,,New Champion Wok,,1039 41st Ave,11101,Long Island City,NY,USA
62646,46257,2/23/2023,,(614) 224-6848,HO-TOY,,HO-TOY,,11 W STATE ST,43215,COLUMBUS,OH,USA
62645,46508,1/23/2023,,(503) 771-2299,OCEAN CITY RESTAURANT,,OCEAN CITY RESTAURANT,,3016 SE 82ND AVE,97266,PORTLAND,OR,USA
62644,46491,11/1/2022,(702) 557-1562,(702) 557-1562,AMAZING THAI RESTAURANT,,AMAZING THAI RESTAURANT,,3000 W ANN RD,89031,NORTH LAS VEGAS,NV,USA
62643,46494,11/1/2022,(702) 909-8987,(702) 909-8987,AMAZING THAI 2,,AMAZING THAI 2,,7425 S DURANGO DR,89113,LAS VEGAS,NV,USA
62642,46498,11/1/2022,(775) 828-7227,(775) 828-7227,ASIAN NOODLES,,ASIAN NOODLES,,1290 E PLUMB LN STE I,89502,RENO,NV,USA
62641,,11/18/2022,,(210) 734-7248,BEIJING EXPRESS,,BEIJING EXPRESS,,4407 BLANCO RD,78212,SAN ANTONIO,TX,USA
62640,,2/21/2023,,(318) 574-0011,Chopsticks,,Chopsticks,,147 Hwy 55 S,71282,Tallulah,LA,USA
62639,46422,2/23/2023,,(318) 390-2806,Imperial Express,,Imperial Express,,2034 Highway 80,71037,Haughton,LA,USA
62638,,3/28/2023,(718) 864-2310,(718) 265-4488,Kung Fu Restaurant,,Kung Fu Restaurant,,1950 Bath Ave Ste 5,11214,Brooklyn,NY,USA
62637,45868,3/10/2023,,(412) 621-2326,Hunan Bar,,Hunan Bar,,239 Atwood St,15213,Pittsburgh,PA,USA
62636,46230,2/15/2023,,(859) 245-2888,WAH MEI CHINESE RESTAURANT,,WAH MEI CHINESE RESTAURANT,,4750 HARTLAND PKWY,40515,LEXINGTON,KY,USA
62635,46229,12/27/2022,,(859) 388-9988,HAPPY DRAGON,,HAPPY DRAGON,,1510 NEWTOWN PIKE,40511,LEXINGTON,KY,USA
62634,46420,3/24/2023,,(308) 534-3683,King Buffet,,King Buffet,,402 E Leota St Ste 1,69101,North Platte,NE,USA
62633,46439,11/22/2022,,(903) 845-4300,CHINA DRAGON,,CHINA DRAGON,,709 E BROADWAY AVE,75647,GLADEWATER,TX,USA
62632,46226,2/16/2023,,(859) 737-0381,TASTE OF CHINA,,TASTE OF CHINA,,600 BYPASS RD,40391,WINCHESTER,KY,USA
62631,46222,12/19/2022,(502) 822-1017,(502) 822-1017,ASIAN HOUSE,,ASIAN HOUSE,,9707 DIXIE HWY,40272,LOUISVILLE,KY,USA
62630,46244,2/15/2023,,(606) 439-5001,PEKING CHINESE RESTAURANT,,PEKING CHINESE RESTAURANT,,33 BOONE RIDGE ROAD,41701,HAZARD,KY,USA
62629,46031,2/10/2023,,(404) 296-3566,Wings House,,Wings House,,4065 Memorial Dr Ste A,30032,Decatur,GA,USA
62628,46030,2/12/2023,,(770) 752-8488,Sushi Sumo,,Sushi Sumo,,3005 Old Alabama Road,30022,Alpharetta,GA,USA
62627,46393,4/6/2023,,(815) 730-3838,Sushiya Asian Cuisine,,Niu,,2721 W Jefferson St,60435,Joliet,IL,USA
62626,46364,12/29/2022,,(616) 257-3378,GREAT LAKES,,GREAT LAKES,,1851 44TH ST SW,49519,WYOMING,MI,USA
62625,46351,12/29/2022,,(517) 541-2788,GOOD FLAVORS CHINESE RESTAURANT,,GOOD FLAVORS CHINESE RESTAURANT,,504 W LAWRENCE AVE,48813,CHARLOTTE,MI,USA
62624,45978,1/24/2023,,(252) 537-1889,GREAT WALL,,GREAT WALL,,136 ROANOKE AVE,27870,ROANOKE RAPIDS,NC,USA
62623,46059,3/2/2023,,(912) 681-9777,ORIENT EXPRESS,,ORIENT EXPRESS,,15 UNIVERSITY PL,30458,STATESBORO,GA,USA
62622,46058,3/1/2023,,(478) 237-6507,NEW CHINA RESTAURANT,,NEW CHINA RESTAURANT,,622 S MAIN ST,30401,SWAINSBORO,GA,USA
62621,46370,2/23/2023,,(563) 583-8860,GREAT DRAGON,,GREAT DRAGON,,3500 DODGE ST SUITE 125,52003,DUBUQUE,IA,USA
62620,46395,4/4/2023,,(630) 323-9393,Katy S Dumpling House,,Katy S Dumpling House,,665 N Cass Ave,60559,Westmont,IL,USA
62619,46053,2/28/2023,,(404) 327-7810,CHAI PEKING CHINESE RESTAURANT,,CHAI PEKING CHINESE RESTAURANT,,2205 LAVISTA RD,30329,ATLANTA,GA,USA
62618,46402,3/19/2023,,(773) 237-8595,Star East,,Star East,,5712 W Fullerton Ave,60639,Chicago,IL,USA
62617,46401,3/21/2023,,(773) 525-7479,Orange Garden Restaurant,,Orange Garden Restaurant,,1942 W Irving Park Rd,60613,Chicago,IL,USA
62616,46359,4/3/2023,,(517) 265-2480,LOTUS PALACE RESTAURANT,,LOTUS PALACE RESTAURANT,,134 N MAIN ST,49221,ADRIAN,MI,USA
62615,46377,11/11/2022,,(585) 576-3724,China Max,,China Max,,3925 Eagan Outlets Pkwy,55122,Saint Paul,MN,USA
62614,46152,2/10/2023,,(931) 359-0488,CHINA WOK,,CHINA WOK,,910 N ELLINGTON PKWY,37091,LEWISBURG,TN,USA
62613,,2/10/2023,,(423) 744-7878,CHINA WOK,,CHINA WOK,,1850 DECATUR PIKE,37303,ATHENS,TN,USA
62612,46151,2/8/2023,,(615) 443-3338,CHINA WOK,,CHINA WOK,,1418B W MAIN ST,37087,LEBANON,TN,USA
62611,,2/8/2023,,(865) 577-8998,CHINA WOK,,CHINA WOK,,10721 CHAPMAN HWY # 3,37865,SEYMOUR,TN,USA
62610,45872,2/27/2023,,(814) 742-0850,CHINA CHEF,,CHINA CHEF,,96 MAIN ST,16617,BELLWOOD,PA,USA
62609,46342,12/12/2022,,(812) 268-6603,CHINA WOK,,CHINA WOK,,805 N SECTION ST,47882,SULLIVAN,IN,USA
62608,,3/14/2023,(917) 868-6456,(812) 853-2680,Golden Buddha - 少送,,Jenny,,5066 IN-261,47630,NEWBURGH,IN,USA
62607,46340,3/13/2023,(812) 618-8748,(812) 858-8238,CHINA VILLAGE,,CHINA VILLAGE,,8423 BELL OAKS DR,47630,NEWBURGH,IN,USA
62606,45990,4/5/2023,,(252) 527-9600,Main Moon,,Main Moon,,909 W Vernon Ave Ste E,28501,Kinston,NC,USA
62605,46010,4/7/2023,,(843) 215-2255,Mon Cafe Japanese,,Mon Cafe Japanese,,2734 Beaver Run Blvd Unit A,29575,Myrtle Beach,SC,USA
62604,45820,4/11/2023,(646) 288-9917,(718) 997-8830,China King - 6462889917 -送餐,,陳,,101-19 Queens Blvd,11375,Queens,NY,USA
62603,45715,2/21/2023,,(203) 458-0228,SOM SIAM THAI RESTAURANT,,SOM SIAM THAI RESTAURANT,,63 WHITFIELD ST,6437,GUILFORD,CT,USA
62602,45719,11/16/2022,,(203) 865-4000,BASIL RESTAURANT,,BASIL RESTAURANT,,142 HOWE ST,6511,NEW HAVEN,CT,USA
62601,45855,4/7/2023,,(845) 561-9188,GREAT WALL,,GREAT WALL,,39 N PLANK RD #17,12550,NEWBURGH,NY,USA
62600,,4/7/2023,,(718) 583-7241,GREAT WALL,,GREAT WALL,,159 W TREMONT AVE,10453,THE BRONX,NY,USA
62599,45800,4/11/2023,,(718) 342-1299,GREAT WALL,,GREAT WALL,,1539 E NEW YORK AVE,11212,BROOKLYN,NY,USA
62598,45753,2/9/2023,,(212) 926-8301,GREAT WALL,,GREAT WALL,,527-9 MALCOLM X BLVD,10037,NEW YORK,NY,USA
62597,46512,2/21/2023,,(253) 639-6300,Covington Teriyaki,,Covington Teriyaki,,27116 167th Pl SE Ste 116,98042,Kent,WA,USA
62596,,2/17/2023,,(315) 769-8899,A1 KINGS BUFFET,,A1 KINGS BUFFET,,94 GROVE ST,13662,MASSENA,NY,USA
62595,,4/6/2023,,(718) 728-1614,TASTE OF CHINA,,TASTE OF CHINA,,4501 Broadway,11103,Queens,NY,USA
62594,46015,1/11/2023,,(864) 991-8673,Kyoto Express,,Kyoto Express,,702 Cedar Lane Rd,29617,Greenville,SC,USA
62593,45835,2/20/2023,,(516) 506-2261,Authentic Thai Cuisine,,Authentic Thai Cuisine,,2225 Jerusalem Ave,11566,North Merrick,NY,USA
62592,46136,3/13/2023,,(407) 957-9900,GOLDEN BUFFET CITY OF ST CLOUD,,GOLDEN BUFFET CITY OF ST CLOUD,,4551 13TH ST,34769,SAINT CLOUD,FL,USA
62591,45777,4/6/2023,,(718) 893-3200,FU XING,,FU XING,,1270 MORRISON AVE,10472,THE BRONX,NY,USA
62590,45752,2/22/2023,,(212) 233-2433,FOOD KING,,FOOD KING,,56 MARKET ST,10002,NEW YORK,NY,USA
62589,46135,3/9/2023,,(941) 378-4114,RICE BOX EXPRESS - SARASOTA,,RICE BOX EXPRESS - SARASOTA,,1780 N HONORE AVE,34235,SARASOTA,FL,USA
62588,,2/21/2023,,(718) 617-6246,CHINA GARDEN RESTAURANT,,CHINA GARDEN RESTAURANT,,1205 STRATFORD AVE,10472,THE BRONX,NY,USA
62587,45913,3/14/2023,,(410) 732-3818,CHINA WOK,,CHINA WOK,,200 N HIGHLAND AVE # 1,21224,BALTIMORE,MD,USA
62586,,1/16/2023,,(601) 469-2000,ZHENG GARDEN,,ZHENG GARDEN,,985 MS-35,39074,FOREST,MS,USA
62585,,1/25/2023,,(662) 773-5671,TASTE OF CHINA,,TASTE OF CHINA,,952 W MAIN ST,39339,LOUISVILLE,MS,USA
62584,,1/19/2023,,(228) 897-7772,PANDA HOUSE,,PANDA HOUSE,,1315 E PASS RD,39507,GULFPORT,MS,USA
62583,46198,1/25/2023,,(662) 256-8048,PANDA BUFFET,,PANDA BUFFET,,230 N MAIN ST,38821,AMORY,MS,USA
62582,46200,1/24/2023,,(662) 283-5057,NO. 1 CHINESE RESTAURANT,,NO. 1 CHINESE RESTAURANT,,608 N APPLEGATE ST,38967,WINONA,MS,USA
62581,46199,1/23/2023,,(662) 451-1101,MAI LITTLE CHINA LLC,,MAI LITTLE CHINA LLC,,617 W PARK AVE,38930,GREENWOOD,MS,USA
62580,46216,1/25/2023,,(228) 872-4688,DYNASTY BUFFET,,DYNASTY BUFFET,,2955 BIENVILLE BLVD,39564,OCEAN SPRINGS,MS,USA
62579,,1/25/2023,,(662) 290-0500,CHINA WOK,,CHINA WOK,,203 MS-12,39090,KOSCIUSKO,MS,USA
62578,45845,2/1/2023,,(516) 845-7705,CHINA II,,CHINA II,,1 NORTHWEST DR,11735,FARMINGDALE,NY,USA
62577,46119,3/8/2023,,(305) 223-2827,Good Chef Restaurant,,Good Chef Restaurant,,11459 SW 40TH ST,33165,MIAMI,FL,USA
62576,,4/7/2023,,(603) 752-2888,The Dumpling House,,Ms陈,,715 Main St,3570,Berlin,NH,USA
62575,45776,2/2/2023,,(718) 378-3138,CHINESE 5 STAR,,CHINESE 5 STAR,,1715 E 174TH ST,10472,THE BRONX,NY,USA
62574,45789,4/7/2023,,(845) 429-9159,CHINA WOK,,CHINA WOK,,32 S LIBERTY DR # 4,10980,STONY POINT,NY,USA
62573,45775,4/11/2023,,(718) 583-7666,NEW CHINA,,NEW CHINA,,240 E 174TH ST,10457,THE BRONX,NY,USA
62572,,2/9/2023,,(516) 239-1352,NEW CHINA,,NEW CHINA,,205 MOTT AVE,11559,LAWRENCE,NY,USA
62571,46096,4/11/2023,,(850) 455-9407,HOUSE OF CHONG,,HOUSE OF CHONG,,3820 W NAVY BLVD,32507,PENSACOLA,FL,USA
62570,46095,1/26/2023,,(850) 457-2688,JIN JIN RESTAURANT,,JIN JIN RESTAURANT,,32 S BLUE ANGEL PKWY,32506,PENSACOLA,FL,USA
62569,45707,2/21/2023,,(860) 242-6363,THAIPALACECUISINE CO,,THAIPALACECUISINE CO,,18 WINTONBURY MALL,6002,BLOOMFIELD,CT,USA
62568,45724,2/21/2023,,(203) 846-3533,THAI SPICE LLC,,THAI SPICE LLC,,345 MAIN AVE STE 2,6851,NORWALK,CT,USA
62567,45723,2/21/2023,,(203) 917-4633,Xay's Kitchen Laos & Thai Cuisine,,Xay's Kitchen Laos & Thai Cuisine,,35 White St UNIT 4,6810,Danbury,CT,USA
62566,45751,2/17/2023,,(212) 766-0821,ASIAN WOK,,ASIAN WOK,,88 FULTON ST,10038,NEW YORK,NY,USA
62565,46108,1/17/2023,,(407) 839-1236,EMPIRE SZECHUAN,,EMPIRE SZECHUAN,,341 N ORANGE AVE,32801,ORLANDO,FL,USA
62564,46105,1/26/2023,,(407) 671-3578,HE SHENG,,HE SHENG,,7756 University Boulevard,32792,Winter Park,FL,USA
62563,,4/6/2023,,(727) 787-1777,CHINA TASTE,,CHINA TASTE,,658 E LAKE RD S,34685,PALM HARBOR,FL,USA
62562,,1/18/2023,,(407) 333-0098,CHENG'S CHINESE RESTAURANT,,CHENG'S CHINESE RESTAURANT,,3705 LAKE EMMA RD,32746,LAKE MARY,FL,USA
62561,46104,1/18/2023,,(386) 738-8678,GRAND CHINA,,GRAND CHINA,,3110 N WOODLAND BLVD,32720,DELAND,FL,USA
62560,45750,2/9/2023,,(212) 862-8818,KING GARDEN,,KING GARDEN,,1 W 137TH ST #2,10037,NEW YORK,NY,USA
62559,46513,2/7/2023,,(206) 622-8801,New Star Seafood Restaurant,,New Star Seafood Restaurant,,516 S Jackson St,98104,Seattle,WA,USA
62558,45992,4/5/2023,,(828) 349-9803,Asian King,,Asian King,,109 Commons Dr,28734,Franklin,NC,USA
62557,45702,4/6/2023,,(401) 453-3133,New Garden Restaurant,,New Garden Restaurant,,1111 Atwells Ave,2909,Providence,RI,USA
62556,45701,4/6/2023,,(401) 273-7520,New Hong Kong Restaurant,,New Hong Kong Restaurant,,572 Cranston St,2907,Providence,RI,USA
62555,45700,4/6/2023,,(401) 461-2060,Jade Island Restaurant,,Jade Island Restaurant,,292 Reservoir Ave,2907,Providence,RI,USA
62554,45774,4/6/2023,,(718) 884-0077,GOLDEN GATE,,GOLDEN GATE,,300 W 231ST ST,10463,THE BRONX,NY,USA
62553,46336,3/19/2023,,(765) 868-0785,ORIENTAL KING RESTAURANT,,ORIENTAL KING RESTAURANT,,909 BELVEDERE DR,46901,KOKOMO,IN,USA
62552,45860,4/6/2023,,(716) 832-0463,GOLDEN DRAGON,,GOLDEN DRAGON,,3650 HARLEM RD,14225,CHEEKTOWAGA,NY,USA
62551,46133,3/15/2023,(347) 410-0589,(239) 997-7100,HUAS GARDEN RESTAURANT,,Ms 王,,4150 HANCOCK BRIDGE PKWY #9,33903,NORTH FORT MYERS,FL,USA
62550,,4/7/2023,,(718) 538-9042,HAPPY GARDEN,,HAPPY GARDEN,,1170 Ogden Avenue,10452,The Bronx,NY,USA
62549,45861,3/13/2023,(646) 217-2912,(315) 946-9665,GREAT WALL CHINESE RESTAURANT,,GREAT WALL CHINESE RESTAURANT,,18 GENEVA ST,14489,LYONS,NY,USA
62548,45844,2/10/2023,,(516) 624-7800,La Pizzetta,,La Pizzetta,,1008 Oyster Bay Rd,11732,East Norwich,NY,USA
62547,45988,1/24/2023,,(910) 868-8775,JAPAN EXPRESS,,JAPAN EXPRESS,,"2132 SKIBO ROAD,SUITE 112",28314,FAYETTEVILLE,NC,USA
62546,,1/20/2023,,(828) 787-1680,Asian House,,Asian House,,151 Helens Barn Ave,28741,Highlands,NC,USA
62545,,2/23/2023,,(803) 774-4242,Happy Bowl,,Happy Bowl,,35 E W Wesmark Blvd,29150,Sumter,SC,USA
62544,45997,2/23/2023,,(803) 469-8615,Chicken Shack Restaurant,,Chicken Shack Restaurant,,3755 Camden Hwy,29040,Dalzell,SC,USA
62543,46014,3/3/2023,,(864) 288-3800,Lieu's Asian Bistro,,Lieu's Asian Bistro,,103 E Beacon Dr,29615,Greenville,SC,USA
62542,46330,3/17/2023,,(317) 889-9988,EGG ROLL NUMBER 1,,EGG ROLL NUMBER 1,,640 SOUTH US-31,46142,GREENWOOD,IN,USA
62541,46329,12/9/2022,(917) 743-8828,(765) 653-0828,NO. 1,,Sandy,,1360 INDIANAPOLIS RD,46135,GREENCASTLE,IN,USA
62540,46088,1/26/2023,,(850) 727-8909,Little Masa,,Little Masa,,619 S Woodward Ave STE 105,32304,Tallahassee,FL,USA
62539,45843,4/7/2023,,(631) 968-9406,HONG HING,,HONG HING,,1527 BRENTWOOD RD,11706,BAY SHORE,NY,USA
62538,45773,4/7/2023,,(718) 842-4165,HING WONG,,HING WONG,,721 WESTCHESTER AVE,10455,THE BRONX,NY,USA
62537,45830,4/11/2023,,(718) 843-1322,NEW CHUN FENG,,NEW CHUN FENG,,125-18 LIBERTY AVE,11419,JAMAICA,NY,USA
62536,45859,4/4/2023,,(716) 876-6868,NEW CHINA RESTAURANT,,NEW CHINA RESTAURANT,,2166 DELAWARE AVE,14216,BUFFALO,NY,USA
62535,46203,1/23/2023,,(601) 936-5990,Yummy Japanese Express,,Yummy Japanese Express,,3039 Highway 80 E,39208,Pearl,MS,USA
62534,46197,1/19/2023,,(662) 346-4266,Rock N Roll Sushi,,Rock N Roll Sushi,,3999 N Gloster St,38804,Tupelo,MS,USA
62533,45829,4/7/2023,,(718) 848-3100,CHOPSTICKS,,CHOPSTICKS,,117-18 LIBERTY AVE,11419,SOUTH RICHMOND HILL,NY,USA
62532,45819,4/6/2023,,(718) 898-8855,CHINA DELIGHT,,CHINA DELIGHT,,9912 37TH AVE,11368,FLUSHING,NY,USA
62531,45828,3/30/2023,,(929) 433-0148,Juicy King Crab Express,,Unknown,,19914 Hollis Ave,11412,Queens,NY,USA
62530,45799,3/30/2023,,(718) 684-6008,Juicy King Crab Express,,Unknown,,837 Franklin Ave,11225,Brooklyn,NY,USA
62529,45798,3/30/2023,,(718) 856-0088,Juicy King Crab Express,,Unknown,,4805 Church Ave,11203,Brooklyn,NY,USA
62528,45834,3/31/2023,,(516) 460-8411,Hook & Reel Cajun Seafood & Bar,,Unknown,,694 Sunrise Hwy,11581,Valley Stream,NY,USA
62527,45797,3/31/2023,,(718) 763-9800,Hook & Reel Cajun Seafood & Bar,,Unknown,,2183A Ralph Ave,11234,Brooklyn,NY,USA
62526,45787,3/31/2023,,(914) 355-7739,Hook & Reel Cajun Seafood & Bar,,Unknown,,2375 Central Park Ave,10710,Yonkers,NY,USA
62525,45772,3/31/2023,,(347) 621-0808,Hook & Reel Cajun Seafood & Bar,,Unknown,,75 Metropolitan Oval,10462,Bronx,NY,USA
62524,45771,3/31/2023,,(212) 901-0508,Hook & Reel Cajun Seafood & Bar,,Unknown,,961 E 174th St,10460,Bronx,NY,USA
62523,45766,3/31/2023,,(718) 351-3164,Hook & Reel Cajun Seafood & Bar,,Unknown,,2590 Hylan Blvd,10306,Staten Island,NY,USA
62522,46444,3/30/2023,,(713) 524-4499,BB's Tex-Orleans,,Unknown,,2710 Montrose Blvd,77006,Houston,TX,USA
62521,46481,3/31/2023,,(520) 340-4349,Angry Crab Shack,,Unknown,,1601 E Florence Blvd,85122,Casa Grande,AZ,USA
62520,46453,3/30/2023,,(281) 412-7742,7Spice,,Unknown,,"11011 Shadow Creek Pkwy, Ste 113",77584,Pearland,TX,USA
62519,46443,3/30/2023,,(713) 943-7742,7Spice,,Unknown,,11013 Fuqua St,77089,Houston,TX,USA
62518,46442,3/30/2023,,(281) 447-7742,7Spice,,Unknown,,10255 North Fwy,77037,Houston,TX,USA
62517,46441,3/30/2023,,(832) 770-7742,7Spice,,Unknown,,"5950 Gulf Fwy, Ste 300",77023,Houston,TX,USA
62516,46452,4/3/2023,,(281) 990-9992,Famous Wok,,Unknown,,500 Baybrook Mall,77546,Friendswood,TX,USA
62515,45706,4/3/2023,,(207) 622-3137,Bento Sushi,,Unknown,,29 Whitten Rd,4330,Augusta,ME,USA
62514,45704,4/3/2023,,(207) 647-2015,Bento Sushi,,Unknown,,109 Portland Rd,4009,Bridgton,ME,USA
62513,46102,4/3/2023,,(352) 377-8686,Bento Asian Kitchen + Sushi,,Unknown,,"3832 W Newberry Rd, Unit 1J",32607,Gainesville,FL,USA
62512,46274,4/3/2023,,(440) 255-4370,Asian Chao,,Unknown,,"7850 Mentor Ave, Ste 866",44060,Mentor,OH,USA
62511,46139,4/3/2023,,(772) 403-2057,Asian Chao,,Unknown,,"3298 NW Federal Hwy, Ste 3276",34957,Jensen Beach,FL,USA
62510,46125,4/3/2023,,(813) 909-4842,Asian Chao,,Unknown,,2300 Grand Cypress Dr,33559,Lutz,FL,USA
62509,46298,3/31/2023,,(513) 996-0002,Crafty Crab,,Mr 郑,,11790 Springfield Pike,45246,Springdale,OH,USA
62508,45741,3/30/2023,,(856) 665-2000,Crab Du Jour Xpress - Pennsauken,,Unknown,,7801 Maple Ave,8109,Pennsauken,NJ,USA
62507,45945,3/30/2023,,(540) 805-3925,Crab Du Jour Cajun Seafood & Bar,,Ms 施,,2301 W Hundred Rd,23831,Chester,VA,USA
62506,45788,4/4/2023,,(914) 488-6448,Crab Du Jour Cajun Seafood & Bar,,Steve,,810 Pelham Parkway,10803,Pelham,NY,USA
62505,45977,3/30/2023,,(252) 296-8888,Crab Du Jour - Wilson,,Unknown,,2935 Raleigh Rd Pkwy W,27896,Wilson,NC,USA
62504,45878,3/31/2023,,(610) 443-8676,Crab Du Jour - Whitehall,,Unknown,,1063 Grape St,18052,Whitehall,PA,USA
62503,45894,3/31/2023,,(302) 508-6988,Crab Du Jour - Newark,,Unknown,,1000 Churchmans Rd,19713,Newark,DE,USA
62502,45884,3/31/2023,,(267) 583-3911,Crab Du Jour - Langhorne,,Unknown,,1201 E Lincoln Hwy,19047,Langhorne,PA,USA
62501,45743,3/31/2023,,(609) 438-9888,Crab Du Jour - Hamilton,,Unknown,,1051 Whitehorse Mercerville Rd,8610,Hamilton,NJ,USA
62500,,3/31/2023,,(856) 393-8182,Crab Du Jour - Delran,,Unknown,,4000 US-130,8075,Delran,NJ,USA
62499,,3/31/2023,,(215) 392-9988,Crab Du Jour,,Ms 黄,,6000 N Broad St Philadelphia Pa 19141,19141,Philadelphia,PA,USA
62498,46333,3/30/2023,,(317) 991-5894,Yats,,Unknown,,1420 W 86th St,46260,Indianapolis,IN,USA
62497,46332,3/30/2023,,(317) 253-8817,Yats,,Unknown,,5363 N College Ave,46220,Indianapolis,IN,USA
62496,46328,3/30/2023,,(317) 964-0565,Yats,,Unknown,,9259 US Hwy 36,46123,Avon,IN,USA
62495,46327,3/30/2023,,(317) 776-7050,Yats,,Unknown,,"13901 Town Center Blvd, Hamilton Town Center Mall",46060,Noblesville,IN,USA
62494,,2/20/2023,(518) 596-0088,,SparX Fine Chinese Cuisine 王府宴,Peter,Wang,,1570 U.S. 9,12065,Clifton Park,NY,USA
62493,,2/20/2023,(312) 823-0728,,China wok,Hong,Liang,,641 West State Street,60134,Geneva,IL,USA
62492,,2/20/2023,(740) 215-9199,,Unknown,Johnny,Ren,,226 Lafayette Street,43140,London,OH,USA
62491,,2/28/2023,(606) 356-8266,,Yamato,Yinghua,Ye,,1362 Rombach Avenue,45177,Wilmington,OH,USA
62490,,3/1/2023,646-852-1085,,Golden Star,鸿,李,,1402 Derry St,17104,Harrisburg,PA,USA
62489,,3/15/2023,(626) 500-7262,,Unknow,,Zhou Kun,,16490 East 14th Street,94578,San Leandro,CA,USA
62488,,3/16/2023,(347) 781-3701,,cHiNADRAGONkITCHEN,Po,Zhang,,18VillgeAVeElmontLL,,,,USA
62487,,3/21/2023,(646) 286-5336,,Quick Grill Japan,,xiaodong xia,,1445 Richmond Avenue,10314,Staten Island,NY,USA
62486,,2/8/2023,(929) 316-6676,,ad,a,z,,411 High Ridge Rd,6905,Stamford,CT,USA
62485,,4/11/2023,(734) 478-8420,,Sapporo Ramen & Noodle Bar,,Unknown,,317 M. A. C. Ave,48823,East Lansing,MI,USA
62484,,3/22/2023,(443) 686-1615,(407) 604-3022,Winter Springs Seafood Station,,Ms 刘,,158 W State Rd 434,32708,Winter Springs,FL,USA
62483,45944,1/23/2023,(804) 571-6231,(804) 571-6231,BANGKOK THAI,,BANGKOK THAI,,11 W HUNDRED RD,23836,CHESTER,VA,USA
62482,45947,1/23/2023,,(276) 236-7288,CANTON RESTAURANT,,CANTON RESTAURANT,,114 S MAIN ST,24333,GALAX,VA,USA
62481,,1/23/2023,(757) 686-8544,(757) 686-8544,ASIAN CUISINE,,ASIAN CUISINE,,3115 WESTERN BRANCH BLVD # 119,23321,CHESAPEAKE,VA,USA
62480,45908,1/23/2023,(703) 729-3298,(703) 729-3298,ASIA CAFE,,ASIA CAFE,,43150 BROADLANDS CENTER PLAZA #106,20148,BROADLANDS,VA,USA
62479,45744,2/22/2023,,(732) 651-8881,Wok - Permanently closed,,Wok,,77 Tices Ln # B,8816,East Brunswick,NJ,USA
62478,46286,1/13/2023,,(330) 337-5030,Sunny's Chinese Restaurant,,Sunny's Chinese Restaurant,,789 W State St,44460,Salem,OH,USA
62477,46440,12/15/2022,(626) 898-3727,(325) 939-1888,DRAGONLICIOUS,,Steve,,2503 SHERWOOD WAY,76901,SAN ANGELO,TX,USA
62476,,11/2/2022,,(978) 589-9666,Bamboo Fine Asian Cuisine,,Bamboo Fine Asian Cuisine,,1 Lan Dr,1886,Westford,MA,USA
62475,45880,3/17/2023,,(570) 585-5106,SUNNY,,SUNNY,,1121 NORTHERN BLVD #2263,18411,CLARKS SUMMIT,PA,USA
62474,45670,11/3/2022,NO,(781) 275-5888,Bamboo-Bedford Fine Asian Cuisine & Sushi Bar,,Bamboo-Bedford Fine Asian Cuisine & Sushi Bar,,213 Burlington Rd,1730,Bedford,MA,USA
62473,45666,3/13/2023,,(508) 764-2052,Panda Garden,,Panda Garden,,102 Mechanic St,1550,Southbridge,MA,USA
62472,45887,2/7/2023,(215) 485-0897,(215) 276-3000,IMPERIAL PALACE CHINESE RESTAURANT,,Ms. 张,,5921 N BROAD ST,19141,PHILADELPHIA,PA,USA
62471,45680,3/5/2023,,(617) 629-5909,Lotus Xpress,,Lotus Xpress,,167 Broadway,2145,Somerville,MA,USA
62470,45679,3/5/2023,,(781) 337-1856,Cathay Center Restaurant,,Cathay Center Restaurant,,211 Bridge St,2191,Weymouth,MA,USA
62469,45686,3/5/2023,,(617) 558-2888,Jean and Lee Kitchen,,Jean and Lee Kitchen,,108 Oak St,2464,Newton,MA,USA
62468,45936,2/27/2023,,(540) 778-2900,CHINA CHIEF,,CHINA CHIEF,,558 W MAIN ST STE B,22851,STANLEY,VA,USA
62467,46148,1/17/2023,,(334) 347-8818,NEW CENTURY CHINESE BUFFET,,NEW CENTURY CHINESE BUFFET,,913 RUCKER BLVD,36330,ENTERPRISE,AL,USA
62466,46147,2/16/2023,,(334) 585-0136,NEW CHINA,,NEW CHINA,,104 DOTHAN RD,36310,ABBEVILLE,AL,USA
62465,46185,2/21/2023,,(865) 588-2002,PLUM TREE CHINESE RESTAURANT,,PLUM TREE CHINESE RESTAURANT,,7052 KINGSTON PIKE,37919,KNOXVILLE,TN,USA
62464,46189,2/17/2023,,(901) 327-3838,NUMBER ONE CHINESE KITCHEN,,NUMBER ONE CHINESE KITCHEN,,1219 GETWELL RD,38111,MEMPHIS,TN,USA
62463,46184,2/16/2023,,(865) 938-8922,PANDA GARDEN,,PANDA GARDEN,,2423 CALLAHAN DR,37912,KNOXVILLE,TN,USA
62462,46400,3/19/2023,,(312) 624-8628,Taste Of China,,Taste Of China,,2511 N Lincoln Ave,60614,Chicago,IL,USA
