Exclusion Check,Snowball Map,ID,Name,Business Type,Chain,Street,City/Town,State/Province Code,Zip/Postal Code,Country,First Name,Last Name,Title,Role,Contact Email,Contact Phone,Established,Estimated Employees,Phone,Contact Count,Most Common Email,Cuisines (Regional),Price Range,Website Technology Vendors,Ordering Solutions,Cloud Point of Sale System
,60814,607f74cf3da95b81,Ginza Sushi,Restaurant,,74 Front St,Penticton,BC,V2A 1H1,Canada,,,,,jkfirstinc@gmail.com,,,,(250) 493-0303,0,jkfirstinc@gmail.com,Japanese,$$,Facebook Pixel,,
,60815,58e677cfb1b6ecf7,Happy Garden Restaurant,Restaurant,,5905 Malden Rd,LaSalle,ON,N9H 1S6,Canada,Yukching,Lai,Proprietor,Owner,,,,,(519) 966-7728,1,,Indian; Chinese,$$,Chownow; Skip the Dishes; Uber Eats,Chownow,
,60816,55a824c7ae484926,Bai Jia Lao Tang ( North western Chinese cuisine),Restaurant,,160 University Ave W,Waterloo,ON,N2L 3E9,Canada,,,,,,,,,(519) 725-0681,0,,Cantonese; Chinese,$$,DoorDash; Uber Eats,,
,60817,575a5102c5c59434,Guang Zhou Restaurant,Restaurant,,108 Main St N,Preeceville,SK,S0A 3B0,Canada,,,,,,,,,(306) 547-3326,0,,Chinese,,,,
,60818,5a93ec865820b8ee,Momos Eh!,Restaurant,,129 King St E,Clarington,ON,L1C 1N6,Canada,,,,,,,,,(905) 419-5070,0,,Indian; Chinese,$$,DoorDash; Skip the Dishes; Uber Eats,,
,60819,57e989fdaba48181,Ricey Silo,Restaurant,,505 HWY-7,Markham,ON,L3T 7T1,Canada,,,,,riceysilo@gmail.com,,,,(905) 597-0087,0,riceysilo@gmail.com,Chinese,,Google Analytics,,
,60820,4ddbacb17a1a44a7,Sushi & Kitchen,Restaurant,,5620 Signal Hill Cntr SW,Calgary,AB,T3H 3P8,Canada,Weixing,Dong,Manager,General,,,,,(587) 777-9999,1,sushiandkitchen@gmail.com,Japanese; Thai,$$,Skip the Dishes,,
,60821,58415db6b2d1999a,Wow Bao,Restaurant,,530 Oxford St W,London,ON,N6H 1T6,Canada,,,,,contact@wowbao.com,,,,(519) 472-2187,0,contact@wowbao.com,Chinese,$,Apple App Store; Facebook Pixel; Goldbelly; Google Analytics; Paytronix Loyalty; Skip the Dishes; Uber Eats; WooCommerce,Goldbelly,
,60822,54d6f1cea43b1e34,Oriental House Restaurant,Restaurant,,266 Elgin St,Ottawa,ON,K2P 1M2,Canada,Lara,Rasooli,Director,General,,,,,(613) 563-2695,1,orientalhouse@live.com,Chinese,$$,Libro; Uber Eats,,
,60823,4cc423fa23326a7f,Sam Street Food,Restaurant; Ice Cream Shop,,1030 Walker Rd,Windsor,ON,N8Y 2N5,Canada,,,,,order@samstreetfood.com,,,,(519) 745-1423,0,,Korean; Japanese; Chinese,$,DoorDash; Skip the Dishes; Uber Eats,,
,60824,56180cec9c5a076a,South Ocean Restaurant,Restaurant,,141 Scurfield Blvd,Winnipeg,MB,R3Y 1L6,Canada,Pauline,Leung,Proprietor,Owner,,,,,(204) 489-6661,1,,Chinese,$,,,
,60825,52483c220ad452f5,Kun's Omakase Bar,Restaurant,,3500 Moncton St,Richmond,BC,V7E 3A2,Canada,,,,,,,,,(604) 370-2101,0,,Japanese,,Uber Eats,,
,60826,4d670c00cbad3020,Oriens,Restaurant,,1590 Mountain Rd,Moncton,NB,E1G 1A4,Canada,,,,,,,,,(506) 386-3462,0,oriensmoncton@gmail.com,Korean; Japanese; Vietnamese,$$,DoorDash; DoorDash Storefront; GoDaddy Sites; Skip the Dishes; UEAT; Uber Eats,DoorDash Storefront; UEAT,
,60827,52e71ae7a8a83c30,China Taste,Restaurant,,1400 Weber St E,Kitchener,ON,N2A 3Z8,Canada,Xuelonc,Zhenc,General Manager,Operations,,,,,(519) 893-1688,1,,Chinese,$,Skip the Dishes; Uber Eats,,
,60828,5b9a97b517b14cf2,Four Seasons Chinese Restaurant,Restaurant,,50 Main St E,New Tecumseth,ON,L0G 1A0,Canada,,,,,,,,,(905) 729-4445,0,,Chinese,$$$,Wix Restaurants,Wix Restaurants,
,60829,5345a1482e2acb32,Sushi 1.99 To Go,Restaurant,,20159 88 Ave E,Langley,BC,V1M 0A4,Canada,,,,,,,,,(604) 882-3199,0,,Japanese,$,DoorDash; Skip the Dishes; Uber Eats,,
,60830,59563b79000aae19,New Everest,Restaurant,,10540 82 Ave NW,Edmonton,AB,T6E 2A4,Canada,Naresh,Pokhrel,Principal,Owner,,,,,(780) 250-4118,1,,Indian; American; Chinese,$$,DoorDash; GlobalFood; Oracle GloriaFood; Skip the Dishes; The Order Guys; Uber Eats,GlobalFood; Oracle GloriaFood; The Order Guys,
,60831,5c48a9c4af9bba7e,Taste of Heaven Chinese Cuisine,Restaurant,,2551 Pharmacy Ave,Toronto,ON,M1W 2K2,Canada,Tian Fang,Xie,Proprietor,Owner,,,,,(416) 490-8869,1,,Chinese,,,,
,60832,63926fbf730c74d5,Lucky Pot,Restaurant,,5005 Steeles Ave E,Toronto,ON,M1V 5K1,Canada,,,,,,,,,(647) 546-1888,0,,Cantonese; Chinese,$,DoorDash; Uber Eats,,
,60833,6196f816a837d6da,Sushi Maru,Restaurant,,3421 Portage Ave,Winnipeg,MB,R3K 2C9,Canada,Yuumi,Kurokawa,General Manager,Operations,,,,,(204) 774-6278,1,,Japanese,$$,DoorDash; Google Analytics; Skip the Dishes; Uber Eats,,
,60834,64067cf45328006d,Woks-Taste Chinese Restaurant,Restaurant,,16 Carden St,Guelph,ON,N1H 3A2,Canada,,,,,,,2016,,(519) 822-1400,0,,Chinese,$,Google Analytics; WooCommerce,,
,60835,5a03173372347d9c,Peking Way,Restaurant,,205 Jennifer Heil Way,Spruce Grove,AB,T7X 0T3,Canada,Terry Hong On,Yiu,Principal,Owner,,,,,(780) 962-8026,1,,Chinese,$$$,Skip the Dishes; Uber Eats,,
,60836,62016da20b0e604d,Jag's Bistro,Restaurant,,8705 Young Rd,Chilliwack,BC,V2P 4P3,Canada,,,,,,,,,     ,0,,Indian; Chinese; Italian,,Skip the Dishes,,
,60837,578af4328cc2d523,The Victor,Restaurant,,39 Smithe St,Vancouver,BC,V6B 0R3,Canada,Richard,Keep,General Manager - BC Kitchen,Operations,rkeep@parqvancouver.com,,,,(778) 370-8600,2,,Japanese,$$$$,OpenTable,,
,60838,5bc686a97fc5813b,Szeto's Wok,Restaurant,,57 W Pleasant St,Amherst,NS,B4H 1E7,Canada,Johnny,Szeto,President,General,,,,,(902) 667-7176,1,,Chinese,$,,,
,60839,613ca3842e485d57,Orient Restaurant,Restaurant,,1500 Regent St,Greater Sudbury,ON,P3E 3Z6,Canada,Jane,Lam,Proprietor,Owner,,,,,(705) 522-8332,1,,Chinese,$$,,,
,60840,5ac83592e358e2cb,Premiere Ballroom & Convention Centre,Eatertainment; Restaurant,,9019 Leslie St,Richmond Hill,ON,L4B 4A3,Canada,Primo,Molella,Proprietor,Owner,,,,,(905) 709-1759,1,,Chinese,$$,,,
,60841,67d5eeb30dedcdad,Jiang Nan Restaurant,Restaurant,,5234 Blowers St,Halifax,NS,B3J 1J7,Canada,,,,,,,,,(902) 425-1818,0,,Chinese,$,DI develop; Skip the Dishes; Uber Eats,DI develop,
,60842,63a70e79d9fb6bf2,Ramengers,Restaurant,,1043 Brunette Ave,Coquitlam,BC,V3K 1E7,Canada,,,,,smkpig@hotmail.com,,,,(604) 522-1840,0,smkpig@hotmail.com,Korean; Japanese,$$,,,
,60843,613ca3842e485d57,Orient Restaurant,Restaurant,,1500 Regent St,Greater Sudbury,ON,P3E 3Z6,Canada,Jane,Lam,Proprietor,Owner,,,,,(705) 522-8332,1,,Chinese,$$,,,
,60844,669f5d1b8f89cd70,Togo Sushi,Restaurant,,6060 Minoru Blvd,Richmond,BC,V6Y,Canada,Selina,Wang,General Administrator,Owner,,,,,(604) 304-1119,1,,Japanese,$,Uber Eats,,
,60845,5fd0008a04b9b1b3,Hug Sushi,Restaurant,,550 HWY-7 E,Richmond Hill,ON,L4B 3Z4,Canada,Kelly,C,Business Owner,Owner,,,2019,,(905) 881-2583,1,hugsushi2019@gmail.com,Japanese,$$,DoorDash; Skip the Dishes; Snappy,Snappy,
,60846,5da059a3f8b61475,Qoo Sushi,Restaurant,,900 Progress Ave,Toronto,ON,M1H 2Z9,Canada,,,,,,,,,(416) 438-2839,0,,Japanese,$$,DoorDash; Skip the Dishes; Uber Eats; Wix Restaurants,Wix Restaurants,
,60847,63926fbf730c74d5,Lucky Pot,Restaurant,,5005 Steeles Ave E,Toronto,ON,M1V 5K1,Canada,,,,,,,,,(647) 546-1888,0,,Cantonese; Chinese,$,DoorDash; Uber Eats,,
,60848,5cdd7f6fb9d26d50,Sushi on Fire,Restaurant,,2471 Yonge St,Toronto,ON,M4P 2H6,Canada,,,,,,,,,     ,0,,Japanese,,Skip the Dishes,,
,60849,5e44398f441eb072,54th Ave Cafe,Restaurant; Quick Service,,7088 Kerr St,Vancouver,BC,V5S 4W2,Canada,Mike,Gershkovich,Proprietor,Owner,,,,,(604) 432-6099,1,,Chinese,$$,Chinese Menu Online; DoorDash; Google Analytics; Uber Eats; YourAdChoices,Chinese Menu Online,
,60850,5d82397c42e33ad6,Choy's,Restaurant,,558 Stephen St,Boissevain-Morton,MB,R0K 0E0,Canada,Terry,Choy,Proprietor,Owner,,,,,(204) 534-6257,1,choysrestaurant@hotmail.com,Chinese,$,,,
,60851,6512efdcd20c5ec8,King's Wok House,Restaurant,,2900 Steeles Ave E,Markham,ON,L3T 4X1,Canada,L. I.,Xiang,President,General,,,,,(905) 731-4333,1,,Chinese,,,,
,60852,6147fd7c7f090404,Golden Star Restaurant,Restaurant,,306 Simcoe St,Brock,ON,L0K 1A0,Canada,Richard,Wilson,Proprietor,Owner,,,,,(705) 426-7400,1,,Chinese,$,,,
,60853,662c3ba11effe307,Golden Sands Chinese Restaurant,Restaurant,,5010 Centre A St NE,Calgary,AB,T2K 1J8,Canada,,,,,,,,,(403) 455-2777,0,,Chinese,$$,Skip the Dishes,,
,60854,5d614c997b3e9bda,Oishi Sushi,Restaurant,,538 Sargent Ave,Winnipeg,MB,R3B 1W2,Canada,,,,,,,,,     ,0,,Japanese,,Skip the Dishes,,
,60855,60218ef2c0b652ce,Honey Monster Fried Chicken & Ramen,Restaurant,,7304 HWY-26,Clearview,ON,L0M 1S0,Canada,Shim,J,Business Owner,Owner,,,2018,,(705) 517-0071,1,honeymonsterwasaga@gmail.com,Japanese,,Google Analytics; Squarespace,,
,60856,5db20540f3e043d9,Sho Sushi Bar & Kitchen,Restaurant,,7212 MacLeod Trl S,Calgary,AB,T2H 0L9,Canada,,,,,,,,,(403) 252-5199,0,info@shosushi.ca,Japanese,$$,DoorDash; FoodBooking; GlobalFood; Oracle GloriaFood; Squarespace; Uber Eats,FoodBooking; GlobalFood; Oracle GloriaFood,
,60857,6072f4795e3e1529,Soban Sushi Bar,Restaurant,,7450 82 Ave NW,Edmonton,AB,T6B 0G2,Canada,,,,,,,,,(780) 756-7228,0,,Japanese,$$,DoorDash; Uber Eats,,
,60858,641a03dee99d8b35,Soaring Crane Sushi,Restaurant,,219 HWY-2,East Hants,NS,B2T 1C9,Canada,,,,,soaringcranesushi@gmail.com,,,,(902) 266-7006,0,soaringcranesushi@gmail.com,Japanese,,,,
,60859,67b85e4c1a6e4792,Long Du Restaurant,Restaurant,,2121 Long Lake Rd,Greater Sudbury,ON,P3E 5H2,Canada,,,,,,,,,(705) 222-2141,0,,Chinese,$,Squarespace,,
,60860,602602dbb159fb03,Pho City,Restaurant,,207 1 St SE,Calgary,AB,T2G 2G3,Canada,,,,,phocitykitchen@gmail.com,,,,(587) 391-7188,0,phocitykitchen@gmail.com,Korean; Vietnamese; Chinese,$$,Chownow; DoorDash; DoorDash Storefront; Lightspeed; Skip the Dishes; Uber Eats,Chownow; DoorDash Storefront; Lightspeed,Lightspeed
,60861,6815b9109830b6e6,New Sun BBQ,Restaurant,,3833 Midland Ave,Toronto,ON,M1V 5L6,Canada,,,,,,,,,(416) 293-7878,0,,Chinese,$,,,
,60862,78bdcbef15963995,Waves Poke + Press,Restaurant,,3207 Preston Ave S,Saskatoon,SK,S7T 1C9,Canada,,,,,waves.poke@gmail.com,,,,(306) 979-8866,0,waves.poke@gmail.com,Canadian; Japanese,$,DoorDash; Skip the Dishes; Square; Square Gift Cards; Square Loyalty; Square Market; Square Messages; Square Online Order; Uber Eats; Wix Restaurants,Square; Square Online Order; Wix Restaurants,Square
,60863,6ee794e8f989b5f3,Hanami Express,Restaurant,,3211 Grant McConachie Way,Richmond,BC,V7B 0A4,Canada,Attila,Szabo,President,General,,,,,(604) 821-9981,1,,Japanese; Chinese,$,,,
,60864,6f822e1c8e3024ef,Gmen Japanese Ramen and Tapas,Restaurant,,3711 Bayview St,Richmond,BC,V7E 3B6,Canada,,,,,,,,,(604) 275-4636,0,,Japanese,,,,
,60865,6a3938b46064b2b9,Fat Mao Noodles,Restaurant,,983 Helmcken St,Vancouver,BC,V6Z 2S5,Canada,,,,,fatmaonoodles@gmail.com,,,,(604) 801-5088,0,fatmaonoodles@gmail.com,Korean; Japanese; Thai,,Facebook Pixel; Google Analytics; Squarespace; TableUp; Uber Eats,,
,60866,6975a4dbd735351f,Sakura St,Restaurant,,9235 35 Ave NW,Edmonton,AB,T6E 5Y1,Canada,,,,,,,,,(587) 566-5516,0,,Japanese,$,Skip the Dishes; Uber Eats,,
,60867,69c2465d45ff9210,Panda Garden,Restaurant,,12309 100 St,Grande Prairie,AB,T8V 4H1,Canada,Dave,Wong,President and Member of the Board of Directors,Owner,,,,,(780) 538-1706,1,,Chinese,$$,Skip the Dishes; Wix Restaurants,Wix Restaurants,
,60868,52f505d7df90166d,Chun Fun How,Restaurant; Mobile Food,,1067 W Broadway,Vancouver,BC,V6H 1E2,Canada,,,,,,,,,(604) 336-6922,0,,Japanese,$,DoorDash; Facebook Pixel; Skip the Dishes; Uber Eats,,
,60869,6cecd41b9ab33e64,Gold Fountain Restaurant,Restaurant,,4710 50 St,Valleyview,AB,T0H 3N0,Canada,,,,,,,,,(780) 524-4552,0,,Chinese,,,,
,60870,6dac9dd5caa4c504,Sushi Nara,Restaurant,,3050 Gladwin Rd,Abbotsford,BC,V2T 0H5,Canada,,,,,,,,,(778) 757-1777,0,,Japanese,,Google Analytics; Skip the Dishes; Uber Eats,,
,60871,6df76da79ad4ce4b,Sanhao BBQ Delight,Restaurant,,15138 100 Ave,Surrey,BC,V3R 0J8,Canada,Brenda,Gan,Proprietor,Owner,,,,,(604) 498-3288,1,,Chinese,$,,,
,60872,6a2f22f1863c3840,Shanghai 360,Restaurant,,88 Queens Quay W,Toronto,ON,M5J 0B8,Canada,,,,,,,,,(416) 366-3360,0,,Chinese,,Ritual,,
,60873,6e276bbb84613ac3,University Garden Chinese Cuisine,Restaurant,,425 University Ave E,Waterloo,ON,N2K 4C9,Canada,Daren,Yeng,Proprietor,Owner,,,,,(519) 569-7588,1,,Chinese,$,DI develop,DI develop,
,60874,662726cf45e4d597,Geng Shi Ji,Restaurant,,8338 Capstan Way,Richmond,BC,V6X 4B5,Canada,Yang,W,Business Owner,Owner,,,2017,,(604) 370-6899,1,,Chinese,$$$,,,
,60875,60c4eda4803540b6,Tsujiri Waterloo,Restaurant,,330 Phillip St,Waterloo,ON,N2L 3W9,Canada,,,,,,,,,(226) 666-9955,0,hello@tsujiri.ca,Japanese,,Facebook Pixel; GlobalFood; Google Analytics; Shopify; Spreedly; Stripe; Uber Eats,GlobalFood; Shopify,
,60876,64e43dd59083f5f5,Global Cuisine Co.,Restaurant,,7711 Green Vista Gate,Niagara Falls,ON,L2G 0Y9,Canada,,,,,,,,,(289) 697-8861,0,,Chinese; Italian,,Uber Eats,,
,60877,60e844a611aae511,A- One Delights Buffet,Restaurant,,109 King St W,Clarington,ON,L1C 3Z9,Canada,,,,,,,,,(905) 623-8282,0,,Chinese,$,Uber Eats; WooCommerce,,
,60878,67ece66a784027d5,Tan's Family Restaurant,Restaurant,,900 Cole Harbour Rd,Halifax,NS,B2V 2J5,Canada,,,,,,,,,(902) 462-8267,0,,Vietnamese; Chinese,$$,Skip the Dishes,,
,60879,6a32adbc29664a86,Green Leaf Sushi,Cafe; Restaurant,,3416 W Broadway,Vancouver,BC,V6R 2B3,Canada,,,,,,,2015,,(604) 568-9406,0,,Japanese,$$,DoorDash; Skip the Dishes; Uber Eats,,
,60880,677feead4a0d468c,Kojima Sushi,Restaurant,,1836 Commercial Dr,Vancouver,BC,V5N 4A5,Canada,,,,,,,,,(604) 216-6799,0,,Japanese,$,BC Restaurants; DoorDash; Skip the Dishes; Uber Eats,,
,60881,6b0a3bc5524b3ff6,Hakka Bistro,Restaurant,,398 Parliament St,Toronto,ON,M5A 2Z7,Canada,,,,,,,,,(416) 944-3033,0,,Indian; Chinese,,Ritual; Skip the Dishes; Uber Eats,,
,60882,62f057623030088a,Ramen Taka Calgary,Restaurant,,843 17 Ave SW,Calgary,AB,T2T 0A1,Canada,,,,,,,,,(403) 453-6755,0,,Japanese,$$,DoorDash; Skip the Dishes; Uber Eats,,
,60883,62f1577a7809ec04,Affinity Vegetarian Garden,Restaurant,,208 Edmonton St,Winnipeg,MB,R3C 1R7,Canada,David,Chen,Manager,General,,,,,(204) 943-0251,2,pei_ru88@hotmail.com,Chinese,$,DoorDash; Google Analytics,,
,60884,64067cf45328006d,Woks-Taste Chinese Restaurant,Restaurant,,16 Carden St,Guelph,ON,N1H 3A2,Canada,,,,,,,2016,,(519) 822-1400,0,,Chinese,$,Google Analytics; WooCommerce,,
,60885,696a3e11c2b96000,Koi,Restaurant,,27 Hess St S,Hamilton,ON,L8P 3M7,Canada,,,,,,,,,(905) 308-7507,0,,Japanese,$$,Squarespace,,
,60886,663faa9f16da4593,Grill King,Restaurant,,5300 No 3 Rd,Richmond,BC,V6X 2X9,Canada,Ming,Liu,Principal,Owner,,,,,(604) 270-2858,1,,Hong Kong,$,,,
,60887,6357f8f2e4cb15b2,Calan Beef Noodle,Restaurant,,683 10 St SW,Calgary,AB,T2P 5G3,Canada,,,,,,,,,(587) 351-6633,0,,Chinese,$,DoorDash Storefront; Skip the Dishes; Uber Eats; Wix Restaurants,DoorDash Storefront; Wix Restaurants,
,60888,648fa331812e3c0c,Erie St GastroPub,Restaurant; Drinking Place,,839 Erie St E,Windsor,ON,N9A 3Y5,Canada,,,,,839@eriestgastropub.com,,,,(519) 252-3743,0,839@eriestgastropub.com,Japanese,$$,ReadyToPay; Skip the Dishes; Uber Eats; Untappd; Wix Restaurants,ReadyToPay; Wix Restaurants,
,60889,6306299e06337e81,Lee's Home Taste Braised Chicken,Restaurant,,100 4th Ave,St Catharines,ON,L2S 3Z5,Canada,,,,,,,,,(905) 688-9888,0,,Chinese,$$,DoorDash; Skip the Dishes; Uber Eats,,
,60890,7751c4351c08c558,PLANTA Queen,Cafe; Restaurant,,180 Queen St W,Toronto,ON,M5V 3X3,Canada,,,,,hello@plantarestaurants.com,,2016,,(647) 812-1210,0,hello@plantarestaurants.com,Japanese,$$,ADP Workforce Now; Bamboo HR; Bentobox; DoorDash; Facebook Pixel; Givex; Google Analytics; MailChimp; OpenTable; Resy; Ritual; SevenRooms; Silverware POS; Toast Email Marketing; Toast Gift Cards; Toast Loyalty; Toast Online Ordering; Toast Payroll and Team Management; Tripleseat; Uber Eats,Bentobox; Silverware POS; Toast Online Ordering,Silverware POS
,60891,6e33b30c6308d6ad,Xin Jiang Restaurant,Restaurant,,3636 Steeles Ave E,Markham,ON,L3R 1K9,Canada,,,,,xinjiang9966@gmail.com,,,,(905) 948-9966,0,xinjiang9966@gmail.com,Chinese,$$,Skip the Dishes; Uber Eats; WooCommerce,,
,60892,78848f74815ed547,Globefish Kensington,Restaurant,,332 14 St NW,Calgary,AB,T2N 1Z7,Canada,Takako,Warabino,Proprietor,Owner,,,2006,,(403) 521-0222,1,kensington.globefish@gmail.com,Japanese,$$,Apple App Store; DoorDash; DoorDash Storefront; Qooway; Skip the Dishes; Wix Restaurants,DoorDash Storefront; Qooway; Wix Restaurants,
,60893,7001183c6931eb03,Silver Wok,Restaurant,,373 King St E,Kingston,ON,K7K 2Y1,Canada,James,Lee,Partner,Owner,,,,,(613) 544-6634,2,,Chinese,$$,,,
,60894,6ba7705ba7ffc9d5,Bon Sushi,Restaurant,,1283 3 Ave S,Lethbridge,AB,T1J 0K2,Canada,,,,,,,,,(403) 942-7756,0,,Japanese,$,,,
,60895,77c7b9afd162f223,Nichiban Sushi 4 U,Restaurant,,3517 Kennedy Rd,Toronto,ON,M1V 4Y3,Canada,,,,,sushinichiban@gmail.com,,,,(416) 609-2442,0,sushinichiban@gmail.com,Japanese,$$,Skip the Dishes; Uber Eats,,
,60896,6fad78260cec9442,Sushi Line,Restaurant; Drinking Place,,7380 King George Blvd,Surrey,BC,V3W 5A5,Canada,Kim,Okatee,Proprietor,Owner,,,,,(604) 592-0055,1,,Japanese,$,DI develop; DoorDash; Skip the Dishes; Uber Eats,DI develop,
,60897,724253b6775b9e10,Cafe De Hong Kong,Restaurant,,11 Fairburn Dr,Markham,ON,L6G 0A4,Canada,,,,,,,,,(905) 604-8851,0,,Hong Kong,$,,,
,60898,7b1a3ace7c05e7ef,Oakbank Chinese Restaurant,Restaurant,,449 Main St,Springfield,MB,R0E 1J1,Canada,,,,,,,,,(204) 444-2388,0,,Chinese,,,,
,60899,72cb6e29a93a7a09,Artisan Plus,Restaurant,,122 Dundas St W,Toronto,ON,M5G 1C3,Canada,,,,,,,,,(416) 599-3189,0,,Chinese,$,DI develop; DoorDash; Ritual; Uber Eats,DI develop,
,60900,7b405c1613269108,A Food Fair,Restaurant,,15810 100 Ave NW,Edmonton,AB,T5P 0L2,Canada,,,,,,,,,(780) 341-6655,0,,Indian; Chinese; Italian,,Skip the Dishes; UEAT,UEAT,
,60901,793acf4fdb282ba3,Original South China Sea Restaurant,Restaurant,,5402 Highway St,Lacombe,AB,T4L 1A3,Canada,,,,,,,,,(403) 782-9800,0,,Chinese,$$,,,
,60902,6860e6fcc7c403ab,Four Four South Village,Restaurant,,3280 Midland Ave,Toronto,ON,M1V 4W8,Canada,,,,,,,,,(416) 293-8787,0,,Taiwanese,$$,DoorDash,,
,60903,782ef0aa61366cbd,Firehouse Grill,Restaurant,,75 Front St,Nanaimo,BC,V9R 5H9,Canada,,,,,,,,,(250) 716-0323,0,,Canadian; American; Japanese,$$,Google Analytics; Skip the Dishes; Weebly,,
,60904,797d3608322c403f,Hoseki Sushi,Restaurant,,491 Appleby Line,Burlington,ON,L7L 2Y1,Canada,Tim,N,Business Owner,Owner,,,2021,,(905) 681-1616,1,info@hosekisushi.com,Japanese,$$,Clover POS; DoorDash; Skip the Dishes; Yelp Reservation; Yelp Waitlist,,Clover POS
,60905,65ad7dc2be7ffdd3,Bibab Express,Restaurant,,901 King St W,Toronto,ON,M5V 3H5,Canada,,,,,,,,,(416) 823-5594,0,,Japanese,$$,Skip the Dishes; Uber Eats,,
,60906,6b78e1974297d51c,Chopstick Chinese and Thai,Restaurant,,300 Holland St W,Bradford West Gwillimbury,ON,L3Z 1J2,Canada,,,,,,,,,(905) 775-7272,0,,Chinese; Thai,$,,,
,60907,728b5d660dfef77a,Little Yunnan Restaurant,Restaurant,,546 Fisgard St,Victoria,BC,V8W 1R4,Canada,,,,,littleyunnanvictoria@gmail.com,,2017,,(778) 966-1618,0,littleyunnanvictoria@gmail.com,Chinese,$$,Skip the Dishes,,
,60908,71861dba7f7f5532,Thai Basil,Restaurant,,1179 Commercial Dr,Vancouver,BC,V5L 3X3,Canada,,,,,,,,,(604) 428-3050,0,,Japanese; Vietnamese; Chinese; Thai,$,DoorDash; Skip the Dishes; TouchBistro; TouchBistro Dine; TouchBistro Reservations; Uber Eats,TouchBistro,TouchBistro
,60909,6c6c7dfa4f7cedeb,Sushi Hama,Restaurant,,221 2nd Ave W,Qualicum Beach,BC,V9K 2S5,Canada,,,,,junyeom@gmail.com,,,,(250) 594-9961,0,junyeom@gmail.com,Japanese,$,,,
,60910,77cacce29cb6ee71,Oriental Phoenix,Restaurant,,401 9 Ave SW,Calgary,AB,T2P 3C5,Canada,Joseph,Huynh,General Manager,Operations,,,1986,,(403) 262-3633,1,,Vietnamese; Chinese,$$,DoorDash; Google Analytics; Skip the Dishes; Uber Eats; WooCommerce,,
,60911,795aea6b0ab7e10d,Poke Mono,Restaurant,,77 Edmonton St,Winnipeg,MB,R3C 4H8,Canada,,,,,,,,,(204) 944-1987,0,,Japanese,$$,DoorDash; Skip the Dishes; Uber Eats,,
,60912,7772d0209e5086c2,Taketomi Village,Restaurant,,920 36 St NE,Calgary,AB,T2A 6L8,Canada,Alex,Miao,Proprietor,Owner,,,,,(403) 207-8608,1,,Chinese,$$,,,
,60913,7760f46b2d3e2ef3,Savory Noodle Bar,Restaurant,,4000 No 3 Rd,Richmond,BC,V6X 0J8,Canada,,,,,,,,,(778) 302-9569,0,,Chinese,$,Skip the Dishes; Uber Eats,,
,60914,79c20807077ae0ea,Good Life Foods Co.,Restaurant,,101 Regent Ave W,Winnipeg,MB,R2C 1R1,Canada,,,,,,,,,(431) 338-2270,0,,Indian; Chinese,,Skip the Dishes; Uber Eats,,
,60915,71d664eec2a14900,Wok N Roll Restaurant,Restaurant; Quick Service,,12730 82 St NW,Edmonton,AB,T5E 2T1,Canada,Wendy,Lee,Proprietor,Owner,,,,,(780) 478-9797,1,,Chinese,$$,DoorDash; Skip the Dishes; Uber Eats,,
,60916,7a5b91bc47b68085,Ho Fung Chinese Restaurant,Restaurant,,724 6th St,New Westminster,BC,V3L 3C6,Canada,Guilleomo,Lau,President,General,,,,,(604) 525-1457,1,,Chinese,$,Google Analytics; PayPal; Skip the Dishes; Uber Eats,,
,60917,707abb5fa45c1522,Maple Sushi,Restaurant,,22282 Dewdney Trunk Rd,Maple Ridge,BC,V2X 3H9,Canada,,,,,,,,,(604) 476-6631,0,,Japanese,$$,DI develop; DoorDash; Uber Eats,DI develop,
,60918,7d27b16ead6c337a,Tai Wong Kee Cuisine,Restaurant,,8360 Kennedy Rd,Markham,ON,L3R 9W4,Canada,Jiyin,Zheng,Principal,Owner,,,,,(905) 947-9288,1,,Chinese,,,,
,60919,7f0a4c8930318811,Chinese Halal Express,Restaurant,,668 Silver Star Blvd,Toronto,ON,M1V 5N1,Canada,,,,,,,,,(416) 292-8866,0,,Chinese,,Uber Eats,,
,60920,70bd2761cd9c2268,Canton Restaurant,Restaurant,,4905 50 St,Drayton Valley,AB,T7A 1J5,Canada,Michelle,Xie,Proprietor,Owner,,,,,(780) 542-7879,1,,Chinese,$$,,,
,60921,70125b5b0884b7ed,Cynthia's Chinese Restaurant,Restaurant,,16715 Yonge St,Newmarket,ON,L3X 1X4,Canada,Andy,Lam,Proprietor,Owner,,,,,(905) 836-8113,1,info@cynthiaschinese.com,Chinese,$$,Bookenda; Google Analytics; TouchBistro; Uber Eats; Wix Restaurants; YellowPages.ca,TouchBistro; Wix Restaurants,TouchBistro
,60922,7398957007f47036,Ai-Boiled Restaurant Garden City Mall,Restaurant,,4771 McClelland Rd,Richmond,BC,V6X 0M5,Canada,,,,,,,,,(778) 387-8897,0,,Korean; Chinese,,Google Analytics; Uber Eats; WooCommerce,,
,60923,7331bf098fffa210,My Home Cuisine,Restaurant,,5728 University Blvd,Vancouver,BC,V6T 1K6,Canada,Angie,Clowry,Proprietor,Owner,,,,,(604) 221-7482,1,,Chinese,$,DoorDash; Uber Eats,,
,60924,81c3eab31d1e13b1,Yellow Leaf,Restaurant,,583 Main St,Kings,NS,B0P 1R0,Canada,,,,,,,,,(902) 765-0025,0,,Chinese,$$,,,
