,,Total ARR,,,,,,,,,,,,,,,,,Voice ARR,,,,,,,,,,,,,,WP ARR,,,,,,,,,,,,,,DE ARR,,,,,,,,,,,,,,H/W Rental ARR,,,,,,,,,,,,,,Comments,,,,
R88385,FT,"18,412","19,144","24,150","18,247","13,092","14,768","20,014","20,287","13,053","14,755","20,004","16,345","11,628","-4,717",-18%,,,"15,347","15,805","20,100","15,135","10,672","12,501","16,393","16,113","10,583","12,272","16,641","12,898","9,924",,"3,065","3,339","4,050","3,112","2,420","2,267","3,621","4,174","2,470","2,483","3,363","3,447","1,704",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R86816,R86816
R88386,PT,"29,416","28,544","30,827","30,218","26,910","29,505","30,756","17,956","23,168","25,157","12,283",768,768,0,-94%,,,"29,416","28,544","30,827","30,218","26,910","29,385","30,756","17,956","23,168","25,157","12,283",768,768,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,120,0,0,0,0,0,0,0,,,,,R86817,R86817
R88388,FT,"27,358","25,144","23,488","24,454","20,768","24,456","19,391","21,027","19,278","23,620","23,086","21,171","19,430","-1,741",-8%,,,"24,713","22,885","21,484","22,585","18,680","21,711","17,778","18,979","17,257","20,866","21,509","19,683","18,000",,"2,645","2,259","2,004","1,869","2,088","2,625","1,613","2,048","2,021","2,754","1,577","1,488","1,430",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,120,0,0,0,0,0,0,0,,,,,R86818,R86818
R88391,FT,"46,466","47,901","40,240","45,938","46,259","53,794","56,059","58,625","53,320","61,860","47,839","49,769","45,532","-4,237",4%,,,"44,101","44,570","36,843","41,583","41,269","48,816","50,911","52,222","47,441","55,421","44,601","44,461","42,476",,"2,365","3,331","3,397","4,355","4,990","4,858","5,148","6,403","5,879","6,439","3,238","5,308","3,056",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,120,0,0,0,0,0,0,0,,,,,R86819,R86819
R88393,FT,"45,611","50,184","43,702","43,210","40,680","49,348","48,327","49,082","36,912","42,782","41,932","41,383","42,252",869,-1%,,,"45,611","50,184","43,702","43,210","40,680","49,228","48,327","49,082","36,912","42,782","41,932","41,383","42,252",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,120,0,0,0,0,0,0,0,,,,,R86821,R86821
R88395,FT,"38,163","30,048","29,090","28,516","34,996","27,302","29,613","30,314","37,518","31,170","30,287","30,647","33,579","2,932",1%,,,"38,163","30,048","29,090","28,512","34,909","27,289","29,499","30,288","35,572","29,405","29,478","29,347","32,371",,0,0,0,4,87,13,114,26,"1,343","1,384",506,863,"1,102",,0,0,0,0,0,0,0,0,603,381,303,437,106,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R86822,R86822
R88398,FT,"30,803","36,544","33,583","31,322","26,360","27,549","28,226","28,919","23,814","28,332","26,119","25,908","24,959",-949,-1%,,,"30,803","32,642","30,119","28,253","23,461","24,907","25,348","26,067","21,093","25,385","23,626","22,370","20,691",,0,"3,902","3,464","3,069","2,899","2,642","2,878","2,852","2,721","2,947","2,493","3,538","4,268",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R86823,R86823
R88399,FT,"33,241","27,089","23,347","25,276","30,953","21,349","19,653","25,029","29,322","22,514","20,651","22,145","28,126","5,981",7%,,,"33,241","27,089","23,347","25,276","30,953","21,229","19,653","24,120","28,522","21,965","20,264","21,652","27,430",,0,0,0,0,0,0,0,598,596,448,272,418,673,,0,0,0,0,0,0,0,311,204,101,115,75,23,,0,0,0,0,0,120,0,0,0,0,0,0,0,,,,,R86825,R86825
R88502,FT,"15,482","14,192","14,239","13,502","12,886","13,548","12,188","13,048","11,675","11,974","12,815","11,423","10,342","-1,081",-11%,,,"15,482","12,431","11,115","10,397","9,907","10,623","9,284","9,719","8,835","9,379","10,090","8,603","8,049",,0,"1,761","3,124","3,105","2,979","2,925","2,904","3,329","2,840","2,595","2,725","2,820","2,293",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R86827,R86827
R88505,FT,"26,828","29,566","27,716","32,088","28,220","30,477","31,313","35,235","32,411","32,212","33,952","32,962","31,735","-1,227",-3%,,,"26,828","29,566","27,716","28,646","23,663","26,777","26,983","30,820","28,165","27,036","31,119","29,722","28,174",,0,0,0,"3,442","4,557","3,700","4,330","4,415","4,246","5,176","2,833","3,240","3,561",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R86829,R86829
R88507,FT,"29,473","26,293","25,375","26,637","25,702","26,881","26,998","26,112","30,061","21,178","29,674","22,487","20,230","-2,257",-24%,,,"24,372","22,008","21,939","21,899","19,464","19,685","20,260","19,237","20,872","14,636","22,438","17,961","17,999",,"5,101","4,285","3,436","4,738","5,922","7,196","6,738","6,875","7,031","5,481","5,602","3,788","2,093",,0,0,0,0,0,0,0,0,"2,158","1,061","1,634",738,138,,0,0,0,0,316,0,0,0,0,0,0,0,0,,,,,R86831,R86831
R88508,FT,"67,022","63,723","62,568","53,546","53,755","58,612","55,907","57,081","50,301","54,954","53,885","56,008","54,034","-1,974",4%,,,"67,022","63,723","62,568","53,546","53,755","58,492","55,907","57,081","50,301","54,954","53,885","56,008","54,034",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,120,0,0,0,0,0,0,0,,,,,R86832,R86832
R88512,FT,"27,860","22,999","24,620","22,495","22,812","20,289","22,819","21,773","21,476","21,139","21,291","21,529","22,842","1,313",1%,,,"27,860","22,999","24,620","22,495","22,812","20,169","22,819","21,773","21,476","21,139","21,291","21,529","22,842",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,120,0,0,0,0,0,0,0,,,,,R86833,R86833
R88513,FT,"29,641","25,317","22,932","22,830","26,336","26,823","26,379","23,670","20,472","25,829","24,198","24,159","23,868",-291,0%,,,"26,388","22,482","20,304","20,142","23,360","24,033","24,006","21,528","18,793","23,809","22,455","22,565","22,486",,"3,253","2,835","2,628","2,688","2,976","2,670","2,373","2,142","1,679","2,020","1,743","1,594","1,382",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,120,0,0,0,0,0,0,0,,,,,R86835,R86835
R88517,FT,"25,081","30,908","26,127","19,083","12,777","20,064","19,696","16,938",0,0,0,0,0,0,,,,"25,081","30,908","26,127","19,083","12,777","20,064","19,696","16,938",0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R86836,R86836
R88518,FT,"33,001","39,235","44,100","42,763","41,210","39,815","45,960","47,599","44,368","43,470","40,300","41,139","40,005","-1,134",2%,,,"30,746","36,456","40,578","38,899","37,014","35,330","41,434","41,920","39,452","38,047","35,629","36,544","35,811",,"2,255","2,779","3,522","3,864","4,196","4,485","4,526","5,679","4,916","5,423","4,671","4,595","4,194",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R86837,R86837
R88523,FT,"16,981","15,653","18,108","17,670","19,011","17,796","17,852","19,110","20,089","17,472","16,171","15,932","10,351","-5,581",-1%,,,"16,981","11,547","13,294","12,243","13,448","12,506","12,420","12,662","14,176","11,671","10,625","10,287","10,351",,0,"4,106","4,814","5,427","5,563","5,170","5,432","6,448","5,913","5,801","5,546","5,645",0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,120,0,0,0,0,0,0,0,,,,,R86838,R86838
R88527,FT,"20,945","18,706","24,789","26,603","25,549","24,439","24,573","24,323","21,196","21,597","24,740","24,152","22,685","-1,467",-2%,,,"20,945","18,706","20,238","21,033","19,963","19,892","19,421","19,339","16,580","16,535","19,642","19,068","17,988",,0,0,"4,551","5,570","5,586","4,547","5,152","4,984","4,616","5,062","5,098","5,084","4,697",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R86839,R86839
R88528,FT,"24,269","18,717","17,558","17,379","19,400","17,038","19,734","22,431","27,069","22,798","20,580","19,038","19,335",297,-7%,,,"19,838","15,848","14,216","13,929","11,759","12,451","13,037","14,063","16,443","14,018","12,966","11,991","11,595",,"4,431","2,869","3,342","3,450","7,641","4,587","6,697","8,368","9,464","8,154","6,762","6,656","7,720",,0,0,0,0,0,0,0,0,"1,162",626,852,391,20,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R86851,R86851
R88529,FT,"14,425","13,763","12,877","12,070","12,039","12,218","12,695","12,532","12,370","12,417","12,651","13,527","13,038",-489,7%,,,"14,116","13,254","12,437","11,764","11,619","11,799","12,421","12,227","12,011","12,178","12,280","12,431","13,038",,309,509,440,306,420,299,274,305,359,239,371,"1,096",0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,120,0,0,0,0,0,0,0,,,,,R86852,R86852
R88531,FT,"37,187","28,151","30,741","32,693","28,607","28,109","29,609","32,690","35,663","30,813","30,938","34,544","35,015",471,12%,,,"37,187","28,151","27,421","32,693","28,607","28,109","29,609","32,690","35,663","30,813","30,938","34,544","35,015",,0,0,"3,320",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R86853,R86853
R88533,FT,"110,365","108,500","93,203","102,441","104,757","113,601","109,783","113,630","99,317","111,041","105,117","107,792","109,685","1,893",3%,,,"97,158","94,848","82,168","90,130","91,708","98,942","96,018","98,374","86,212","95,261","92,094","94,170","95,961",,"13,207","13,652","11,035","12,311","13,049","14,659","13,765","15,256","13,105","15,780","13,023","13,622","13,724",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R86855,R86855
R88535,FT,"53,471","45,495","42,667","41,079","49,342","40,987","40,968","35,886","31,364","37,741","36,708","36,996","32,754","-4,242",1%,,,"53,471","45,495","42,667","41,079","49,342","40,987","40,968","35,886","31,364","37,741","36,708","36,996","32,754",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R86856,R86856
R88537,FT,"27,445","33,768","32,116","30,491","25,397","35,147","34,392","37,470","32,957","33,881","29,909","28,349","28,028",-321,-5%,,,"27,445","33,768","32,116","30,491","25,397","35,147","34,392","37,470","32,957","33,881","29,909","28,349","28,028",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R86857,R86857
R88538,FT,"36,769","32,437","35,462","32,110","31,241","27,534","28,250","28,282","27,304","25,929","28,671","24,363","25,441","1,078",-15%,,,"36,753","32,437","35,451","32,110","31,230","27,383","28,243","28,282","27,304","25,929","28,667","24,363","25,441",,16,0,11,0,11,31,7,0,0,0,4,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,120,0,0,0,0,0,0,0,,,,,R86858,R86858
R88551,FT,"43,589","44,108","46,588","45,193","40,886","48,733","48,156","46,118","41,963","44,319","41,656","43,545","42,486","-1,059",5%,,,"43,589","44,108","46,588","45,193","40,886","48,733","48,156","46,118","41,963","44,319","41,656","43,545","42,486",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R86859,R86859
R88559,FT,"45,057","39,839","35,032","40,869","48,489","27,593","26,155","28,316","35,638","28,540","37,110","44,360","37,419","-6,941",20%,,,"41,469","36,612","31,752","37,013","44,253","24,325","22,483","24,370","30,635","23,763","32,851","39,259","37,419",,"3,588","3,227","3,280","3,856","4,236","3,268","3,672","3,946","5,003","4,777","4,259","5,101",0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R86861,R86861
R88562,FT,"26,372","26,449","27,099","23,337","21,788","23,095","23,338","25,087","24,884","23,885","24,816","22,613","21,551","-1,062",-9%,,,"21,332","21,839","22,365","19,514","17,936","19,264","19,647","21,360","21,196","20,901","21,427","20,594","19,511",,"5,040","4,610","4,734","3,823","3,852","3,711","3,691","3,727","3,688","2,984","3,389","2,019","2,040",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,120,0,0,0,0,0,0,0,,,,,R86862,R86862
R88567,FT,"23,354","19,588","20,857","29,743","23,310","19,453","23,883","26,008","23,478","22,262","25,340","25,936","23,356","-2,580",2%,,,"23,354","19,588","20,857","29,743","23,310","19,453","23,883","26,008","23,478","22,262","25,340","25,936","23,356",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R86863,R86863
R88569,FT,"25,261","23,592","22,562","23,171","18,932","21,956","20,871","21,760","22,816","22,715","20,169","23,489","26,394","2,905",16%,,,"25,261","23,592","22,562","23,171","18,932","21,956","20,871","21,760","22,816","22,715","20,169","23,489","26,394",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R86865,R86865
R88571,PT,"26,803","28,791","30,434","25,657","22,815","23,084","23,783","23,415","19,119","20,191","21,498","19,884","24,708","4,824",-8%,,,"26,803","28,791","30,434","25,657","22,815","22,964","23,783","23,415","19,119","20,191","21,498","19,884","24,708",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,120,0,0,0,0,0,0,0,,,,,R86866,R86866
R88577,PT,"25,770","32,286","34,570","32,787","20,081","25,008","25,525","27,295","23,810","25,381","28,585","26,818","23,115","-3,703",-6%,,,"25,770","32,286","34,570","32,787","20,081","25,008","25,525","27,295","23,810","25,381","28,585","26,818","23,115",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R86867,R86867
R88589,FT,"67,016","70,452","61,091","60,996","56,464","60,416","62,830","61,946","55,059","63,885","61,587","60,275","54,972","-5,303",-2%,,,"67,016","70,452","61,091","60,996","56,464","60,296","62,830","61,946","55,059","63,885","61,587","60,275","54,972",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,120,0,0,0,0,0,0,0,,,,,R86868,R86868
R88595,FT,"23,135","19,421","22,780","15,909",709,745,0,0,0,0,0,0,0,0,,,,"19,670","16,643","19,472","14,006",120,444,0,0,0,0,0,0,0,,"3,465","2,778","3,308","1,903",589,301,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R86869,R86869
R88596,FT,"26,599","21,703","24,400","23,124","19,323","16,937","18,359","22,892","22,319","20,753","23,882","23,376","19,866","-3,510",-2%,,,"25,930","21,281","23,938","22,693","19,238","16,861","18,255","20,535","19,660","18,797","20,480","21,505","18,548",,669,422,462,431,85,76,104,"1,444","1,818","1,533","2,451","1,202","1,211",,0,0,0,0,0,0,0,913,841,423,951,669,107,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R86871,R86871
R88603,FT,"19,331","18,769","17,348","17,169","16,639","17,362","16,763","19,047","15,613","14,745","16,195","12,949","13,385",436,-20%,,,"19,331","18,769","17,348","17,169","16,639","17,362","16,763","19,047","15,613","14,745","16,195","12,949","13,385",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R86873,R86873
R88605,FT,"17,456","15,811","20,937","23,497","20,599","17,698","16,805","16,753","22,075","16,924","18,111","15,629","14,467","-1,162",-14%,,,"17,456","15,811","15,448","16,569","14,443","12,734","12,153","11,723","16,098","11,978","13,552","11,283","10,268",,0,0,"5,489","6,928","6,156","4,964","4,652","5,030","5,977","4,946","4,559","4,346","4,199",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R86875,R86875
R88607,FT,"23,941","25,199","30,717","37,028","30,036","33,462","34,208","36,795","33,227","35,775","39,062","38,840","37,589","-1,251",-1%,,,"23,941","25,199","28,711","30,235","23,820","27,454","27,870","29,160","26,405","28,689","31,540","31,165","30,014",,0,0,"2,006","6,793","6,216","6,008","6,338","7,635","6,822","7,086","7,522","7,675","7,575",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R86876,R86876
R88608,FT,"6,306","5,438","5,153","4,897","5,940","5,458","5,270","5,362","4,909","5,327","5,138","5,801","5,472",-329,13%,,,"6,306","5,438","5,153","4,897","5,940","5,458","5,270","5,362","4,909","5,327","5,138","5,801","5,472",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R86877,R86877
R88613,FT,"44,169","45,116","38,223","39,220","37,287","35,868","37,145","39,504","36,788","40,589","39,283","6,782","21,502","14,720",-83%,,,"38,739","39,823","33,755","34,613","32,628","31,963","33,179","35,153","32,205","35,738","34,633","2,520","18,954",,"5,430","5,293","4,468","4,607","4,659","3,785","3,966","4,351","4,583","4,851","4,650","4,262","2,548",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,120,0,0,0,0,0,0,0,,,,,R86878,R86878
R88617,FT,"15,548","14,052","17,060","15,825","17,865","17,352","15,048","20,068","17,295","18,182","17,098","18,342","17,604",-738,7%,,,"15,471","13,914","16,947","15,711","17,702","17,074","14,915","19,363","17,075","17,909","16,537","17,659","17,020",,77,138,113,114,163,158,133,705,169,204,378,415,525,,0,0,0,0,0,0,0,0,51,69,183,268,59,,0,0,0,0,0,120,0,0,0,0,0,0,0,,,,,R86879,R86879
R88618,FT,"18,164","24,899","21,928","17,361","16,078","24,695","25,484","26,592","23,940","30,127","29,674","28,127","26,227","-1,900",-5%,,,"18,164","24,899","21,928","17,361","16,078","24,695","25,484","26,592","23,940","30,127","29,674","28,127","26,227",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R86881,R86881
R88623,FT,"21,640","15,176","17,160","14,260","17,182","13,466","13,007","12,342","10,591","11,890","11,158","9,639","10,007",368,-14%,,,"21,640","15,176","17,160","14,260","17,182","13,466","13,007","12,342","10,591","11,890","11,158","9,639","10,007",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R86882,R86882
R88627,FT,"24,504","30,263","33,813","33,366","25,295","33,098","37,341","39,721","31,561","34,602","38,431","38,409","32,207","-6,202",0%,,,"22,481","28,202","31,346","31,359","22,843","30,224","35,314","37,182","29,284","32,344","36,411","36,168","30,427",,"2,023","2,061","2,467","2,007","2,452","2,874","2,027","2,539","2,277","2,258","2,020","2,241","1,780",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R86883,R86883
R88629,PT,"59,262","10,397","10,720","12,029","40,731","11,702","13,707","18,495","15,189","12,794","11,859","13,541","6,688","-6,853",14%,,,"59,262","10,397","10,720","12,029","40,731","11,702","13,707","18,495","15,189","12,794","11,859","13,541","6,688",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R86885,R86885
R88631,FT,"19,906","19,029","20,324","19,486","19,007","19,044","23,507","21,692","33,821","23,158","24,587","25,498","25,147",-351,4%,,,"19,906","19,029","20,324","19,486","19,007","19,044","23,507","21,692","33,821","23,158","24,587","25,498","25,147",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R86886,R86886
R88632,FT,"19,467","19,585","18,086","18,426","13,914","16,722","15,094","18,602","11,838","14,861","13,540","12,677","12,005",-672,-6%,,,"16,447","16,672","15,601","15,288","11,443","14,852","13,242","16,297","10,060","12,854","11,566","10,898","10,761",,"3,020","2,913","2,485","3,138","2,471","1,870","1,852","2,305","1,778","2,007","1,974","1,779","1,244",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R86887,R86887
R88633,FT,"12,161","9,578","12,354","12,592","10,340","8,421","9,270","9,779","9,935","8,019","9,986","9,913","8,704","-1,209",-1%,,,"12,161","9,578","12,354","12,592","10,340","8,421","9,270","9,779","9,935","8,019","9,986","9,913","8,704",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R86888,R86888
R88635,FT,"25,162","19,876","16,332","19,554","21,088","18,649","17,131","17,457","16,496","16,115","17,938","17,254","18,452","1,198",-4%,,,"25,162","19,876","16,332","19,554","21,088","18,649","17,131","17,457","16,496","16,115","17,938","17,254","18,452",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R86889,R86889
R88636,FT,"22,448","23,224","21,227","19,313","17,319","16,061","14,733","13,621","11,603","11,650","11,564","14,101","10,094","-4,007",22%,,,"22,448","23,224","21,227","19,313","17,319","16,061","14,733","13,621","11,603","11,650","11,564","14,101","10,094",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R86891,R86891
R88638,FT,"43,456","40,900","35,948","35,859","44,050","44,998","40,673","35,087","45,068","32,915","27,120","23,864","21,141","-2,723",-12%,,,"43,456","40,900","35,948","35,859","44,050","44,878","40,673","35,087","45,068","32,915","27,120","23,864","21,141",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,120,0,0,0,0,0,0,0,,,,,R86892,R86892
R88652,FT,"38,029","46,657","34,483","38,706","33,738","40,032","33,848","38,448","39,591","47,515","40,427","40,081","40,148",67,-1%,,,"31,172","38,341","29,087","32,771","27,309","32,411","28,329","30,796","31,957","37,976","33,834","33,415","34,343",,"6,857","8,316","5,396","5,935","6,429","7,501","5,519","7,652","7,634","9,539","6,593","6,666","5,805",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,120,0,0,0,0,0,0,0,,,,,R86893,R86893
R88656,FT,"35,556","33,409","34,684","30,461","27,853","32,932","31,997","32,653","37,370","31,614","33,934","34,185","38,525","4,340",1%,,,"34,298","32,518","33,800","29,686","26,881","25,648","25,107","25,502","29,800","24,106","26,988","26,581","30,781",,"1,258",891,884,775,972,"7,284","6,890","7,151","7,570","7,508","6,946","7,604","7,744",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R86895,R86895
R88657,FT,"38,937","48,789","48,675","41,691","36,665","40,583","40,497","36,130","29,491","34,958","34,266","32,325","25,615","-6,710",-6%,,,"35,021","43,786","43,501","37,703","32,628","36,420","36,962","32,207","26,338","31,314","30,540","27,447","23,330",,"3,916","5,003","5,174","3,988","4,037","4,163","3,535","3,923","3,153","3,644","3,726","4,878","2,285",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R86896,R86896
R88658,FT,"7,158","7,324","7,199","7,876","6,381","7,027","6,175","7,005","6,929","5,163","5,634",0,0,0,-100%,,,"7,158","7,324","7,199","7,876","6,381","7,027","6,175","7,005","6,929","5,163","5,634",0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R86897,R86897
R88661,FT,0,"26,310","22,719","20,900","24,634","21,271","20,466","20,580","31,208","18,662","14,892","15,408","21,860","6,452",3%,,,0,"26,310","22,719","20,900","24,634","21,271","20,466","20,580","31,208","18,662","14,892","15,408","21,844",,0,0,0,0,0,0,0,0,0,0,0,0,9,,0,0,0,0,0,0,0,0,0,0,0,0,7,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R86898,R86898
R88662,FT,"61,229","66,377","59,001","57,726","51,660","58,311","53,518","54,600","46,170","51,878","46,964","47,201","42,678","-4,523",1%,,,"51,713","55,584","49,634","48,978","42,251","48,679","44,469","45,848","37,713","42,295","39,808","39,335","35,819",,"9,516","10,793","9,367","8,748","9,409","9,632","9,049","8,752","8,457","9,583","7,156","7,866","6,859",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R86899,R86899
R88667,FT,120,"67,062","52,501","52,983","46,343","55,729","54,019","54,481","48,880","61,005","56,215","61,174","50,098","-11,076",9%,,,120,"67,062","52,501","52,983","46,343","55,729","54,019","54,481","48,880","61,005","56,215","61,174","50,098",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R86901,R86901
R88671,FT,"16,549","17,602","18,691","17,353","15,345","15,925","18,085","15,601","14,169","14,861","18,624","12,095","10,862","-1,233",-35%,,,"16,549","16,224","16,045","15,655","13,415","13,958","15,981","13,908","12,193","13,428","17,347","10,659","9,787",,0,"1,378","2,646","1,698","1,930","1,967","2,104","1,693","1,976","1,433","1,277","1,436","1,075",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R86902,R86902
R88672,FT,"20,074","17,141","16,126","16,269","16,189","14,705","14,206","15,044","13,619","14,616","13,042","13,070","10,914","-2,156",0%,,,"20,074","17,141","14,704","14,555","15,114","13,484","12,824","13,367","11,959","12,468","11,113","10,864","8,986",,0,0,"1,422","1,714","1,075","1,101","1,382","1,677","1,660","2,148","1,929","2,206","1,928",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,120,0,0,0,0,0,0,0,,,,,R86903,R86903
R88679,FT,"22,090","25,090","26,873","27,070","26,614",225,0,0,0,"38,276","32,075","31,801","26,455","-5,346",-1%,,,"19,152","21,678","22,784","24,162","22,469",0,0,0,0,"35,868","28,439","27,084","23,865",,"2,938","3,412","4,089","2,908","4,145",225,0,0,0,"2,408","3,636","4,717","2,590",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R86905,R86905
