Row Labels,Sum of ARR,Sum of Total,Sum of Take Rate,,ID,Base & Other Fees,Rental,Voice ARR,Adj,ID,WP ARR,,ID,DE ARR,,ID,Status
R87109,"23,534","310,068",7.59%,,R86689,0,15,"17,408",,,,,,,,,
R87111,"1,972","28,216",6.99%,,R86691,0,0,"8,549",,,,,,,,,
R87112,"15,503","193,781",8.00%,,R86692,200,0,"8,842",,,,,,,,,
R87115,0,0,6.99%,,R86693,103,0,"1,236",,,,,,,,,
R87116,0,0,8.00%,,R86695,0,0,0,,,,,,,,,
R87117,"6,081","87,001",6.99%,,R86696,0,8,"2,439",,,,,,,,,
R87118,"32,933","422,763",7.79%,,R86697,0,0,"29,966",,,,,,,,,
R87119,0,0,6.99%,,R86698,0,0,"9,324",,,,,,,,,
R87121,0,0,6.99%,,R86699,0,0,"3,526",,,,,,,,,
R87122,"24,165","345,706",6.99%,,R86701,0,0,0,,,,,,,,,
R87123,"11,059","138,240",8.00%,,R86702,0,0,0,,,,,,,,,
R87125,"14,375","179,692",8.00%,,R86705,0,0,"9,876",,,,,,,,,
R87127,"27,447","356,918",7.69%,,R86706,100,23,"12,631",,,,,,,,,
R87131,"5,611","80,275",6.99%,,R86707,0,0,0,,,,,,,,,
R87133,"9,667","138,301",6.99%,,R86708,0,0,"15,416",,,,,,,,,
R87136,"4,470","63,950",6.99%,,R86709,54,15,648,,,,,,,,,
R87137,"9,001","128,769",6.99%,,R86711,0,0,0,,,,,,,,,
R87139,0,0,6.99%,,R86712,54,0,648,,,,,,,,,
R87151,"29,760","392,101",7.59%,,R86713,0,0,0,,,,,,,,,
R87152,"5,854","83,744",6.99%,,R86715,200,0,"4,156",,,,,,,,,
R87153,"19,665","234,390",8.39%,,R86716,0,0,"6,401",,,,,,,,,
R87155,0,0,6.99%,,R86718,0,0,"11,999",,,,,,,,,
R87157,"6,582","94,166",6.99%,,R86719,0,0,0,,,,,,,,,
R87158,"13,795","197,351",6.99%,,R86721,0,0,"2,792",,,,,,,,,
R87159,"18,138","259,487",6.99%,,R86722,100,0,"9,159",,,,,,,,,
R87162,0,0,6.99%,,R86723,200,0,"7,570",,,,,,,,,
R87163,"27,937","341,109",8.19%,,R86726,0,0,0,,,,,,,,,
R87165,"17,793","254,553",6.99%,,R86727,10,0,"14,468",,,,,,,,,
R87168,"21,666","309,955",6.99%,,R86728,116,0,"36,930",,,,,,,,,
R87169,"15,968","228,448",6.99%,,R86729,0,0,0,,,,,,,,,
R87171,"26,885","320,442",8.39%,,R86731,0,0,0,,,,,,,,,
R87181,"2,198","31,442",6.99%,,R86732,0,0,"14,217",,,,,,,,,
R87183,0,0,8.00%,,R86733,200,0,"2,400",,,,,,,,,
R87185,"14,352","205,317",6.99%,,R86735,53,0,636,,,,,,,,,
R87187,"14,282","204,322",6.99%,,R86736,0,0,"28,207",,,,,,,,,
R87195,"11,256","161,027",6.99%,,R86737,0,0,"21,215",,,,,,,,,
R87197,"23,030","303,427",7.59%,,R86738,0,0,"2,691",,,,,,,,,
R88101,"8,892","127,025",7.00%,,R86739,0,0,"34,516",,,,,,,,,
R88107,"25,865","304,298",8.50%,,R86751,0,0,"27,288",,,,,,,,,
R88108,"102,633","1,194,799",8.59%,,R86752,46,0,552,,,,,,,,,
R88112,"42,223","571,358",7.39%,,R86753,0,0,"64,081",,,,,,,,,
R88116,"15,507","199,069",7.79%,,R86755,0,0,"9,402",,,,,,,,,
R88118,"9,130","114,123",8.00%,,R86756,0,0,"16,330",,,,,,,,,
R88119,"25,571","304,785",8.39%,,R86757,54,0,648,,,,,,,,,
R88123,"41,237","529,362",7.79%,,R86758,0,0,0,,,,,,,,,
R88127,"14,672","183,630",7.99%,,R86759,0,0,0,,,,,,,,,
R88131,"45,229","552,248",8.19%,,R86761,0,0,"10,093",,,,,,,,,
R88132,"49,199","631,561",7.79%,,R86762,54,0,648,,,,,,,,,
R88135,"28,714","350,604",8.19%,,R86763,0,0,"13,908",,,,,,,,,
R88138,"54,091","660,446",8.19%,,R86765,54,0,648,,,,,,,,,
R88139,"42,177","491,005",8.59%,,R86766,0,0,"18,446",,,,,,,,,
R88153,"23,532","287,324",8.19%,,R86767,0,0,"17,993",,,,,,,,,
R88155,"32,711","409,403",7.99%,,R86768,0,0,"21,927",,,,,,,,,
R88157,"9,534","119,181",8.00%,,R86769,0,0,"4,736",,,,,,,,,
R88158,"44,660","532,296",8.39%,,R86771,0,0,"2,860",,,,,,,,,
R88161,"57,650","730,671",7.89%,,R86772,0,0,"28,162",,,,,,,,,
R88162,"10,124","117,859",8.59%,,R86773,0,8,"11,407",,,,,,,,,
R88163,"28,234","336,526",8.39%,,R86775,0,0,"21,476",,,,,,,,,
R88166,"19,581","244,768",8.00%,,R86776,100,0,"9,694",,,,,,,,,
R88173,"12,283","153,534",8.00%,,R86777,0,0,"7,592",,,,,,,,,
R88175,"35,209","446,244",7.89%,,R86778,0,0,0,,,,,,,,,
R88179,"36,123","430,548",8.39%,,R86779,54,0,648,,,,,,,,,
R88181,"24,516","331,743",7.39%,,R86781,0,0,0,,,,,,,,,
R88182,"24,696","325,371",7.59%,,R86782,0,0,"8,343",,,,,,,,,
R88186,"28,732","338,024",8.50%,,R86783,0,0,0,,,,,,,,,
R88191,"35,250","414,711",8.50%,,R86785,0,0,0,,,,,,,,,
R88192,"13,694","195,911",6.99%,,R86786,0,0,0,,,,,,,,,
R88193,"29,286","340,936",8.59%,,R86787,200,0,"9,061",,,,,,,,,
R88201,"23,150","331,188",6.99%,,R86788,0,0,"15,285",,,,,,,,,
R88202,"5,913","84,586",6.99%,,R86789,0,0,"10,339",,,,,,,,,
R88205,"35,880","513,301",6.99%,,R86791,50,15,"3,687",,,,,,,,,
R88206,0,0,6.99%,,R86792,0,0,"19,712",,,,,,,,,
R88208,"46,090","584,154",7.89%,,R86793,0,0,0,,,,,,,,,
R88209,"27,438","392,528",6.99%,,R86797,0,0,"3,852",,,,,,,,,
R88213,"38,839","486,098",7.99%,,R86798,0,0,"19,229",,,,,,,,,
R88216,"9,232","132,078",6.99%,,R86799,54,0,648,,,,,,,,In Month,
R88218,"13,192","159,126",8.29%,,R86801,0,23,"14,319",,,,,,,,,
R88221,0,0,8.59%,,R86802,0,0,0,,,,,,,,,
R88226,"18,432","233,609",7.89%,,R86803,0,0,"34,488",,,,,,,,,
R88231,"27,376","391,639",6.99%,,R86805,0,0,"6,466",,,,,,,,,
R88235,"47,514","609,936",7.79%,,R86807,10,0,"7,013",,,,,,,,,
R88236,"15,783","225,797",6.99%,,R86808,200,0,"6,031",,,,,,,,,
R88238,"50,071","716,323",6.99%,,R86809,10,0,"9,233",,,,,,,,,
R88251,"8,241","117,898",6.99%,,R86811,0,0,0,,,,,,,,,
R88252,"68,579","827,252",8.29%,,R86812,0,0,0,,,,,,,,,
R88253,"103,997","1,301,587",7.99%,,R86813,0,0,0,,,,,,,,,
R88256,0,0,8.19%,,R86815,0,0,705,,,,,,,,,
R88257,"21,798","266,149",8.19%,,R86816,0,0,0,,,,,,,,,
R88267,"20,899","264,885",7.89%,,R86817,0,0,0,,,,,,,,,
R88269,"18,007","257,609",6.99%,,R86818,64,0,768,,,,,,,,,
R88271,"43,249","508,815",8.50%,,R86819,0,0,"2,562",,,,,,,,,
R88272,"70,810","843,986",8.39%,,R86821,0,0,"15,022",,,,,,,,,
R88275,"19,491","256,794",7.59%,,R86822,0,0,"14,520",,,,,,,,,
R88276,0,0,8.39%,,R86823,200,0,"3,714",,,,,,,,,
R88279,"25,054","358,433",6.99%,,R86825,0,0,"2,419",,,,,,,,,
R88282,"12,863","151,335",8.50%,,R86827,0,0,"2,901",,,,,,,,,
R88283,"13,749","161,758",8.50%,,R86829,10,0,"21,462",,,,,,,,,
R88291,"9,618","137,602",6.99%,,R86831,0,0,148,,,,,,,,,
R88293,"9,188","114,845",8.00%,,R86832,0,0,"6,063",,,,,,,,,
R88299,"50,934","614,404",8.29%,,R86833,0,8,"5,827",,,,,,,,,
R88302,"26,065","326,214",7.99%,,R86835,200,0,"7,523",,,,,,,,,
R88311,"29,694","349,345",8.50%,,R86836,0,0,"29,099",,,,,,,,,
R88312,"52,333","748,687",6.99%,,R86837,200,0,"6,432",,,,,,,,,
R88313,"25,044","236,486",10.59%,,R86838,0,0,"15,593",,,,,,,,,
R88317,"13,732","196,451",6.99%,,R86839,0,0,"20,318",,,,,,,,,
R88318,"21,015","263,019",7.99%,,R86851,0,0,"37,875",,,,,,,,,
R88319,"31,460","393,738",7.99%,,R86852,0,0,"8,709",,,,,,,,,
R88321,"37,717","510,374",7.39%,,R86853,0,0,"26,684",,,,,,,,,
R88323,"9,266","132,556",6.99%,,R86855,0,0,"4,358",,,,,,,,,
R88326,"27,749","326,841",8.49%,,R86856,54,0,648,,,,,,,,,
R88327,"45,597","530,816",8.59%,,R86857,0,0,"48,965",,,,,,,,,
R88328,"10,768","125,357",8.59%,,R86858,0,0,"24,362",,,,,,,,,
R88329,"31,893","399,168",7.99%,,R86859,0,0,"4,879",,,,,,,,,
R88333,"20,945","299,642",6.99%,,R86861,0,0,"36,307",,,,,,,,,
R88337,"30,735","366,329",8.39%,,R86862,0,0,"9,479",,,,,,,,,
R88338,"15,335","219,388",6.99%,,R86863,0,0,"15,900",,,,,,,,,
R88339,"33,051","388,835",8.50%,,R86865,210,0,"21,408",,,,,,,,,
R88351,"20,118","287,812",6.99%,,R86866,0,0,0,,,,,,,,,
R88353,"14,061","201,155",6.99%,,R86867,54,0,648,,,,,,,,,
R88355,"69,299","825,974",8.39%,,R86868,0,0,"1,960",,,,,,,,,
R88358,"8,677","108,460",8.00%,,R86869,0,0,"20,661",,,,,,,,,
R88362,"29,439","368,449",7.99%,,R86871,35,0,"6,276",,,,,,,,,
R88366,"22,821","272,002",8.39%,,R86873,0,0,"32,753",,,,,,,,,
R88367,0,0,8.59%,,R86875,0,0,"13,448",,,,,,,,,
R88368,"13,347","167,043",7.99%,,R86876,0,0,"6,099",,,,,,,,,
R88377,0,0,7.99%,,R86877,0,0,"14,259",,,,,,,,,
R88379,"8,471","105,886",8.00%,,R86878,0,0,0,,,,,,,,,
R88385,"19,740","250,190",7.89%,,R86879,0,0,"8,678",,,,,,,,,
R88386,0,0,7.99%,,R86881,0,0,"9,154",,,,,,,,,
R88388,"17,381","220,293",7.89%,,R86882,0,0,"14,326",,,,,,,,,
R88391,"48,677","594,344",8.19%,,R86883,10,0,"29,633",,,,,,,,,
R88393,"39,467","464,313",8.50%,,R86885,0,0,0,,,,,,,,,
R88395,"33,667","481,647",6.99%,,R86886,0,0,"5,173",,,,,,,,,
R88398,"21,913","255,104",8.59%,,R86887,0,0,"14,787",,,,,,,,,
R88399,"21,758","311,273",6.99%,,R86888,54,0,648,,,,,,,,,
R88502,"10,396","129,950",8.00%,,R86889,0,0,"3,353",,,,,,,,,
R88505,"25,725","326,048",7.89%,,R86891,0,0,"11,933",,,,,,,,,
R88507,"16,008","202,885",7.89%,,R86892,10,0,"2,234",,,,,,,,,
R88508,"53,923","683,441",7.89%,,R86893,54,0,648,,,,,,,,,
R88512,"22,457","274,198",8.19%,,R86895,0,0,"2,115",,,,,,,,,
R88513,"22,365","319,958",6.99%,,R86896,54,0,648,,,,,,,,,
R88517,0,0,8.19%,,R86897,10,0,"6,590",,,,,,,,,
R88518,"39,759","530,116",7.50%,,R86898,54,0,648,,,,,,,,,
R88523,"10,991","137,393",8.00%,,R86899,0,0,0,,,,,,,,,
R88527,"16,881","225,077",7.50%,,R86901,0,0,"34,295",,,,,,,,,
R88528,"6,920","92,265",7.50%,,R86902,0,0,"2,111",,,,,,,,,
R88529,"8,904","127,380",6.99%,,R86903,0,0,"8,472",,,,,,,,Y,
R88531,"30,131","396,979",7.59%,,R86905,0,0,"4,310",,,,,,,,,
R88533,"90,950","1,198,290",7.59%,,R86906,0,0,"5,518",,,,,,,,,
R88535,"34,795","544,518",6.39%,,R86908,0,0,"1,374",,,,,,,,,
R88537,"31,471","403,995",7.79%,,R86909,54,0,648,,,,,,,,,
R88538,"26,241","349,877",7.50%,,R86912,0,0,"11,059",,,,,,,,,
R88551,"44,159","574,242",7.69%,,R86915,0,0,"17,791",,,,,,,,,
R88559,"36,424","521,094",6.99%,,R86916,0,0,"11,343",,,,,,,,,
R88562,"20,076","267,686",7.50%,,R86917,0,0,"8,276",,,,,,,,,
R88567,"27,622","395,170",6.99%,,R86918,0,0,"46,184",,,,,,,,,
R88569,"20,102","287,584",6.99%,,R86919,0,0,0,,,,,,,,,
R88571,"23,012","329,214",6.99%,,R86921,0,0,0,,,,,,,,,
R88577,"23,924","292,109",8.19%,,R86922,0,0,0,,,,,,,,,
R88589,"58,964","686,421",8.59%,,R86926,54,0,648,,,,,,,,,
R88595,0,0,7.79%,,R86927,0,0,"19,322",,,,,,,,,
R88596,"21,202","303,324",6.99%,,R86928,0,23,"19,746",,,,,,,,,
R88603,"14,655","183,187",8.00%,,R86929,10,23,"10,486",,,,,,,,,
R88605,"10,767","134,582",8.00%,,R86931,0,0,"45,002",,,,,,,,,
R88607,"30,339","353,190",8.59%,,R86933,0,8,"8,226",,,,,,,,,
R88608,"4,768","62,817",7.59%,,R86935,0,15,"4,886",,,,,,,,,
R88613,"32,499","406,749",7.99%,,R86937,0,0,"16,989",,,,,,,,,
R88617,"16,957","242,595",6.99%,,R86938,10,0,"36,332",,,,,,,,,
R88618,"27,758","323,149",8.59%,,R86939,0,0,"10,927",,,,,,,,,
R88623,"9,436","134,997",6.99%,,R86951,0,0,"9,669",,,,,,,,,
R88627,"36,574","425,771",8.59%,,R86952,0,0,0,,,,,,,,,
R88629,"7,984","114,214",6.99%,,R86953,0,0,"31,942",,,,,,,,,
R88631,"26,468","378,657",6.99%,,R86955,0,0,"5,544",,,,,,,,,
R88632,"11,863","156,293",7.59%,,R86956,0,0,0,,,,,,,,,
R88633,"9,411","134,629",6.99%,,R86957,0,8,"31,008",,,,,,,,,
R88635,"18,397","263,189",6.99%,,R86958,0,0,0,,,,,,,,,
R88636,"12,118","173,368",6.99%,,R86959,155,8,"16,799",,,,,,,,,
R88638,"25,893","370,426",6.99%,,R86961,54,8,648,,,,,,,,,
R88652,"33,301","438,755",7.59%,,R86962,54,0,648,,,,,,,,,
R88656,"26,942","354,971",7.59%,,R86963,0,0,"10,333",,,,,,,,,
R88657,"28,240","353,445",7.99%,,R86965,0,0,"12,741",,,,,,,,,
R88658,"3,510","46,242",7.59%,,R86966,0,30,"4,109",,,,,,,,,
R88661,"16,971","242,792",6.99%,,R86967,0,0,0,,,,,,,,,
R88662,"39,166","502,773",7.79%,,R86968,0,0,"9,696",,,,,,,,,
R88667,"60,156","860,601",6.99%,,R86969,54,15,648,,,,,,,,,
R88671,"12,024","150,304",8.00%,,R86971,54,8,648,,,,,,,,,
R88672,"10,456","149,591",6.99%,,R86972,0,0,0,,,,,,,,,
R88679,"33,161","425,686",7.79%,,R86973,0,0,0,,,,,,,,,
R88681,"33,803","428,430",7.89%,,R86975,200,8,"6,434",,,,,,,,,
R88682,"19,422","243,083",7.99%,,R86976,200,0,"5,768",,,,,,,,,
R88683,"16,717","239,161",6.99%,,R86977,0,0,"10,142",,,,,,,,,
R88685,"54,911","639,243",8.59%,,R86978,0,0,"13,973",,,,,,,,,
R88688,"13,404","167,544",8.00%,,R86979,200,0,"13,272",,,,,,,,,
R88689,"11,174","159,857",6.99%,,R86982,200,0,"11,726",,,,,,,,,
R88691,0,0,7.99%,,R86983,64,0,768,,,,,,,,,
R88692,"26,969","313,959",8.59%,,R86985,0,0,"4,222",,,,,,,,,
R88695,"7,689","110,000",6.99%,,R86986,54,0,648,,,,,,,,,
R88696,0,0,6.99%,,R86987,0,0,0,,,,,,,,,
R88698,"68,169","853,176",7.99%,,R86988,200,0,"3,173",,,,,,,,,
R88699,"46,026","576,045",7.99%,,R86989,0,0,"3,079",,,,,,,,,
R88701,"17,541","250,949",6.99%,,R86991,0,0,"6,388",,,,,,,,,
R88702,"51,532","636,981",8.09%,,R86992,0,0,"38,849",,,,,,,,,
R88703,"20,779","273,774",7.59%,,R86993,0,0,0,,,,,,,,,
R88705,"40,317","531,186",7.59%,,R86995,54,15,648,,,,,,,,,
R88708,"32,952","412,414",7.99%,,R86996,54,0,648,,,,,,,,,
R88709,"34,835","435,978",7.99%,,R86997,0,0,"3,532",,,,,,,,,
R88719,"2,346","33,569",6.99%,,R86998,0,0,"13,315",,,,,,,,,
R88721,"11,763","168,280",6.99%,,R86999,0,0,0,,,,,,,,,
R88723,"11,648","166,638",6.99%,,R87001,10,0,"2,475",,,,,,,,,
R88725,"13,374","167,379",7.99%,,R87002,0,0,"14,786",,,,,,,,,
R88728,"19,267","275,631",6.99%,,R87005,0,0,0,,,,,,,,,
R88729,"23,012","303,182",7.59%,,R87006,0,0,"13,989",,,,,,,,,
R88731,"60,995","763,387",7.99%,,R87007,0,0,"12,353",,,,,,,,,
R88735,0,0,7.99%,,R87008,54,0,648,,,,,,,,,
R88737,"9,106","115,409",7.89%,,R87009,0,0,"15,368",,,,,,,,,
R88751,"16,928","217,304",7.79%,,R87011,200,0,"4,803",,,,,,,,,
R88752,"25,875","370,173",6.99%,,R87012,0,0,"14,828",,,,,,,,,
R88753,"18,177","239,487",7.59%,,R87013,0,0,"5,472",,,,,,,,,
R88757,"45,459","529,205",8.59%,,R87015,39,0,468,,,,,,,,,
R88761,"20,180","234,928",8.59%,,R87016,0,0,"15,473",,,,,,,,,
R88762,"23,497","336,156",6.99%,,R87017,0,0,"12,074",,,,,,,,,
R88765,"27,207","316,729",8.59%,,R87018,0,0,"6,216",,,,,,,,,
R88768,"10,439","149,345",6.99%,,R87021,0,0,"25,896",,,,,,,,,
R88769,"25,288","361,773",6.99%,,R87022,10,0,"16,025",,,,,,,,,
R88772,"10,296","147,301",6.99%,,R87023,0,0,"7,392",,,,,,,,,
R88773,"13,635","195,068",6.99%,,R87025,0,0,"11,125",,,,,,,,,
R88775,"23,261","332,781",6.99%,,R87026,0,0,0,,,,,,,,,
R88776,"39,035","501,096",7.79%,,R87027,0,0,"26,784",,,,,,,,,
R88779,"17,164","207,047",8.29%,,R87028,10,0,"11,927",,,,,,,,,
R88782,"23,434","335,252",6.99%,,R87029,0,0,"10,279",,,,,,,,,
R88783,0,0,6.99%,,R87032,0,15,"7,436",,,,,,,,,
R88786,"20,486","256,399",7.99%,,R87033,200,0,"2,400",,,,,,,,,
R88787,"35,712","452,622",7.89%,,R87035,0,0,"26,504",,,,,,,,,
R88789,"40,160","502,628",7.99%,,R87036,0,0,"24,297",,,,,,,,,
R88791,"17,702","221,551",7.99%,,R87037,54,8,648,,,,,,,,,
R88793,0,0,7.59%,,R87038,0,0,"10,190",,,,,,,,,
R88795,"8,078","98,633",8.19%,,R87039,0,15,"23,306",,,,,,,,,
R88796,"16,347","215,380",7.59%,,R87051,200,0,"2,400",,,,,,,,,
R88797,"45,244","566,262",7.99%,,R87052,10,0,"31,959",,,,,,,,,
R88798,"14,029","184,841",7.59%,,R87053,0,0,0,,,,,,,,,
R88799,"10,957","156,746",6.99%,,R87055,0,0,"58,626",,,,,,,,,
R88801,"14,275","204,219",6.99%,,R87056,0,0,"4,433",,,,,,,,,
R88803,"23,313","299,262",7.79%,,R87057,0,0,"36,959",,,,,,,,,
R88805,"44,515","557,133",7.99%,,R87058,200,23,"2,400",,,,,,,,,
R88806,"10,658","140,420",7.59%,,R87059,0,0,0,,,,,,,,,
R88807,"27,542","344,700",7.99%,,R87061,0,0,"30,143",,,,,,,,,
R88808,"16,666","208,582",7.99%,,R87062,200,0,"27,651",,,,,,,,,
R88811,"40,791","510,522",7.99%,,R87063,0,0,"24,922",,,,,,,,,
R88812,"30,695","439,122",6.99%,,R87065,50,0,"25,781",,,,,,,,,
R88813,0,0,7.59%,,R87066,0,0,"9,908",,,,,,,,,
R88816,"12,179","148,708",8.19%,,R87067,0,8,"3,846",,,,,,,,,
R88817,"27,272","341,332",7.99%,,R87068,0,15,"1,017",,,,,,,,,
R88818,"13,699","195,982",6.99%,,R87069,0,8,"3,552",,,,,,,,,
R88821,"50,763","635,335",7.99%,,R87071,0,8,"13,846",,,,,,,,,
R88822,"12,274","175,595",6.99%,,R87072,0,0,"4,772",,,,,,,,,
R88823,0,0,8.00%,,R87073,200,0,"2,604",,,,,,,,,
R88825,"24,350","308,619",7.89%,,R87075,0,0,"11,217",,,,,,,,,
R88826,"36,906","473,761",7.79%,,R87076,10,23,"5,233",,,,,,,,,
R88831,"12,801","160,010",8.00%,,R87077,0,0,"22,110",,,,,,,,,
R88832,"52,212","687,903",7.59%,,R87078,0,0,"13,112",,,,,,,,,
R88833,"28,883","361,483",7.99%,,R87081,0,0,"16,913",,,,,,,,,
R88839,"42,564","495,512",8.59%,,R87082,0,0,0,,,,,,,,,
R88851,"19,182","246,242",7.79%,,R87083,0,8,"27,176",,,,,,,,,
R88852,"59,456","744,127",7.99%,,R87085,0,0,"20,021",,,,,,,,,
R88856,"15,365","197,246",7.79%,,R87086,0,0,0,,,,,,,,,
R88857,"45,517","651,175",6.99%,,R87087,0,8,"13,561",,,,,,,,,
R88861,"33,216","386,687",8.59%,,R87088,10,0,"36,347",,,,,,,,,
R88863,"14,532","181,652",8.00%,,R87089,54,0,648,,,,,,,,,
R88866,"22,137","316,694",6.99%,,R87091,200,0,"27,934",,,,,,,,,
R88873,"34,650","444,800",7.79%,,R87093,0,0,"45,727",,,,,,,,,
R88877,"25,051","358,389",6.99%,,R87095,0,0,"8,962",,,,,,,,,
R88878,"34,344","429,833",7.99%,,R87096,0,0,"17,995",,,,,,,,,
R88879,"33,871","394,303",8.59%,,R87098,50,0,600,,,,,,,,,
R88882,"13,130","164,121",8.00%,,R87099,0,0,"12,054",,,,,,,,,
R88883,"27,456","392,791",6.99%,,R87101,0,0,"50,367",,,,,,,,,
R88885,"7,562","99,635",7.59%,,R87102,200,0,"4,111",,,,,,,,,
R88887,"37,756","478,528",7.89%,,R87103,0,8,0,,,,,,,,,
R88892,"8,660","123,887",6.99%,,R87105,0,0,"45,257",,,,,,,,,
R88893,"17,683","232,981",7.59%,,R87106,54,8,648,,,,,,,,,
R88895,"16,754","239,691",6.99%,,R87107,0,0,0,,,,,,,,,
R88897,0,0,7.69%,,R87108,54,0,648,,,,,,,,,
R88898,"12,072","172,711",6.99%,,R87109,0,0,"24,293",,,,,,,,,
R88899,"15,520","222,036",6.99%,,R87111,0,8,"2,036",,,,,,,,,
R88901,"36,228","465,058",7.79%,,R87112,0,0,"16,003",,,,,,,,,
R88902,"7,689","90,565",8.49%,,R87115,0,0,0,,,,,,,,,
R88903,"14,051","182,714",7.69%,,R87116,54,0,648,,,,,,,,,
R88906,"33,743","482,725",6.99%,,R87117,0,23,"6,277",,,,,,,,,
R88907,"18,078","258,627",6.99%,,R87118,10,0,"34,115",,,,,,,,,
R88911,"27,485","393,199",6.99%,,R87119,54,0,648,,,,,,,,,
R88912,"41,662","528,036",7.89%,,R87121,0,0,0,,,,,,,,,
R88913,"41,371","505,142",8.19%,,R87122,0,15,"24,945",,,,,,,,,
R88915,"21,373","305,767",6.99%,,R87123,0,0,"11,416",,,,,,,,,
R88916,"27,872","398,747",6.99%,,R87125,0,0,"14,839",,,,,,,,,
R88917,"35,745","416,126",8.59%,,R87127,0,0,"28,332",,,,,,,,,
R88919,"43,420","543,428",7.99%,,R87128,54,0,648,,,,,,,,,
R88921,"29,098","368,797",7.89%,,R87129,10,0,"12,630",,,,,,,,,
R88923,"36,016","456,475",7.89%,,R87131,39,0,"6,260",,,,,,,,,
R88926,"37,190","443,261",8.39%,,R87133,0,0,"9,979",,,,,,,,,
R88927,"25,274","316,326",7.99%,,R87135,0,15,"25,862",,,,,,,,In Month,
R88928,"34,216","398,329",8.59%,,R87136,0,8,"4,614",,,,,,,,,
R88929,"18,047","237,775",7.59%,,R87137,0,0,"9,291",,,,,,,,,
R88931,"7,956","113,820",6.99%,,R87138,0,8,"2,980",,,,,,,,,
R88932,"12,639","180,811",6.99%,,R87139,0,0,0,,,,,,,,,
R88933,"2,044","26,936",7.59%,,R87151,0,0,"30,720",,,,,,,,,
R88935,"27,461","319,682",8.59%,,R87152,0,0,"6,043",,,,,,,,,
R88938,"13,116","163,953",8.00%,,R87153,0,8,"20,299",,,,,,,,,
R88939,"15,230","217,884",6.99%,,R87155,0,0,0,,,,,,,,,
R88951,"17,108","244,753",6.99%,,R87157,0,15,"6,794",,,,,,,,,
R88953,"18,463","264,134",6.99%,,R87158,10,0,"14,360",,,,,,,,,
R88955,"30,684","357,206",8.59%,,R87159,10,8,"18,843",,,,,,,,,
R88956,"36,867","527,430",6.99%,,R87161,0,0,"23,950",,,,,,,,,
R88957,"11,254","140,677",8.00%,,R87162,54,0,648,,,,,,,,,
R88961,"22,238","285,467",7.79%,,R87163,0,0,"28,838",,,,,,,,,
R88962,"13,598","194,533",6.99%,,R87165,10,0,"18,487",,,,,,,,,
R88963,"17,391","248,801",6.99%,,R87167,0,0,"8,971",,,,,,,,,
R88965,"17,247","215,858",7.99%,,R87168,0,8,"22,365",,,,,,,,,
R88966,0,0,8.59%,,R87169,10,0,"16,603",,,,,,,,,
R88967,"13,778","211,967",6.50%,,R87171,0,0,"27,752",,,,,,,,,
R88968,"31,230","390,860",7.99%,,R87173,0,0,"14,149",,,,,,,,,
R88969,"106,567","1,524,568",6.99%,,R87175,0,0,"10,787",,,,,,,,,
R88971,0,0,6.99%,,R87176,0,0,495,,,,,,,,,
R88972,"34,285","429,105",7.99%,,R87178,0,0,"7,298",,,,,,,,,
R88976,0,0,7.99%,,R87179,54,0,648,,,,,,,,,
R88977,"10,968","137,097",8.00%,,R87181,0,0,"2,269",,,,,,,,,
R88978,"18,188","260,194",6.99%,,R87182,54,0,648,,,,,,,,,
R88979,"17,446","218,349",7.99%,,R87183,0,0,0,,,,,,,,,
R88982,0,0,6.99%,,R87185,0,0,"14,815",,,,,,,,,
R88987,"10,722","153,384",6.99%,,R87186,0,0,"6,853",,,,,,,,,
R88989,"12,421","177,696",6.99%,,R87187,0,0,"14,743",,,,,,,,,
R88995,"17,539","219,241",8.00%,,R87188,200,0,"2,400",,,,,,,,,
R88998,"17,373","248,537",6.99%,,R87189,0,0,855,,,,,,,,,
(blank),0,0,0.00%,,R87191,54,15,648,,,,,,,,,
R87161,"23,202","305,688",7.59%,,R87192,0,0,"13,126",,,,,,,,,
R87135,"25,054","358,428",6.99%,,R87193,0,0,"13,295",,,,,,,,,
R87129,"12,119","151,483",8.00%,,R87195,0,0,"11,619",,,,,,,,,
R87182,0,0,6.99%,,R87197,200,0,"26,173",,,,,,,,,
R87215,"1,160","15,279",7.59%,,R87198,0,0,"4,029",,,,,,,,,
R87088,"35,095","638,089",5.50%,,R87202,200,0,"8,095",,,,,,,,,
R87191,0,0,6.99%,,R87203,0,0,227,,,,,,,,,
R87173,"13,707","171,336",8.00%,,R87205,54,0,648,,,,,,,,,
R87179,0,0,7.69%,,R87206,0,0,"9,525",,,,,,,,,
R87209,"1,012","12,652",8.00%,,R87207,0,0,"10,857",,,,,,,,,
R87068,985,"14,098",6.99%,,R87208,54,0,648,,,,,,,,,
R87211,"13,921","199,153",6.99%,,R87209,0,15,"1,045",,,,,,,,,
R87207,"10,518","150,474",6.99%,,R87211,0,0,"14,370",,,,,,,,,
R87138,"2,887","41,305",6.99%,,R87212,0,8,"31,071",,,,,,,,,
R87167,"8,691","124,329",6.99%,,R87213,210,0,"16,651",,,,,,,,,
R87202,"5,517","70,822",7.79%,,R87215,200,0,"3,597",,,,,,,,,
R87188,0,0,6.99%,,R87216,0,8,"11,523",,,,,,,,,
R87223,0,0,6.99%,,R87217,0,0,0,,,,,,,,,
