UID,Sum of ARR,Sum of Total,Sum of Take Rate,,ID,Base & Other Fees,Rental,Voice ARR,,ID,WP ARR,,ID,DE ARR
R86705,"10,411","148,946",6.99%,,R86196,0,30.44,"24,582",,,,,,
R86706,"26,187","374,639",6.99%,,R86197,0,0,"12,612",,,,,,
R86707,0,0,7.69%,,R86198,54.44,0,653,,,,,,
R86708,"16,254","232,528",6.99%,,R86199,0,0,0,,,,,,
R86709,"4,568","65,349",6.99%,,R86201,0,0,0,,,,,,
R86711,0,0,6.99%,,R86202,100,22.83,"1,200",,,,,,
R86712,0,0,6.99%,,R86203,0,22.83,0,,,,,,
R86713,0,0,6.99%,,R86205,10,0,"10,394",,,,,,
R86715,"5,040","65,535",7.69%,,R86206,0,0,"10,281",,,,,,
R86716,"6,567","93,950",6.99%,,R86207,0,0,"20,831",,,,,,
R86718,"15,189","217,296",6.99%,,R86208,0,0,"14,604",,,,,,
R86719,0,0,6.99%,,R86209,200,0,"2,400",,,,,,
R86721,"3,777","54,040",6.99%,,R86211,0,0,0,,,,,,
R86722,"18,123","259,274",6.99%,,R86212,0,0,"19,668",,,,,,
R86723,"27,658","350,546",7.89%,,R86213,0,0,"21,493",,,,,,
R86726,0,0,8.59%,,R86215,100,0,"2,311",,,,,,
R86727,"13,574","165,736",8.19%,,R86216,0,0,"19,716",,,,,,
R86728,"35,931","514,028",6.99%,,R86217,0,0,0,,,,,,
R86729,"27,111","387,861",6.99%,,R86218,0,0,"31,204",,,,,,
R86731,0,0,6.99%,,R86219,0,0,0,,,,,,
R86732,"15,784","192,723",8.19%,,R86222,10,0,120,,,,,,
R86733,"15,505","204,283",7.59%,,R86223,0,0,"22,189",,,,,,
R86735,"42,329","605,571",6.99%,,R86225,0,0,"26,858",,,,,,
R86736,"29,848","427,012",6.99%,,R86226,200,0,"21,523",,,,,,
R86737,"20,467","249,900",8.19%,,R86227,0,0,0,,,,,,
R86738,"3,810","44,872",8.49%,,R86228,0,0,"13,128",,,,,,
R86739,0,0,0.00%,,R86229,0,0,"4,011",,,,,,
R86751,"22,434","280,778",7.99%,,R86232,0,0,0,,,,,,
R86752,429,"6,143",6.99%,,R86233,200,7.61,"18,701",,,,,,
R86753,"72,840","1,042,062",6.99%,,R86235,10,7.61,"34,881",,,,,,
R86755,"8,189","117,151",6.99%,,R86236,0,15.22,"60,046",,,,,,
R86756,"15,107","216,124",6.99%,,R86237,0,0,"24,782",,,,,,
R86757,0,0,6.99%,,R86238,0,0,0,,,,,,
R86758,"4,604","57,618",7.99%,,R86239,54.44,0,653,,,,,,
R86759,0,0,6.99%,,R86252,0,0,"48,904",,,,,,
R86761,"7,227","103,388",6.99%,,R86253,0,0,"30,548",,,,,,
R86762,0,0,8.45%,,R86255,0,0,"13,494",,,,,,
R86763,"15,492","189,155",8.19%,,R86256,0,0,0,,,,,,
R86765,"12,721","181,987",6.99%,,R86257,54.44,0,653,,,,,,
R86766,"20,056","295,379",6.79%,,R86258,200,0,"9,684",,,,,,
R86767,"21,041","277,220",7.59%,,R86259,200,0,"7,684",,,,,,
R86768,"21,621","309,320",6.99%,,R86261,0,0,"29,750",,,,,,
R86769,"4,437","63,479",6.99%,,R86262,0,0,"43,164",,,,,,
R86771,"5,236","74,914",6.99%,,R86265,200,0,"5,845",,,,,,
R86772,"28,171","335,774",8.39%,,R86266,200,0,"18,617",,,,,,
R86773,"10,261","146,790",6.99%,,R86267,0,0,"8,546",,,,,,
R86775,"19,848","283,944",6.99%,,R86268,0,0,"10,942",,,,,,
R86776,"11,940","170,818",6.99%,,R86269,0,0,"5,954",,,,,,
R86777,"8,035","114,952",6.99%,,R86271,0,0,0,,,,,,
R86778,"17,826","234,859",7.59%,,R86272,0,0,"20,500",,,,,,
R86779,"19,956","249,449",8.00%,,R86273,10,7.61,"1,703",,,,,,
R86781,0,0,6.99%,,R86275,0,0,"29,354",,,,,,
R86782,"8,265","103,309",8.00%,,R86276,0,0,"6,438",,,,,,
R86783,0,0,8.19%,,R86277,200,0,"9,160",,,,,,
R86785,0,0,7.99%,,R86278,0,0,144,,,,,,
R86786,0,0,6.99%,,R86279,0,0,"27,630",,,,,,
R86787,"4,289","52,373",8.19%,,R86281,0,0,"25,181",,,,,,
R86788,"13,074","170,016",7.69%,,R86282,0,0,"15,320",,,,,,
R86789,"9,599","137,324",6.99%,,R86283,0,0,"16,323",,,,,,
R86791,"2,508","35,880",6.99%,,R86285,0,0,"15,365",,,,,,
R86792,"17,529","250,780",6.99%,,R86286,0,0,"39,737",,,,,,
R86793,0,0,6.99%,,R86287,0,0,"5,861",,,,,,
R86797,"2,988","42,752",6.99%,,R86288,0,0,0,,,,,,
R86798,"17,988","257,337",6.99%,,R86289,0,0,0,,,,,,
R86799,"5,100","72,958",6.99%,,R86291,0,0,"10,209",,,,,,
R86801,"11,015","157,578",6.99%,,R86292,0,0,"24,023",,,,,,
R86802,"1,643","23,502",6.99%,,R86293,0,7.61,"7,206",,,,,,
R86803,"32,599","466,364",6.99%,,R86295,0,0,"5,304",,,,,,
R86805,"7,151","102,305",6.99%,,R86296,0,0,"24,021",,,,,,
R86807,"6,406","84,397",7.59%,,R86297,0,0,"37,649",,,,,,
R86808,"4,803","57,242",8.39%,,R86298,0,0,"37,927",,,,,,
R86809,"9,933","142,104",6.99%,,R86299,0,0,"14,773",,,,,,
R86811,0,0,6.99%,,R86301,0,0,"10,012",,,,,,
R86812,0,0,6.99%,,R86302,200,0,"5,641",,,,,,
R86813,"36,277","454,033",7.99%,,R86303,0,0,"17,702",,,,,,
R86815,36,522,6.99%,,R86305,0,0,0,,,,,,
R86816,"12,235","175,038",6.99%,,R86306,0,0,"19,858",,,,,,
R86817,0,0,6.99%,,R86307,0,0,0,,,,,,
R86818,"2,838","40,597",6.99%,,R86308,0,0,"18,000",,,,,,
R86819,"5,707","81,639",6.99%,,R86309,210,0,"34,896",,,,,,
R86821,"15,841","226,625",6.99%,,R86311,0,0,0,,,,,,
R86822,"12,402","177,421",6.99%,,R86312,0,0,"20,080",,,,,,
R86823,"7,211","103,161",6.99%,,R86315,10,0,"3,410",,,,,,
R86825,"2,058","29,441",6.99%,,R86316,0,0,"78,500",,,,,,
R86827,0,0,0.00%,,R86317,0,0,"10,941",,,,,,
R86829,"21,258","304,118",6.99%,,R86318,0,15.22,"13,925",,,,,,
R86832,"6,017","86,075",6.99%,,R86321,0,0,0,,,,,,
R86833,"5,464","78,176",6.99%,,R86322,0,0,"24,317",,,,,,
R86835,"6,940","99,282",6.99%,,R86323,0,0,"28,823",,,,,,
R86836,"25,204","360,576",6.99%,,R86325,200,0,"16,678",,,,,,
R86837,0,0,8.09%,,R86326,0,0,0,,,,,,
R86838,"14,513","207,628",6.99%,,R86327,0,0,0,,,,,,
R86839,"21,380","274,460",7.79%,,R86328,0,15.22,"2,794",,,,,,
R86851,"34,590","494,853",6.99%,,R86331,0,0,"23,428",,,,,,
R86852,"8,090","115,734",6.99%,,R86332,80,0,"1,743",,,,,,
R86853,"24,586","323,925",7.59%,,R86333,0,0,"16,343",,,,,,
R86855,"3,465","49,566",6.99%,,R86335,0,15.22,"10,441",,,,,,
R86856,"8,757","125,286",6.99%,,R86336,0,0,"5,526",,,,,,
R86857,"45,780","603,160",7.59%,,R86337,0,0,"12,243",,,,,,
R86858,"27,721","396,574",6.99%,,R86338,200,0,"4,211",,,,,,
R86859,"3,732","53,396",6.99%,,R86339,0,0,"26,060",,,,,,
R86861,"35,220","503,865",6.99%,,R86351,0,15.22,0,,,,,,
R86862,"20,312","290,581",6.99%,,R86352,0,0,"10,709",,,,,,
R86863,"17,284","221,874",7.79%,,R86353,0,0,"8,711",,,,,,
R86865,"23,308","333,452",6.99%,,R86355,10,0,"4,202",,,,,,
R86866,0,0,8.39%,,R86356,0,0,0,,,,,,
R86867,0,0,6.99%,,R86357,0,0,"15,031",,,,,,
R86868,"3,358","48,033",6.99%,,R86358,0,0,0,,,,,,
R86869,"19,679","281,528",6.99%,,R86359,0,22.83,"40,202",,,,,,
R86871,"5,777","82,652",6.99%,,R86361,10,15.22,120,,,,,,
R86873,"28,610","409,301",6.99%,,R86362,200,0,"14,290",,,,,,
R86875,"13,715","196,214",6.99%,,R86363,0,0,0,,,,,,
R86876,"5,837","72,967",8.00%,,R86366,0,0,"16,585",,,,,,
R86877,"16,507","236,148",6.99%,,R86367,0,0,0,,,,,,
R86878,0,0,7.59%,,R86368,0,0,0,,,,,,
R86879,"8,515","121,822",6.99%,,R86369,0,0,0,,,,,,
R86881,"9,374","117,179",8.00%,,R86371,0,0,0,,,,,,
R86882,"14,441","206,595",6.99%,,R86372,200,0,"8,298",,,,,,
R86883,"31,786","454,731",6.99%,,R86373,200,7.61,"15,422",,,,,,
R86885,0,0,6.99%,,R86375,0,0,"1,659",,,,,,
R86886,"6,101","87,288",6.99%,,R86376,0,0,"6,740",,,,,,
R86887,"15,522","222,062",6.99%,,R86377,0,0,"6,265",,,,,,
R86888,832,"11,910",6.99%,,R86378,0,0,"4,860",,,,,,
R86889,"3,372","48,237",6.99%,,R86379,54.44,0,653,,,,,,
R86891,"15,366","219,834",6.99%,,R86381,0,15.22,"4,804",,,,,,
R86892,"2,682","38,372",6.99%,,R86382,0,0,"14,925",,,,,,
R86893,0,0,6.99%,,R86383,200,0,"6,226",,,,,,
R86895,"2,201","31,495",6.99%,,R86385,0,0,0,,,,,,
R86896,"10,720","153,359",6.99%,,R86387,25,0,300,,,,,,
R86897,"5,869","83,962",6.99%,,R86388,0,0,0,,,,,,
R86898,"18,835","235,726",7.99%,,R86389,10,0,120,,,,,,
R86899,0,0,6.99%,,R86391,0,0,0,,,,,,
R86901,"36,537","522,707",6.99%,,R86392,60,0,"3,654",,,,,,
R86902,"2,597","32,462",8.00%,,R86393,10,0,"11,973",,,,,,
R86903,"12,495","178,750",6.99%,,R86396,200,0,"9,339",,,,,,
R86905,"3,647","52,174",6.99%,,R86397,0,0,"12,895",,,,,,
R86906,"7,573","108,347",6.99%,,R86398,0,7.61,"2,074",,,,,,
R86908,538,"7,690",6.99%,,R86399,0,0,"1,246",,,,,,
R86909,0,0,6.00%,,R86502,0,0,"51,100",,,,,,
R86912,"9,380","134,185",6.99%,,R86503,0,0,"5,522",,,,,,
R86915,"19,582","258,003",7.59%,,R86505,54.44,0,653,,,,,,
R86916,"11,408","150,299",7.59%,,R86506,200,0,"13,588",,,,,,
R86917,"22,996","328,989",6.99%,,R86507,0,0,0,,,,,,
R86918,"39,832","486,354",8.19%,,R86508,0,7.61,"15,659",,,,,,
R86919,0,0,8.00%,,R86509,0,0,"4,168",,,,,,
R86921,"10,977","157,037",6.99%,,R86511,0,7.61,"2,652",,,,,,
R86922,0,0,6.99%,,R86512,0,0,0,,,,,,
R86926,"18,260","261,230",6.99%,,R86513,0,0,"34,403",,,,,,
R86927,"17,904","224,086",7.99%,,R86515,0,0,"29,117",,,,,,
R86928,"11,284","131,365",8.59%,,R86516,0,15.22,"14,203",,,,,,
R86929,"1,530","21,888",6.99%,,R86517,100,0,"1,200",,,,,,
R86931,"47,895","685,196",6.99%,,R86518,0,0,0,,,,,,
R86933,"8,204","117,363",6.99%,,R86519,0,30.44,"18,532",,,,,,
R86935,"5,761","82,422",6.99%,,R86521,0,0,"44,893",,,,,,
R86937,"17,247","246,735",6.99%,,R86522,0,0,0,,,,,,
R86938,"38,133","465,605",8.19%,,R86523,0,0,0,,,,,,
R86939,"10,790","154,370",6.99%,,R86525,27.22,0,327,,,,,,
R86951,"10,801","180,011",6.00%,,R86526,200,0,"16,950",,,,,,
R86952,"24,541","351,094",6.99%,,R86527,0,0,"24,528",,,,,,
R86953,"34,980","437,800",7.99%,,R86528,0,0,"18,551",,,,,,
R86955,"5,195","74,318",6.99%,,R86529,0,0,"34,895",,,,,,
R86956,"19,294","250,901",7.69%,,R86531,54.44,22.83,812,,,,,,
R86957,"31,362","392,515",7.99%,,R86532,0,0,"10,369",,,,,,
R86958,"3,572","51,097",6.99%,,R86536,0,0,0,,,,,,
R86959,"29,346","419,835",6.99%,,R86538,0,0,"24,067",,,,,,
R86961,0,0,6.99%,,R86539,0,0,"5,659",,,,,,
R86962,0,0,7.99%,,R86551,0,0,"2,553",,,,,,
R86963,"9,495","135,840",6.99%,,R86552,0,0,0,,,,,,
R86965,"13,591","194,439",6.99%,,R86553,0,0,"11,456",,,,,,
R86966,"4,349","62,215",6.99%,,R86555,200,0,"22,409",,,,,,
R86967,"3,137","44,874",6.99%,,R86556,0,0,0,,,,,,
R86968,"7,852","112,330",6.99%,,R86557,0,0,"7,525",,,,,,
R86969,"35,842","512,755",6.99%,,R86558,10,0,"2,968",,,,,,
R86971,"1,393","19,933",6.99%,,R86559,200,0,"28,332",,,,,,
R86972,"6,540","77,031",8.49%,,R86561,200,0,"8,793",,,,,,
R86973,0,0,6.99%,,R86562,0,0,0,,,,,,
R86975,"13,723","196,322",6.99%,,R86563,0,0,"10,723",,,,,,
R86976,"10,627","152,028",6.99%,,R86566,0,0,"9,699",,,,,,
R86977,"8,339","119,303",6.99%,,R86568,200,7.61,"4,442",,,,,,
R86978,"17,886","255,875",6.99%,,R86569,0,0,"3,774",,,,,,
R86979,"11,670","166,947",6.99%,,R86571,0,0,"4,087",,,,,,
R86982,"22,159","317,005",6.99%,,R86572,0,0,"23,102",,,,,,
R86983,"9,399","134,470",6.99%,,R86573,0,0,"22,647",,,,,,
R86985,"5,676","81,205",6.99%,,R86575,0,0,"18,193",,,,,,
R86986,"46,640","583,727",7.99%,,R86576,0,0,391,,,,,,
R86987,"17,611","251,951",6.99%,,R86577,0,0,0,,,,,,
R86988,615,"8,797",6.99%,,R86578,0,0,"7,056",,,,,,
R86989,"10,262","171,025",6.00%,,R86579,0,0,"11,281",,,,,,
R86991,"7,639","109,289",6.99%,,R86581,0,0,0,,,,,,
R86992,"36,584","523,378",6.99%,,R86582,200,0,"13,149",,,,,,
R86993,"13,926","178,773",7.79%,,R86583,0,0,0,,,,,,
R86995,"12,124","141,141",8.59%,,R86585,0,7.61,"5,864",,,,,,
R86996,"4,968","71,072",6.99%,,R86586,10,0,"30,991",,,,,,
R86997,0,0,0.00%,,R86587,0,0,"13,007",,,,,,
R86998,"13,714","196,200",6.99%,,R86588,0,0,"6,577",,,,,,
R86999,"3,302","47,236",6.99%,,R86589,0,0,"16,801",,,,,,
R87001,"2,434","34,827",6.99%,,R86591,50,0,600,,,,,,
R87002,"13,279","189,973",6.99%,,R86592,0,0,"4,330",,,,,,
R87005,0,0,6.99%,,R86593,0,0,0,,,,,,
R87006,"15,489","201,414",7.69%,,R86595,0,0,"17,263",,,,,,
R87007,"15,193","217,353",6.99%,,R86596,0,0,"16,436",,,,,,
R87008,"3,547","50,743",6.99%,,R86597,0,0,0,,,,,,
R87009,"13,305","175,298",7.59%,,R86598,10,0,120,,,,,,
R87011,"2,183","31,235",6.99%,,R86599,0,0,"22,085",,,,,,
R87012,"16,511","236,209",6.99%,,R86601,0,0,"14,642",,,,,,
R87013,"5,422","67,021",8.09%,,R86602,200,0,"3,943",,,,,,
R87015,"35,940","473,516",7.59%,,R86603,200,0,"17,923",,,,,,
R87016,"19,234","275,165",6.99%,,R86605,0,15.22,"13,880",,,,,,
R87017,"12,595","180,189",6.99%,,R86606,0,0,0,,,,,,
R87018,"9,749","119,038",8.19%,,R86607,0,0,"57,959",,,,,,
R87021,"22,836","326,701",6.99%,,R86608,0,0,"3,347",,,,,,
R87022,"20,249","289,683",6.99%,,R86609,0,0,"19,462",,,,,,
R87023,"8,442","100,619",8.39%,,R86612,200,15.22,"14,684",,,,,,
R87025,"11,968","171,221",6.99%,,R86613,0,0,"2,374",,,,,,
R87026,354,"5,070",6.99%,,R86615,0,0,0,,,,,,
R87027,"23,203","305,699",7.59%,,R86616,0,0,"1,147",,,,,,
R87028,"12,052","172,417",6.99%,,R86617,0,15.22,0,,,,,,
R87029,0,0,6.99%,,R86618,0,0,0,,,,,,
R87032,0,0,0.00%,,R86619,0,0,684,,,,,,
R87033,0,0,6.99%,,R86621,0,0,"19,283",,,,,,
R87035,"27,297","390,521",6.99%,,R86622,0,0,"6,477",,,,,,
R87036,"25,058","358,483",6.99%,,R86623,0,0,0,,,,,,
R87037,"14,492","207,323",6.99%,,R86625,0,0,0,,,,,,
R87039,"31,941","389,995",8.19%,,R86626,0,0,0,,,,,,
R87051,"18,502","264,697",6.99%,,R86628,0,0,"19,116",,,,,,
R87052,"33,495","408,979",8.19%,,R86629,0,0,"7,966",,,,,,
R87053,53,756,6.99%,,R86631,0,0,"34,198",,,,,,
R87055,"55,942","800,321",6.99%,,R86632,200,0,"10,784",,,,,,
R87056,0,0,0.00%,,R86636,10,0,"46,493",,,,,,
R87057,"41,394","493,372",8.39%,,R86637,10,22.83,"17,923",,,,,,
R87058,0,0,6.99%,,R86638,10,15.22,"7,009",,,,,,
R87059,"3,268","46,751",6.99%,,R86639,0,0,0,,,,,,
R87061,"13,589","158,197",8.59%,,R86651,200,0,"10,494",,,,,,
R87062,0,0,6.99%,,R86652,54.44,22.83,653,,,,,,
R87063,"25,199","360,502",6.99%,,R86653,0,0,"21,587",,,,,,
R87065,0,0,6.99%,,R86655,0,22.83,"1,576",,,,,,
R87066,0,0,0.00%,,R86656,200,0,"22,769",,,,,,
R87067,0,0,0.00%,,R86657,42.15,0,"3,747",,,,,,
R87068,0,0,0.00%,,R86658,0,7.61,"4,702",,,,,,
R87069,502,"7,177",6.99%,,R86659,200,0,"24,617",,,,,,
R87071,"7,205","103,070",6.99%,,R86661,0,0,"3,569",,,,,,
R87072,0,0,0.00%,,R86662,0,0,"3,985",,,,,,
R87073,0,0,8.65%,,R86665,0,0,"1,031",,,,,,
R87075,"5,591","79,988",6.99%,,R86666,100,0,"3,952",,,,,,
R87076,"5,011","71,688",6.99%,,R86667,10,0,"29,450",,,,,,
R87077,0,0,6.99%,,R86668,0,15.22,"1,894",,,,,,
R87078,"4,072","58,250",6.99%,,R86671,0,0,"13,658",,,,,,
R87081,0,0,0.00%,,R86672,0,0,"4,694",,,,,,
R87082,0,0,0.00%,,R86673,0,0,"16,442",,,,,,
R87083,0,0,6.99%,,R86675,0,7.61,0,,,,,,
R87085,0,0,0.00%,,R86676,0,0,0,,,,,,
R87086,0,0,7.99%,,R86677,0,0,0,,,,,,
R87087,0,0,8.39%,,R86678,0,0,0,,,,,,
R87088,0,0,0.00%,,R86679,54.44,15.22,653,,,,,,
R87089,0,0,0.00%,,R86682,0,0,"7,996",,,,,,
R87091,0,0,6.99%,,R86683,0,0,0,,,,,,
R87093,0,0,0.00%,,R86685,0,0,0,,,,,,
R87095,0,0,0.00%,,R86686,0,0,"39,916",,,,,,
R87096,0,0,0.00%,,R86687,0,0,"14,874",,,,,,
R87098,0,0,0.00%,,R86688,0,0,506,,,,,,
R87099,0,0,0.00%,,R86689,0,0,"18,987",,,,,,
R87101,0,0,0.00%,,R86691,0,0,"8,639",,,,,,
R87102,0,0,0.00%,,R86692,200,0,"10,042",,,,,,
R87103,0,0,0.00%,,R86693,200,0,"7,938",,,,,,
R87105,0,0,0.00%,,R86695,0,0,0,,,,,,
R87106,0,0,0.00%,,R86696,0,7.61,"3,240",,,,,,
R87107,0,0,0.00%,,R86697,0,0,"23,258",,,,,,
R87108,0,0,0.00%,,R86698,0,0,"7,600",,,,,,
R87109,0,0,0.00%,,R86699,0,0,"2,995",,,,,,
R87111,0,0,0.00%,,R86701,0,0,0,,,,,,
R87112,0,0,0.00%,,R86702,0,0,0,,,,,,
R87115,0,0,0.00%,,R86705,0,0,"10,411",,,,,,
R87116,0,0,0.00%,,R86706,100,7.61,"27,387",,,,,,
R87117,0,0,0.00%,,R86707,0,7.61,0,,,,,,
R87118,0,0,0.00%,,R86708,0,0,"16,254",,,,,,
R87119,0,0,0.00%,,R86709,0,15.22,"4,568",,,,,,
R87121,0,0,0.00%,,R86711,0,7.61,0,,,,,,
R87122,0,0,0.00%,,R86712,0,0,0,,,,,,
R87123,0,0,0.00%,,R86713,0,0,0,,,,,,
R87125,0,0,0.00%,,R86715,200,0,"7,440",,,,,,
R87127,0,0,0.00%,,R86716,0,0,"6,567",,,,,,
R87129,0,0,0.00%,,R86718,0,0,"15,189",,,,,,
R87131,0,0,0.00%,,R86719,0,7.61,0,,,,,,
R87133,0,0,0.00%,,R86721,0,0,"3,777",,,,,,
R87135,0,0,0.00%,,R86722,0,0,"18,123",,,,,,
R87136,0,0,0.00%,,R86723,0,0,"27,658",,,,,,
R87137,0,0,0.00%,,R86726,0,0,0,,,,,,
R87138,0,0,0.00%,,R86727,210,0,"16,094",,,,,,
R87139,0,0,0.00%,,R86728,0,0,"35,931",,,,,,
R87151,0,0,0.00%,,R86729,0,15.22,"27,111",,,,,,
R87152,0,0,0.00%,,R86731,0,0,0,,,,,,
R87153,0,0,0.00%,,R86732,0,7.61,"15,784",,,,,,
R87155,0,0,0.00%,,R86733,200,0,"17,905",,,,,,
R87157,0,0,0.00%,,R86735,200,0,"44,729",,,,,,
R87158,0,0,0.00%,,R86736,0,0,"29,848",,,,,,
R87159,0,0,0.00%,,R86737,0,0,"20,467",,,,,,
R87161,0,0,0.00%,,R86738,0,0,"3,810",,,,,,
R87162,0,0,0.00%,,R86751,0,15.22,"22,434",,,,,,
R87163,0,0,0.00%,,R86752,0,0,429,,,,,,
R87165,0,0,0.00%,,R86753,0,0,"72,840",,,,,,
R87167,0,0,0.00%,,R86755,0,0,"8,189",,,,,,
R87168,0,0,0.00%,,R86756,0,0,"15,107",,,,,,
R87169,0,0,0.00%,,R86757,0,0,0,,,,,,
R87171,0,0,0.00%,,R86758,200,0,"7,004",,,,,,
R87173,0,0,0.00%,,R86759,0,0,0,,,,,,
R87176,0,0,0.00%,,R86761,0,0,"7,227",,,,,,
R87178,0,0,0.00%,,R86762,54.44,0,653,,,,,,
R87179,0,0,0.00%,,R86763,0,0,"15,492",,,,,,
R87181,0,0,0.00%,,R86765,0,0,"12,721",,,,,,
R87182,0,0,0.00%,,R86766,0,0,"20,056",,,,,,
R87183,0,0,0.00%,,R86767,0,0,"21,041",,,,,,
R87185,0,0,0.00%,,R86768,0,0,"21,621",,,,,,
R87186,0,0,0.00%,,R86769,0,0,"4,437",,,,,,
R87187,0,0,0.00%,,R86771,0,0,"5,236",,,,,,
R87188,0,0,0.00%,,R86772,0,0,"28,171",,,,,,
R87191,0,0,0.00%,,R86773,0,7.61,"10,261",,,,,,
R87192,0,0,0.00%,,R86775,0,0,"19,848",,,,,,
R87193,0,0,0.00%,,R86776,200,0,"14,340",,,,,,
R87195,0,0,0.00%,,R86777,0,0,"8,035",,,,,,
R87197,0,0,0.00%,,R86778,0,0,"17,826",,,,,,
R87202,0,0,0.00%,,R86779,0,0,"19,956",,,,,,
R87205,0,0,0.00%,,R86781,0,0,0,,,,,,
R87206,0,0,0.00%,,R86782,0,0,"8,265",,,,,,
R87207,0,0,0.00%,,R86783,0,0,0,,,,,,
R87208,0,0,0.00%,,R86785,0,0,0,,,,,,
R87209,0,0,0.00%,,R86786,0,0,0,,,,,,
R87211,0,0,0.00%,,R86787,200,0,"6,689",,,,,,
R87212,0,0,0.00%,,R86788,0,0,"13,074",,,,,,
R87213,0,0,0.00%,,R86789,0,7.61,"9,599",,,,,,
R87215,0,0,0.00%,,R86791,0,15.22,"2,508",,,,,,
R87216,0,0,0.00%,,R86792,0,0,"17,529",,,,,,
R87217,0,0,0.00%,,R86793,0,0,0,,,,,,
R87218,0,0,0.00%,,R86797,0,0,"2,988",,,,,,
R87219,0,0,0.00%,,R86798,0,0,"17,988",,,,,,
R87221,0,0,0.00%,,R86799,0,0,"5,100",,,,,,
R87222,0,0,0.00%,,R86801,0,7.61,"11,015",,,,,,
R87223,0,0,0.00%,,R86802,200,0,"4,043",,,,,,
R87225,0,0,0.00%,,R86803,0,0,"32,599",,,,,,
R87226,0,0,0.00%,,R86805,0,0,"7,151",,,,,,
R87227,0,0,0.00%,,R86807,10,0,"6,526",,,,,,
R87228,0,0,0.00%,,R86808,200,0,"7,203",,,,,,
R87229,0,0,0.00%,,R86809,10,0,"10,053",,,,,,
R87231,0,0,0.00%,,R86811,0,0,0,,,,,,
R87232,0,0,0.00%,,R86812,0,0,0,,,,,,
R87233,0,0,0.00%,,R86813,0,0,"36,277",,,,,,
R87235,0,0,0.00%,,R86815,0,0,36,,,,,,
R87236,0,0,0.00%,,R86816,0,7.61,"12,235",,,,,,
R87237,0,0,0.00%,,R86817,0,0,0,,,,,,
R87238,0,0,0.00%,,R86818,18.78,0,"3,063",,,,,,
R87239,0,0,0.00%,,R86819,0,0,"5,707",,,,,,
R87251,0,0,0.00%,,R86821,0,0,"15,841",,,,,,
R87252,0,0,0.00%,,R86822,0,0,"12,402",,,,,,
R87255,0,0,0.00%,,R86823,0,0,"7,211",,,,,,
R87256,0,0,0.00%,,R86825,0,0,"2,058",,,,,,
R87259,0,0,0.00%,,R86829,10,0,"21,378",,,,,,
R87261,0,0,0.00%,,R86832,0,0,"6,017",,,,,,
R87262,0,0,0.00%,,R86833,0,0,"5,464",,,,,,
R87263,0,0,0.00%,,R86835,200,0,"9,340",,,,,,
R87265,0,0,0.00%,,R86836,0,0,"25,204",,,,,,
R87267,0,0,0.00%,,R86837,193.55,0,"2,323",,,,,,
R87269,0,0,0.00%,,R86838,0,0,"14,513",,,,,,
R87273,0,0,0.00%,,R86839,0,0,"21,380",,,,,,
R87275,0,0,0.00%,,R86851,0,0,"34,590",,,,,,
R87276,0,0,0.00%,,R86852,0,0,"8,090",,,,,,
R87279,0,0,0.00%,,R86853,0,0,"24,586",,,,,,
R87281,0,0,0.00%,,R86855,0,0,"3,465",,,,,,
R88101,"18,253","260,763",7.00%,,R86856,0,0,"8,757",,,,,,
R88107,"26,138","307,502",8.50%,,R86857,0,0,"45,780",,,,,,
R88108,"96,058","1,118,255",8.59%,,R86858,0,0,"27,721",,,,,,
R88112,"41,341","559,420",7.39%,,R86859,0,0,"3,732",,,,,,
R88116,"17,215","220,989",7.79%,,R86861,0,0,"35,220",,,,,,
R88118,"9,961","131,242",7.59%,,R86862,0,0,"20,312",,,,,,
R88119,"26,544","316,379",8.39%,,R86863,0,0,"17,284",,,,,,
R88123,"42,267","542,580",7.79%,,R86865,197.1,0,"25,673",,,,,,
R88127,"17,096","213,967",7.99%,,R86866,0,0,0,,,,,,
R88131,"46,201","564,115",8.19%,,R86867,54.44,0,653,,,,,,
R88132,"50,545","648,851",7.79%,,R86868,0,0,"3,358",,,,,,
R88135,"31,016","378,704",8.19%,,R86869,0,0,"19,679",,,,,,
R88138,"53,449","652,618",8.19%,,R86871,0,7.61,"5,777",,,,,,
R88139,"49,087","571,445",8.59%,,R86873,0,0,"28,610",,,,,,
R88153,"23,711","289,511",8.19%,,R86875,0,0,"13,715",,,,,,
R88155,"36,649","458,688",7.99%,,R86876,0,0,"5,837",,,,,,
R88157,"9,079","129,703",7.00%,,R86877,0,0,"16,507",,,,,,
R88158,"39,382","469,388",8.39%,,R86878,0,0,0,,,,,,
R88161,"75,006","950,643",7.89%,,R86879,0,0,"8,515",,,,,,
R88162,"10,977","137,207",8.00%,,R86881,0,0,"9,374",,,,,,
R88163,"29,002","345,673",8.39%,,R86882,0,0,"14,441",,,,,,
R88166,"6,659","82,306",8.09%,,R86883,10,0,"31,906",,,,,,
R88173,"6,808","81,146",8.39%,,R86885,0,0,0,,,,,,
R88175,"38,222","484,434",7.89%,,R86886,0,0,"6,101",,,,,,
R88179,"43,786","521,882",8.39%,,R86887,51.61,0,"16,141",,,,,,
R88181,"26,819","362,910",7.39%,,R86888,0,0,832,,,,,,
R88182,"28,582","376,572",7.59%,,R86889,0,0,"3,372",,,,,,
