UID,Sum of ARR,Sum of Total,Sum of Take Rate,,ID,Base & Other Fees,Rental,Voice ARR,,ID,WP ARR,,ID,DE ARR
R86819,"3,427","49,033",6.99%,,R86306,0,15,"22,890",,,,,,
R86821,"14,414","206,210",6.99%,,R86307,0,0,0,,,,,,
R86822,"12,572","179,853",6.99%,,R86308,0,0,"17,147",,,,,,
R86823,"1,707","24,424",6.99%,,R86309,210,0,"30,812",,,,,,
R86825,"2,524","36,114",6.99%,,R86311,54,0,653,,,,,,
R86827,"6,450","117,265",5.50%,,R86312,0,0,"19,445",,,,,,
R86829,"18,717","267,770",6.99%,,R86315,10,0,"3,516",,,,,,
R86832,"6,153","88,029",6.99%,,R86316,0,0,"85,938",,,,,,
R86833,"5,581","79,846",6.99%,,R86317,0,0,"10,818",,,,,,
R86835,"6,743","96,473",6.99%,,R86318,0,15,"12,345",,,,,,
R86836,"26,034","372,447",6.99%,,R86321,0,0,0,,,,,,
R86837,"2,561","33,309",7.69%,,R86322,31,15,"13,307",,,,,,
R86838,"14,568","208,412",6.99%,,R86323,0,0,"30,245",,,,,,
R86839,"20,506","263,239",7.79%,,R86325,200,0,"18,985",,,,,,
R86851,"36,673","524,652",6.99%,,R86326,0,0,0,,,,,,
R86852,"8,455","120,959",6.99%,,R86327,0,0,0,,,,,,
R86853,"25,963","342,068",7.59%,,R86328,54,15,653,,,,,,
R86855,"3,677","52,604",6.99%,,R86331,0,15,"24,713",,,,,,
R86856,0,0,6.99%,,R86332,210,0,"20,094",,,,,,
R86857,"48,242","635,604",7.59%,,R86333,0,15,"23,835",,,,,,
R86858,"26,050","372,674",6.99%,,R86335,0,0,"11,860",,,,,,
R86859,"3,781","54,096",6.99%,,R86336,0,0,"8,266",,,,,,
R86861,"38,051","544,361",6.99%,,R86337,0,15,"11,865",,,,,,
R86862,"8,908","127,436",6.99%,,R86338,200,15,"3,997",,,,,,
R86863,"23,780","305,259",7.79%,,R86339,0,0,"22,190",,,,,,
R86865,"23,384","334,541",6.99%,,R86351,54,15,653,,,,,,
R86866,0,0,8.39%,,R86352,0,15,"11,003",,,,,,
R86867,0,0,6.99%,,R86353,0,0,"11,000",,,,,,
R86868,"1,841","26,341",6.99%,,R86355,10,0,"4,147",,,,,,
R86869,"18,464","264,142",6.99%,,R86356,0,0,0,,,,,,
R86871,"5,364","76,738",6.99%,,R86357,0,0,"18,317",,,,,,
R86873,"29,987","428,996",6.99%,,R86358,0,0,0,,,,,,
R86875,"12,977","185,657",6.99%,,R86359,0,0,"36,269",,,,,,
R86876,"10,919","136,484",8.00%,,R86361,54,15,653,,,,,,
R86877,"16,039","229,461",6.99%,,R86362,200,0,"9,130",,,,,,
R86878,0,0,7.59%,,R86363,0,0,0,,,,,,
R86879,"9,284","132,824",6.99%,,R86366,0,0,"17,499",,,,,,
R86881,"16,366","204,825",7.99%,,R86367,0,0,0,,,,,,
R86882,"13,977","199,964",6.99%,,R86368,0,0,0,,,,,,
R86883,"29,856","427,122",6.99%,,R86369,0,0,0,,,,,,
R86885,0,0,6.99%,,R86371,0,0,0,,,,,,
R86886,"6,274","89,755",6.99%,,R86372,84,0,"1,003",,,,,,
R86887,"15,644","223,809",6.99%,,R86373,0,0,"41,041",,,,,,
R86888,0,0,6.99%,,R86375,0,8,"4,730",,,,,,
R86889,"7,460","106,720",6.99%,,R86376,0,0,"6,615",,,,,,
R86891,"13,776","197,088",6.99%,,R86377,0,0,"8,162",,,,,,
R86892,"3,458","49,474",6.99%,,R86378,0,0,"5,150",,,,,,
R86893,0,0,6.99%,,R86379,0,15,0,,,,,,
R86895,"7,440","106,439",6.99%,,R86381,54,15,653,,,,,,
R86896,0,0,6.99%,,R86382,0,0,"14,644",,,,,,
R86897,"6,353","90,886",6.99%,,R86383,200,0,"4,947",,,,,,
R86898,0,0,7.99%,,R86385,0,0,0,,,,,,
R86899,0,0,6.99%,,R86387,200,0,"4,567",,,,,,
R86901,"33,426","478,194",6.99%,,R86388,0,0,0,,,,,,
R86902,"2,301","32,924",6.99%,,R86389,0,0,0,,,,,,
R86903,"8,710","124,601",6.99%,,R86391,0,0,0,,,,,,
R86905,"4,555","65,170",6.99%,,R86392,64,0,773,,,,,,
R86906,"6,368","91,105",6.99%,,R86393,10,0,"13,214",,,,,,
R86908,"1,313","18,787",6.99%,,R86396,200,0,"11,862",,,,,,
R86909,0,0,6.00%,,R86397,200,0,"8,640",,,,,,
R86912,"11,310","161,801",6.99%,,R86398,0,8,"2,241",,,,,,
R86915,"17,653","232,578",7.59%,,R86399,0,0,"1,532",,,,,,
R86916,"11,921","170,541",6.99%,,R86501,0,0,316,,,,,,
R86917,"9,614","137,544",6.99%,,R86502,0,0,"43,201",,,,,,
R86918,"41,525","507,020",8.19%,,R86503,0,0,"5,707",,,,,,
R86919,0,0,8.00%,,R86505,54,0,653,,,,,,
R86921,0,0,6.99%,,R86506,200,0,"16,067",,,,,,
R86922,0,0,6.99%,,R86507,0,0,0,,,,,,
R86926,0,0,6.99%,,R86508,0,8,"17,424",,,,,,
R86927,"18,778","241,055",7.79%,,R86509,0,0,"3,276",,,,,,
R86928,"22,419","260,988",8.59%,,R86511,0,0,0,,,,,,
R86929,"10,918","136,470",8.00%,,R86512,0,0,0,,,,,,
R86931,"44,984","643,549",6.99%,,R86513,0,8,"33,372",,,,,,
R86933,"8,384","119,937",6.99%,,R86515,0,0,"28,689",,,,,,
R86935,"6,125","87,632",6.99%,,R86516,0,0,0,,,,,,
R86937,"18,128","259,340",6.99%,,R86517,100,0,"1,200",,,,,,
R86938,"29,109","416,442",6.99%,,R86518,93,0,"1,119",,,,,,
R86939,"16,200","231,758",6.99%,,R86519,0,0,0,,,,,,
R86951,"9,375","156,245",6.00%,,R86521,0,0,"44,479",,,,,,
R86952,0,0,6.99%,,R86522,0,0,0,,,,,,
R86953,"32,030","400,878",7.99%,,R86523,0,0,0,,,,,,
R86955,"4,451","63,675",6.99%,,R86525,27,0,327,,,,,,
R86956,0,0,7.69%,,R86526,200,0,"14,863",,,,,,
R86957,"28,006","350,516",7.99%,,R86527,0,8,"33,379",,,,,,
R86958,0,0,6.99%,,R86528,0,0,"17,380",,,,,,
R86959,"29,088","416,143",6.99%,,R86529,0,8,"30,410",,,,,,
R86961,0,0,6.99%,,R86531,54,23,653,,,,,,
R86962,0,0,7.99%,,R86532,0,0,"9,541",,,,,,
R86963,"11,117","159,043",6.99%,,R86535,0,0,"11,422",,,,,,
R86965,"12,294","175,876",6.99%,,R86536,0,0,0,,,,,,
R86966,"6,929","99,133",6.99%,,R86538,0,0,"32,090",,,,,,
R86967,"6,577","94,093",6.99%,,R86539,0,0,"5,334",,,,,,
R86968,"8,942","127,925",6.99%,,R86551,0,0,"5,429",,,,,,
R86969,0,0,6.99%,,R86552,0,0,0,,,,,,
R86971,0,0,6.99%,,R86553,0,8,"11,375",,,,,,
R86972,518,"6,742",7.69%,,R86555,100,0,"20,119",,,,,,
R86973,0,0,6.99%,,R86556,0,0,0,,,,,,
R86975,"10,459","149,631",6.99%,,R86557,0,0,"9,267",,,,,,
R86976,"11,042","157,968",6.99%,,R86558,10,0,"3,315",,,,,,
R86977,"9,088","130,010",6.99%,,R86559,200,0,"27,066",,,,,,
R86978,"14,510","207,583",6.99%,,R86561,200,0,"4,893",,,,,,
R86979,"12,262","175,427",6.99%,,R86562,0,0,239,,,,,,
R86982,"6,912","98,886",6.99%,,R86563,0,0,"9,691",,,,,,
R86983,0,0,6.99%,,R86566,0,0,"8,523",,,,,,
R86985,"4,945","70,738",6.99%,,R86568,0,8,"7,116",,,,,,
R86986,0,0,7.99%,,R86569,0,0,"5,014",,,,,,
R86987,0,0,6.99%,,R86571,0,0,"4,008",,,,,,
R86988,"3,321","47,512",6.99%,,R86572,0,0,"19,627",,,,,,
R86989,"8,520","142,001",6.00%,,R86573,0,0,"20,193",,,,,,
R86991,"13,536","193,641",6.99%,,R86575,0,0,"19,228",,,,,,
R86992,"33,330","476,822",6.99%,,R86576,0,0,0,,,,,,
R86993,0,0,8.00%,,R86577,0,0,0,,,,,,
R86995,0,0,8.00%,,R86578,54,0,653,,,,,,
R86996,0,0,6.99%,,R86579,0,0,"11,163",,,,,,
R86997,"7,968","113,989",6.99%,,R86581,0,0,0,,,,,,
R86998,"11,898","170,215",6.99%,,R86582,200,0,"2,400",,,,,,
R86999,0,0,6.99%,,R86583,0,0,0,,,,,,
R87001,"7,846","112,245",6.99%,,R86585,0,8,"6,918",,,,,,
R87002,"14,102","201,747",6.99%,,R86586,10,0,"33,545",,,,,,
R87005,0,0,6.99%,,R86587,50,0,"8,941",,,,,,
R87006,"16,835","218,916",7.69%,,R86588,0,0,"6,773",,,,,,
R87007,"16,557","236,864",6.99%,,R86589,0,0,"19,421",,,,,,
R87008,0,0,6.99%,,R86591,0,0,0,,,,,,
R87009,"18,515","243,942",7.59%,,R86592,0,0,"3,694",,,,,,
R87011,"7,589","108,569",6.99%,,R86593,0,0,0,,,,,,
R87012,"17,057","244,020",6.99%,,R86595,0,0,"14,069",,,,,,
R87013,"6,138","76,723",8.00%,,R86596,0,0,"17,965",,,,,,
R87015,0,0,7.59%,,R86597,0,0,0,,,,,,
R87016,"15,738","225,144",6.99%,,R86598,0,0,0,,,,,,
R87017,"17,112","244,812",6.99%,,R86599,0,0,"20,247",,,,,,
R87018,"8,092","98,802",8.19%,,R86601,54,0,653,,,,,,
R87021,"14,742","210,906",6.99%,,R86602,200,0,"3,895",,,,,,
R87022,"20,663","295,602",6.99%,,R86603,200,0,"14,200",,,,,,
R87023,"12,028","150,353",8.00%,,R86605,0,0,0,,,,,,
R87025,"11,951","170,971",6.99%,,R86606,0,0,0,,,,,,
R87026,0,0,6.99%,,R86607,0,0,"47,949",,,,,,
R87027,"28,977","381,776",7.59%,,R86608,0,0,655,,,,,,
R87028,"13,774","197,047",6.99%,,R86609,0,0,"19,454",,,,,,
R87029,"15,840","226,603",6.99%,,R86612,108,15,"1,294",,,,,,
R87032,"12,981","185,703",6.99%,,R86613,0,0,"2,996",,,,,,
R87033,"4,409","63,069",6.99%,,R86615,0,0,0,,,,,,
R87035,"30,625","438,124",6.99%,,R86616,0,0,"1,387",,,,,,
R87036,"23,891","341,787",6.99%,,R86617,0,15,0,,,,,,
R87037,0,0,6.99%,,R86618,0,0,0,,,,,,
R87039,"34,487","421,091",8.19%,,R86619,54,0,653,,,,,,
R87051,0,0,6.99%,,R86621,0,0,"17,792",,,,,,
R87052,"29,675","362,334",8.19%,,R86622,54,0,653,,,,,,
R87053,0,0,6.99%,,R86623,0,0,0,,,,,,
R87055,"63,381","906,732",6.99%,,R86625,54,0,653,,,,,,
R87056,"14,297","178,708",8.00%,,R86626,54,0,653,,,,,,
R87057,"37,649","448,735",8.39%,,R86628,0,0,"17,903",,,,,,
R87058,"2,861","40,929",6.99%,,R86629,0,0,"6,602",,,,,,
R87059,0,0,6.99%,,R86631,0,0,"35,055",,,,,,
R87061,"23,421","272,658",8.59%,,R86632,200,0,"7,320",,,,,,
R87062,"18,519","264,936",6.99%,,R86636,10,0,"34,763",,,,,,
R87063,"20,376","291,499",6.99%,,R86637,10,23,"9,332",,,,,,
R87065,"11,736","167,899",6.99%,,R86638,10,0,"8,628",,,,,,
R87066,"12,847","183,796",6.99%,,R86639,54,0,653,,,,,,
R87067,"7,614","108,932",6.99%,,R86651,0,0,0,,,,,,
R87069,"7,776","111,238",6.99%,,R86652,54,23,653,,,,,,
R87071,"20,551","294,001",6.99%,,R86653,0,0,0,,,,,,
R87072,"8,783","125,649",6.99%,,R86655,54,23,653,,,,,,
R87073,"5,364","76,733",6.99%,,R86656,200,0,"14,965",,,,,,
R87075,"15,037","215,116",6.99%,,R86657,54,0,653,,,,,,
R87076,"15,144","216,652",6.99%,,R86658,0,8,"5,135",,,,,,
R87077,"26,409","377,816",6.99%,,R86659,200,0,"17,946",,,,,,
R87078,"12,458","178,224",6.99%,,R86661,0,0,"3,038",,,,,,
R87081,"18,518","264,925",6.99%,,R86662,0,0,"3,071",,,,,,
R87082,0,0,6.99%,,R86665,0,0,795,,,,,,
R87083,"26,109","373,522",6.99%,,R86666,100,0,"7,881",,,,,,
R87085,"21,457","306,972",6.99%,,R86667,10,0,"36,127",,,,,,
R87086,0,0,8.00%,,R86668,0,15,"7,669",,,,,,
R87087,"15,540","194,252",8.00%,,R86671,0,0,"13,580",,,,,,
R87089,0,0,6.99%,,R86672,0,0,"5,927",,,,,,
R87091,"15,523","222,078",6.99%,,R86673,0,0,"19,266",,,,,,
R87093,"42,090","513,919",8.19%,,R86675,0,0,0,,,,,,
R87095,"12,688","181,514",6.99%,,R86676,0,0,0,,,,,,
R87096,"21,214","255,896",8.29%,,R86677,50,0,"4,176",,,,,,
R87098,0,0,6.99%,,R86678,0,0,0,,,,,,
R87099,"32,284","403,546",8.00%,,R86679,54,15,653,,,,,,
R87101,"45,811","533,312",8.59%,,R86682,0,0,"11,967",,,,,,
R87102,"3,423","48,964",6.99%,,R86683,0,0,0,,,,,,
R87103,0,0,6.99%,,R86685,0,0,0,,,,,,
R87105,"42,812","564,062",7.59%,,R86686,0,0,"42,271",,,,,,
R87106,0,0,6.99%,,R86687,0,0,"16,391",,,,,,
R87107,0,0,8.00%,,R86688,200,0,"3,543",,,,,,
R87108,0,0,6.99%,,R86689,0,0,"17,849",,,,,,
R87109,"26,479","348,870",7.59%,,R86691,0,0,"9,216",,,,,,
R87111,"9,489","135,748",6.99%,,R86692,200,0,"9,603",,,,,,
R87112,"13,638","170,476",8.00%,,R86693,200,0,"2,400",,,,,,
R87115,"2,464","35,246",6.99%,,R86695,0,0,0,,,,,,
R87116,"2,573","32,160",8.00%,,R86696,0,8,"10,762",,,,,,
R87117,"9,003","128,793",6.99%,,R86697,0,0,"27,546",,,,,,
R87118,"33,812","434,050",7.79%,,R86698,0,0,"10,474",,,,,,
R87119,"8,045","115,099",6.99%,,R86699,0,0,"3,264",,,,,,
R87121,0,0,6.99%,,R86701,0,0,0,,,,,,
R87122,"27,083","387,447",6.99%,,R86702,0,0,0,,,,,,
R87123,"11,441","150,737",7.59%,,R86705,0,0,"10,900",,,,,,
R87125,"16,783","215,443",7.79%,,R86706,100,8,"12,365",,,,,,
R87127,"29,714","386,392",7.69%,,R86707,0,0,0,,,,,,
R87131,"12,831","183,559",6.99%,,R86708,0,0,"14,378",,,,,,
R87133,"19,261","275,551",6.99%,,R86709,54,15,653,,,,,,
R87136,"10,898","155,915",6.99%,,R86711,0,0,0,,,,,,
R87137,"14,260","204,001",6.99%,,R86712,54,0,653,,,,,,
R87139,"6,130","87,700",6.99%,,R86713,0,0,0,,,,,,
R87151,"34,356","452,642",7.59%,,R86715,200,0,"3,852",,,,,,
R87152,"10,949","156,639",6.99%,,R86716,0,0,"6,694",,,,,,
R87153,"24,519","292,243",8.39%,,R86718,0,0,"11,710",,,,,,
R87155,0,0,6.99%,,R86719,0,0,0,,,,,,
R87157,"12,028","172,068",6.99%,,R86721,0,0,"3,322",,,,,,
R87158,"18,293","261,706",6.99%,,R86722,100,0,"8,544",,,,,,
R87159,"18,931","270,830",6.99%,,R86723,200,0,"10,363",,,,,,
R87162,0,0,6.99%,,R86726,0,0,0,,,,,,
R87163,"27,770","339,078",8.19%,,R86727,10,0,"13,911",,,,,,
R87165,"21,876","312,956",6.99%,,R86728,0,0,"39,170",,,,,,
R87168,"22,609","323,442",6.99%,,R86729,0,0,0,,,,,,
R87169,"18,137","259,476",6.99%,,R86731,0,0,0,,,,,,
R87171,"10,187","121,421",8.39%,,R86732,0,0,"13,597",,,,,,
R87181,0,0,6.99%,,R86733,200,0,"2,643",,,,,,
R87183,"2,908","36,349",8.00%,,R86735,0,0,"69,195",,,,,,
R87185,"16,176","231,415",6.99%,,R86736,0,0,"27,563",,,,,,
R87187,"8,572","122,631",6.99%,,R86737,0,0,"22,352",,,,,,
R87195,"20,795","297,502",6.99%,,R86738,0,0,"2,273",,,,,,
R87197,"14,947","196,926",7.59%,,R86739,0,0,"46,362",,,,,,
R88101,"10,106","144,369",7.00%,,R86751,0,0,"23,709",,,,,,
R88107,"20,109","236,580",8.50%,,R86752,0,0,587,,,,,,
R88108,"86,822","1,010,735",8.59%,,R86753,0,0,"65,731",,,,,,
R88112,"42,101","569,707",7.39%,,R86755,0,0,"8,715",,,,,,
R88116,"14,324","183,881",7.79%,,R86756,0,0,"14,577",,,,,,
R88118,"11,689","146,114",8.00%,,R86757,54,0,653,,,,,,
R88119,"29,441","350,903",8.39%,,R86758,0,0,0,,,,,,
R88123,"44,546","571,841",7.79%,,R86759,0,0,0,,,,,,
R88127,"13,973","174,886",7.99%,,R86761,0,0,"8,586",,,,,,
R88131,"45,519","555,793",8.19%,,R86762,54,0,653,,,,,,
R88132,"46,991","603,217",7.79%,,R86763,0,0,"12,489",,,,,,
R88135,"30,378","370,917",8.19%,,R86765,54,0,653,,,,,,
R88138,"55,834","681,738",8.19%,,R86766,0,0,"19,581",,,,,,
R88139,"43,070","501,400",8.59%,,R86767,0,0,"21,345",,,,,,
R88153,"25,359","309,632",8.19%,,R86768,0,0,"20,833",,,,,,
R88155,"37,680","471,595",7.99%,,R86769,0,0,"5,416",,,,,,
R88157,"8,746","124,949",7.00%,,R86771,0,0,"4,265",,,,,,
R88158,"41,580","495,587",8.39%,,R86772,0,0,"29,737",,,,,,
R88161,"56,512","716,250",7.89%,,R86773,0,8,"9,377",,,,,,
R88162,"12,670","147,496",8.59%,,R86775,0,0,"19,655",,,,,,
R88163,"39,254","467,866",8.39%,,R86776,100,0,"13,028",,,,,,
R88166,"17,120","214,002",8.00%,,R86777,0,0,"13,024",,,,,,
R88173,"10,980","130,870",8.39%,,R86778,0,0,0,,,,,,
R88175,"35,829","454,101",7.89%,,R86779,54,0,653,,,,,,
R88179,"41,461","494,176",8.39%,,R86781,0,0,0,,,,,,
R88181,"27,678","374,532",7.39%,,R86782,0,0,"10,017",,,,,,
R88182,"25,867","340,805",7.59%,,R86783,0,0,0,,,,,,
R88186,"28,920","340,236",8.50%,,R86785,0,0,0,,,,,,
R88191,"36,989","435,160",8.50%,,R86786,0,0,0,,,,,,
R88192,"14,372","205,606",6.99%,,R86787,200,0,"9,651",,,,,,
R88193,"27,814","323,797",8.59%,,R86788,0,0,"14,127",,,,,,
R88201,"25,819","369,371",6.99%,,R86789,0,0,"9,875",,,,,,
R88202,"6,823","97,604",6.99%,,R86791,0,15,"2,127",,,,,,
R88205,"36,391","520,609",6.99%,,R86792,0,0,"17,042",,,,,,
R88206,0,0,6.99%,,R86793,0,0,0,,,,,,
R88208,"45,110","571,732",7.89%,,R86797,0,0,"3,920",,,,,,
R88209,"29,074","415,931",6.99%,,R86798,0,0,"17,118",,,,,,
R88213,"36,009","450,676",7.99%,,R86799,16,0,"9,814",,,,,,
R88216,"9,005","128,831",6.99%,,R86801,0,23,"11,070",,,,,,
R88218,"12,714","153,368",8.29%,,R86802,0,0,0,,,,,,
R88221,0,0,8.59%,,R86803,0,0,"36,165",,,,,,
R88226,"17,915","227,058",7.89%,,R86805,0,0,"6,119",,,,,,
R88231,"26,910","384,985",6.99%,,R86807,10,0,"7,469",,,,,,
R88235,"58,796","754,767",7.79%,,R86808,200,0,"6,557",,,,,,
R88236,"15,836","226,559",6.99%,,R86809,10,0,"9,703",,,,,,
R88238,"52,093","745,255",6.99%,,R86811,0,0,0,,,,,,
R88251,"14,570","208,445",6.99%,,R86812,0,0,0,,,,,,
R88252,"72,097","869,683",8.29%,,R86813,0,0,0,,,,,,
R88253,"103,835","1,299,559",7.99%,,R86815,0,0,193,,,,,,
R88256,"8,963","109,434",8.19%,,R86816,0,0,0,,,,,,
R88257,"19,926","243,302",8.19%,,R86817,0,0,0,,,,,,
R882661,0,0,0.00%,,R86818,64,0,773,,,,,,
R88267,"21,788","276,148",7.89%,,R86819,0,0,"3,427",,,,,,
R88269,0,0,6.99%,,R86821,0,0,"14,414",,,,,,
R88271,"44,606","524,776",8.50%,,R86822,0,0,"12,572",,,,,,
R88272,"70,956","845,725",8.39%,,R86823,200,0,"4,107",,,,,,
R88275,"25,371","334,269",7.59%,,R86825,0,0,"2,524",,,,,,
R88276,0,0,8.39%,,R86827,0,0,"6,450",,,,,,
R88279,"24,087","344,593",6.99%,,R86829,10,0,"18,837",,,,,,
R88282,"15,247","179,374",8.50%,,R86832,0,0,"6,153",,,,,,
R88283,"13,309","156,579",8.50%,,R86833,0,8,"5,581",,,,,,
R88291,"12,821","183,416",6.99%,,R86835,200,0,"9,143",,,,,,
R88293,"9,756","121,950",8.00%,,R86836,0,0,"26,034",,,,,,
R88299,"54,126","652,902",8.29%,,R86837,200,0,"4,961",,,,,,
R88302,"26,369","330,029",7.99%,,R86838,0,0,"14,568",,,,,,
R88311,"28,182","331,553",8.50%,,R86839,0,0,"20,506",,,,,,
R88312,"53,155","760,445",6.99%,,R86851,0,0,"36,673",,,,,,
R88313,"3,123","29,489",10.59%,,R86852,0,0,"8,455",,,,,,
R88317,"13,546","193,787",6.99%,,R86853,0,0,"25,963",,,,,,
R88318,"21,983","275,131",7.99%,,R86855,0,0,"3,677",,,,,,
R88319,"27,423","343,213",7.99%,,R86856,54,0,653,,,,,,
R88321,"37,448","506,734",7.39%,,R86857,0,0,"48,242",,,,,,
R88323,"10,298","147,319",6.99%,,R86858,0,0,"26,050",,,,,,
R88326,"25,760","303,414",8.49%,,R86859,0,0,"3,781",,,,,,
R88327,"46,534","541,728",8.59%,,R86861,0,0,"38,051",,,,,,
R88328,"9,334","116,678",8.00%,,R86862,0,0,"8,908",,,,,,
R88329,"36,913","461,987",7.99%,,R86863,0,0,"23,780",,,,,,
R88333,"20,455","292,633",6.99%,,R86865,210,0,"25,904",,,,,,
R88337,"30,099","358,745",8.39%,,R86866,0,0,0,,,,,,
R88338,"16,617","237,725",6.99%,,R86867,54,0,653,,,,,,
R88339,"30,829","362,697",8.50%,,R86868,0,0,"1,841",,,,,,
R88351,"19,987","285,940",6.99%,,R86869,0,0,"18,464",,,,,,
R88353,"14,573","208,490",6.99%,,R86871,38,0,"5,821",,,,,,
R88355,"68,504","816,498",8.39%,,R86873,0,0,"29,987",,,,,,
R88358,"9,877","123,466",8.00%,,R86875,0,0,"12,977",,,,,,
R88362,"28,895","361,637",7.99%,,R86876,0,0,"10,919",,,,,,
R88366,"23,236","290,447",8.00%,,R86877,0,0,"16,039",,,,,,
R88367,0,0,8.59%,,R86878,0,0,0,,,,,,
R88368,"15,033","188,149",7.99%,,R86879,0,0,"9,284",,,,,,
R88377,0,0,7.99%,,R86881,0,0,"16,366",,,,,,
R88379,"11,319","141,490",8.00%,,R86882,0,0,"13,977",,,,,,
R88385,"16,641","210,907",7.89%,,R86883,10,0,"29,976",,,,,,
R88386,"9,763","122,194",7.99%,,R86885,0,0,0,,,,,,
R88388,"21,389","271,090",7.89%,,R86886,0,0,"6,274",,,,,,
R88391,"44,481","543,117",8.19%,,R86887,0,0,"15,644",,,,,,
R88393,"41,812","491,909",8.50%,,R86888,54,0,653,,,,,,
R88395,"29,098","416,287",6.99%,,R86889,0,0,"7,460",,,,,,
R88398,"23,626","275,037",8.59%,,R86891,0,0,"13,776",,,,,,
R88399,"20,144","288,190",6.99%,,R86892,10,0,"3,578",,,,,,
R88502,"10,090","126,129",8.00%,,R86893,0,0,0,,,,,,
R88505,"31,119","394,412",7.89%,,R86895,0,0,"7,440",,,,,,
R88507,"22,438","284,390",7.89%,,R86896,54,0,653,,,,,,
R88508,"53,765","681,428",7.89%,,R86897,10,0,"6,473",,,,,,
R88512,"21,171","258,501",8.19%,,R86898,0,0,0,,,,,,
R88513,"22,335","319,534",6.99%,,R86899,0,0,0,,,,,,
R88517,0,0,8.19%,,R86901,0,0,"33,426",,,,,,
R88518,"35,629","475,049",7.50%,,R86902,0,0,"2,301",,,,,,
R88523,"10,505","146,102",7.19%,,R86903,0,0,"8,710",,,,,,
R88527,"19,642","261,895",7.50%,,R86905,0,0,"4,555",,,,,,
R88528,"12,966","172,882",7.50%,,R86906,0,0,"6,368",,,,,,
R88529,"8,560","122,458",6.99%,,R86908,0,0,"1,313",,,,,,
R88531,"30,938","407,622",7.59%,,R86909,54,0,653,,,,,,
R88533,"92,094","1,213,362",7.59%,,R86912,0,0,"11,310",,,,,,
R88535,"36,708","574,456",6.39%,,R86915,0,0,"17,653",,,,,,
R88537,"29,909","383,940",7.79%,,R86916,0,0,"11,921",,,,,,
R88538,"28,547","380,620",7.50%,,R86917,0,0,"9,614",,,,,,
R88551,"41,656","541,687",7.69%,,R86918,0,0,"41,525",,,,,,
R88559,"32,851","469,974",6.99%,,R86919,0,0,0,,,,,,
R88562,"21,307","284,092",7.50%,,R86921,0,0,0,,,,,,
R88567,"25,340","362,514",6.99%,,R86922,0,0,0,,,,,,
R88569,"20,169","288,545",6.99%,,R86926,54,0,653,,,,,,
R88571,"18,978","271,505",6.99%,,R86927,0,0,"18,778",,,,,,
R88577,"26,185","319,715",8.19%,,R86928,0,23,"22,419",,,,,,
R88589,"61,467","715,566",8.59%,,R86929,10,23,"11,038",,,,,,
R88595,0,0,7.79%,,R86931,0,0,"44,984",,,,,,
R88596,"20,480","292,990",6.99%,,R86933,0,8,"8,384",,,,,,
R88603,"16,195","205,265",7.89%,,R86935,0,15,"6,125",,,,,,
R88605,"13,552","169,397",8.00%,,R86937,0,0,"18,128",,,,,,
R88607,"31,540","367,173",8.59%,,R86938,10,0,"29,229",,,,,,
R88608,"5,138","67,696",7.59%,,R86939,0,0,"16,200",,,,,,
R88613,"34,513","431,949",7.99%,,R86951,0,0,"9,375",,,,,,
R88617,"16,417","234,859",6.99%,,R86952,0,0,0,,,,,,
R88618,"29,674","345,445",8.59%,,R86953,0,0,"32,030",,,,,,
R88623,"11,158","159,629",6.99%,,R86955,0,0,"4,451",,,,,,
R88627,"36,411","423,876",8.59%,,R86956,0,0,0,,,,,,
R88629,"9,459","135,324",6.99%,,R86957,0,8,"28,006",,,,,,
R88631,"24,587","351,747",6.99%,,R86958,0,0,0,,,,,,
R88632,"11,566","152,379",7.59%,,R86959,67,8,"29,888",,,,,,
R88633,"9,986","142,860",6.99%,,R86961,0,8,0,,,,,,
R88635,"17,938","256,626",6.99%,,R86962,54,0,653,,,,,,
R88636,"11,564","165,438",6.99%,,R86963,0,0,"11,117",,,,,,
R88638,"27,000","386,268",6.99%,,R86965,0,0,"12,294",,,,,,
R88652,"33,714","444,188",7.59%,,R86966,0,30,"6,929",,,,,,
R88656,"26,988","355,567",7.59%,,R86967,0,23,"6,577",,,,,,
R88657,"30,540","382,232",7.99%,,R86968,0,0,"8,942",,,,,,
R88658,"5,634","74,225",7.59%,,R86969,54,15,653,,,,,,
R88661,"14,892","213,045",6.99%,,R86971,0,8,0,,,,,,
R88662,"39,808","511,018",7.79%,,R86972,0,0,518,,,,,,
R88667,"56,215","804,224",6.99%,,R86973,0,0,0,,,,,,
R88671,"17,347","216,842",8.00%,,R86975,200,8,"12,859",,,,,,
R88672,"10,993","157,270",6.99%,,R86976,0,0,"11,042",,,,,,
R88679,"28,439","365,074",7.79%,,R86977,0,0,"9,088",,,,,,
R88681,"34,072","431,837",7.89%,,R86978,0,0,"14,510",,,,,,
R88682,"21,218","265,554",7.99%,,R86979,200,0,"14,662",,,,,,
R88683,"15,633","223,648",6.99%,,R86982,200,0,"9,312",,,,,,
R88685,"50,021","582,322",8.59%,,R86983,64,0,773,,,,,,
R88688,"14,102","176,269",8.00%,,R86985,0,0,"4,945",,,,,,
R88689,"12,639","180,817",6.99%,,R86986,200,0,"2,400",,,,,,
R88691,0,0,7.99%,,R86987,0,0,0,,,,,,
R88692,"25,839","300,804",8.59%,,R86988,200,0,"5,721",,,,,,
