Snowball Map,ID,Name,Business Type,Street,City/Town,State/Province Code,Zip/Postal Code,Country,First Name,Last Name,Contact Email,Contact Phone,Established,Phone,Most Common Email,Cuisines (Regional),Price Range
46913,67f85861499f94dd,Waterloo Star,Restaurant,170 University Ave W,Waterloo,ON,N2L 3E9,Canada,,,,,,,,Chinese,$
46914,669f5d1b8f89cd70,Togo Sushi,Restaurant,6060 Minoru Blvd,Richmond,BC,V6Y 1Y2,Canada,,,,,,,,Japanese,$
46915,66b46ed884b85ee9,Taste of China,Restaurant; Quick Service,523 Dundas St,Woodstock,ON,N4S 1C3,Canada,,,,,,,,Chinese,$$
46916,695bee23b283c422,Ninkazu Japanese Restaurant,Restaurant,8388 Capstan Way,Richmond,BC,V6X 4A7,Canada,,,,,,,,Japanese,$$
46917,73d3d93c5150763d,Roll n Sushi,Restaurant,15263 Yonge St,Aurora,ON,L4G 1N5,Canada,,,loverollnsushi@gmail.com,,,,loverollnsushi@gmail.com,Korean; Japanese,
46918,74dd76a2802690c0,Long Time No See,Restaurant; Drinking Place,421 Dundas St W,Toronto,ON,M5T 2W4,Canada,,,,,,,,Chinese,$$
46919,74f0bc1b942a942c,Johnny's Restaurant,Hotel/Resort; Restaurant,225 24 St,Fort Macleod,AB,T0L 0Z0,Canada,,,info@macleodempress.com,,,,info@macleodempress.com,Chinese,$$
46920,7163e05286589e80,Always BBQ,Restaurant,3330 Pharmacy Ave,Toronto,ON,M1W 3V8,Canada,,,,,,,,Chinese,$
46921,6ff74b4f49bb7e3a,Wok Out Restaurant,Restaurant,437 Glenmore Rd,Kelowna,BC,V1V 1Y5,Canada,,,zhangqiaomei2@gmail.com,,,,zhangqiaomei2@gmail.com,Chinese,$
46922,72f5008fde11bd7c,Super Bun,Restaurant,1028 Kings Rd,Cape Breton,NS,B1S 1C7,Canada,,,,,,,,Chinese,$$
46923,78dca165d4d3835d,Lobster Noodle House,Restaurant,947 Somerset St W,Ottawa,ON,K1R 6R8,Canada,,,adam.kam86@gmail.com,,,,adam.kam86@gmail.com,Vietnamese; Chinese; Thai,$$$
46924,79808a77acad96b0,T-Bay Bistro,Restaurant,8636 Granville St,Vancouver,BC,V6P 5A1,Canada,,,,,,,,Korean; Japanese; Vietnamese; Chinese; Thai,
46925,7988abf30dfad2fc,SushiVan,Restaurant,2566 Granville St,Vancouver,BC,V6H 3G8,Canada,Kwangho,Kim,,,,,sushivan2014@gmail.com,Japanese,$$
46926,65248ea7b78ccbfe,Tasty Secret Hotpot,Restaurant,4200 No 3 Rd,Richmond,BC,V6X 2C2,Canada,,,,,,,,Cantonese; Chinese,
46927,65456c867c63034f,Beijing Beijing,Restaurant; Quick Service,3803 Calgary Trl NW,Edmonton,AB,T6J 5M8,Canada,,,beijinghouse@telus.net,,,,beijinghouse@telus.net,Chinese,$$
46928,7d93d54a4c107311,Vegan Shoku Japanese Restaurant,Restaurant,2260 W 41st Ave,Vancouver,BC,V6M 1Z8,Canada,,,,,,,,Japanese,
46929,8d711867df7e5638,Murasaki Japanese Restaurant,Restaurant,254 Newport Dr,Port Moody,BC,V3H 5B9,Canada,Chuck,A,,,,,murasaki.portmoody@gmail.com,Japanese,$$
46930,8d0d5ac550034228,Golden 88 Restaurant,Restaurant,65 Graham Rd,Strathcona County,AB,T8A 3V5,Canada,,,,,,,,Chinese,$
46931,8e1ab027badb6c21,Yunshang Rice Noodle,Restaurant,5285 Yonge St,Toronto,ON,M2N 5R3,Canada,James,L,,,2016,,,Chinese,$
46932,8f0ff2c615e67f19,Six Flags,Restaurant,449 Kent St W,Kawartha Lakes,ON,K9V 6C3,Canada,,,,,,,,Japanese,$$
46933,8f056b606128c035,Sushi K Express,Restaurant,250 The East Mall,Toronto,ON,M9B 3Y8,Canada,,,,,2011,,,Japanese,$
46934,8e53730c62d2baa0,Impression Delight,Cafe; Hotel/Resort; Restaurant,180 King St,Winnipeg,MB,R3B 3G8,Canada,,,,,,,,Japanese; Chinese,$
46935,8e7476a9a26d420d,Nobu Japanese Sushi,Restaurant,3197 Edgemont Blvd,North Vancouver District,BC,V7R 2N8,Canada,,,,,,,,Japanese,$$
46936,908118502a8b85d2,Kylin Restaurant and Buffet,Restaurant,70 Harvey St,Harbour Grace,NL,A0A 2M0,Canada,Wei,X,,,2019,,kylinnl@outlook.com,Chinese,$
46937,7b67886d4a8cad54,Hanahana,Restaurant,474 Hazeldean Rd,Ottawa,ON,K2L 4E5,Canada,,,,,,,,Korean; Japanese,$
46938,82259a3c89cb8046,Golden Star,Restaurant,164 Sandalwood Pkwy E,Brampton,ON,L6Z 3S4,Canada,,,,,,,,American; Chinese,$
46939,82107b86a1cd786a,Dokkaebi,Hotel/Resort; Restaurant,1620 Bloor St W,Toronto,ON,M6P 1A7,Canada,,,,,,,info@dokkaebi.ca,Korean; Japanese,
46940,8113ffa123778931,Today's Chinese Restaurant,Restaurant,5224 86 St NW,Edmonton,AB,T6E 5J6,Canada,,,,,,,,Chinese,
46941,817fb54c636a7cca,The Red,Restaurant,5328 HWY-7,Markham,ON,L3P 1B9,Canada,,,,,,,info@theredsichuancuisine.ca,Chinese,$$
46942,86753e9c8026f329,Hat's Restaurant,Restaurant,1701 Dunmore Rd SE,Medicine Hat,AB,T1A 1Z8,Canada,,,,,,,,Chinese,$$
46943,83443eed0d0437ce,Sushi Sun,Restaurant,80 King St E,Gananoque,ON,K7G 1G1,Canada,,,sushisun01@gmail.com,,,,sushisun01@gmail.com,Japanese,$$
46944,83ba54719ddc4ef8,Wing's Chinese Restaurant (Queen St),Restaurant,17 Queen St N,Mississauga,ON,L5N 1A2,Canada,,,,,,,,Chinese,$
46945,86ecd29f8a958d65,Crystal Dynasty Chinese Restaurant,Restaurant,94 Cannon St W,Hamilton,ON,L8R 2B6,Canada,,,,,,,,Chinese,$$
46946,86f7f6900c2ab320,Prince Food - Chinese Restaurant,Restaurant,1661 Denison St,Markham,ON,L3R 6E4,Canada,,,,,,,,Chinese,
46947,8758755c977f7ebe,RedBeef Noodle Kitchen,Restaurant,1947 W 4th Ave,Vancouver,BC,V6J 1M7,Canada,,,,,,,info@redbeef.ca,Chinese,$$
46948,870ceebb01342e75,Tobiko #1 Sushi,Restaurant; Quick Service,15951 Fraser Hwy,Surrey,BC,V4N 0Y3,Canada,,,,,,,,Japanese,$$
46949,85df45f401d9766d,O-Sushi,Restaurant,1410 Parkway Blvd,Coquitlam,BC,V3E 3J7,Canada,Won,O,,,,,,Japanese,$$
46950,856deaa0264df84f,House of Mein,Restaurant,5015 101 Ave NW,Edmonton,AB,T6A 0G7,Canada,,,,,,,,Chinese,
46951,8513e81f21f556e8,New Town Bakery & Restaurant,Bakery; Hotel/Resort; Restaurant,10302 City Pkwy,Surrey,BC,V3T 4Y8,Canada,,,,,1980,,,Chinese,$
46952,84ce96a3e0d63cc5,Japanese Village,Restaurant,2940 Calgary Trl NW,Edmonton,AB,T6J 7C2,Canada,,,,,,,jvedmonton@shaw.ca,Japanese,$$$
46953,85a767da794f1fdd,Bourbon Street Grill,Restaurant,6551 No 3 Rd,Richmond,BC,V6Y 2B6,Canada,,,,,,,,Creole; Cajun,$
46954,929530bb44918823,Soleilki Japanese Fusion,Restaurant,330 Thickwood Blvd,Wood Buffalo,AB,T9K 1Y1,Canada,,,hongkongeatery2018@gmail.com,,,,hongkongeatery2018@gmail.com,Japanese,$$
46955,7f0a4c8930318811,Chinese Halal Express,Restaurant,668 Silver Star Blvd,Toronto,ON,M1V 5N1,Canada,,,,,,,,Chinese,
46956,7ed3c605e43b347c,Starlite Family Restaurant,Restaurant,1157 Ellesmere Rd,Toronto,ON,M1P 2X6,Canada,,,starlitefamily13@gmail.com,,,,starlitefamily13@gmail.com,Canadian; Chinese,$$
46957,7d069f95f88a401f,Spicy Dragon,Restaurant,1340 Kingston Rd,Pickering,ON,L1V 3M9,Canada,,,cliftonchu@rogers.com,,2012,,cliftonchu@rogers.com,Indian; Chinese,$
46958,80b6c7d09ec1cf3c,Momo Factory,Restaurant,11956 88 Ave,Delta,BC,V4C 3C8,Canada,,,momofactorycanada@gmail.com,,,,,Indian; Chinese; Nepalese,$
46959,7e09bbabd377cbb0,Domo Sushi,Restaurant,844 Sheppard Ave W,Toronto,ON,M3H 2T5,Canada,,,,,,,,Korean; Japanese,
46960,805a83f1423aa9e3,Salt & Pepper,Restaurant,35 Brunel Rd,Mississauga,ON,L4Z 3E8,Canada,Moin,Hussain,,,,,,Indian; Chinese,$$
46961,805aa8bb62a9f3cf,Momo Mantra,Restaurant,7 Simcoe St S,Oshawa,ON,L1H 4G1,Canada,,,,,,,,Chinese,
46962,8064405f6cac6471,Yan Yan's Restaurant,Restaurant,104 Centre St,Taber Municipal District,AB,T0K 0V0,Canada,,,,,,,,Chinese,
46963,8de1b861ccd2863b,Momo Cafe & Zomsa Bar,Cafe; Restaurant,1498 Queen St W,Toronto,ON,M6R 1A4,Canada,,,,,,,,Tibetan; Chinese,$$
46964,8de5b45235b364b6,Friend's Chinese restaurants,Restaurant,5566 Fenwick St,Halifax,NS,B3H 1P8,Canada,,,,,,,,Chinese,
46965,8bdf0ffed7292c47,Rajio Japanese Public House,Restaurant,3763 W 10th Ave,Vancouver,BC,V6R 2G5,Canada,Ryota,Kosaka,,,2012,,info@rajiopublichouse.com,Japanese,$$
46966,8a34bf717979678e,Wok Theory,Restaurant,530 Dundas St W,Toronto,ON,M5T 1H3,Canada,,,,,,,,Chinese,
46967,925e5542f85bf802,The Dumpling King,Restaurant,5328 HWY-7,Markham,ON,L3P 1B9,Canada,Bo,Zhao,beckyzb@hotmail.com,,,,beckyzb@hotmail.com,Chinese,$
46968,9836d49ddd11064a,Marukin Steak & Sushi,Restaurant,8408 Wyandotte St E,Windsor,ON,N8S 1T6,Canada,,,info@marukinsteakandsushi.com,,,,info@marukinsteakandsushi.com,Japanese,$$$
46969,83c77986c937cfc8,Golden Palace,Restaurant,5302 50 St,Beaumont,AB,T4X 1E5,Canada,,,,,,,,Chinese,$$
46970,84127ea27dd135f5,VJoy Beverage and Dessert Restaurant,Restaurant; Ice Cream Shop,1521 Pembina Hwy,Winnipeg,MB,R3T 2E4,Canada,,,vjoywinnipeg@gmail.com,,,,vjoypembina@gmail.com,Indian; Korean; Japanese; Vietnamese; Chinese; Thai,$
46971,92ff247084d69bbe,Blue Sky Restaurant,Restaurant,717 20 St NE,Medicine Hat,AB,T1C 1P3,Canada,,,,,,,,Chinese,
46972,9882203544dfb370,Qing Shu Spicy Hotpot,Restaurant,5195 Yonge St,Toronto,ON,M2N 5P7,Canada,,,,,,,,Chinese,
46973,9e006637cbe3b1bb,Misoya Sushi,Restaurant,5888 King Rd,King,ON,L0G 1N0,Canada,Sean,O,,,2013,,,Japanese,$$
46974,889c775593682f7e,Sushi Lab,Restaurant,118 Humphrey Rd,Labrador City,NL,A2V 2J8,Canada,,,sushilab.nl@gmail.com,,,,sushilab.nl@gmail.com,Japanese; Chinese,$$
46975,88ad90568c192c30,Moonlily Restaurant,Restaurant,5885 Vedder Rd,Chilliwack,BC,V2R 1C3,Canada,,,moonlily8@hotmail.com,,,,moonlily8@hotmail.com,Chinese,$$
46976,974643aee08641c2,Yumi Japanese Restaurant,Restaurant,2384 Bloor St W,Toronto,ON,M6S 1P5,Canada,,,,,,,,Japanese; Vietnamese; Chinese,$$
46977,973faa1d4aaa2d3b,Panda,Restaurant,31 Tapscott Rd,Toronto,ON,M1B 4Y7,Canada,,,,,,,,Chinese,
46978,97136c09fa1fed0f,Qing Shu Malatang,Restaurant,4733 Steeles Ave E,Toronto,ON,M1V 5N3,Canada,,,,,,,,Chinese,$$
46979,986b4f17107db242,Qing's Cuisine,Restaurant,610 Huronia Rd,Barrie,ON,L4N 0W5,Canada,Lien,Tran,,,2014,,,Chinese,$$
46980,97923074f9c81792,Blue Orchid Chinese Restaurant,Restaurant,11235 Jasper Ave NW,Edmonton,AB,T5K 0L5,Canada,Jiming,W,,,2015,,blueorchid11235@gmail.com,Chinese,$$
46981,9aad1f145d872337,Ten Hsiang Garden Restaurant Swan River,Restaurant,312 Main St E,Swan River,MB,R0L 1Z0,Canada,,,,,,,,Chinese,$$
46982,9ad62223bad87520,Westwood Grill Pan-Asian Cuisine,Restaurant,519 Annette St,Toronto,ON,M6P 1S1,Canada,,,,,,,,Japanese; Chinese,$$
46983,9bd6098806d73e10,Lucky Chinese Restaurant,Restaurant,2650 Lawrence Ave E,Toronto,ON,M1P 2S1,Canada,,,,,2005,,,Chinese,$
46984,a2f267b2623545c2,Akimitsu Canada,Hotel/Resort; Restaurant,41 Elm St,Toronto,ON,M5G 1H1,Canada,,,contact@konjikiramen.com,,,,akimitsucanada@gmail.com,Japanese,$$
46985,a0d148c5fcee23e9,Di Patty Shop,Restaurant,368 Queen St W,Cambridge,ON,N3C 1G8,Canada,,,,,,,,Creole; Caribbean; Cajun,$
46986,a2179c6a96f1d585,Sushi Go,Restaurant,48 Byward Market Sq,Ottawa,ON,K1N 7A2,Canada,,,,,,,,Japanese,$$
46987,ac3faedbc007dc86,Ole Hibachi,Restaurant,790 Dieppe Blvd,Dieppe,NB,E1A 9G5,Canada,,,,,,,,Korean; Japanese; Vietnamese; Chinese; Thai,
46988,acb9dd9552540f0f,Japan Rice Bowl Association,Restaurant,8206 Ontario St,Vancouver,BC,V5X 3E3,Canada,,,,,,,,Japanese,
46989,ad84a9f851366bc4,Yo!Sushi | 午餐特惠 (YK),Restaurant,4205 Keele St,Toronto,ON,M3J 3T8,Canada,,,,,,,,Korean; Japanese; Chinese,$
46990,ae08f557e48cbb9a,The Island Resto & Bar.,Hotel/Resort; Restaurant,43 Queen St,Charlottetown,PE,C1A 4A4,Canada,,,,,,,,Indian; Chinese,
46991,ad1e7c6198927ddc,Poke Poke,Restaurant,3262 Midland Ave,Toronto,ON,M1V 0C6,Canada,,,,,,,,Japanese,$$
46992,b18e65159ecf4819,Happy Rice Restaurant,Restaurant,10871 23 Ave NW,Edmonton,AB,T6J 7B5,Canada,,,,,,,,Chinese,
46993,b8a55a9341a1e8f8,Wo Fung Noodle House,Restaurant,8088 Park Rd,Richmond,BC,V6Y 1T1,Canada,,,,,,,,Chinese,$
46994,bbeadd506feced43,Don Mee,Hotel/Resort; Restaurant,538 Fisgard St,Victoria,BC,V8W 1R4,Canada,Georgina,Wong,,,,,rickdonmee@gmail.com,Chinese,$$
46995,baf4e1e3db955188,Hibachi Beef Noodles,Restaurant,33 Lakeshore Rd,St Catharines,ON,L2N 7B3,Canada,,,,,,,,Chinese,$
46996,bc262d88edf3bc9d,Momo Sushi,Restaurant,4819 48 Ave,Red Deer,AB,T4N 3T2,Canada,,,,,,,,Japanese,$$
46997,bc587eee7d479721,Go Sushi Catering Inc.,Hotel/Resort; Restaurant,451 Church St,Toronto,ON,M4Y 2C5,Canada,,,,,,,,Japanese,
46998,bc5d39de7c20e2a7,Hakka Boyz,Restaurant; Juice Bar,2200 Brock Rd,Pickering,ON,L1X 2R2,Canada,,,scarboroughdosaboyz@gmail.com,,,,hakkaboyzpickering1@gmail.com,Indian; Chinese,
46999,a6485d8fadec64cf,Marine Bay Restaurant,Restaurant,8511 Alexandra Rd,Richmond,BC,V6X 1C3,Canada,,,,,,,,Chinese,$$
47000,a78bd25890b4e126,Sushi Kaido,Restaurant,189 E Broadway,Vancouver,BC,V5T 1W1,Canada,,,,,,,,Japanese,$$
47001,a4176cb87fa340e9,Liuyishou Spicy Dry Pot Liu Yi Shou Xiang Guo,Hotel/Resort; Restaurant,4731 Garden City Rd,Richmond,BC,V6X 3M7,Canada,,,,,,,,Chinese,$
47002,b2661a28cc0f3730,Bai Jia Lao Tang ( North western Chinese cuisine),Restaurant,160 University Ave W,Waterloo,ON,N2L 3E9,Canada,,,,,,,,Japanese; Chinese,$$
47003,b4dfa6d14ec44861,Palm Palace,Restaurant,50 Kennedy Rd S,Brampton,ON,L6W 3E7,Canada,,,,,,,,Indian; Caribbean; Chinese,$
47004,b53fd862fbc65a49,Kisso Sushi & Ramen,Restaurant,Prairie Ave,Port Coquitlam,BC,V3B 1T3,Canada,,,,,,,,Japanese,$
47005,b5e7016a6e1e6aba,Bamboo Terrace,Restaurant,291 Main St,Wasaga Beach,ON,L9Z 0B6,Canada,,,,,,,,Chinese,$$$
47006,af58a46c74ca7e86,Wong's Restaurant,Restaurant,150 Bellamy Ave,Birch Hills,SK,S0J 0G0,Canada,,,,,,,,Chinese,$
47007,ad18b3f325210b08,Oishii Sushi & Bento,Restaurant,515 Marlborough Way NE,Calgary,AB,T2A 7E7,Canada,Michael,J,,,2014,,,Japanese,$$
47008,ac81b2864f324bdc,Three Fortunes Chinese Restaurant,Restaurant,Memorial Dr NE,Calgary,AB,T2E,Canada,,,,,,,,Canadian; Vietnamese; Chinese,
47009,b2e61e72dfc5c7ee,Sushi Boss,Restaurant; Quick Service,3033 Robson Dr,Coquitlam,BC,V3E 2Z4,Canada,,,,,,,,Japanese,$$
47010,b3a50cc05b808e81,Kanpai,Restaurant,252 Carlton St,Toronto,ON,M5A 2L1,Canada,,,,,,,info@kanpaisnackbar.com,Taiwanese,$$
47011,b1dac2c062ef874b,Dumpling House,Restaurant,421 Richmond St,London,ON,N6A 3C8,Canada,,,,,,,,Chinese,
47012,a4e5e059f19e5578,Silver Tower Cafe Restaurant,Cafe; Restaurant,8500 Alexandra Rd,Richmond,BC,V6X 3L4,Canada,,,,,,,,Cantonese,$
47013,a5581a43a8b5b3d3,PapaspicyLiu Gong Kao Yu,Restaurant,366 Dalhousie St,Ottawa,ON,K1N 7G3,Canada,,,,,,,,Chinese,
47014,a74b2061114303bc,P.F. Chang's,Restaurant,6303 Currents Dr NW,Edmonton,AB,T6W 0L9,Canada,,,,,,,,Chinese,$$
47015,a6f48a97d745f301,Sushi Garden,Restaurant,698 3rd Ave W,Melville,SK,S0A 2P0,Canada,,,,,,,,Japanese,$$
47016,a4273a4d1744c2c2,Gonoe Sushi Japanese Restaurant,Restaurant,1310 Don Mills Rd,Toronto,ON,M3B 2W6,Canada,,,gonoe1310@gmail.com,,,,antonion.kim@gmail.com,Japanese,$$
47017,b976e3f58b920946,Nihon Bento,Restaurant,8811 Laurel St,Vancouver,BC,V6P 3V9,Canada,,,,,,,,Japanese,
47018,b9f73a3a4075665e,Tin Tin Congee,Restaurant,4205 Keele St,Toronto,ON,M3J 3T8,Canada,,,,,,,,American; Chinese,$
47019,bad73c745162fc15,Grand Tang Chinese CuisineDa Tang,Restaurant,Wonderland Rd N,London,ON,N6H 1T6,Canada,,,,,,,,Chinese,
47020,ce8a50907d67fe84,Mandarin Palace,Restaurant,32793 Lougheed Hwy,Mission,BC,V2V 1A8,Canada,,,,,,,,Chinese,$$
47021,ce19bbfaba7ec134,Aurora Sushi,Hotel/Resort; Restaurant,10005 100 St,Grande Cache,AB,T0E 0Y0,Canada,,,,,,,,Japanese,$$
47022,cc0ca183875c169c,Koi Sushi,Restaurant,660 Atherley Rd,Orillia,ON,L3V 1P2,Canada,,,orilliakoisushi@gmail.com,,,,orilliakoisushi@gmail.com,Japanese,$$
47023,cc9adb80e77e6012,Hakka Pavilion,Restaurant,232 Williamson Dr W,Ajax,ON,L1T 4X8,Canada,,,,,,,,Chinese,$$
47024,cc892cc9827f6824,A & K Restaurant,Restaurant,624 Huron St,London,ON,N5Y 4J8,Canada,,,,,,,,Chinese,$$
47025,ce7376f72e0ba07d,Wind Japanese & Thai,Hotel/Resort; Restaurant,7241 Lundy's Ln,Niagara Falls,ON,L2G 1W3,Canada,,,wind_nf@windgroupinc.com,,,,wind_nf@windgroupinc.com,Japanese; Thai,$$
47026,c08e0b5cd1f037ae,Chiba Sushi,Hotel/Resort; Restaurant,2706 Government St,Victoria,BC,V8T 4R1,Canada,,,chibasushi@gmail.com,,,,chibasushi@gmail.com,Japanese,$$
47027,bde5ac65a1c23e32,Chatime,Bakery; Restaurant,1180 Sunset Dr,Kelowna,BC,V1Y 9W6,Canada,Cindy,X,,,2019,,chatime.okanagan@gmail.com,Korean; Japanese; Chinese; Thai,$
47028,bda8e07174fb5587,Ramen Arashi Kelowna,Restaurant,1884 Dayton St,Kelowna,BC,V1Y 7W6,Canada,,,arashikelowna@gmail.com,,,,ramenarashivictoria@gmail.com,Japanese,
47029,becd04e9009aa6f6,Wah Wing Restaurant,Restaurant,2748 Lougheed Hwy,Port Coquitlam,BC,V3B 6P2,Canada,Ken,W,,,,,,Chinese,$$
47030,c0f1e8d1fdb1a722,Hong Kong Gardens,Restaurant,425 13 St N,Lethbridge,AB,T1H 2S3,Canada,,,,,,,,Chinese,$$
47031,bde3f818c612d1ce,Kaizen Sushi & Ramen,Restaurant,342 Windmill Rd,Halifax,NS,B3A 1J1,Canada,,,,,,,,Japanese,$
47032,bf80495cea719afd,Taste of Asia Night Market Snack House,Restaurant,3380 Kennedy Rd,Toronto,ON,M1V 3S8,Canada,,,,,,,,Chinese,
47033,c2f31766ca700e02,Marble Arch Fish & Chips,Restaurant,3468 Tillicum Rd,Saanich,BC,V8Z 4H3,Canada,,,,,,,,Chinese,$
47034,c338bd5e9cea6947,New Hong Kong,Restaurant,1433 Woodroffe Ave,Ottawa,ON,K2G 1W1,Canada,,,,,,,,Chinese,$
47035,c40082d199744879,Phoenix Cafe,Cafe; Restaurant,4030 Confederation Pkwy,Mississauga,ON,L5B 0J6,Canada,,,,,,,,Chinese,$$
47036,c433a8ed1abf1949,Golden House Chinese Restaurant,Restaurant,257 Ellesmere Rd,Toronto,ON,M1R 4E4,Canada,,,,,,,,Chinese,$$
47037,c35390673c8a042e,Neko Sushi,Restaurant,10 Holland St W,Bradford West Gwillimbury,ON,L3Z 2B5,Canada,,,nekosushibradford@gmail.com,,,,nekosushibradford@gmail.com,Japanese,
47038,c3e2fb1e282573c9,The Dahlia by JUKAI,Hotel/Resort; Restaurant,15 Kings Wharf Pl,Halifax,NS,B2Y 0C2,Canada,,,thedahliabyjukai@gmail.com,,,,thedahliabyjukai@gmail.com,Japanese,
47039,c21a3ce1a850ef86,Trenton Sushi Buffet,Hotel/Resort; Restaurant,263 Dundas St E,Quinte West,ON,K8V 1M1,Canada,,,,,,,,Japanese,$$
47040,cf3e1706808e57b8,Sushi Tengoku,Restaurant,10194 152 St,Surrey,BC,V3R 6N7,Canada,,,,,,,,Korean; Japanese,$$
47041,d05e4aba19ad8121,Mad Chicken,Hotel/Resort; Restaurant,4500 Kingsway,Burnaby,BC,V5H 2A9,Canada,,,,,,,,Chinese,
47042,cf89ec36b8c7e649,D-Lite's,Restaurant,441 Clark Ave W,Vaughan,ON,L4J,Canada,,,,,,,,Japanese; Greek,$$
47043,cfb6677bd10178ba,Peking House,Restaurant,122 4th Ave W,Cochrane,AB,T4C 1B1,Canada,,,,,,,,Chinese,$$
47044,ce4357fd7b0bd2a6,New Kirin Eatery,Restaurant,2466 Dougall Ave,Windsor,ON,N8X 1T2,Canada,,,,,,,,Chinese,$$
47045,c5b8dd4fc858401a,Sumire Sushi,Restaurant,1640 W Broadway,Vancouver,BC,V6J 1X6,Canada,,,,,,,,Korean; Japanese; Vietnamese; Chinese; Thai,
47046,c6048d8c7b29aee3,China Kitchen Restaurant,Restaurant,22805 Lougheed Hwy,Maple Ridge,BC,V2X 2V7,Canada,,,,,,,,Canadian; American; Chinese,$$
47047,d2edbff0649509b6,Rol San,Restaurant; Quick Service,388 Spadina Ave,Toronto,ON,M5T 2G5,Canada,,,,,,,,Chinese,$
47048,d215e161f3a37428,MLGB MALATANG(DT) | 全场75折?? (? 正儿八经好吃的麻辣烫),Restaurant,9609 107A Ave NW,Edmonton,AB,T5H 0Z6,Canada,,,,,,,,Chinese,
47049,d257cee959a3621b,Fine Taste Hakka Chinese Restaurant,Restaurant,3050 Garden St,Whitby,ON,L1R 2G7,Canada,,,,,,,,Indian; American; Chinese,$$
47050,d2b47a68acf0542c,Maison de Xin,Restaurant; Quick Service,1486 Laurier St,Clarence-Rockland,ON,K4K 1C7,Canada,Po Tat,Wu,,,,,maisondexin@outlook.com,Chinese,$$
47051,d1ea724acd41c94e,Icy Bar Li Yuan Bing Dian (Alderbridge Road),Restaurant,3rd Ave,Richmond,BC,V7E,Canada,,,,,,,,Chinese,$$
47052,cceea1df5e0869fe,Happy BBQ (Scarborough),Restaurant,1571 Sandhurst Cir,Toronto,ON,M1V 1V2,Canada,,,,,,,,Cantonese; Chinese,$
47053,cb847ba8e9669c39,Sweet House Dessert,Restaurant,7750 Birchmount Rd,Markham,ON,L3R 0B4,Canada,,,sweethouses@icloud.com,,,,sweethouses@icloud.com,Chinese,$
47054,cbb351ae7658820e,Sushi & Sushi,Hotel/Resort; Restaurant,524 Eglinton Ave W,Toronto,ON,M5N 1B4,Canada,,,,,,,,Japanese,
47055,d54be894d8cf124d,Miku Sushi,Restaurant,4323 MacLeod Trl SW,Calgary,AB,T2G 0A3,Canada,,,,,,,,Japanese,
47056,d4d1095bf60e3186,Bhaia Sweet Shop & Restaurant,Restaurant,6828 128 St,Surrey,BC,V3W 4C9,Canada,,,info@originalbhaiasweets.com,,,,,Indian; Chinese,$
47057,d29f8534a946aa81,Roadside spicy pot,Restaurant,6462 Kingsway,Burnaby,BC,V5E 1C5,Canada,,,,,,,,Chinese,
47058,c1ef60000b3e96de,Neptune Seafood Restaurant Surrey Central City,Restaurant,10153 King George Blvd,Surrey,BC,V3T 2W1,Canada,,,,,,,,Chinese,$$$
47059,c46defa8e1040c32,Cart Noodle House Che Zi Mian Zhi Jia,Restaurant,360 HWY-7 E,Richmond Hill,ON,L4B 3Y7,Canada,,,,,,,,Chinese,
47060,c50afca50e64d560,The Samosa House & Tiffin,Restaurant,104 Ave NE,Calgary,AB,T3N,Canada,,,,,,,,Indian; Chinese,
47061,c90477fd25c30e85,Toro Toro,Hotel/Resort; Restaurant,3175 Rutherford Rd,Vaughan,ON,L4K 5Y6,Canada,,,,,,,mississauga@torotoro.ca,Japanese,$$
47062,c809bfdfeb894c55,Dim Sum Garden,Restaurant,2677 Pembina Hwy,Winnipeg,MB,R3T 2H5,Canada,,,,,,,,Chinese,$$
47063,c89a33d441dcbc4d,Miss Bao,Restaurant; Drinking Place,286 Princess St,Kingston,ON,K7L 1B5,Canada,,,missbao@acidityandwatergroup.com,,,,missbao@acidityandwatergroup.com,Japanese,$$
47064,b25b9a815224bbc4,Kitsune Food Co,Restaurant,5710 Young St,Halifax,NS,B3K 1Z8,Canada,,,,,,,,Japanese,$$
47065,b196f3972c0844cd,Sushi Ya,Restaurant,659 Corydon Ave,Winnipeg,MB,R3M 0W3,Canada,,,,,,,,Japanese,$$
47066,b63ffabae9421578,Maple Palace Chinese Restaurant,Restaurant,9800 McDonald Park Rd,Sidney,BC,V8L 5W5,Canada,Tony,Y,,,2015,,,Chinese,$$
47067,b6d6af3a6d3e87ee,The Elements Restaurant,Hotel/Resort; Restaurant,Trans Canada Hwy,Houston,BC,V0J 1Z0,Canada,,,,,,,,Chinese,$$
47068,b7c940a7f634f48a,Yang Sheng Restaurant,Restaurant,662 Somerset St W,Ottawa,ON,K1R 5K4,Canada,,,,,,,,Chinese,$
47069,b77827bf12ad88f3,Aria Restaurant & Lounge,Hotel/Resort; Restaurant,4807 51 St,Vermilion,AB,T9X 1B4,Canada,,,,,,,,Korean; Chinese,$$$
47070,b83cb32ba18f1396,Little Duck Catering Inc.,Restaurant,7095 Woodbine Ave,Markham,ON,L3R 1A3,Canada,,,,,,,,Chinese,
47071,b8b05bf80ddc6a6b,Noodle Feast,Restaurant,3440 99 St NW,Edmonton,AB,T6E 5X5,Canada,Bochen,Z,,,2013,,hello@noodlefeast.ca,Chinese,$
