,Snowball Map,Restaurant Name,Address,City,Zipcode,State,Country,Phone Number(s),Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
28225,82233,New China Restaurant,2005 N Arkansas Ave #6,Russellville,72801,AR,US,9123750113.0,7188728286.0,9123075061.0,7188775119.0,,,,,
28226,82234,Yum’s Chinese & Subs Yum's Chinese Restaurants and Sub,787 W Poplar Ave,Collierville,38017,TN,US,9018548880.0,9014093383.0,,,,,,,
28227,82235,Zing Japanese Fusion,206 N Main St,Mishawaka,46544,IN,US,5742598888.0,,,,,,,,
28228,82236,Stir Fry,3923 Kecoughtan Rd,Hampton,23669,VA,US,7577238600.0,9104638886.0,,,,,,,
28229,82237,Jika Ramen & Sushi House Jika Ramen & Sushi House,3925 Irving St,San Francisco,94122,CA,US,4157702888.0,7073765550.0,4155924893.0,4083686010.0,4157124366,4157946416.0,4153162670.0,,
28230,82238,Takumi Sushi Takumi,1853 Pearland Pkwy Ste 117,Pearland,77581,TX,US,2819972800.0,6462868521.0,8326794755.0,,,,,,
28231,82239,BK's Bistro,3113 Stevenson Blvd,Fremont,94538,CA,US,5107708818.0,,,,,,,,
28232,82240,Sushi X,220 Captain Thomas Blvd,West Haven,6516,CT,US,2156728866.0,6466678881.0,2156728860.0,3478039990.0,,,,,
28233,82241,MB Chinese Food MB Sushi,14120 Ventura Blvd,Sherman Oaks,91423,CA,US,8189958824.0,8183855525.0,8189950399.0,6267576999.0,8189151280,6262321953.0,8189151280.0,,
28234,82242,YH - BEIJING YH Beijing,500 Haight St,San Francisco,94117,CA,US,4153559125.0,4153559132.0,4156095157.0,,,,,,
28235,82243,Jumbo Buffet Chinese Restaurant Jumbo Buffet,409 Cottage Grove Rd,Bloomfield,6002,CT,US,8602433931.0,8609852878.0,8602860530.0,8609850273.0,7148550038,8609208633.0,,,
28236,82244,Lucky Hunan Garden,247 Bergen Blvd,Fairview,7022,NJ,US,2019452668.0,7188085838.0,7187081682.0,,,,,,
28237,82245,Green Tea Asian Fusion,511 Burroughs Street #106,Morgantown,26505,WV,US,3043812140.0,9172165163.0,3043812403.0,9172162705.0,,,,,
28238,82246,Ming Chinese & Sushi Restaurant,13500 W Airport Blvd,Sugar Land,77498,TX,US,8329399618.0,2819720066.0,9177676999.0,3472376178.0,8323124329,5108628898.0,7138588923.0,,
28239,82247,Happy Wok,17 Eastpark Ct,Madison,53718,WI,US,3178319598.0,8122415295.0,8122416832.0,,,,,,
28240,82248,Szechuan Hot Wok,2578 Frayser Blvd,Memphis,38127,TN,US,3028343616.0,3028343619.0,,,,,,,
28241,82249,Fortune House,5407 W Saginaw Hwy #2,Lansing,48917,MI,US,8283494888.0,9192605767.0,8283493888.0,8283321654.0,,,,,
28242,82250,Old Place Cafe,4555 Hwy 6,Sugar Land,77478,TX,US,2812778008.0,,,,,,,,
28243,82251,Hong Kong,3806 Dell Range Blvd,Cheyenne,82009,WY,US,3213454895.0,3213454896.0,3213454968.0,,,,,,
28244,82252,Lucky Star Restaurant,45 Portland Rd #3a,Kennebunk,4043,ME,US,2075027806.0,6465754783.0,2075027946.0,,,,,,
28245,82253,China Star Restaurant - old Lowell Asian Restaurant,369 Broadway St,Lowell,1854,MA,US,9784547578.0,9784599208.0,7813331157.0,9784559760.0,7813331156,9789966788.0,9178339466.0,9786352499.0,5086679883.0
28246,82254,The Italian Village,711 Vandiver Dr,Columbia,65202,MO,US,5734428821.0,,,,,,,,
28247,82255,Sushi Hada,3808 N Williams Ave,Portland,97227,OR,US,9718885043.0,3605212276.0,,,,,,,
28248,82256,Hop Bo Chinese Restaurant,4461 Hoffner Ave,Belle Isle,32812,FL,US,3216388838.0,6464318859.0,3213384052.0,6464312866.0,,,,,
28249,82257,New Ho Toy,746 Dudley St,Dorchester,2125,MA,US,6175147797.0,8572075819.0,6178885507.0,6178889093.0,6172304751,8572075955.0,6172682295.0,7815885883.0,
28250,82258,Pacifico Chinese Restaurant,1098 W 29th St,Hialeah,33012,FL,US,3055567715.0,7869557466.0,3058837699.0,7868730994.0,7865027781,7865544719.0,,,
28251,82259,No 1 Chinese Restaurant,6601 Old Winter Garden Rd,Orlando,32835,FL,US,9147376449.0,9146061668.0,9146061668.0,3475679880.0,9147376457,,,,
28252,82260,spices Spices,291 6th Ave,San Francisco,94118,CA,US,4157528885.0,4156380709.0,,,,,,,
28253,82261,Buerjia Chinese Sauerkraut(15163 NE 24th St),15163 NE 24th St,Redmond,98052,WA,US,4255317988.0,3128105168.0,4258983039.0,,,,,,
28254,82262,Silver Chop Stick Restaurant,293 W Louise Ave,Manteca,95336,CA,US,2098248474.0,2092752598.0,,,,,,,
28255,82263,Honey Bee Asian Bistro,18541 E Hampden Ave Ste 132,Aurora,80013,CO,US,3034006117.0,7202998518.0,3034006118.0,9706880760.0,7203941117,7205895557.0,,,
28256,82264,Noodle Place Restaurant Noodle Place,2321 E 4th St ste g,Santa Ana,92705,CA,US,6572319286.0,9496903799.0,,,,,,,
28257,82265,Win China Buffet,4464 Devine St # E,Columbia,29205,SC,US,8037878898.0,,,,,,,,
28258,82266,Harvest House,475 Hawley Ln,Stratford,6614,CT,US,2038708088.0,6462627817.0,2038708108.0,2038708090.0,,,,,
28259,82267,Hibachi Grill Supreme Buffet,1699 Red Wolf Blvd a,Jonesboro,72401,AR,US,2176986033.0,2176910848.0,8309009112.0,2176222278.0,,,,,
28260,82268,Royal I.T. Cafe,9100 N Central Expy #149,Dallas,75231,TX,US,9726853980.0,,,,,,,,
28261,82269,Mister Lu Mr.Lu Chinese Restaurant,2108 S Division St # F,Guthrie,73044,OK,US,4052828583.0,9292829697.0,,,,,,,
28262,82270,Triumph African Restaurant Fresno,5730 N First St,Fresno,93710,CA,US,5594050991.0,,,,,,,,
28263,82271,Guan Long Restaurant,47 Main St #8,Bloomingdale,7403,NJ,US,9734928668.0,9734928702.0,2677367011.0,2672100168.0,2677093335,,,,
28264,82272,China House Buffet,1201 E 8th St,Metropolis,62960,IL,US,5732044188.0,9173289870.0,,,,,,,
28265,82273,Tamashi Ramen(Orem) Tamashi Ramen,206 E University Pkwy,Orem,84058,UT,US,8016911894.0,2138106863.0,9257758398.0,,,,,,
28266,82274,Oriental Cafe,549 W Highlands Ranch Pkwy #107,Highlands Ranch,80129,CO,US,3367749098.0,7186876824.0,,,,,,,
28267,82275,Tasty Pot,6252 Pacific Ave,Stockton,95207,CA,US,2145012222.0,4326060011.0,,,,,,,
28268,82276,Ten Ten Buffet Grill & Sushi,5282 Gull Rd,Kalamazoo,49048,MI,US,2695539980.0,2695322488.0,2697793578.0,9172978279.0,2695322798,2693653787.0,,,
28269,82277,Neo Japan,1125 W North Carolina 54,Durham,27707,NC,US,9194033103.0,,,,,,,,
28270,82278,Pot & Spicy,8230 SE Harrison St #345,Portland,97216,OR,US,5037887267.0,,,,,,,,
28271,82279,Fortune Garden Asian Cuisine - old,1825 Tamiami Trail,Port Charlotte,33948,FL,US,9412551899.0,9293236187.0,9412557899.0,,,,,,
28272,82280,Dynasty Buffet,383 Market St,Saddle Brook,7663,NJ,US,2288687288.0,9178368566.0,6462805395.0,9173185212.0,,,,,
28273,82281,Sun Fat CHINESE RESTAURANT Sun Fat,123 Farmington Ave,Bristol,6010,CT,US,8605838889.0,9178555181.0,8605830888.0,,,,,,
28274,82282,Great Dragon,3269 N Milwaukee Ave,Chicago,60618,IL,US,7183223702.0,6469123312.0,9179633373.0,6469123318.0,9179633373,9179660526.0,,,
28275,82283,Beijing Style BBQ,41-83 Bowne St,Queens,11355,NY,US,7188889556.0,3478224206.0,,,,,,,
28276,82284,Szechuan Chinese Restaurant,9090 W 6th Ave,Lakewood,80215,CO,US,5419429338.0,5419889888.0,,,,,,,
28277,82285,Umi Sushi - old,12137 23 Mile Rd,Shelby Charter Twp,48317,MI,US,5867268360.0,,,,,,,,
28278,82286,Gharer Khabar,5157 Lee Hwy,Arlington,22207,VA,US,7039732432.0,7039738394.0,,,,,,,
28279,82287,Dragon Buffet,723 E Hwy 14,Richland Center,53581,WI,US,9204495013.0,9177569666.0,3045880457.0,9172886399.0,9172888486,3045883119.0,,,
28280,82288,China Taste,7880 Lake Wilson Rd,Davenport,33896,FL,US,6302629580.0,6302629581.0,6309239585.0,,,,,,
28281,82289,Golden Dragon-smithtown goldendragon,385 Veterans Memorial Hwy #4,Smithtown,11787,NY,US,6315434442.0,,,,,,,,
28282,82290,Oriental House - old Oriental House Restaurant,2302 S La Cienega Blvd,Los Angeles,90034,CA,US,3102046888.0,6262164781.0,6264957026.0,6265925946.0,,,,,
28283,82291,Tokyo Peking Express,5857 N University Dr,Tamarac,33321,FL,US,9547227770.0,3056082636.0,,,,,,,
28284,82292,幸福粤园 Happy Garden 813 Inc.,513 6th Ave,New York,10011,NY,US,6465904668.0,6465755564.0,,,,,,,
28285,82293,King Buffet And Sushi Chinese Restaurant,50637 Valley Plaza Dr,St Clairsville,43950,OH,US,7406990355.0,9175956017.0,,,,,,,
28286,82294,China 1,802 North Way,Darien,31305,GA,US,7279388811.0,7279388881.0,7275055882.0,9178736688.0,7274034375,,,,
28287,82295,Ming Du Restaurant,657 Washington St,Stoughton,2072,MA,US,7813419888.0,7813416023.0,8572042752.0,6179877722.0,7813419889,8572043335.0,6178188732.0,,
28288,82296,China Wok,12231 E Colonial Dr #210,Orlando,32826,FL,US,2056256668.0,2058078868.0,,,,,,,
28289,82297,Sushi Burrito - old,2672 N Hill Field Rd #2,Layton,84041,UT,US,8015250909.0,6264560465.0,2092889555.0,,,,,,
28290,82298,Mom Wong Kitchen,45 Rincon Dr,Camarillo,93012,CA,US,8053848658.0,3126787027.0,,,,,,,
28291,82299,Phoenix Chinese Restaurant,1206 Raritan Rd,Cranford,7016,NJ,US,9123300933.0,7734518081.0,,,,,,,
28292,82300,Vietnamese Cafe,3744 E 104th Ave,Thornton,80233,CO,US,3032558555.0,3039208256.0,3032558555.0,,,,,,
28293,82301,88 BaoBao,3880 Fallon Rd,Dublin,94568,CA,US,9253615760.0,5106055036.0,8062832462.0,,,,,,
28294,82302,Ramen Green,420 Grand St,Jersey City,7302,NJ,US,2019842894.0,9293283168.0,9294104857.0,,,,,,
28295,82303,Taipei Cuisine,68 Billings Rd,Quincy,2171,MA,US,6173284188.0,6177747918.0,6173284288.0,9174129748.0,6178429662,4175768907.0,6178584508.0,9175787352.0,
28296,82304,Jefferson Buffet Jeffersons Chinese Buffet,1702 S Jefferson Ave,Mt Pleasant,75455,TX,US,9035773777.0,9729710415.0,9038060061.0,9729710416.0,9032386748,9035771700.0,,,
28297,82305,Grand Century Buffet,1 Padanaram Rd # 27,Danbury,6811,CT,US,2032050581.0,,,,,,,,
28298,82306,Malazui Tasty Bowl,2017 Shattuck Ave,Berkeley,94704,CA,US,5109811800.0,6265370481.0,7757376017.0,,,,,,
28299,82307,"Sakura (Centre St, Merchantville)",47 S Centre St,Merchantville,8109,NJ,US,8566610188.0,6182028876.0,8565713806.0,6186140096.0,9178252268,,,,
28300,82308,Super China Buffet,5389 Rockville Rd #200,Indianapolis,46224,IN,US,3178269898.0,6463314331.0,6465251615.0,,,,,,
28301,82309,China Buffet,3720 Mayfair St,Durham,27707,NC,US,3178678568.0,3179858684.0,3179859881.0,,,,,,
28302,82310,888 Bistro,633 Avenue of the Cities,East Moline,61244,IL,US,3092031986.0,3092031985.0,8322903727.0,3099122276.0,,,,,
28303,82311,Ocean City Chinese Restaurant,61 Diauto Dr,Randolph,2368,MA,US,6417538006.0,,,,,,,,
28304,82312,Golden House Chinese Restaurant,1651 Carey Ave #8,Cheyenne,82001,WY,US,3077786050.0,,,,,,,,
28305,82313,Bamboo Panda,1235 Airport Way,Fairbanks,99701,AK,US,9074588885.0,9074588886.0,,,,,,,
28306,82314,L'Amour de Saigon,321A W Portal Ave,San Francisco,94127,CA,US,4155928482.0,6282243389.0,,,,,,,
28307,82315,Yujo Sushi & Asian Cuisine,511 Merrimack Ave,Dracut,1826,MA,US,9784588113.0,,,,,,,,
28308,82316,King Buffet,100 Hadley Rd,Greenville,16125,PA,US,3342225300.0,6267561316.0,,,,,,,
28309,82317,Dragon City Restaurant,8343 Vine St,Cincinnati,45216,OH,US,5137612328.0,5138072328.0,5137612330.0,,,,,,
28310,82318,Mandarin Malden,74 Pleasant St,Malden,2148,MA,US,7813241148.0,7812675106.0,7813241149.0,,,,,,
28311,82319,Sake Japanese House,1010 Mebane Oaks Rd #9679,Mebane,27302,NC,US,9195688108.0,3366937009.0,,,,,,,
28312,82320,Hot Wok Chan's Hot Wok,3420 Valley Plaza Pkwy C,Fort Mitchell,41017,KY,US,8593417700.0,9175188616.0,8598163329.0,9175188619.0,8596696555,9175188676.0,8595855668.0,9176690830.0,
28313,82321,Ya Ting Huang Ya Ting,15622 E 6th Ave,Aurora,80011,CO,US,3033608989.0,7202771305.0,3033600122.0,7205150195.0,7206951382,7202772538.0,,,
28314,82322,"Hot Wok(35055 LA-16 #2i, Denham Springs) Hot Wok",35055 LA-16 #2i,Denham Springs,70706,LA,US,2256651688.0,6462557132.0,2252871466.0,2253474980.0,9178687057,9172391188.0,,,
28315,82323,ZUKA SUSHI&HIBACHI GRILL Zuka Sushi & Hibachi Restaurant,3103 111th St #101,Naperville,60564,IL,US,6302193883.0,3123421309.0,,,,,,,
28316,82324,China Buffet,1710 N Harrison St,Shawnee,74804,OK,US,3178678568.0,3179858684.0,3179859881.0,,,,,,
28317,82325,Naruto Sushi,34788 Van Dyke Ave,Sterling Heights,48312,MI,US,5045184067.0,5044210038.0,5043159656.0,5044853228.0,5043305366,,,,
28318,82326,Aladdin Restaurant - old Aladdin Sweets & Tandoor,5169 Lee Hwy,Arlington,22207,VA,US,7035330077.0,3472577831.0,9293698061.0,,,,,,
28319,82327,Hibachi Express,536 E 14th St,New York,10009,NY,US,7276455946.0,3054579657.0,,,,,,,
28320,82328,China Wok of Port Charlotte,13435 S McCall Rd #c11,Port Charlotte,33981,FL,US,9416978886.0,,,,,,,,
28321,82329,Lucky Bamboo China Bistro,5855 Charlotte Pike,Nashville,37209,TN,US,6157605930.0,,,,,,,,
28322,82330,Ping's Mandarin Restaurant,817 Francisco Blvd W,San Rafael,94901,CA,US,4154921638.0,4155313989.0,4153708535.0,4103253866.0,4159922154,9254827422.0,4152009502.0,5103329974.0,
28323,82331,Coco King,11668 W Pico Blvd,Los Angeles,90064,CA,US,6268981771.0,,,,,,,,
28324,82332,Taipei101 Taipei 101,121 E Chatham St,Cary,27511,NC,US,9193885885.0,,,,,,,,
28325,82333,1919 Lanzhou Beef Noodle Ramen Oshima,148 E Duarte Rd,Arcadia,91006,CA,US,6264478686.0,8186011158.0,3103869437.0,,,,,,
28326,82334,Lucky Buffet,4001 Riverdale Rd,Ogden,84405,UT,US,2708258585.0,9175876050.0,,,,,,,
28327,82335,1919 Lanzhou Beef Noodle 兰州牛肉面,148 E Duarte Rd,Arcadia,91006,CA,US,6264478686.0,8186011158.0,3103869437.0,,,,,,
28328,82336,Panda Buffet,1025 North Temple,Salt Lake City,84116,UT,US,4065868757.0,4065808896.0,,,,,,,
28329,82337,Aurora Crepes & Peking Duck,512 Old Steese Hwy,Fairbanks,99701,AK,US,9073283206.0,9073887339.0,,,,,,,
28330,82338,King Buffet,5220 Wadsworth Bypass unit s,Arvada,80002,CO,US,3342225300.0,6267561316.0,,,,,,,
28331,82339,Tasty Pot - old,11540 Fourth St #100b,Rancho Cucamonga,91730,CA,US,9097580888.0,,,,,,,,
28332,82340,China Moon,7983 Fayetteville Rd,Raleigh,27603,NC,US,9047836888.0,6462875751.0,9047816999.0,,,,,,
28333,82341,Lazy Crab Seafood Kitchen,6703 Tara Blvd,Jonesboro,30236,GA,US,6785195375.0,,,,,,,,
28334,82342,Hong Kong,1507 S Main St,Blackstone,23824,VA,US,3213454895.0,3213454896.0,3213454968.0,,,,,,
28335,82343,China Olive Super Buffet,1350 W Irvington Rd #100,Tucson,85746,AZ,US,5208075168.0,,,,,,,,
28336,82344,New China,2801 S 6th St,Springfield,62703,IL,US,6174459670.0,6174459660.0,,,,,,,
28337,82345,Grand Buffet (华星自助餐),1690 W Valencia Rd,Tucson,85746,AZ,US,5208068088.0,,,,,,,,
28338,82346,Buerjia Chinese Sauerkraut Fish(13200 Aurora Ave),13200 Aurora Ave N,Seattle,98133,WA,US,2064661005.0,,,,,,,,
28339,82347,Panda Restaurant,17189 New College Ave,Wildwood,63040,MO,US,2056290949.0,9176606868.0,,,,,,,
28340,82348,Hot Birdy Chicken,12910 W Magnolia Blvd Suite G1,Sherman Oaks,91423,CA,US,,,,,,,,,
28341,82349,Eastern Bistro,669 Main St,Ansonia,6401,CT,US,2037324336.0,6464013886.0,2037324776.0,,,,,,
28342,82350,New Golden Gate Seafood,66 Beach St,Boston,2111,MA,US,6173387721.0,3472397660.0,,,,,,,
28343,82351,Hau Po Kitchen Hau Po Chinese Restaurant,2147 Middle Country Rd,Centereach,11720,NY,US,6315859861.0,6462269797.0,9174369150.0,,,,,,
28344,82352,Uncle Chen's Chinese Restaurant,2390 Fuller Wiser Rd Suite 508,Euless,76039,TX,US,8175715888.0,8179395539.0,8175715956.0,6824658690.0,8175852753,,,,
28345,82353,Great China Super Buffet,2012 N West Ave,El Dorado,71730,AR,US,8708819999.0,6469191837.0,,,,,,,
28346,82354,Hunan Coventry,1800 Coventry Rd,Cleveland,44118,OH,US,2163710777.0,2162453518.0,,,,,,,
28347,82355,China Buffet New China Buffet,2719 Brodhead Rd # 8,Aliquippa,15001,PA,US,7243785220.0,8142328034.0,,,,,,,
28348,82356,Sun Lok Kee BBQ,1520 Independence Pkwy,Plano,75075,TX,US,9729858899.0,9728168896.0,,,,,,,
28349,82357,Lin's Gourmet,1761 John F. Kennedy Blvd,Jersey City,7305,NJ,US,2017610089.0,6462553125.0,2017610049.0,5516668156.0,2016801403,5138848637.0,2012816806.0,2018843087.0,
28350,82358,China Garden Restaurant,1251 W Pratt St #2600,Baltimore,21223,MD,US,4102336576.0,,,,,,,,
28351,82359,Red Fish,9915 US-64 #105,Arlington,38002,TN,US,6628745254.0,,,,,,,,
28352,82360,"Fulin's Asian Cuisine At Cambridge Square, Ooltewah",6011 Chesterton Way Suite 103,Ooltewah,37363,TN,US,4239100647.0,,,,,,,,
28353,82361,Hunan Express Hunan Express (Dirksen),238 S Dirksen Pkwy,Springfield,62703,IL,US,2175258888.0,2172209998.0,2175258865.0,2174165656.0,,,,,
28354,82362,China One #5,13759 TX-249,Houston,77086,TX,US,2819318452.0,6466330149.0,,,,,,,
28355,82363,Harusaki,1449 University Dr # H,Burlington,27215,NC,US,3365868686.0,3366398188.0,9292468905.0,3365868688.0,,,,,
28356,82364,Stirfry88 Stir Fry 88,13801 Grant St,Thornton,80023,CO,US,7203136841.0,3034504192.0,,,,,,,
28357,82365,Canton House,1231 Homestead Rd N,Lehigh Acres,33936,FL,US,3145210563.0,,,,,,,,
28358,82366,China 88 & Pho Restaurant,1600 Hover St,Longmont,80501,CO,US,3036820281.0,3037725088.0,7203831686.0,7708298444.0,3036412840,,,,
28359,82367,Bei Jing Hot Pot & Asian Cuisine,1694 Airport Way,Fairbanks,99701,AK,US,9073283688.0,,,,,,,,
28360,82368,Lakes Buffet,9 E 66th St,Richfield,55423,MN,US,6122081120.0,,,,,,,,
28361,82369,Chicken Rico,1254 Elden St,Herndon,20170,VA,US,7034641766.0,,,,,,,,
28362,82370,Jojo And Flor's Cuisine,1730-1774 S Pacific Ave,Yuma,85365,AZ,US,9285802227.0,,,,,,,,
28363,82371,Da Valley Grill - old,2040 W Deer Valley Dr,Phoenix,85027,AZ,US,6235874706.0,4806016961.0,4802430119.0,,,,,,
28364,82372,Palacio de Peru,931 Washington Blvd,Laurel,20707,MD,US,3017251983.0,,,,,,,,
28365,82373,Freddie's Cafe,569 Berkley Rd,Auburndale,33823,FL,US,8639678940.0,,,,,,,,
28366,82374,Happy Garden,47 Hamel Dr,Manchester,3104,NH,US,4103815280.0,6462562211.0,,,,,,,
28367,82375,China Yan,256 Central Ave,Dover,3820,NH,US,6037400079.0,,,,,,,,
28368,82376,Yen Ching Restaurant,1850 S Hurstbourne Pkwy #124,Louisville,40220,KY,US,5024913581.0,6469647775.0,2294002221.0,5024089673.0,5026002520,2294002221.0,,,
28369,82377,Lanzhou Noodle House,358 N Lemon Ave,Walnut,91789,CA,US,9094681666.0,6263479704.0,,,,,,,
28370,82378,Emperor Palace,6700 W 120th Ave,Broomfield,80020,CO,US,3036351688.0,7204388055.0,7207468535.0,,,,,,
28371,82379,Hibachi Grill Sushi & Buffet,120 Blanchard St,West Monroe,71291,LA,US,8172326099.0,8146028788.0,,,,,,,
28372,82380,DX-LAB,529 E Valley Blvd Suite 108 A,San Gabriel,91776,CA,US,6265371601.0,3234055945.0,,,,,,,
28373,82381,Best China Wok,825 E Chestnut St,Lancaster,17602,PA,US,7173934334.0,9173248119.0,7173806687.0,7173934198.0,,,,,
28374,82382,Katana Japanese Restaurant Noodle&Dumpling,515 Union Ave #133,Dover,44622,OH,US,3303651595.0,,,,,,,,
28375,82383,大龙燚火锅 DaLongYi Hot Pot,250 W Valley Blvd #L,San Gabriel,91776,CA,US,6268726690.0,6269883328.0,,,,,,,
28376,82384,Eastern Chinese Restaurant,3426 Cypress St #11,West Monroe,71291,LA,US,7182787333.0,6462677080.0,,,,,,,
28377,82385,New Garden,1031 S Ft Thomas Ave,Fort Thomas,41075,KY,US,8138829859.0,6468841376.0,,,,,,,
28378,82386,Mikado Asian Cusine and Sushi,6011 Farm to Market Rd 1488 A,Magnolia,77354,TX,US,8329342278.0,,,,,,,,
28379,82387,Gumbo Restaurant,411 State Rd,Dartmouth,2747,MA,US,5089924945.0,,,,,,,,
28380,82388,JJ Peruvian Restaurant,312 Lexington Ave,Clifton,7011,NJ,US,9737721112.0,,,,,,,,
28381,82389,Two Pitas,8 E Joseph St,Moonachie,7074,NJ,US,2018706181.0,,,,,,,,
28382,82390,Bombay Tadka Cambridge,1721 Race St,Cambridge,21613,MD,US,4435150853.0,,,,,,,,
28383,82391,Hong Kong II,2525 S Monroe St #26,Tallahassee,32301,FL,US,8604343788.0,,,,,,,,
28384,82392,Tasty Asian Restaurant,3500 N Broadway,Chicago,60657,IL,US,7736665820.0,3124043375.0,7736665821.0,,,,,,
28385,82393,Chen’s garden Chen's Garden,3912 W North Ave,Chicago,60647,IL,US,7732525599.0,7186129866.0,7733971606.0,3124877399.0,3127910003,3128239228.0,,,
28386,82394,PPQ Dungeness Island - Millbrae,195 El Camino Real,Millbrae,94030,CA,US,6506866126.0,,,,,,,,
28387,82395,Thousand of Woks Thousands of Woks,3041 W 92nd Ave,Westminster,80031,CO,US,3036579809.0,7202611044.0,7202611146.0,,,,,,
28388,82396,PPQ Dungeness Island - San Francisco,2332 Clement St,San Francisco,94121,CA,US,4153868266.0,,,,,,,,
28389,82397,Ivy Noodles,7313 Baltimore Ave G,College Park,20740,MD,US,2405827230.0,9172855351.0,2405827234.0,3363382717.0,2408889439,6617480240.0,2405501880.0,3478275827.0,
28390,82398,Miso Japanese Restaurant MISO Japanese Cuisine,1517 Broadway,Sacramento,95818,CA,US,9164449400.0,9166809338.0,5307608807.0,5307613286.0,,,,,
28391,82399,Oriental Taste,2244 Plainfield Pike #6,Cranston,2921,RI,US,4019426388.0,,,,,,,,
28392,82400,Asian Taste,199 E 3rd St,New York,10009,NY,US,2173846070.0,6173567495.0,,,,,,,
28393,82401,China House,4506 Liberty Ave,Pittsburgh,15224,PA,US,7186655878.0,9176909265.0,,,,,,,
28394,82402,China Wok,5932 E,IN-10,Motte ,De,US,2056256668.0,2058078868.0,,,,,,,
28395,82403,China Express 2,30 North St,Burlington,5401,VT,US,8028654888.0,9175185332.0,8439064110.0,,,,,,
28396,82404,Golden Chopsticks Buffet (Sheboygan),3036 S Business Dr,Sheboygan,53081,WI,US,9202087878.0,9209178966.0,9209178117.0,6466393303.0,,,,,
28397,82405,Jin Asian Cafe,1053 W Belmont Ave,Chicago,60657,IL,US,7732481133.0,3125932781.0,7732487979.0,3125327611.0,,,,,
28398,82406,Dynasty Restaurant,1116 Forest Ave ste a,Pacific Grove,93950,CA,US,5086959998.0,5086993587.0,,,,,,,
28399,82407,China King,1812 Declaration Dr,Independence,41051,KY,US,2318323888.0,2318323838.0,,,,,,,
28400,82408,Blues City Crab,1571 Sycamore View Rd,Memphis,38134,TN,US,9017297988.0,,,,,,,,
28401,82409,Chef Chen's Chinese Restaurant - old,751 E Monte Vista Ave,Vacaville,95688,CA,US,7074488822.0,9168328222.0,9168328221.0,5106103885.0,5108617882,,,,
28402,82410,Jin28 Jin 28(Highwood),752 Sheridan Rd,Highwood,60040,IL,US,8479265674.0,3127312323.0,8479265678.0,3127306677.0,3126473445,,,,
28403,82411,Spring City,307 S Main St,Brooklyn,49230,MI,US,5175929393.0,3479526656.0,5175925900.0,3479526655.0,5179173288,,,,
28404,82412,Chau Chow Chinese Dim Sum & Seafood Restaurant,699 William T Morrissey Blvd,Dorchester,2122,MA,US,6172888188.0,6178882286.0,6172888588.0,8572124610.0,6178394128,6178394139.0,6172975188.0,,
28405,82413,Agape Asian Noodles,1700 Altus #105,Conway,72032,AR,US,5013586023.0,5168088479.0,,,,,,,
28406,82414,Hunan Garden,1278 Yardville Allentown Rd,Allentown,8501,NJ,US,7175970615.0,9292725448.0,7175970675.0,7178094688.0,7178306762,,,,
28407,82415,Shaking Crab,1255 Fordham Dr #120,Virginia Beach,23464,VA,US,4109989990.0,9173797750.0,4109989009.0,3014564838.0,3475852012,4109989055.0,,,
28408,82416,Ying Li Restaurant (342 W San Ysidro Blvd N),342 W San Ysidro Blvd N,San Diego,92173,CA,US,6194282288.0,6193709382.0,9044150206.0,,,,,,
28409,82417,Great Wok 'n' Roll Wok N Roll,1169 Oak Ridge Turnpike,Oak Ridge,37830,TN,US,8654818300.0,8657124899.0,8657197700.0,,,,,,
28410,82418,China Town,250 E Houston St,New York,10002,NY,US,9108633535.0,9179309947.0,,,,,,,
28411,82419,Chin Restaurant,1301 S Perryville Blvd,Perryville,63775,MO,US,5736051599.0,,,,,,,,
28412,82420,Osaka Hibachi & Sushi,3349 Sutherland Ave,Knoxville,37919,TN,US,8043726807.0,8048363927.0,7738995499.0,,,,,,
28413,82421,Jade Garden Restaurant,1069 Inman Ave,Edison,8820,NJ,US,8086712882.0,8083512869.0,8083512839.0,8083527317.0,,,,,
28414,82422,Northern China Restaurant,353 Muldoon Rd,Anchorage,99504,AK,US,9073371912.0,,,,,,,,
28415,82423,China Lights Oriental Cuisine,9220 Old Seward Hwy,Anchorage,99515,AK,US,9075225888.0,9077275273.0,9075295072.0,9073608364.0,3468187696,9073503085.0,9078916443.0,9072506123.0,
28416,82424,China Chef,3816 E Lombard St #2400,Baltimore,21224,MD,US,3524736333.0,9173538593.0,,,,,,,
28417,82425,Pot & Noodle,650 Jackson St,San Francisco,94133,CA,US,4159810803.0,4154150803.0,4155701380.0,,,,,,
28418,82426,Watami Sushi Bistro,2361 N Washington Rd Blvd,North Ogden,84414,UT,US,8017370888.0,,,,,,,,
28419,82427,Love Ramen(Canyon Country),18635 Soledad Canyon Rd #104,Canyon Country,91351,CA,US,6613676899.0,,,,,,,,
28420,82428,LOVE RAMEN(Lancaster),2787 W Ave L,Lancaster,93536,CA,US,6617225516.0,,,,,,,,
28421,82429,Love Ramen(Yorba Linda),17401 Bastanchury Rd,Yorba Linda,92886,CA,US,7149837817.0,,,,,,,,
28422,82430,Cindy's Kitchen,16409 Colima Rd,Hacienda Heights,91745,CA,US,6269610789.0,6266792174.0,6268292165.0,6262673431.0,,,,,
