Snowball Map,ID,Name,Opening Hours,Street,City/Town,State/Province Code,Zip/Postal Code,Country,First Name,Last Name,Title,Role,Contact Email,Contact Phone,Established,Estimated Employees,Business Phone,Contact Count,Most Common Email,Cuisines (Regional),Price Range
41219,ef907856bb67b527,Fuji Restaurant,,215 Westgate Mall Dr,Spartanburg,SC,29301,United States,Leanne,Nguyn,Owner,Owner,,,2004,,(864) 587-8687,1,fujirestaurant2016@gmail.com,Japanese,$
41233,f6c811f6cb2e18b2,Hi-Ho Restaurant,"Mon-Sat 5am-2:30pm, Sun Closed",3703 Morgan Ave,Corpus Christi,TX,78405,United States,Tommy,Dalton,,,,,1979,,(361) 888-4992,1,,Mexican; Chinese,$
41239,f5387bc690901ff5,O'Shucks Bar & Grill,Daily 5pm-6pm,8178 Gorgoza Pines Rd,Park City,UT,84098,United States,Zachary,Rasmussen,Server,Front of the House,,,2009,,(435) 658-0233,1,,Japanese,$$
41242,f424ddb4e8044662,Brooklyn Ball Factory,Daily 8am-5pm,95 Montrose Ave,Brooklyn,NY,11206,United States,Makoto,Suzuki,President,General,makoto@brooklynballfactory.com,,,,(718) 387-5296,1,makoto@brooklynballfactory.com,Japanese,$$
41243,f7c6425dd1529c8d,Sushi Ya,"Mon-Thu 11am-9:30pm, Fri 11am-10:30pm, Sat Noon-10:30pm, Sun 10am-9:30pm",9 N Park Ave,Rockville Centre,NY,11570,United States,,Y Sushi,Principal,Owner,,,1996,,(516) 536-7093,2,,Japanese,$$
41251,ff3cdf7bdb8a90e7,Kamasu by Kissaki,,20 Hudson Yards,New York,NY,10001,United States,Karlee,Shields,Senior General Manager,Operations,,,,,(212) 577-1153,2,,Japanese,$
41256,ffe2465024e47271,9 Rabbits Bakery,"Mon-Sat 9am-3pm, Sun 11:30am-3pm",2546 Royal Ln,Dallas,TX,75229,United States,Grace,Koo,Head Baker,,,,2016,,(972) 243-4478,1,9rabbitsbakery@gmail.com,Korean; Japanese,$
41266,44498c166a4eb695,Ceetay,"Mon-Fri 11:30am-9pm, Sat Noon-9pm, Sun Closed",129 Alexander Ave,Bronx,NY,10454,United States,Amir,Chayon,Owner,Owner,,,2012,,(718) 618-7020,1,ceetay1@gmail.com,Japanese,$$
41277,4bb8e9c6d28c5362,Crazy Cajun Seafood Restaurant,"Mon Closed, Tue-Fri 5pm-9pm, Sat Noon-9pm, Sun Noon-8pm",Beach St,Port Aransas,TX,78373,United States,Thomas,Capps,Owner,Owner,,,1995,,(361) 749-5069,2,,Creole; Cajun,$$
41280,57c1c3f894606850,Yamada Japanese Restaurant,,3811 E Tremont Ave,Bronx,NY,10465,United States,Ya,Sushi,Principal,Owner,,,2004,,(718) 409-3528,2,info@yamadabronx.com,Japanese,$$
41300,39aa0cb0f0b82d65,Zama,"Mon-Fri 24hrs, Sat 2pm-10pm, Sun 2pm-9pm",128 S 19th St,Philadelphia,PA,19103,United States,Brian,Phillips,Principal,Owner,,,2009,,(215) 568-1027,6,craig@zamaphilly.com,Japanese,$$$
41320,46c5e3bd189890b2,Nami Nori,Daily Noon-10pm,33 Carmine St,New York,NY,10014,United States,Lisa,Limb,Member,Owner,,,,,(646) 998-4588,16,info@naminori.nyc,Japanese,$$
41331,4db58c3b2a481d27,Ms bettie's gumbo (frisco),,9215 John W Elliott Dr,Frisco,TX,75033,United States,Tuere,Davis,Owner,Owner,,,,,(337) 504-8626,1,,Creole; Cajun,$$
41332,4d9ceb0828e6bb77,Oishii,"Mon-Fri 3pm-7pm, Sat 3pm-6pm, Sun Closed",3764 Richmond Ave,Houston,TX,77046,United States,Chi,Leung,Owner,Owner,,,2000,,(713) 621-8628,2,,Japanese,$
41335,4a9a3e3b90089072,La Dinastia,Daily 11:30am-9pm,4059 Broadway,New York,NY,10032,United States,Juan,Lam,Manager,General,,,1989,,(212) 928-6605,1,,Caribbean; Cuban; Chinese,$$
41348,4c4300ec66ca96be,Cho Cho San Sushi Bar,,981 N Wales Rd,North Wales,PA,19454,United States,Chan,Lee,Owner,Owner,,,1997,,(215) 855-1681,2,,Japanese,$$
41355,3a15a1d1fbfb33e8,Schilleci's New Orleans Kitchen,"Mon-Thu 11am-9pm, Fri-Sat 11am-10pm, Sun 11am-6pm",9595 Six Pines Dr,The Woodlands,TX,77380,United States,Wayne,Schilleci,Owner And Chef,Owner,schillecis@gmail.com,,2010,,(281) 419-4242,3,schillecis@gmail.com,Creole; Cajun,$$
41367,3b286a3d6ce703e9,The Po-Boy Shoppe,,2825 Thornton Ln,Temple,TX,76502,United States,Cynthia,Oneill,Principal,Owner,,,,,(254) 217-6640,1,thepoboyshoppe@gmail.com,American; Creole; Cajun,$
41381,626f50dcdcca1992,Sushi Jin,"Mon Closed, Tue-Sun 11am-10pm",14670 Memorial Dr,Houston,TX,77079,United States,William,Y. Nakanishi,Member,Owner,,,1989,,(281) 493-2932,6,leo@sushijin.us,Japanese,$$
41395,623ccb6efe63f152,Ball Ball Waffle,"Mon Noon-5pm, Tue Closed, Wed-Sun Noon-5pm",2999 Payne Ave,Cleveland,OH,44114,United States,,Waffle,,,ballballwaffle@gmail.com,,,,(216) 282-3834,1,ballballwaffle@gmail.com,Hong Kong,$
41407,21eaf15fdf445d97,Sushi Bomb,"Mon-Tue Closed, Wed-Sun Noon-9pm",1721 Willamette Falls Dr,West Linn,OR,97068,United States,Chanthanom,Vongphachanh,Principal,Owner,,,,,(503) 850-4373,2,chocho.aung71@gmail.com,Japanese,$$
41411,2ae703a8a224bf28,Neighborhood Sushi,Daily 11:30am-10pm,1716 Congress Ave S,Austin,TX,78704,United States,Lawrence,McGuire,Chief Executive Officer,General,,,,,(512) 579-0939,3,events@neighborhoodsushi.com,Japanese,$$
41426,2cfcde7338c0215c,Kyoto Japanese Restaurant,,8719 Hixson Pike,Hixson,TN,37343,United States,Paulette,Lewis,Principal,Owner,,,2011,,(423) 521-8444,1,,Japanese,$$
41428,2f5a4ffed0bb818b,China Garden,"Mon Closed, Tue-Sat 11am-11pm, Sun Noon-Midnight",2014 Bath Ave,Brooklyn,NY,11214,United States,Kam,Kwok,Principal,Owner,,,2005,,(718) 333-9898,1,,Chinese; Thai,$
41436,2f0f600b74f4b7db,Sushi Axiom,"Mon-Thu 11am-10pm, Fri 11am-11pm, Sat Noon-11pm, Sun Noon-9pm",2600 W 7th St,Fort Worth,TX,76107,United States,Nhon,Nguyen,Principal,Owner,,,,,(817) 877-3331,1,sushiaxiom@yahoo.com,Japanese,$$
41452,1795be61789ce09b,Ahi Poke Bowl,"Mon-Fri 11am-8pm, Sat Noon-8pm, Sun Closed",3701 S Cooper St,Arlington,TX,76015,United States,Carissa,Amaya,General Manager,Operations,carissa.amaya@ahipokebowl.com,,2016,,(817) 200-6418,1,carissa.amaya@ahipokebowl.com,Hawaiian; Japanese,$$
41492,20084d6895b3a016,Roka,"Mon-Tue 3pm-6pm, Wed 11am-9pm, Thu-Sun 3pm-6pm",1616 S Utica Ave,Tulsa,OK,74104,United States,Chad,Stanger,Business Owner,Owner,chad@rokatulsa.com,,,,(918) 382-7777,3,mike@rokatulsa.com,Japanese,$$
41511,3611d1ca230392d3,Rice & Rolls,"Mon-Fri 11am-9pm, Sat-Sun Noon-8:30pm",12408 S Kirkwood Rd,Stafford,TX,77477,United States,Nghi,Huynh,Owner,Owner,,,2000,,(281) 242-8898,1,,Vietnamese; Chinese,$
41529,761b236217b96467,Wasabi sushi & bento,"Mon-Fri 10am-7pm, Sat-Sun 11am-6pm",185 Greenwich St,New York,NY,10007,United States,Glenn,Brown,Chief Executive Officer,General,gbrown@wasabi.us.com,,2017,,(917) 261-2437,2,eric.ortega@wasabi.uk.com,Japanese,$
41530,6b80d4449a367a2a,1618 Asian Fusion,"Mon-Thu 4:30pm-6:30pm, Fri-Sun Closed",1618 E Riverside Dr,Austin,TX,78741,United States,Kevin,le,Owner,Owner,,,,,(512) 462-9999,2,kevin@1618lakeside.com,Vietnamese; Chinese; Thai,$$
41538,72d34753378ee217,Bluebird Cafe,"Mon 8am-2pm, Tue Closed, Wed-Sun 8am-2pm",554 Kingstown Rd,Wakefield,RI,2879,United States,Bart,Schumacher,President,General,,,1987,,(401) 792-8940,2,,American; Creole; Cajun,$
41544,739c915abdb15a1f,Yoshi Zushi,,5898 Everhart Rd,Corpus Christi,TX,78413,United States,Stephanie,Rust,,,,,,,(361) 980-0748,1,,Korean; Japanese,$$
41561,5afe1a7317759bb0,Zena Sushi,"Mon-Thu 11am-10pm, Fri-Sat 11am-10:30pm, Sun Noon-9:30pm",1101 Melbourne Rd,Hurst,TX,76053,United States,Peter,Zeughauser,,,,,2010,,(817) 284-2626,1,,Japanese,$$
41605,7e0ce0963586facc,Musashi Sushi Bar & Japanese Cuisine,"Mon Closed, Tue-Thu 4pm-8pm, Fri-Sat 4pm-9pm, Sun Closed",220 SW H St,Grants Pass,OR,97526,United States,Rich,Howard,Principal,Owner,,,2003,,(541) 955-8848,1,,Japanese,$$
41610,7c1d1bce402890a1,Shinsena Sushi,"Mon-Wed 11:30am-9pm, Thu-Fri 11:30am-9:30pm, Sat 1pm-9:30pm, Sun 3pm-9pm",1828 Merrick Rd,Merrick,NY,11566,United States,Johnny,Jhang,Principal,Owner,,,2005,,(516) 771-7253,1,,Japanese,$
41611,7b21a34dcbe65784,Akasaka Sushi,,6196 S Highland Dr,Salt Lake City,UT,84121,United States,Preston,Judd,,,,,2007,,(801) 278-5294,1,kwangko98@yahoo.com,Japanese,$
41615,71a646b32d7d5547,Nakama,"Mon-Thu 11am-9:30pm, Fri-Sat 11am-10pm, Sun 1pm-9pm",1611 E Carson St,Pittsburgh,PA,15203,United States,Sang,Woo,Branch Manager,Operations,,,2004,,(412) 381-6000,3,jess@nakamass.com,Japanese,$$$
41622,85c131b141cab3a8,Jenivi's Seafood Shoppe & Restaurant,"Mon Closed, Tue-Fri 11:30am-8pm, Sat-Sun Noon-8pm",10555 Westheimer Rd,Houston,TX,77042,United States,Anh,Tran,Owner,Owner,,,,,(713) 978-5055,1,jenivisseafoodshoppe@gmail.com,Creole; Cajun,$$
41635,8d37759f30987114,A-1 Japan Steakhouse,"Mon-Thu 11am-9:30pm, Fri 11am-10pm, Sat 11:30am-10pm, Sun 11:30am-9:30pm",4770 Dressler Rd NW,Canton,OH,44718,United States,Lin,Qu,Principal,Owner,,,,,(330) 492-8868,1,,Japanese,$$
41645,8dbd242aa49ef1e5,Sushi Seven,"Mon-Thu 11:30am-10pm, Fri 11:30am-11pm, Sat 12:30pm-11pm, Sun 1pm-9pm",19141 Stone Oak Pkwy,San Antonio,TX,78258,United States,Rick,Sladek,Manager,General,,,2013,,(210) 496-7777,2,,Japanese,$$
41660,8c012d4ab99e4ed0,39th Ave. Bar & Grille,"Mon-Sat 4am-7pm, Sun Closed",3809 Highway 17 S,North Myrtle Beach,SC,29582,United States,Steven,Hemenway,Member of the Board of Directors,Owner,,,2010,,(843) 427-7080,1,,American; Japanese,$$
41667,937d478768a0b658,Thai Delight,,3409 S Broadway,Edmond,OK,73013,United States,Gina,Promlap,Principal,Owner,,,2008,,(405) 513-8881,1,thaidelightok@hotmail.com,Japanese; Thai,$$
41676,9b51f60d41c6d365,Redeye Grill,"Mon-Thu Noon-10pm, Fri-Sat Noon-11pm, Sun Noon-10pm",890 7th Ave,New York,NY,10106,United States,Benn,Grossman,Chief Executive Officer,General,,,1994,,(212) 541-9000,8,info@redeyegrill.com,American; Japanese,$$$
41680,9eb9f19a13626a6c,Umi,"Mon Closed, Tue-Sat 5am-9pm, Sun Closed",5849 Ellsworth Ave,Pittsburgh,PA,15232,United States,Jack,Paladino,Principal,Owner,,,,,(412) 362-6198,2,umi@bigburrito.com,Japanese,$$$$
41689,a22efcff249f81db,Yummi Japanese Restaurant,"Mon-Thu 11am-3pm 5pm-9:30pm, Fri 11am-3pm 5pm-10pm, Sat Noon-10pm, Sun Noon-9pm",300 W Bitters Rd,San Antonio,TX,78216,United States,Duek,Hyun,Owner,Owner,,,,,(210) 236-8003,1,,Korean; Japanese,$$
41698,ae909aeae8a4eef4,Hayashi Midtown,"Mon-Thu 11am-3pm 5pm-9:30pm, Fri 11am-10pm, Sat 4:30pm-10pm, Sun 4:30pm-9:30pm",3701 19th St,Lubbock,TX,79410,United States,Jeremy,Scholz,Manager,General,,,2015,,(806) 701-5486,1,hayashimidtown@gmail.com,Japanese,$$
41704,a894a2d9ddb5a1a2,Ocean San Sushi,,2535 S Queen St,York,PA,17402,United States,Dave,Hagan,"President Double Dog Communications, York Pa",Sales & Marketing,sushiyourway@oceansansushi.com,,,,(717) 850-0010,1,sushiyourway@oceansansushi.com,Japanese,$$
41711,a901642c43eccf96,Oishii Bistro,"Mon-Thu 11:30am-3pm 4pm-9pm, Fri-Sat 11:30am-3pm 4pm-10pm, Sun 12:30pm-3pm 4am-9pm",69 S Moger Ave,Mt Kisco,NY,10549,United States,Andy,Mak,President,General,,,,,(914) 864-0783,2,oishiibistro69@gmail.com,Japanese,$$
41713,aadc6971294f3844,Bleu Monkey Cafe,"Mon-Fri 11am-9pm, Sat-Sun 4pm-9pm",163 Marshall St,Syracuse,NY,13210,United States,Michele,Tsang,Revenue Cycle Director,General,bleumonkeycafe@yahoo.com,,,,(315) 474-0099,2,bleumonkeycafe@yahoo.com,Japanese,$$
41715,aa24039465a0f938,Tosu Ramen And Sushi,"Mon-Fri 11am-3pm 4:30pm-9pm, Sat-Sun 11:30am-3pm 4:30pm-9pm",213 E Barnett Rd,Medford,OR,97501,United States,Chieun,Oh,Administrator,Owner,,,2017,,(541) 245-1178,2,yongwooda0510@gmail.com,Japanese,$$
41724,a781f8dd86bc9f03,Happy Lamb Hot Pot,"Mon-Thu Noon-9:30pm, Fri-Sat Noon-10pm, Sun Noon-9:30pm",136-59 37th Ave,Flushing,NY,11354,United States,John,Smith,,,,,,,(718) 762-8881,1,,Mongolian; Chinese,$$
41738,8bac0f1514b9d793,Friday's Seafood and More,,1308 New Dallas Hwy,Waco,TX,76705,United States,Friday,Hawkins,Owner,Owner,,,2013,,(254) 867-1700,1,hawkiroy@hotmail.com,Cajun,$$
41747,984c7bc08b32b09c,Miko Japanese & Steakhouse,"Mon-Sat 4:30pm-6:30pm, Sun 4pm-8pm",1932 Jericho Tpke,East Northport,NY,11731,United States,Jakeim,Hart,Bartender,Front of the House,,,,,(631) 486-8900,2,mikoplainview@gmail.com,Japanese,$$
41760,97f9702bc264081a,Kami Asian Restaurant,"Mon-Thu 11:30am-10:30pm, Fri-Sat 11:30am-11pm, Sun Noon-10:30pm",385 Flatbush Ave,Brooklyn,NY,11238,United States,Wayne,Grossett,Principal,Owner,,,2009,,(718) 398-3888,3,,Japanese,$$
41784,af8d933e8c8605e1,Sushi Island,Daily 11:30am-9:30pm,87-18 Queens Blvd,Elmhurst,NY,11373,United States,Subuwono,Sunarto,Chairperson,,,,2007,,(718) 803-3033,3,,Japanese,$
41789,af67ca43bc3b38f6,Mr Q's,"Mon-Thu 11am-9:30pm, Fri 11am-10:30am, Sat Noon-10:30am, Sun Noon-9:30pm",2115 Williamsbridge Rd,Bronx,NY,10461,United States,Jimmy,Qu,Principal,Owner,,,2001,,(718) 823-2424,1,,Japanese; Chinese,$$
41796,b31045418515fee8,Ichiban Japanese Steak House #1,"Mon-Thu 11:30am-2pm 5pm-9pm, Fri 11:30am-2pm 5pm-9:30pm, Sat-Sun 11:30am-2:30pm 5pm-9:30pm",5425 TN-153,Hixson,TN,37343,United States,Jae,Lee,President,General,,,1993,,(423) 875-0404,1,,Japanese,$$
41807,a4efdbda0121c31e,South Garden Chinese Restaurant,"Mon-Tue Closed, Wed-Thu 11:30am-8pm, Fri-Sat 11:30am-8:30pm, Sun 11:30am-8pm",3909 Fredericksburg Rd,San Antonio,TX,78201,United States,Alex,Mui,Principal,Owner,,,1997,,(210) 738-3388,1,,Cantonese; Chinese,$
41822,a5783b0ad0e02b45,Maki,"Mon-Tue Closed, Wed 5:30pm-8:30pm, Thu-Fri Noon-1:30pm 5:30am-8:30pm, Sat-Sun 5:30pm-8:30pm",12430 SW Main St,Tigard,OR,97223,United States,Antonio,Flores,Principal,Owner,,,2006,,(503) 639-7005,2,,Japanese,$$
41823,a4147950b4379307,Kimoto Rooftop,"Mon-Fri Closed, Sat 1pm-5pm, Sun 1pm-10pm",228 Duffield St,Brooklyn,NY,11201,United States,Anthony,Colon,Bar Staff,,,,2015,,(718) 858-8940,7,jade@kimotorooftop.com,Japanese,$$
41836,9d9e463b03e68f05,Westlake Fish House,"Mon-Tue 4pm-9pm, Wed Closed, Thu 4pm-9pm, Fri-Sun Noon-9pm",352 W Lake Dr,Montauk,NY,11954,United States,James,Lyons,Business Owner,Owner,james@westlakefishhouse.com,,2014,,(631) 668-3474,1,james@westlakefishhouse.com,Japanese,$$
41844,6162e1fa18475731,Kong's Express,Daily 11am-10pm,903 S Zarzamora St,San Antonio,TX,78207,United States,Virginia,Martinez,Principal,Owner,,,,,(210) 433-7727,1,,Japanese; Chinese,$$
41850,b4d2dc4c03056971,SUSHI EN,"Mon-Thu 11am-9pm, Fri-Sat 11am-9:30pm, Sun 11am-8:30pm",1051 Gemini Pl,Columbus,OH,43240,United States,Soon,Bae,Owner,Owner,,,2005,,(614) 430-9887,3,sushiencolumbusoh@gmail.com,Korean; Japanese,$$
41851,b4a4bcd041f8df4a,Ming Garden,,1207 N Eastman Rd,Kingsport,TN,37664,United States,Emily,Wong,President,General,,,2001,,(423) 246-1141,1,,Mongolian; Chinese,$$$
41870,ce436c3e4fc1dbb0,Asian Roll & Grill,,1143 Stonecrest Blvd,Fort Mill,SC,29708,United States,Hao,Nguyen,,,,,2010,,(803) 802-2088,1,,Japanese; Vietnamese,$$$
41875,cd3ac407aecfd992,Hamachi,"Mon-Thu 4am-9:30pm, Fri-Sun Noon-9:30pm",488 E 100 S,Salt Lake City,UT,84111,United States,Bilguun,Ariunsanaa,President,General,,,,,(801) 359-2092,1,hamachislc@gmail.com,Japanese,$$
41884,cd064b9890b29770,Ota-Ya Japanese Restaurant,"Mon-Wed Closed, Thu 4pm-8am, Fri Noon-2:30pm 4am-9pm, Sat 4pm-9pm, Sun 4pm-8pm",10 Cambridge Ln,Newtown,PA,18940,United States,Wing,Wong,President,General,,,1995,,(215) 860-6814,2,,Japanese,$$
41888,cad2aae82e356843,The Crawfish Place,"Mon-Thu 11am-9pm, Fri-Sat 11am-10pm, Sun 11am-9pm",5809 TX-61,Anahuac,TX,77514,United States,Terry,Kemp,Principal,Owner,,,2013,,(409) 267-2230,2,,Cajun,$$
41889,cb217de913b77813,Fushimi,"Mon-Thu 11:30am-10:30pm, Fri 11:30am-11:30pm, Sat Noon-11:30pm, Sun Noon-10pm",9316 4th Ave,Brooklyn,NY,11209,United States,Shi,Y. Chen,Principal,Owner,,,2009,,(718) 833-7788,1,fushimigroup@gmail.com,Japanese,$$
41907,c042ba387b3a87eb,Kobee Japanese Steakhouse & Sushi Pub,"Mon Closed, Tue-Fri 11am-9pm, Sat-Sun 4pm-9pm",401 N Spur 63,Longview,TX,75601,United States,Steve,Weng,Principal,Owner,,,2006,,(903) 753-5500,2,juncgan@yahoo.com,Japanese,$$
41916,cb3aeb33db60af90,Fuji Cafe,Daily 11am-2pm 4:30pm-9pm,875 W Poplar Ave,Collierville,TN,38017,United States,Steven,Ni,Principal,Owner,,,2003,,(901) 854-7758,1,,Japanese,$$
41925,f009b15e68f0afc0,Wazabi,,8130 FM-1960 E,Humble,TX,77346,United States,Johnny,Jiron,Owner,Owner,,,2007,,(281) 359-2555,1,rawboy78@yahoo.com,Japanese,$$
41931,ee70faa84fa25ca3,Lohas Teriyaki,"Mon-Sat 11am-9:30pm, Sun Noon-9pm",3981 N Belt Line Rd,Irving,TX,75038,United States,Sung,Kim,Principal,Owner,,,2011,,(972) 870-5988,1,,Japanese,$
41932,ef1294981768f971,World Sushi,"Mon-Fri 11:30am-9pm, Sat Noon-9pm, Sun Closed",266 RT-59,Nanuet,NY,10954,United States,Cinoga,Saito,Principal,Owner,,,2007,,(845) 627-2272,1,,Japanese,$$
41945,f559ea9a5c793f82,Kaiyo,"Mon-Thu 11:30am-3pm 5pm-8pm, Fri-Sat 11:30am-3pm 5pm-9pm, Sun 4pm-8pm",92 Main St,Mineola,NY,11501,United States,Macklin,Fluehr,Data Scientist,,,,2018,,(516) 739-0093,2,lokimhan@gmail.com,Japanese,$$
41950,f59bc8499d464cbd,Ampersand Asian Supper Club,"Mon-Thu 11:30am-9pm, Fri-Sat 11:30am-10pm, Sun 11:30am-9pm",940 N High St,Columbus,OH,43201,United States,Megan,Ada,Owner,Owner,,,,,(614) 928-3333,1,info@ampersandasiansupperclub.com,Japanese,$$
41953,f73a6346069d89be,Thang's Cajun,"Mon-Sat 11am-9pm, Sun Closed",6410 Antoine Dr,Houston,TX,77091,United States,Suong,Lao,Owner,Owner,,,2001,,(713) 681-7779,2,,Cajun,$
41961,d94819f97a7a6509,Crawfish Express,"Mon-Thu Closed, Fri-Sat 4pm-9pm, Sun Closed",177 FM-2483,Belton,TX,76513,United States,Kenneth,Goldman,Principal,Owner,,,,,(254) 721-7779,1,,Creole; Cajun,$
41964,e275b4aa7fc41135,Honore's Cajun Cafe,"Mon-Thu 11am-9pm, Fri-Sat 11am-10pm, Sun 11am-9pm",517 N Downing St,Angleton,TX,77515,United States,,Body=Your%20name%3a%0a%0aphone%20number%3a%0a%0ayour%20question%3a,,,eat@honorescajuncafe.com?subject=note%20to%20your%20facebook%20page%20honore%e2%80%99s%20cajun%20cafe%20-%20angleton&body=your%20name%3a%0a%0aphone%20number%3a%0a%0ayour%20question%3a,,,,(979) 888-1288,1,eat@honorescajuncafe.com,Creole; Cajun,$$
41967,e06133fcd091c3ae,East Wall Chinese Restaurant,Daily 11am-10pm,9889 Bellaire Blvd,Houston,TX,77036,United States,Netjoy,Leung,Principal,Owner,,,2006,,(713) 981-8803,1,eastwall06@gmail.com,Cantonese; Chinese,$$
41969,e08d21a1a3b728d3,Asahi Japanese Grill,Daily 11am-9pm,704 E Broadway St,Lenoir City,TN,37771,United States,Virginia,Couch,Principal,Owner,,,2006,,(865) 816-6668,2,hendrickjennifer550@gmail.com,Japanese,$$
41976,e1541110148c489a,Mr Crabs,"Mon-Fri 4pm-7pm, Sat Closed, Sun 4pm-7pm",2510 W Bardin Rd,Grand Prairie,TX,75052,United States,Vivian,Tran,Manager,General,,,,,(972) 522-7774,1,,Creole; Cajun,$$
41978,e23343bcf37da7a7,Wok & Roll,"Mon-Fri 10:30am-2pm, Sat-Sun Closed",1000 N Main St,Houston,TX,77009,United States,Winnie,Leung,,,,,2005,,(832) 788-6288,1,,Cantonese; Chinese,$
41981,d62ffb44ee6346f2,Sushi Ko,"Mon-Thu Noon-3pm 4:30am-9:30pm, Fri Noon-3pm 4:30am-10pm, Sat 1pm-10pm, Sun 2pm-9pm",2063 Merrick Rd,Merrick,NY,11566,United States,Yuji,Uehara,,,,,2010,,(516) 378-9888,2,info@sushikoli.com,Japanese,$$
41987,d370a3b5f0896f08,Sushi Village,"Mon-Thu 11:30am-10pm, Fri 11:30am-10:30pm, Sat Noon-10:30pm, Sun Noon-10pm",290 W Old Country Rd,Hicksville,NY,11801,United States,Jessie,Lim,Principal,Owner,,,2006,,(516) 513-1790,3,,Japanese,$$
41996,db089db5d7782542,Narita Japanese Cuisine,"Mon-Thu 1pm-10pm, Fri-Sun 1pm-11pm",107-08 70th Rd,Forest Hills,NY,11375,United States,Mizuko,Kobayashi,Chairperson,,,,1983,,(718) 263-2999,2,,Japanese,$$
41997,da98aedb25afc30e,Sushi Train,"Mon-Fri 11am-3pm 4:30pm-9:30pm, Sat 11am-9:30pm, Sun Closed",3300 E 51st St S,Tulsa,OK,74135,United States,Lee,Mason,Principal,Owner,,,2006,,(918) 747-9931,1,,Japanese,$$
41998,daa861f5765bf29f,Kangnam Style,"Mon-Tue Closed, Wed-Thu 11am-9pm, Fri 11am-10pm, Sat Noon-10pm, Sun Closed",1550 Hawkins Blvd,El Paso,TX,79925,United States,Amanda,Finkral,Principal,Owner,,,2015,,(915) 307-3012,1,kangnamstyle2015@gmail.com,Japanese,$$
41999,d1bc6a048083f375,Kumo Sushi,"Mon-Thu 11:30am-3pm 4:30pm-10pm, Fri 11:30am-3pm 4:30pm-10:30pm, Sat Noon-3pm 4:30am-10:30pm, Sun 2pm-10pm",52 Manetto Hill Rd,Plainview,NY,11803,United States,Chel,Y. Chi,Principal,Owner,,,2007,,(516) 681-8881,1,kumopl@gmail.com,Japanese,$$
42002,d7436b8c70ee5443,Tomo Japanese Restaurant,,7315 Kingston Pike,Knoxville,TN,37919,United States,Alex,Jinpipat,Owner,Owner,,,2002,,(865) 588-1161,3,,Japanese,$
42011,d70e7e10fa67262d,California Rollin II,"Mon Closed, Tue-Fri 4pm-9pm, Sat 2pm-9:45pm, Sun 11:45am-7:45pm",1000 N River St,Rochester,NY,14612,United States,Tom,Beaman,Vice President,General,,,,,(585) 271-8920,1,,Japanese,$$
42012,d6301e11c18dee2c,Hibachi Boy,"Mon Closed, Tue-Thu 11am-9pm, Fri-Sat 11am-10pm, Sun 11am-9pm",6146 Calhoun Memorial Hwy,Easley,SC,29640,United States,Thanongsak,Vongsavanh,Principal,Owner,,,,,(864) 644-8393,1,,Japanese,$
42021,c78bafeb483fb17d,Caribbean Cabana,"Mon-Thu 11am-10:30pm, Fri 11am-5am, Sat 9am-5am, Sun 9am-11:30pm",116-02 Jamaica Ave,Richmond Hill,NY,11418,United States,Angela,Singh,Owner,Owner,,,2008,,(718) 849-0500,4,,Caribbean; Chinese,$$
42026,cad9b87672f81e96,Toku Modern Asian,"Mon Noon-10pm, Tue-Fri Noon-11pm, Sat Noon-Midnight, Sun Noon-10pm",2014 Northern Blvd,Manhasset,NY,11030,United States,Charles,Kim,Principal,Owner,,,2007,,(516) 627-8658,3,info@tokumodernasian.com,Japanese,$$$
42029,e8bf6ba36b060db0,Nippon,"Mon-Tue Closed, Wed 5pm-9pm, Thu-Fri 11:30am-2pm 5pm-9pm, Sat-Sun 11:30am-9pm",4464 Montrose Blvd,Houston,TX,77006,United States,Nao,Yoshida,Owner,Owner,,,1985,,(713) 523-3939,1,,Japanese,$$
42043,ebaf2508bd2ba71f,Kohnami,"Mon-Thu 11:30am-9:30pm, Fri-Sat 11:30am-10:30pm, Sun 11:30am-9:30pm",410 Padre Blvd,South Padre Island,TX,78597,United States,Jongmi,Park,Principal,Owner,,,2008,,(956) 761-2446,1,,Japanese,$$
42049,ef44ee1cebb8ef61,Hane Sushi,"Mon-Thu Noon-3pm 5am-10pm, Fri-Sat Noon-3pm 5am-10:30pm, Sun Noon-3pm 5am-10pm",346 1st Ave,New York,NY,10009,United States,Samson,Tong,Manager,General,,,2007,,(212) 598-9889,1,hanesushinyc@gmail.com,Japanese,$$
42056,edf54031fd27b7d8,Sakura Home,,2775 Monroe Ave,Rochester,NY,14618,United States,Kai,Qing,Principal,Owner,,,2008,,(585) 288-8130,1,2775sakura@gmail.com,Japanese,$$
42058,e7cd6ee977df2f5d,Golden Palace Buffet,"Mon-Fri 11am-8:30pm, Sat-Sun 11am-9pm",3607 Forbes Ave,Pittsburgh,PA,15213,United States,King,Ng,,,,,1994,,(412) 687-2288,1,,Cantonese; Chinese,$
42063,f9b62e569b670449,Ichigoh Ramen Lounge,"Mon-Tue Closed, Wed-Thu Noon-3pm 5am-9pm, Fri-Sat Noon-10pm, Sun Noon-9pm",2724 Commerce St,Dallas,TX,75226,United States,George,Itoh,President,General,,,2018,,(972) 707-0732,4,info@ichigohramen.com,Japanese,$$
