Snowball Map,Restaurant Name,Address,City,Zipcode,State,Phone,List
93204,SURAM,21 W END AVE,NEW YORK,10023-7839,NY,2125571000,Old List
93206,SURF'S UP SUSHI,16051 BOLSA CHICA ST UNIT A,HUNTINGTON BEACH,92649-2406,CA,3234563678,Old List
93208,SURFING CRAB,5057 S PADRE ISLAND DR,CORPUS CHRISTI,78411-4205,TX,3614624707,Old List
93210,SURFING CRAB - NOLANA,421 E NOLANA AVE,MCALLEN,78504-2512,TX,9568030088,Old List
93212,SURO RESTAURANT AND SUSHI BAR,3687 TAMPA RD,OLDSMAR,34677-6307,FL,8134756932,Old List
93214,SURUKI'S,3301 E 12TH ST STE 121,OAKLAND,94601-2943,CA,5105364680,Old List
93216,SUS HI EATSTATION,4498 N ALAFAYA TRL STE 324,ORLANDO,32826-2308,FL,3212909332,Old List
93218,SUSHI & NOODLE,800 N IMPERIAL AVE,EL CENTRO,92243-1916,CA,4422835075,Old List
93220,SUSHI & TERI,804 S LUCERNE BLVD,LOS ANGELES,90005-3708,CA,2136878368,Old List
93222,SUSHI 101 KING,306 KING ST,CHARLESTON,29401-6400,SC,8439744092,Old List
93224,SUSHI 22,101 NORTH COUNTY CTR,GOLDENS BRIDGE,10526,NY,9144019327,Old List
93226,SUSHI 525,7000 WESTLAKE BLVD,TAHOMA,96142-9800,CA,5305252217,Old List
93228,SUSHI 9,1830 S MASON RD STE 150,KATY,77450-3245,TX,2813918898,Old List
93230,SUSHI 99,155 E GRANADA BLVD,ORMOND BEACH,32176-6663,FL,3862389620,Old List
93232,SUSHI AI,6552 S ACADEMY BLVD,COLORADO SPRINGS,80906-8614,CO,7195768855,Old List
93234,SUSHI AKIO,7145 YELLOWSTONE BLVD,FOREST HILLS,11375-4112,NY,7185442199,Old List
93236,Sushi Asa Llc,150 TANNER RD UNIT J,GREENVILLE,29607-6166,SC,8642885259,Old List
93238,SUSHI AT SUNSET,"1700 OCEAN AVE, LOEWS SANTA MONICA BEACH HOTEL",SANTA MONICA,90401-3214,CA,3104586700,Old List
93240,SUSHI ATELIER,17951 SKY PARK CIR STE F,IRVINE,92614-4356,CA,7145991719,Old List
93242,SUSHI AVENUE,130 E GRAND AVE STE K,EL SEGUNDO,90245-3831,CA,3104140030,Old List
93244,SUSHI AVENUE ON THE SQUARE,131 SYCAMORE ST,DECATUR,30030-3338,GA,4043780228,Old List
93246,SUSHI BAKE,15513 WILLIAMS ST APT J5,TUSTIN,92780-4171,CA,9493941868,Old List
93248,SUSHI BAR DA-DA,3700 W OLYMPIC BLVD STE 100,LOS ANGELES,90019-2040,CA,3237332778,Old List
93250,SUSHI BEAR SUSHI & GRILL,4530 SAINT JOHNS AVE STE 9,JACKSONVILLE,32210-1852,FL,9045030690,Old List
93252,SUSHI BLUE,777 CASINO WAY,BLUE LAKE,95525,CA,8772522946,Old List
93254,SUSHI BOMB,100 S HARBOR BLVD,FULLERTON,92832-1854,CA,7145193326,Old List
93256,SUSHI BOY,19401 S VERMONT AVE STE E102,TORRANCE,90502-4431,CA,3105154800,Old List
93258,SUSHI BULLET,7549 ALONDRA BLVD,PARAMOUNT,90723-4001,CA,4244485449,Old List
93260,SUSHI BY BO+˝ - NOMAD,32 E 32ND ST,NEW YORK,10016-5503,NY,9172687268,Old List
93262,SUSHI BY BOU,1244 N DEARBORN ST,CHICAGO,60610-5197,IL,3128181156,Old List
93264,SUSHI BY BOU TIMES SQUARE,132 W 47TH ST,NEW YORK,10036-1502,NY,9172687268,Old List
93266,SUSHI BY THE HEIGHTS,1111 STUDEWOOD ST STE B,HOUSTON,77008-7180,TX,7139936404,Old List
93268,SUSHI CAFE,13899 RIVER RD STE A,LULING,70070-6221,LA,9853081003,Old List
93270,SUSHI CATERING,11 VERNON ST,QUINCY,02169-7517,MA,6173288887,Old List
93272,SUSHI CHOO CHOO,12149 FM 1960 RD W STE M,HOUSTON,77065-5477,TX,2819552888,Old List
93274,SUSHI CONFIDENTIAL @ THE PLEX,"800 EMBEDDED WAY, THE PLEX",SAN JOSE,95138-1074,CA,4082251843,Old List
93276,SUSHI CORNER,15066 SW 56TH ST,MIAMI,33185-4071,FL,3053806738,Old List
93278,SUSHI CREEK,21805 S ELLSWORTH RD STE 103,QUEEN CREEK,85142-9367,AZ,4806774333,Old List
93280,SUSHI CULIACAN & MARISCOS,4420 E CHARLESTON BLVD STE 5,LAS VEGAS,89104-5533,NV,7029062525,Old List
93282,SUSHI DAMO,36 MARYLAND AVE UNIT G,ROCKVILLE,20850-0319,MD,3013408010,Old List
93284,SUSHI DE KANPAI,109 W MAIN ST # 111,SALISBURY,21801-4904,MD,4109121440,Old List
93286,SUSHI DINER 2,10330 FRIARS RD STE 114,SAN DIEGO,92120-2300,CA,6192816448,Old List
93288,SUSHI DOJO,3105 E SOUTHLAKE BLVD STE 140,SOUTHLAKE,76092-8058,TX,6824774093,Old List
93290,SUSHI EL GUERO,9330 ALMEDA GENOA RD,HOUSTON,77075-2316,TX,7139222780,Old List
93292,SUSHI EXPRESS,300 ARSENAL ST STE 5,WATERTOWN,13601-2586,NY,3157886388,Old List
93294,SUSHI FACTORY,8797 20TH ST,VERO BEACH,32966-6941,FL,7722227073,Old List
93296,SUSHI FACTORY,5420 EL CAJON BLVD,SAN DIEGO,92115-3619,CA,6192305526,Old List
93298,SUSHI FEVER,7985 W SAHARA AVE STE 105,LAS VEGAS,89117-1993,NV,7028382927,Old List
93300,SUSHI FOREST,12130 CARSON ST STE A,HAWAIIAN GARDENS,90716-1183,CA,5624208484,Old List
93302,SUSHI GARDEN,4268 OLDFIELD CROSSING DR STE 106,JACKSONVILLE,32223-7899,FL,9044197588,Old List
93304,SUSHI GO,553 E GRAND RIVER AVE,EAST LANSING,48823-4404,MI,5173247101,Old List
93306,SUSHI GO,14999 PRESTON RD STE 102,DALLAS,75254-9116,TX,9726619721,Old List
93308,SUSHI GO GO,2041 UNIVERSITY AVE,BERKELEY,94704-1005,CA,5109906184,Old List
93310,SUSHI GOGO,1672 DECOTO RD,UNION CITY,94587-3544,CA,5109520098,Old List
93312,Sushi Hana,11705 SW PACIFIC HWY STE J,PORTLAND,97223-8495,OR,5033527600,Old List
93314,SUSHI HANA,2020 MALTBY RD STE 2,BOTHELL,98021-8669,WA,4254243339,Old List
93316,Sushi Hanada,457 W CHANNEL ISLANDS BLVD,PORT HUENEME,93041-2102,CA,8059847978,Old List
93318,SUSHI HAYA,226 W BITTERS RD STE 120,SAN ANTONIO,78216-2072,TX,2103709332,Old List
93320,Sushi Heaven,12108 SARATOGA SUNNYVALE RD,SARATOGA,95070-3046,CA,4087778774,Old List
93322,SUSHI HERO,10100 S EASTERN AVE STE 130,HENDERSON,89052-3931,NV,7023311678,Old List
93324,SUSHI HOOK,813 HOWE AVE,SACRAMENTO,95825-3903,CA,9169216707,Old List
93326,SUSHI HOUSE,200 MAIN ST STE 1,LINCOLN PARK,07035-1753,NJ,9736335498,Old List
93328,SUSHI HOUSE,3010 ERIE BLVD E,SYRACUSE,13224-1404,NY,3158703179,Old List
93330,SUSHI HOUSE,2594 RETFORD DR,CINCINNATI,45231-1008,OH,5138298333,Old List
93332,SUSHI HOUSE,5041 W 117TH ST,LEAWOOD,66211-2053,KS,9136633333,Old List
93334,SUSHI HOUSE,1409 S WESTERN RD,STILLWATER,74074-6957,OK,4055333399,Old List
93336,SUSHI HOUSE,855 EL CAMINO REAL STE 158,PALO ALTO,94301-2336,CA,6503213453,Old List
93338,SUSHI HOUSE JAPANESE RESTAURANT,822 E CENTER ST STE E,WALLINGFORD,06492-5029,CT,2032843818,Old List
93340,SUSHI ICHIBAN,12101 GREENVILLE AVE STE 106,DALLAS,75243-9329,TX,4696208183,Old List
93342,SUSHI IMARI,2340 HARBOR BLVD,COSTA MESA,92626-6233,CA,7146415654,Old List
93344,SUSHI ISHIKAWA,207 W 80TH ST,NEW YORK,10024-7012,NY,2126519152,Old List
93346,SUSHI JESSIE,2621 N FEDERAL HWY,BOCA RATON,33431-7785,FL,5618267394,Old List
93348,SUSHI JO - BOYNTON BEACH,640 E OCEAN AVE,BOYNTON BEACH,33435-5066,FL,5617370606,Old List
93350,SUSHI JUN,875 3RD AVE,NEW YORK,10022-6225,NY,2123555303,Old List
93352,SUSHI JUNKI,79 WEST ST,CHAGRIN FALLS,44022-2702,OH,4406007084,Old List
93354,SUSHI KAPPO TORAYA,795 MASSACHUSETTS AVE,ARLINGTON,02476-4732,MA,7817772142,Old List
93356,SUSHI KATSU-YA ENCINO,16542 VENTURA BLVD,ENCINO,91436-2005,CA,8187882396,Old List
93358,SUSHI KING,992 E 15TH ST STE 1,BROOKLYN,11230-3740,NY,7186769860,Old List
93360,SUSHI KING,238 N NOVA RD,DAYTONA BEACH,32114-3444,FL,3863104129,Old List
93362,SUSHI KINGDOM,1117 WOODRUFF RD STE A,GREENVILLE,29607-4152,SC,8642438313,Old List
93364,SUSHI KO,19300 RINALDI ST STE G,PORTER RANCH,91326-3770,CA,8183635388,Old List
93366,Sushi Koi Inc,11637 QUEENS BLVD,FOREST HILLS,11375-6533,NY,7182618932,Old List
93368,Sushi Koshu,20627 GOLDEN SPRINGS DR STE 2K,WALNUT,91789-4817,CA,9098697881,Old List
93370,Sushi Kushi Too,495 CENTRAL AVE,HIGHLAND PARK,60035-2656,IL,8476818997,Old List
93372,SUSHI KYU,690 W YAMATO RD STE 4,BOCA RATON,33431-4421,FL,5614305348,Old List
93374,SUSHI LAND,6775 OAKHURST RIDGE RD,CLARKSTON,48348-5028,MI,8109648777,Old List
93376,SUSHI LITO,5420 S 12TH AVE,TUCSON,85706-3276,AZ,5206394863,Old List
93378,SUSHI LITTO,537 N GOLDEN STATE BLVD,TURLOCK,95380-3918,CA,2096208735,Old List
93380,SUSHI LOVER,3849 S DELSEA DR STE A0012,VINELAND,08360-7406,NJ,8568250888,Old List
93382,SUSHI LOVER,8908 OHIO DR STE 102,PLANO,75024-2818,TX,9722945844,Old List
93384,SUSHI LOVERS,109 S PALM CANYON DR,PALM SPRINGS,92262-6303,CA,7604248760,Old List
93386,SUSHI MAKI - CORAL GABLES,2334 PONCE DE LEON BLVD,CORAL GABLES,33134-5451,FL,3054431884,Old List
93388,SUSHI MAKI - MIA AIRPORT,"2100 NW 42ND AVE, MIAMI INTERNATIONAL AIRPORT CONCOURSE D",MIAMI,33126,FL,7865073333,Old List
93390,SUSHI MALL,3451 S DOGWOOD RD STE 1422,EL CENTRO,92243-9141,CA,7605924216,Old List
93392,SUSHI MANIA,1711 BRANHAM LN STE A6,SAN JOSE,95118-5223,CA,4082653929,Old List
93394,SUSHI MARKET,435 IONIA AVE SW STE 123,GRAND RAPIDS,49503-5166,MI,6168055308,Old List
93396,SUSHI MARU EXPRESS,70 UNION AVE,CRESSKILL,07626-2127,NJ,2015414900,Old List
93398,SUSHI MASA,2240 NW 19TH ST STE 1201,BOCA RATON,33431-7388,FL,5613470008,Old List
93400,SUSHI METSUYAN,192 W ENGLEWOOD AVE STE 3,TEANECK,07666-3523,NJ,2018378000,Old List
93402,SUSHI MIGUEL'S STYLE - FONTANA,16981 FOOTHILL BLVD STE H,FONTANA,92335-3566,CA,9094286679,Old List
93404,Sushi Monster,3567 S CONSTITUTION BLVD STE 100,W VALLEY CITY,84119-6086,UT,8019668889,Old List
93406,SUSHI MORI,20921 DAVENPORT DR STE 110,STERLING,20165-6137,VA,7034301234,Old List
93408,SUSHI N GO,5301 BEACH BLVD,BUENA PARK,90621-1231,CA,7144505906,Old List
93410,SUSHI NAKATA,108 E LIME AVE,MONROVIA,91016-2840,CA,6262563379,Old List
93412,SUSHI NAKAZAWA,1100 PENNSYLVANIA AVE NW,WASHINGTON,20004-2501,DC,2022893515,Old List
93414,SUSHI NARA - IN THE FIESTA MART,1225 W AIRPORT FWY,IRVING,75062-6221,TX,2147706074,Old List
93416,SUSHI NATION,916 RIVER AVE,LAKEWOOD,08701-5667,NJ,7324559901,Old List
93418,SUSHI NEKO,6620 WADSWORTH BLVD,ARVADA,80003-3946,CO,7208789992,Old List
93420,SUSHI NEST,142 N YORK ST,ELMHURST,60126-2806,IL,6308335088,Old List
93422,Sushi Nishi Ya,1712 VICTORY BLVD,GLENDALE,91201-2834,CA,8182442933,Old List
93424,SUSHI NONAKA,410 AMSTERDAM AVE,NEW YORK,10024-6254,NY,6464540226,Old List
93426,SUSHI NOW,6080 GETWELL RD STE 120,SOUTHAVEN,38672-7316,MS,6622537525,Old List
93428,SUSHI OAKS,2160 NEWBURY RD STE D,NEWBURY PARK,91320-6201,CA,8054985518,Old List
93430,SUSHI OKDOL,497 MYRTLE AVE,BROOKLYN,11205-2508,NY,7187891373,Old List
93432,SUSHI ON MAIN STREET,696 MILL ST,HALF MOON BAY,94019-1701,CA,6507266336,Old List
93434,Sushi On The Edge,1611 S MELROSE DR STE P,VISTA,92081-5407,CA,7605999982,Old List
93436,Sushi One,8470 HONEYCUTT RD STE 100,RALEIGH,27615-2259,NC,9196153209,Old List
93438,SUSHI ONE,6516 N DENVER AVE,PORTLAND,97217-4964,OR,5039541311,Old List
93440,SUSHI PALACE,5791 CORAL RIDGE DR,CORAL SPRINGS,33076-3101,FL,9545107558,Old List
93442,Sushi Para Japanese Restaurant,1268 E DUNDEE RD,PALATINE,60074-8313,IL,8472029922,Old List
93444,SUSHI PARK,8539 W SUNSET BLVD STE 20,WEST HOLLYWOOD,90069-2335,CA,3106520523,Old List
93446,SUSHI POP,115 E LYMAN AVE,WINTER PARK,32789-4311,FL,3212032282,Old List
93448,SUSHI PURE,259 E 5TH AVE STE 220,EUGENE,97401-2677,OR,5416540608,Old List
93450,SUSHI Q8 - ELDERSBURG,1311 LONDONTOWN BLVD STE 220,ELDERSBURG,21784-6455,MD,6672278688,Old List
93452,SUSHI QUEEN,11524 N TRYON ST STE 5,CHARLOTTE,28262-0459,NC,9802070168,Old List
93454,SUSHI R91,1525 E ONTARIO AVE STE 108,CORONA,92881-3794,CA,9513399492,Old List
93456,SUSHI REMIX,152 UPTOWN DR,BAY CITY,48708-5610,MI,9897781621,Old List
93458,Sushi Ring Inc,11419 19TH AVE SE STE B101,EVERETT,98208-5120,WA,4253852702,Old List
93460,SUSHI ROCK,1900 CLARENDON BLVD,ARLINGTON,22201-2917,VA,5713128027,Old List
93462,SUSHI ROCK CORPORATE OFFICE,1370 W 6TH ST STE 210,CLEVELAND,44113-1315,OH,2165839890,Old List
93464,SUSHI ROOM,12 EASTON AVE,NEW BRUNSWICK,08901-1918,NJ,7326400407,Old List
93466,SUSHI RUN,4413 W HILLSBORO BLVD,COCONUT CREEK,33073-3258,FL,9546986877,Old List
93468,Sushi Sai Japanese Restaurant,625 S ATLANTIC BLVD,MONTEREY PARK,91754-3817,CA,6263008495,Old List
93470,SUSHI SAKE,103400 OVERSEAS HWY STE 108,KEY LARGO,33037-2830,FL,3054510373,Old List
93472,SUSHI SAKE - DAVIE,7750 NOVA DR,DAVIE,33324-5801,FL,9543685846,Old List
93474,SUSHI SAKE - HIALEAH,701 W 49TH ST,HIALEAH,33012-3608,FL,3058223222,Old List
93476,SUSHI SAKE BIRD ROAD,7175 SW 47TH ST STE 206,MIAMI,33155-4637,FL,3055590303,Old List
93478,SUSHI SAKE BOCA,7020 BERACASA WAY,BOCA RATON,33433-3447,FL,5614653877,Old List
93480,SUSHI SAKE COUNTRY WALK,7175 SW 47TH ST STE 206,MIAMI,33155-4637,FL,3052781771,Old List
93482,SUSHI SAKE HAMMOCKS,7175 SW 47TH ST STE 206,MIAMI,33155-4637,FL,3053808880,Old List
93484,SUSHI SAKE KILLIAN,7175 SW 47TH ST STE 206,MIAMI,33155-4637,FL,3052701119,Old List
93486,SUSHI SAKE NORTH MIAMI BEACH,7175 SW 47TH ST STE 206,MIAMI,33155-4637,FL,3059474242,Old List
93488,SUSHI SAKE SHERIDAN,7175 SW 47TH ST STE 206,MIAMI,33155-4637,FL,9546804282,Old List
93490,SUSHI SAKE- LAS OLAS,7175 SW 47TH ST STE 206,MIAMI,33155-4637,FL,9548707337,Old List
93492,SUSHI SEKI TIMES SQUARE,365 W 46TH ST,NEW YORK,10036-6718,NY,2122628880,Old List
93494,SUSHI SHIN,312 ARGUELLO ST,REDWOOD CITY,94063-1525,CA,6502577858,Old List
93496,SUSHI SHO REXLEY,214 2ND ST N,SAINT PETERSBURG,33701-3314,FL,7278358478,Old List
93498,SUSHI SIAM,1731 W KIRBY AVE,CHAMPAIGN,61821-5500,IL,2176071906,Old List
93500,SUSHI SONG,6105 HOLLYWOOD BLVD,HOLLYWOOD,33024-7937,FL,9547444316,Old List
93502,SUSHI SONG,1239 WASHINGTON AVE,MIAMI BEACH,33139-4613,FL,7865362500,Old List
93504,SUSHI SONG,3414 N OCEAN BLVD,FORT LAUDERDALE,33308-6931,FL,9545637664,Old List
93506,SUSHI SONG DEERFIELD BEACH,123 NE 20TH AVE,DEERFIELD BEACH,33441-6123,FL,9544818338,Old List
93508,SUSHI SPLASH,7490 NW 25TH ST,MIAMI,33122-1703,FL,3054771217,Old List
93510,Sushi Spot Restaurant,19658 VENTURA BLVD,TARZANA,91356-2970,CA,8183458651,Old List
93512,SUSHI STATION,"300 RYDERS LN, ACME MARKETS",MILLTOWN,08850-1706,NJ,6465181289,Old List
93514,SUSHI STORM,13900 COUNTY ROAD 455 UNIT 109A,CLERMONT,34711-9020,FL,4076143944,Old List
93516,Sushi Suki,1577 YORK AVE FRNT 1,NEW YORK,10028-6005,NY,2122493766,Old List
93518,SUSHI TACHI,2745 W CENTENNIAL PKWY STE 130,NORTH LAS VEGAS,89084-5813,NV,7026454967,Old List
93520,SUSHI TAISHO,300 CARLSBAD VILLAGE DR STE 214,CARLSBAD,92008-2991,CA,7609940095,Old List
93522,SUSHI TEN,6475 W CHARLESTON BLVD STE 150,LAS VEGAS,89146-1175,NV,7024769627,Old List
93524,SUSHI TEX-MEX,11107 ALDINE WESTFIELD RD,HOUSTON,77093-3136,TX,7132612760,Old List
93526,SUSHI THAI,1905 N JACKSON ST STE 450,TULLAHOMA,37388-8242,TN,9312224678,Old List
93528,SUSHI TIME,4715 COFFEE RD STE D,BAKERSFIELD,93308-5232,CA,6615878900,Old List
93530,Sushi To Go Inc,220 N SMITH ST STE 107,PALATINE,60067-2415,IL,8479631249,Old List
93532,SUSHI TOKYO,337 CENTRAL AVE,LAWRENCE,11559-1653,NY,5168822244,Old List
93534,SUSHI TOKYO,6311 ROOSEVELT WAY NE,SEATTLE,98115-6616,WA,2065224601,Old List
93536,SUSHI TRACK,11635 SW -HILLSDALE HWY,BEAVERTON,97005,OR,5036263333,Old List
93538,SUSHI TRAIN,1200 NICOLLET MALL STE C3,MINNEAPOLIS,55403-2400,MN,6122598488,Old List
93540,SUSHI UNO,3176 THORN ST,SAN DIEGO,92104-4636,CA,6193017293,Old List
93542,SUSHI VILLAGE,398 HIGHWAY 51 STE 100,RIDGELAND,39157-3430,MS,6018989688,Old List
93544,SUSHI WITH GUSTO,508 PENNSYLVANIA AVE,GREER,29650-1731,SC,8649890178,Old List
93546,SUSHI WORLD,6251 N MCCORMICK RD,CHICAGO,60659-1312,IL,7739777189,Old List
93548,SUSHI YA JAPANESE RESTAURANT,9616 REISTERSTOWN RD STE 215,OWINGS MILLS,21117-4141,MD,4103569996,Old List
93550,SUSHI YANAGI,83 PARKHURST RD STE 1,CHELMSFORD,01824-1500,MA,9784555598,Old List
93552,SUSHI YASHIN,381 5TH AVE,BROOKLYN,11215-3304,NY,7187886789,Old List
93554,SUSHI YATTA,1100 N 3RD ST,HARRISBURG,17102-2056,PA,7179805160,Old List
93556,SUSHI YOKO,7124 PEACHTREE INDUSTRIAL BLVD,PEACHTREE CORNERS,30071-1002,GA,7709039348,Old List
93558,SUSHI YOU,246 E 51ST ST FRNT 1,NEW YORK,10022-6513,NY,2127522987,Old List
93560,SUSHI YU,2615 GEORGE BUSBEE PKWY NW STE 1,KENNESAW,30144-4981,GA,7702188181,Old List
93562,SUSHI YUMMY,801 N FEDERAL HWY STE 201,HALLANDALE BEACH,33009-2444,FL,9549060002,Old List
93564,SUSHI Z THAI RESTAURANT,2601 S STEMMONS FWY STE 450,LEWISVILLE,75067-4140,TX,2144881500,Old List
93566,SUSHI ZEN,101 PLAZA CTR,SECAUCUS,07094-3508,NJ,2013300191,Old List
93568,SUSHI ZEN,2400 N MESA ST STE G,EL PASO,79902-3345,TX,9155420999,Old List
93570,SUSHI ZONE,4545 SPRING MOUNTAIN RD STE 101,LAS VEGAS,89102-8752,NV,7025277717,Old List
93572,SUSHI ZUSHI,1611 W 5TH ST STE 105,AUSTIN,78703-4889,TX,5124747000,Old List
93574,SUSHI ZUSHI - DALLAS,3636 MCKINNEY AVE STE 150,DALLAS,75204-1490,TX,2145227253,Old List
93576,SUSHI-BAR,16101 VENTURA BLVD STE 242,ENCINO,91436-2513,CA,8186466506,Old List
93578,SUSHI-KO EXPRESS,100 SE 1ST AVE,FORT LAUDERDALE,33301,FL,9544670606,Old List
93580,SUSHI-TEN,4500 E SPEEDWAY BLVD STE 1,TUCSON,85712-5305,AZ,5203240010,Old List
93582,SUSHIATO - PARKLAND,7961 N UNIVERSITY DR,PARKLAND,33067-2601,FL,7545298560,Old List
93584,SUSHIBOI,1231 N WASHINGTON AVE,DURANT,74701-2119,OK,5809243181,Old List
93586,SUSHICATERING,11025 HAWTHORNE BLVD,INGLEWOOD,90304-2315,CA,4244197403,Old List
93588,SUSHIGO,190 FRANKLIN TPKE,MAHWAH,07430-3866,NJ,2012528895,Old List
93590,SUSHIKO,4546 EL CAMINO REAL STE A4,LOS ALTOS,94022-1041,CA,6505599218,Old List
93592,SUSHILICIOUS & THAI,315 US-90,WAVELAND,39576,MS,2283443524,Old List
93594,SUSHIMING JAPANESE KITCHEN,5430 MCGINNIS FERRY RD STE 103,ALPHARETTA,30005-3923,GA,7707510522,Old List
93596,SUSHIMOTO,"12889 US-98, STE 103 B",MIRAMAR BEACH,32550,FL,8504245977,Old List
93598,SUSHINALOA,10350 LONG BEACH BLVD,LYNWOOD,90262-1602,CA,3232491254,Old List
93600,SUSHINATI,7466 BEECHMONT AVE UNIT 401,CINCINNATI,45255-4109,OH,5132310555,Old List
93602,SUSHINOLA,24817 PACIFIC HWY S STE 206,KENT,98032-1612,WA,2064292938,Old List
93604,SUSHIRRITO,7151 WARNER AVE STE 105,HUNTINGTON BEACH,92647-8411,CA,8553842868,Old List
93606,SUSHIRRITO,500 1ST ST STE 13A,DAVIS,95616-4654,CA,8553842868,Old List
93608,SUSHISHIMA - CASTLE HILLS,2211 NW MILITARY HWY STE 132,CASTLE HILLS,78213-1850,TX,2108880363,Old List
93610,SUSHISTOP PASADENA,58 E COLORADO BLVD,PASADENA,91105-1902,CA,6264051518,Old List
93612,SUSHIVA,615 9TH AVE,NEW YORK,10036-3712,NY,2122658688,Old List
93614,SUSHIWAY,455 S A ST,OXNARD,93030-5903,CA,8052470998,Old List
93616,SUSHIYA JAPANESE RESTAURANT,2319 BENT CREEK RD STE 300,AUBURN,36830-6497,AL,3342096188,Old List
93618,SUTADONYA,"100 E ALGONQUIN RD, MITSUWA MARKETPLACE",ARLINGTON HEIGHTS,60005-4618,IL,8476400567,Old List
93620,SUVANS KITCHEN,129 W CENTRAL AVE STE E,LOMPOC,93436-2833,CA,8057379802,Old List
93622,SUVI THAI & SUSHI RESTAURANT,5683 NW 36TH ST,MIAMI SPRINGS,33166-5854,FL,3058872212,Old List
93624,SUYU PEI,3200 16TH AVE SW STE D,CEDAR RAPIDS,52404-1469,IA,3193632626,Old List
93626,SVH BISTRO,111 W WASHINGTON ST,DEMOPOLIS,36732-2043,AL,3346547069,Old List
93628,SWAMP CITY,300 W LITTLE YORK RD,HOUSTON,77076-1303,TX,8323019488,Old List
93630,SWAMP DONKEYS CRAWFISH AND SEAFOOD,1965 NORTHPARK DR,KINGWOOD,77339-1605,TX,3463183708,Old List
93632,SWAMPWATER JACK'S,937 PHILLIPS LN,LOUISVILLE,40209-1331,KY,5028138200,Old List
93634,Sweet Chilli,312 PARK RD STE 7,WEST HARTFORD,06119-2039,CT,8602337780,Old List
93636,Sweet Mango,1040 WILLOW ST,SAN JOSE,95125-2345,CA,NA,Old List
93638,SWEET MEADOW CAFE,105 E FISHER ST,SALISBURY,28144-4905,NC,7046378715,Old List
93640,SWEET STIR,2420 HIGHWAY 412 E,SILOAM SPRINGS,72761-8613,AR,4792333268,Old List
93642,SWEETFIN,735 W 7TH ST,LOS ANGELES,90017-3703,CA,2135998050,Old List
93644,SWEETFIN,3112 W SUNSET BLVD,LOS ANGELES,90026-2132,CA,3233006210,Old List
93646,SWEETFIN,1146 ABBOT KINNEY BLVD,VENICE,90291-3314,CA,3103558590,Old List
93648,SWEETFIN,6256 TOPANGA CANYON BLVD STE 1310,WOODLAND HILLS,91367-2285,CA,8188888970,Old List
93650,SWEETFIN,"4301 LA JOLLA VILLAGE DR, STE 2035, WESTFIELD UTC MALL",SAN DIEGO,92122-1367,CA,8582514840,Old List
93652,SWEETFIN,259 E 17TH ST,COSTA MESA,92627-3831,CA,9495706400,Old List
93654,SWEETHONEY DESSERT,6825 STOCKTON BLVD STE 240,SACRAMENTO,95823-2477,CA,9167061979,Old List
93656,SWISH SWISH,14603 NE 20TH ST STE 4,BELLEVUE,98007-3743,WA,4256443545,Old List
93658,SY'S KITCHEN,350 S COVINGTON ST,HILLSBORO,76645-3253,TX,2545820288,Old List
93660,SZECHUAN CAFE,2999 PAYNE AVE STE 145,CLEVELAND,44114-4293,OH,2165151111,Old List
93662,SZECHUAN CHINESE RESTAURANT,374 TOWN SQ # B,COPPERAS COVE,76522-2800,TX,2545471555,Old List
93664,SZECHUAN DELIGHT,1421 ORLEANS RD STE 6,HARWICH,02645-2150,MA,5084300022,Old List
93666,SZECHUAN EMPIRE NORTH,39540 W 14 MILE RD,COMMERCE TWP,48390-3908,MI,2489607666,Old List
93668,SZECHUAN GARDEN,106 MAIN ST UNIT B,MEDWAY,02053-1833,MA,5085338888,Old List
93670,SZECHUAN GOURMET,1735 E 36TH ST,CLEVELAND,44114-4521,OH,2168819688,Old List
93672,SZECHUAN KING,1916 WELSH RD STE 16,PHILADELPHIA,19115-4682,PA,2156711967,Old List
93674,SZECHUAN TASTE II,500 HARRISON AVE,LEADVILLE,80461-3558,CO,7194860484,Old List
93676,Szechuwan Garden,484 E LOS ANGELES AVE STE 124,MOORPARK,93021-1969,CA,NA,Old List
93678,SZECHWAN CHINESE RESTAURANT,2821 W 41ST ST,SIOUX FALLS,57105-4255,SD,6053369488,Old List
93680,SZECHWAN EXPRESS,126 COLLEGE AVE,NEW BRUNSWICK,08901-1166,NJ,7322498818,Old List
93682,T & T SEAFOOD,7013 N SHEPHERD DR,HOUSTON,77091-2527,TX,7136954155,Old List
93684,T EQUALS FISH,1101 S VERMONT AVE STE 101-102,LOS ANGELES,90006-2782,CA,2133803385,Old List
93686,T JIN CHINA DINER,2305 BOONVILLE RD STE 650,BRYAN,77808-2273,TX,9797769999,Old List
93688,T S MA,199 BELLEVUE AVE,MONTCLAIR,07043-1820,NJ,9735098878,Old List
93690,T-BONE RESTAURANT,1695 S STATE ST,SPRINGVILLE,84663-9417,UT,8014897920,Old List
93692,T-KUMI RAMEN & RICE BOWL,1260 LAKE BLVD STE 267,DAVIS,95616-2614,CA,5307465971,Old List
93694,T-SWIRL CREPE,1714 MURRAY AVE,PITTSBURGH,15217-1604,PA,4125867663,Old List
93696,T+Ź CAF+Ź,2000 MURRAY AVE,PITTSBURGH,15217-2104,PA,4124228888,Old List
93698,T4,526 NW 23RD AVE,PORTLAND,97210-3207,OR,9712551327,Old List
