Snowball Map,State Group,datediff_queue_entered_date,datediff_rejected_date,datediff_created_date,Queue Enter Date,Rejected Time,Dead Date,Create Date,Last Name,Company / Account,Street,Zip/Postal Code,State/Province (text only),Mobile - Primary,Business Phone,Lead Owner,Assigned SDR,Lead Status,Rejected Reason,Created By,Unqualified Reason,Lead Stage
69360,Group B,129,,429,2024-01-29,,1/29/2024,2023-04-04T04:00:00Z,Unknown,Edojin Sushi,"12344 Barker  Rd, Ste 210",77429,TX,,(281) 256-8985,Marketing Nurture Queue,,SDR Complete,,Sharon Du,,Dead
69361,Group B,129,,429,2024-01-29,,1/29/2024,2023-04-04T04:00:00Z,Unknown,Rock n Roll Sushi - Cypress,"12361 Barker  Rd, Ste 900",77429,TX,,(346) 379-8317,Marketing Nurture Queue,,SDR Complete,,Sharon Du,,Dead
69362,Group B,129,,429,2024-01-29,,1/29/2024,2023-04-04T04:00:00Z,Unknown,Design Sushi,793 W Montrose St,34711,FL,,(407) 720-0972,Marketing Nurture Queue,,SDR Complete,,Sharon Du,,Dead
69363,Group B,128,,584,2024-01-30,,1/30/2024,2022-10-31T04:00:00Z,SUNRISE,SUNRISE,9607 101ST AVE,11416,NY,,(718) 835-1302,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
69364,Group B,128,,584,2024-01-30,,1/30/2024,2022-10-31T04:00:00Z,TASTY HOUSE,TASTY HOUSE,1070 NY-112,11776,NY,,(631) 642-3769,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
69365,Group B,128,,434,2024-01-30,,1/30/2024,2023-03-30T04:00:00Z,Unknown,LA Crawfish,"10919 Culebra Rd, Ste 150",78253,TX,,(210) 688-9123,Marketing Nurture Queue,,SDR Complete,,Sharon Du,,Dead
69366,Group B,128,,429,2024-01-30,,1/30/2024,2023-04-04T04:00:00Z,Unknown,Sushi N U,"780 W Elliot Rd, Ste 104",85283,AZ,,(480) 838-1767,Marketing Nurture Queue,,SDR Complete,,Sharon Du,,Dead
69367,Group B,128,,429,2024-01-30,,1/30/2024,2023-04-04T04:00:00Z,Unknown,Red Corner Asian Bistro,780 Lakewood Rd,6704,CT,,(203) 753-8889,Marketing Nurture Queue,,SDR Complete,,Sharon Du,,Dead
69368,Group B,128,,429,2024-01-30,,1/30/2024,2023-04-04T04:00:00Z,Unknown,Kabuki Fusion Sushi & Grill,"10901 Parkside Dr, Ste 105",37934,TN,,(865) 288-4111,Marketing Nurture Queue,,SDR Complete,,Sharon Du,,Dead
69369,Group B,128,,454,2024-01-30,,1/30/2024,2023-03-10T05:00:00Z,Unknown,Dizzy Deans Sports Bar,1101 W Garfield Ave,61607,IL,,(309) 697-0554,Marketing Nurture Queue,,SDR Complete,,Sharon Du,,Dead
69370,Group B,128,,429,2024-01-30,,1/30/2024,2023-04-04T04:00:00Z,Unknown,Bentoz Teriyaki,9107 SW Barbur Blvd,97219,OR,,(503) 245-7152,Marketing Nurture Queue,,SDR Complete,,Sharon Du,,Dead
69371,Group B,128,,429,2024-01-30,,1/30/2024,2023-04-04T04:00:00Z,Unknown,AFURI IZAKAYA - Beaverton,12555 SW 1st St,97005,OR,,(503) 336-0027,Marketing Nurture Queue,,SDR Complete,,Sharon Du,,Dead
69372,Group B,128,,429,2024-01-30,,1/30/2024,2023-04-04T04:00:00Z,Unknown,Sushi Mazi,2126 SE Division St,97202,OR,,(503) 432-8651,Marketing Nurture Queue,,SDR Complete,,Sharon Du,,Dead
69373,Group B,128,,584,2024-01-30,,1/30/2024,2022-10-31T04:00:00Z,Prosperity Noodle,Prosperity Noodle,947 4th Ave,11232,NY,,(718) 832-3888,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
69374,Group B,128,,429,2024-01-30,,1/30/2024,2023-04-04T04:00:00Z,Unknown,Mio Sushi,1255 NW 185th Ave,97006,OR,,(503) 617-9432,Marketing Nurture Queue,,SDR Complete,,Sharon Du,,Dead
69375,Group B,128,,442,2024-01-30,,1/30/2024,2023-03-22T04:00:00Z,Unknown,Crazy Noodles,36 Main St,1002,MA,,(413) 253-3287,Marketing Nurture Queue,,SDR Complete,,Sharon Du,,Dead
69376,Group B,128,,429,2024-01-30,,1/30/2024,2023-04-04T04:00:00Z,Unknown,Oishi Sushi,"950 Blanding Blvd, Ste 8",32065,FL,,(904) 579-4066,Marketing Nurture Queue,,SDR Complete,,Sharon Du,,Dead
69377,Group B,128,,442,2024-01-30,,1/30/2024,2023-03-22T04:00:00Z,Unknown,Cajun Cafe Bar & Grille,50 St,1040,MA,,(413) 532-7412,Marketing Nurture Queue,,SDR Complete,,Sharon Du,,Dead
69378,Group B,128,,584,2024-01-30,,1/30/2024,2022-10-31T04:00:00Z,Tomo Japanese Cuisine Inc,Tomo Japanese Cuisine Inc,8612 37th Ave,11372,NY,,(718) 205-6222,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
69379,Group B,128,,429,2024-01-30,,1/30/2024,2023-04-04T04:00:00Z,Unknown,Corral Tap Room & Food Carts,791 NW 3rd St,97754,OR,,(503) 758-9679,Marketing Nurture Queue,,SDR Complete,,Sharon Du,,Dead
69380,Group B,128,,584,2024-01-30,,1/30/2024,2022-10-31T04:00:00Z,Lian Fu Ying Chinese Food,Lian Fu Ying Chinese Food,9709 Queens Blvd,11374,NY,,(718) 897-5038,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
69381,Group B,128,,429,2024-01-30,,1/30/2024,2023-04-04T04:00:00Z,Unknown,Thai Chef,"1256 FM78, Ste 114",78154,TX,,(210) 314-5023,Marketing Nurture Queue,,SDR Complete,,Sharon Du,,Dead
69382,Group B,128,,442,2024-01-30,,1/30/2024,2023-03-22T04:00:00Z,Unknown,BoriChino,497 Belmont Ave,1108,MA,,(413) 209-8280,Marketing Nurture Queue,,SDR Complete,,Sharon Du,,Dead
69383,Group B,128,,584,2024-01-30,,1/30/2024,2022-10-31T04:00:00Z,Tong Fu Chinese Buffet,Tong Fu Chinese Buffet,1108 Old Country Rd,11901,NY,,(631) 727-4442,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
69384,Group B,128,,442,2024-01-30,,1/30/2024,2023-03-22T04:00:00Z,Unknown,Kirin Asian BBQ and Hot Pot,1380 Boston Rd,1119,MA,,(917) 292-0012,Marketing Nurture Queue,,SDR Complete,,Sharon Du,,Dead
69385,Group B,128,,584,2024-01-30,,1/30/2024,2022-10-31T04:00:00Z,SUSHI BURRITO 5,SUSHI BURRITO 5,1233 SAGE DR STE A,84720,UT,,(435) 586-0909,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
69386,Group B,128,,429,2024-01-30,,1/30/2024,2023-04-04T04:00:00Z,Unknown,Sushi House,7905 E Trent Ave,99212,WA,,(509) 309-2128,Marketing Nurture Queue,,SDR Complete,,Sharon Du,,Dead
69387,Group B,128,,442,2024-01-30,,1/30/2024,2023-03-22T04:00:00Z,Unknown,Clay Pot Cafe,74 Kneeland St,2111,MA,,(617) 357-5262,Marketing Nurture Queue,,SDR Complete,,Sharon Du,,Dead
69388,Group B,128,,429,2024-01-30,,1/30/2024,2023-04-04T04:00:00Z,Unknown,Oni Ramen,"1250 State St, Unit 900",75082,TX,,(214) 613-6590,Marketing Nurture Queue,,SDR Complete,,Sharon Du,,Dead
69389,Group B,128,,442,2024-01-30,,1/30/2024,2023-03-22T04:00:00Z,Unknown,Royal East Restaurant,782 Main St,2139,MA,,(617) 661-1660,Marketing Nurture Queue,,SDR Complete,,Sharon Du,,Dead
69390,Group B,128,,584,2024-01-30,,1/30/2024,2022-10-31T04:00:00Z,RUBY ASIAN BISTRO INC,RUBY ASIAN BISTRO INC,875 MADISON AVE STE 1,12208,NY,,(518) 438-0289,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
69391,Group B,128,,442,2024-01-30,,1/30/2024,2023-03-22T04:00:00Z,Unknown,Cafe Dim Sum,95 St Paul St,5401,VT,,(802) 540-9140,Marketing Nurture Queue,,SDR Complete,,Sharon Du,,Dead
69392,Group B,128,,429,2024-01-30,,1/30/2024,2023-04-04T04:00:00Z,Unknown,Joel's Asian Grill,110A Marketplace Ave,28117,NC,,(704) 660-1617,Marketing Nurture Queue,,SDR Complete,,Sharon Du,,Dead
69393,Group B,128,,429,2024-01-30,,1/30/2024,2023-04-04T04:00:00Z,Unknown,KUMO Japanese Restaurant,777 White Plains Rd,10583,NY,,(914) 713-8899,Marketing Nurture Queue,,SDR Complete,,Sharon Du,,Dead
69394,Group B,128,,429,2024-01-30,,1/30/2024,2023-04-04T04:00:00Z,Unknown,JunÃ¢â¬â¢s Ramen & Sushi,"7933 N Mesa St, Ste R",79932,TX,,(915) 500-5856,Marketing Nurture Queue,,SDR Complete,,Sharon Du,,Dead
69395,Group B,128,,429,2024-01-30,,1/30/2024,2023-04-04T04:00:00Z,Unknown,Wu's House Palos Park,12300 S La Grange Rd,60464,IL,,(708) 480-4488,Marketing Nurture Queue,,SDR Complete,,Sharon Du,,Dead
69396,Group B,128,,584,2024-01-30,,1/30/2024,2022-10-31T04:00:00Z,MASHITA TERIYAKI,MASHITA TERIYAKI,960 N PACIFIC HWY,97071,OR,,(503) 982-8199,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
69397,Group B,128,,429,2024-01-30,,1/30/2024,2023-04-04T04:00:00Z,Unknown,Apple teriyaki,9486 Long Point Rd,77055,TX,,(713) 461-1857,Marketing Nurture Queue,,SDR Complete,,Sharon Du,,Dead
69398,Group B,128,,429,2024-01-30,,1/30/2024,2023-04-04T04:00:00Z,Unknown,Uncle Buda,12406 Old San Antonio Rd,78652,TX,,(512) 361-1138,Marketing Nurture Queue,,SDR Complete,,Sharon Du,,Dead
69399,Group B,128,,442,2024-01-30,,1/30/2024,2023-03-22T04:00:00Z,Unknown,Wok & Grill,739 Rd,11003,NY,,(516) 285-1100,Marketing Nurture Queue,,SDR Complete,,Sharon Du,,Dead
69400,Group B,128,,429,2024-01-30,,1/30/2024,2023-04-04T04:00:00Z,Unknown,Ninja Japanese Sushi & Grill,"1241 Point Mallard Pkwy, Ste 115",35603,AL,,(256) 686-4518,Marketing Nurture Queue,,SDR Complete,,Sharon Du,,Dead
69401,Group B,128,,429,2024-01-30,,1/30/2024,2023-04-04T04:00:00Z,Unknown,Yummi Tacos & More,"12518 Research Blvd, Ste M",78759,TX,,(512) 506-8780,Marketing Nurture Queue,,SDR Complete,,Sharon Du,,Dead
69402,Group B,128,,442,2024-01-30,,1/30/2024,2023-03-22T04:00:00Z,Unknown,Park Place Restaurant,7409 Avenue U Brooklyn,11234,NY,,(718) 241-4317,Marketing Nurture Queue,,SDR Complete,,Sharon Du,,Dead
69403,Group B,128,,442,2024-01-30,,1/30/2024,2023-03-22T04:00:00Z,Unknown,Beijing Restaurant,12536 Mattawoman Dr,20601,MD,,(301) 932-8777,Marketing Nurture Queue,,SDR Complete,,Sharon Du,,Dead
69404,Group B,128,,442,2024-01-30,,1/30/2024,2023-03-22T04:00:00Z,Unknown,China Taste,8750 Belair Rd,21236,MD,,(410) 529-9300,Marketing Nurture Queue,,SDR Complete,,Sharon Du,,Dead
69405,Group B,128,,584,2024-01-30,,1/30/2024,2022-10-31T04:00:00Z,JDK FIREWOK INC,JDK FIREWOK INC,11075 W INTERSTATE 10,78230,TX,,(210) 691-0880,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
69406,Group B,128,,442,2024-01-30,,1/30/2024,2023-03-22T04:00:00Z,Unknown,Chopstix - Eden,"824 S Van Buren Rd, Ste H",27288,NC,,(336) 612-2843,Marketing Nurture Queue,,SDR Complete,,Sharon Du,,Dead
69407,Group B,128,,584,2024-01-30,,1/30/2024,2022-10-31T04:00:00Z,FIRST CHINESE BBQ,FIRST CHINESE BBQ,111 S GREENVILLE AVE,75081,TX,,(972) 680-8216,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
69408,Group B,128,,429,2024-01-30,,1/30/2024,2023-04-04T04:00:00Z,Unknown,Mandarin Grill & Sushi Bar,"1250 NW 128th St, Ste 100",50325,IA,,(515) 327-5988,Marketing Nurture Queue,,SDR Complete,,Sharon Du,,Dead
69409,Group B,128,,429,2024-01-30,,1/30/2024,2023-04-04T04:00:00Z,Unknown,Spicy Shallot,7701 Woodside Ave,11373,NY,,(718) 672-5266,Marketing Nurture Queue,,SDR Complete,,Sharon Du,,Dead
69410,Group B,128,,429,2024-01-30,,1/30/2024,2023-04-04T04:00:00Z,Unknown,Lebanon Teriyaki,1250 E Grant St,97355,OR,,(541) 258-8030,Marketing Nurture Queue,,SDR Complete,,Sharon Du,,Dead
69411,Group B,128,,442,2024-01-30,,1/30/2024,2023-03-22T04:00:00Z,Unknown,Asahi Japanese and Chinese Restaurants,124 N New River Dr,28445,NC,,(910) 328-1121,Marketing Nurture Queue,,SDR Complete,,Sharon Du,,Dead
69412,Group B,128,,584,2024-01-30,,1/30/2024,2022-10-31T04:00:00Z,CHINA WOK,CHINA WOK,12312 BARKER CYPRESS RD,77429,TX,,(281) 256-1100,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
69413,Group B,128,,429,2024-01-30,,1/30/2024,2023-04-04T04:00:00Z,Unknown,Sushi Rock,11293 S Dixie Hwy,33156,FL,,(305) 259-0022,Marketing Nurture Queue,,SDR Complete,,Sharon Du,,Dead
69414,Group B,128,,429,2024-01-30,,1/30/2024,2023-04-04T04:00:00Z,Unknown,Shiki Hibachi Sushi - Hermiston,1240 N 1st St,97838,OR,,(541) 303-1558,Marketing Nurture Queue,,SDR Complete,,Sharon Du,,Dead
69415,Group B,128,,442,2024-01-30,,1/30/2024,2023-03-22T04:00:00Z,Unknown,Aaru's,1108 S Magnolia Dr,32301,FL,,(850) 350-0129,Marketing Nurture Queue,,SDR Complete,,Sharon Du,,Dead
69416,Group B,128,,584,2024-01-30,,1/30/2024,2022-10-31T04:00:00Z,SHANG HAI CHINESE RESTAURANT,SHANG HAI CHINESE RESTAURANT,123 E 3RD ST,52776,IA,,(319) 627-4160,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
69417,Group B,128,,429,2024-01-30,,1/30/2024,2023-04-04T04:00:00Z,Unknown,Sushi Sake Killian,10834 SW 104th St,33176,FL,,(305) 270-1119,Marketing Nurture Queue,,SDR Complete,,Sharon Du,,Dead
69418,Group B,128,,442,2024-01-30,,1/30/2024,2023-03-22T04:00:00Z,Unknown,PaÃ¢â¬â¢ Los Chinos Restaurant Orlando,7685 E Colonial Dr Orlando,32807,FL,,(407) 704-1011,Marketing Nurture Queue,,SDR Complete,,Sharon Du,,Dead
69419,Group B,128,,429,2024-01-30,,1/30/2024,2023-04-04T04:00:00Z,Unknown,Iron Sushi,9432 NE 2nd Ave,33138,FL,,(305) 754-0311,Marketing Nurture Queue,,SDR Complete,,Sharon Du,,Dead
69420,Group B,128,,442,2024-01-30,,1/30/2024,2023-03-22T04:00:00Z,Unknown,Red Wok,737 22nd St,32960,FL,,(772) 226-5618,Marketing Nurture Queue,,SDR Complete,,Sharon Du,,Dead
69421,Group B,128,,584,2024-01-30,,1/30/2024,2022-10-31T04:00:00Z,HUNAN INN,HUNAN INN,9443 KATY FWY,77024,TX,,(713) 722-9027,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
69422,Group B,128,,442,2024-01-30,,1/30/2024,2023-03-22T04:00:00Z,Unknown,Perry's B B Q,12310 University Mall Ct,33612,FL,,(813) 631-8977,Marketing Nurture Queue,,SDR Complete,,Sharon Du,,Dead
69423,Group B,128,,584,2024-01-30,,1/30/2024,2022-10-31T04:00:00Z,LUCKY VILLAGE BUFFET,LUCKY VILLAGE BUFFET,10755 WESTHEIMER RD,77042,TX,,(713) 789-0845,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
69424,Group B,128,,442,2024-01-30,,1/30/2024,2023-03-22T04:00:00Z,Unknown,China Express,"1250 Seminole Blvd, Ste 5 Largo",33770,FL,,(727) 585-8323,Marketing Nurture Queue,,SDR Complete,,Sharon Du,,Dead
69425,Group B,128,,584,2024-01-30,,1/30/2024,2022-10-31T04:00:00Z,ROYAL CHOPSTICK,ROYAL CHOPSTICK,9625 WEBB CHAPEL RD #400,75220,TX,,(214) 352-2300,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
69426,Group B,128,,442,2024-01-30,,1/30/2024,2023-03-22T04:00:00Z,Unknown,Tokyo & Mandarin,7212 Maynardville Pike,37918,TN,,(865) 922-8888,Marketing Nurture Queue,,SDR Complete,,Sharon Du,,Dead
69427,Group B,128,,584,2024-01-30,,1/30/2024,2022-10-31T04:00:00Z,Mr. Orange Chicken,Mr. Orange Chicken,12853 S Ashland Ave,60827,IL,,(708) 293-1988,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
69428,Group B,128,,429,2024-01-30,,1/30/2024,2023-04-04T04:00:00Z,Unknown,Osaka Sushi Steakhouse & bar,"1903 Park Ave Ste 48, Muscatine",52761,IA,,(563) 263-8286,Marketing Nurture Queue,,SDR Complete,,Sharon Du,,Dead
69429,Group B,128,,584,2024-01-30,,1/30/2024,2022-10-31T04:00:00Z,New Kong Ming Chinese Restaurant,New Kong Ming Chinese Restaurant,788 S Rand Rd,60047,IL,,(847) 726-3788,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
69430,Group B,128,,442,2024-01-30,,1/30/2024,2023-03-22T04:00:00Z,Unknown,Lucky 99,"7410 Preston Rd 125, Ste 125",75034,TX,,(469) 362-5399,Marketing Nurture Queue,,SDR Complete,,Sharon Du,,Dead
69431,Group B,128,,584,2024-01-30,,1/30/2024,2022-10-31T04:00:00Z,Number 1 Chop Suey,Number 1 Chop Suey,4307 W Irving Park Rd,60641,IL,,(773) 725-1199,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
69432,Group B,128,,442,2024-01-30,,1/30/2024,2023-03-22T04:00:00Z,Unknown,TigerÃ¢â¬â¢s Chinese Cuisine,12331 Jones Rd,77070,TX,,(281) 970-6888,Marketing Nurture Queue,,SDR Complete,,Sharon Du,,Dead
69433,Group B,128,,584,2024-01-30,,1/30/2024,2022-10-31T04:00:00Z,Number 1 Chop Suey,Number 1 Chop Suey,2308 W State St,60633,IL,,(708) 868-9668,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
69434,Group B,128,,429,2024-01-30,,1/30/2024,2023-04-04T04:00:00Z,Unknown,Gorilla Sushi Wicker Park,1238 N Milwaukee Ave,60622,IL,,(773) 687-9933,Marketing Nurture Queue,,SDR Complete,,Sharon Du,,Dead
69435,Group B,128,,429,2024-01-30,,1/30/2024,2023-04-04T04:00:00Z,Unknown,Komodo Chinese,7810 N 12th St,85020,AZ,,(602) 943-0255,Marketing Nurture Queue,,SDR Complete,,Sharon Du,,Dead
69436,Group B,128,,429,2024-01-30,,1/30/2024,2023-04-04T04:00:00Z,Unknown,RA Sushi,9101 International Dr ste 1008,32821,FL,,(321) 329-3174,Marketing Nurture Queue,,SDR Complete,,Sharon Du,,Dead
69437,Group B,128,,429,2024-01-30,,1/30/2024,2023-04-04T04:00:00Z,Unknown,Kuyashii Ramen,1237 E Adams St,78520,TX,,(956) 621-1926,Marketing Nurture Queue,,SDR Complete,,Sharon Du,,Dead
69438,Group B,128,,442,2024-01-30,,1/30/2024,2023-03-22T04:00:00Z,Unknown,DipDipDip Tatsu-Ya,"7301 Burnet Rd, Ste 101",78757,TX,,(737) 701-6767,Marketing Nurture Queue,,SDR Complete,,Sharon Du,,Dead
69439,Group B,128,,429,2024-01-30,,1/30/2024,2023-04-04T04:00:00Z,Unknown,Sake Japanese Restaurant,910 Washington St,2184,MA,,(781) 849-1900,Marketing Nurture Queue,,SDR Complete,,Sharon Du,,Dead
69440,Group B,128,,429,2024-01-30,,1/30/2024,2023-04-04T04:00:00Z,Unknown,Royal Crab,907 White Plains Rd,10473,NY,,(347) 269-8278,Marketing Nurture Queue,,SDR Complete,,Sharon Du,,Dead
69441,Group B,128,,429,2024-01-30,,1/30/2024,2023-04-04T04:00:00Z,Unknown,Benihana,7775 Banner Dr,75251,TX,,(972) 387-4404,Marketing Nurture Queue,,SDR Complete,,Sharon Du,,Dead
69442,Group B,128,,584,2024-01-30,,1/30/2024,2022-10-31T04:00:00Z,CHINA WOK RESTAURANT,CHINA WOK RESTAURANT,10835 OLD HALLS FERRY RD C,63136,MO,,(314) 869-7993,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
69443,Group B,128,,429,2024-01-30,,1/30/2024,2023-04-04T04:00:00Z,Unknown,Nagoya Hibachi & Sushi Burrito,9105 Redwood Rd,84088,UT,,(801) 565-0909,Marketing Nurture Queue,,SDR Complete,,Sharon Du,,Dead
69444,Group B,128,,429,2024-01-30,,1/30/2024,2023-04-04T04:00:00Z,Unknown,Edoko Sushi & Robata,"1250 State St, Ste 600",75082,TX,,(972) 479-9656,Marketing Nurture Queue,,SDR Complete,,Sharon Du,,Dead
69445,Group B,128,,584,2024-01-30,,1/30/2024,2022-10-31T04:00:00Z,Peking Chinese Food,Peking Chinese Food,250 E Geneva Rd,60187,IL,,(630) 260-8870,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
69446,Group B,128,,429,2024-01-30,,1/30/2024,2023-04-04T04:00:00Z,Unknown,Oishii Sushi,902 N State St,84057,UT,,(801) 691-0425,Marketing Nurture Queue,,SDR Complete,,Sharon Du,,Dead
69447,Group B,128,,429,2024-01-30,,1/30/2024,2023-04-04T04:00:00Z,Unknown,CharÃ¢â¬â¢d Southeast Asian Kitchen,"1251 State St, Ste 800",75082,TX,,(972) 803-6455,Marketing Nurture Queue,,SDR Complete,,Sharon Du,,Dead
69448,Group B,128,,584,2024-01-30,,1/30/2024,2022-10-31T04:00:00Z,Eggroll Cafe,Eggroll Cafe,110 University Ave,1854,MA,,(978) 970-3411,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
69449,Group B,128,,584,2024-01-30,,1/30/2024,2022-10-31T04:00:00Z,See Thru Chinese Kitchen,See Thru Chinese Kitchen,1651 Roosevelt Rd,60608,IL,,(312) 733-3888,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
69450,Group B,128,,429,2024-01-30,,1/30/2024,2023-04-04T04:00:00Z,Unknown,Yamato Hibachi and Sushi,"9104 N Navarro, Ste 400",77904,TX,,(361) 703-5185,Marketing Nurture Queue,,SDR Complete,,Sharon Du,,Dead
69451,Group B,128,,429,2024-01-30,,1/30/2024,2023-04-04T04:00:00Z,Unknown,Ohana,1101 US 287 Byp,75165,TX,,(972) 937-8818,Marketing Nurture Queue,,SDR Complete,,Sharon Du,,Dead
69452,Group B,128,,584,2024-01-30,,1/30/2024,2022-10-31T04:00:00Z,BASIL THAI CUISINE BALLANTYNE,BASIL THAI CUISINE BALLANTYNE,7800 REA RD STE A,28277,NC,,(704) 900-6522,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
69453,Group B,128,,429,2024-01-30,,1/30/2024,2023-04-04T04:00:00Z,Unknown,Mito Sushi & Grill,9430 Narcoossee Rd,32827,FL,,(407) 930-2930,Marketing Nurture Queue,,SDR Complete,,Sharon Du,,Dead
69454,Group B,128,,584,2024-01-30,,1/30/2024,2022-10-31T04:00:00Z,PANDA GARDEN,PANDA GARDEN,95 MAIN ST,1238,MA,,(413) 243-9188,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
69455,Group B,128,,584,2024-01-30,,1/30/2024,2022-10-31T04:00:00Z,Sushi House,Sushi House,1107 Lake St,60301,IL,,(708) 660-8899,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
69456,Group B,128,,429,2024-01-30,,1/30/2024,2023-04-04T04:00:00Z,Unknown,Kobe Japanese Steak & Seafood,8165 Honeygo Blvd,21236,MD,,(410) 931-8900,Marketing Nurture Queue,,SDR Complete,,Sharon Du,,Dead
69457,Group B,128,,429,2024-01-30,,1/30/2024,2023-04-04T04:00:00Z,Unknown,Crudo,78 Salem St,2113,MA,,(617) 367-6500,Marketing Nurture Queue,,SDR Complete,,Sharon Du,,Dead
69458,Group B,128,,584,2024-01-30,,1/30/2024,2022-10-31T04:00:00Z,HAPPY CHINA RESTAURANT,HAPPY CHINA RESTAURANT,123 POINTE S DR,27317,NC,,(336) 498-2828,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
69459,Group B,128,,584,2024-01-30,,1/30/2024,2022-10-31T04:00:00Z,Katy's Dumpling House,Katy's Dumpling House,1113 Lake St,60301,IL,,(708) 383-9888,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
69460,Group B,128,,584,2024-01-30,,1/30/2024,2022-10-31T04:00:00Z,MAI TAI RESTAURANT,MAI TAI RESTAURANT,109 HENDERSON DR,28540,NC,,(910) 346-5382,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
69461,Group B,128,,584,2024-01-30,,1/30/2024,2022-10-31T04:00:00Z,Sushi Sai,Sushi Sai,123 N Wacker Dr Lbby 125,60606,IL,,(312) 332-8822,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
69462,Group B,128,,584,2024-01-30,,1/30/2024,2022-10-31T04:00:00Z,Asian Grill Buffet,Asian Grill Buffet,10001 Mabelvale Plaza Dr,72209,AR,,(501) 569-9698,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
69463,Group B,128,,584,2024-01-30,,1/30/2024,2022-10-31T04:00:00Z,NO. 1 CHINA,NO. 1 CHINA,1234 OLD U. S. HWY 221 S,28752,NC,,(828) 659-6221,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
69464,Group B,128,,584,2024-01-30,,1/30/2024,2022-10-31T04:00:00Z,Eddie's Cafe,Eddie's Cafe,9823 Rhode Island Ave,20740,MD,,(301) 345-1791,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
69465,Group B,128,,584,2024-01-30,,1/30/2024,2022-10-31T04:00:00Z,Yoshis Grill,Yoshis Grill,9826 Gilead Rd Ste 101,28078,NC,,(704) 947-5233,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
69466,Group B,128,,584,2024-01-30,,1/30/2024,2022-10-31T04:00:00Z,CHINA WEST,CHINA WEST,1609 HARRISON AVE SE,98366,WA,,(360) 871-7317,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
69467,Group B,128,,584,2024-01-30,,1/30/2024,2022-10-31T04:00:00Z,Shun Lee Chinese Carry Out,Shun Lee Chinese Carry Out,3405 Greenmount Ave,21218,MD,,(410) 235-7762,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
69468,Group B,128,,584,2024-01-30,,1/30/2024,2022-10-31T04:00:00Z,ABC Seafood Restaurant,ABC Seafood Restaurant,2705 54th Ave N #3,33714,FL,,(727) 522-1888,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
69469,Group B,128,,584,2024-01-30,,1/30/2024,2022-10-31T04:00:00Z,Ha Long Bay Bistro,Ha Long Bay Bistro,2192 Main St,34698,FL,,(727) 734-3998,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
69470,Group B,128,,584,2024-01-30,,1/30/2024,2022-10-31T04:00:00Z,Thai Basil II,Thai Basil II,1700 W Bay Dr,33770,FL,,(727) 518-7705,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
69471,Group B,128,,584,2024-01-30,,1/30/2024,2022-10-31T04:00:00Z,Qq to Go,Qq to Go,42633 US-27,33837,FL,,(863) 424-8099,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
