,,,,,,,,,,,,,,TOTAL Y,TOTAL N,
EXNAME,ENNAME,ADDRESS1,STATE,FORWARDEDPHONE,CONTACTPHONE2,BUSINESS_PHONE__C,STATUS,Found in List (Y/N),Need Update,State,Updated Address,Business Phone,Mobile Phone,166,3075,3241
Rxxxx,*^SUSHI Q^*(old),9163 Reisterstown Road,MD,0,0,,reject,N,,,, ,,,,
R85802,*^SUSHI Q2^*,10999 Red Run Blvd,MD,4103631878,3472915893,(410) 363-1878,open,N,,,, ,,,,
R85801,*TOP'S CHINA*,6215 G. Chesapeake Circle,VA,8049667166,9177679993,(804) 966-7166,open,N,,,, ,,,,
R9295661872,DELIVERY ENABLEMENT,test,AL,9295661872,9295661872,,open,N,,,, ,,,,
R85799,*DIAMOND HOUSE*,261 Restigouche Rd,NB,5063578811,5062921693,(506) 357-8811,new,N,,,, ,,,,
R85798,^JING GARDEN^,999-26 Montauk Hwy,NY,6312810033,9175365568,(631) 281-0033,open,N,,,, ,,,,
R85797,ORIENTAL HOUSE,44 East Street,CT,8603555882,6462901891,(860) 355-9354,open,N,,,, ,,,,
R85796,CHINA MOON,214 Westport Ave,CT,2038462465,9172165829,(203) 846-2465,open,N,,,, ,,,,
R85795,*CHOPSTICK KING*,5 Bowling Green Pkwy,NJ,9736636878,9172321166,(973) 663-6878,open,N,,,, ,,,,
R85793,*^GREAT CHINA^*,525 E 25th Ave,PA,8149418780,8143123290,(814) 941-8780,open,N,,,, ,,,,
R85792,*CHANG JIANG*,984 W Main St,WI,6088259108,6083356123,(608) 825-9108,open,N,,,, ,,,,
R85791,*^YUKI SUSHI^*,350 Ramapo Valley Rd,NJ,2013378889,9738738207,(201) 337-8889,open,N,,,, ,,,,
R99999982,*CHEF KING*,5628 Old Shell Rd,AL,2223338888,2223339999,,new,N,,,, ,,,,
R85789,NO 1 WOK,3706 3rd Ave.,NY,7186810559,6464410558,(718) 681-0559,open,N,,,, ,,,,
R85788,*CHINA BEIJING*,1114 4th Avenue S.,WI,7157621888,7159658194,(715) 762-1888,open,N,,,, ,,,,
R85787,*^KIKU ASIAN FOOD EXPRESS^*,5031 Montgomery Hwy,AL,3346669427,3472008292,(334) 666-9427,open,N,,,, ,,,,
R99999981,*KANG KANG*,533 Bloomfield Ave.,NJ,9254327999,,,new,N,,,, ,,,,
R85786,NEW CHINA,1320 Main St.  16,CT,8604562788,6464643077,(860) 456-2788,open,Y,,,1320 Main St.  16,(860) 456-2708,,,,
R168150,KL A GoGo - CT USE,3030 Northern Blvd,NY,0,,,new,N,,,, ,,,,
R99999980,*^ASIAN POT HARBOR^*,16537 W 159,AL,5557778899,,,new,N,,,, ,,,,
R85783,*GOLDEN CHINA*,311 W B McLean Dr,NC,2523933888,3477810180,(252) 393-3888,open,N,,,, ,,,,
R85785,*EGG ROLL EXPRESS*,11190 Chicago Dr.,MI,6163926220,8158393173,(616) 392-6220,open,N,,,, ,,,,
R85782,*PANDA*,3509 Boiling Springs Road.,SC,8645999200,9176091096,(864) 599-9200,open,N,,,, ,,,,
R85781,*HONG KONG*,1816 E Main Street,CT,2037568880,3479355251,(203) 756-8880,open,N,,,, ,,,,
R85779,*^TOKYO JAPANESE CUISINE^*,1640 State Road,SC,8435376008,8436857599,(843) 537-6008,new,N,,,, ,,,,
R85778,*GREAT WALL*,4045 North Point Blvd,MD,4104774605,2527026342,(410) 477-4605,open,N,,,, ,,,,
R85777,^SEA PARK SUSHI RESTAURANT^,803 Asbury Ave,NJ,6093990699,6466372137,(609) 399-0699,open,N,,,, ,,,,
R85776,^CHINA WAN WAN ON HORIZON DR^,771 E. Horizon Dr,NV,7025681806,7025215219,(702) 568-1806,open,N,,,, ,,,,
R85775,CHINA GARDEN,5715 N Nebraska Ave,FL,8132386269,3476129278,(813) 238-6269,open,N,,,, ,,,,
R85772,AH LAW KITCHEN,1556 Hempstead Turnpike,NY,5163281886,9176189855,(516) 328-1886,open,N,,,, ,,,,
R85773,*^SEAFOOD KING^*,5895 US Hwy-90,AL,2515868037,6463509623,(251) 586-8037,open,N,,,, ,,,,
R85771,KING CHEF,102 E Main St,IN,7656282057,9085022828,(765) 628-2057,open,N,,,, ,,,,
R85751,*SILVER SPRING MAYFLOWER*,1905 Seminary Road,MD,3015858989,2404607892,(301) 585-8989,new,N,,,, ,,,,
R85768,^OISHI SUSHI^,18330 Spark Drive,MD,2402672222,6464929629,(240) 267-2222,open,N,,,, ,,,,
R85769,^YUMMY HOUSE^,1725 Haggerty Road,MI,2486696795,6463615517,(248) 669-6795,open,N,,,, ,,,,
R85756,*CHINA A GO GO HENDERSON*,75 S Valle Verde Dr,NV,7024075180,7023247907,(702) 407-5180,open,N,,,, ,,,,
X999999,*CHINA KING*,3030 Northern Blvd,NY,1111111111,,,new,N,,,, ,,,,
R85767,CHINA KING,519 Lakehurst Rd,NJ,6098938883,7328225214,(609) 893-8883,open,N,,,, ,,,,
R18542,TEST RESTO ROS JP,3030 Northern Blvd,NY,1111111123,,,test,N,,,, ,,,,
R18543,TEST RESTO ROS 25,3030 Northern Blvd,NY,1111111111,,,new,N,,,, ,,,,
R85763,*^ZEN SUSHI^*,"1220 Long Beach Blvd,",NJ,6093618888,9296552655,(609) 361-8888,new,N,,,, ,,,,
R85766,LIN'S KITCHEN,"111 SW Eagles Pkwy,",MO,8164432770,9178604915,(816) 443-2770,open,N,,,, ,,,,
X65XXX,XXCHINA TANGOXX,2850 Bicentennial Pkwy,NV,7025656002,7023247907,,reject,N,,,, ,,,,
R85762,*COAL MINE DRAGON*,1720 W Uintah St,CO,7195785430,6462882802,(719) 578-5430,open,N,,,, ,,,,
R85761,*GREAT LAKES*,1851 44th Street SW,MI,6162573378,6162648442,(616) 257-3378,new,N,,,, ,,,,
R85759,HAPPY FORTUNE,1808 Marsh Road,DE,3024758288,9173288892,(302) 475-8288,open,N,,,, ,,,,
R85758,CHINA OCEAN,106 S 6th St.,IL,2175018081,9173258231,(217) 501-8081,open,N,,,, ,,,,
R85757,^ASIAN CARRY OUT^,2506 University Blvd. East,MD,3014224248,2402982382,(301) 422-4248,open,N,,,, ,,,,
R88888,Inbound Sales Call,3030 Northern Blvd,NY,9172852220,,,new,N,,,, ,,,,
R85755,^CHEF WOK^,311 South Dr,LA,3183560006,9175350791,318-356-0006,open,N,,,, ,,,,
R85753,*CHINA WOK*,2645 10th Ave SE,SD,6058781006,3478815987,605-878-1006,new,N,,,, ,,,,
R85752,CHINA GARDEN RESTAURANT,1550 McMullen Booth Rd,FL,7276697688,6462430898,(727) 669-7688,open,N,,,, ,,,,
R85739,^LUCKY PANDA^,"710 Brownswitch Rd.,",LA,9853268800,9177435857,985-326-8800,open,N,,,, ,,,,
R85738,SZECHUAN HOT WOK,1725 Pulaski Hwy,DE,3028343616,3478815855,(302) 834-3616,open,N,,,, ,,,,
R85737,GOLDEN CITY,780 S Old Baltimore Pike,DE,3024550553,6463559322,302-455-0553,open,N,,,, ,,,,
R83626Testing,KING WAH CHINESE Testing,30-30 NORTHERN BLVD,NY,7186518080,,,test,N,,,, ,,,,
R85736,^WOKKY'S^,17 Main St.,VT,8024534888,8023779408,(802) 453-4888,open,N,,,, ,,,,
R85736,^WOKKY'S^,17 Main St.,VT,8024534888,8023779408,(802) 453-4888,open,N,,,, ,,,,
R85735,CHINA SUN,1737 Oak Ridge Rd,FL,4078883163,4076688015,(407) 888-3163,open,N,,,, ,,,,
R85733,*HONG KONG EXPRESS*,3232 Dauphin St,AL,2516076481,9173996688,251-607-6481,open,N,,,, ,,,,
R85733(old),*HONG KONG EXPRESS*(old),3232 Dauphin St,AL,0,0,,reject,N,,,, ,,,,
R85732,*LIM FONG'S DELIGHT III*,798 Woodlane Rd,NJ,6092611801,6098455289,(609) 261-1801,open,N,,,, ,,,,
R85731,CHINA ONE,326 S Main St,PA,7244310015,6318711418,724-431-0015,open,N,,,, ,,,,
R85729,*^MEILE CHICKEN^*,1715 Union St,NY,5189820080,5188077834,(518) 982-0080,open,N,,,, ,,,,
R85728,*CHANG JIANG*,631 S Main Street,WI,6088468789,6085666820,(608) 846-8789,open,N,,,, ,,,,
R18218,TEST RESTO ROS 24,3030 Northern Blvd,AB,1111111222,1111111111,,new,N,,,, ,,,,
R18382,Test RESTO ROS 23,3030 Northern Blvd,NY,1111111111,,,test,N,,,, ,,,,
R18270,New Canada State,2475 Appleby Line,QC,1111111111,,,reject,N,,,, ,,,,
R85727,*^WOKCANO^*,8000 Sunset Blvd.,CA,3234509037,6263286200,(323) 450-9037,new,N,,,, ,,,,
R85725,^FOOD KING KITCHEN^,182 Howells Rd,NY,6316652286,9175195786,(631) 665-2286,open,N,,,, ,,,,
R85726,CHINA TOWN,18344 NW 7th Ave,FL,3056515553,7863027021,(305) 651-5553,open,N,,,, ,,,,
R85723,CHINA KING,9590 SW Hwy 200,FL,3528738828,6462861245,(352) 873-8828,open,N,,,, ,,,,
R85722,^L&L ASIAN RESTAURANT^,2729 Moody Parkway,AL,2053520588,9177082229,205-352-0588,open,N,,,, ,,,,
R85721,NEW WORLD AMERICAN KITCHEN,127-03 111th Ave,NY,7188485951,3473458090,(718) 848-5951,open,N,,,, ,,,,
R85719,PANDA GARDEN,5249 Sunset Lake Road,NC,9193878878,9195369633,(919) 387-8878,open,N,,,, ,,,,
R85718,^MIZUYA JAPANESE RESTAURANT^,663 Washington St.,MA,7815515858,6462209953,(781) 551-5858,open,N,,,, ,,,,
R85717,^LUCKY STAR^,271 Port Richmond Ave,NY,7184424888,7185527222,718-442-4888,new,N,,,, ,,,,
R85716,^CUCUMBER^,161 Monticello Ave,NJ,2013322352,6463593118,201-332-2352,open,N,,,, ,,,,
R85715,HONG KONG,827 Male Road,PA,6108639309,9175308204,(610) 863-9309,open,N,,,, ,,,,
R85713,TSING TAO,542 West Baseline Rd,AZ,4807339333,4809303397,(480) 733-9333,open,N,,,, ,,,,
R85712,^DRAGON GARDEN^,548 M.L.K Jr Dr,GA,7703862907,6462387132,(770) 386-2907,closed,N,,,, ,,,,
R85711,^WASABI^,350 Boston Post Rd,CT,2037955856,9175932989,(203) 795-5856,open,N,,,, ,,,,
R85709,*^JADE FLOWER^*,3105 W. Broward Blvd,FL,9547922313,9545832025,(954) 792-2313,new,N,,,, ,,,,
R85708,^CHINA WOK^,571 Broadway,ME,2079913838,7186123702,(201) 991-3838,open,N,,,, ,,,,
R85708,^CHINA WOK^,571 Broadway,ME,2079913838,7186123702,(207) 991-3838,open,N,,,, ,,,,
R85707,*^MANDARIN DELIGHT^*,10613 Montgomery Rd,MD,3019378989,2404496518,(301) 937-8989,new,N,,,, ,,,,
R85706,*LE GONG GOURMET*,2140 C. West St. Paul Ave.,WI,2628966688,9172095693,(262) 896-6688,open,N,,,, ,,,,
R85705,*CHINA PAN*,23250 SW 112th Ave,FL,3052571988,9176038850,(305) 257-1988,open,N,,,, ,,,,
R85703,^NINJA SUSHI STEAK HOUSE^,416 N Main St,KS,6202878089,6264172232,(620) 287-8089,open,N,,,, ,,,,
R85702,*HUNAN RESTAURANT*,913 Fort Hood St,TX,2545267879,6469257808,(254) 526-7879,open,N,,,, ,,,,
R85701,*FIRST WOK*,524 E Main St,MO,5735180888,5737473245,(573) 518-0888,closed,N,,,, ,,,,
R85699,GOLDEN CITY,207 25th St.,VA,7574223388,6464095395,757-422-3388,open,N,,,, ,,,,
R18301,TEST RESTO ROS 22,3030 Northern Blvd,KS,1111111234,,,new,N,,,, ,,,,
R85698,*CHINA HUT*,2415 Mac Arthur Rd,PA,6104398888,6106536833,(610) 439-8888,open,N,,,, ,,,,
R85697,NEW HAN DYNASTY,4130 E. Joppa Road,MD,4102568866,4438587498,(410) 256-8866,open,N,,,, ,,,,
R85696,NEW GREAT WALL,1360 N. Fairfield Rd.,OH,9374270555,6099036913,(937) 427-0555,open,N,,,, ,,,,
R85695,^CHONG QING HOUSE^,188 Taunton Ave.,RI,4012722049,6464208953,(401) 272-2049,open,N,,,, ,,,,
R85693,CHOPSTICKS HOUSE,2409 11th St,IL,3097888618,3092922786,309-788-8618,open,N,,,, ,,,,
R85692,*DRAGON CITY*,2234 First Ave,NY,2124264888,9173610786,(212) 426-4888,open,N,,,, ,,,,
R85691,^BLOOMING ORCHID^,525 Eglinton Ave West,ON,4164813825,4167077888,416-481-3825,open,N,,,, ,,,,
R85689,*NEW CHINA KITCHEN II*,4795 Barnes Rd. # H.,CO,7196388800,7193608888,(719) 638-8800,suspended,N,,,, ,,,,
R85683,*DRAGON KING*,1270 Morrison Ave,NY,7188933200,6319035555,(718) 893-4757,open,N,,,, ,,,,
R85688,^MING TREE GARDEN^,3278 Crawfordville Hwy,FL,8509269888,9176647885,(850) 926-9888,open,N,,,, ,,,,
R85687,CHINA 1,2535 N Dale Mabry Hwy,FL,8138758881,6469193111,,open,N,,,, ,,,,
R85686,*CHINA HOUSE*,322 A Appleton St.,MA,4135328508,9178338869,(413) 532-8508,open,N,,,, ,,,,
R85685,*HONG KONG KITCHEN*,102 E. Main St.,IN,8122736633,8123919216,812-273-6633,open,N,,,, ,,,,
R88884,*Testing 101*,1270 Morrison Ave,NY,0,0,,reject,N,,,, ,,,,
R85681,^PEKING GARDEN^,159 Winter St.,MA,9783736947,4132346990,978-373-6947,open,N,,,, ,,,,
R85682,CHINA WOK,3755 Military Trail A-11,FL,5615754088,5613106695,(561) 575-4088,open,N,,,, ,,,,
R18193,TEST RESTO ROS 21,3030 Northern Blvd,NY,1111111111,1111111111,,open,N,,,, ,,,,
R18026,Canada Manitoba Test Resto,R2C 4J5,MB,1323124214,,,reject,N,,,, ,,,,
R17989,Canada Alberta Test Resto,Centre St S,AB,1232132132,,,reject,N,,,, ,,,,
R85679,CHINA WOK,RT. 9W,NY,8454299159,9172040588,845-429-9159,open,N,,,, ,,,,
R85678,HONG YIP RESTAURANT,905 SW Main Blvd,FL,3867551133,3866286410,386-755-1133,open,N,,,, ,,,,
R85677,^YAMATO^,1903A W. Cumberland St,NC,9108923378,7042931417,(910) 892-3378,open,N,,,, ,,,,
R85676,^ASIAN GARDEN^,3670 E. Main St.,CT,2035283589,8609385665,(203) 528-3589,open,N,,,, ,,,,
R85673,^CHINA KING^,3410 Sugarloaf Pkwy,GA,7708221221,6788157806,(770) 822-1221,open,N,,,, ,,,,
R85675,SUN HING,2523 E Main St,CT,2037558181,6462387154,(203) 755-8181,open,N,,,, ,,,,
R85672,*NEW NO 1*,141 Market Place Dr.,SC,8032786896,3472948480,(803) 278-6896,new,N,,,, ,,,,
R85671,NEW CHINA HOUSE,13 Orangetown Shopping Center,NY,8453596655,9176806868,(845) 359-6655,open,N,,,, ,,,,
R85669,*CHINA KING*,1157 Knollwood Rd,NY,9143453386,6464311993,(914) 345-3386,open,N,,,, ,,,,
R85668,*^JAPAN HOUSE^*,4279 Elvis Presley Blvd,TN,9012367687,8288081837,(901) 236-7687,new,N,,,, ,,,,
R85667,^NEW HAPPY GARDEN^,"66 Wellington Road, Country 7",ON,5198468451,4379802718,(519) 846-8451,open,N,,,, ,,,,
R85666,PANDA,10505 St. Charles Rock Rd,MO,3144273888,6362358889,(314) 427-3888,open,N,,,, ,,,,
R85663,^GOLDEN PALACE^,35 S. Broad Street,NJ,8566869998,6469455634,(856) 686-9998,open,N,,,, ,,,,
R85665,*^SUKI HIBACHI^*,42 Merrick Ave,NY,5163079666,3477569548,(516) 307-9666,closed,N,,,, ,,,,
R85662,CHINA WOK,2409 Grand Island Blvd.,NY,7167736137,6462414823,(716) 773-6137,open,N,,,, ,,,,
R85661,GREAT WALL,122 Ainsworth St.,OH,3309489988,6466100418,(330) 948-9988,open,N,,,, ,,,,
R85658,^NICE DAY CHINESE PLAINVIEW^,1123 Old Country Rd,NY,5168220888,5164700028,(516) 822-0888,open,N,,,, ,,,,
R85659,KING HOUSE,2809 Ridge Pike,PA,6106508880,7185010086,(610) 650-8880,open,N,,,, ,,,,
R85657,*^DRAGON CHEF^*,315 South Gate Shopping Center,VA,5408296618,9172444851,(540) 829-6618,open,N,,,, ,,,,
R85657,*^DRAGON CHEF^*,315 South Gate Shopping Center,VA,5408296618,9172444851,(540) 829-6618,open,N,,,, ,,,,
R85656,^AKI 7^,11900-221 Atlantic Blvd,FL,9042207277,6468128111,(904) 646-1865,open,Y,,,11900 Atlantic Blvd,(904) 646-1865,,,,
R85655,^GREAT CHINA^,7851 Alexander Promenade PL,NC,9199572211,6466833788,(919) 957-2211,open,N,,,, ,,,,
R85652,^IZUMI SUSHI^,1530 Regent Ave W,MB,2048888668,4313555383,(204) 888-8668,open,N,,,, ,,,,
R85609,^TONY'S EXPRESS RETAURANT^,5496 Forest Dr.,SC,8037905433,7065890282,(803) 790-5433,open,N,,,, ,,,,
R85653,*CHINA WOK CLIFTON*,210 West 5th Street,TX,2546758800,9176058789,254-675-8800,open,N,,,, ,,,,
R85651,KING GARDEN,146-12 Hillside Ave,NY,0,5857655265,(718) 286-9510,closed,N,,,, ,,,,
R17754,TEST RESTO ROS 20,3030 Northern Blvd,NY,1111111111,,,reject,N,,,, ,,,,
R17791,TEST RESTO ROS 19**,16 Cornelia Street,NY,2313213232,2242343243,,reject,N,,,, ,,,,
R85638,^ DELICIOUS COUNTRY^,303 S Centre St,AB,4032901771,4036716868,403-290-1771,open,Y,,,303 Centre St S,(403) 767-9090,,,,
R85639,CHINA WOK,7562 South US1,FL,7723439551,9176559168,772-343-9551,open,N,,,, ,,,,
R85637,^HONG KONG ASIAN CUISINE^,4304 Township Line Rd,PA,6108815108,6465759125,(610) 881-5108,open,N,,,, ,,,,
R85636,*RICH CHINA*,218 East Michigan Ave.,MI,2694150803,9293592807,(269) 415-0803,closed,N,,,, ,,,,
R85635,*LITTLE FAR EAST II*,26043 Ridge Rd,MD,3012538600,9173611897,301-253-8600,open,N,,,, ,,,,
R85633,^BAMBOO HOUSE^,1224 W State St,OH,5672012052,9178188853,(567) 201-2052,open,N,,,, ,,,,
R85632,CHEF KING,2370 Lyell Ave.,NY,5852470460,5859671666,(585) 247-0460,open,N,,,, ,,,,
R85631,^SUSHI KAMPAI^,10312 Bloomingdale Ave 111,FL,8136203717,4076669976,(813) 620-3717,open,N,,,, ,,,,
R85628,*FIVE STAR*,296 West Middle Turnpike,CT,8606439486,2123808775,(860) 643-9486,open,N,,,, ,,,,
R85629,GREAT WALL KITCHEN,533 Bloomfield Ave.,NJ,9734837720,9298239734,(973) 483-7720,open,N,,,, ,,,,
R85621,^YF CHINESE CUISINE^,5225 Godown Rd,OH,6147064870,9783198583,(614) 706-4870,suspended,N,,,, ,,,,
R85627,CHINA TOWN,4085 Hancock Bridge Pkwy,FL,2396562999,9173791569,(239) 656-2999,open,N,,,, ,,,,
R85615,HUNAN WOK III,665 West Main St,CT,8602238883,8608343688,,open,N,,,, ,,,,
R85615,HUNAN WOK III,665 West Main St,CT,8602238883,8608343688,(860) 223-8883,open,N,,,, ,,,,
R85626,BO BO GARDEN KITCHEN,558 Lakehurst Rd,NJ,6098931797,6093577292,(609) 893-1797,open,N,,,, ,,,,
R11113,TEST AUTO 2,3030 Northern Blvd,NY,1111111111,,,reject,N,,,, ,,,,
R11112,TEST AUTO,3030 Northern Blvd,NY,1111111111,,,reject,N,,,, ,,,,
R17408,TEST RESTO ROS 18,3030 Northern Blvd,NY,1111111111,,,reject,N,,,, ,,,,
R17818,TEST RESTO ROS 17,3030 Street Northern Blvd,AZ,1232132421,2324343324,,reject,N,,,, ,,,,
R85625,CHINA ROYALE,106 Bridge Rd,CT,8603458818,9175510683,(860) 345-8818,open,N,,,, ,,,,
R85622,GREAT WALL,1001 Pontiac Road,PA,6108533464,9049101847,(610) 853-3464,open,N,,,, ,,,,
R999G1,GREEN DOT DEMO,15105-G John J. Delaney DR.,NY,9295263394,,,test,N,,,, ,,,,
GREENDOT,GREEN DOT TEMPLATE,,,0,,,template,N,,,, ,,,,
R85619,^CHINA TASTE^,2770 Maybank Hwy,SC,8435591980,6467011382,843-559-1980,suspended,N,,,, ,,,,
R85618,NO.1,1122 Mohawk St,NY,3157358227,9174153761,(315)735-8227,open,N,,,, ,,,,
R85617,HOUSE OF CHINA,250 Forest Ave.,NY,7168811888,9177550626,716-881-1888,open,N,,,, ,,,,
R85616,*^TRULY ASIA^*,300 Nickel St,CO,7209276688,7209988388,720-927-6688,new,N,,,, ,,,,
R85612,^NEW FAR EAST^,5527 South 78th St,FL,8136778868,8134636215,813-677-8868,open,N,,,, ,,,,
R85613,*WELCOME CHILI*,3806 Fort Hamilton Parkway,NY,9173496886,9176038909,(917) 349-6886,closed,N,,,, ,,,,
R85611,CHINA STAR RESTAURANT,382 Main St,MA,4137897170,6463011742,(413) 789-7196,open,N,,,, ,,,,
R85608,PANDA GARDEN,4680 W Walton Blvd,MI,2485997200,6462861360,(248) 599-7200,open,N,,,, ,,,,
RXXXX1,*^ARNEL & SETH GAMING^*,5496 Forest Dr. Ste. C,SC,0,0,,reject,N,,,, ,,,,
R85607,*^OKAYAMA^*,1215 NJ-73,NJ,8568022888,3476972324,(856) 802-2888,closed,N,,,, ,,,,
RXXXXX1,*^OKAYAMA*^(old),test,NJ,2000,,,reject,N,,,, ,,,,
R85606,GREAT CHINA,929 S High St,PA,6106968988,9173690574,(610) 696-8988,open,N,,,, ,,,,
R85605,^DRAGON HOUSE^,25086 Lankford Hwy,VA,7577897779,9175611791,(757) 789-7779,open,N,,,, ,,,,
R85603,CHINA ONE,2502 Schillinger Rd,AL,2514452538,3475714663,(251) 445-2538,open,N,,,, ,,,,
R85602,GREAT TASTE,2135 Argillite Rd,KY,6064942207,9172396257,(606) 494-2207,open,N,,,, ,,,,
R85601,^DARUMA CHINESE & JAPANESE RESTAURANT^,901 Sheridan Ave,NY,3476038888,3478286916,(347) 603-8888,open,N,,,, ,,,,
R85598,*SHANG HAI CHINESE RESTAURANT*,500 West Elm St,NC,3362280819,3364569562,(336) 228-0819,open,N,,,, ,,,,
R85599,^TOYO SUSHI^,7720 N Wickman Rd,FL,3212548838,9173766165,(321) 254-8838,open,N,,,, ,,,,
R85597,SPEEDY WOK,2434 Stantonsburgs Road,NC,2523648585,7188778665,(252) 364-8585,open,N,,,, ,,,,
R85596,NEW FORTUNE,310 Jericho Turnpike,NY,5163586316,6466397825,(516) 358-6316,open,N,,,, ,,,,
R85595,^KING JADE 2^,78 Worcester St,MA,5088398868,9176097123,(508) 839-8868,open,N,,,, ,,,,
R85593,FORTUNE GARDEN,8988 University Blvd.,SC,8435533183,3479680721,(843) 553-3183,open,N,,,, ,,,,
R17777,TEST RESTO ROS 16,3030 Northern Blvd,NY,1111111111,1111111111,,reject,N,,,, ,,,,
R18446,TEST RESTO ROS 15,3030 Northern Blvd,NY,1111111111,1111111111,,reject,N,,,, ,,,,
R18449,TEST RESTO ROS 14,3030 Northern Blvd,NY,1111111111,1111111111,,reject,N,,,, ,,,,
R17448,TEST ROS RESTO 13,3030 Northern Blvd,NY,1111111111,1111111111,,reject,N,,,, ,,,,
R17444,TEST RESTO ROS 12,3030 Northern Blvd,NY,1111111111,1111111111,,reject,N,,,, ,,,,
R17675,TEST RESTO ROS 11,3030 Northern Blvd,NY,1111111111,,,reject,N,,,, ,,,,
R85592,CHINA EXPRESS,106 Hancock Bridge Pkwy,FL,2395738811,3059887737,(239) 573-8811,open,N,,,, ,,,,
R85591,NO. 1 YUMMY,5393 Wesleyan Dr.,VA,7575180888,6466419404,(757) 518-0888,open,N,,,, ,,,,
R85589,SHANG HAI CHINESE RESTAURANT,8 W Merrick Rd,NY,5163790666,9179518667,,open,N,,,, ,,,,
R85588,SPRING GARDEN OF HUDSON,350 Fairview Ave,NY,5188284770,9174205734,(518) 828-4770,open,N,,,, ,,,,
R85581,^GREAT WALL^,315 Main St,NJ,2014403073,9176786645,(201) 440-3073,open,N,,,, ,,,,
R85587,CHINA HOUSE,2052 Fruitville Pike,PA,7175606566,7176152279,(717) 560-6566,open,N,,,, ,,,,
R85586,^SUPER CROWN WINGS^,1218 N Frontage Rd,MS,6012021791,2054127558,(601) 531-3333,open,N,,,, ,,,,
R85585,LUCKY EXPRESS,1723 Chesaco Ave,MD,4108666696,4438892205,(410) 866-6696,open,N,,,, ,,,,
R85582,*^CRAB & CLAW^*,1964 W Tennessee St,FL,8506923097,8509434832,850-692-3097,suspended,N,,,, ,,,,
R85583,^BAMBOO EXPRESS^,15 N Main St,MA,5089663778,3477834493,(508) 966-3778,open,N,,,, ,,,,
R85579,*CHINA A GO GO BOULDER HWY*,5060 Boulder Hwy,NV,7028988333,7028599722,(702) 898-8333,open,N,,,, ,,,,
R85578,NEW DRAGON,948A Main Street,SC,8038946688,9178689987,(803) 894-6688,open,N,,,, ,,,,
R85577,^RICE BOX^,7558 Hwy 73,NC,7048272229,8125895719,,open,N,,,, ,,,,
R85576,^FIRST WOK^,12555 Grand River Ave,MI,3134689726,7345194188,(313) 468-9726,open,N,,,, ,,,,
R85575,HAPPY WOK,1615 N State Rd 7,FL,9547313388,9545127499,(954) 731-3388,open,N,,,, ,,,,
R85572,^TAIWAN STREET^,2161 Zeier Rd,WI,6082861070,3522701819,(608) 286-1070,open,N,,,, ,,,,
R85571,*^KAWASAKI^*,2161 Zeier Rd,WI,6082861136,3522701819,(608) 286-1136,open,N,,,, ,,,,
R85573,^KUMO SUSHI II^,512 Court St,NY,7182225758,3479826015,(718) 222-5758,new,N,,,, ,,,,
R168170,Lomi House  - L2 USE,3030 Northern Blvd,NY,9172852220,,,new,N,,,, ,,,,
R85569,HONG KONG PASADENA,2525 Pasadena Ave S,FL,7273630085,9415266852,(727) 363-0085,open,N,,,, ,,,,
R85557,*CHINA A GO GO EAST CHARLESTON*,5841 East Charleston Blvd,NV,7026444888,7028569981,,open,N,,,, ,,,,
R85557,*CHINA A GO GO EAST CHARLESTON*,5841 East Charleston Blvd,NV,7026444888,7028569981,(702) 432-0234,open,N,,,, ,,,,
R85568,^DRAGON HOUSE^,1804 Columbus Pike,OH,7403631988,9173653971,(740) 363-1988,open,N,,,, ,,,,
R85567,^HONG KONG^,3071 Highway 5,GA,7709493373,9292937899,(770) 949-3342,open,N,,,, ,,,,
R85566,CHINA DRAGON,9840 Little Road,FL,7276972020,7278340766,(727) 697-2020,open,N,,,, ,,,,
R85565,CHINA 1,2543 S US Hwy 1,FL,7725956965,6466420587,(772) 595-6965,open,Y,,,2543 S US Highway 1,(772) 595-9813,,,,
R85563,^HUANG'S CHEF^,2785 Charlotte Hwy,NC,7046641988,9808338242,(704) 664-1988,open,N,,,, ,,,,
R85562,^SUNNY RAINBOW^,Rt. 25 Colonial Market Place,ME,2076423881,3472780555,(207) 642-3881,open,N,,,, ,,,,
R85561,*GREAT WALL*,1110 E. Main Street,OH,7406531770,6462889118,7406531770,suspended,N,,,, ,,,,
R85558,^BELLMEAD CHOPSTIXS^,903 N Interstate 35 Frontage Rd,TX,2547998880,2543155022,(254) 799-8880,open,N,,,, ,,,,
R85559,DRAGON GARDEN,877 Hwy 138 W.,GA,6785658833,9177676687,(678) 565-8833,open,N,,,, ,,,,
R85556,LEE'S CHINESE RESTAURANT,7102 SW 117th Avenue,FL,3052714891,9549378888,(305) 271-4891,open,N,,,, ,,,,
R85555,^MT FUJI^,650 S. Jefferson Ave.,NY,9035771700,9729710416,(903) 577-1700,open,N,,,, ,,,,
R85553,CHINA GARDEN,1605 W Mt. Hope Ave.,MI,5173723838,6469828828,(517) 372-3838,open,N,,,, ,,,,
R85552,^CHINA LILY^,127 Fairview Rd,GA,6782890116,7065722187,(678) 289-0116,open,N,,,, ,,,,
R85551,HAPPY GARDEN,233 Burke St,NC,3364492988,9192658808,(336) 449-2988,open,N,,,, ,,,,
R85539,*GOLDEN DRAGON*,394 Metropolitan Ave,NY,7187828024,6463594855,(718) 782-8024,open,N,,,, ,,,,
